responseid,survc,lang,qa,qx,postal6,sexe,age,q9,q9_99_other,cible,q1_1,q1_2,q1_3,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q3,q10_1,q10_2,q10_3,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q5,q5_7_other,q6,q7,q8,q8_7_other,POND,,
944,MW12000_112D,EN,4, ,J9H5K3,2,3,2, ,2,3,3,4,3,3,4,4,3,2,1,3,10,10,10,1,1,1,1,3,3,5, ,1,4,1, ,.633559107780457,,
945,MW12000_112D,EN,4, ,J8P7E4,2,6,2, ,2,1,3,3,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,3,3,1, ,1,2,3, ,1.09650003910065,,
946,MW12000_112D,EN,1,4,H9s1a6,1,3,9, ,2,2,3,2,3,2,2,3,3,2,2,2,7,4,9,4,3,4,3,2,2,4, ,2,4,2, ,3.45269465446472,,
947,MW12000_112D,EN,1,13,H2S3A5,2,6,2, ,2,1,3,2,1,1,1,1,1,1,1,1,5,1,8,1,1,3,2,3,3,1, ,2,4,3, ,2.74215650558472,,
949,MW12000_112D,EN,1,10,H8Y2M6,2,4,2, ,2,3,3,3,2,3,3,3,2,1,2,2,10,1,10,1,1,2,1,2,2,2, ,1,4,7,Contract work,1.25639116764069,,
950,MW12000_112D,FR,7, ,G7J3K7,1,6,1, ,1,2,3,2,2,2,2,2,2,1,1,2,10,10,10,1,1,3,1,1,1,1, ,1,2,3, ,.399696797132492,,
951,MW12000_112D,EN,4, ,j8t5l4,2,6,2, ,2,2,2,2,2,2,2,2,2,1,2,2,10,10,10,2,2,2,2,2,2,4, ,2,2,3, ,1.09650003910065,,
952,MW12000_112D,EN,1,11,H2T2X2,1,4,2, ,2,2,4,2,3,2,3,2,2,2,2,3,7,7,3,2,2,3,2,2,3,4, ,2,4,2, ,1.87238240242004,,
954,MW12000_112D,EN,6, ,J1M2G2,2,2,2, ,2,2,2,2,2,2,2,3,2,2,2,2,5,98,10,3,3,3,3,3,4,4, ,2,2,1, ,.481550395488739,,
955,MW12000_112D,FR,3, ,99,2,4,2, ,2,4,3,3,3,3,3,3,3,3,2,3,10,1,10,2,1,4,3,3,4,2, ,1,4,1, ,2.05500626564026,,
956,MW12000_112D,EN,4, ,J8V1Z3,2,5,2, ,2,2,2,1,2,2,2,2,2,2,2,2,9,2,8,2,2,2,2,2,3,7,Living with my sister,1,3,7,Freelance writer,1.03402507305145,,
957,MW12000_112D,FR,6, ,j1l1g8,1,2,1, ,1,1,2,2,2,2,3,2,2,1,1,1,5,2,7,2,2,4,2,2,4,1, ,2,3,4, ,.500995397567749,,
958,MW12000_112D,FR,1,14,h4l0a2,1,5,1, ,1,2,3,2,2,2,3,3,2,2,2,2,8,5,7,3,3,4,3,4,4,2, ,2,4,2, ,1.22371304035187,,
959,MW12000_112D,EN,1,7,H1V1X4,1,2,2, ,2,1,1,1,2,1,1,1,1,2,1,1,10,8,10,1,1,2,1,2,4,2, ,2,4,1, ,3.05632448196411,,
960,MW12000_112D,EN,1,4,H8T1N9,2,2,2, ,2,4,2,3,4,3,4,4,3,3,3,3,7,5,6,2,2,3,2,3,3,2, ,2,2,5, ,2.33418583869934,,
961,MW12000_112D,FR,8, ,G6W1B8,2,6,1, ,1,2,2,2,2,2,3,2,2,2,2,2,7,3,1,2,2,2,2,3,3,4, ,2,2,3, ,.389285206794739,,
962,MW12000_112D,EN,1,4,H8T1Y8,1,5,2, ,2,1,2,2,2,2,1,3,2,2,2,2,1,2,5,3,3,4,3,3,4,1, ,2,2,3, ,1.96843886375427,,
963,MW12000_112D,FR,3, ,H7H1L6,2,3,1, ,1,2,2,2,2,2,2,2,2,2,2,1,9,9,9,2,2,2,2,2,2,2, ,1,3,1, ,1.40095984935761,,
964,MW12000_112D,EN,3, ,H7K3N3,1,4,2, ,2,2,3,2,3,3,3,3,3,2,2,3,10,10,10,1,1,4,1,4,4,2, ,1,2,1, ,2.04408001899719,,
965,MW12000_112D,EN,3, ,H7W1W7,1,5,2, ,2,2,3,3,2,2,2,3,2,1,1,2,10,10,10,1,1,1,1,4,4,2, ,1,4,7,self employed,1.55064678192139,,
966,MW12000_112D,EN,3, ,H7w1w7,2,1,2, ,2,4,3,4,3,3,3,3,3,2,2,3,8,7,8,3,3,3,3,4,4,2, ,1,3,2, ,1.34239602088928,,
968,MW12000_112D,EN,1,15,99,2,2,2, ,2,2,2,2,2,2,2,3,2,1,2,2,8,6,8,3,2,3,2,3,3,5, ,1,4,2, ,2.42194724082947,,
969,MW12000_112D,FR,8, ,G6Z3K3,2,5,1, ,1,2,2,2,2,2,2,2,2,2,2,2,10,7,10,2,2,2,2,2,2,1, ,1,4,1, ,.546345055103302,,
970,MW12000_112D,EN,1,3,H4B2X7,2,6,2, ,2,2,1,3,2,1,2,2,1,1,1,1,10,10,10,1,2,3,2,3,4,1, ,2,4,3, ,3.02442383766174,,
971,MW12000_112D,FR,1,3,H3w1c6,2,4,99,Vietnamien,2,2,2,3,3,2,3,3,2,2,3,2,10,7,10,2,2,4,2,4,4,5, ,1,4,1, ,3.09482526779175,,
973,MW12000_112D,EN,5, ,J3Y8X1,1,3,1, ,1,2,3,3,3,2,2,3,3,2,2,2,3,2,4,3,4,4,4,4,4,4, ,1,3,1, ,.591231763362885,,
974,MW12000_112D,EN,3, ,H7w1n7,1,3,2, ,2,2,3,2,3,3,3,3,3,3,3,3,1,1,1,4,4,4,4,9,4,99, ,2,3,99, ,1.31117653846741,,
976,MW12000_112D,EN,1,15,H1P1G3,2,4,2, ,2,2,2,2,2,2,2,3,2,2,2,2,6,6,5,8,8,8,8,8,8,5, ,1,3,1, ,1.69967472553253,,
977,MW12000_112D,FR,4, ,j8v1g5,1,2,1, ,1,2,2,4,2,3,2,2,2,2,2,2,7,8,2,2,2,1,3,3,3,2, ,1,2,1, ,1.69064998626709,,
978,MW12000_112D,FR,8, ,g6z8e3,1,4,1, ,1,2,2,3,2,2,2,3,2,2,1,2,3,6,1,2,2,2,2,2,2,3, ,1,3,1, ,.263012439012527,,
979,MW12000_112D,EN,5, ,J4V1Z1,2,3,2, ,2,2,2,2,3,3,3,3,2,2,2,2,8,7,5,2,2,2,4,3,4,2, ,2,2,5, ,.770027279853821,,
980,MW12000_112D,FR,9, ,99,2,4,1, ,1,2,2,2,2,2,2,2,2,1,2,2,5,5,5,2,2,3,2,3,3,2, ,1,3,99, ,.308151513338089,,
981,MW12000_112D,EN,2, ,G3G3C3,2,4,2, ,2,3,3,2,2,2,2,3,2,3,3,2,8,4,7,2,2,2,2,2,4,2, ,1,4,1, ,.995234429836273,,
982,MW12000_112D,EN,5, ,J4H2J3,1,5,2, ,2,1,2,1,3,3,2,3,3,2,2,3,7,7,7,3,1,2,2,3,3,4, ,2,4,3, ,.559750616550446,,
983,MW12000_112D,FR,5, ,j4m2x6,2,3,1, ,1,2,3,2,3,2,3,4,3,2,3,2,4,9,8,3,2,3,3,2,8,2, ,1,4,1, ,.770027279853821,,
984,MW12000_112D,FR,1,7,H1W1B6,2,5,1, ,1,2,4,4,3,4,3,4,4,3,3,4,8,7,1,4,4,4,3,4,4,1, ,1,4,3, ,1.6674530506134,,
985,MW12000_112D,FR,4, ,J8RY1,2,3,1, ,1,2,3,2,2,2,3,2,2,2,2,2,9,9,8,2,2,2,2,2,3,2, ,1,2,1, ,.633559107780457,,
986,MW12000_112D,EN,1,18,H3G1G1,1,6,99,armenian,2,2,4,4,2,3,3,3,3,1,1,2,2,2,8,2,4,4,3,2,4,5, ,1,2,3, ,2.84278345108032,,
987,MW12000_112D,FR,4, ,j9j1s2,2,4,1, ,1,2,2,2,2,2,2,3,3,2,2,2,8,8,8,2,2,2,2,2,3,2, ,1,3,3, ,1.6738201379776,,
988,MW12000_112D,FR,3, ,H7m4e2,1,5,1, ,1,2,2,2,2,2,2,2,2,2,2,2,10,10,10,2,2,3,3,3,3,1, ,1,2,3, ,.594921886920929,,
989,MW12000_112D,FR,5, ,J3y8g7,2,3,1, ,1,2,2,2,2,2,2,2,2,2,2,2,5,4,5,2,2,2,2,2,2,2, ,1,4,1, ,.770027279853821,,
990,MW12000_112D,FR,4, ,J8y4c7,1,3,1, ,1,3,3,3,3,3,3,3,3,3,3,3,8,3,9,2,3,4,4,4,4,1, ,2,3,1, ,.602959096431732,,
991,MW12000_112D,FR,3, ,H7l5t6,2,4,1, ,1,2,3,3,3,3,3,3,2,2,2,3,3,2,7,2,2,2,2,2,2,2, ,1,3,5, ,.788424968719482,,
992,MW12000_112D,EN,1,1,H4K2M1,1,5,2, ,2,2,2,2,3,3,3,3,2,2,2,2,8,5,10,1,1,3,1,3,4,5, ,1,4,1, ,4.3129243850708,,
993,MW12000_112D,EN,1,11,h2t1t3,1,4,2, ,2,4,4,4,4,3,3,4,3,3,2,3,6,3,3,2,4,4,2,4,4,1, ,2,4,1, ,1.87238240242004,,
994,MW12000_112D,FR,5, ,J3Y4L7,2,6,1, ,1,2,2,2,2,2,2,3,2,1,1,2,10,10,7,3,3,3,3,3,4,1, ,1,3,3, ,.497556060552597,,
996,MW12000_112D,FR,3, ,H7P6E9,2,2,2, ,2,2,2,4,2,2,2,2,2,3,4,2,98,98,98,2,2,2,2,2,4,1, ,2,3,2, ,1.94129538536072,,
997,MW12000_112D,FR,4, ,j8t2a5,2,3,1, ,1,2,1,3,2,1,1,2,2,1,1,2,7,8,10,1,1,1,1,1,1,4, ,1,3,1, ,.633559107780457,,
998,MW12000_112D,FR,9, ,G8Y2J3,1,6,1, ,1,1,2,2,1,1,1,1,1,1,1,1,10,8,10,2,3,3,3,3,4,7,retraité,1,4,3, ,.43664225935936,,
999,MW12000_112D,EN,5, ,J4k4P3,2,4,2, ,2,3,2,3,2,2,2,2,2,2,2,2,4,98,4,3,3,3,3,3,4,1, ,1,3,7,Disability.,.907003283500671,,
1000,MW12000_112D,FR,3, ,H7n4a1,2,4,1, ,1,4,3,3,3,3,4,4,3,2,2,4,5,4,5,3,4,3,3,4,4,4, ,2,2,5, ,.788424968719482,,
1001,MW12000_112D,FR,5, ,j4k4c1,1,3,1, ,1,3,3,3,4,3,4,3,3,3,4,3,5,5,5,3,3,3,3,3,3,3, ,2,4,1, ,.591231763362885,,
1003,MW12000_112D,FR,4, ,J8p2j8,2,2,1, ,1,2,2,2,1,1,1,1,1,1,1,1,6,7,7,1,1,1,1,1,1,1, ,2,2,1, ,.781999945640564,,
1005,MW12000_112D,FR,3, ,H7E1A1,1,4,1, ,1,3,3,3,3,3,3,3,3,2,3,2,8,7,8,2,2,2,2,2,3,4, ,2,2,1, ,.784232974052429,,
1006,MW12000_112D,FR,2, ,99,2,2,1, ,1,2,3,2,2,2,2,2,2,1,2,2,7,98,98,2,2,2,2,2,2,5, ,2,3,2, ,1.88308048248291,,
1007,MW12000_112D,FR,4, ,J9H6B9,2,6,1, ,1,2,2,2,2,2,2,2,2,2,2,2,9,5,9,1,1,1,1,1,2,5, ,2,3,3, ,1.09650003910065,,
1008,MW12000_112D,FR,3, ,H7x3e4,1,2,1, ,1,2,2,3,2,2,2,2,3,3,3,3,8,6,8,2,2,2,2,2,4,2, ,2,4,1, ,.969010472297668,,
1009,MW12000_112D,EN,3, ,H7G1H9,1,3,3, ,2,2,2,2,2,2,2,3,3,1,2,2,10,10,10,2,2,2,2,2,4,2, ,1,4,1, ,1.31117653846741,,
1010,MW12000_112D,FR,2, ,G1W3P3,2,4,1, ,1,2,2,2,2,2,2,3,2,2,2,2,9,8,7,2,2,2,2,2,2,2, ,1,4,1, ,.995234429836273,,
1011,MW12000_112D,EN,4, ,J8L3S6,2,6,2, ,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,1, ,1,3,3, ,1.09650003910065,,
1012,MW12000_112D,FR,9, ,G8Y7E2,1,3,1, ,1,2,3,3,2,2,2,2,2,2,2,2,1,1,5,2,2,2,2,2,4,1, ,2,99,1, ,.215202271938324,,
1013,MW12000_112D,EN,1,7,H1M3K8,1,4,2, ,2,2,4,4,3,3,3,3,2,3,2,3,8,8,8,3,3,3,2,4,4,1, ,1,3,2, ,2.3832688331604,,
1014,MW12000_112D,FR,4, ,J8P7W8,2,3,1, ,1,2,3,4,2,3,3,3,2,2,2,2,7,7,10,2,2,2,2,4,4,1, ,1,4,1, ,.633559107780457,,
1015,MW12000_112D,FR,8, ,G7A1V5,1,2,1, ,1,4,4,4,4,3,4,3,3,2,2,3,10,10,10,2,2,2,2,2,2,4, ,1,3,1, ,.552191853523254,,
1016,MW12000_112D,EN,1,18,H2Y1E3,1,4,2, ,2,2,3,3,3,3,3,3,3,3,3,3,7,3,7,3,3,3,3,3,3,1, ,1,4,6, ,1.83609700202942,,
1018,MW12000_112D,FR,5, ,j4m2w3,2,2,1, ,1,2,3,2,2,3,2,2,2,2,2,2,9,7,7,2,2,2,2,3,4,1, ,1,4,1, ,.921400189399719,,
1019,MW12000_112D,FR,3, ,H7W5G7,2,2,1, ,1,2,2,2,2,2,2,2,2,2,2,2,5,98,5,3,2,3,3,4,4,7,Famille,2,4,2, ,.74479866027832,,
1020,MW12000_112D,EN,1,16,h4c1s9,2,5,2, ,2,2,3,4,2,2,2,3,2,2,3,2,3,7,9,1,2,3,1,4,4,4, ,2,3,1, ,3.4533269405365,,
1021,MW12000_112D,FR,3, ,H7L4K8,2,6,1, ,1,2,3,1,1,2,1,2,1,1,1,1,10,10,10,1,1,1,1,1,1,4, ,1,2,3, ,1.03825962543488,,
1023,MW12000_112D,FR,9, ,G9B7W1,2,4,1, ,1,3,3,3,3,3,4,4,3,4,4,3,10,10,8,2,3,2,2,4,4,1, ,1,3,1, ,.308151513338089,,
1024,MW12000_112D,FR,3, ,h7y2e1,1,3,1, ,1,2,3,2,2,2,3,3,2,1,1,2,10,10,10,1,1,2,1,1,4,2, ,1,4,1, ,.503046870231628,,
1026,MW12000_112D,FR,4, ,J8m1g6,2,3,1, ,1,2,3,2,1,1,3,2,2,1,1,2,10,10,10,2,2,3,2,2,4,2, ,1,2,1, ,.633559107780457,,
1027,MW12000_112D,EN,5, ,J4V2J5,2,4,2, ,2,2,2,3,2,3,3,3,3,1,3,2,3,4,2,2,3,3,2,4,4,2, ,2,2,1, ,.907003283500671,,
1029,MW12000_112D,EN,1,5,99,2,1,2, ,2,2,3,2,3,4,4,4,3,3,2,3,5,1,4,2,2,2,2,4,4,2, ,2,4,2, ,1.64284193515778,,
1030,MW12000_112D,EN,2, ,G1K2V2,1,5,2, ,2,3,3,2,2,2,2,2,2,1,1,2,1,1,8,3,3,4,4,4,4,4, ,2,2,3, ,1.44697201251984,,
1031,MW12000_112D,FR,4, ,J8M1C8,2,1,1, ,1,3,3,2,2,3,2,4,3,3,2,3,8,7,9,2,2,2,2,3,3,1, ,2,4,1, ,.68740713596344,,
1032,MW12000_112D,EN,2, ,g3e1v4,1,4,2, ,2,2,2,3,2,2,2,2,2,2,2,2,98,98,98,2,2,2,2,2,2,1, ,1,2,1, ,1.7866575717926,,
1033,MW12000_112D,FR,3, ,H7K3L4,1,6,1, ,1,3,3,3,4,3,3,4,4,4,4,3,8,9,8,2,2,2,2,4,4,1, ,2,2,3, ,.8204625248909,,
1034,MW12000_112D,FR,7, ,g7s4s1,2,2,1, ,1,3,2,2,2,2,3,2,2,2,3,2,10,1,10,1,1,1,1,1,2,1, ,1,3,1, ,.382513821125031,,
1035,MW12000_112D,FR,4, ,J9J2L8,2,1,1, ,1,2,2,2,2,3,3,3,2,2,2,2,98,98,7,2,2,2,2,2,2,4, ,1,3,1, ,.68740713596344,,
1036,MW12000_112D,EN,1,7,H1N3J7,2,1,2, ,2,2,2,2,3,2,4,4,2,3,3,1,7,6,8,2,2,3,3,2,3,4, ,1,3,2, ,1.47962665557861,,
1037,MW12000_112D,FR,4, ,J8r2w9,2,3,1, ,1,2,3,3,3,2,3,4,3,2,2,3,5,1,10,2,2,3,2,3,4,2, ,1,4,1, ,.633559107780457,,
1038,MW12000_112D,EN,5, ,J4L2K8,2,6,2, ,2,2,3,2,2,2,2,2,2,2,2,2,10,10,10,1,1,3,3,3,4,4, ,2,3,3, ,.497556060552597,,
1039,MW12000_112D,FR,2, ,G2B2A8,1,3,1, ,1,3,2,3,2,2,2,2,2,2,2,2,6,6,6,2,2,2,2,2,2,2, ,1,3,1, ,1.25286614894867,,
1040,MW12000_112D,FR,5, ,J4H3G4,1,5,1, ,1,2,2,1,3,2,2,3,3,2,3,3,1,1,4,1,1,4,1,4,4,5, ,1,3,3, ,.559750616550446,,
1043,MW12000_112D,EN,2, ,G1h4w1,2,4,2, ,2,2,2,2,2,3,2,3,2,2,3,2,1,1,2,2,2,3,3,4,4,4, ,1,2,2, ,.995234429836273,,
1044,MW12000_112D,FR,3, ,H7v2g3,1,6,1, ,1,1,3,2,2,2,2,2,2,1,1,2,10,10,10,1,2,1,2,2,2,1, ,1,3,3, ,.8204625248909,,
1045,MW12000_112D,FR,3, ,H7P5V8,2,4,1, ,1,3,3,3,3,2,3,3,3,1,2,2,10,10,1,8,8,2,2,2,9,1, ,1,4,7,Invalide,.788424968719482,,
1046,MW12000_112D,FR,3, ,h7p3g8,2,6,1, ,1,2,3,3,2,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1, ,99,3,3, ,1.03825962543488,,
1047,MW12000_112D,EN,1,3,H3C4E3,2,2,2, ,2,4,3,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,2, ,2,4,1, ,4.40995502471924,,
1048,MW12000_112D,EN,1,10,H8Z3G3,1,4,2, ,2,2,2,3,2,2,2,2,2,2,2,2,6,8,7,3,3,4,3,4,4,2, ,1,4,1, ,1.32030189037323,,
1049,MW12000_112D,FR,3, ,H7g4p3,2,2,1, ,1,3,2,2,2,2,2,2,2,1,1,1,10,10,10,1,1,1,1,3,4,3, ,2,2,1, ,.74479866027832,,
1050,MW12000_112D,FR,9, ,G8Z2C1,1,2,1, ,1,3,2,2,2,3,3,3,3,3,3,2,7,1,10,2,2,2,2,2,2,5, ,2,4,2, ,.370421916246414,,
1051,MW12000_112D,FR,1,19,H2r2h9,2,1,1, ,1,2,2,3,2,3,2,2,2,2,1,2,8,6,2,2,2,3,2,2,4,4, ,2,4,4, ,1.85989880561829,,
1052,MW12000_112D,FR,5, ,J4t3j8,1,4,1, ,1,4,4,4,4,3,4,4,4,4,3,4,8,1,7,4,4,4,3,4,4,2, ,1,4,1, ,.987214386463165,,
1053,MW12000_112D,FR,1,13,H1Y3L4,1,2,1, ,1,2,3,3,2,2,2,2,2,2,3,2,10,8,10,2,2,2,2,2,2,2, ,1,4,1, ,1.34292340278625,,
1054,MW12000_112D,FR,3, ,H7p3z6,1,3,1, ,1,2,2,3,2,2,2,2,2,2,2,2,98,98,9,2,2,2,2,8,2,4, ,2,3,2, ,.503046870231628,,
1055,MW12000_112D,FR,1,7,h1w1r7,1,2,1, ,1,2,3,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,4, ,2,1,6, ,1.08540105819702,,
1056,MW12000_112D,EN,3, ,H7V1N2,1,1,1, ,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,3,2,4,4,4,4,5, ,1,3,4, ,1.01690316200256,,
1057,MW12000_112D,EN,1,10,H9J3T2,1,4,2, ,2,2,4,3,3,3,3,4,3,3,3,4,7,98,8,8,8,8,2,3,4,2, ,1,4,1, ,1.32030189037323,,
1059,MW12000_112D,FR,3, ,H7k2g7,1,2,1, ,1,3,2,3,3,3,2,3,2,2,2,2,5,1,6,2,2,2,2,2,4,1, ,1,4,1, ,.969010472297668,,
1060,MW12000_112D,FR,6, ,j1n0w6,1,2,1, ,1,2,2,2,2,2,2,4,3,2,3,3,9,2,5,2,2,2,3,3,4,2, ,1,4,1, ,.500995397567749,,
1061,MW12000_112D,FR,8, ,g6v5y4,2,1,1, ,1,2,2,2,2,2,1,3,2,1,2,2,10,10,10,2,2,2,2,2,3,1, ,99,4,4, ,.272741228342056,,
1062,MW12000_112D,EN,1,3,H4A2H4,2,6,2, ,2,2,2,3,3,3,3,2,3,1,2,2,98,1,98,2,2,3,2,3,4,5, ,1,4,3, ,3.02442383766174,,
1063,MW12000_112D,EN,4, ,J9H0E6,1,5,2, ,2,2,4,3,3,3,3,4,3,2,2,4,9,1,9,2,2,2,2,2,2,1, ,1,4,3, ,.527850091457367,,
1064,MW12000_112D,EN,2, ,G2B1L5,2,4,2, ,2,2,2,2,2,2,2,2,2,2,3,1,5,5,5,4,4,4,4,4,4,1, ,1,3,1, ,.995234429836273,,
1066,MW12000_112D,FR,6, ,J1J1K8,1,5,1, ,1,3,2,2,3,3,3,3,3,3,3,3,3,1,8,2,2,4,2,4,4,1, ,2,3,1, ,.359161078929901,,
1067,MW12000_112D,FR,2, ,G1e0e8,2,1,1, ,1,2,2,2,2,2,3,3,3,2,2,2,6,4,8,3,2,2,2,2,4,2, ,2,3,1, ,.657943844795227,,
1068,MW12000_112D,FR,3, ,h7p1s4,2,2,1, ,1,2,4,4,3,2,3,2,3,2,1,2,8,6,7,2,2,2,2,2,3,5, ,2,4,4, ,.74479866027832,,
1070,MW12000_112D,FR,9, ,G9A0C4,1,6,1, ,1,2,2,2,1,1,2,2,2,1,1,1,5,5,4,1,1,1,1,1,1,4, ,2,4,3, ,.43664225935936,,
1071,MW12000_112D,EN,1,10,H9G2W3,2,6,2, ,2,2,3,2,2,2,2,3,1,1,1,1,4,1,1,1,1,1,2,3,4,4, ,2,2,3, ,1.22781085968018,,
1072,MW12000_112D,FR,5, ,J4H3J4,2,6,1, ,1,2,3,3,2,2,2,1,1,1,1,2,5,1,10,1,1,1,1,2,8,7,couple avec une fille adulte  avec DI autiste à charge,1,4,3, ,.497556060552597,,
1073,MW12000_112D,EN,3, ,H7R5J1,2,6,2, ,2,2,2,2,2,2,2,3,2,2,2,2,7,6,7,3,3,3,3,8,8,5, ,1,2,3, ,2.70619297027588,,
1074,MW12000_112D,FR,3, ,H7J1A5,2,5,1, ,1,2,3,2,2,2,2,3,3,2,1,2,10,6,10,2,2,2,2,2,2,7,Veuve,1,4,3, ,.788402616977692,,
1075,MW12000_112D,FR,9, ,J0k3m0,2,5,1, ,1,3,2,2,2,2,2,2,2,2,2,2,7,1,9,2,2,2,2,4,4,4, ,1,3,3, ,.344858318567276,,
1076,MW12000_112D,FR,4, ,j8t7r7,1,6,1, ,1,2,2,4,4,4,4,4,4,3,3,4,1,1,1,4,4,4,4,4,4,1, ,1,4,3, ,.320790022611618,,
1077,MW12000_112D,EN,3, ,H7T2K4,1,3,2, ,2,2,2,2,2,2,2,2,2,2,2,1,5,5,10,1,1,1,1,2,4,2, ,1,3,6, ,1.31117653846741,,
1078,MW12000_112D,FR,3, ,h7l5e4,2,5,1, ,1,2,2,2,2,2,2,3,2,3,2,2,7,7,1,4,3,4,3,4,4,4, ,1,4,1, ,.788402616977692,,
1079,MW12000_112D,EN,4, ,j9j2l8,2,1,2, ,2,4,3,4,3,3,3,3,3,2,3,4,5,1,2,2,2,2,2,2,8,5, ,99,4,4, ,.68740713596344,,
1080,MW12000_112D,EN,1,10,H9b1k1,2,2,9, ,2,3,3,3,3,3,3,4,3,2,2,3,9,8,9,1,2,2,2,2,4,5, ,2,3,1, ,1.79029583930969,,
1081,MW12000_112D,EN,3, ,H7N3B6,2,1,2, ,2,3,4,2,2,2,2,2,2,2,1,2,6,4,1,2,3,2,1,3,4,2, ,1,4,4, ,1.34239602088928,,
1083,MW12000_112D,FR,2, ,G1S1Y3,2,6,1, ,1,3,3,2,2,2,2,2,2,2,2,2,1,1,3,1,1,1,2,2,2,5, ,2,4,3, ,1.8624552488327,,
1084,MW12000_112D,EN,1,18,h2l3w9,2,4,2, ,2,2,4,4,3,3,2,4,2,4,4,2,5,1,2,3,2,3,3,8,4,4, ,2,3,2, ,1.74721968173981,,
1085,MW12000_112D,EN,1,14,H4L3S7,2,5,2, ,2,3,3,3,3,3,3,4,4,4,2,3,6,2,5,3,3,4,3,4,4,1, ,1,2,1, ,3.95981287956238,,
1086,MW12000_112D,FR,2, ,G1K9B5,1,6,1, ,1,1,1,2,1,1,1,1,1,2,1,1,6,5,6,1,1,1,1,1,1,7,divorcé seul,2,3,3, ,1.99651908874512,,
1087,MW12000_112D,EN,1,19,H1Z1J4,2,4,7, ,2,2,2,2,3,2,3,3,3,4,4,2,2,2,2,2,2,3,3,4,4,7,Parent with child,1,4,1, ,5.35432815551758,,
1088,MW12000_112D,EN,1,18,H3c4t6,1,6,2, ,2,2,2,3,3,2,2,2,2,1,1,2,3,1,7,3,3,3,3,3,4,4, ,1,3,3, ,2.84278345108032,,
1089,MW12000_112D,FR,4, ,j8t5z8,1,4,1, ,1,4,3,2,3,3,4,3,3,4,3,3,10,10,10,1,1,4,1,4,4,2, ,1,4,1, ,.652162432670593,,
1090,MW12000_112D,FR,2, ,G2L2W9,1,6,1, ,1,3,2,4,2,3,2,2,2,1,1,2,98,98,98,1,1,1,1,8,8,1, ,2,3,3, ,1.99651908874512,,
1091,MW12000_112D,FR,3, ,h7w4j7,1,4,1, ,1,3,2,2,2,2,3,3,3,2,2,3,8,9,7,2,2,3,2,3,3,2, ,1,3,1, ,.784232974052429,,
1094,MW12000_112D,FR,2, ,G3E1R2,2,4,1, ,1,3,4,2,2,2,3,3,3,2,2,2,7,7,7,2,3,3,3,4,4,1, ,1,2,1, ,.995234429836273,,
1095,MW12000_112D,FR,5, ,j4l4c8,2,3,1, ,1,2,2,2,3,3,3,3,3,3,3,3,10,6,10,2,2,2,2,2,2,3, ,2,2,1, ,.770027279853821,,
1096,MW12000_112D,FR,5, ,j4t1k4,1,2,1, ,1,4,4,2,4,4,4,4,4,4,4,4,1,1,1,8,8,8,8,8,8,99, ,99,99,99, ,1.11950123310089,,
1098,MW12000_112D,FR,6, ,j1m1j6,2,1,2, ,2,2,2,3,2,2,2,2,2,1,2,2,4,3,7,1,1,2,1,1,2,4, ,2,3,4, ,.382609486579895,,
1099,MW12000_112D,FR,4, ,J9J3V4,1,4,1, ,1,2,2,2,2,2,2,3,2,1,2,2,10,5,10,2,2,2,2,2,2,2, ,1,4,1, ,.652162432670593,,
1100,MW12000_112D,EN,1,5,H8p3G6,2,5,2, ,2,2,2,3,2,2,2,2,2,1,2,2,10,1,10,3,3,3,3,3,4,1, ,1,4,1, ,3.47728061676025,,
1101,MW12000_112D,EN,1,10,H9K1J3,2,4,2, ,2,2,3,4,3,2,3,3,3,1,2,2,3,3,8,1,1,1,1,3,3,2, ,1,3,1, ,1.25639116764069,,
1102,MW12000_112D,FR,7, ,g7x9m9,1,4,1, ,1,3,2,2,2,2,3,4,3,2,2,3,10,1,1,2,2,2,2,4,4,2, ,1,3,1, ,.322396665811539,,
1103,MW12000_112D,FR,2, ,G1P2V2,1,6,1, ,1,1,1,1,2,2,2,2,2,1,2,1,10,10,10,1,1,1,1,1,1,7,Sépare sans enfants à la maison,2,2,3, ,1.99651908874512,,
1104,MW12000_112D,FR,5, ,J4G1Z6,1,4,1, ,1,1,3,3,2,3,2,2,2,2,2,2,5,1,7,2,2,4,3,4,4,1, ,1,4,1, ,.987214386463165,,
1105,MW12000_112D,FR,3, ,H7G4V6,2,6,1, ,1,2,2,2,2,2,3,3,2,2,2,2,10,98,10,2,2,2,2,2,4,1, ,1,4,3, ,1.03825962543488,,
1106,MW12000_112D,FR,9, ,G9y1h6,2,1,1, ,1,1,1,1,2,1,2,1,1,2,1,1,9,1,9,1,1,2,1,2,4,1, ,2,4,4, ,.281199872493744,,
1107,MW12000_112D,EN,1,19,H1Z3Y2,2,6,2, ,2,1,3,2,2,2,2,2,2,2,2,2,7,1,7,2,2,3,3,3,3,4, ,1,2,3, ,5.23254013061523,,
