OBJECTID,NO_EFE,STATUT,SUPERFICIE,TYPE,NOM_SITE,NO_REG_ADM,DTMAJ,DATE_PUBLI,Shape_Length,Shape_Area
"379","663",EFE classé,24.8,rare,Forêt rare de l' Étang-de-l'Écluse,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,2052.31317407526,246653.044051786
"380","574",EFE classé,98,ancien,Forêt ancienne du Lac-Cuillèrier,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,4018.77466532621,979994.242018261
"381","27",EFE classé,219.4,ancien,Forêt ancienne du Lac-Kipawa,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,14285.3659120472,2187850.11262808
"382","1432",EFE classé,102.3,rare,Forêt rare du Réservoir-Bersimis,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,7459.25211532678,1012020.39142382
"383","1525",EFE classé,41.3,rare,Forêt rare de la Rivière-Péribonka,"02",2023/02/22 00:00:00,2023/11/25 00:00:00,6960.27517721326,408966.192356825
"384","1639",EFE classé,39.6,rare,Forêt rare du Lac-Wayne,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,2755.74035274051,395201.369104133
"385","834",EFE classé,128.3,ancien,Forêt ancienne du Lac-Villiers,"14",2022/02/16 00:00:00,2023/11/25 00:00:00,7727.81233074173,1277845.14607015
"386","751",EFE classé,86.5,refuge,Forêt refuge de la Montagne-de-Chêne,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,4099.38412977801,864357.021964315
"387","880",EFE classé,99.6,ancien,Forêt ancienne Utamishku,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,4945.54108249737,984101.253062034
"388","863",EFE classé,832.8,ancien,Forêt ancienne du Lac-Larry,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,24438.3168884574,8225516.22365897
"389","803",EFE classé,50.9,ancien,Forêt ancienne du Ruisseau-Beaudoin,"12",2023/02/28 00:00:00,2023/11/25 00:00:00,3597.34424405981,507390.556207374
"390","820",EFE classé,117,ancien,Forêt ancienne du Lac-Opasatica,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,4472.41208792625,1161486.45482053
"391","1429",EFE classé,24.7,rare,Forêt rare des Lacs-Kanistukamat,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,3476.75206562006,244640.054504938
"392","821",EFE classé,73.7,ancien,Forêt ancienne de la Baie-Perdue,"08",2023/01/17 00:00:00,2023/11/25 00:00:00,4974.67402936018,731585.955809467
"393","872",EFE classé,239.7,ancien,Forêt ancienne de la Rivière-Nabisipi,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,9077.92466663604,2365026.69524113
"394","930",EFE classé,15.5,refuge,Forêt refuge du Rocher-à-l'Oiseau,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,2028.94274859446,154492.538253021
"395","644",EFE classé,58.2,ancien,Forêt ancienne du Lac-Gagnon,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,3973.80502404078,581944.438960562
"396","843",EFE classé,72.8,ancien,Forêt ancienne du Ruisseau-Plassez,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,3922.94767772418,725434.608559675
"397","889",EFE classé,25.5,rare,Forêt rare du Ruisseau-de-la-Côte-Jaune,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,2288.92651698857,254395.986207366
"398","36",EFE classé,29.7,rare,Forêt rare du Lac-Duparquet,"08",2023/09/07 00:00:00,2023/11/25 00:00:00,4819.27185124311,295015.955656129
"399","958",EFE classé,584.6,ancien,Forêt ancienne du Lac-Machisque,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,11609.2888665661,5768589.67713239
"400","1022",EFE classé,7.1,refuge,Forêt refuge du Mont-de-Davidson,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,1340.08951909878,70613.5678009803
"401","1308",EFE classé,760.5,ancien,Forêt ancienne du Lac-Adonis,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,18456.9745759634,7564971.03256798
"402","891",EFE classé,11.7,rare,Forêt rare du Lac-des-Vents,"10",2023/03/23 00:00:00,2023/11/25 00:00:00,1597.39264926087,116050.345300895
"403","1644",EFE classé,46.3,ancien,Forêt ancienne de la Rivière-Rocheuse,"12",2023/10/05 00:00:00,2023/11/25 00:00:00,4582.69723046985,461928.840106376
"404","811",EFE classé,19.8,refuge,Forêt refuge de la Colline-Makasti,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,2179.83297975685,195412.474502748
"405","1473",EFE classé,331.3,refuge,Forêt refuge de la Rivière-Laflamme,"10",2022/02/16 00:00:00,2023/11/25 00:00:00,8669.07637988614,3280097.33670065
"406","1147",EFE classé,203.3,ancien,Forêt ancienne du Lac-Moulé,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,6131.05372770539,2004732.3634341
"407","828",EFE classé,342.4,ancien,Forêt ancienne du Lac-la-Loche,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,8821.1802040563,3407537.17414715
"408","1532",EFE classé,313.3,ancien,Forêt ancienne du Réservoir-Pipmuacan,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,16232.3635619054,3097361.5637446
"409","865",EFE classé,823.4,ancien,Forêt ancienne du Lac-Béluga,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,24027.969595279,8133238.7579003
"410","877",EFE classé,1758.7,ancien,Forêt ancienne du Lac-du-Boxer,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,42005.5300158478,17365770.1425748
"411","596",EFE classé,134.5,rare-ancien,Forêt rare du Ruisseau-Watering,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,9122.84244956555,1332443.08867239
"412","1156",EFE classé,157.1,ancien,Forêt ancienne de l' Île-de-la-Perdrix-Blanche,"15",2023/10/18 00:00:00,2023/11/25 00:00:00,4756.66920130273,1567264.09407913
"413","1454",EFE classé,65.3,rare,Forêt rare de la Rivière-Assemetquagan,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,7353.95389385645,648561.47390696
"414","1328",EFE classé,144.9,ancien,Forêt ancienne du Lac-du-Piquage,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,5572.04385929835,1429350.89672039
"415","874",EFE classé,811.4,ancien,Forêt ancienne du Lac-Thibeault,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,17023.7472979973,8016471.0075814
"416","1409",EFE classé,32.6,ancien,Forêt ancienne du Lac-Écureuil,"04",2022/02/16 00:00:00,2023/11/25 00:00:00,2627.48235086006,323943.525005878
"417","1450",EFE classé,81.2,ancien,Forêt ancienne du Lac-Lyon,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,6304.77826957842,807776.526960882
"418","1250",EFE classé,24.4,rare,Forêt rare du Lac-Maden,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,2038.30697381907,242589.028603005
"419","1008",EFE classé,201.6,ancien,Forêt ancienne de la Montagne-du-Diable,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,10143.2422243936,2010463.0493343
"420","1295",EFE classé,148.8,ancien,Forêt ancienne du Ruisseau-du-Milieu,"12",2023/02/28 00:00:00,2023/11/25 00:00:00,8310.49022575815,1484521.49972433
"421","1369",EFE classé,211.1,ancien,Forêt ancienne du Lac-Gagnon,"14",2022/02/16 00:00:00,2023/11/25 00:00:00,8252.55763217385,2103339.91933754
"422","212",EFE classé,204.4,ancien,Forêt ancienne du Lac-Saint-Pierre,"04",2022/02/16 00:00:00,2023/11/25 00:00:00,10457.5502504955,2042683.23754039
"423","1235",EFE classé,91.5,ancien,Forêt ancienne du Lac-Corney,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,5404.66091961838,911128.676466572
"424","1482",EFE classé,38.1,ancien,Forêt ancienne du Lac-McCarty,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,2785.7435022573,381044.863959019
"425","781",EFE classé,22.6,ancien,Forêt ancienne de la Rivière-du-Grand-Pabos,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,2709.36589406415,224499.233452756
"426","1303",EFE classé,20.1,ancien,Forêt ancienne du Lac-de-l'Appel,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,2562.176040757,201130.378304356
"427","642",EFE classé,32.7,ancien,Forêt ancienne de la Rivière-Sainte-Marguerite,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,4062.08484584186,324482.223957011
"428","1648",EFE classé,12.3,ancien,Forêt ancienne de la Rivière-du-Rochu,"12",2023/10/05 00:00:00,2023/11/25 00:00:00,2290.92054277597,122924.862800619
"429","1359",EFE classé,10.5,ancien,Forêt ancienne de la Baie-Silver,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,1325.33676902318,104761.178401774
"430","1440",EFE classé,29.4,ancien,Forêt ancienne du Lac-Chenon,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,2874.46417409804,292212.858504903
"431","1386",EFE classé,26.7,ancien,Forêt ancienne du Ruisseau-Sec,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,1997.08317702404,265074.301204966
"432","21",EFE classé,19.3,ancien,Forêt ancienne de la Baie-Latour,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,2288.44901638958,192818.066551932
"433","1620",EFE classé,99,rare,Forêt rare du Lac-Doré,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,7826.37469114945,985493.95376605
"434","819",EFE classé,113.7,ancien,Forêt ancienne de la Rivière-Granville,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,4840.59991700439,1129193.87682332
"435","1418",EFE classé,112.4,ancien,Forêt ancienne du Lac-du-Pin-Blanc,"08",2023/02/20 00:00:00,2023/11/25 00:00:00,5873.3104977341,1121136.69776608
"436","276",EFE classé,95.4,ancien,Forêt ancienne Duchénier,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,9034.42106501114,946628.799360238
"437","36",EFE classé,97.9,rare,Forêt rare du Lac-Duparquet,"08",2023/09/07 00:00:00,2023/11/25 00:00:00,11190.3904067262,970364.868562245
"438","1533",EFE classé,78.5,ancien,Forêt ancienne de l' Île-Poirier,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,7176.27370947186,776372.314155847
"439","1229",EFE classé,68.9,refuge,Forêt refuge du Lac-Bailey,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,9995.47296899556,688204.971610708
"440","879",EFE classé,929.6,ancien,Forêt ancienne du Lac-des-Chicoutés,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,28114.8360812884,9181665.10590093
"441","1438",EFE classé,6.9,rare,Forêt rare du Ruisseau-Passagewa,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,1152.36853564072,69061.4322515221
"442","592",EFE classé,547.6,rare,Forêt rare du Lac-Saint-Pierre,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,13019.6393378225,5409417.40159282
"443","1537",EFE classé,27.9,ancien,Forêt ancienne du Lac-Édouard,"14",2022/02/16 00:00:00,2023/11/25 00:00:00,3983.58622678556,278734.646804633
"444","1145",EFE classé,145.9,ancien,Forêt ancienne du Lac-du-Grand-Poisson,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,8628.71837795035,1438355.20132274
"445","1036",EFE classé,59.7,ancien,Forêt ancienne du Lac-Brontosaure,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,3313.60975530526,593891.474760058
"446","318",EFE classé,246.8,ancien,Forêt ancienne de Saint-Camille-de-Lellis,"12",2023/02/28 00:00:00,2023/11/25 00:00:00,14764.6822728256,2463244.81198245
"447","871",EFE classé,305,ancien,Forêt ancienne du Lac-Auger,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,15771.8197370852,3010428.01764759
"448","1268",EFE classé,34.6,rare,Forêt rare de la Rivière-Gens-de-Terre,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,6559.09027518399,344724.490252592
"449","954",EFE classé,984.9,ancien,Forêt ancienne du Lac-Tremblay,"10",2022/02/16 00:00:00,2023/11/25 00:00:00,23836.205381641,9737474.66871974
"450","637",EFE classé,46.1,ancien,Forêt ancienne de la Rivière-Poussière,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,2927.05272071742,459943.219604606
"451","1483",EFE classé,23,rare,Forêt rare du Lac-Pénobscot,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,2707.72707811297,228863.925052064
"452","1364",EFE classé,65.9,rare,Forêt rare du Ruisseau-Esker,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,6704.87754740447,655136.567556685
"453","693",EFE classé,221.1,ancien,Forêt ancienne du Lac-Antostagan,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,18047.532913396,2202253.27699053
"454","1066",EFE classé,71.3,ancien,Forêt ancienne Hugues-Cosnier,"10",2023/03/23 00:00:00,2023/11/25 00:00:00,3968.8461046277,703838.779660316
"455","261",EFE classé,76.3,rare,Forêt rare du Mont-Gosford,"05",2023/01/17 00:00:00,2023/11/25 00:00:00,5064.00890994749,765070.726006318
"456","873",EFE classé,403.7,ancien,Forêt ancienne du Lac-Davy,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,13396.8709221996,3982487.02441355
"457","1434",EFE classé,43.4,ancien,Forêt ancienne du Lac-Fer-à-Cheval,"04",2022/02/16 00:00:00,2023/11/25 00:00:00,4406.53444090054,431313.569654273
"458","1278",EFE classé,383.6,ancien,Forêt ancienne du Ruisseau-Mackig,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,11409.836024794,3807345.10810653
"459","736",EFE classé,122.1,ancien,Forêt ancienne du Lac-Richelieu,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,4217.12268959849,1217933.93861988
"460","1384",EFE classé,9.9,rare,Forêt rare de la Petite-Rivière-Rimouski,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,2267.39822452021,98704.4344040275
"461","959",EFE classé,289.7,ancien,Forêt ancienne du Lac-de-l'Hypne-Dorée,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,8514.23260433101,2857683.47554278
"462","438",EFE classé,56.3,rare,Forêt rare de la Rivière-Patapédia,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,3176.03139323114,559346.801361015
"463","1416",EFE classé,55,rare,Forêt rare des Méandres-de-la-Rivière-Noire,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,11977.2580593516,548555.956108817
"464","1388",EFE classé,13.8,rare,Forêt rare du Lac-aux-Canards,"03",2023/06/15 00:00:00,2023/11/25 00:00:00,1747.82531348936,137483.6077532
"465","1383",EFE classé,12.5,rare,Forêt rare du Ruisseau-à-l'Eau-Claire,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,2741.93910384796,124599.188799929
"466","1607",EFE classé,23.7,ancien,Forêt ancienne du Lac-de-la-Loutre,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,2051.3868542424,236214.493004248
"467","1075",EFE classé,65.5,ancien,Forêt ancienne du Lac-Tremblant,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,3460.97823882548,654819.017360282
"468","586",EFE classé,18.5,rare,Forêt rare du Lac-Demerest,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,1772.33713106474,184716.444800409
"469","1209",EFE classé,73.8,ancien,Forêt ancienne de l' Esker-du-Lac-Cosnier,"10",2023/03/23 00:00:00,2023/11/25 00:00:00,4425.25836245357,728400.802963284
"470","1259",EFE classé,43.1,rare,Forêt rare du Lac-Okiwakamik,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,2805.95027894001,428201.514458904
"471","575",EFE classé,11.1,rare,Forêt rare du Crique-de-la-Carpe,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,1384.63487112671,110765.087603546
"472","994",EFE classé,20,ancien,Forêt ancienne de la Rivière-Reboul,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,2310.14889145297,198670.925102545
"473","1220",EFE classé,10.5,ancien,Forêt ancienne de l' Anse-à-Moreau,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,1317.63031924317,103890.392801046
"474","1365",EFE classé,163,ancien,Forêt ancienne du Lac-Nichcotéa,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,7796.98252009438,1622510.85952585
"475","278",EFE classé,321.5,rare,Forêt rare de la Montagne-du-Bleuet,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,12780.7374220853,3191439.06075213
"476","240",EFE classé,114.2,rare,Forêt rare du Lac-Wickenden,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,11225.6780031841,1129013.29076719
"477","1640",EFE classé,52.3,ancien,Forêt ancienne des Îles-de-l'Indien-et-des-Cyprès,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,5455.63860157228,523619.771859015
"478","1546",EFE classé,183.4,refuge,Forêt refuge du Grand-Lac-du-Pin-Rouge,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,9276.53855701175,1835657.03487625
"479","1231",EFE classé,148.7,ancien,Forêt ancienne du Lac-Poulin,"02",2023/06/15 00:00:00,2023/11/25 00:00:00,13384.5682582132,1475855.2936733
"480","836",EFE classé,62.3,ancien,Forêt ancienne de Sault-au-Cochon,"03",2023/09/13 00:00:00,2023/11/25 00:00:00,3601.74008171928,620230.465358203
"481","804",EFE classé,12.6,rare-ancien,Forêt rare et ancienne du Lac-Cummings,"10",2023/03/23 00:00:00,2023/11/25 00:00:00,1544.09345763421,124672.213151014
"482","319",EFE classé,44.7,ancien,Forêt ancienne du Ruisseau-Hamon,"12",2023/10/05 00:00:00,2023/11/25 00:00:00,4195.82845376954,445078.599409201
"483","442",EFE classé,62.4,rare,Forêt rare du Lac-Phooey,"10",2023/03/23 00:00:00,2023/11/25 00:00:00,6237.67536358759,617790.887809417
"484","1208",EFE classé,21.6,rare,Forêt rare du Cap-Gribane,"03",2023/09/13 00:00:00,2023/11/25 00:00:00,2617.67612724924,214993.677801866
"485","1146",EFE classé,273.6,ancien,Forêt ancienne du Lac-de-l'Anneau,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,13793.7889131462,2698192.06904545
"486","636",EFE classé,35.1,ancien,Forêt ancienne de la Rivière-Schyan,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,2956.01849893856,351031.217501616
"487","1527",EFE classé,4.7,rare,Forêt rare du Lac-Boulé,"04",2022/02/16 00:00:00,2023/11/25 00:00:00,1013.29016696699,47312.528949437
"488","952",EFE classé,1764.9,ancien,Forêt ancienne de la Rivière-Mistaouac,"10",2022/02/16 00:00:00,2023/11/25 00:00:00,46594.1325082939,17448929.3498641
"489","968",EFE classé,99.9,refuge,Forêt refuge du Mont-Martin,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,3942.28137596036,998443.513359239
"490","38",EFE classé,28.8,ancien,Forêt ancienne du Lac-Bayard,"08",2023/09/07 00:00:00,2023/11/25 00:00:00,2661.98173484591,285310.087504261
"491","1481",EFE classé,9.2,rare,Forêt rare du Lac-Pichette,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,1259.74795911332,91464.4371506807
"492","1149",EFE classé,360.6,ancien,Forêt ancienne du Lac-Beau-Pierre,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,8926.8659370377,3554733.05265558
"493","960",EFE classé,304.5,ancien,Forêt ancienne du Lac-Gazeau,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,8200.55463470705,3004169.65130131
"494","833",EFE classé,53.4,rare,Forêt rare de la Rivière-Blanche,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,3574.03940363895,529851.118007472
"495","1467",EFE classé,243.3,ancien,Forêt ancienne Jacques-Cyr,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,6354.7596366185,2413441.45024448
"496","289",EFE classé,18.9,rare,Forêt rare de la Rivière-Sainte-Marguerite,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,4217.32737266181,187777.370302094
"497","649",EFE classé,25.4,rare,Forêt rare de la Rivière-Portneuf,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,4500.45874087062,251869.286651628
"498","932",EFE classé,378.4,refuge,Forêt refuge de la Baie-Noire,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,16986.5822642098,3778763.33251585
"499","1289",EFE classé,28.6,rare,Forêt rare de la Baie-à-l'Orignal,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,3016.65429444549,284127.998557505
"500","662",EFE classé,37.2,ancien,Forêt ancienne de la Baie-à-Beaupré,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,3241.33602628073,369081.499354446
"501","1073",EFE classé,19.5,ancien,Forêt ancienne du Petit-Lac-Alexandre,"03",2023/06/15 00:00:00,2023/11/25 00:00:00,2257.88379142334,194385.544153534
"502","1389",EFE classé,18.9,rare,Forêt rare de la Montagne-à-McLeod,"03",2023/06/15 00:00:00,2023/11/25 00:00:00,1772.34990446383,187582.869703401
"503","735",EFE classé,50.9,ancien,Forêt ancienne du Petit-Lac-Beauchêne,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,3380.02888057603,507356.60521336
"504","1306",EFE classé,0.6,ancien,Forêt ancienne de la Montagne-Kaoskiwonatinak,"14",2022/02/16 00:00:00,2023/11/25 00:00:00,853.622703544474,6088.06560132471
"505","831",EFE classé,40.7,ancien,Forêt ancienne du Lac-du-Brochet,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,2694.01165269573,406614.775853202
"506","747",EFE classé,64.6,rare,Forêt rare du Lac-France,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,4268.92809977047,641561.016510938
"507","1279",EFE classé,68.8,ancien,Forêt ancienne du Lac-Wipi,"02",2023/06/15 00:00:00,2023/11/25 00:00:00,3856.71711286609,683260.161914786
"508","1035",EFE classé,72,ancien,Forêt ancienne du Lac-Fusain,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,3697.15386624911,716671.194210891
"509","711",EFE classé,26.9,refuge,Forêt refuge du Ruisseau-du-Petit-Moulin,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,2453.85235069154,266699.918002418
"510","918",EFE classé,87.1,ancien,Forêt ancienne de la Petite-Rivière-Cascapédia,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,4088.9590432265,863854.927709681
"511","285",EFE classé,1.6,rare,Forêt rare du Portage-Mackenzie,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,582.605274969748,15715.8175494505
"512","665",EFE classé,36.4,rare,Forêt rare de la Rivière-Madawaska,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,2713.89015921822,361960.249557037
"513","1090",EFE classé,305.3,refuge,Forêt refuge du Lac-Matapédia,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,13316.8630519059,3026456.25401183
"514","1417",EFE classé,63.6,ancien,Forêt ancienne du Chenal-Bélanger,"08",2023/05/15 00:00:00,2023/11/25 00:00:00,3447.29474396318,634169.173114906
