ï»¿TYPE_VOIE,TYPE_EQUIPEMENT,REVETEMENT_VOIE,ROUTE_VERTE_NO,ROUTE_CMM,VELO_EXPRESS,CIRCUIT_AGROTOURISTIQUE,TOUR_ILE,WKT 
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 286242.29534343 5045012.58546470, 286252.65114343 5045017.72986470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 280062.55674343 5049258.99886470, 280075.02714343 5049251.54496470, 280078.42844343 5049248.95256470, 280081.33834343 5049245.81856470, 280085.20424343 5049240.25146470, 280132.85084343 5049171.44386470, 280153.08984343 5049141.65446470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 280159.91604343 5049153.08456470, 280150.35274343 5049167.03106470, 280117.98114343 5049214.03276470, 280089.38324343 5049256.07386470, 280081.54244343 5049267.36126470, 280080.78904343 5049268.23656470, 280079.93814343 5049269.01756470, 280079.00164343 5049269.69346470, 280070.63154343 5049274.14096470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 280153.08984343 5049141.65446470, 280159.70444343 5049131.81196470)"
12104,Bande piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 283432.40004343 5046662.29996470, 283432.90004343 5046663.19996470, 283433.40004343 5046664.09996470, 283434.00004343 5046664.89996470, 283434.70004343 5046665.69996470, 283435.40004343 5046666.39996470, 283436.20004343 5046666.99996470, 283437.00004343 5046667.59996470, 283437.90004343 5046668.09996470, 283438.80004343 5046668.49996470, 283439.70004343 5046668.89996470, 283440.70004343 5046669.19996470, 283448.51674343 5046672.21636470, 283451.42724343 5046673.24166470, 283457.51664343 5046675.81736470, 283465.45414343 5046681.21486470, 283502.04664343 5046708.90246470, 283547.25734343 5046743.26526470, 283575.43554343 5046764.23356470, 283600.14104343 5046784.47426470, 283602.91924343 5046786.78936470, 283606.22394343 5046789.63166470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 281180.60374343 5048277.35626470, 281193.33944343 5048280.36766470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 281193.33944343 5048280.36766470, 281196.54884343 5048281.12656470, 281223.84884343 5048286.32656470, 281238.99764343 5048288.60766470, 281250.03424343 5048290.13706470, 281263.04904343 5048291.74356470, 281274.74884343 5048292.82656470, 281281.88874343 5048293.20016470, 281291.00734343 5048293.77696470, 281298.49044343 5048294.08336470, 281306.94884343 5048294.22656470, 281313.73694343 5048293.90786470, 281328.60224343 5048292.93076470, 281342.30774343 5048291.71926470, 281359.74884343 5048289.42656470, 281381.34884343 5048285.52656470, 281383.12804343 5048285.67036470, 281384.70484343 5048286.23076470, 281385.95574343 5048287.20806470, 281387.39244343 5048288.16266470, 281388.71504343 5048288.18876470, 281396.44884343 5048286.32656470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 285687.44274343 5054190.10636470, 285690.11044343 5054188.20096470, 285693.70884343 5054185.13186470, 285696.83094343 5054182.00976470, 285699.63554343 5054177.19426470, 285703.02214343 5054171.32056470, 285727.55734343 5054129.63806470, 285736.47734343 5054113.93266470, 285755.85464343 5054080.78266470, 285777.10034343 5054044.10356470, 285786.25524343 5054028.59356470, 285804.73714343 5053996.69166470, 285828.22924343 5053956.51176470, 285833.36204343 5053947.92956470, 285836.02354343 5053943.30496470, 285839.15884343 5053937.27246470, 285842.65134343 5053929.01736470, 285846.53084343 5053916.73646470, 285847.64764343 5053912.45256470, 285848.16834343 5053910.26376470)"
12103,Bande cyclable,,,,,,,"LINESTRING  ( 291754.94714343 5050111.16906470, 291752.72464343 5050105.49366470, 291750.42274343 5050100.05646470, 291746.96994343 5050093.23026470, 291743.35834343 5050087.15806470, 291740.10404343 5050082.07806470, 291737.64334343 5050078.78396470, 291733.11894343 5050072.67206470, 291725.85614343 5050063.50426470, 291720.73644343 5050056.91616470, 291710.13984343 5050043.26356470, 291706.88554343 5050039.05666470)"
12103,Bande cyclable,PavÃ©,,,,,Oui,"LINESTRING  ( 292373.44934343 5050125.96636470, 292367.88834343 5050114.51686470, 292366.77704343 5050112.34726470, 292360.37414343 5050099.54146470, 292355.87624343 5050090.81016470, 292353.97124343 5050087.21176470, 292350.10824343 5050079.96216470, 292346.35114343 5050073.61216470, 292334.12744343 5050053.76836470, 292329.41784343 5050046.41296470, 292323.54404343 5050037.89336470, 292318.62284343 5050031.01416470, 292309.99734343 5050019.31956470, 292300.31354343 5050005.98456470, 292295.02194343 5049998.99956470, 292291.63524343 5049994.23706470, 292287.50774343 5049988.62786470, 292283.22144343 5049982.70116470, 292280.15214343 5049978.66066470, 292278.57384343 5049976.32996470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 287567.05434343 5053642.60406470, 287561.02184343 5053641.43996470, 287553.29604343 5053639.32326470, 287544.67054343 5053636.30696470, 287536.57434343 5053632.54986470, 287528.31934343 5053627.41696470, 287518.74134343 5053620.06156470, 287484.87464343 5053594.76736470, 287463.76084343 5053578.73356470, 287437.54914343 5053559.05446470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 287626.86134343 5052992.57616470, 287632.50324343 5053002.53806470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,Non,"LINESTRING  ( 297044.77054343 5057079.36186470, 297035.56754343 5057071.55216470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,Non,"LINESTRING  ( 295910.52114343 5056326.43956470, 295900.66314343 5056314.50266470, 295894.60414343 5056306.00646470, 295890.92644343 5056301.27346470, 295886.42854343 5056296.82846470, 295867.64304343 5056279.47176470, 295838.27424343 5056251.63756470, 295810.34734343 5056225.81106470, 295777.26124343 5056195.33416470, 295762.02124343 5056180.78196470, 295743.12994343 5056162.79026470, 295733.92244343 5056153.84736470, 295717.99444343 5056137.23146470, 295707.30524343 5056125.96026470, 295693.70564343 5056111.61976470, 295671.44314343 5056087.05976470, 295656.99684343 5056071.55516470, 295640.16274343 5056052.86896470, 295613.24124343 5056023.00406470, 295591.90924343 5055998.49696470, 295575.50504343 5055979.24846470, 295554.90054343 5055955.33666470, 295530.52574343 5055926.49706470, 295516.80044343 5055910.52286470, 295501.45464343 5055893.25876470, 295485.94334343 5055876.45766470, 295477.21214343 5055867.23026470, 295459.81574343 5055849.17246470, 295449.72844343 5055838.95286470, 295427.62824343 5055817.93486470, 295411.15794343 5055803.77966470, 295373.29684343 5055765.82856470, 295362.08944343 5055755.22226470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285516.47674343 5044657.16956470, 285521.99984343 5044646.19316470)"
12103,Bande cyclable,PavÃ©,,,VÃ©lo-Express Chomedey,,,"LINESTRING  ( 284174.43374343 5047575.48296470, 284153.43484343 5047602.46466470, 284124.38354343 5047640.24716470, 284107.23854343 5047663.10726470, 284098.29554343 5047675.33106470, 284091.52224343 5047684.27396470, 284050.35294343 5047739.04286470, 284025.27044343 5047770.79286470, 284016.43334343 5047782.80496470, 284002.46334343 5047801.06126470, 283976.85154343 5047832.91716470, 283964.46904343 5047848.42176470, 283932.98354343 5047888.32106470, 283926.95104343 5047896.73476470, 283913.88064343 5047916.20816470, 283911.76394343 5047919.38316470, 283908.37724343 5047925.09816470, 283889.38014343 5047956.58366470, 283883.82384343 5047965.68536470, 283878.00304343 5047975.05166470, 283861.96924343 5048001.40416470, 283843.63884343 5048032.57316470, 283838.98494343 5048040.11616470)"
12105,Piste polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 275057.78594343 5043613.86686470, 275057.06344343 5043614.83016470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"MULTILINESTRING  (( 286518.07424343 5052844.58416470, 286517.89324343 5052843.04256470, 286517.57744343 5052836.56096470, 286517.21124343 5052825.82226470, 286517.21114343 5052825.81636470, 286517.07074343 5052812.52666470, 286517.09334343 5052810.82196470, 286517.13194343 5052807.90116470, 286517.18114343 5052806.61516470, 286517.18544343 5052806.50136470, 286517.40854343 5052800.66786470, 286517.96284343 5052791.78976470, 286518.94924343 5052782.96426470, 286520.13494343 5052775.62936470, 286520.14744343 5052775.55236470, 286520.37014343 5052774.17496470, 286520.80884343 5052771.63416470, 286521.27854343 5052769.09976470, 286521.77814343 5052766.57566470, 286523.00644343 5052760.95236470, 286524.38624343 5052755.36896470, 286525.91624343 5052749.82946470, 286528.58254343 5052741.33426470, 286530.09324343 5052737.14656470, 286530.22754343 5052736.77426470, 286531.60244343 5052732.96306470, 286534.97134343 5052724.72796470, 286540.99074343 5052711.71746470, 286541.52934343 5052710.55316470, 286546.88804343 5052698.97076470, 286555.67064343 5052681.60586470, 286563.88574343 5052670.64086470, 286564.65424343 5052669.61486470, 286565.39424343 5052668.62706470, 286577.57384343 5052652.37036470, 286579.25974343 5052650.12036470, 286589.10464343 5052637.02936470, 286589.17144343 5052636.94046470, 286597.75744343 5052625.52346470, 286601.85894343 5052620.12146470, 286605.96104343 5052614.61856470, 286608.66004343 5052611.01996470, 286611.35854343 5052607.42186470, 286621.77664343 5052593.64596470, 286621.85204343 5052593.54616470, 286622.71794343 5052592.40126470, 286623.44864343 5052591.43506470, 286623.90004343 5052590.86656470, 286625.45424343 5052588.90946470, 286630.22804343 5052582.54596470, 286631.79394343 5052580.45866470, 286634.28754343 5052577.23996470),( 286518.07424343 5052844.58416470, 286518.06274343 5052844.58516470),( 286564.93104343 5052965.25956470, 286559.62144343 5052957.28926470, 286557.42324343 5052954.04856470, 286557.07584343 5052953.45236470, 286555.32974343 5052950.45486470, 286549.81384343 5052940.98606470, 286548.82134343 5052939.22756470, 286547.10604343 5052936.06096470, 286546.66004343 5052935.23736470, 286544.07024343 5052930.25716470, 286539.58394343 5052921.18476470, 286538.55894343 5052918.93966470, 286538.49634343 5052918.80256470, 286535.39944343 5052912.01866470, 286532.81354343 5052905.85246470, 286531.32664343 5052901.98626470, 286529.93634343 5052898.01416470, 286529.09924343 5052895.47086470, 286528.84614343 5052894.70156470, 286527.34864343 5052890.15166470, 286525.85624343 5052884.77886470, 286523.86304343 5052877.60316470, 286522.17114343 5052870.33816470, 286521.27624343 5052866.16196470, 286520.47844343 5052861.97316470, 286520.10974343 5052860.07746470, 286519.92264343 5052859.11506470, 286519.78104343 5052858.38676470, 286519.70334343 5052857.92076470, 286519.49214343 5052856.66116470, 286519.48894343 5052856.63426470, 286518.07424343 5052844.58416470))"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 287051.67864343 5051581.90376470, 287057.74484343 5051576.92716470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 275805.75624343 5042487.40516470, 275783.85594343 5042487.27366470, 275753.08484343 5042487.56476470, 275734.35234343 5042488.19966470, 275725.35644343 5042488.67596470, 275715.19644343 5042489.41676470, 275707.25894343 5042490.15766470, 275699.26844343 5042490.89846470, 275691.33094343 5042491.79806470, 275660.26884343 5042496.13716470, 275567.45284343 5042509.81616470, 275501.01584343 5042519.10316470, 275414.25884343 5042530.92996470, 275354.25114343 5042539.26436470, 275336.78854343 5042541.80436470, 275332.74044343 5042542.51876470, 275318.77044343 5042545.45566470, 275315.19854343 5042546.40816470, 275299.64104343 5042551.17066470, 275293.21164343 5042553.31376470, 275279.71784343 5042558.39386470, 275274.24094343 5042560.77506470, 275260.11224343 5042567.76006470, 275257.17534343 5042569.18886470, 275253.44464343 5042571.72876470, 275243.44334343 5042578.39636470, 275237.33154343 5042583.15886470, 275231.21964343 5042587.92136470, 275225.90144343 5042592.68386470, 275216.77334343 5042600.85946470, 275208.88544343 5042608.72506470, 275201.43454343 5042617.00576470, 275194.44254343 5042625.67746470, 275189.85834343 5042631.62386470, 275185.62044343 5042637.82186470, 275181.74254343 5042644.25126470, 275172.85244343 5042658.53876470, 275169.61034343 5042664.03596470, 275166.79164343 5042669.76186470, 275164.41224343 5042675.68376470, 275161.16104343 5042684.98146470, 275158.39874343 5042694.43586470, 275156.13284343 5042704.02146470, 275154.24804343 5042714.57756470, 275152.99294343 5042725.22686470, 275152.37194343 5042735.93186470, 275152.38724343 5042746.65486470, 275152.62484343 5042762.26276470, 275152.22974343 5042770.79706470, 275151.44044343 5042779.87446470, 275150.90124343 5042782.80086470, 275144.90304343 5042800.32216470, 275143.90654343 5042802.31526470, 275141.34864343 5042806.57836470, 275140.17634343 5042808.21386470, 275138.37924343 5042810.34156470, 275132.17574343 5042816.57276470, 275125.58764343 5042822.39586470, 275118.64164343 5042827.78706470, 275111.36614343 5042832.72446470, 275103.79064343 5042837.18806470, 275091.39564343 5042844.31146470, 275078.78814343 5042851.05166470, 275065.97994343 5042857.40226470, 275043.99774343 5042867.71876470, 275041.09384343 5042869.05296470, 275012.16594343 5042879.35596470, 275007.67724343 5042880.77356470, 275004.23314343 5042881.66236470, 274987.19394343 5042886.00156470, 274943.15434343 5042896.81826470, 274938.77324343 5042898.07936470, 274934.06204343 5042899.47296470, 274921.53764343 5042903.64766470, 274914.62154343 5042906.56116470, 274908.01204343 5042910.11576470, 274901.76824343 5042914.27946470, 274895.94624343 5042919.01496470, 274887.34734343 5042927.33306470, 274879.09674343 5042935.99666470, 274866.68584343 5042952.04696470, 274864.17224343 5042955.35416470, 274851.07544343 5042973.01526470, 274847.78314343 5042978.37246470, 274845.09654343 5042984.05766470, 274843.04794343 5042990.00256470, 274841.66194343 5042996.13586470, 274840.95504343 5043002.38396470, 274840.99074343 5043008.06516470, 274841.55794343 5043013.71806470, 274842.65164343 5043019.29316470, 274844.26234343 5043024.74136470, 274852.59674343 5043046.30496470, 274869.59624343 5043087.51386470, 274874.97734343 5043103.23156470, 274876.64414343 5043109.34336470, 274877.91414343 5043114.74096470, 274879.45534343 5043122.72466470, 274884.66974343 5043147.98656470, 274886.65074343 5043158.22166470, 274887.30954343 5043162.37176470, 274888.31984343 5043169.28596470, 274890.93174343 5043190.70296470, 274891.33064343 5043194.23306470, 274892.36124343 5043215.55826470, 274892.36124343 5043218.00076470, 274892.36124343 5043222.03746470, 274891.88584343 5043237.64546470, 274890.69824343 5043253.00556470, 274889.74894343 5043260.04666470, 274886.81394343 5043280.90816470, 274885.54684343 5043288.19416470, 274877.84664343 5043329.39426470, 274876.46934343 5043340.16556470, 274875.80354343 5043351.00406470, 274875.85194343 5043361.86286470, 274876.62134343 5043368.81796470, 274878.16374343 5043375.64336470, 274880.45994343 5043382.25346470, 274883.48094343 5043388.56526470, 274887.18894343 5043394.49956470, 274897.44364343 5043407.85456470, 274905.93294343 5043418.32726470, 274909.55684343 5043423.21186470, 274918.81864343 5043438.01496470, 274921.65184343 5043443.05156470, 274924.01784343 5043448.25696470, 274926.63144343 5043454.19656470, 274931.38624343 5043465.84606470, 274936.62594343 5043479.73926470, 274939.81654343 5043487.39646470, 274943.33914343 5043494.36186470, 274945.30374343 5043497.72606470, 274947.04394343 5043500.22746470, 274949.75054343 5043503.93536470, 274954.91534343 5043510.73026470, 274964.47144343 5043521.95866470, 274973.77794343 5043531.42416470, 274993.86354343 5043551.74806470, 275002.45484343 5043560.91696470, 275009.50124343 5043568.69106470, 275011.88014343 5043571.64016470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286637.74254343 5049129.16836470, 286645.71314343 5049119.24646470, 286662.28274343 5049098.90656470, 286688.59774343 5049066.26346470, 286703.34834343 5049048.20566470, 286742.10984343 5049000.31596470, 286781.73124343 5048951.23566470, 286799.12764343 5048929.87056470, 286806.13914343 5048921.20536470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,Non,"LINESTRING  ( 297326.40044343 5057333.21546470, 297319.72194343 5057326.75956470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,Non,"LINESTRING  ( 297319.67934343 5057326.72046470, 297309.02344343 5057316.49906470, 297278.63464343 5057288.27586470, 297251.40894343 5057262.24086470, 297229.89824343 5057241.72236470, 297208.66544343 5057221.48166470, 297186.51974343 5057199.89166470, 297177.78844343 5057191.99376470, 297165.33714343 5057180.84686470, 297142.75494343 5057161.55876470, 297112.43364343 5057136.15866470, 297044.77054343 5057079.36186470)"
12103,Bande cyclable,PavÃ©,,,,,Oui,"LINESTRING  ( 292278.57384343 5049976.32996470, 292268.97474343 5049963.56116470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,Non,"LINESTRING  ( 297035.56754343 5057071.55216470, 297027.63004343 5057064.70606470, 297010.13444343 5057050.28626470, 296981.72474343 5057026.63906470, 296962.60854343 5057010.76406470, 296938.99444343 5056990.75486470, 296915.47954343 5056970.74576470, 296894.04824343 5056952.42326470, 296869.97114343 5056932.08336470, 296765.06364343 5056845.11796470, 296745.74904343 5056829.63986470, 296707.91354343 5056800.46946470, 296681.86004343 5056780.97686470, 296628.92204343 5056739.56226470, 296606.93514343 5056720.90906470, 296572.56564343 5056692.33406470, 296561.42664343 5056683.17946470, 296548.46204343 5056673.28396470, 296531.42284343 5056662.01276470, 296519.04354343 5056653.93006470, 296505.49694343 5056645.78086470, 296479.35274343 5056631.37396470, 296462.47234343 5056622.69556470, 296441.30564343 5056612.11226470, 296417.86344343 5056600.36466470, 296382.93844343 5056582.58466470, 296355.79214343 5056568.66756470, 296326.42334343 5056554.06256470, 296287.17894343 5056534.25176470, 296249.14494343 5056514.87106470, 296192.87384343 5056486.35916470, 296166.92554343 5056473.26526470, 296122.12514343 5056450.87506470, 296115.39414343 5056447.60476470, 296106.13734343 5056442.77196470, 296085.69824343 5056432.18856470, 296054.67584343 5056416.11506470, 296028.94504343 5056402.35676470, 295990.46294343 5056382.44786470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 287425.75024343 5053550.22376470, 287421.73924343 5053547.36626470, 287381.27774343 5053516.96816470, 287360.23274343 5053501.17336470, 287287.14234343 5053445.91636470, 287286.25504343 5053445.60436470, 287285.22404343 5053445.42026470, 287284.13834343 5053445.48796470, 287283.10824343 5053445.60796470, 287282.11344343 5053445.73496470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 284871.86114343 5055690.50276470, 284872.44754343 5055687.37076470, 284875.35794343 5055673.13616470, 284881.85674343 5055639.96766470, 284893.37094343 5055584.21856470, 284907.34764343 5055514.59986470, 284914.11434343 5055482.11886470, 284918.66184343 5055458.53126470, 284931.98364343 5055391.89576470, 284940.44154343 5055350.50606470, 284947.06054343 5055317.31846470, 284950.52604343 5055298.02146470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 284865.82924343 5055986.95176470, 284863.44164343 5055981.33376470, 284860.98104343 5055975.40706470, 284857.32984343 5055963.81826470, 284852.24974343 5055944.76826470, 284850.66224343 5055938.18006470, 284848.89954343 5055928.56546470, 284847.15324343 5055917.34706470, 284845.35414343 5055897.13286470, 284844.24284343 5055883.48036470, 284843.92534343 5055875.54276470, 284843.87244343 5055869.29866470, 284844.08414343 5055862.68406470, 284844.18994343 5055853.15906470, 284844.56034343 5055842.94606470, 284845.19534343 5055832.36276470, 284846.35954343 5055820.40356470, 284847.89414343 5055810.34936470, 284849.26994343 5055802.62346470, 284854.82624343 5055774.84216470, 284859.21834343 5055753.14636470, 284864.03374343 5055729.81006470, 284869.51744343 5055702.56106470, 284871.86254343 5055690.49546470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 284888.53424343 5056024.08016470, 284882.02544343 5056015.50766470, 284873.92914343 5056003.70726470, 284870.18854343 5055997.20876470, 284865.82924343 5055986.95176470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 285373.11374343 5054646.41996470, 285376.56804343 5054641.11566470, 285383.66034343 5054630.45696470, 285399.91494343 5054606.50806470, 285406.79404343 5054596.40096470, 285414.60854343 5054583.79466470, 285440.39624343 5054544.17216470, 285470.24124343 5054498.71666470, 285501.46214343 5054451.93816470, 285511.89814343 5054435.32806470, 285525.80394343 5054414.26146470, 285544.57434343 5054385.51786470, 285555.87484343 5054368.09106470, 285577.29194343 5054335.73296470, 285586.63354343 5054321.29836470, 285597.20864343 5054305.29016470, 285605.28484343 5054292.97616470, 285614.43944343 5054278.79446470, 285628.72704343 5054257.46906470, 285642.25704343 5054232.83526470, 285645.81914343 5054226.77736470, 285649.36454343 5054220.42726470, 285652.43374343 5054215.71776470, 285658.62504343 5054209.05016470, 285663.17584343 5054204.92266470, 285673.65334343 5054198.57266470, 285681.64374343 5054193.70436470, 285687.44264343 5054190.10636470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 280034.15544343 5047628.42066470, 280024.05174343 5047642.32426470, 279947.11714343 5047751.90786470, 279923.85244343 5047785.05526470, 279879.54904343 5047847.29036470, 279871.41304343 5047858.73356470, 279865.20114343 5047867.72916470, 279859.49574343 5047877.05416470, 279854.31434343 5047886.68026470, 279847.40204343 5047901.39776470, 279842.44004343 5047910.76246470, 279837.10134343 5047919.91776470, 279831.39474343 5047928.84826470, 279817.73924343 5047948.45756470, 279805.70704343 5047965.27456470, 279778.93604343 5048003.63066470, 279775.63504343 5048008.36016470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 290896.55414343 5050225.32886470, 290903.32754343 5050231.67886470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 287682.60014343 5049436.20076470, 287682.57814343 5049436.18356470, 287652.48544343 5049415.37616470, 287637.61584343 5049405.26906470, 287595.46654343 5049372.65696470, 287584.37344343 5049364.18346470, 287576.17954343 5049357.85566470, 287568.18904343 5049351.66436470, 287529.46034343 5049321.81216470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 280126.46314343 5047320.93906470, 280118.82094343 5047331.83396470, 280112.58124343 5047340.47996470, 280109.60474343 5047345.57316470, 280108.77784343 5047347.32606470, 280107.39904343 5047350.08526470, 280104.93014343 5047354.29356470, 280084.70094343 5047384.29056470, 280061.91344343 5047416.84546470, 280059.64874343 5047420.57376470, 280057.84904343 5047424.54746470, 280056.54024343 5047428.70876470, 280055.74144343 5047432.99726470, 280055.46424343 5047437.35066470, 280055.69574343 5047469.92756470, 280055.95364343 5047498.77146470, 280056.19184343 5047559.58846470, 280056.19184343 5047578.70466470, 280055.68384343 5047585.12626470, 280054.52774343 5047591.46336470, 280052.73524343 5047597.65056470, 280050.32504343 5047603.62436470, 280047.32174343 5047609.32306470, 280043.75634343 5047614.68806470, 280039.36364343 5047620.97196470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 280039.36364343 5047620.97196470, 280034.18854343 5047628.37516470, 280034.15544343 5047628.42066470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 290498.07054343 5051089.00696470, 290515.50404343 5051066.28716470, 290516.93674343 5051064.44926470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 275555.99894343 5046210.43566470, 275548.19494343 5046204.79616470, 275532.98454343 5046193.48856470, 275523.07564343 5046186.38216470, 275500.88024343 5046170.38546470, 275494.98354343 5046166.08776470, 275477.46904343 5046153.47736470, 275411.75434343 5046106.76686470, 275407.74984343 5046104.06386470, 275404.74624343 5046101.96146470, 275397.02294343 5046096.60426470, 275392.74494343 5046094.00056470, 275389.94974343 5046092.42116470, 275386.58384343 5046090.79876470, 275383.90334343 5046089.84606470, 275381.40794343 5046089.17226470, 275377.91944343 5046088.39426470, 275372.39294343 5046087.90416470, 275368.60414343 5046087.69586470, 275365.07114343 5046087.72226470, 275361.55414343 5046087.38506470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 275580.84294343 5046223.47236470, 275588.00604343 5046228.70696470, 275599.87854343 5046238.48426470, 275656.81194343 5046280.30886470, 275660.28014343 5046282.79286470, 275661.56354343 5046284.80296470, 275661.96424343 5046287.29846470, 275661.43644343 5046289.90786470, 275659.08504343 5046293.12036470, 275634.69244343 5046326.81006470, 275631.39054343 5046331.21256470, 275625.28134343 5046339.72536470, 275616.09324343 5046352.00896470, 275603.39484343 5046369.20696470, 275600.49324343 5046373.10906470, 275583.19024343 5046396.71316470, 275571.19394343 5046413.20806470, 275553.59314343 5046437.00916470, 275550.79334343 5046440.80886470, 275541.39434343 5046453.50766470, 275530.20854343 5046469.38886470, 275523.69604343 5046477.90516470, 275522.38524343 5046479.71996470, 275508.28614343 5046499.11876470, 275498.78874343 5046512.21516470, 275480.39194343 5046537.21086470, 275478.83174343 5046539.74706470, 275477.84144343 5046541.65936470, 275477.16364343 5046543.81606470, 275476.97944343 5046545.93236470)"
12103,Piste cyclable,PavÃ©,1,,,Les Chemins de la Nature,Oui,"LINESTRING  ( 275262.47134343 5046320.74476470, 275261.90914343 5046316.23746470, 275262.02584343 5046315.46026470, 275262.29514343 5046314.59356470, 275270.78984343 5046295.08226470, 275273.34894343 5046289.44306470, 275276.10514343 5046283.87396470, 275278.98844343 5046278.57196470, 275281.11424343 5046274.77666470, 275289.03584343 5046260.23246470, 275290.88324343 5046257.03896470, 275292.33714343 5046254.21556470, 275293.42834343 5046251.97646470, 275294.37054343 5046249.82496470, 275295.33234343 5046247.21876470, 275296.42344343 5046244.35646470, 275297.74604343 5046240.59626470, 275302.25354343 5046227.44416470, 275303.76664343 5046223.18696470, 275304.77534343 5046220.34876470, 275306.00284343 5046217.14446470, 275308.15444343 5046211.64016470, 275313.75404343 5046197.89606470, 275324.07154343 5046173.31596470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 275362.67204343 5046083.18496470, 275364.65644343 5046083.53856470, 275369.01794343 5046084.05856470, 275373.80694343 5046084.37536470, 275376.44304343 5046084.35326470, 275380.15054343 5046084.76516470, 275383.58814343 5046085.43636470, 275386.48224343 5046086.28726470, 275389.91854343 5046087.56186470, 275392.87654343 5046088.93286470, 275396.67254343 5046091.29416470, 275400.30554343 5046093.86396470, 275465.11574343 5046141.01176470, 275484.00304343 5046155.10226470, 275507.51984343 5046171.21466470, 275521.32344343 5046181.21716470, 275531.53774343 5046188.52746470, 275547.68064343 5046199.65706470, 275552.90424343 5046202.87156470, 275557.84084343 5046206.30786470, 275560.86064343 5046208.31906470)"
12103,Bande cyclable,PavÃ©,1,,,Les Chemins de la Nature,Oui,"LINESTRING  ( 275265.83694343 5046342.02976470, 275262.47134343 5046320.74476470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 275560.86064343 5046208.31906470, 275580.84294343 5046223.47236470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 275575.80584343 5046224.97406470, 275555.99894343 5046210.43566470)"
