IdenfiantSecteur,NomSecteur,IdentifiantArrondissement,ArrondissementCode,Arrondissement
487,"SLA-403",13,"SLA","Saint-Laurent"
438,"MTN-207",14,"MTN","Montréal-Nord"
439,"MTN-205",14,"MTN","Montréal-Nord"
430,"MTN-104",14,"MTN","Montréal-Nord"
431,"MTN-103",14,"MTN","Montréal-Nord"
434,"MTN-307",14,"MTN","Montréal-Nord"
435,"MTN-305",14,"MTN","Montréal-Nord"
174,"MTN-102",14,"MTN","Montréal-Nord"
81,"LAC-102",15,"LAC","Lachine"
83,"LAC-104",15,"LAC","Lachine"
83,"LAC-104",15,"LAC","Lachine"
83,"LAC-104",15,"LAC","Lachine"
425,"LAC-306",15,"LAC","Lachine"
417,"LAC-305",15,"LAC","Lachine"
347,"LAS-321",16,"LAS","LaSalle"
348,"LAS-323",16,"LAS","LaSalle"
349,"LAS-325",16,"LAS","LaSalle"
350,"LAS-326",16,"LAS","LaSalle"
351,"LAS-327",16,"LAS","LaSalle"
352,"LAS-328",16,"LAS","LaSalle"
353,"LAS-329",16,"LAS","LaSalle"
354,"LAS-330",16,"LAS","LaSalle"
354,"LAS-330",16,"LAS","LaSalle"
355,"LAS-333",16,"LAS","LaSalle"
384,"RDP-101",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles"
385,"RDP-102",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles"
386,"RDP-103",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles"
387,"RDP-105",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles"
388,"RDP-106",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles"
389,"RDP-107",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles"
390,"RDP-201",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles"
391,"RDP-202",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles"
392,"RDP-203",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles"
450,"VMA-113A",18,"VMA","Ville-Marie"
451,"VMA-113B",18,"VMA","Ville-Marie"
452,"VMA-114A",18,"VMA","Ville-Marie"
453,"VMA-310",18,"VMA","Ville-Marie"
461,"VMA-309",18,"VMA","Ville-Marie"
462,"VMA-308",18,"VMA","Ville-Marie"
463,"VMA-114B",18,"VMA","Ville-Marie"
178,"VMA-109",18,"VMA","Ville-Marie"
179,"VMA-110",18,"VMA","Ville-Marie"
180,"VMA-111",18,"VMA","Ville-Marie"
181,"VMA-306",18,"VMA","Ville-Marie"
182,"VMA-307",18,"VMA","Ville-Marie"
19,"S-O-103",19,"S-O","Le Sud-Ouest"
20,"S-O-104",19,"S-O","Le Sud-Ouest"
415,"S-O-201B",19,"S-O","Le Sud-Ouest"
416,"S-O-201A",19,"S-O","Le Sud-Ouest"
467,"PMR-101A",20,"PMR","Le Plateau-Mont-Royal"
472,"PMR-101B",20,"PMR","Le Plateau-Mont-Royal"
484,"PMR-501",20,"PMR","Le Plateau-Mont-Royal"
23,"PMR-101",20,"PMR","Le Plateau-Mont-Royal"
24,"PMR-102",20,"PMR","Le Plateau-Mont-Royal"
25,"PMR-203",20,"PMR","Le Plateau-Mont-Royal"
25,"PMR-203",20,"PMR","Le Plateau-Mont-Royal"
26,"PMR-204",20,"PMR","Le Plateau-Mont-Royal"
26,"PMR-204",20,"PMR","Le Plateau-Mont-Royal"
483,"MHM-501",21,"MHM","Mercier–Hochelaga-Maisonneuve"
444,"MHM-109A",21,"MHM","Mercier–Hochelaga-Maisonneuve"
445,"MHM-109B",21,"MHM","Mercier–Hochelaga-Maisonneuve"
412,"MHM-106",21,"MHM","Mercier–Hochelaga-Maisonneuve"
418,"MHM-108",21,"MHM","Mercier–Hochelaga-Maisonneuve"
419,"MHM-107",21,"MHM","Mercier–Hochelaga-Maisonneuve"
419,"MHM-107",21,"MHM","Mercier–Hochelaga-Maisonneuve"
419,"MHM-107",21,"MHM","Mercier–Hochelaga-Maisonneuve"
420,"MHM-105",21,"MHM","Mercier–Hochelaga-Maisonneuve"
421,"MHM-211",21,"MHM","Mercier–Hochelaga-Maisonneuve"
422,"MHM-210",21,"MHM","Mercier–Hochelaga-Maisonneuve"
422,"MHM-210",21,"MHM","Mercier–Hochelaga-Maisonneuve"
423,"MHM-209",21,"MHM","Mercier–Hochelaga-Maisonneuve"
423,"MHM-209",21,"MHM","Mercier–Hochelaga-Maisonneuve"
424,"MHM-109",21,"MHM","Mercier–Hochelaga-Maisonneuve"
474,"AHU-114",22,"AHU","Ahuntsic-Cartierville"
475,"AHU-121",22,"AHU","Ahuntsic-Cartierville"
476,"AHU-123",22,"AHU","Ahuntsic-Cartierville"
477,"AHU-211",22,"AHU","Ahuntsic-Cartierville"
478,"AHU-212",22,"AHU","Ahuntsic-Cartierville"
481,"AHU-115",22,"AHU","Ahuntsic-Cartierville"
29,"AHU-101",22,"AHU","Ahuntsic-Cartierville"
30,"AHU-102",22,"AHU","Ahuntsic-Cartierville"
35,"AHU-103",22,"AHU","Ahuntsic-Cartierville"
35,"AHU-103",22,"AHU","Ahuntsic-Cartierville"
339,"AHU-104",22,"AHU","Ahuntsic-Cartierville"
339,"AHU-104",22,"AHU","Ahuntsic-Cartierville"
340,"AHU-105",22,"AHU","Ahuntsic-Cartierville"
340,"AHU-105",22,"AHU","Ahuntsic-Cartierville"
341,"AHU-106",22,"AHU","Ahuntsic-Cartierville"
342,"AHU-107",22,"AHU","Ahuntsic-Cartierville"
343,"AHU-201",22,"AHU","Ahuntsic-Cartierville"
344,"AHU-202",22,"AHU","Ahuntsic-Cartierville"
485,"RPP-207A",23,"RPP","Rosemont–La Petite-Patrie"
486,"RPP-207B",23,"RPP","Rosemont–La Petite-Patrie"
470,"RPP-301B",23,"RPP","Rosemont–La Petite-Patrie"
468,"RPP-105B",23,"RPP","Rosemont–La Petite-Patrie"
448,"RPP-105A",23,"RPP","Rosemont–La Petite-Patrie"
448,"RPP-105A",23,"RPP","Rosemont–La Petite-Patrie"
440,"RPP-206",23,"RPP","Rosemont–La Petite-Patrie"
441,"RPP-106A",23,"RPP","Rosemont–La Petite-Patrie"
442,"RPP-301A",23,"RPP","Rosemont–La Petite-Patrie"
443,"RPP-106B",23,"RPP","Rosemont–La Petite-Patrie"
366,"RPP-101",23,"RPP","Rosemont–La Petite-Patrie"
367,"RPP-102",23,"RPP","Rosemont–La Petite-Patrie"
368,"RPP-103",23,"RPP","Rosemont–La Petite-Patrie"
369,"RPP-104",23,"RPP","Rosemont–La Petite-Patrie"
370,"RPP-201",23,"RPP","Rosemont–La Petite-Patrie"
413,"RPP-204",23,"RPP","Rosemont–La Petite-Patrie"
413,"RPP-204",23,"RPP","Rosemont–La Petite-Patrie"
413,"RPP-204",23,"RPP","Rosemont–La Petite-Patrie"
414,"RPP-205",23,"RPP","Rosemont–La Petite-Patrie"
414,"RPP-205",23,"RPP","Rosemont–La Petite-Patrie"
414,"RPP-205",23,"RPP","Rosemont–La Petite-Patrie"
436,"PI9-101",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
436,"PI9-101",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
410,"VSP-108",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
411,"VSP-109",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
446,"VSP-103B",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
447,"VSP-109A",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
449,"VSP-103A",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
464,"VSP-108A",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
465,"VSP-109B",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
466,"VSP-108B",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
488,"VSP-111",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
489,"VSP-112",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
490,"VSP-113",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
491,"VSP-114",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
492,"VSP-207",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
49,"VSP-103",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
50,"VSP-107",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
50,"VSP-107",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
51,"VSP-206",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
51,"VSP-206",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
52,"VSP-104",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
53,"VSP-205",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
53,"VSP-205",24,"VSP","Villeray–Saint-Michel–Parc-Extension"
57,"CDN-301",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
57,"CDN-301",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
383,"CDN-301",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
383,"CDN-301",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
432,"CDN-113",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
433,"CDN-115",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
433,"CDN-115",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
426,"CDN-112",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
426,"CDN-112",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
427,"CDN-111",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
428,"CDN-114",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
428,"CDN-114",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
429,"CDN-116",25,"CDN","Côte-des-Neiges–Notre-Dame-de-Grâce"
437,"ME",32,"HOR","Hors Ville"
473,"HS",32,"HOR","Hors Ville"
454,"MR",32,"HOR","Hors Ville"
454,"MR",32,"HOR","Hors Ville"
455,"DO",32,"HOR","Hors Ville"
455,"DO",32,"HOR","Hors Ville"
456,"MO",32,"HOR","Hors Ville"
457,"CL",32,"HOR","Hors Ville"
457,"CL",32,"HOR","Hors Ville"
458,"DV",32,"HOR","Hors Ville"
459,"KL",32,"HOR","Hors Ville"
459,"KL",32,"HOR","Hors Ville"
460,"BV",32,"HOR","Hors Ville"
160,"WES",33,"WES","Ville de Westmount"
160,"WES",33,"WES","Ville de Westmount"
