IdenfiantSecteur,NomSecteur,IdentifiantArrondissement,ArrondissementCode,Arrondissement
55,"CDN-72",25,"CDN","Côte-des-Neiges / Notre-Dame-de-Grâce"
56,"CDN-73",25,"CDN","Côte-des-Neiges / Notre-Dame-de-Grâce"
56,"CDN-73",25,"CDN","Côte-des-Neiges / Notre-Dame-de-Grâce"
57,"CDN-301",25,"CDN","Côte-des-Neiges / Notre-Dame-de-Grâce"
58,"CDN-74",25,"CDN","Côte-des-Neiges / Notre-Dame-de-Grâce"
58,"CDN-74",25,"CDN","Côte-des-Neiges / Notre-Dame-de-Grâce"
60,"MHM-101",21,"MHM","Mercier / Hochelaga / Maisonneuve"
61,"MHM-102",21,"MHM","Mercier / Hochelaga / Maisonneuve"
62,"MHM-103",21,"MHM","Mercier / Hochelaga / Maisonneuve"
62,"MHM-103",21,"MHM","Mercier / Hochelaga / Maisonneuve"
63,"MHM-104",21,"MHM","Mercier / Hochelaga / Maisonneuve"
64,"MHM-205",21,"MHM","Mercier / Hochelaga / Maisonneuve"
65,"MHM-206",21,"MHM","Mercier / Hochelaga / Maisonneuve"
66,"MHM-48",21,"MHM","Mercier / Hochelaga / Maisonneuve"
66,"MHM-48",21,"MHM","Mercier / Hochelaga / Maisonneuve"
67,"MHM-207",21,"MHM","Mercier / Hochelaga / Maisonneuve"
72,"ANJ-301",9,"ANJ","Anjou"
72,"ANJ-301",9,"ANJ","Anjou"
73,"ANJ-302",9,"ANJ","Anjou"
74,"ANJ-303",9,"ANJ","Anjou"
74,"ANJ-303",9,"ANJ","Anjou"
75,"ANJ-304",9,"ANJ","Anjou"
76,"ANJ-05",9,"ANJ","Anjou"
76,"ANJ-05",9,"ANJ","Anjou"
77,"ANJ-06",9,"ANJ","Anjou"
77,"ANJ-06",9,"ANJ","Anjou"
78,"ANJ-07",9,"ANJ","Anjou"
78,"ANJ-07",9,"ANJ","Anjou"
78,"ANJ-07",9,"ANJ","Anjou"
79,"ANJ-308",9,"ANJ","Anjou"
79,"ANJ-308",9,"ANJ","Anjou"
80,"LAC-301",15,"LAC","Lachine"
81,"LAC-102",15,"LAC","Lachine"
82,"LAC-303",15,"LAC","Lachine"
83,"LAC-104",15,"LAC","Lachine"
84,"LAS-301",16,"LAS","LaSalle"
85,"LAS-303",16,"LAS","LaSalle"
86,"LAS-305",16,"LAS","LaSalle"
87,"LAS-306",16,"LAS","LaSalle"
88,"LAS-307",16,"LAS","LaSalle"
89,"LAS-308",16,"LAS","LaSalle"
90,"LAS-309",16,"LAS","LaSalle"
91,"LAS-310",16,"LAS","LaSalle"
92,"LAS-313",16,"LAS","LaSalle"
93,"MTN-01",14,"MTN","Montréal-Nord"
93,"MTN-01",14,"MTN","Montréal-Nord"
93,"MTN-01",14,"MTN","Montréal-Nord"
94,"MTN-02",14,"MTN","Montréal-Nord"
94,"MTN-02",14,"MTN","Montréal-Nord"
94,"MTN-02",14,"MTN","Montréal-Nord"
95,"MTN-303",14,"MTN","Montréal-Nord"
96,"MTN-304",14,"MTN","Montréal-Nord"
97,"OUT-101",7,"OUT","Outremont"
98,"PRF-01",11,"PRF","Pierrefonds / Roxboro"
98,"PRF-01",11,"PRF","Pierrefonds / Roxboro"
99,"PRF-302",11,"PRF","Pierrefonds / Roxboro"
100,"PRF-303",11,"PRF","Pierrefonds / Roxboro"
101,"SLA-01",13,"SLA","Saint-Laurent"
101,"SLA-01",13,"SLA","Saint-Laurent"
102,"SLA-02",13,"SLA","Saint-Laurent"
102,"SLA-02",13,"SLA","Saint-Laurent"
103,"SLA-352",13,"SLA","Saint-Laurent"
103,"SLA-352",13,"SLA","Saint-Laurent"
104,"SLA-353",13,"SLA","Saint-Laurent"
104,"SLA-353",13,"SLA","Saint-Laurent"
105,"SLA-354",13,"SLA","Saint-Laurent"
105,"SLA-354",13,"SLA","Saint-Laurent"
106,"SLA-55",13,"SLA","Saint-Laurent"
106,"SLA-55",13,"SLA","Saint-Laurent"
106,"SLA-55",13,"SLA","Saint-Laurent"
106,"SLA-55",13,"SLA","Saint-Laurent"
107,"SLA-357",13,"SLA","Saint-Laurent"
107,"SLA-357",13,"SLA","Saint-Laurent"
108,"SLA-359",13,"SLA","Saint-Laurent"
108,"SLA-359",13,"SLA","Saint-Laurent"
109,"SLA-360",13,"SLA","Saint-Laurent"
109,"SLA-360",13,"SLA","Saint-Laurent"
110,"SLA-361",13,"SLA","Saint-Laurent"
111,"SLE-301",12,"SLE","Saint-Léonard"
111,"SLE-301",12,"SLE","Saint-Léonard"
112,"SLE-03",12,"SLE","Saint-Léonard"
112,"SLE-03",12,"SLE","Saint-Léonard"
112,"SLE-03",12,"SLE","Saint-Léonard"
113,"SLE-04",12,"SLE","Saint-Léonard"
113,"SLE-04",12,"SLE","Saint-Léonard"
113,"SLE-04",12,"SLE","Saint-Léonard"
114,"SLE-05",12,"SLE","Saint-Léonard"
114,"SLE-05",12,"SLE","Saint-Léonard"
114,"SLE-05",12,"SLE","Saint-Léonard"
115,"SLE-06",12,"SLE","Saint-Léonard"
115,"SLE-06",12,"SLE","Saint-Léonard"
115,"SLE-06",12,"SLE","Saint-Léonard"
116,"SLE-07",12,"SLE","Saint-Léonard"
116,"SLE-07",12,"SLE","Saint-Léonard"
116,"SLE-07",12,"SLE","Saint-Léonard"
117,"SLE-08",12,"SLE","Saint-Léonard"
117,"SLE-08",12,"SLE","Saint-Léonard"
117,"SLE-08",12,"SLE","Saint-Léonard"
118,"VER-310",10,"VER","Verdun"
119,"IBI-301",8,"IBI","L'Île Bizard / Sainte-Geneviève"
120,"S-O-82",19,"S-O","Sud-Ouest"
120,"S-O-82",19,"S-O","Sud-Ouest"
160,"WES",33,"WES","Ville de Westmount"
