ID_TRC,Rue,De,A,Longueur,Arrondissement,DateReleve,Indice PCI,Etat PCI,Indice IRI,Etat IRI
1390515,Papineau  avenue,Ontario Est  rue,Delongchamps  ruelle,234,Ville-Marie,2018-07-15,67,Moyen,3.68,Moyen
1391006,Papineau  avenue,Delongchamps  ruelle,Sherbrooke Est  rue,184,Ville-Marie,2018-07-15,87,Bon,4.4,Moyen
1380603,Papineau  avenue,Notre-Dame Est  rue,Ville-Marie  boulevard,52,Ville-Marie,2018-07-15,52,Mauvais,14.94,Très mauvais
1380601,Papineau  avenue,Notre-Dame Est  rue,Ville-Marie  boulevard,51,Ville-Marie,2018-07-15,24,Très mauvais,20.49,Très mauvais
1260540,Peel  rue,Non-nommée  voie,De La Gauchetière Ouest  rue,63,Ville-Marie,2018-08-12,62,Moyen,7.42,Très mauvais
1260541,Peel  rue,De La Gauchetière Ouest  rue,René-Lévesque Ouest  boulevard,166,Ville-Marie,2018-08-12,47,Mauvais,5.04,Mauvais
4002895,Peel  rue,René-Lévesque Ouest  boulevard,René-Lévesque Ouest  boulevard,14,Ville-Marie,2018-08-12,66,Moyen,7.02,Très mauvais
1614651,Peel  rue,Saint-Antoine Ouest  rue,De La Gauchetière Ouest  rue,174,Ville-Marie,2018-08-12,35,Très mauvais,4.7,Mauvais
1370838,Peel  rue,Notre-Dame Ouest  rue,Saint-Jacques  rue,205,Ville-Marie,2018-08-12,58,Mauvais,4.845,Mauvais
1370839,Peel  rue,Saint-Jacques  rue,Saint-Antoine Ouest  rue,136,Ville-Marie,2018-08-12,37,Très mauvais,8,Très mauvais
1261070,Peel  rue,De La Gauchetière Ouest  rue,René-Lévesque Ouest  boulevard,168,Ville-Marie,2018-08-12,7,Très mauvais,8.34,Très mauvais
1260550,Peel  rue,De Maisonneuve Ouest  boulevard,Sherbrooke Ouest  rue,182,Ville-Marie,2018-08-12,89,Bon,7.64,Très mauvais
1260549,Peel  rue,Mount-Royal  place,De Maisonneuve Ouest  boulevard,125,Ville-Marie,2018-08-12,98,Excellent,6.99,Très mauvais
1260548,Peel  rue,Sainte-Catherine Ouest  rue,Mount-Royal  place,44,Ville-Marie,2018-08-12,76,Moyen,7.15,Très mauvais
1260547,Peel  rue,du Square-Dorchester  rue,Sainte-Catherine Ouest  rue,85,Ville-Marie,2018-08-12,26,Très mauvais,8.07,Très mauvais
1260543,Peel  rue,René-Lévesque Ouest  boulevard,Cypress  rue,120,Ville-Marie,2018-08-12,28,Très mauvais,6.19,Très mauvais
1260546,Peel  rue,Cypress  rue,du Square-Dorchester  rue,36,Ville-Marie,2018-08-12,29,Très mauvais,5.3,Mauvais
1260539,Peel  rue,Saint-Antoine Ouest  rue,Non-nommée  voie,109,Ville-Marie,2018-08-12,21,Très mauvais,5.75,Mauvais
1260562,Phillips  place,du Frère-André  place,du Square-Phillips  rue,108,Ville-Marie,2018-08-12,71,Bon,5.17,Moyen
4008462,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,99,Ville-Marie,2018-07-04,49,Mauvais,3.76,Moyen
4008723,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,518,Ville-Marie,2018-07-04,58,Moyen,5.04,Moyen
4008722,Pierre-Dupuy  avenue,Quai-Mark-Drouin  rue,Pierre-Dupuy  avenue,863,Ville-Marie,2018-07-04,44,Mauvais,5.65,Mauvais
4004206,Pierre-Dupuy  avenue,Non-nommée  voie,Quai-Mark-Drouin  rue,13,Ville-Marie,2018-07-04,37,Mauvais,11.57,Très mauvais
4008531,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,du Casino  avenue,309,Ville-Marie,2018-08-09,41,Mauvais,3.49,Bon
4008532,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,116,Ville-Marie,2018-07-04,56,Moyen,2.34,Bon
1614672,Pierre-Dupuy  avenue,Macdonald  chemin,Pierre-Dupuy  avenue,70,Ville-Marie,2018-08-09,63,Moyen,3.72,Moyen
4008494,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,Non-nommée  voie,33,Ville-Marie,2018-07-04,71,Bon,9.78,Très mauvais
1625333,Pierre-Dupuy  avenue,Non-nommée  voie,des Moulins  chemin,14,Ville-Marie,2018-07-04,71,Bon,7.08,Très mauvais
4008492,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,des Moulins  chemin,47,Ville-Marie,2018-07-04,78,Bon,7.72,Très mauvais
4008388,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,de la Concorde  pont,161,Ville-Marie,2018-07-04,21,Très mauvais,8.95,Très mauvais
4008387,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,de la Concorde  pont,152,Ville-Marie,2018-07-04,47,Mauvais,5.78,Mauvais
4006504,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,Gilles-Villeneuve  circuit,215,Ville-Marie,2018-07-04,49,Mauvais,8.19,Très mauvais
1381447,Pierre-Dupuy  avenue,des Moulins  chemin,Non-nommée  voie,50,Ville-Marie,2018-07-04,52,Moyen,6.72,Mauvais
1625335,Pierre-Dupuy  avenue,Non-nommée  voie,Non-nommée  voie,48,Ville-Marie,2018-07-04,37,Mauvais,5.92,Mauvais
1614675,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,Gilles-Villeneuve  circuit,43,Ville-Marie,2018-07-04,35,Mauvais,7.09,Mauvais
1614674,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,Pierre-Dupuy  avenue,258,Ville-Marie,2018-07-04,54,Moyen,5.13,Moyen
1370856,Prince  rue,de la Commune Ouest  rue,Wellington  rue,217,Ville-Marie,2018-08-10,31,Mauvais,6.56,Mauvais
1261015,Remembrance  chemin,Non-nommée  voie,de la Côte-des-Neiges  chemin,195,Ville-Marie,2018-07-13,66,Bon,3.04,Bon
1261007,Remembrance  chemin,Remembrance  chemin,Non-nommée  voie,350,Ville-Marie,2018-07-13,64,Moyen,4.68,Moyen
1381395,René-Lévesque Est  boulevard,Saint-Dominique  rue,De Bullion  rue,106,Ville-Marie,2018-07-21,62,Moyen,2.72,Moyen
1380780,René-Lévesque Est  boulevard,Saint-Dominique  rue,De Bullion  rue,108,Ville-Marie,2018-07-21,58,Mauvais,4.4,Moyen
1380779,René-Lévesque Est  boulevard,René-Lévesque Ouest  boulevard,Saint-Dominique  rue,61,Ville-Marie,2018-07-21,58,Mauvais,4.33,Moyen
1381394,René-Lévesque Est  boulevard,René-Lévesque Ouest  boulevard,Saint-Dominique  rue,61,Ville-Marie,2018-07-21,49,Mauvais,4.69,Mauvais
1380799,René-Lévesque Est  boulevard,Montcalm  rue,Beaudry  rue,59,Ville-Marie,2018-07-21,94,Excellent,2.95,Moyen
1380800,René-Lévesque Est  boulevard,Beaudry  rue,de la Visitation  rue,60,Ville-Marie,2018-07-21,90,Bon,2.81,Moyen
1381412,René-Lévesque Est  boulevard,de la Visitation  rue,Panet  rue,87,Ville-Marie,2018-07-21,52,Mauvais,4.44,Moyen
1380802,René-Lévesque Est  boulevard,Panet  rue,Plessis  rue,78,Ville-Marie,2018-07-21,96,Excellent,3.09,Moyen
1381414,René-Lévesque Est  boulevard,Plessis  rue,Alexandre-DeSève  rue,88,Ville-Marie,2018-07-21,43,Mauvais,5.64,Mauvais
1380805,René-Lévesque Est  boulevard,Alexandre-DeSève  rue,De Champlain  rue,88,Ville-Marie,2018-07-21,100,Excellent,1.76,Bon
1380806,René-Lévesque Est  boulevard,De Champlain  rue,Papineau  avenue,99,Ville-Marie,2018-07-21,100,Excellent,2.5,Bon
1390594,René-Lévesque Est  boulevard,Papineau  avenue,Cartier  rue,88,Ville-Marie,2018-07-21,78,Moyen,4.32,Moyen
1390582,René-Lévesque Est  boulevard,Cartier  rue,Dorion  rue,51,Ville-Marie,2018-07-21,45,Mauvais,5.47,Mauvais
1390583,René-Lévesque Est  boulevard,Dorion  rue,De Lorimier  avenue,145,Ville-Marie,2018-07-21,36,Très mauvais,4.79,Mauvais
4002975,René-Lévesque Est  boulevard,De Lorimier  avenue,De Lorimier  avenue,10,Ville-Marie,2018-08-12,100,Excellent,5.78,Mauvais
1381415,René-Lévesque Est  boulevard,Alexandre-DeSève  rue,De Champlain  rue,88,Ville-Marie,2018-07-21,46,Mauvais,6.07,Très mauvais
1381416,René-Lévesque Est  boulevard,De Champlain  rue,Papineau  avenue,76,Ville-Marie,2018-07-21,68,Moyen,4.2,Moyen
4002968,René-Lévesque Est  boulevard,Papineau  avenue,Papineau  avenue,18,Ville-Marie,2018-07-15,100,Excellent,9.63,Très mauvais
4002971,René-Lévesque Est  boulevard,Papineau  avenue,Papineau  avenue,10,Ville-Marie,2018-07-15,100,Excellent,11.35,Très mauvais
4002969,René-Lévesque Est  boulevard,Papineau  avenue,Papineau  avenue,19,Ville-Marie,2018-07-21,100,Excellent,2.7,Moyen
1625388,René-Lévesque Est  boulevard,Montcalm  rue,Beaudry  rue,60,Ville-Marie,2018-07-21,16,Très mauvais,10.03,Très mauvais
1390177,René-Lévesque Est  boulevard,Dorion  rue,René-Lévesque Est  boulevard,111,Ville-Marie,2018-07-21,64,Moyen,3.45,Moyen
1390720,René-Lévesque Est  boulevard,Cartier  rue,Dorion  rue,51,Ville-Marie,2018-07-21,74,Moyen,2.94,Moyen
1390721,René-Lévesque Est  boulevard,Papineau  avenue,Cartier  rue,65,Ville-Marie,2018-07-21,82,Bon,2.17,Bon
1390717,René-Lévesque Est  boulevard,René-Lévesque Est  boulevard,De Lorimier  avenue,46,Ville-Marie,2018-07-21,69,Moyen,3.69,Moyen
1381413,René-Lévesque Est  boulevard,Panet  rue,Plessis  rue,78,Ville-Marie,2018-07-21,39,Très mauvais,9.29,Très mauvais
1380801,René-Lévesque Est  boulevard,de la Visitation  rue,Panet  rue,87,Ville-Marie,2018-07-21,99,Excellent,2.15,Bon
1381411,René-Lévesque Est  boulevard,Beaudry  rue,de la Visitation  rue,61,Ville-Marie,2018-07-21,65,Moyen,3.34,Moyen
1381409,René-Lévesque Est  boulevard,Wolfe  rue,Montcalm  rue,59,Ville-Marie,2018-07-21,71,Moyen,4.1,Moyen
1381408,René-Lévesque Est  boulevard,Amherst  rue,Wolfe  rue,58,Ville-Marie,2018-07-21,100,Excellent,2.41,Bon
1381396,René-Lévesque Est  boulevard,De Bullion  rue,de l'Hôtel-de-Ville  avenue,76,Ville-Marie,2018-07-21,39,Très mauvais,3.46,Moyen
1381397,René-Lévesque Est  boulevard,de l'Hôtel-de-Ville  avenue,Sainte-Élisabeth  rue,60,Ville-Marie,2018-07-21,64,Moyen,2.51,Moyen
1380784,René-Lévesque Est  boulevard,Sainte-Élisabeth  rue,Sanguinet  rue,75,Ville-Marie,2018-07-21,72,Moyen,4.55,Mauvais
1380785,René-Lévesque Est  boulevard,Sanguinet  rue,Saint-Denis  rue,125,Ville-Marie,2018-07-21,55,Mauvais,4.88,Mauvais
1380786,René-Lévesque Est  boulevard,Saint-Denis  rue,Berri  rue,118,Ville-Marie,2018-07-21,70,Moyen,3.06,Moyen
1380790,René-Lévesque Est  boulevard,Berri  rue,Labelle  rue,48,Ville-Marie,2018-07-21,78,Moyen,4.3,Moyen
1380791,René-Lévesque Est  boulevard,Labelle  rue,Saint-Hubert  rue,61,Ville-Marie,2018-07-21,86,Bon,2.32,Bon
1381405,René-Lévesque Est  boulevard,Saint-Hubert  rue,Saint-André  rue,148,Ville-Marie,2018-07-21,65,Moyen,2.65,Moyen
1381406,René-Lévesque Est  boulevard,Saint-André  rue,Saint-Timothée  rue,56,Ville-Marie,2018-07-21,87,Bon,2.57,Moyen
1381407,René-Lévesque Est  boulevard,Saint-Timothée  rue,Amherst  rue,61,Ville-Marie,2018-07-21,83,Bon,3.44,Moyen
1380792,René-Lévesque Est  boulevard,Saint-Hubert  rue,Saint-Christophe  rue,62,Ville-Marie,2018-07-21,84,Bon,3.22,Moyen
1381404,René-Lévesque Est  boulevard,Labelle  rue,Saint-Hubert  rue,61,Ville-Marie,2018-07-21,57,Mauvais,2.63,Moyen
1381403,René-Lévesque Est  boulevard,Berri  rue,Labelle  rue,48,Ville-Marie,2018-08-09,99,Excellent,9.94,Très mauvais
1381402,René-Lévesque Est  boulevard,Bernadette  rue,Berri  rue,31,Ville-Marie,2018-07-21,87,Bon,2.93,Moyen
1381398,René-Lévesque Est  boulevard,Sainte-Élisabeth  rue,Sanguinet  rue,73,Ville-Marie,2018-07-21,65,Moyen,4.92,Mauvais
1381399,René-Lévesque Est  boulevard,Sanguinet  rue,Saint-Denis  rue,127,Ville-Marie,2018-07-21,58,Mauvais,8.32,Très mauvais
1381401,René-Lévesque Est  boulevard,Notre-Dame-de-Lourdes  rue,Bernadette  rue,48,Ville-Marie,2018-07-21,50,Mauvais,6.43,Très mauvais
1381400,René-Lévesque Est  boulevard,Saint-Denis  rue,Notre-Dame-de-Lourdes  rue,38,Ville-Marie,2018-07-21,64,Moyen,3.67,Moyen
1380804,René-Lévesque Est  boulevard,Dalcourt  rue,Alexandre-DeSève  rue,48,Ville-Marie,2018-07-21,100,Excellent,2.1,Bon
1380803,René-Lévesque Est  boulevard,Plessis  rue,Dalcourt  rue,40,Ville-Marie,2018-07-21,100,Excellent,1.13,Excellent
1380798,René-Lévesque Est  boulevard,Wolfe  rue,Montcalm  rue,60,Ville-Marie,2018-07-21,100,Excellent,2.27,Bon
1380797,René-Lévesque Est  boulevard,Amherst  rue,Wolfe  rue,58,Ville-Marie,2018-07-21,99,Excellent,2.78,Moyen
1380796,René-Lévesque Est  boulevard,Saint-Timothée  rue,Amherst  rue,61,Ville-Marie,2018-07-21,96,Excellent,2.3,Bon
1380794,René-Lévesque Est  boulevard,Saint-André  rue,Saint-Timothée  rue,85,Ville-Marie,2018-07-21,80,Moyen,2.89,Moyen
1380793,René-Lévesque Est  boulevard,Saint-Christophe  rue,Saint-André  rue,58,Ville-Marie,2018-07-21,90,Bon,3.18,Moyen
1380783,René-Lévesque Est  boulevard,de l'Hôtel-de-Ville  avenue,Sainte-Élisabeth  rue,61,Ville-Marie,2018-07-21,63,Moyen,4.92,Mauvais
1380782,René-Lévesque Est  boulevard,De Bullion  rue,de l'Hôtel-de-Ville  avenue,75,Ville-Marie,2018-07-21,9,Très mauvais,9.15,Très mauvais
1380810,René-Lévesque Ouest  boulevard,René-Lévesque Est  boulevard,Clark  rue,51,Ville-Marie,2018-07-21,44,Mauvais,4.85,Mauvais
1380812,René-Lévesque Ouest  boulevard,Clark  rue,Saint-Urbain  rue,96,Ville-Marie,2018-07-21,38,Très mauvais,5.8,Mauvais
1380813,René-Lévesque Ouest  boulevard,Saint-Urbain  rue,Complexe-Desjardins  rue,202,Ville-Marie,2018-07-21,88,Bon,2.91,Moyen
1380814,René-Lévesque Ouest  boulevard,Complexe-Desjardins  rue,De Bleury  rue,119,Ville-Marie,2018-07-21,29,Très mauvais,3.56,Moyen
1260646,René-Lévesque Ouest  boulevard,De Bleury  rue,Saint-Alexandre  rue,123,Ville-Marie,2018-07-21,30,Très mauvais,9.49,Très mauvais
1260647,René-Lévesque Ouest  boulevard,Saint-Alexandre  rue,du Beaver Hall  côte,156,Ville-Marie,2018-07-21,43,Mauvais,6.89,Très mauvais
1260650,René-Lévesque Ouest  boulevard,du Beaver Hall  côte,Union  avenue,63,Ville-Marie,2018-07-21,81,Bon,6.04,Très mauvais
1260652,René-Lévesque Ouest  boulevard,Union  avenue,Robert-Bourassa  boulevard,77,Ville-Marie,2018-07-21,83,Bon,3.27,Moyen
4002906,René-Lévesque Ouest  boulevard,Robert-Bourassa  boulevard,Robert-Bourassa  boulevard,14,Ville-Marie,2018-07-21,32,Très mauvais,4.8,Mauvais
1260653,René-Lévesque Ouest  boulevard,Robert-Bourassa  boulevard,Monseigneur-Charbonneau  place,23,Ville-Marie,2018-07-21,88,Bon,5.99,Mauvais
4008727,René-Lévesque Ouest  boulevard,Monseigneur-Charbonneau  place,René-Lévesque Ouest  boulevard,83,Ville-Marie,2018-07-21,76,Moyen,5.67,Mauvais
4008726,René-Lévesque Ouest  boulevard,René-Lévesque Ouest  boulevard,Mansfield  rue,126,Ville-Marie,2018-07-21,76,Moyen,3.45,Moyen
1260656,René-Lévesque Ouest  boulevard,Mansfield  rue,de la Cathédrale  rue,92,Ville-Marie,2018-07-21,48,Mauvais,3.97,Moyen
1260658,René-Lévesque Ouest  boulevard,de la Cathédrale  rue,Peel  rue,89,Ville-Marie,2018-07-21,44,Mauvais,3.7,Moyen
1260659,René-Lévesque Ouest  boulevard,Peel  rue,Stanley  rue,92,Ville-Marie,2018-07-21,48,Mauvais,5.04,Mauvais
1260662,René-Lévesque Ouest  boulevard,Stanley  rue,Drummond  rue,94,Ville-Marie,2018-07-21,68,Moyen,2.64,Moyen
1260663,René-Lévesque Ouest  boulevard,Drummond  rue,de la Montagne  rue,101,Ville-Marie,2018-07-21,59,Mauvais,2.8,Moyen
1260665,René-Lévesque Ouest  boulevard,de la Montagne  rue,Crescent  rue,101,Ville-Marie,2018-07-21,60,Mauvais,6.13,Très mauvais
1260667,René-Lévesque Ouest  boulevard,Crescent  rue,Bishop  rue,79,Ville-Marie,2018-07-21,63,Moyen,2.92,Moyen
1260668,René-Lévesque Ouest  boulevard,Bishop  rue,Mackay  rue,98,Ville-Marie,2018-07-21,59,Mauvais,2.42,Bon
1260669,René-Lévesque Ouest  boulevard,Mackay  rue,Guy  rue,96,Ville-Marie,2018-07-21,59,Mauvais,2.7,Moyen
1260670,René-Lévesque Ouest  boulevard,Guy  rue,Amesbury  avenue,110,Ville-Marie,2018-07-21,64,Moyen,3.02,Moyen
1260673,René-Lévesque Ouest  boulevard,Amesbury  avenue,Saint-Mathieu  rue,98,Ville-Marie,2018-07-21,53,Mauvais,2.82,Moyen
1260674,René-Lévesque Ouest  boulevard,Saint-Mathieu  rue,Saint-Marc  rue,144,Ville-Marie,2018-07-21,63,Moyen,6.86,Très mauvais
1381389,René-Lévesque Ouest  boulevard,René-Lévesque Est  boulevard,Clark  rue,50,Ville-Marie,2018-07-21,35,Très mauvais,12.09,Très mauvais
1381390,René-Lévesque Ouest  boulevard,Clark  rue,Saint-Urbain  rue,96,Ville-Marie,2018-07-21,25,Très mauvais,4.76,Mauvais
1381391,René-Lévesque Ouest  boulevard,Saint-Urbain  rue,Jeanne-Mance  rue,202,Ville-Marie,2018-07-21,21,Très mauvais,4.86,Mauvais
1381392,René-Lévesque Ouest  boulevard,Jeanne-Mance  rue,Anderson  rue,54,Ville-Marie,2018-07-21,22,Très mauvais,8.47,Très mauvais
1381393,René-Lévesque Ouest  boulevard,Anderson  rue,De Bleury  rue,65,Ville-Marie,2018-07-21,40,Très mauvais,5.31,Mauvais
1261043,René-Lévesque Ouest  boulevard,De Bleury  rue,Saint-Alexandre  rue,123,Ville-Marie,2018-07-21,56,Mauvais,5.17,Mauvais
1261044,René-Lévesque Ouest  boulevard,Saint-Alexandre  rue,du Beaver Hall  côte,151,Ville-Marie,2018-07-21,53,Mauvais,4.38,Moyen
1261045,René-Lévesque Ouest  boulevard,du Beaver Hall  côte,Union  avenue,70,Ville-Marie,2018-07-21,79,Moyen,6.88,Très mauvais
1261046,René-Lévesque Ouest  boulevard,Union  avenue,Robert-Bourassa  boulevard,74,Ville-Marie,2018-07-21,51,Mauvais,6.55,Très mauvais
4002905,René-Lévesque Ouest  boulevard,Robert-Bourassa  boulevard,Robert-Bourassa  boulevard,15,Ville-Marie,2018-07-21,37,Très mauvais,6.28,Très mauvais
4008725,René-Lévesque Ouest  boulevard,Robert-Bourassa  boulevard,René-Lévesque Ouest  boulevard,103,Ville-Marie,2018-07-21,73,Moyen,4.1,Moyen
4008724,René-Lévesque Ouest  boulevard,René-Lévesque Ouest  boulevard,Mansfield  rue,127,Ville-Marie,2018-07-21,94,Excellent,3.9,Moyen
1261048,René-Lévesque Ouest  boulevard,Mansfield  rue,de la Cathédrale  rue,98,Ville-Marie,2018-07-21,52,Mauvais,2.39,Bon
1261049,René-Lévesque Ouest  boulevard,de la Cathédrale  rue,Peel  rue,87,Ville-Marie,2018-07-21,41,Mauvais,4.79,Mauvais
1261050,René-Lévesque Ouest  boulevard,Peel  rue,Stanley  rue,89,Ville-Marie,2018-07-21,39,Très mauvais,4.18,Moyen
1261052,René-Lévesque Ouest  boulevard,Stanley  rue,Drummond  rue,93,Ville-Marie,2018-07-21,67,Moyen,2.82,Moyen
1261053,René-Lévesque Ouest  boulevard,Drummond  rue,de la Montagne  rue,101,Ville-Marie,2018-08-05,37,Très mauvais,3,Moyen
1261054,René-Lévesque Ouest  boulevard,de la Montagne  rue,Lucien-L'Allier  rue,109,Ville-Marie,2018-08-05,42,Mauvais,4.48,Moyen
1261055,René-Lévesque Ouest  boulevard,Lucien-L'Allier  rue,Bishop  rue,71,Ville-Marie,2018-07-22,42,Mauvais,6.41,Très mauvais
1261056,René-Lévesque Ouest  boulevard,Bishop  rue,Mackay  rue,98,Ville-Marie,2018-07-22,57,Mauvais,2.73,Moyen
1261057,René-Lévesque Ouest  boulevard,Mackay  rue,Guy  rue,96,Ville-Marie,2018-07-22,21,Très mauvais,7.37,Très mauvais
1261058,René-Lévesque Ouest  boulevard,Guy  rue,Amesbury  avenue,110,Ville-Marie,2018-07-22,82,Bon,2.42,Bon
1261059,René-Lévesque Ouest  boulevard,Amesbury  avenue,Saint-Mathieu  rue,100,Ville-Marie,2018-07-22,43,Mauvais,4.01,Moyen
1261060,René-Lévesque Ouest  boulevard,Saint-Mathieu  rue,Joseph-Manseau  rue,66,Ville-Marie,2018-07-21,63,Moyen,2.76,Moyen
1261062,René-Lévesque Ouest  boulevard,Joseph-Manseau  rue,720  autoroute,79,Ville-Marie,2018-07-21,28,Très mauvais,5.72,Mauvais
1261063,René-Lévesque Ouest  boulevard,720  autoroute,du Fort  rue,135,Ville-Marie,2018-07-21,65,Moyen,3.25,Moyen
1624969,René-Lévesque Ouest  boulevard,du Fort  rue,Non-nommée  voie,73,Ville-Marie,2018-07-21,96,Excellent,5.07,Mauvais
1261065,René-Lévesque Ouest  boulevard,Non-nommée  voie,Hope  avenue,84,Ville-Marie,2018-07-21,87,Bon,3.76,Moyen
1261066,René-Lévesque Ouest  boulevard,Hope  avenue,du Sussex  rue,54,Ville-Marie,2018-07-21,95,Excellent,4.2,Moyen
1261067,René-Lévesque Ouest  boulevard,du Sussex  rue,Lambert-Closse  rue,86,Ville-Marie,2018-07-21,88,Bon,4.3,Moyen
4002741,René-Lévesque Ouest  boulevard,Atwater  avenue,Dorchester Ouest  boulevard,12,Ville-Marie,2018-08-09,100,Excellent,3.51,Moyen
1261068,René-Lévesque Ouest  boulevard,Lambert-Closse  rue,Atwater  avenue,124,Ville-Marie,2018-07-21,50,Mauvais,9.12,Très mauvais
4008542,Robert-Bourassa  boulevard,de Nazareth  rue,Saint-Jacques  rue,33,Ville-Marie,2018-08-12,80,Moyen,7.32,Très mauvais
1371152,Robert-Bourassa  boulevard,Saint-Jacques  rue,Saint-Antoine Ouest  rue,92,Ville-Marie,2018-08-12,51,Mauvais,5.04,Mauvais
1261041,Robert-Bourassa  boulevard,Saint-Antoine Ouest  rue,Viger Ouest  avenue,109,Ville-Marie,2018-08-12,66,Moyen,4.93,Mauvais
1261039,Robert-Bourassa  boulevard,Viger Ouest  avenue,De La Gauchetière Ouest  rue,81,Ville-Marie,2018-08-12,50,Mauvais,7.34,Très mauvais
1260956,Robert-Bourassa  boulevard,Cathcart  rue,Palace  ruelle,39,Ville-Marie,2018-08-10,44,Mauvais,7.71,Très mauvais
1260957,Robert-Bourassa  boulevard,Palace  ruelle,Sainte-Catherine Ouest  rue,40,Ville-Marie,2018-08-10,32,Très mauvais,8.67,Très mauvais
1260958,Robert-Bourassa  boulevard,Sainte-Catherine Ouest  rue,De Maisonneuve Ouest  boulevard,167,Ville-Marie,2018-08-10,38,Très mauvais,5.48,Mauvais
1260959,Robert-Bourassa  boulevard,De Maisonneuve Ouest  boulevard,du Président-Kennedy  avenue,83,Ville-Marie,2018-08-10,29,Très mauvais,8.27,Très mauvais
1260960,Robert-Bourassa  boulevard,du Président-Kennedy  avenue,Sherbrooke Ouest  rue,99,Ville-Marie,2018-08-10,11,Très mauvais,8.93,Très mauvais
4008541,Robert-Bourassa  boulevard,Notre-Dame Ouest  rue,Saint-Jacques  rue,119,Ville-Marie,2018-08-10,90,Bon,4.06,Moyen
1371338,Robert-Bourassa  boulevard,Saint-Jacques  rue,Saint-Antoine Ouest  rue,91,Ville-Marie,2018-08-10,63,Moyen,5.08,Mauvais
1260951,Robert-Bourassa  boulevard,Saint-Antoine Ouest  rue,Viger Ouest  avenue,111,Ville-Marie,2018-08-10,63,Moyen,6.08,Très mauvais
1260952,Robert-Bourassa  boulevard,Viger Ouest  avenue,De La Gauchetière Ouest  rue,82,Ville-Marie,2018-08-10,27,Très mauvais,8.24,Très mauvais
1260953,Robert-Bourassa  boulevard,De La Gauchetière Ouest  rue,Belmont  rue,80,Ville-Marie,2018-08-10,5,Très mauvais,9.7,Très mauvais
1260954,Robert-Bourassa  boulevard,Belmont  rue,René-Lévesque Ouest  boulevard,115,Ville-Marie,2018-08-10,13,Très mauvais,10.78,Très mauvais
4002908,Robert-Bourassa  boulevard,René-Lévesque Ouest  boulevard,René-Lévesque Ouest  boulevard,13,Ville-Marie,2018-08-10,23,Très mauvais,9.86,Très mauvais
1624139,Robert-Bourassa  boulevard,René-Lévesque Ouest  boulevard,Cathcart  rue,154,Ville-Marie,2018-08-10,32,Très mauvais,7.25,Très mauvais
1380843,Royale  place,de la Commune Ouest  rue,D'Youville  place,10,Ville-Marie,2018-08-19,92,Excellent,19.41,Très mauvais
1624274,Royale  place,D'Youville  place,de la Capitale  rue,30,Ville-Marie,2018-08-19,83,Excellent,6.98,Mauvais
1380844,Royale  place,de la Capitale  rue,Saint-Paul Ouest  rue,39,Ville-Marie,2018-08-19,86,Excellent,3.72,Bon
1380846,Royale  place,de la Capitale  rue,Saint-Paul Ouest  rue,34,Ville-Marie,2018-08-19,54,Moyen,6.46,Mauvais
1260770,Saint-Alexandre  rue,Viger Ouest  avenue,De La Gauchetière Ouest  rue,90,Ville-Marie,2018-08-12,49,Moyen,9.41,Très mauvais
1260771,Saint-Alexandre  rue,De La Gauchetière Ouest  rue,Dowd  rue,90,Ville-Marie,2018-08-12,85,Excellent,4.12,Moyen
1260772,Saint-Alexandre  rue,Dowd  rue,Carmichael  rue,59,Ville-Marie,2018-08-12,80,Bon,4.24,Moyen
1260773,Saint-Alexandre  rue,Carmichael  rue,René-Lévesque Ouest  boulevard,34,Ville-Marie,2018-08-12,58,Moyen,4.43,Moyen
1380939,Saint-Alexis  rue,de l'Hôpital  rue,Notre-Dame Ouest  rue,31,Ville-Marie,2018-08-19,55,Moyen,12.88,Très mauvais
1380974,Saint-Antoine Est  rue,Wolfe  rue,Montcalm  rue,61,Ville-Marie,2018-07-15,94,Excellent,3.73,Bon
4004890,Saint-Antoine Est  rue,Amherst  rue,Wolfe  rue,61,Ville-Marie,2018-07-15,88,Bon,4.41,Moyen
4004800,Saint-Antoine Est  rue,Saint-Timothée  rue,Amherst  rue,64,Ville-Marie,2018-07-15,100,Excellent,3.72,Moyen
1380969,Saint-Antoine Est  rue,Berri  rue,Saint-Hubert  rue,109,Ville-Marie,2018-07-15,47,Mauvais,9.87,Très mauvais
4004852,Saint-Antoine Est  rue,Saint-Hubert  rue,Saint-Christophe  rue,71,Ville-Marie,2018-07-15,99,Excellent,2.84,Moyen
4004853,Saint-Antoine Est  rue,Saint-Christophe  rue,Saint-André  rue,65,Ville-Marie,2018-07-15,98,Excellent,1.93,Bon
