NO_ID_PRO,TITRE_PRODUCTION,REALISATEUR,ANNEE_PROD,PERIODE_DE,PERIODE_AU,NB_JOURTOURNAGEMONTREAL,NB_JOURTOURNAGEVIEUXMONTREAL,NO_TYPEPRODUCTION,NO_PROVENANCE,NOM_TYPEPRODUCTION,NOM_PROVENANCE 
25312,Banque Alimentaire du Québec,Maxime Giroux,2020,2020-05-06,2020-05-07,0,0,15,6,Message publicitaire,Canadienne
25313,Old Brewery Mission - Ça n'a rien changé,Vincent René-Lortie,2020,2020-05-11,2020-05-12,2,0,15,6,Message publicitaire,Canadienne
25314,Infoman saison 20,André Lavoie,2020,2019-08-14,2020-06-30,30,0,14,6,Télévision générale,Canadienne
25315,Le Bal MAMMOUTH,Patrice Ouimet,2020,2020-06-06,2020-06-15,5,0,14,6,Télévision générale,Canadienne
25316,DIVERSES PRODUCTIONS,,2020,2020-01-01,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25317,MAJ,Alexandre Sabourin,2020,2020-06-10,2020-12-31,20,0,27,6,Série web,Canadienne
25318,Bijoux de famille,Raphael Malo,2020,2020-07-27,2020-08-30,6,0,14,6,Télévision générale,Canadienne
25319,Rêver mieux,Khoa Le,2020,2020-06-14,2020-06-16,3,0,15,6,Message publicitaire,Canadienne
25320,L'avenir nous appartient,Jean-François Poisson,2020,2020-06-08,2021-02-11,31,0,14,6,Télévision générale,Canadienne
25321,Sucré salé S19,"Daniel Vigneault, Maxime Rivest",2020,2020-06-08,2020-08-31,40,0,14,6,Télévision générale,Canadienne
25322,Mais pourquoi S2,Jean-Philippe Pariseau,2020,2020-06-18,2020-09-01,10,0,14,6,Télévision générale,Canadienne
25323,Avant-Après II,Flavie Payette Renouf,2020,2020-06-17,2020-08-09,7,0,22,6,Documentaire,Canadienne
25324,DIVERS PHOTOGRAPHIES,DIVERS,2020,2020-06-22,2020-12-31,0,0,18,6,Photographie,Canadienne
25325,Reitmans Automne 2020,JS Denommé,2020,2020-06-22,2020-06-23,2,0,18,6,Photographie,Canadienne
25326,Tout pour la musique,Patrick Tremblay,2020,2020-06-23,2020-06-24,1,0,14,6,Télévision générale,Canadienne
25328,Célibataire à boutte,François Coulombe Giguère,2020,2020-06-19,2020-06-20,2,0,15,6,Message publicitaire,Canadienne
25329,Reitmans 2120-2,Geneviève Charbonneau,2020,2020-07-02,2020-07-03,2,0,18,6,Photographie,Canadienne
25330,Vanlab,Félix St-Jacques,2020,2020-01-30,2020-09-30,15,0,14,6,Télévision générale,Canadienne
25332,DIVERS PUBLICITÉ,DIVERS,2020,2020-06-17,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25333,FIFA,Heinrich Beisheim,2020,2020-06-22,2020-06-23,2,0,15,6,Message publicitaire,Canadienne
25334,Blank city,Damian Siqueiros,2020,2020-06-29,2020-06-29,1,0,20,6,Multimédia,Canadienne
25335,Montréal Complètement Cirque,Brigitte Poupart,2020,2020-06-27,2020-07-10,11,0,17,6,Vidéo,Canadienne
25336,La guerre des hold-ups,Félix Trépanier,2020,2020-07-06,2020-09-20,10,0,14,6,Télévision générale,Canadienne
25337,BBQ en boîte,Félix Trépanier,2020,2020-07-02,2020-08-07,10,0,14,6,Télévision générale,Canadienne
25338,Juste pour rire Les gags - Série XXI,"Benoit Gagnon, Dagnan Taylor, Yan Vallières, etc.",2020,2020-08-03,2020-10-02,101,0,14,6,Télévision générale,Canadienne
25339,Les Oiseaux Ivres (Reshoot),Ivan Grbovic,2020,2020-06-26,2020-07-30,2,0,11,6,Long métrage,Canadienne
25340,Bulletin 3,Stéphane Rocheleau,2020,2020-07-03,2020-07-14,2,0,27,6,Série web,Canadienne
25341,Ça vaut le coût VIII,Divers,2020,2020-06-25,2021-02-28,30,0,14,6,Télévision générale,Canadienne
25342,Génial S11,Frédéric Nassif,2020,2020-06-01,2020-12-31,2,0,14,6,Télévision générale,Canadienne
25343,Je suis déménageur,Chantal Limoges,2020,2020-06-23,2020-10-31,14,0,14,6,Télévision générale,Canadienne
25344,Viens voir mes rénos! 2,Sébastien Chabot et Simone Leduc,2020,2020-07-07,2020-10-30,39,0,14,6,Télévision générale,Canadienne
25345,DIVERS,DIVERS,2020,2020-06-26,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25346,PHAC - Gouvernement du Canada,,2020,2020-06-28,2020-06-30,2,0,15,6,Message publicitaire,Canadienne
25347,Coup de food S6,Olivier Tétreault,2020,2020-07-03,2020-08-31,10,0,14,6,Télévision générale,Canadienne
25348,La canadienne FW 2020,Oumayma B. Tanfous,2020,2020-07-14,2020-07-14,0,1,15,6,Message publicitaire,Canadienne
25349,Bell Customer Service,Mélanie Charbonneau,2020,2020-07-13,2020-07-17,1,0,15,6,Message publicitaire,Canadienne
25350,DIVERS PUBLICITÉ,DIVERS,2020,2020-07-07,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25351,Fizz,TBC,2020,2020-07-07,2020-07-10,1,0,15,6,Message publicitaire,Canadienne
25352,La fabrique culturelle,Divers,2020,2020-06-18,2020-12-31,0,0,20,6,Multimédia,Canadienne
25353,KEBEC III,Stéphane Thibault,2020,2020-07-17,2020-12-15,19,0,14,6,Télévision générale,Canadienne
25354,Desjardins Assurances,Nicolas Monette,2020,2020-07-15,2020-07-15,1,0,15,6,Message publicitaire,Canadienne
25355,Le prochain stand-up,Daniel Vigneault,2020,2020-07-26,2020-10-07,16,0,14,6,Télévision générale,Canadienne
25356,39-45 en sol Canadien,"Sarah Fortin, Éric Morin",2020,2020-07-07,2020-10-31,30,0,14,6,Télévision générale,Canadienne
25357,McDonald Employer,Emanuel Hoss-Desmarais,2020,2020-07-21,2020-07-22,1,0,15,6,Message publicitaire,Canadienne
25358,QUARTIERS DANSES CAPTATIONS,13 réalisateurs,2020,2020-07-07,2020-09-01,18,0,16,6,Court métrage,Canadienne
25359,L'avant-match des foodies,Mathieu Bourbonnais,2020,2020-07-10,2020-07-10,12,0,14,6,Télévision générale,Canadienne
25360,Toute la vie S2,Jean-Philippe Duval,2020,2020-07-20,2020-12-23,95,0,13,6,Série télévisée,Canadienne
25361,SPORTIVES,Claudia Kedney-Bolduc,2020,2020-07-22,2020-08-31,1,0,27,6,Série web,Canadienne
25362,DIVERS,DIVERS,2020,2020-07-17,2020-12-31,0,0,18,6,Photographie,Canadienne
25363,Louis T. veut savoir + Anguille sous roche,Gabriel Allard,2020,2020-07-06,2020-09-30,18,0,14,6,Télévision générale,Canadienne
25364,2 sœurs et 1 duplex,Marc André Gauthier,2020,2020-06-11,2020-09-30,20,0,14,6,Télévision générale,Canadienne
25365,#TousContreUn,Sébastien Duguay,2020,2020-07-16,2020-07-18,2,0,28,6,Publicité web,Canadienne
25366,Sortez-moi de moi,Alexis Durant-Brault,2020,2020-11-01,2020-12-18,25,0,13,6,Série télévisée,Canadienne
25367,Kamik,,2020,2020-07-15,2020-07-16,2,0,18,6,Photographie,Canadienne
25368,GUERRIÈRES,Mariane McGraw,2020,2020-07-29,2020-08-03,3,0,22,6,Documentaire,Canadienne
25369,Goldfish,Catherine Therrien,2020,2020-07-20,2020-07-20,2,0,15,6,Message publicitaire,Canadienne
25370,DIVERS PUBLICITÉS,DIVERS,2020,2020-07-13,2020-07-13,0,0,15,6,Message publicitaire,Canadienne
25371,Couche-Tard OD,Émile Lavoie,2020,2020-07-28,2020-07-28,1,0,15,6,Message publicitaire,Canadienne
25372,Cordes raides,Marie-Josée Lévesque,2020,2020-08-02,2020-08-06,4,0,14,6,Télévision générale,Canadienne
25373,En studio,"Josiane Lamarre, Chloé Mercier",2020,2020-08-10,2020-11-14,27,0,14,6,Télévision générale,Canadienne
25374,Des familles comme les autres 2,Benoit Gignac,2020,2020-06-28,2020-09-28,15,0,14,6,Télévision générale,Canadienne
25375,Aldo - Love planet,,2020,2020-07-27,2020-07-29,2,0,15,6,Message publicitaire,Canadienne
25376,Trajectoires,Vanessa Boisset,2020,2020-07-06,2020-08-31,10,0,14,6,Télévision générale,Canadienne
25377,You may kiss the bridemaid,Caroline Labrèche,2020,2020-08-03,2020-08-28,2,0,11,6,Long métrage,Canadienne
25378,Discussion avec mes parents S3,Pascal L'Heureux,2020,2020-07-15,2020-09-15,36,0,13,6,Série télévisée,Canadienne
25379,Psycho bunny campagne automne 2020,Carlo Calope,2020,2020-07-17,2020-07-18,2,0,18,6,Photographie,Canadienne
25380,Bell Fibe,JF Asselin,2020,2020-07-29,2020-07-31,3,0,15,6,Message publicitaire,Canadienne
25381,Mikes,Nicolas Fransolet,2020,2020-08-19,2020-08-19,1,0,15,6,Message publicitaire,Canadienne
25382,Cette année-là S3,Maxime Bissonnette-Théôret,2020,2020-08-10,2021-03-04,7,0,14,6,Télévision générale,Canadienne
25383,(Reshoot) Montréal Girls,Patricia Chica,2020,2020-08-17,2020-09-25,5,0,11,6,Long métrage,Canadienne
25384,Tournage cinématographique - 6e,Olivier Picard,2020,2020-07-21,2020-07-21,1,0,11,6,Long métrage,Canadienne
25385,C'est juste de la TV 14,Stéphane Rocheleau,2020,2020-09-11,2021-03-26,23,0,14,6,Télévision générale,Canadienne
25386,Keytruda,Rudi Schwab,2020,2020-08-01,2020-08-06,5,0,15,6,Message publicitaire,Canadienne
25387,FLQ - La Traque,Guillaume Fortin,2020,2020-07-29,2020-07-31,2,0,22,6,Documentaire,Canadienne
25388,Rencontres nomades,Béatrice Pautel,2020,2020-08-01,2020-10-31,12,0,14,6,Télévision générale,Canadienne
25389,Faits divers S4,Stéphane Lapointe,2020,2020-08-11,2020-09-30,1,0,13,6,Série télévisée,Canadienne
25390,RW & CO Holiday,Andrew Soule,2020,2020-08-11,2020-08-11,1,0,18,6,Photographie,Canadienne
25391,Roast battle: Le grand duel S3,Luc Sirois,2020,2020-09-13,2020-09-21,5,0,14,6,Télévision générale,Canadienne
25392,Portrait-Robot,Alexis Durant-Brault,2020,2020-08-24,2020-11-14,55,0,13,6,Série télévisée,Canadienne
25393,Vox pop quix hybride,Jean-François Legentil,2020,2020-08-01,2020-08-01,1,0,15,6,Message publicitaire,Canadienne
25394,Maxi - Dans le panier,Jean-François Chagnon,2020,2020-08-19,2020-08-21,1,0,15,6,Message publicitaire,Canadienne
25395,Les pays d'en haut S6,Yan England,2020,2020-08-15,2020-10-09,20,0,13,6,Série télévisée,Canadienne
25396,C'est arrivé près de chez vous,Bernard Nadeau et Sébastien Godron,2020,2020-08-10,2021-01-24,40,0,14,6,Télévision générale,Canadienne
25397,Babysitter,Monia Chokri,2020,2020-08-19,2020-10-10,11,0,11,6,Long métrage,Canadienne
25398,Uniprix Proche de votre santé,William Fradette,2020,2020-08-13,2020-08-14,1,0,15,6,Message publicitaire,Canadienne
25399,Christmas ever again (reshoot de A Timeless Christmas),Pat Kiely,2020,2020-08-13,2020-09-05,2,0,12,6,Téléfilm,Canadienne
25400,Les appendices,Jean-François Chagnon,2020,2020-08-17,2020-09-03,9,0,27,6,Série web,Canadienne
25401,Prière de ne pas envoyer de fleurs S10,Luc Sirois,2020,2020-08-21,2021-01-29,14,0,14,6,Télévision générale,Canadienne
25402,L'aventure musicale Mixbus,Émilie Poirier,2020,2020-08-15,2020-08-16,1,0,20,6,Multimédia,Canadienne
25403,DIVERS,DIVERS,2020,2020-08-04,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25404,AITQ - Kéroul,,2020,2020-08-13,2020-08-16,0,0,18,6,Photographie,Canadienne
25405,Chasseurs d'étoiles,Jimmy Larouche,2020,2020-08-03,2020-08-13,2,0,14,6,Télévision générale,Canadienne
25406,Marks,Mélanie Charbonneau,2020,2020-08-28,2020-08-31,1,0,15,6,Message publicitaire,Canadienne
25407,La bière du coin,Benjamin Lussier,2020,2020-08-20,2020-08-20,1,0,15,6,Message publicitaire,Canadienne
25408,La Semaine - Le poids? Sans commentaires! 2020,Karah Stanworth-Belleville,2020,2020-08-26,2020-09-03,2,0,1,6,À déterminer,Canadienne
25409,DIVERS,DIVERS,2020,2020-08-10,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25410,Vivace - Campagne 2020,Éric Robillard et Christophe Sauvé,2020,2020-09-13,2020-09-13,2,0,15,6,Message publicitaire,Canadienne
25411,One of a kind love,Philippe Lupien,2020,2020-08-30,2020-09-24,3,0,11,6,Long métrage,Canadienne
25412,DEFROST,Kelly Taylor,2020,2020-08-20,2020-08-21,2,0,18,6,Photographie,Canadienne
25413,DIVERS PUBLICITÉ,DIVERS,2020,2020-08-14,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25414,SAAQ,Olivier La bonté Lemoyne,2020,2020-08-20,2020-08-21,2,0,15,6,Message publicitaire,Canadienne
25415,DIVERS PHOTO,DIVERS,2020,2020-08-14,2020-12-31,0,0,18,6,Photographie,Canadienne
25416,Elle et Lui,Gabriel Bergeron,2020,2020-08-19,2020-08-19,1,0,14,6,Télévision générale,Canadienne
25417,Campagne Hiver 2021 Reitman's,,2020,2020-08-23,2020-08-29,4,0,18,6,Photographie,Canadienne
25418,OPPO,Simon Duhamel,2020,2020-08-15,2020-08-21,6,0,17,6,Vidéo,Canadienne
25419,Naître et Grandir -  Fondation André et Lucie Chagnon,Olivier Staub,2020,2020-08-19,2020-08-19,1,0,15,6,Message publicitaire,Canadienne
25421,McDonald Wop,Emanuel Hoss Desmarais,2020,2020-08-18,2020-08-19,2,0,15,1,Message publicitaire,À déterminer
25422,Combien vaut cette maison 3,Sébastien Chabot,2020,2020-08-26,2020-10-15,18,0,14,6,Télévision générale,Canadienne
25423,La Tour,"Jill Niquet-Joyal, Mathieu Gadbois",2020,2020-08-27,2021-04-30,90,0,14,6,Télévision générale,Canadienne
25424,La rentrée du 107.3 ROUGE,Paul Ducharme,2020,2020-09-03,2020-09-03,0,0,15,6,Message publicitaire,Canadienne
25425,Seasoned with Love,Claude Desrosiers,2020,2020-08-31,2020-09-25,4,0,12,6,Téléfilm,Canadienne
25426,CRCQ Le Cinéma vous manque,Maxime Giroux,2020,2020-08-28,2020-08-28,1,0,15,6,Message publicitaire,Canadienne
25427,Dynamite Clothing,Ronni Selet,2020,2020-08-26,2020-08-26,0,1,20,6,Multimédia,Canadienne
25428,La grande traversée poétique,Alexandre Turgeon-Dalpé,2020,2020-08-28,2020-08-30,3,0,20,6,Multimédia,Canadienne
25429,Arrive en campagne S6,Pierre Gagnon,2020,2020-08-29,2020-11-02,7,0,14,6,Télévision générale,Canadienne
25430,VolksWagen,Edith Jorish,2020,2020-09-01,2020-09-02,1,0,15,6,Message publicitaire,Canadienne
25431,Les aventures du pharmachien S5,Simon Lamontagne,2020,2020-08-26,2021-04-30,20,0,14,6,Télévision générale,Canadienne
25432,DIVERS,,2020,2020-08-27,2020-12-31,0,0,15,1,Message publicitaire,À déterminer
25433,Sunlife,Thibault Duvernay,2020,2020-09-03,2020-09-04,1,0,15,6,Message publicitaire,Canadienne
25434,Belle et Bum 18,Maxime Bissonnette-Théôret,2020,2020-09-09,2021-03-05,10,0,14,6,Télévision générale,Canadienne
25435,La magie des stars S4,Sébastien Hurtubise,2020,2020-09-14,2021-04-30,6,0,14,6,Télévision générale,Canadienne
25436,99 raisons d'aimer,"Maxime rivest, Alexis Martin",2020,2020-09-17,2020-10-17,16,0,14,6,Télévision générale,Canadienne
25437,Décor en vedette,Rémy Ouellet,2020,2020-07-10,2021-01-29,26,0,14,6,Télévision générale,Canadienne
25438,Les Moments Parfaits,François Bégin,2020,2020-09-20,2020-11-16,25,0,13,6,Série télévisée,Canadienne
25439,L'Œil du Cyclone,Alain chicoine et Julie Hogue,2020,2020-09-23,2020-12-15,38,0,13,6,Série télévisée,Canadienne
25440,Les beaux malaises 2.0 (LMB5),Robin Aubert,2020,2020-09-14,2020-11-26,20,0,13,6,Série télévisée,Canadienne
25441,La maison bleue 2,Ricardo Trogi,2020,2020-09-28,2020-11-15,30,0,13,6,Série télévisée,Canadienne
25442,Au revoir le bonheur,Kent Scott,2020,2020-09-28,2020-12-04,9,0,11,6,Long métrage,Canadienne
25443,Tout recommencer,Will Prosper,2020,2020-09-06,2020-09-06,2,0,17,6,Vidéo,Canadienne
25444,DIVERS,,2020,2020-09-04,2020-12-31,0,0,18,6,Photographie,Canadienne
25445,DIVERS PHOTO,,2020,2020-09-08,2020-09-09,0,2,18,1,Photographie,À déterminer
25446,SYSCO - DU BONHEUR EN QUANTITÉ,Virginie Gosselin,2020,2020-09-07,2020-09-08,0,0,18,6,Photographie,Canadienne
25447,Bell,Nicolas Monette,2020,2020-09-11,2020-09-12,1,0,15,6,Message publicitaire,Canadienne
25448,FTQ,Philippe Grenier,2020,2020-09-02,2020-09-03,2,0,15,6,Message publicitaire,Canadienne
25449,Cochon dingue S5,Sébastien Hurtubise,2020,2020-07-03,2021-02-28,45,0,14,6,Télévision générale,Canadienne
25450,La cordonnière,François Bouvier,2020,2020-10-03,2020-10-07,2,0,11,6,Long métrage,Canadienne
25452,Dream Pit,Moeinreza Motallebi,2020,2020-09-19,2020-09-20,2,0,16,6,Court métrage,Canadienne
25453,As gouda as it gets,Anne DeLean,2020,2020-09-28,2020-10-23,3,0,11,6,Long métrage,Canadienne
25454,Face aux monstres 2,Mariane McGraw,2020,2020-08-15,2020-09-15,7,0,22,6,Documentaire,Canadienne
25455,Sysco,Maxim Giroux,2020,2020-09-13,2020-09-14,2,0,15,6,Message publicitaire,Canadienne
25456,Contre-Offre,Martin Roy,2020,2020-08-16,2020-10-19,3,1,13,6,Série télévisée,Canadienne
25457,Légendaire,Patrick Antoniewicks,2020,2020-09-11,2020-09-11,1,0,20,6,Multimédia,Canadienne
25458,Back to Rock,Loïc Darse,2020,2020-09-13,2020-09-15,3,0,20,6,Multimédia,Canadienne
25459,Si on s'aimait II,Dominic Robert,2020,2020-09-29,2021-04-09,25,0,14,6,Télévision générale,Canadienne
25460,Les Pères séparés,Daniel Gervais,2020,2020-10-03,2020-10-04,2,0,15,6,Message publicitaire,Canadienne
25461,BMO,Ricardo Trogi,2020,2020-09-16,2020-09-18,3,0,15,6,Message publicitaire,Canadienne
25462,Sérieux - Saison 2,Stéphane Rocheleau,2020,2020-09-15,2020-11-14,16,0,14,6,Télévision générale,Canadienne
25463,Sur ta rue,Chantal Limoges &Sylvio Jacques,2020,2020-09-02,2020-11-05,20,0,22,6,Documentaire,Canadienne
25464,Divers publicité,,2020,2020-09-16,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25465,100% Vrai,Claude Doyon,2020,2020-09-25,2020-09-26,2,0,15,6,Message publicitaire,Canadienne
25466,Skip The Dishes,Jean-François Asselin,2020,2020-09-28,2020-09-28,0,0,15,6,Message publicitaire,Canadienne
25467,L'entrevue,David Gauthier,2020,2020-09-16,2020-11-13,16,0,22,6,Documentaire,Canadienne
25468,Curateur Public du Québec- Petite révolution,Guillaume Beaudoin,2020,2020-09-19,2020-09-25,3,0,15,6,Message publicitaire,Canadienne
25470,Kamik,Pierre manning,2020,2020-09-26,2020-09-27,1,0,18,6,Photographie,Canadienne
25471,Les soirées cartes blanches 2020,Daniel Vigneault,2020,2020-09-27,2020-10-04,5,0,14,6,Télévision générale,Canadienne
25472,Loto-Québec,Nicolas Monnette,2020,2020-09-24,2020-09-25,3,0,15,6,Message publicitaire,Canadienne
25473,M'entends-tu ? - Saison 3,Guillaume Lonergan,2020,2020-10-01,2020-11-27,32,0,14,6,Télévision générale,Canadienne
25474,Trail Blazer,Charles Burroughs,2020,2020-09-27,2020-09-27,2,0,15,6,Message publicitaire,Canadienne
25475,Une journée inoubliable,Dani Jniedi,2020,2020-09-26,2020-09-28,0,3,22,6,Documentaire,Canadienne
25476,DIVERS,DIVERS,2020,2020-09-25,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25477,Amex_Air Canada,a venir,2020,2020-10-08,2020-10-09,0,2,18,6,Photographie,Canadienne
25478,Photographie,,2020,2020-09-25,2020-12-31,20,0,18,6,Photographie,Canadienne
25479,HDRI shoot,Bikas Panigrahi,2020,2020-09-29,2020-10-18,20,0,18,6,Photographie,Canadienne
25480,Photographie,,2020,2020-09-25,2020-12-31,0,0,18,6,Photographie,Canadienne
25481,Aldo,,2020,2020-09-30,2020-10-02,3,1,18,6,Photographie,Canadienne
25482,Rétroviseur 5,Marisol Aubé,2020,2020-10-13,2020-10-15,3,0,14,6,Télévision générale,Canadienne
25483,Banque TD,À confirmer,2020,2020-10-05,2020-10-05,1,0,15,6,Message publicitaire,Canadienne
25484,Linda Lemay,Éric Morin,2020,2020-09-29,2020-10-01,2,0,17,6,Vidéo,Canadienne
25485,Women's Health,Yannis Davy,2020,2020-10-01,2020-10-02,1,0,18,6,Photographie,Canadienne
25486,Bonsoir Bonsoir 3,,2020,2020-09-30,2020-12-31,0,0,14,6,Télévision générale,Canadienne
25487,L'adaptation,Karina Marceau,2020,2020-10-08,2020-10-20,2,0,22,6,Documentaire,Canadienne
25488,Photographie,,2020,2020-10-09,2020-12-31,0,0,18,1,Photographie,À déterminer
25489,Énergir,Véronique Lacharité,2020,2020-10-08,2020-10-09,2,0,18,6,Photographie,Canadienne
25490,Fool Me Once,David Noiseux,2020,2020-10-13,2020-10-18,6,0,16,6,Court métrage,Canadienne
25491,La Ville d'un rêve,Annabel Loyola,2020,2020-10-08,2020-10-10,25,3,22,6,Documentaire,Canadienne
25492,Au Nord D'Albany,Marianne Farley,2020,2020-10-07,2020-11-21,8,0,11,6,Long métrage,Canadienne
25493,The republic of Sarah,Kat Candler et autres à confirmer,2020,2020-10-18,2021-04-05,8,0,13,7,Série télévisée,Etrangère
25494,Bête noire,Sophie Deraspe,2020,2020-09-19,2020-11-22,6,0,13,6,Série télévisée,Canadienne
25495,Projet VR pour BCTQ,Francis Gélinas,2020,2020-10-08,2020-10-30,5,4,20,6,Multimédia,Canadienne
25496,Ode à la folie,Marie Carpentier,2020,2020-10-13,2020-11-30,4,0,22,6,Documentaire,Canadienne
25497,PHAC,Guillaume de Fontenay,2020,2020-10-14,2020-10-16,1,0,15,6,Message publicitaire,Canadienne
25498,Moonfall,Roland Emmerich,2020,2020-10-21,2021-01-29,45,0,11,7,Long métrage,Etrangère
25499,L'escroc,Jean-François Poisson,2020,2020-10-01,2021-03-31,15,0,14,6,Télévision générale,Canadienne
25500,Publicité web,Daniel Libman,2020,2020-10-09,2020-10-17,2,0,28,6,Publicité web,Canadienne
25502,Photoshoot Hydra,,2020,2020-10-22,2020-10-22,1,0,18,6,Photographie,Canadienne
25504,Reitman's printemps 2021,,2020,2020-11-03,2020-11-05,3,0,18,1,Photographie,À déterminer
25505,SP20-1211_DEFACTO,Benjamin Lussier,2020,2020-10-14,2020-10-14,1,0,15,6,Message publicitaire,Canadienne
25507,DIVERS PUBLICITÉS,,2020,2020-10-13,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25508,PHAC,Guillaume De Fontenay,2020,2020-10-13,2020-10-16,1,0,15,6,Message publicitaire,Canadienne
25509,Bell 5G,Jean-François Asselin,2020,2020-10-17,2020-10-19,1,0,15,6,Message publicitaire,Canadienne
25510,Cupids on Beacon street,Pat Kiely,2020,2020-10-26,2020-11-20,16,0,11,6,Long métrage,Canadienne
