Date,BDN_MR,BDN_VER,BDN_STE,BDN_COUV,fetes87,fetes56,fetes57,7180A_Gatineau_-_Parc_Sanscartier,Sens_IN,Sens_OUT,Tubes_-_9409,9409_Channel_1_IN,9409_Channel_2_OUT,Tubes_-_9410,9410_Channel_1_IN,9410_Channel_2_OUT,Aberdeen_2_-_9410,Aberdeen_2_IN,Aberdeen_2_OUT,Pont_Noir_-_9409,Pont_Noir_-_9409_IN,Pont_Noir_-_9409_OUT,YPI16080391,Sentier_de_l'ile_-_9409,Sentier_de_l'ile_-_9409_IN_-_VERS_HULL,Sentier_de_l'ile_-_9409_OUT_-_VERS_ST-ReDEMPTEUR,Allumetières_-_9410,VERS_ST_ReDEMPTEUR,VERS_HULL,Portageurs_-_9410,Portageurs_IN,Portageurs_OUT,Parc_de_Gatineau_-_Gamelin_9409,Gamelin_VERS_AYLMER,Gamelin_VERS_HULL,Sentier_des_Pionniers_-_9410,IN_-_VERS_HULL,OUT_-_VERS_AYLMER,Sentier_des_Voyageurs,IN_-_VERS_AYLMER,OUT_-_VERS_HULL
2012-03-14,1,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-15,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-16,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-17,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-18,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-19,0,2,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-20,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-21,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-22,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-23,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-24,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-25,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-26,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-27,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-28,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-29,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-30,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-01,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-02,1,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-03,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-04,1,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-05,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-06,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-07,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-08,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-09,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-10,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-11,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-12,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-13,1,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-14,0,0,1,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-15,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-16,1,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-17,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-18,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-19,0,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-20,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-21,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-22,0,0,0,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-23,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-24,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-25,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-26,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-27,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-28,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-29,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-30,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-01,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-02,0,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-03,0,0,0,11,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-04,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-05,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-06,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-07,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-08,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-09,1,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-10,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-11,0,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-12,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-13,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-14,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-15,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-16,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-17,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-18,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-19,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-20,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-21,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-22,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-23,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-24,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-25,9,21,24,13,,808,6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-26,0,0,0,0,,816,13695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-27,0,0,0,0,,151,3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-28,1,0,1,1,,987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-29,0,0,0,0,,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-30,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-01,0,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-02,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-03,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-04,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-07,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-08,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-09,0,0,0,6240,,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-10,0,0,6,7716,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-11,0,1,2,2,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-12,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-13,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-14,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-15,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-16,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-17,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-18,1,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-19,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-20,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-21,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-22,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-23,3,9,5341,7427,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-24,0,0,31,87,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-25,0,1,0,54,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-26,0,0,0,9,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-27,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-28,0,0,0,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-29,0,0,1146,18,,1260,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,0,0,3636,2124,,1043,2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-01,0,0,3197,1350,,968,2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-02,2,3,1029,79,,657,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-03,1,1,37,3,,58,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-04,0,0,0,50,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-05,1,0,0,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-06,0,0,0,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-07,0,0,0,161,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-08,0,0,0,2740,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-09,0,0,0,13018,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-10,0,0,0,290,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-11,0,0,0,331,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-12,0,0,2360,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-13,1,0,3427,16,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-14,0,0,3557,21,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-15,0,0,3480,241,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-16,0,0,0,123,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-17,0,0,0,512,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-18,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-19,0,0,0,48,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-20,0,0,0,378,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-21,0,0,0,833,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-22,0,0,0,41,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-23,0,0,0,152,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-24,0,0,0,118,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-25,0,0,0,11,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-26,0,0,0,102,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-27,1,0,0,17,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-28,0,0,0,88,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-29,0,0,0,127,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-30,0,0,0,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-31,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-01,0,0,0,705,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-02,0,0,0,2497,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-03,0,0,0,256,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-04,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-05,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-06,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-07,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-08,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-09,0,0,0,0,,0,4944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-10,0,0,0,0,,0,4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-11,1,1,0,1,,0,3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-12,0,0,0,0,,0,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-13,0,1,0,0,,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-14,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-15,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-16,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-17,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-18,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-19,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-20,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-21,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-22,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-23,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-24,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-25,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
