ï»¿NOCIVIQUE,MUNICIPALITE,ORIENTATION,NOM_VOIE,LIEN_VOIE,TYPE_VOIE,ADRESSE,XNAD83MTM6,YNAD83MTM6,GEOM,ID
100,10043,,Pulpe,de la,Chemin,"100, chemin de la Pulpe",226889.14487500023,5364271.6076,Point,103
100,10043,,Pointes,des,Chemin,"100, chemin des Pointes",228705.3766999999,5361831.8378,Point,104
100,10043,Est,Grand-MacpÃ¨s,du,Chemin,"100, chemin du Grand-MacpÃ¨s Est",235497.25930000003,5357769.2962,Point,105
100,10043,,Lac-Linda,du,Chemin,"100, chemin du Lac-Linda",229320.44830000028,5358651.884,Point,106
100,10043,Ouest,Sommet,du,Chemin,"100, chemin du Sommet Ouest",230514.82650000043,5366517.5735,Point,107
100,10043,,Santerre, ,Route,"100, route Santerre",217611.51130000036,5362538.7184,Point,108
100,10043,,Adolphe-Tremblay, ,Rue,"100, rue Adolphe-Tremblay",230083.5706000002,5366775.0655000005,Point,109
100,10043,,ClÃ©mence-DesRochers, ,Rue,"100, rue ClÃ©mence-DesRochers",230724.81659999955,5367418.4419,Point,110
100,10043,,Couillard, ,Rue,"100, rue Couillard",229505.39549999963,5369380.373,Point,111
100,10043,,Elmire-Roy, ,Rue,"100, rue Elmire-Roy",229909.0173000004,5368139.0834,Point,112
100,10043,,Fernand-Seguin, ,Rue,"100, rue Fernand-Seguin",230706.28220000025,5368023.931299999,Point,113
100,10043,,Frontenac, ,Rue,"100, rue Frontenac",232233.017,5361963.895300001,Point,114
100,10043,,Julien-RÃ©hel, ,Rue,"100, rue Julien-RÃ©hel",229295.78509999998,5369162.218599999,Point,115
100,10043,,Robert-Joncas, ,Rue,"100, rue Robert-Joncas",229795.82749999966,5366937.2422,Point,116
100,10043,Ouest,Saint-Germain, ,Rue,"100, rue Saint-Germain Ouest",228428.60149999987,5368399.2775,Point,117
100,10043,,Saint-Louis, ,Rue,"100, rue Saint-Louis",228495.0795,5368381.359999999,Point,118
100,10043,,Sainte-Marie, ,Rue,"100, rue Sainte-Marie",228566.1239,5368246.314099999,Point,119
100,10043,,Sainte-ThÃ©rÃ¨se, ,Rue,"100, rue Sainte-ThÃ©rÃ¨se",228491.6294999998,5368319.3079,Point,120
100,10043,,Sainte-CÃ©cile-du-Bic,de,Rue,"100, rue de Sainte-CÃ©cile-du-Bic",215717.06209999975,5360145.1434,Point,121
100,10043,Ouest,ÃvÃªchÃ©,de l',Rue,"100, rue de l'ÃvÃªchÃ© Ouest",228778.14099999983,5368035.832800001,Point,122
100,10043,,Charente,de la,Rue,"100, rue de la Charente",230249.82440000027,5366623.9471,Point,123
100,10043,,Normandie,de la,Rue,"100, rue de la Normandie",230141.60919999983,5366730.1032,Point,124
100,10043,,Paix,de la,Rue,"100, rue de la Paix",230443.57440000027,5367840.1655,Point,125
100,10043,,Touraine,de la,Rue,"100, rue de la Touraine",230198.43039999995,5366680.203600001,Point,126
100,10043,,Ateliers,des,Rue,"100, rue des Ateliers",230293.67339999974,5370400.1008,Point,127
100,10043,,Leclerc,des,Rue,"100, rue des Leclerc",215915.46129999962,5360126.203,Point,128
100,10043,,Poitou,du,Rue,"100, rue du Poitou",230304.1933000004,5366525.545,Point,129
100,10043,,SÃ©jour,du,Rue,"100, rue du SÃ©jour",224074.03560000006,5366594.2666,Point,130
1000,10043,,Saint-Germain, ,Boulevard,"1000, boulevard Saint-Germain",223070.73589999974,5365462.325999999,Point,131
1000,10043,,Sainte-Odile, ,Chemin,"1000, chemin Sainte-Odile",231513.48290000018,5362872.397299999,Point,132
1000,10043,,Plage,de la,Rue,"1000, rue de la Plage",223004.9978,5365597.932700001,Point,133
1000,10043,,Phare,du,Rue,"1000, rue du Phare",233121.80200000014,5375820.0262,Point,134
1001,10043,,Saint-Germain, ,Boulevard,"1001, boulevard Saint-Germain",223054.21700000018,5365430.619899999,Point,135
1001,10043,,Pointes,des,Chemin,"1001, chemin des Pointes",229306.87930000015,5357117.9399999995,Point,136
1002,10043,,RÃ©anne,du,Rue,"1002, rue du RÃ©anne",233983.61629999988,5375010.4888,Point,137
1003,10043,,RÃ©anne,du,Rue,"1003, rue du RÃ©anne",233992.74000000022,5375001.917199999,Point,138
1004,10043,,Saint-Germain, ,Boulevard,"1004, boulevard Saint-Germain",223030.87380000018,5365441.343599999,Point,139
1004,10043,,Plage,de la,Rue,"1004, rue de la Plage",222953.26109999977,5365568.8758000005,Point,140
1004,10043,,VÃ©tÃ©rans,des,Rue,"1004, rue des VÃ©tÃ©rans",234218.72580000013,5374654.3793,Point,141
1005,10043,,Saint-Germain, ,Boulevard,"1005, boulevard Saint-Germain",223039.06290000025,5365420.7137,Point,142
1005,10043,,VÃ©tÃ©rans,des,Rue,"1005, rue des VÃ©tÃ©rans",234230.66640000045,5374641.4494,Point,143
1006,10043,,Saint-Germain, ,Boulevard,"1006, boulevard Saint-Germain",223009.98230000027,5365428.3127999995,Point,144
1007,10043,,Saint-Germain, ,Boulevard,"1007, boulevard Saint-Germain",223004.4450000003,5365399.339400001,Point,145
1007,10043,,VÃ©tÃ©rans,des,Rue,"1007, rue des VÃ©tÃ©rans",234245.23680000007,5374656.038899999,Point,146
1007,10043,,Parc,du,Rue,"1007, rue du Parc",233776.33359999955,5375195.1118,Point,147
1007,10043,,RÃ©anne,du,Rue,"1007, rue du RÃ©anne",234012.72130000032,5375022.909600001,Point,148
1008,10043,,Plage,de la,Rue,"1008, rue de la Plage",222926.8936999999,5365552.4275,Point,149
1009,10043,,VÃ©tÃ©rans,des,Rue,"1009, rue des VÃ©tÃ©rans",234258.85250000004,5374670.4176,Point,150
1009,10043,,RÃ©anne,du,Rue,"1009, rue du RÃ©anne",234008.53830000013,5375018.6732,Point,151
101,10043,Est,2e Rue, ,,"101, 2e Rue Est",229873.42509999964,5368193.720799999,Point,152
101,10043,Ouest,3e Rang, ,Rang,"101, 3e Rang Ouest",233765.83889999986,5353771.0046,Point,153
101,10043,,Rouleau, ,Avenue,"101, avenue Rouleau",228323.4813000001,5368201.0079,Point,154
101,10043,,Saint-ValÃ©rien,de,Avenue,"101, avenue de Saint-ValÃ©rien",215756.63289999962,5359201.9036,Point,155
101,10043,,Vallon,du,Avenue,"101, avenue du Vallon",217923.45779999997,5360863.357899999,Point,156
101,10043,,Saint-Joseph, ,Chemin,"101, chemin Saint-Joseph",233092.21160000004,5358070.5561999995,Point,157
101,10043,,Saint-LÃ©on, ,Chemin,"101, chemin Saint-LÃ©on",229379.22140000015,5360449.3445,Point,158
101,10043,,Rang-Double,du,Chemin,"101, chemin du Rang-Double",240179.00710000005,5359202.406300001,Point,159
101,10043,,Pionniers,des,Route,"101, route des Pionniers",232302.74459999986,5362120.193600001,Point,160
101,10043,,ClÃ©mence-DesRochers, ,Rue,"101, rue ClÃ©mence-DesRochers",230734.0407999996,5367409.902000001,Point,161
101,10043,,Frontenac, ,Rue,"101, rue Frontenac",232241.47080000024,5361973.246099999,Point,162
101,10043,,Lavoie, ,Rue,"101, rue Lavoie",228199.48379999958,5368097.791999999,Point,163
101,10043,Ouest,Saint-Germain, ,Rue,"101, rue Saint-Germain Ouest",228416.4263000004,5368373.9431,Point,164
101,10043,Ouest,Saint-Jean-Baptiste, ,Rue,"101, rue Saint-Jean-Baptiste Ouest",228831.06219999958,5367962.896199999,Point,165
101,10043,,Saint-Louis, ,Rue,"101, rue Saint-Louis",228483.08710000012,5368377.4252,Point,166
101,10043,,Saint-Pierre, ,Rue,"101, rue Saint-Pierre",229211.0201000003,5368710.0371,Point,167
101,10043,,Sainte-ThÃ©rÃ¨se, ,Rue,"101, rue Sainte-ThÃ©rÃ¨se",228489.2583999997,5368309.060900001,Point,168
101,10043,,Sainte-CÃ©cile-du-Bic,de,Rue,"101, rue de Sainte-CÃ©cile-du-Bic",215667.48259999976,5360111.4871,Point,169
101,10043,Ouest,ÃvÃªchÃ©,de l',Rue,"101, rue de l'ÃvÃªchÃ© Ouest",228789.2910000002,5368028.91,Point,170
101,10043,,Charente,de la,Rue,"101, rue de la Charente",230258.03359999973,5366613.8191,Point,171
101,10043,,SÃ©jour,du,Rue,"101, rue du SÃ©jour",224048.71719999984,5366604.9548,Point,172
1010,10043,,Saint-Germain, ,Boulevard,"1010, boulevard Saint-Germain",222993.14020000026,5365416.6865,Point,173
1010,10043,,Sainte-Odile, ,Chemin,"1010, chemin Sainte-Odile",231592.70830000006,5362796.414899999,Point,174
1010,10043,,VÃ©tÃ©rans,des,Rue,"1010, rue des VÃ©tÃ©rans",234246.57799999975,5374683.009,Point,175
1010,10043,,RÃ©anne,du,Rue,"1010, rue du RÃ©anne",234009.0094999997,5375036.1877999995,Point,176
1011,10043,,Sainte-Odile, ,Chemin,"1011, chemin Sainte-Odile",231575.75439999998,5362781.5802,Point,177
1012,10043,,VÃ©tÃ©rans,des,Rue,"1012, rue des VÃ©tÃ©rans",234292.35989999957,5374734.530200001,Point,178
1013,10043,,VÃ©tÃ©rans,des,Rue,"1013, rue des VÃ©tÃ©rans",234304.84869999997,5374716.100199999,Point,179
1013,10043,,NV-Le Sable,du,Rue,"1013, rue du NV-Le Sable",233970.59059999976,5375090.5239,Point,180
1013,10043,,Parc,du,Rue,"1013, rue du Parc",233773.23199999984,5375218.3289,Point,181
1014,10043,,Saint-Germain, ,Boulevard,"1014, boulevard Saint-Germain",222962.90500000026,5365396.1185,Point,182
1014,10043,,NV-Le Sable,du,Rue,"1014, rue du NV-Le Sable",233943.4950000001,5375077.380799999,Point,183
1015,10043,,Saint-Germain, ,Boulevard,"1015, boulevard Saint-Germain",222971.18209999986,5365376.888499999,Point,184
1015,10043,,Sainte-Anne, ,Boulevard,"1015, boulevard Sainte-Anne",233834.96279999986,5375190.849300001,Point,185
1015,10043,,VÃ©tÃ©rans,des,Rue,"1015, rue des VÃ©tÃ©rans",234322.44060000032,5374734.6565000005,Point,186
1015,10043,,RÃ©anne,du,Rue,"1015, rue du RÃ©anne",234023.45849999972,5375033.515000001,Point,187
1016,10043,,Plage,de la,Rue,"1016, rue de la Plage",222903.32039999962,5365538.2016,Point,188
1017,10043,,VÃ©tÃ©rans,des,Rue,"1017, rue des VÃ©tÃ©rans",234334.358,5374747.227299999,Point,189
1018,10043,,Saint-Germain, ,Boulevard,"1018, boulevard Saint-Germain",222927.89439999964,5365372.616,Point,190
1018,10043,,Plage,de la,Rue,"1018, rue de la Plage",222875.01779999956,5365521.478599999,Point,191
1019,10043,,Saint-Germain, ,Boulevard,"1019, boulevard Saint-Germain",222940.34590000007,5365356.0754,Point,192
1019,10043,,VÃ©tÃ©rans,des,Rue,"1019, rue des VÃ©tÃ©rans",234353.5410000002,5374767.461999999,Point,193
1019,10043,,NV-Le Sable,du,Rue,"1019, rue du NV-Le Sable",233999.50609999988,5375116.4099,Point,194
1019,10043,,Parc,du,Rue,"1019, rue du Parc",233769.86629999988,5375246.6645,Point,195
102,10043,Ouest,3e Rang, ,Rang,"102, 3e Rang Ouest",233745.2742999997,5353765.9212,Point,196
102,10043,,Rouleau, ,Avenue,"102, avenue Rouleau",228326.2991000004,5368213.3105,Point,197
102,10043,,RiviÃ¨re,de la,Boulevard,"102, boulevard de la RiviÃ¨re",228043.64319999982,5367886.8564,Point,198
102,10043,,Joseph-Bernier, ,Chemin,"102, chemin Joseph-Bernier",218833.1152999997,5362695.2214,Point,199
102,10043,,Saint-Joseph, ,Chemin,"102, chemin Saint-Joseph",233097.51150000002,5358091.934900001,Point,200
102,10043,,Saint-LÃ©on, ,Chemin,"102, chemin Saint-LÃ©on",229383.4057,5360444.3115,Point,201
102,10043,,Val-Neigette,de,Chemin,"102, chemin de Val-Neigette",232624.03550000023,5359283.4264,Point,202
102,10043,Est,Seigneurie,de la,Chemin,"102, chemin de la Seigneurie Est",233428.23419999983,5362177.729900001,Point,203
102,10043,Ouest,Grand-MacpÃ¨s,du,Chemin,"102, chemin du Grand-MacpÃ¨s Ouest",234518.6069,5356647.6515,Point,204
102,10043,,Lac-Linda,du,Chemin,"102, chemin du Lac-Linda",229306.44510000013,5358641.503699999,Point,205
102,10043,,D'Auteuil, ,Rue,"102, rue D'Auteuil",229826.60890000034,5369809.826099999,Point,206
102,10043,,Desjardins, ,Rue,"102, rue Desjardins",229873.23620000016,5369870.777000001,Point,207
102,10043,,Elmire-Roy, ,Rue,"102, rue Elmire-Roy",229918.82870000042,5368149.1896,Point,208
102,10043,,Fernand-Seguin, ,Rue,"102, rue Fernand-Seguin",230695.99509999994,5368014.3364,Point,209
102,10043,,Hubert-Gagnon, ,Rue,"102, rue Hubert-Gagnon",228536.21600000001,5362303.4958999995,Point,210
102,10043,,Lavoie, ,Rue,"102, rue Lavoie",228219.9782999996,5368088.2563000005,Point,211
102,10043,,Robert-Joncas, ,Rue,"102, rue Robert-Joncas",229791.87079999968,5366941.0426,Point,212
102,10043,Est,Saint-Germain, ,Rue,"102, rue Saint-Germain Est",229040.48620000016,5368736.965600001,Point,213
102,10043,Ouest,Saint-Germain, ,Rue,"102, rue Saint-Germain Ouest",228426.15189999994,5368398.1121,Point,214
102,10043,,Saint-Pierre, ,Rue,"102, rue Saint-Pierre",229196.19049999956,5368712.922599999,Point,215
102,10043,,Sainte-Marie, ,Rue,"102, rue Sainte-Marie",228552.65770000033,5368234.106000001,Point,216
102,10043,,Sainte-ThÃ©rÃ¨se, ,Rue,"102, rue Sainte-ThÃ©rÃ¨se",228495.72539999988,5368322.482799999,Point,217
102,10043,,Picardie,de la,Rue,"102, rue de la Picardie",230414.47539999988,5366443.8837,Point,218
102,10043,,PinÃ¨de,de la,Rue,"102, rue de la PinÃ¨de",229258.37170000002,5361543.055199999,Point,219
1020,10043,,Sainte-Odile, ,Chemin,"1020, chemin Sainte-Odile",231619.02720000036,5362770.7347,Point,220
1020,10043,,Plage,de la,Rue,"1020, rue de la Plage",222857.3898,5365510.8212,Point,221
1020,10043,,Parc,du,Rue,"1020, rue du Parc",233761.21690000035,5375247.3806,Point,222
1021,10043,,Saint-Germain, ,Boulevard,"1021, boulevard Saint-Germain",222906.85560000036,5365335.879899999,Point,223
1021,10043,,Sainte-Anne, ,Boulevard,"1021, boulevard Sainte-Anne",233849.06089999992,5375240.3334,Point,224
1021,10043,,Sainte-Odile, ,Chemin,"1021, chemin Sainte-Odile",231616.98110000044,5362740.8083,Point,225
1021,10043,,Jalobert,du,Rue,"1021, rue du Jalobert",234170.6791000003,5374951.519200001,Point,226
1021,10043,,Parc,du,Rue,"1021, rue du Parc",233771.17789999954,5375234.2579,Point,227
1022,10043,,Saint-Germain, ,Boulevard,"1022, boulevard Saint-Germain",222891.0438000001,5365346.3486,Point,228
1022,10043,,Sainte-Anne, ,Boulevard,"1022, boulevard Sainte-Anne",233829.86340000015,5375245.346999999,Point,229
1022,10043,,Plage,de la,Rue,"1022, rue de la Plage",222832.43439999968,5365495.259199999,Point,230
1023,10043,,Saint-Germain, ,Boulevard,"1023, boulevard Saint-Germain",222887.38480000012,5365319.913799999,Point,231
1023,10043,,Parc,du,Rue,"1023, rue du Parc",233770.6947999997,5375239.414899999,Point,232
1024,10043,,Saint-Germain, ,Boulevard,"1024, boulevard Saint-Germain",222865.2034,5365328.1536,Point,233
1024,10043,,Parc,du,Rue,"1024, rue du Parc",233757.4637000002,5375274.158500001,Point,234
1025,10043,,Sainte-Anne, ,Boulevard,"1025, boulevard Sainte-Anne",233853.49170000013,5375261.7585,Point,235
1025,10043,,Jalobert,du,Rue,"1025, rue du Jalobert",234191.517,5374974.578600001,Point,236
1025,10043,,Parc,du,Rue,"1025, rue du Parc",233768.91860000044,5375254.3584,Point,237
1025,10043,,Phare,du,Rue,"1025, rue du Phare",233244.76379999984,5375873.685799999,Point,238
1026,10043,,Saint-Germain, ,Boulevard,"1026, boulevard Saint-Germain",222831.4994000001,5365301.0688000005,Point,239
1026,10043,,Sainte-Anne, ,Boulevard,"1026, boulevard Sainte-Anne",233839.39780000038,5375309.458699999,Point,240
1026,10043,,Sainte-Odile, ,Chemin,"1026, chemin Sainte-Odile",231660.70990000013,5362729.819800001,Point,241
1026,10043,,Plage,de la,Rue,"1026, rue de la Plage",222821.0839999998,5365488.887399999,Point,242
1026,10043,,Parc,du,Rue,"1026, rue du Parc",233757.78000000026,5375269.439300001,Point,243
1027,10043,,Sainte-Anne, ,Boulevard,"1027, boulevard Sainte-Anne",233856.59970000014,5375284.5605999995,Point,244
