caseid,mode,q1a,q1b,q2,age5,q3a,q3b,classc,q4,q4t,q4a,q5,qquot_m1,qquot_m2,qquot_m3,q6,q7,q7t_m1,q7t_m2,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,nbq10,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,nbq11,q12,q13,q14a,q14b,q14c,q14d,q14e,q14f,q14g,q14h,q14i,nbq14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,nbq15,q16,q17,q18,q19,q20,q21,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q22h,q22i,q22j,q22k,q22k_o,nbq22,q23a,q23b,q23c,q25a,q25b,q25c,q25d,q25e,q25f,q26a,q26b,q26c,q26d,q26e,q26f,q26g,q27a,q27b,q27c,q27d,q27e,q27f,nbq27,q28a,q28b,q28c,q28d,q28e,q28f,nbq28,q29,q30,q31,q32,q3132_m1,q3132_m2,q3132_m3,q33,q34,q35,poids
89556,1,1,13,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,9,9,9,9,9,2,9,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,1,2,2,2,9,9,2,2,2,9,9,2,2,,0,4,9,9,5,5,5,5,5,5,1,2,3,2,9,9,3,1,1,1,1,2,9,4,2,2,2,2,,,0,2,4,,,,,,2,2,5,"0,166312828660011"
89714,1,1,3,4,3,2,3,3,1,2,,4,2,6,,3,2,3,10,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,3,4,4,2,3,3,2,1,2,2,2,2,2,2,2,2,2,,1,5,3,9,5,5,5,5,5,5,3,2,2,3,3,3,3,2,1,1,1,2,1,4,,2,2,2,,2,0,2,4,8,1,1,3,,2,2,5,"0,631904900074005"
89800,1,1,11,5,4,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,3,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,2,4,4,4,5,3,3,3,2,2,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,,,,,,2,2,7,"0,567191660404205"
89801,1,1,9,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,97,0,4,5,9,5,5,4,4,5,5,2,2,2,3,2,2,3,2,2,1,2,2,1,2,,,2,,,2,0,1,4,4,1,1,3,,2,2,2,"0,298472553491592"
90185,1,1,2,4,3,2,3,3,2,3,,4,2,6,,4,2,3,10,3,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,2,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,5,5,5,4,4,5,5,2,2,1,2,2,3,3,2,2,1,1,2,2,2,,,2,1,,,1,2,4,8,2,4,,,2,2,3,"0,28148353099823"
90210,1,1,10,5,4,2,3,3,1,2,,4,2,6,,4,2,3,10,4,1,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,,3,1,3,4,5,4,5,4,3,5,2,3,2,3,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,3,19,1,1,3,,2,2,7,"0,38138023018837"
90250,1,1,16,3,2,2,3,3,1,2,,2,2,6,,4,2,3,10,3,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,2,2,1,2,2,1,2,2,2,2,1,1,97,3,4,3,4,5,5,5,5,4,5,2,2,1,2,2,2,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,2,2,4,,,1,2,4,"0,544717907905579"
90311,1,1,8,6,5,2,3,3,1,2,,4,2,6,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,,0,3,9,5,5,4,4,4,5,5,2,3,2,3,9,3,3,1,1,2,1,2,1,4,2,2,,2,,2,0,2,2,,1,1,3,,2,1,2,"1,80141580104828"
90419,1,1,19,4,3,1,3,2,,1,,,1,,,3,2,3,10,4,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,3,1,2,3,2,1,2,1,2,2,2,2,1,2,2,,3,4,3,3,5,5,5,5,3,5,2,2,1,3,3,3,2,2,1,2,2,2,2,1,,2,,,,,0,2,4,,,,,,1,2,4,"0,6025470495224"
90527,1,1,3,3,2,2,3,3,1,2,,1,2,3,4,3,97,8,,3,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,5,1,2,2,2,2,1,2,1,1,5,3,1,5,4,4,4,2,1,1,1,1,2,2,1,1,1,2,,7,5,5,5,3,5,5,5,3,5,1,3,1,3,3,3,3,1,1,1,1,1,2,5,2,1,2,1,1,,3,1,4,22,1,1,3,,1,2,6,"1,55559420585632"
90983,1,1,19,6,5,2,3,3,1,2,,4,2,6,,1,,1,11,0,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,4,8,2,,,,,,,,,,,,,,,,,,,,,2,4,3,2,1,2,2,1,1,2,2,2,1,2,1,2,1,97,4,1,1,2,2,3,4,3,5,3,3,3,2,3,3,3,2,1,1,1,1,2,1,5,2,2,2,2,,2,0,1,1,,2,4,,,1,2,2,"3,72607111930847"
91888,1,1,9,3,2,2,3,3,1,2,,4,2,6,,8,97,8,,4,1,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,3,3,2,1,2,2,2,1,2,2,2,2,2,9,2,2,2,,1,4,4,9,5,5,5,5,5,3,2,3,1,3,3,3,3,2,1,1,1,2,1,4,,2,2,2,,2,0,2,4,15,1,1,3,,1,2,7,"0,561447501182556"
91970,1,1,19,3,2,2,3,3,1,2,,4,2,6,,3,2,3,10,2,2,1,2,2,2,1,1,3,1,1,2,1,1,1,1,1,2,7,1,2,,,,,,,,,,,,,,,,,,,,,1,3,4,3,3,2,2,1,1,2,1,2,1,2,1,1,2,,6,1,4,4,3,2,3,2,2,2,2,2,1,3,3,3,1,1,2,2,1,2,2,2,2,,,2,,,0,1,4,1,1,1,2,3,1,2,4,"1,04703211784363"
92278,1,1,10,4,3,2,3,3,1,2,,4,2,6,,4,1,2,11,3,1,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,3,4,3,2,2,2,9,9,2,9,9,9,9,1,9,9,1,97,1,9,9,9,2,5,1,5,5,1,2,3,3,3,3,3,3,1,1,1,1,2,1,5,2,2,2,2,,2,0,1,4,15,1,1,3,,9,2,4,"1,03018319606781"
92429,1,1,3,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,,0,4,3,9,3,9,5,3,4,9,1,2,2,3,3,3,3,2,1,1,2,2,1,3,,2,2,,,2,0,2,4,,,,,,2,2,2,"0,20799320936203"
92525,1,1,1,7,5,2,3,3,2,3,,4,2,6,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,9,4,9,9,9,9,9,9,9,3,3,3,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,3,2,2,4,,,1,2,2,"0,49577134847641"
92619,1,1,3,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,5,5,5,5,5,5,3,2,2,3,3,2,3,2,2,2,2,2,2,0,,,,,,,0,2,4,8,2,4,,,2,2,99,"0,561915099620819"
93286,1,1,2,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,9,9,2,3,5,5,2,5,3,3,2,3,2,3,3,1,1,1,1,2,1,5,2,2,2,2,,2,0,1,4,4,2,4,,,2,2,4,"0,266680896282196"
93447,1,1,2,5,4,1,3,2,,1,,,1,,,2,4,5,10,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,5,2,,,,,,,,,,,,,,,,,,,,,4,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,4,4,5,4,5,4,4,5,3,3,3,2,3,2,2,2,2,2,1,2,2,1,,,,1,,,1,0,3,,,,,,2,2,99,"0,252028852701187"
93611,1,1,10,4,3,2,3,3,1,2,,4,2,6,,1,,1,11,4,2,2,2,2,2,2,2,0,2,2,2,2,1,1,2,2,2,2,5,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,1,4,3,3,4,3,3,3,3,2,3,2,2,2,2,2,1,2,1,2,2,2,2,1,,2,,,,1,1,3,1,2,1,2,,1,2,2,"1,01658356189728"
93745,1,1,6,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,9,4,5,5,5,5,5,1,1,2,2,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,1,1,1,2,3,2,2,6,"0,248283833265305"
93832,1,1,14,5,4,2,3,3,1,2,,4,2,6,,4,2,3,10,3,1,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,1,4,2,4,1,1,2,1,2,1,2,2,2,2,2,2,1,97,2,5,5,9,5,5,5,5,5,5,1,2,1,2,2,3,2,1,1,1,1,1,2,5,2,2,2,2,2,,0,2,3,1,1,1,2,3,2,2,3,"0,251898646354675"
94473,1,1,2,7,5,1,1,1,,1,,,1,,,1,,1,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,9,5,4,5,4,5,5,1,1,1,2,2,3,2,2,1,1,1,2,2,3,,2,2,2,,,0,1,4,,,,,,2,2,3,"0,140497595071793"
94583,1,1,3,5,4,1,1,1,,1,,,1,,,4,2,3,10,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,4,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,1,1,1,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,4,5,5,5,5,5,2,2,1,2,2,2,1,1,1,1,1,1,2,5,2,2,2,2,2,,0,2,3,,,,,,2,2,7,"0,402101516723633"
95034,1,1,10,5,4,2,3,3,1,2,,4,2,6,,2,6,7,10,4,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,1,4,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,,3,5,3,4,4,5,5,5,5,3,2,3,1,3,3,2,2,1,1,1,1,2,1,5,1,2,2,2,,1,2,2,4,10,1,1,3,,1,2,3,"0,575490534305573"
95550,1,1,18,6,5,1,1,1,,1,,,1,,,1,,1,11,1,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,5,3,4,5,3,5,5,1,1,1,1,1,3,2,2,2,2,2,2,1,1,,,,,,2,0,2,4,,,,,,2,2,99,"0,227437660098076"
95837,1,1,6,7,5,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,5,5,5,5,5,5,5,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,,,,,,0,2,4,,,,,,2,2,3,"0,39475953578949"
96266,1,1,19,7,5,1,3,2,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,9,9,1,1,1,9,1,9,3,3,3,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,2,,,,,,2,98,2,"0,96045583486557"
96388,1,1,4,5,4,1,1,1,,1,,,1,,,3,2,3,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,4,4,4,4,4,4,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,0,,,,,,,0,2,3,,,,,,1,2,99,"0,655151188373566"
96531,1,1,19,2,1,2,3,3,1,2,,4,2,6,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,1,1,1,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,4,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,1,3,3,4,4,5,5,5,4,5,3,3,2,3,3,3,3,2,2,2,1,2,2,1,,,,2,,,0,2,4,1,1,1,2,3,2,1,4,"0,879523754119873"
97107,1,1,7,2,1,1,1,1,,1,,,1,,,1,,1,11,1,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,,4,4,4,3,5,5,5,5,5,5,3,2,2,3,3,3,1,2,1,2,1,2,1,3,,2,,2,,2,0,2,4,,,,,,2,2,7,"1,19973993301392"
97223,1,1,2,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,1,2,2,2,2,2,2,2,0,2,2,2,1,1,2,1,2,2,3,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,5,9,4,5,4,5,5,3,3,3,3,3,3,2,2,2,1,2,2,2,2,1,,2,,,,,0,1,1,,2,4,,,2,2,2,"1,65609395503998"
97455,1,1,3,6,5,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,4,3,3,3,3,9,2,3,3,3,2,3,2,2,1,1,1,1,2,4,,2,2,2,2,,0,2,4,,,,,,2,2,4,"0,20799320936203"
97457,1,1,17,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,5,5,5,5,5,5,2,3,3,3,9,3,3,1,2,2,2,2,2,1,2,,,,,,0,2,1,,,,,,2,2,1,"0,993253588676453"
97477,1,1,10,5,4,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,5,5,5,5,5,5,3,3,3,2,3,3,2,1,1,1,2,1,1,5,2,2,2,,2,2,0,1,3,,,,,,2,2,4,"0,630337953567505"
97644,1,1,10,7,5,2,3,3,1,2,,4,2,6,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,4,4,4,4,4,3,3,3,2,3,3,3,2,1,2,2,1,2,2,,2,,,2,,0,1,1,,2,4,,,1,2,2,"2,27262997627258"
97969,1,1,12,5,4,2,3,3,1,2,,4,2,6,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,3,5,5,5,5,5,4,2,3,3,2,3,3,2,1,1,2,1,2,2,3,2,2,,2,,,0,2,3,1,1,1,2,3,2,2,3,"0,60907781124115"
98164,1,1,14,7,5,1,1,1,,1,,,1,,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,1,2,2,2,2,2,2,2,2,2,2,9,2,,0,4,4,5,5,4,5,3,4,5,2,2,1,2,3,2,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,3,,,,,,2,2,2,"0,304758161306381"
98253,1,1,15,5,4,1,1,1,,1,,,1,,,3,2,3,10,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,,1,9,5,9,5,4,2,3,5,2,3,3,2,2,3,3,2,2,2,2,2,2,1,1,,,,,,2,0,2,4,,,,,,2,2,5,"0,490585774183273"
98274,1,1,18,5,4,2,3,3,2,3,,3,2,3,5,4,2,3,10,3,2,2,2,2,2,2,2,0,2,2,2,2,1,1,1,2,1,4,2,1,2,2,2,2,2,1,1,1,1,4,1,9,1,2,9,1,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,5,5,5,4,5,9,5,1,1,1,3,3,3,3,1,1,2,2,2,2,2,2,1,,,,,1,2,2,,2,4,,,2,2,99,"2,51105046272278"
98350,1,1,16,1,1,2,3,3,1,2,,4,2,6,,3,4,5,10,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,6,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,1,4,5,4,2,4,3,3,4,5,3,3,3,3,3,3,3,2,2,1,1,2,1,3,,,2,2,,2,0,2,4,1,1,1,2,3,2,2,4,"0,424476325511932"
98373,1,1,13,6,5,2,3,3,1,2,,4,2,6,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,,2,1,9,4,5,5,5,5,5,5,3,2,3,2,3,3,2,1,1,2,1,1,2,4,2,2,,2,2,,0,1,1,,1,1,3,,1,2,2,"2,50933885574341"
98537,1,1,9,5,4,1,2,2,,1,,,1,,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,,1,5,5,5,5,5,5,5,5,5,2,3,2,2,3,3,2,1,1,1,1,2,2,4,2,2,2,2,,,0,2,2,,,,,,2,2,7,"1,61483204364777"
98649,1,1,1,6,5,2,3,3,1,2,,4,2,6,,2,1,2,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,2,1,5,1,5,5,2,1,1,2,1,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,3,12,2,4,,,2,2,2,"0,49577134847641"
98810,1,1,14,6,5,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,5,5,5,5,5,5,1,2,2,2,2,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,,,,,,2,2,3,"0,190478146076202"
98823,1,1,5,5,4,1,2,2,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,5,4,5,3,4,5,3,2,1,1,2,3,1,2,1,1,1,1,1,5,,2,2,2,2,2,0,1,4,,,,,,2,2,5,"1,21688520908356"
99148,1,1,5,5,4,2,3,3,1,2,,4,2,6,,5,2,3,10,4,1,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,4,5,5,5,5,5,5,2,2,1,2,1,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,4,2,4,,,1,2,7,"0,711082696914673"
99234,1,1,17,4,3,2,3,3,1,2,,4,2,6,,4,2,3,10,3,2,1,2,2,1,2,1,3,1,1,1,2,1,2,1,2,1,6,3,2,,,,,,,,,,,,,,,,,,,,,3,4,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,,1,5,2,5,3,1,1,1,5,5,3,3,1,2,3,2,1,1,1,2,1,2,1,4,2,2,,2,,2,0,2,3,1,1,1,2,3,1,2,2,"0,366307705640793"
100228,1,1,9,5,4,2,3,3,1,2,,4,2,6,,5,2,3,10,4,1,,,,,,,,,,,,,,,,,,8,1,2,2,2,1,2,1,1,2,2,3,1,1,2,2,2,1,9,1,1,3,2,4,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,,3,3,4,4,3,5,4,5,5,2,2,2,2,2,2,3,2,1,1,1,1,1,1,6,2,2,2,1,2,2,1,1,4,99,1,1,3,,9,2,99,"0,378041207790375"
100465,1,1,13,5,4,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,5,4,3,3,5,5,3,2,2,2,2,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,2,,,,,,2,2,6,"1,74280619621277"
100756,1,1,19,7,5,2,3,3,1,2,,4,2,6,,2,4,5,10,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,9,4,9,3,4,1,4,4,3,3,2,2,3,3,3,2,1,2,2,2,2,1,2,2,,,,,2,0,2,3,1,2,1,2,,2,2,1,"0,373217284679413"
100833,1,1,9,5,4,2,3,3,1,2,,4,2,6,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,9,2,5,5,5,5,5,1,2,1,2,1,3,3,2,2,2,2,2,2,0,,,,,,,0,1,3,18,1,1,3,,2,2,4,"0,555486142635345"
100846,1,1,2,7,5,2,3,3,2,3,,4,2,6,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,1,2,9,2,1,9,9,1,1,2,,4,5,5,3,3,2,5,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,,,,,,,0,0,1,,2,4,,,9,2,1,"1,55439591407776"
101095,1,1,9,5,4,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,4,3,2,2,2,2,2,2,2,2,9,2,2,2,,0,5,5,5,3,5,4,5,5,3,3,3,1,2,3,3,2,2,2,2,2,2,2,0,,,,,,,0,1,4,,,,,,2,2,6,"0,567892789840698"
101321,1,1,13,4,3,2,3,3,1,2,,4,2,6,,3,2,3,10,4,1,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,,4,3,5,9,5,5,5,5,5,5,1,1,1,2,3,2,2,1,1,2,1,1,1,5,2,2,,2,2,2,0,2,4,2,1,1,3,,1,2,5,"0,426511704921722"
101384,1,1,6,2,1,2,3,3,1,2,,4,2,6,,3,2,3,10,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,5,3,4,5,5,5,4,2,2,1,3,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,1,2,1,2,,2,2,7,"0,260401427745819"
101770,1,1,19,7,5,2,3,3,1,2,,4,2,6,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,2,5,5,5,5,5,5,3,3,2,3,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,3,18,1,1,3,,1,2,2,"0,592091977596283"
101817,1,1,9,5,4,1,1,1,,1,,,1,,,4,2,3,10,4,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,5,4,4,5,4,5,1,1,1,2,1,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,4,,,,,,2,2,5,"0,38137885928154"
101881,1,1,9,7,5,1,1,1,,1,,,1,,,1,,1,11,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,9,4,5,5,5,5,5,2,2,1,2,3,2,2,2,1,2,2,1,2,2,,2,,,2,,0,2,4,,,,,,2,2,2,"0,154100090265274"
101882,1,1,13,3,2,2,3,3,2,3,,3,2,3,5,1,,1,11,2,1,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,1,2,1,3,1,1,1,1,2,1,2,1,1,2,3,2,1,2,3,1,2,1,2,2,2,2,2,2,2,2,2,,1,5,4,4,4,5,5,5,5,5,2,3,1,3,3,3,1,1,1,1,1,2,1,5,1,2,2,2,,2,1,2,4,1,1,1,2,3,1,2,5,"0,760108351707459"
102189,1,1,1,1,1,1,3,2,,1,,,1,,,3,4,5,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,3,4,5,4,5,5,3,1,3,2,3,3,3,3,2,1,1,1,2,1,4,,2,2,2,,2,0,2,4,,,,,,2,2,6,"0,68385660648346"
102976,1,1,16,6,5,1,3,2,,1,,,1,,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,9,3,3,5,3,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,5,,2,2,2,2,2,0,2,4,,,,,,2,2,3,"0,271863222122192"
103070,1,1,2,7,5,1,1,1,,1,,,1,,,2,1,2,11,4,2,2,2,2,2,2,2,0,2,9,2,2,2,2,2,9,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,1,2,1,2,2,2,2,2,2,1,9,2,,2,4,3,4,3,4,4,4,5,4,2,9,1,2,3,3,1,1,1,2,2,2,2,2,2,2,,,,,0,1,2,,,,,,1,2,3,"0,550762414932251"
