NoBI,XNAD83MTM6,YNAD83MTM6,DESIGNA,CODELIEN,VOIE,MARQUEB,NBSORTIE1,NBSORTIE2,NBFILETPC,DIAMCOND,DEBITAQ,CLASSENFBA,MUNICIPALITE,GEOM
3008,233777.18699999992,5358458.5370000005,ROUTE,DES,PIONNIERS,Daigle D-67M,3,0,0,0,0,Classe AA,10043,Point
3019,233773.85900000017,5358521.831,RUE,,ÉPIPHANE-LEPAGE,Daigle D-67M,2,1,7,200,0,Classe AA,10043,Point
3007,233687.79342500027,5358538.382300001,ROUTE,DES,PIONNIERS,Daigle D-63,3,0,0,0,0,Classe AA,10043,Point
3006,233631.64800000004,5358588.173,ROUTE,DES,PIONNIERS,Sentinel,2,0,0,0,0,Classe AA,10043,Point
3014,233665.31300000008,5358656.147,CHEMIN,,SAINT-GERARD,Daigle Concord Premier,3,0,0,0,0,Classe AA,10043,Point
3021,233870.88100000005,5358577.903999999,RUE,,SAINT-ALPHONSE,Canada valve,0,0,0,0,0,,10043,Point
3032,233490.578125,5358547.196325,CHEMIN,,SAINT-JOSEPH,Daigle D-63,3,0,0,0,0,Classe AA,10043,Point
3029,233368.2929999996,5358628.103,RUE,,ADELARD-DUBE,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
3030,233263.68099999987,5358723.448000001,RUE,,ADELARD-DUBE,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
3031,233223.23422500025,5358760.400450001,RUE,,ADELARD-DUBE,Daigle D-67M,2,0,0,0,0,Classe A,10043,Point
3003,233413.31597500015,5358832.734200001,ROUTE,DES,PIONNIERS,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
3004,233478.7792999996,5358728.750724999,ROUTE,DES,PIONNIERS,Daigle D-67M,3,0,0,0,0,Classe AA,10043,Point
3012,233557.99124999996,5358826.542625001,RUE,,BRISSON,Daigle D-63,2,0,0,0,0,Classe AA,10043,Point
3013,233657.41199999955,5358747.715,RUE,,BRISSON,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
3015,233736.54567500018,5358732.708550001,CHEMIN,,SAINT-GERARD,Daigle D-63,2,0,0,0,0,Classe AA,10043,Point
3016,233836.53299999982,5358822.063999999,CHEMIN,,SAINT-GERARD,Daigle D-63,2,0,0,0,0,Classe C,10043,Point
3017,233904.60900000017,5358906.494999999,CHEMIN,,SAINT-GERARD,Daigle D-63,2,0,0,0,0,Classe B,10043,Point
3018,233982.48072499968,5358984.389325,CHEMIN,,SAINT-GERARD,Daigle D-63,2,0,0,0,0,Classe B,10043,Point
3002,233382.91899999976,5358953.959000001,ROUTE,DES,PIONNIERS,Daigle D-63,2,0,0,0,0,Classe AA,10043,Point
3001,233347.1509999996,5359103.983999999,ROUTE,DES,PIONNIERS,Daigle D-67,2,0,0,0,0,Classe A,10043,Point
3000,233299.1969999997,5359289.375,ROUTE,DES,PIONNIERS,Drolet 500,2,0,0,0,0,Classe A,10043,Point
1027,230931.12954999972,5368540.76275,RUE,,FERNAND-DUMONT,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1030,231000.73737499956,5368447.921949999,RUE,,FERNAND-DUMONT,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1031,230950.2904749997,5368364.690950001,RUE,,GEORGES-HENRI-LEVESQUE,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1029,230869.55924999993,5368363.93605,RUE,,GEORGES-HENRI-LEVESQUE,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1028,230915.84052500036,5368440.656825,RUE,,GEORGES-HENRI-LEVESQUE,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1026,230838.735475,5368550.0503,RUE,,LOUIS-BÉRUBÉ,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1025,230655.0064249998,5368472.134199999,BOULEVARD,,ARTHUR-BUIES EST,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1024,230751.1501000002,5368567.229149999,BOULEVARD,,ARTHUR-BUIES EST,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1032,231058.61765000038,5368307.516875001,RUE,,FERNAND-DUMONT,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1034,231150.50215000007,5368329.0622499995,AVENUE,,LEONIDAS SUD,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1033,231094.56367500033,5368457.459899999,AVENUE,,LEONIDAS SUD,Daigle D-67M (Concorde),2,1,7,6,0,Classe AA,10043,Point
1035,230974.18407499976,5368199.797425,AVENUE,,BELZILE,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1040,228026.1369500002,5365984.212974999,RUE,DES,MORILLES,Daigle D-67M (Concorde),2,1,7,6,0,Classe AA,10043,Point
1041,228188.29662500042,5366004.0998,RUE,DES,MORILLES,Daigle D-67M (Concorde),2,1,7,6,0,Classe AA,10043,Point
1042,228072.87325000018,5366070.142650001,RUE,DES,COLLYBIES,Daigle D-67M (Concorde),2,1,7,6,1900,Classe AA,10043,Point
1023,230864.6458999999,5368654.3574250005,BOULEVARD,,ARTHUR-BUIES EST,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1047,231492.0753250001,5369934.159624999,AVENUE,DU,HAVRE,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1036,230454.64250000007,5367501.999675,RUE,DE LA,PAIX,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1037,230358.32097500004,5367615.961549999,RUE,DE LA,PAIX,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1038,230414.7220750004,5367725.549825,RUE,DE LA,PAIX,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
1039,230445.11597499996,5367848.7587749995,RUE,DE LA,PAIX,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
0305,227503.35117499996,5366270.225974999,RUE,,TESSIER,Daigle D-67M (Concorde),2,1,7,6,0,Classe B,10043,Point
0304,227591.436675,5366363.698000001,RUE,,TESSIER,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
0139,229345.4709999999,5368485.08165,RUE,,SAINT-JEAN-BAPTISTE EST,Canada valve Century,2,1,7,6,0,Classe A,10043,Point
1044,231351.48560000025,5368623.241625,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Daigle D-67M (Concorde),2,1,7,6,0,Classe AA,10043,Point
1043,227850.75069999974,5366962.958625,,,PARC BEAUSEJOUR,Daigle D-67M (Concorde),2,1,7,6,0,Classe C,10043,Point
1022,230519.68314999994,5367533.276175,RUE,DE LA,BONNE-ENTENTE,Canada valve Century,2,1,0,6,0,Classe AA,10043,Point
1048,230463.1637749998,5367600.472375,RUE,DE L',AMITIE,Canada valve Century,2,1,0,0,0,Classe AA,10043,Point
1049,230487.7229749998,5367710.904200001,RUE,DE L',AMITIE,Canada valve Century,2,1,0,0,0,Classe AA,10043,Point
1045,230548.50019999966,5367678.12765,RUE,DE LA,BONNE-ENTENTE,Canada valve Century,2,1,0,0,0,Classe AA,10043,Point
1046,230532.4935750002,5367785.9004,RUE,DE LA,BONNE-ENTENTE,Canada valve Century,2,1,0,0,0,Classe AA,10043,Point
1061,231392.59227500018,5368873.098375,BOULEVARD,,ARTHUR-BUIES EST,Canada valve Century,2,1,7,150,0,,10043,Point
0500,224165.48447499983,5365584.712825,RUE,DES,SAPINS,Canron C-61,2,0,7,6,0,Classe AA,10043,Point
0288,228235.4575749999,5366932.822275,RUE,,TESSIER,Canron CT,2,0,7,6,0,Classe AA,10043,Point
1050,230552.41242500022,5367887.4076000005,AVENUE,,BELZILE,Canada valve Century,2,1,0,0,0,Classe AA,10043,Point
1051,230668.8350250004,5367906.412450001,AVENUE,,BELZILE,Canada valve Century,2,1,0,0,0,Classe AA,10043,Point
1052,230639.10785000026,5367804.81185,RUE,,GILLES-VIGNEAULT,Canada valve,2,1,0,0,0,Classe AA,10043,Point
1053,230635.42459999956,5367675.218350001,RUE,,GILLES-VIGNEAULT,Canada valve Century,2,1,0,0,0,Classe AA,10043,Point
1054,230664.41530000046,5367546.439525001,RUE,,GILLES-VIGNEAULT,Canada valve,2,1,0,0,0,Classe AA,10043,Point
1060,229855.00600000005,5368202.48065,RUE,,2E EST,Canada valve Century,2,1,7,150,0,,10043,Point
1057,228986.47429999989,5368635.285475001,RUE,,SAINT-PAUL,Canada valve Century,2,1,7,150,0,,10043,Point
0054,229168.26707500033,5368532.69655,RUE,,LEPAGE,Canada valve Century,2,1,7,150,1000,Classe B,10043,Point
2500,232066.60974999983,5372657.367875,AVENUE,DES,PLUVIERS,Daigle D-67M (Concorde),2,1,0,0,0,Classe C,10043,Point
1059,223937.2446750002,5366172.37355,RUE,DU,ROCHER-BLANC,Daigle D-67M (Concorde),2,1,7,150,0,Classe C,10043,Point
1055,227762.09365000017,5366031.028175,RUE,DES,MORILLES,Daigle D-67M (Concorde),2,1,0,150,0,Classe C,10043,Point
1056,227732.45862499997,5365967.632975001,RUE,DES,MORILLES,Daigle D-67M (Concorde),2,1,0,150,0,Classe C,10043,Point
1058,229250.40892499965,5367541.277325001,RUE,,2E OUEST,Daigle Concord Premier,0,0,0,0,0,Classe C,10043,Point
1069,230746.33437499963,5367974.2941,AVENUE,,BELZILE,Daigle D-67M (Concorde),2,2,7,0,0,,10043,Point
1070,230836.28165000025,5368060.312000001,AVENUE,,BELZILE,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1071,230915.35109999962,5368140.84595,AVENUE,,BELZILE,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1072,230886.7430999996,5368232.409174999,RUE,,PASCAL-PARENT,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1073,230812.22840000037,5368306.25485,RUE,,PASCAL-PARENT,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1064,230822.62757499982,5367923.17245,RUE,,FELIX-LECLERC,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1063,230729.00050000008,5367817.543400001,RUE,,FELIX-LECLERC,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1062,230712.6350999996,5367662.879125001,RUE,,FELIX-LECLERC,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1066,230849.70287500042,5367621.424799999,RUE,,PAULINE-JULIEN,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1065,230804.37797500007,5367711.7498,RUE,,RAOUL-ROY,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1067,230880.7380499998,5367720.722549999,RUE,,PAULINE-JULIEN,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1068,230840.8351499997,5367830.972275,RUE,,PAULINE-JULIEN,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1074,230699.2120749997,5368347.4878,RUE,,LEON-DION,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
3037,233182.22942500003,5358209.482674999,CHEMIN,,SAINT-JOSEPH,Daigle D-67M (Concorde),2,1,7,150,0,Classe C,10043,Point
4013,216436.6950000003,5360506.538000001,RUE,,MAURICE-THIBAULT,Drolet 400,2,0,0,0,0,,10043,Point
4012,216431.69900000002,5360400.664999999,RUE,,ADRIEN-BRETON,Daigle D-67,0,0,0,0,0,Classe C,10043,Point
4011,216355.4589999998,5360521.130000001,RUE,,ADRIEN-BRETON,Canron C-61,0,0,0,0,0,,10043,Point
4010,216323.6200000001,5360402.755999999,RUE,,VICTORIA-REGIS,Drolet 400,0,0,0,0,0,,10043,Point
4009,216425.87799999956,5360308.527000001,RUE,,VICTORIA-REGIS,Drolet 400,0,0,0,0,0,,10043,Point
4001,216372.63499999978,5360026.529999999,RUE,,MARIE-LAURE-BEAUPRE,Drolet 400,0,0,0,0,0,,10043,Point
4003,216220.39015000034,5360025.363025,RUE,,MARIE-BELLAVANCE,Drolet 400,0,0,0,0,0,,10043,Point
4005,216175.15797500033,5360233.83195,RUE,DES,LECLERC,Canada valve,0,0,0,0,0,,10043,Point
4017,216042.47499999963,5360387.066,AVENUE,,SAINT-MICHEL,Canron C-61,2,1,0,0,0,,10043,Point
4008,216199.1900000004,5360342.024,RUE,,ALICE-ROCHEFORT,Drolet 400,0,0,0,0,0,,10043,Point
4007,216296.15600000042,5360248.18,RUE,,ALICE-ROCHEFORT,Drolet 400,0,0,0,0,0,,10043,Point
4006,216417.63200000022,5360129.744000001,RUE,,ALICE-ROCHEFORT,Drolet 400,0,0,0,0,0,,10043,Point
4002,216532.00600000005,5360204.477,RUE,,VICTORIA-REGIS,Drolet 400,0,0,0,0,0,,10043,Point
4004,216053.62200000044,5360142.751,RUE,DES,LECLERC,Drolet 400,0,0,0,0,0,,10043,Point
4018,215944.60749999993,5360095.316175001,RUE,DES,LECLERC,Drolet 400,2,0,0,0,0,,10043,Point
4019,215812.93637499958,5360063.248575,RUE,,AURELE-GAMACHE,Drolet 400,2,1,0,0,0,,10043,Point
4020,215915.35400000028,5360209.209000001,RUE,,AURELE-GAMACHE,Drolet 400,2,1,0,0,0,,10043,Point
4021,215943.1679999996,5360308.869000001,RUE,DE,SAINTE-CECILE-DU-BIC,Canron C-61,2,1,0,0,0,classe C,10043,Point
4016,216161.78500000015,5360477.887,RUE,DE,SAINTE-CECILE-DU-BIC,Canron C-61,2,1,0,0,0,,10043,Point
4023,215799.1370000001,5360204.346999999,RUE,DE,SAINTE-CECILE-DU-BIC,Canada valve,2,1,0,0,0,,10043,Point
4025,215633.10699999984,5360108.778999999,RUE,DE,SAINTE-CECILE-DU-BIC,Canada valve,2,1,0,0,0,,10043,Point
4026,215596.8660000004,5360025.7190000005,RUE,DU,MONT-SAINT-LOUIS,Mc Avity,2,1,0,0,0,,10043,Point
4078,215460.84999999963,5360083.137,RUE,DE,SAINTE-CECILE-DU-BIC,Canada valve,2,1,0,0,0,,10043,Point
4027,215500.48625000007,5360011.0132,RUE,,J.-ADELARD-PARENT,Mc Avity,2,1,0,0,0,,10043,Point
4030,215468.04669999983,5359958.3123,AVENUE,DE L',ÉGLISE,Daigle Concord Premier,2,1,0,0,0,,10043,Point
4029,215364.59339999966,5360053.095175,AVENUE,DE L',ÉGLISE,Canada valve,2,1,0,0,0,,10043,Point
4032,215290.2087249998,5360025.0855,RUE,DE,SAINTE-CECILE-DU-BIC,Drolet 300,2,1,0,0,0,,10043,Point
4031,215430.6030249996,5359896.197125001,AVENUE,DE,SAINT-VALERIEN,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4038,215316.3997750003,5359931.0319,RUE,,GERARD-ROUSSEL,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4039,215167.88992500026,5359874.917475,RUE,,GERARD-ROUSSEL,Canada valve,2,1,0,0,0,,10043,Point
4040,215032.65227499977,5359777.481000001,RUE,,GERARD-ROUSSEL,Canada valve,2,1,0,0,0,,10043,Point
4035,214913.71127500013,5359819.982275,RUE,,LOUIS-JOSEPH-PLANTE,Canada valve,2,1,0,0,0,,10043,Point
4034,215050.17452500015,5359917.619574999,RUE,,LOUIS-JOSEPH-PLANTE,Canada valve,2,1,0,0,0,,10043,Point
4033,215163.2549999999,5359973.681,RUE,DE,SAINTE-CECILE-DU-BIC,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4041,214920.73822499998,5359680.045949999,RUE,,GERARD-ROUSSEL,Canada valve,2,1,0,0,0,,10043,Point
4042,214768.7637,5359548.12335,RUE,,GERARD-ROUSSEL,Canada valve,2,1,0,0,0,,10043,Point
4043,214656.16399999987,5359447.4120000005,RUE,,GERARD-ROUSSEL,Canron CT,2,1,0,0,0,,10043,Point
4036,214802.391175,5359744.4694,RUE,,LOUIS-JOSEPH-PLANTE,Canada valve,2,1,0,0,0,,10043,Point
4037,214661.2890750002,5359656.630175,RUE,,LOUIS-JOSEPH-PLANTE,Canada valve,2,1,0,0,0,,10043,Point
4060,214500.2879999997,5359715.583000001,RUE,DE,SAINTE-CECILE-DU-BIC,Canron C-61,2,1,0,0,0,,10043,Point
4059,214616.10500000045,5359800.455,RUE,DE,SAINTE-CECILE-DU-BIC,Mc Avity,2,1,0,0,0,,10043,Point
4058,214684.2860000003,5359857.772,RUE,DE,SAINTE-CECILE-DU-BIC,Canada valve Century,2,1,0,0,0,,10043,Point
4057,214788.74899999984,5359919.018999999,RUE,DE,SAINTE-CECILE-DU-BIC,Canada valve,2,1,0,0,0,,10043,Point
4056,214855.77199999988,5359953.5600000005,RUE,DE,SAINTE-CECILE-DU-BIC,Mc Avity,2,1,0,0,0,,10043,Point
4055,214955.37899999972,5360005.194,RUE,DE,SAINTE-CECILE-DU-BIC,Canada valve,2,1,0,0,0,,10043,Point
4054,215073.91370000038,5360051.08295,RUE,DE,SAINTE-CECILE-DU-BIC,Canada valve,0,0,0,0,0,,10043,Point
4052,215267.013425,5360087.161225,RUE,,J.-ROMUALD-BERUBE,Canada valve,0,0,0,0,0,,10043,Point
4053,215184.4469999997,5360111.853800001,RUE,,J.-ROMUALD-BERUBE,Canada valve,0,1,0,0,0,,10043,Point
4079,216174.92300000042,5359802.669,,,SERVITUDE,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4014,216555.50299999956,5360529.026000001,ROUTE,,132 EST,Canada valve Century,2,1,0,0,0,,10043,Point
4015,216742.12912499998,5360568.971100001,ROUTE,,132 EST,Daigle Concord Premier,2,1,0,0,0,,10043,Point
4022,215966.34195000026,5360440.850424999,ROUTE,,132 EST,Canada valve Century,2,1,0,0,0,Classe C,10043,Point
4045,215527.5800750004,5359794.20545,AVENUE,DE,SAINT-VALERIEN,Daigle Concord Premier,2,1,0,0,0,,10043,Point
4074,215746.62399999984,5359207.351,AVENUE,DE,SAINT-VALERIEN,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4046,215400.21024999954,5359709.260399999,RUE,,SAINT-ELZEAR,Canada valve Century,2,1,0,0,0,,10043,Point
4047,215265.92899999954,5359578.745999999,RUE,,SAINT-ELZEAR,Canada valve Century,2,1,0,0,0,,10043,Point
4048,215164.89499999955,5359461.2809999995,RUE,,SAINT-ELZEAR,Mc Avity,2,1,0,0,0,,10043,Point
4049,215075.68699999992,5359381.989,RUE,,SAINT-ELZEAR,Mc Avity,2,1,0,0,0,,10043,Point
4051,214971.12100000028,5359291.237,RUE,,SAINT-ELZEAR,Drolet 400,2,1,0,0,0,,10043,Point
4050,215125.94632500038,5359276.136125,RUE,DU,SIEUR-DE VITRE,Daigle D-67M,2,1,0,0,0,,10043,Point
4066,215241.6660000002,5359292.232000001,RUE,,LAZARE-MARCEAU,Daigle D-67M,2,1,0,0,0,,10043,Point
4067,215336.6610000003,5359198.728,RUE,,LAZARE-MARCEAU,Daigle D-67M,2,1,0,0,0,,10043,Point
4068,215241.78199999966,5359087.034,RUE,,LAZARE-MARCEAU,Daigle D-67M,2,1,0,0,0,,10043,Point
4075,215085.09700000007,5359129.717,RUE,,FREDERIC-BOUCHER,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4076,215120.7910000002,5359042.346000001,RUE,,LAZARE-MARCEAU,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4028,214902.82100000046,5359166.3440000005,AVENUE,,VOYER,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4070,214913.77199999988,5359298.305,AVENUE,,VOYER,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4069,214874.64699999988,5359438.176999999,AVENUE,,VOYER,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4061,214404.90899999999,5359628.461999999,RUE,DE,SAINTE-CECILE-DU-BIC,Canada valve,2,1,0,0,0,,10043,Point
4062,214207.26599999983,5359455.424975,RUE,DE,SAINTE-CECILE-DU-BIC,Mc Avity,2,1,0,0,0,,10043,Point
4064,213925.73099999968,5359364.243000001,RUE,DE,SAINTE-CECILE-DU-BIC,Canron C-61,2,1,0,0,0,,10043,Point
4065,213845.62399999984,5359279.59,RUE,DE,SAINTE-CECILE-DU-BIC,Daigle D-67M,2,1,0,0,0,,10043,Point
4063,214065.33000000007,5359418.835825,RUE,DE,SAINTE-CECILE-DU-BIC,Mc Avity,2,1,0,0,0,,10043,Point
4071,214520.71800000034,5358951.744999999,,,SERVITUDE,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
4077,215262.55399999954,5358970.843,,,SERVITUDE,Daigle D-67M (Concorde),2,1,0,0,0,,10043,Point
1076,224954.89384999964,5366933.404750001,RUE,,LOUIS-DAVID,Canada valve Century,2,1,7,150,0,Classe C,10043,Point
1075,225013.0362999998,5367023.314475,RUE,,LOUIS-DAVID,Canada valve Century,2,1,7,150,0,Classe C,10043,Point
1078,225094.27410000004,5366799.37755,RUE,,LOUIS-DAVID,Canada valve Century,2,1,7,150,0,Classe C,10043,Point
1077,225026.94542500004,5366861.3475,RUE,,LOUIS-DAVID,Canada valve Century,2,1,7,150,0,Classe C,10043,Point
1079,229639.33972499985,5368453.27995,AVENUE,,BELZILE,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1080,229738.3657750003,5368398.592150001,AVENUE,,BELZILE,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1081,230267.38102499954,5366494.44795,RUE,DU,POITOU,Canada valve Century,2,1,7,150,0,Classe C,10043,Point
1082,230339.7106999997,5366556.921599999,RUE,DU,POITOU,Canada valve Century,2,1,7,150,0,,10043,Point
1083,230411.83357500006,5366634.6748750005,RUE,DU,POITOU,Canada valve Century,2,1,7,150,0,,10043,Point
1084,230491.0736750001,5366713.654975001,RUE,DU,POITOU,Daigle D-67M (Concorde),2,1,7,150,0,,10043,Point
1085,230922.30262499955,5370358.926224999,RUE,DES,FABRICANTS,Canada valve Century,2,1,0,150,0,,10043,Point
1086,230931.70309999958,5370225.248950001,RUE,DES,FABRICANTS,Canada valve Century,2,1,0,150,0,,10043,Point
1087,231021.6878249999,5370138.486649999,RUE,DES,FABRICANTS,Canada valve Century,2,1,0,150,0,,10043,Point
1088,231118.87629999965,5370044.787799999,RUE,DES,FABRICANTS,Canada valve Century,2,1,0,150,0,,10043,Point
1089,231235.1986499997,5370042.640699999,RUE,DES,FABRICANTS,Canada valve Century,2,1,0,150,0,,10043,Point
1090,223957.3392749997,5365660.596175,RUE,,D'YOUVILLE,Canada valve Century,2,1,0,150,0,Classe C,10043,Point
1091,223900.59047500044,5365571.224974999,RUE,,D'YOUVILLE,Canada valve Century,2,1,0,150,0,Classe C,10043,Point
2502,232882.59782500006,5373967.255650001,RUE,DES,VETERANS,Canada valve Century,2,1,0,150,0,Classe C,10043,Point
2501,232825.09082499985,5374010.6052250005,RUE,DES,COQUELICOTS,Canada valve Century,2,1,0,150,0,Classe C,10043,Point
2503,232147.98517499957,5372583.30295,AVENUE,DES,PLUVIERS,Daigle D-67M (Concorde),2,1,0,150,0,Classe C,10043,Point
1092,230796.10580000002,5368446.707425,RUE,,MOHAMMED-EL-SABH,Canada valve Century,2,1,0,150,0,,10043,Point
1096,230647.08142499998,5368284.923149999,RUE,,LEON-DION,Canada valve Century,2,1,0,150,0,,10043,Point
1095,230708.56905000005,5368193.756475,RUE,,LEON-DION,Canada valve Century,2,1,0,150,0,,10043,Point
1093,230780.3630499998,5368230.795375001,RUE,,PIERRE-DANSEREAU,Canada valve Century,2,1,0,150,0,,10043,Point
1094,230813.5887749996,5368130.87455,RUE,,LEON-DION,Canada valve Century,2,1,0,150,0,,10043,Point
1097,230787.33667500038,5367541.813475,RUE,,GILLES-VIGNEAULT,Canada valve Century,2,1,0,150,0,,10043,Point
1098,230921.95182500035,5367526.9979,RUE,DES,FLANDRES,Canada valve Century,2,1,0,150,0,,10043,Point
1099,230951.28894999996,5367625.261700001,RUE,DES,FLANDRES,Canada valve Century,2,1,0,150,0,,10043,Point
1100,230960.64882500004,5367743.982175,RUE,DES,FLANDRES,Canada valve Century,2,1,0,150,0,,10043,Point
1101,230925.12287500035,5367853.8876249995,RUE,DES,FLANDRES,Canada valve Century,2,1,0,150,0,,10043,Point
1102,231205.91222499963,5368429.859025,RUE,,GEORGES-PREFONTAINE,Daigle D67-M (Concorde),2,1,0,150,0,,10043,Point
1103,230382.7000000002,5367991.889450001,BOULEVARD,,ARTHUR-BUIES EST,Daigle D67-M (Concorde),2,1,0,150,0,,10043,Point
1104,230407.12377499975,5368103.240250001,BOULEVARD,,ARTHUR-BUIES EST,Daigle D67-M (Concorde),2,1,0,150,0,,10043,Point
1105,230489.77922500018,5368297.078175001,BOULEVARD,,ARTHUR-BUIES EST,Daigle D67-M (Concorde),2,1,0,150,0,,10043,Point
1106,230569.39557499997,5368389.29555,BOULEVARD,,ARTHUR-BUIES EST,Daigle D67-M (Concorde),2,1,0,150,0,,10043,Point
1107,230405.07787500042,5368209.864600001,RUE,,ALCIDE-C.-HORTH,Daigle D-67M (Concorde),2,1,0,150,0,,10043,Point
1108,230307.9731750004,5368295.678950001,RUE,,ALCIDE-C.-HORTH,Daigle D-67M (Concorde),2,1,0,150,0,,10043,Point
1109,230203.77859999985,5368397.160425,RUE,,ALCIDE-C.-HORTH,Daigle D67-M (Concorde),2,1,0,150,0,,10043,Point
1116,229879.56037500035,5366151.24,RUE,DE,PROVENCE,Canada valve Century,2,1,0,150,0,,10043,Point
1117,229994.24787500035,5366147.6504999995,RUE,DE L',ÎLE-DE-FRANCE,Canada valve Century,2,1,0,150,0,,10043,Point
1115,230114.81735000014,5366132.134849999,RUE,,BEAUREGARD,Canada valve Century,2,1,0,150,0,,10043,Point
1114,230040.154325,5366061.673049999,RUE,,BEAUREGARD,Canada valve Century,2,1,0,150,0,Classe C,10043,Point
1113,229921.3652499998,5366034.968374999,RUE,,BEAUREGARD,Canada valve Century,2,1,0,150,0,,10043,Point
1112,229792.02990000043,5366062.300075,RUE,,BEAUREGARD,Canada valve Century,2,1,0,150,0,,10043,Point
1111,229616.54827500042,5365893.906475,AVENUE,,SIROIS,Canada valve Century,2,1,0,150,0,,10043,Point
1110,229751.43112500012,5366156.7004,AVENUE,,SIROIS,Canada valve Century,2,1,0,150,0,,10043,Point
2504,232282.34887500014,5373871.433075,RUE,,JACQUES-SAVARD,Canada valve Century,2,1,0,150,0,,10043,Point
1122,230203.09399999958,5368322.104,RUE,,SANDY-BURGESS,Daigle D-67M,2,1,0,150,0,,10043,Point
1121,230128.0234749997,5368241.896725001,RUE,,SANDY-BURGESS,Daigle D-67M,2,1,0,150,0,,10043,Point
1127,230232.45315000042,5368113.333275,RUE,,MARCEL-VALLEE,Daigle D-67M,2,1,0,150,0,,10043,Point
1123,230042.56579999998,5368276.9418,RUE,,ANDRE-LECOMTE,Daigle D-67M,2,1,0,150,0,,10043,Point
1124,230146.18154999986,5368327.095450001,RUE,,ANDRE-LECOMTE,Daigle D-67M,2,1,0,150,0,,10043,Point
1125,230229.0385499997,5368246.415425001,RUE,,ANDREE-GAUTHIER,Daigle D-67M,2,1,0,150,0,,10043,Point
1126,230339.76520000026,5368137.71085,RUE,,ANDREE-GAUTHIER,Daigle D-67M,2,1,0,150,0,,10043,Point
1178,229724.1668499997,5368125.0386500005,RUE,,2E EST,Canada valve,2,0,0,0,0,Classe AA,10043,Point
1118,231689.3680250002,5369746.091875,AVENUE,DU,HAVRE,Canada valve Century,2,1,0,150,0,Classe C,10043,Point
1119,231772.15302500036,5369666.854125001,AVENUE,DU,HAVRE,Canada valve Century,2,1,0,150,0,Classe C,10043,Point
1120,231851.6144249998,5369590.793099999,AVENUE,DU,HAVRE,Canada valve Century,2,1,0,150,0,Classe C,10043,Point
3020,233775.87524999958,5358698.430400001,RUE,,SAINT-ALPHONSE,Daigle D-67M,2,1,7,150,0,Classe A,10043,Point
1129,230911.36400000006,5368007.742325,RUE,,FELIX-LECLERC,Daigle D-67M,2,1,0,150,0,,10043,Point
