NoBI,XNAD83MTM6,YNAD83MTM6,DESIGNA,CODELIEN,VOIE,MARQUEB,NBSORTIE1,NBSORTIE2,NBFILETPC,DIAMCOND,DEBITAQ,CLASSENFBA,MUNICIPALITE,GEOM
0247,228744.64217500016,5367409.8365,RUE,,SAINT-ROBERT,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0243,228796.9478000002,5367560.60795,RUE,,OUELLET,Drolet 400,2,0,7,6,1800,Classe AA,10043,Point
0485,228718.76099999994,5367676.888,RUE,,SAINT-JOSEPH OUEST,Canada valve,2,1,0,150,0,,10043,Point
0267,228777.2910000002,5367135.49,RUE,,2E OUEST,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
0266,228767.88970000017,5367223.1436,RUE,,DUBE,Canada valve Century,2,1,7,6,0,Classe A,10043,Point
0259,228731.11000000034,5367281.443,RUE,,SAINT-RENE,Ludlow,2,0,7,6,0,Classe A,10043,Point
0274,228910.1908499999,5367273.672075,RUE,,2E OUEST,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
0264,228914.7070000004,5367368.732000001,RUE,,DUBE,Canada valve Century,2,0,7,6,0,Classe B,10043,Point
0258,228667.51599999983,5367117.698999999,RUE,,DUBE,Ludlow,2,0,7,6,0,Classe AA,10043,Point
0257,228584.64599999972,5367128.790999999,RUE,,SAINT-RENE,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0248,228665.8839999996,5367333.506999999,RUE,,SAINT-ROBERT,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0228,228611.779325,5367673.064525001,RUE,,NOTRE-DAME OUEST,Canada valve,0,0,0,150,0,Classe C,10043,Point
0241,228687.98099999968,5367556.6219999995,RUE,,SAINT-LAURENT OUEST,Daigle Concord Premier,0,0,0,150,0,,10043,Point
0249,228596.25234999973,5367250.11485,RUE,,SAINT-ROBERT,Ludlow,2,0,7,6,0,Classe AA,10043,Point
0244,228685.75800000038,5367468.414999999,RUE,,MICHAUD,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0230,228580.94799999986,5367532.922,RUE,,SAINT-JOSEPH OUEST,Canada valve Century,2,0,7,6,0,Classe B,10043,Point
0229,228661.33742500003,5367623.773700001,RUE,,SAINT-JOSEPH OUEST,Canada valve,2,1,0,150,0,,10043,Point
0221,228613.4439749997,5367755.83255,RUE,,SAINT-JEAN-BAPTISTE OUEST,Canada valve,0,0,0,200,0,Classe C,10043,Point
0210,228953.0027750004,5367602.987125,AVENUE,,ROULEAU,Ludlow,2,0,7,6,0,Classe AA,10043,Point
0261,228879.10782499984,5367435.2922249995,RUE,,SAINT-RENE,Ludlow,2,0,7,6,0,Classe AA,10043,Point
0262,228941.05142499972,5367499.570025001,RUE,,SAINT-RENE,Canada valve,2,1,7,6,0,Classe A,10043,Point
0245,228893.32299999986,5367547.237,RUE,,SAINT-ROBERT,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0213,228963.517,5367718.225,RUE,,OUELLET,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
0246,228827.13999999966,5367485.343,RUE,,SAINT-ROBERT,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0260,228803.45500000007,5367355.961999999,RUE,,MICHAUD,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0212,228887.18010000046,5367666.9398,AVENUE,,ROULEAU,Daigle Concord Premier,0,1,0,200,0,,10043,Point
0489,228828.14245000016,5367725.413925,AVENUE,,ROULEAU,Canada valve,2,0,7,0,0,Classe A,10043,Point
0657,228409.78000000026,5368369.359999999,RUE,,SAINT-GERMAIN OUEST,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0081,228294.06437500007,5368252.149125,RUE,,SAINT-GERMAIN,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0093,228173.7759999996,5368141.953,RUE,,SAINT-GERMAIN OUEST,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0090,228481.88164999988,5367828.342700001,RUE,,LAVOIE,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0084,228357.18725000042,5368086.1545,RUE,,SAINTE-MARIE,Canada valve,2,0,7,0,0,Classe A,10043,Point
0083,228409.77500000037,5368117.722650001,RUE,,SAINTE-MARIE,Canada valve,2,0,7,0,0,Classe AA,10043,Point
0098,228285.85757500026,5367817.485200001,RUE,,SAINT-JACQUES,Canada valve,0,0,0,150,0,,10043,Point
0097,228347.4759999998,5367784.135,RUE,DE L',ÉVECHE OUEST,Daigle D-67M (Concorde),2,0,7,0,0,Classe AA,10043,Point
0092,228268.48199999984,5368029.421,RUE,,LAVOIE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0082,228312.69099999964,5368144.244000001,Rue,,Sainte-Thérèse,Canada valve,0,0,0,150,0,,10043,Point
0101,228131.9620749997,5367889.689200001,RUE,,SAINTE-MARIE,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0100,228184.42607500032,5367851.0487750005,RUE,,DRAPEAU,Canada valve,0,0,0,150,0,,10043,Point
0095,228208.91399999987,5367965.858999999,RUE,,SAINTE-MARIE,Canada valve,2,0,7,0,0,Classe AA,10043,Point
0669,228528.3657999998,5368350.610575,RUE,,SAINT-LOUIS,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0073,228472.08057499956,5368385.843625,RUE,,SAINT-LOUIS,Daigle D-67,2,0,7,0,0,Classe AA,10043,Point
0079,228448.3468000004,5368287.256674999,Rue,,Sainte-Thérèse,Canada valve,0,0,0,150,0,,10043,Point
0849,228393.73617499974,5368223.690125,RUE,,SAINTE-THERESE,Canada valve,0,0,0,150,0,,10043,Point
0658,228219.78299999982,5368196.988,RUE,,SAINT-GERMAIN OUEST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0078,228505.61199999973,5368195.460999999,RUE,,SAINTE-MARIE,Daigle D-67M (Concorde),2,0,7,0,0,Classe AA,10043,Point
0102,228062.4400000004,5367877.9,BOULEVARD,DE LA,RIVIERE,Daigle D-67,2,0,7,0,0,Classe AA,10043,Point
0094,228065.41000000015,5367995.07,RUE,,SAINT-GERMAIN OUEST,Canada valve Century,2,0,7,0,0,Classe B,10043,Point
0080,228345.36812500004,5368312.61445,RUE,,SAINT-GERMAIN OUEST,Daigle D-67,2,0,7,0,0,Classe AA,10043,Point
0086,228504.1200000001,5368027.17,AVENUE,,ROULEAU,Canada valve,2,0,7,6,0,Classe A,10043,Point
0085,228419.67037499975,5368042.875925001,RUE,,SAINT-ANDRE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0088,228558.4313500002,5367853.917324999,RUE,DE L',ÉVECHE OUEST,Darling,2,0,7,0,0,Classe AA,10043,Point
0096,228273.21292500012,5367937.406725001,RUE,,TANGUAY,Canada valve,0,0,0,150,0,,10043,Point
0091,228351.2522,5367967.4405499995,RUE,,LAVOIE,Canada valve,0,0,0,350,0,,10043,Point
0089,228487.48204999976,5367923.359099999,RUE,,SAINTE-ANNE,Canron CT,2,0,0,4,0,Classe AA,10043,Point
0069,228766.0990000004,5368417.264,RUE,,SAINTE-MARIE,Canada valve,2,0,7,0,0,Classe AA,10043,Point
0053,228678.13100000005,5368342.355,RUE,,SAINTE-MARIE,Canada valve,2,0,7,0,0,Classe AA,10043,Point
0074,228601.15899999999,5368277.897,RUE,,SAINT-LOUIS,Daigle D-67,2,0,7,0,0,Classe AA,10043,Point
0668,228900.84300000034,5368140.76,RUE,DE L',ÉVECHE OUEST,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0064,228973.27099999972,5368404.566,AVENUE,DE LA,CATHEDRALE,Darling,2,0,7,60,0,Classe AA,10043,Point
0075,228732.1486999998,5368143.285174999,RUE,,SAINT-LOUIS,Daigle D-67,2,0,7,0,0,Classe AA,10043,Point
0217,228710.73837499972,5367846.308625,RUE,,SAINT-JEAN-BAPTISTE OUEST,Canada valve,2,0,7,6,0,Classe C,10043,Point
0220,228704.7145750001,5367759.3171500005,RUE,,NOTRE-DAME OUEST,Canada valve,0,0,0,150,0,Classe C,10043,Point
0218,228858.77440000046,5367991.085550001,RUE,,SAINT-JEAN-BAPTISTE OUEST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0076,228793.86962500028,5368053.797800001,RUE,,SAINT-LOUIS,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0509,228652.07857500017,5368199.7805,RUE,,SAINT-LOUIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0077,228654.8200249998,5367916.528574999,RUE,DE L',ÉVECHE OUEST,Canada valve Century,2,0,7,14,0,Classe AA,10043,Point
0087,228584.52917500027,5367952.4249249995,AVENUE,,ROULEAU,Canada valve,2,0,7,0,0,Classe A,10043,Point
0936,228939.18212500028,5367920.944949999,RUE,,SAINT-LOUIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0215,228878.6955500003,5367836.52595,RUE,,POTVIN,Canada valve,2,0,7,4,0,,10043,Point
0214,228896.47737499978,5367751.690850001,RUE,,SAINT-LAURENT OUEST,Daigle D-67M,0,0,0,150,0,,10043,Point
0216,228809.1054250002,5367861.408299999,RUE,,NOTRE-DAME OUEST,Canada valve,0,0,0,150,0,,10043,Point
0345,228748.98000000045,5368635.256999999,AVENUE,DE LA,CATHEDRALE,Daigle D-63,2,0,7,6,0,Classe AA,10043,Point
0071,228693.4935999997,5368517.904549999,RUE,,SAINT-GERMAIN OUEST,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0070,228747.12700000033,5368559.630999999,RUE,,SAINT-GERMAIN OUEST,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0061,228978.28000000026,5368568.835999999,RUE,,SAINT-PIERRE,Canada valve Century,2,1,7,150,0,Classe AA,10043,Point
0063,228905.56850000005,5368581.046724999,RUE,,SAINT-PAUL,Canada valve,2,0,7,0,0,,10043,Point
0072,228594.72499999963,5368453.377,RUE,,SAINT-GERMAIN OUEST,Drolet 500,2,0,7,0,0,Classe AA,10043,Point
0068,228851.7873250004,5368494.167424999,RUE,,SAINTE-MARIE,Canron C-61,2,0,7,6,0,Classe AA,10043,Point
0062,228908.6900000004,5368650.66,RUE,,SAINT-GERMAIN EST,Drolet 500,2,0,7,6,0,,10043,Point
0903,229121.83000000007,5366160.050000001,RUE,DU,MAJOR-ABBE-HUARD,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0904,229152.00999999978,5366063.34,RUE,DE LA,NORMANDIE,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0624,229512.08999999985,5366103.18,RUE,,SAUCIER,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0625,229418.21999999974,5366194.76,RUE,,SAUCIER,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0626,229325.3200000003,5366284.76,RUE,,SAUCIER,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0621,229219.0599999996,5366293.029999999,RUE,,MONSEIGNEUR-FORTIN,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0775,229136.0700000003,5366299.220000001,RUE,,MONSEIGNEUR-PLESSIS,Canron CT,2,0,7,6,0,Classe AA,10043,Point
0790,229215.79000000004,5366197.09,RUE,DU,CHANOINE-PAGE,Mc Avity,2,0,7,6,0,Classe AA,10043,Point
0791,229322.83000000007,5366090.1,RUE,DU,CHANOINE-PAGE,Mc Avity,2,0,7,6,0,Classe AA,10043,Point
0809,229234.75,5366061.029999999,RUE,DU,CHANOINE-PAGE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0623,229421.46999999974,5366101.24,RUE,,MONSEIGNEUR-FORTIN,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0622,229317.38999999966,5366195.33,RUE,,MONSEIGNEUR-FORTIN,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0827,229631.13999999966,5366182.710000001,RUE,DES,VOSGES,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0828,229613.2000000002,5366070.75,RUE,DES,VOSGES,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0140,229666.41999999993,5366289.289999999,AVENUE,,SIROIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0824,229746.83999999985,5366322.359999999,RUE,DE LA,NORMANDIE,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0825,229833.41000000015,5366298.41,RUE,D',ALSACE,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0902,229021,5366140.34,RUE,DU,MAJOR-ABBE-HUARD,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0852,228975.91000000015,5366063.720000001,RUE,,MONSEIGNEUR-DESBIENS,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0918,229062.34999999963,5366036.199999999,RUE,DU,PERE-JOSEPH-JEAN,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0917,229143.66999999993,5365939.43,RUE,DU,PERE-JOSEPH-JEAN,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0916,229093.59580000024,5365877.184875,RUE,DU,PERE-JOSEPH-JEAN,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0780,229465.91000000015,5366322.279999999,RUE,,J.-ALFRED-MOUSSEAU,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0782,229543.27245000005,5366291.1369,RUE,,ERNEST-LAPOINTE,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0781,229512.91000000015,5366202.08,RUE,,ERNEST-LAPOINTE,Daigle D-67M (Concorde),2,0,7,6,0,Classe C,10043,Point
0353,229081.63999999966,5366346.51,BOULEVARD,,ARTHUR-BUIES OUEST,Darling,2,0,7,6,0,Classe AA,10043,Point
0853,229038.22709999979,5365954.213524999,RUE,,MONSEIGNEUR-DESBIENS,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0850,228989.49000000022,5366251.859999999,BOULEVARD,,ARTHUR-BUIES OUEST,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0905,229223.42200000025,5365991.171,RUE,DE LA,NORMANDIE,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0943,229312.50999999978,5365951.51,RUE,DE LA,NORMANDIE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0944,229414.84200000018,5366005.581,RUE,DE LA,NORMANDIE,Canada valve Century,2,0,7,6,1600,Classe AA,10043,Point
0829,229489.01999999955,5366009.710000001,RUE,DES,VOSGES,Drolet 500,2,0,7,6,0,Classe C,10043,Point
0272,228980.0429999996,5367044.977,RUE,,JOSEPH-GARON,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0278,229080.78857500013,5367042.332250001,RUE,,PIERRE-DELISLE,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
0279,228994.21899999958,5366908.143999999,AVENUE,,SIROIS,Drolet 100,2,0,7,6,0,Classe C,10043,Point
0280,229106.68900000025,5366806.252,AVENUE,,SIROIS,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0352,229161.53235,5366417.389975,BOULEVARD,,ARTHUR-BUIES OUEST,Darling,2,0,7,6,0,Classe AA,10043,Point
0495,229750.01499999966,5366720.964,RUE,DU,PERE-ROUILLARD,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0493,229691.64800000004,5366851.583000001,RUE,,MONSEIGNEUR-PLESSIS,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0502,229767.37600000016,5366938.0030000005,RUE,,ROBERT-JONCAS,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0494,229646.98900000006,5366799.839,RUE,DU,PERE-ROUILLARD,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0523,229648.9595999997,5366703.161350001,RUE,,MELANSON,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0350,229316.1370000001,5366569.682,BOULEVARD,,ARTHUR-BUIES OUEST,Darling,2,0,7,6,0,Classe C,10043,Point
0282,229379.67252499983,5366635.264325,BOULEVARD,,ARTHUR-BUIES OUEST,Daigle D67-M (Concorde),2,1,7,6,0,Classe AA,10043,Point
0351,229242.69400000013,5366493.418,BOULEVARD,,ARTHUR-BUIES OUEST,Darling,2,0,7,6,0,Classe AA,10043,Point
0515,229546.51737499982,5366702.4917750005,RUE,,MONSEIGNEUR-PLESSIS,Darling,2,0,7,6,0,Classe AA,10043,Point
0521,229612.59300000034,5366663.918,RUE,DES,JESUITES,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0490,229834.54700000025,5366774.123,RUE,,MONSEIGNEUR-LANGIS,Drolet 100,2,0,7,14,0,Classe AA,10043,Point
0484,229756.1185750002,5366800.759950001,RUE,,MONSEIGNEUR-LANGIS,Darling,2,0,7,14,0,Classe AA,10043,Point
0198,229643.09719999973,5366943.991450001,BOULEVARD,,ARTHUR-BUIES OUEST,Canada valve,2,0,7,10,0,Classe AA,10043,Point
0347,229558.716825,5367010.963675,AVENUE,,ROULEAU,Darling,2,0,7,6,0,Classe AA,10043,Point
0284,229593.00930000003,5366856.630725,BOULEVARD,,ARTHUR-BUIES OUEST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0283,229484.73987499997,5366744.0471749995,BOULEVARD,,ARTHUR-BUIES OUEST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0346,229495.49299999978,5366966.550000001,RUE,DE LA,SEIGNEURESSE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0281,229215.26900000032,5366700.861,AVENUE,,SIROIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0113,229581.49199999962,5366371.6280000005,AVENUE,,SIROIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0107,229498.84937500022,5366451.37355,AVENUE,,SIROIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0522,229724.05819999985,5366565.04445,RUE,,MELANSON,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0519,229652.108,5366512.998,RUE,,CASAULT,Darling,2,0,7,6,0,Classe AA,10043,Point
0779,229361.52720000036,5366358.227975,RUE,,ERNEST-LAPOINTE,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0614,229033.9500000002,5366360.471000001,AVENUE,,ROSS,Drolet 400,2,0,7,6,0,,10043,Point
0517,229402.81900000013,5366553.700999999,RUE,,MONSEIGNEUR-PLESSIS,Darling,2,0,7,6,0,Classe AA,10043,Point
0776,229212.41700000037,5366377.789999999,RUE,,MONSEIGNEUR-PLESSIS,Canron CT,2,0,7,6,0,Classe AA,10043,Point
0777,229297.30865000002,5366465.602849999,RUE,,MONSEIGNEUR-PLESSIS,Canron CT,2,0,7,6,0,Classe AA,10043,Point
0516,229450.25299999956,5366603.893999999,RUE,,MONSEIGNEUR-PLESSIS,Darling,2,0,7,6,0,Classe AA,10043,Point
0553,229563.49700000044,5366519.681,RUE,,GODBOUT,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0518,229549.6749999998,5366605.1280000005,RUE,,CASAULT,Darling,2,0,7,6,0,Classe AA,10043,Point
0524,229762.3370000003,5366639.051999999,RUE,,MELANSON,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0526,229837.6467500003,5366400.7457,RUE,DE LA,NORMANDIE,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0525,229816.8513000002,5366477.908475,RUE,DES,JESUITES,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0520,229740.3049999997,5366429.333000001,RUE,,CASAULT,Darling,2,0,7,6,0,Classe AA,10043,Point
0554,229655.37600000016,5366432.274,RUE,,GODBOUT,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0528,229850.3839999996,5366622.639,RUE,,MONSEIGNEUR-CARBONNEAU,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0273,228992.8964250004,5367167.038024999,RUE,,MICHAUD,Daigle Concord Premier,2,1,7,6,0,Classe AA,10043,Point
0277,229019.2379999999,5367252.355,RUE,,MONSEIGNEUR-GUAY,Drolet 100,2,0,7,6,0,Classe A,10043,Point
0276,229135.608,5367326.773,RUE,,MONSEIGNEUR-GUAY,Drolet 100,2,0,7,6,0,Classe C,10043,Point
0206,229093.09252499975,5367535.654200001,RUE,,DE GASPE,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0205,229199.7139999997,5367520.168,RUE,,2E OUEST,Daigle D-67M (Concorde),2,1,7,12,0,Classe AA,10043,Point
0507,229072.50064999983,5367639.383549999,RUE,,SAINT-RENE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0506,229138.37100000028,5367583.3440000005,RUE,,SAINT-LOUIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0348,229143.28000000026,5367218.7039250005,RUE,DU,COLONEL-HOUDE,Darling,2,0,7,6,0,Classe B,10043,Point
0275,229105.04082500003,5367420.795600001,RUE,,2E OUEST,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0204,229164.67069999967,5367395.090724999,AVENUE,,ROULEAU,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0209,229016.52099999972,5367578.051000001,RUE,,SAINT-RENE,Canada valve,2,1,7,6,0,Classe AA,10043,Point
0207,229064.92300000042,5367489.446,AVENUE,,ROULEAU,Canada valve Century,2,1,7,150,0,Classe AA,10043,Point
0211,229027.09399999958,5367681.4350000005,RUE,,SAINT-ROBERT,Ludlow,2,0,7,6,0,Classe AA,10043,Point
0357,229113.43400000036,5367155.422,RUE,DU,PERE-LENEUF,Darling,2,0,7,6,0,Classe AA,10043,Point
0263,228979.86799999978,5367429.445,RUE,,DUBE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0182,229520.63200000022,5367729.602,RUE,,3E OUEST,Canada valve,2,0,7,6,0,,10043,Point
0183,229558.10300000012,5367693.431,RUE,,4E OUEST,Daigle D-67M (Concorde),2,0,7,6,0,,10043,Point
0180,229354.27699999977,5367686.777000001,RUE,,ÉMILE-NELLIGAN,Daigle Concord Premier,2,0,7,6,0,Classe AA,10043,Point
0783,229464.65299999993,5367598.922,RUE,,ÉMILE-NELLIGAN,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0181,229450.34300000034,5367675.715,RUE,,3E OUEST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0201,229347.75399999972,5367347.472999999,RUE,,RAOUL-DIONNE,Canada valve,2,0,7,6,0,Classe C,10043,Point
0331,229290.77500000037,5367160.021,RUE,DE LA,SEIGNEURESSE,Canada Iron,2,0,7,6,0,Classe B,10043,Point
0202,229282.04892500024,5367280.336549999,RUE,,RAOUL-DIONNE,Canada valve Century,2,0,7,6,0,Classe B,10043,Point
0184,229752.8049999997,5367475.301999999,RUE,,8E OUEST,Drolet 100,2,0,7,6,0,Classe A,10043,Point
0162,229787.73099999968,5367625.6850000005,RUE,,7E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0164,229836.8660000004,5367573,RUE,,8E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0670,229709.9428249998,5367490.1118749995,RUE,,8E OUEST,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
0159,229691.58999999985,5367721.225,RUE,,5E EST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0332,229394.70999999996,5367059.992000001,RUE,DE LA,SEIGNEURESSE,Mc Avity-M-59-M,2,0,7,6,0,Classe A,10043,Point
0199,229471.83299999963,5367093.776000001,AVENUE,,ROULEAU,Drolet 100,2,0,7,6,0,Classe A,10043,Point
0643,229473.49899999984,5367174.569,RUE,,LAMOUREUX,Canada valve Century,2,0,7,0,0,Classe B,10043,Point
0200,229384.0379999997,5367178.616,AVENUE,,ROULEAU,Daigle D-67M (Concorde),2,0,7,6,0,,10043,Point
0642,229388.8629999999,5367260.484999999,RUE,,LAMOUREUX,Canron C-61,2,0,7,6,0,Classe B,10043,Point
0189,229871.8150000004,5367209.819,BOULEVARD,,ARTHUR-BUIES OUEST,Daigle Concord Premier,2,0,7,8,0,Classe AA,10043,Point
0185,229868.90500000026,5367507.050000001,RUE,,9E OUEST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0784,229787.517,5367407.317,RUE,,9E OUEST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0186,229842.9740000004,5367388.274,RUE,,10E OUEST,Drolet 100,2,0,7,6,0,Classe A,10043,Point
0197,229768.78899999987,5367084.148,BOULEVARD,,ARTHUR-BUIES OUEST,Canada valve,2,0,7,10,0,Classe AA,10043,Point
0587,229652.1213750001,5367108.152550001,AVENUE,,ROULEAU,Daigle D67-M (Concorde),2,0,7,6,0,Classe A,10043,Point
0986,229981.44600000046,5366242.523,RUE,DE,PROVENCE,Daigle D-67M (Concorde),0,0,0,150,0,Classe AA,10043,Point
0885,230211.48000000045,5366225.851,RUE,,BEAUREGARD,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0883,230386.6830000002,5366178.619999999,CHEMIN,DU,SOMMET OUEST,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0882,230431.50179999974,5366279.173575001,CHEMIN,DU,SOMMET OUEST,Drolet 500,2,0,7,6,0,Classe A,10043,Point
0886,230356.36847500037,5366241.906525001,RUE,,PIERRE-LAPORTE,Drolet 500,2,0,7,0,0,Classe AA,10043,Point
0884,230351.96662500035,5366090.135399999,CHEMIN,DU,SOMMET OUEST,Drolet 500,2,0,7,6,0,,10043,Point
0985,230091.4469999997,5366336.085000001,RUE,DE,PROVENCE,Daigle D-67M (Concorde),0,0,0,150,0,Classe AA,10043,Point
0310,229966.99799999967,5367016.572000001,RUE,,MONSEIGNEUR-LANGIS,Daigle Concord Premier,2,0,7,6,0,Classe AA,10043,Point
0314,230334.47800000012,5366984.085000001,RUE,DE LA,TOURAINE,Darling,2,0,7,6,0,Classe AA,10043,Point
0313,230197.1950000003,5366967.0940000005,RUE,DE,BOURGOGNE,Canron C-61,2,0,7,6,0,Classe AA,10043,Point
0312,230051.00299999956,5366963.745999999,RUE,,EUDORE-COUTURE,Canada Iron-C-61,2,0,7,6,0,Classe AA,10043,Point
0195,230124.41899999976,5367027.532,RUE,,15E OUEST,Darling,2,0,7,6,0,Classe AA,10043,Point
0592,229912.59800000023,5366707.402000001,RUE,,EUDORE-COUTURE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0593,230009.233,5366774.741,RUE,,EUDORE-COUTURE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0588,230067.65199999977,5366876.695,RUE,,ADOLPHE-TREMBLAY,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0530,229975.73932499997,5366855.89075,RUE,,MONSEIGNEUR-LANGIS,Daigle Concord Premier,2,0,7,6,0,Classe AA,10043,Point
0529,229916.67215,5366795.607899999,RUE,,MONSEIGNEUR-LANGIS,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0589,230125.01499999966,5366831.709000001,RUE,,ADOLPHE-TREMBLAY,Daigle Concord Premier,2,0,7,6,0,Classe AA,10043,Point
0673,230359.1830000002,5366795.004000001,RUE,DE LA,TOURAINE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0672,230254.31900000013,5366734.501,RUE,DE LA,TOURAINE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0341,230437.79700000025,5366858.785,RUE,DE LA,TOURAINE,Darling,2,0,7,0,0,Classe AA,10043,Point
0364,230493.02699999977,5366947.044,RUE,DES,FLANDRES,Darling,2,0,7,6,0,Classe AA,10043,Point
0551,230197.86400000006,5366806.075999999,RUE,DE LA,NORMANDIE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0363,230323.83800000045,5366882.220000001,RUE,DE LA,BRETAGNE,Canada valve,2,0,7,6,0,Classe AA,10043,Point
