"Cote","No de plan","Dates","Fichier en haute résolution (cliquer sur le lien)","Mention de crédits",,,,,,,,
"VM165-1_2","52-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-64.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-66.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-70A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-70B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-71",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-71.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-72",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-72.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-47",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-47.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-48",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-48.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-49",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-49.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-50",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-50.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-51",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-51.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-52",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-52.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-56A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-56B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-62.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-64A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-64B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-66.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-68A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-68B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-69A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-69B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-70A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","53-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_53-70B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-47",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-47.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-48",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-48.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-49",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-49.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-50",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-50.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-51",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-51.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-52",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-52.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-57A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-57B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-62.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-64.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-66A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-66B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","54-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_54-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-47",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-47.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-48",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-48.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-49",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-49.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-50",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-50.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-51",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-51.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-52",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-52.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-58A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-58B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-62.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-64.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-66.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","55-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_55-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-49",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-49.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-50",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-50.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-51",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-51.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-52",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-52.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-58A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-58B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-62.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-64.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-66.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","56-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_56-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-49",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-49.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-50",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-50.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-51",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-51.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-52",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-52.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-58A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-58B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-62.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-64.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-66.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","57-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_57-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-50",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-50.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-51",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-51.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-52",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-52.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-59A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-59B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-60A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-60B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","58-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_58-62.TIF","Archives de la Ville de Montréal",,,,,,,,
