District;Bureau;Candidat1;Vote1;Candidat2;Vote2;Candidat3;Vote3;Candidat4;Vote4;Candidat5;Vote5;Rejetes
12;BVA-12-3;Clément BÉLANGER;8;Rémi BERGERON;2;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;77;Denis TASSÉ;70;1
12;282;Clément BÉLANGER;4;Rémi BERGERON;4;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;50;1
12;283;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;13;Maxime PEDNEAUD-JOBIN;71;Denis TASSÉ;50;3
12;284;Clément BÉLANGER;8;Rémi BERGERON;11;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;93;Denis TASSÉ;35;5
12;285;Clément BÉLANGER;10;Rémi BERGERON;3;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;87;Denis TASSÉ;63;2
12;286;Clément BÉLANGER;8;Rémi BERGERON;1;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;62;Denis TASSÉ;60;2
12;287;Clément BÉLANGER;12;Rémi BERGERON;6;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;102;Denis TASSÉ;64;4
12;288;Clément BÉLANGER;16;Rémi BERGERON;5;Sylvie GONEAU;32;Maxime PEDNEAUD-JOBIN;82;Denis TASSÉ;51;5
12;289;Clément BÉLANGER;9;Rémi BERGERON;1;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;42;4
12;290;Clément BÉLANGER;4;Rémi BERGERON;3;Sylvie GONEAU;40;Maxime PEDNEAUD-JOBIN;57;Denis TASSÉ;30;4
12;291;Clément BÉLANGER;8;Rémi BERGERON;7;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;51;Denis TASSÉ;30;1
12;BVA-12-4;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;70;Denis TASSÉ;77;1
12;BVA-12-5;Clément BÉLANGER;2;Rémi BERGERON;0;Sylvie GONEAU;9;Maxime PEDNEAUD-JOBIN;48;Denis TASSÉ;19;2
12;BVA-12-6;Clément BÉLANGER;3;Rémi BERGERON;4;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;43;Denis TASSÉ;39;3
13;292;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;65;Denis TASSÉ;38;2
13;293;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;13;Maxime PEDNEAUD-JOBIN;103;Denis TASSÉ;36;7
13;294;Clément BÉLANGER;16;Rémi BERGERON;2;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;84;Denis TASSÉ;31;8
13;295;Clément BÉLANGER;5;Rémi BERGERON;8;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;86;Denis TASSÉ;52;3
13;296;Clément BÉLANGER;10;Rémi BERGERON;6;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;59;Denis TASSÉ;56;2
13;297;Clément BÉLANGER;7;Rémi BERGERON;4;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;62;Denis TASSÉ;45;1
13;298;Clément BÉLANGER;11;Rémi BERGERON;3;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;65;Denis TASSÉ;51;3
13;299;Clément BÉLANGER;8;Rémi BERGERON;6;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;83;Denis TASSÉ;46;1
13;300;Clément BÉLANGER;1;Rémi BERGERON;0;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;50;Denis TASSÉ;29;1
13;301;Clément BÉLANGER;3;Rémi BERGERON;2;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;49;0
13;302;Clément BÉLANGER;8;Rémi BERGERON;13;Sylvie GONEAU;38;Maxime PEDNEAUD-JOBIN;50;Denis TASSÉ;60;1
13;303;Clément BÉLANGER;5;Rémi BERGERON;0;Sylvie GONEAU;32;Maxime PEDNEAUD-JOBIN;54;Denis TASSÉ;49;2
13;304;Clément BÉLANGER;8;Rémi BERGERON;4;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;56;Denis TASSÉ;42;0
13;305;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;19;Maxime PEDNEAUD-JOBIN;40;Denis TASSÉ;38;1
13;306;Clément BÉLANGER;7;Rémi BERGERON;5;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;77;Denis TASSÉ;49;2
13;BVA-13-1;Clément BÉLANGER;6;Rémi BERGERON;6;Sylvie GONEAU;14;Maxime PEDNEAUD-JOBIN;104;Denis TASSÉ;44;1
13;BVA-13-2;Clément BÉLANGER;3;Rémi BERGERON;0;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;73;Denis TASSÉ;53;3
13;BVA-13-3;Clément BÉLANGER;3;Rémi BERGERON;2;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;81;Denis TASSÉ;62;3
13;BVA-13-4;Clément BÉLANGER;6;Rémi BERGERON;7;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;104;Denis TASSÉ;79;1
13;BVA-13-5;Clément BÉLANGER;8;Rémi BERGERON;0;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;62;Denis TASSÉ;32;3
13;BVA-13-6;Clément BÉLANGER;9;Rémi BERGERON;1;Sylvie GONEAU;9;Maxime PEDNEAUD-JOBIN;27;Denis TASSÉ;28;3
13;307;Clément BÉLANGER;3;Rémi BERGERON;8;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;39;Denis TASSÉ;33;2
13;308;Clément BÉLANGER;6;Rémi BERGERON;1;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;64;Denis TASSÉ;52;4
13;309;Clément BÉLANGER;3;Rémi BERGERON;2;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;63;Denis TASSÉ;41;0
13;310;Clément BÉLANGER;14;Rémi BERGERON;3;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;90;Denis TASSÉ;64;7
13;311;Clément BÉLANGER;7;Rémi BERGERON;5;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;82;Denis TASSÉ;62;7
13;312;Clément BÉLANGER;3;Rémi BERGERON;3;Sylvie GONEAU;37;Maxime PEDNEAUD-JOBIN;77;Denis TASSÉ;54;0
13;313;Clément BÉLANGER;6;Rémi BERGERON;2;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;48;Denis TASSÉ;38;5
13;314;Clément BÉLANGER;12;Rémi BERGERON;4;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;56;Denis TASSÉ;45;2
13;315;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;56;Denis TASSÉ;56;4
14;316;Clément BÉLANGER;8;Rémi BERGERON;3;Sylvie GONEAU;39;Maxime PEDNEAUD-JOBIN;38;Denis TASSÉ;57;0
14;317;Clément BÉLANGER;9;Rémi BERGERON;4;Sylvie GONEAU;38;Maxime PEDNEAUD-JOBIN;64;Denis TASSÉ;28;2
14;318;Clément BÉLANGER;7;Rémi BERGERON;4;Sylvie GONEAU;39;Maxime PEDNEAUD-JOBIN;41;Denis TASSÉ;24;1
14;319;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;66;Denis TASSÉ;40;0
14;320;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;78;Denis TASSÉ;44;0
14;321;Clément BÉLANGER;5;Rémi BERGERON;4;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;55;Denis TASSÉ;29;2
14;322;Clément BÉLANGER;2;Rémi BERGERON;2;Sylvie GONEAU;36;Maxime PEDNEAUD-JOBIN;61;Denis TASSÉ;35;0
14;323;Clément BÉLANGER;4;Rémi BERGERON;11;Sylvie GONEAU;33;Maxime PEDNEAUD-JOBIN;61;Denis TASSÉ;50;1
14;324;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;35;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;48;2
14;325;Clément BÉLANGER;9;Rémi BERGERON;4;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;51;Denis TASSÉ;43;1
14;326;Clément BÉLANGER;10;Rémi BERGERON;2;Sylvie GONEAU;46;Maxime PEDNEAUD-JOBIN;62;Denis TASSÉ;75;1
14;327;Clément BÉLANGER;7;Rémi BERGERON;6;Sylvie GONEAU;39;Maxime PEDNEAUD-JOBIN;51;Denis TASSÉ;62;3
14;328;Clément BÉLANGER;9;Rémi BERGERON;0;Sylvie GONEAU;40;Maxime PEDNEAUD-JOBIN;54;Denis TASSÉ;41;1
14;329;Clément BÉLANGER;5;Rémi BERGERON;5;Sylvie GONEAU;54;Maxime PEDNEAUD-JOBIN;44;Denis TASSÉ;36;1
14;330;Clément BÉLANGER;3;Rémi BERGERON;1;Sylvie GONEAU;43;Maxime PEDNEAUD-JOBIN;53;Denis TASSÉ;49;2
14;BVA-14-1;Clément BÉLANGER;9;Rémi BERGERON;3;Sylvie GONEAU;41;Maxime PEDNEAUD-JOBIN;78;Denis TASSÉ;47;1
14;BVA-14-2;Clément BÉLANGER;2;Rémi BERGERON;3;Sylvie GONEAU;41;Maxime PEDNEAUD-JOBIN;72;Denis TASSÉ;42;1
14;BVA-14-3;Clément BÉLANGER;9;Rémi BERGERON;1;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;56;Denis TASSÉ;50;1
14;331;Clément BÉLANGER;11;Rémi BERGERON;4;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;75;Denis TASSÉ;44;3
14;332;Clément BÉLANGER;10;Rémi BERGERON;5;Sylvie GONEAU;53;Maxime PEDNEAUD-JOBIN;76;Denis TASSÉ;56;2
14;333;Clément BÉLANGER;8;Rémi BERGERON;8;Sylvie GONEAU;38;Maxime PEDNEAUD-JOBIN;100;Denis TASSÉ;44;4
14;334;Clément BÉLANGER;8;Rémi BERGERON;5;Sylvie GONEAU;41;Maxime PEDNEAUD-JOBIN;60;Denis TASSÉ;49;2
14;335;Clément BÉLANGER;7;Rémi BERGERON;8;Sylvie GONEAU;41;Maxime PEDNEAUD-JOBIN;113;Denis TASSÉ;50;4
14;336;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;40;Maxime PEDNEAUD-JOBIN;112;Denis TASSÉ;58;4
14;337;Clément BÉLANGER;13;Rémi BERGERON;1;Sylvie GONEAU;32;Maxime PEDNEAUD-JOBIN;72;Denis TASSÉ;31;2
14;338;Clément BÉLANGER;2;Rémi BERGERON;4;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;37;Denis TASSÉ;26;0
14;339;Clément BÉLANGER;3;Rémi BERGERON;3;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;44;Denis TASSÉ;12;7
14;340;Clément BÉLANGER;11;Rémi BERGERON;0;Sylvie GONEAU;39;Maxime PEDNEAUD-JOBIN;43;Denis TASSÉ;38;2
14;BVA-14-4;Clément BÉLANGER;4;Rémi BERGERON;3;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;69;Denis TASSÉ;58;8
14;BVA-14-5;Clément BÉLANGER;3;Rémi BERGERON;2;Sylvie GONEAU;44;Maxime PEDNEAUD-JOBIN;94;Denis TASSÉ;45;2
14;BVA-14-6;Clément BÉLANGER;9;Rémi BERGERON;5;Sylvie GONEAU;38;Maxime PEDNEAUD-JOBIN;72;Denis TASSÉ;42;5
15;341;Clément BÉLANGER;5;Rémi BERGERON;3;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;43;Denis TASSÉ;19;1
15;342;Clément BÉLANGER;14;Rémi BERGERON;1;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;36;1
15;343;Clément BÉLANGER;2;Rémi BERGERON;2;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;27;Denis TASSÉ;39;1
15;344;Clément BÉLANGER;8;Rémi BERGERON;2;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;44;Denis TASSÉ;36;1
15;345;Clément BÉLANGER;5;Rémi BERGERON;6;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;66;Denis TASSÉ;56;2
15;346;Clément BÉLANGER;9;Rémi BERGERON;3;Sylvie GONEAU;15;Maxime PEDNEAUD-JOBIN;43;Denis TASSÉ;43;0
15;347;Clément BÉLANGER;9;Rémi BERGERON;4;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;45;Denis TASSÉ;27;2
15;348;Clément BÉLANGER;10;Rémi BERGERON;4;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;43;Denis TASSÉ;38;5
15;BVA-15-1;Clément BÉLANGER;13;Rémi BERGERON;1;Sylvie GONEAU;33;Maxime PEDNEAUD-JOBIN;62;Denis TASSÉ;43;3
15;BVA-15-2;Clément BÉLANGER;8;Rémi BERGERON;3;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;65;Denis TASSÉ;59;0
15;BVA-15-3;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;44;Denis TASSÉ;50;2
15;BVA-15-4;Clément BÉLANGER;4;Rémi BERGERON;5;Sylvie GONEAU;49;Maxime PEDNEAUD-JOBIN;71;Denis TASSÉ;46;5
15;BVA-15-5;Clément BÉLANGER;4;Rémi BERGERON;0;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;60;Denis TASSÉ;44;1
15;BVA-15-6;Clément BÉLANGER;2;Rémi BERGERON;6;Sylvie GONEAU;46;Maxime PEDNEAUD-JOBIN;29;Denis TASSÉ;37;1
15;349;Clément BÉLANGER;3;Rémi BERGERON;8;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;75;Denis TASSÉ;54;6
15;350;Clément BÉLANGER;5;Rémi BERGERON;4;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;18;Denis TASSÉ;32;5
15;351;Clément BÉLANGER;4;Rémi BERGERON;3;Sylvie GONEAU;13;Maxime PEDNEAUD-JOBIN;63;Denis TASSÉ;34;0
15;352;Clément BÉLANGER;2;Rémi BERGERON;1;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;38;Denis TASSÉ;44;5
15;353;Clément BÉLANGER;6;Rémi BERGERON;2;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;54;Denis TASSÉ;30;3
15;354;Clément BÉLANGER;3;Rémi BERGERON;1;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;37;Denis TASSÉ;27;2
15;355;Clément BÉLANGER;10;Rémi BERGERON;1;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;28;Denis TASSÉ;20;2
15;356;Clément BÉLANGER;6;Rémi BERGERON;1;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;25;Denis TASSÉ;32;2
15;357;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;37;Denis TASSÉ;37;4
15;358;Clément BÉLANGER;3;Rémi BERGERON;4;Sylvie GONEAU;47;Maxime PEDNEAUD-JOBIN;31;Denis TASSÉ;25;0
15;359;Clément BÉLANGER;13;Rémi BERGERON;5;Sylvie GONEAU;41;Maxime PEDNEAUD-JOBIN;67;Denis TASSÉ;49;5
15;360;Clément BÉLANGER;5;Rémi BERGERON;5;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;38;Denis TASSÉ;41;2
15;361;Clément BÉLANGER;5;Rémi BERGERON;4;Sylvie GONEAU;15;Maxime PEDNEAUD-JOBIN;28;Denis TASSÉ;40;1
15;362;Clément BÉLANGER;5;Rémi BERGERON;3;Sylvie GONEAU;19;Maxime PEDNEAUD-JOBIN;24;Denis TASSÉ;43;1
15;363;Clément BÉLANGER;9;Rémi BERGERON;4;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;33;Denis TASSÉ;37;2
15;364;Clément BÉLANGER;1;Rémi BERGERON;7;Sylvie GONEAU;44;Maxime PEDNEAUD-JOBIN;39;Denis TASSÉ;25;1
16;365;Clément BÉLANGER;6;Rémi BERGERON;2;Sylvie GONEAU;31;Maxime PEDNEAUD-JOBIN;31;Denis TASSÉ;18;0
16;366;Clément BÉLANGER;6;Rémi BERGERON;0;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;27;Denis TASSÉ;28;1
16;367;Clément BÉLANGER;9;Rémi BERGERON;5;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;48;Denis TASSÉ;39;0
16;368;Clément BÉLANGER;6;Rémi BERGERON;1;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;59;Denis TASSÉ;26;1
16;369;Clément BÉLANGER;12;Rémi BERGERON;2;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;55;Denis TASSÉ;53;1
16;370;Clément BÉLANGER;3;Rémi BERGERON;1;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;39;Denis TASSÉ;42;4
16;371;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;80;Denis TASSÉ;55;3
16;372;Clément BÉLANGER;3;Rémi BERGERON;3;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;44;2
16;373;Clément BÉLANGER;5;Rémi BERGERON;0;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;57;Denis TASSÉ;58;1
16;374;Clément BÉLANGER;16;Rémi BERGERON;1;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;77;Denis TASSÉ;56;5
16;375;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;19;Maxime PEDNEAUD-JOBIN;50;Denis TASSÉ;35;5
16;376;Clément BÉLANGER;3;Rémi BERGERON;3;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;23;1
16;BVA-16-1;Clément BÉLANGER;7;Rémi BERGERON;5;Sylvie GONEAU;36;Maxime PEDNEAUD-JOBIN;69;Denis TASSÉ;51;1
16;BVA-16-2;Clément BÉLANGER;2;Rémi BERGERON;0;Sylvie GONEAU;39;Maxime PEDNEAUD-JOBIN;71;Denis TASSÉ;47;4
16;BVA-16-3;Clément BÉLANGER;4;Rémi BERGERON;0;Sylvie GONEAU;33;Maxime PEDNEAUD-JOBIN;55;Denis TASSÉ;69;1
16;377;Clément BÉLANGER;4;Rémi BERGERON;5;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;37;Denis TASSÉ;36;2
16;378;Clément BÉLANGER;6;Rémi BERGERON;3;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;50;Denis TASSÉ;49;1
16;379;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;50;Denis TASSÉ;43;1
16;380;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;35;Denis TASSÉ;33;5
16;381;Clément BÉLANGER;7;Rémi BERGERON;1;Sylvie GONEAU;16;Maxime PEDNEAUD-JOBIN;37;Denis TASSÉ;25;1
16;382;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;44;Maxime PEDNEAUD-JOBIN;42;Denis TASSÉ;42;7
16;383;Clément BÉLANGER;4;Rémi BERGERON;4;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;53;3
16;BVA-16-4;Clément BÉLANGER;6;Rémi BERGERON;3;Sylvie GONEAU;40;Maxime PEDNEAUD-JOBIN;79;Denis TASSÉ;73;3
16;BVA-16-5;Clément BÉLANGER;4;Rémi BERGERON;0;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;57;Denis TASSÉ;81;2
16;BVA-16-6;Clément BÉLANGER;1;Rémi BERGERON;6;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;46;Denis TASSÉ;50;2
16;384;Clément BÉLANGER;8;Rémi BERGERON;9;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;45;Denis TASSÉ;46;0
16;385;Clément BÉLANGER;12;Rémi BERGERON;2;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;46;Denis TASSÉ;31;2
16;386;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;73;Denis TASSÉ;68;5
16;387;Clément BÉLANGER;3;Rémi BERGERON;5;Sylvie GONEAU;32;Maxime PEDNEAUD-JOBIN;57;Denis TASSÉ;62;5
16;388;Clément BÉLANGER;13;Rémi BERGERON;1;Sylvie GONEAU;36;Maxime PEDNEAUD-JOBIN;43;Denis TASSÉ;57;0
16;389;Clément BÉLANGER;4;Rémi BERGERON;0;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;44;Denis TASSÉ;45;1
16;390;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;21;Denis TASSÉ;9;2
16;391;Clément BÉLANGER;2;Rémi BERGERON;1;Sylvie GONEAU;15;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;59;1
16;392;Clément BÉLANGER;1;Rémi BERGERON;0;Sylvie GONEAU;35;Maxime PEDNEAUD-JOBIN;51;Denis TASSÉ;41;1
16;393;Clément BÉLANGER;6;Rémi BERGERON;2;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;38;Denis TASSÉ;55;1
17;394;Clément BÉLANGER;5;Rémi BERGERON;5;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;42;Denis TASSÉ;25;3
17;395;Clément BÉLANGER;7;Rémi BERGERON;5;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;31;Denis TASSÉ;26;3
17;396;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;39;Denis TASSÉ;40;1
17;397;Clément BÉLANGER;4;Rémi BERGERON;7;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;39;Denis TASSÉ;31;5
17;398;Clément BÉLANGER;10;Rémi BERGERON;1;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;40;Denis TASSÉ;35;4
17;399;Clément BÉLANGER;5;Rémi BERGERON;4;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;39;Denis TASSÉ;28;1
17;400;Clément BÉLANGER;14;Rémi BERGERON;12;Sylvie GONEAU;35;Maxime PEDNEAUD-JOBIN;40;Denis TASSÉ;30;1
17;401;Clément BÉLANGER;5;Rémi BERGERON;7;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;45;Denis TASSÉ;29;2
17;402;Clément BÉLANGER;6;Rémi BERGERON;3;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;54;Denis TASSÉ;47;2
17;403;Clément BÉLANGER;5;Rémi BERGERON;3;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;50;Denis TASSÉ;49;4
17;404;Clément BÉLANGER;8;Rémi BERGERON;2;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;50;Denis TASSÉ;30;7
17;BVA-17-1;Clément BÉLANGER;6;Rémi BERGERON;8;Sylvie GONEAU;40;Maxime PEDNEAUD-JOBIN;57;Denis TASSÉ;77;2
17;BVA-17-2;Clément BÉLANGER;7;Rémi BERGERON;3;Sylvie GONEAU;45;Maxime PEDNEAUD-JOBIN;97;Denis TASSÉ;69;3
17;BVA-17-3;Clément BÉLANGER;3;Rémi BERGERON;3;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;42;0
17;405;Clément BÉLANGER;7;Rémi BERGERON;9;Sylvie GONEAU;35;Maxime PEDNEAUD-JOBIN;65;Denis TASSÉ;49;5
17;406;Clément BÉLANGER;9;Rémi BERGERON;3;Sylvie GONEAU;49;Maxime PEDNEAUD-JOBIN;40;Denis TASSÉ;50;2
17;407;Clément BÉLANGER;11;Rémi BERGERON;5;Sylvie GONEAU;37;Maxime PEDNEAUD-JOBIN;64;Denis TASSÉ;51;2
17;408;Clément BÉLANGER;4;Rémi BERGERON;11;Sylvie GONEAU;38;Maxime PEDNEAUD-JOBIN;54;Denis TASSÉ;72;6
17;409;Clément BÉLANGER;10;Rémi BERGERON;5;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;59;3
17;410;Clément BÉLANGER;3;Rémi BERGERON;4;Sylvie GONEAU;43;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;61;4
17;411;Clément BÉLANGER;4;Rémi BERGERON;1;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;43;Denis TASSÉ;21;2
17;412;Clément BÉLANGER;5;Rémi BERGERON;3;Sylvie GONEAU;16;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;24;1
17;413;Clément BÉLANGER;4;Rémi BERGERON;4;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;31;Denis TASSÉ;27;1
17;414;Clément BÉLANGER;8;Rémi BERGERON;6;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;30;Denis TASSÉ;28;2
17;415;Clément BÉLANGER;8;Rémi BERGERON;3;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;56;Denis TASSÉ;26;2
17;416;Clément BÉLANGER;9;Rémi BERGERON;3;Sylvie GONEAU;35;Maxime PEDNEAUD-JOBIN;58;Denis TASSÉ;38;1
17;417;Clément BÉLANGER;8;Rémi BERGERON;6;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;40;Denis TASSÉ;42;5
17;BVA-17-4;Clément BÉLANGER;9;Rémi BERGERON;7;Sylvie GONEAU;51;Maxime PEDNEAUD-JOBIN;87;Denis TASSÉ;54;3
17;BVA-17-5;Clément BÉLANGER;3;Rémi BERGERON;2;Sylvie GONEAU;31;Maxime PEDNEAUD-JOBIN;63;Denis TASSÉ;30;5
17;BVA-17-6;Clément BÉLANGER;0;Rémi BERGERON;2;Sylvie GONEAU;10;Maxime PEDNEAUD-JOBIN;23;Denis TASSÉ;13;0
18;418;Clément BÉLANGER;4;Rémi BERGERON;5;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;44;Denis TASSÉ;35;0
18;419;Clément BÉLANGER;4;Rémi BERGERON;6;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;23;4
18;420;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;66;Denis TASSÉ;14;0
18;421;Clément BÉLANGER;5;Rémi BERGERON;4;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;87;Denis TASSÉ;27;0
18;422;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;32;Maxime PEDNEAUD-JOBIN;110;Denis TASSÉ;36;4
18;423;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;13;Maxime PEDNEAUD-JOBIN;55;Denis TASSÉ;23;2
18;424;Clément BÉLANGER;3;Rémi BERGERON;2;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;33;1
18;425;Clément BÉLANGER;3;Rémi BERGERON;7;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;96;Denis TASSÉ;27;3
