TSPID,SCIAN,SCIAL,Q1_1,Q2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7A,Q2_7B,Q2_7C,Q2_7D,Q3A,Q3B,Q3C,Q3D,Q4,Q5,Q6,Q8,Q9,Q10AM1,Q10AM2,Q10AM3,Q10AM4,Q10AM5,Q11,Q12AM1,Q12AM2,Q12AM3,Q13,Q14,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q20M4,Q20M5,Q20M6,QENT1,Q21,Q24,Q25,Q26,Q23,Poids
15485,541430,Services de design graphique,3,1,2,2,9,1,1,3,,90,,,1,2,2,9,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,1,,,1,1,1,1,2,,0.950170924751477
15490,541110,Études d'avocats,3,2,3,3,3,2,2,1,,,,90,2,3,4,4,4,4,4,3,1,5,,,,,5,1,,,1,4,3,3,3,3,3,3,3,2,3,3,3,90,6,,,,,,2,2,1,1,2,,0.950170924751477
15521,541120,Études de notaires,3,2,4,2,2,2,1,2,90,,,,2,3,2,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,1,1,2,,0.950170924751477
15527,531111,"Bailleurs d'immeubles résidentiels et de logements, sauf les ensembles de logeme",3,2,2,9,2,9,2,2,,,90,,2,2,1,4,3,2,2,1,1,90,,,,,90,1,2,,2,4,3,1,3,2,3,2,3,3,4,4,3,90,2,,,,,,1,2,1,1,2,,0.950170924751477
15532,523930,Services de conseils en placement,3,4,4,4,4,9,9,2,,90,,,3,2,2,4,3,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,1,1,2,,0.950170924751477
15570,541920,Services photographiques,2,2,2,2,9,2,2,2,,,90,,2,9,9,2,2,2,2,2,1,5,,,,,5,1,,,1,3,2,5,5,2,3,3,2,1,1,2,2,90,9,,,,,,1,1,1,1,1,,0.950170924751477
15629,531310,Gestionnaires de biens immobiliers,2,2,3,2,2,1,1,2,90,,,,2,3,2,3,3,3,2,2,1,12,,,,,12,2,,,2,3,1,2,2,1,1,1,2,1,1,2,1,90,1,2,,,,,1,1,1,1,2,,0.950170924751477
15631,531111,"Bailleurs d'immeubles résidentiels et de logements, sauf les ensembles de logeme",1,2,3,9,3,3,3,2,90,,,,3,3,2,3,3,3,3,2,1,5,,,,,5,1,,,1,3,2,2,2,2,3,3,2,1,2,2,2,90,6,,,,,,1,1,4,1,1,,0.950170924751477
15636,541110,Études d'avocats,2,3,2,2,3,1,1,1,,,,90,2,2,2,2,3,3,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,1,1,2,,0.950170924751477
15655,541110,Études d'avocats,3,2,2,2,2,1,2,2,,,,90,2,1,2,3,3,2,2,4,1,90,,,,,90,1,,,1,2,5,3,2,2,1,3,2,1,1,2,2,90,6,,,,,,1,2,1,9,2,,1.345456683521760
15659,541920,Services photographiques,2,4,3,2,4,1,1,2,90,,,,3,2,3,4,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,9,2,,1.345456683521760
15662,532230,Location de bandes et de disques vidéo,2,2,2,1,1,1,2,1,,99,,,1,1,3,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,0.950170924751477
15678,541430,Services de design graphique,2,2,4,9,2,2,2,2,90,,,,2,2,2,4,2,3,3,2,1,5,12,,,,5,1,3,,3,4,4,4,4,2,5,3,3,4,4,4,4,90,9,,,,,,1,2,1,1,9,,0.950170924751477
15681,541310,Services d'architecture,2,3,3,1,3,1,1,1,,,90,,2,2,3,2,2,2,2,2,1,90,,,,,90,1,,,1,2,1,1,1,1,1,1,1,1,1,2,1,90,9,,,,,,1,2,3,1,2,,0.950170924751477
15718,541430,Services de design graphique,3,2,3,1,4,1,1,1,90,,,,2,2,3,3,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,6,,,1,1,1,1,1,,0.950170924751477
15729,541120,Études de notaires,4,1,3,1,9,1,1,3,,,99,,2,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
