ID,Rue,Intersection,Orientation,Arrondissement,Type d'espace,Latitude,Longitude,X,Y
1,Entrée Principale Stade,Gary-Carter,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.534182999999999,-73.623678999999996,295140.30603922,5043814.88171208
2,Mile End,Gary-Carter,Sud-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.536121999999999,-73.622311999999994,295247.40105537,5044030.20137971
3,Gary-Carter,Devant Les Bornes D'Incendies,Côté Sud Bi,Villeray–Saint-Michel–Parc-Extension,Sur rue à +5m,45.535474999999998,-73.622658000000001,295220.26851061,5043958.34076755
4,Metro De Castelneau,Arrière Trottoir,,Villeray–Saint-Michel–Parc-Extension,Sur trottoir près des supports à vélo,45.535257999999999,-73.620052000000001,295423.76405395,5043933.91765231
5,Metro Jarry,Arrière Trottoir,,Villeray–Saint-Michel–Parc-Extension,Sur trottoir,45.543616999999998,-73.628411000000000,294772.39996183,5044863.87360370
6,St Dominique,Jarry E,Sud-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.539473999999998,-73.630831000000001,294582.67205211,5044403.76203261
7,Casgrain,Jarry E,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.540157000000001,-73.630832999999996,294582.63956682,5044479.66490195
8,Gaspe,Jarry E,Sud-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.540672999999998,-73.630139000000000,294636.93023258,5044536.92051357
9,Henri Julien,Jarry E,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.541322999999998,-73.630131000000006,294637.67208388,5044609.15480074
10,Berri,Jarry E,Sud-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.543159000000003,-73.628755999999996,294745.37731103,5044813.01863487
11,Lajeunnesse,Jarry E,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.543792000000003,-73.628833000000000,294739.47724575,5044883.37438240
12,St Gerard,Jarry E,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.544383000000003,-73.628450000000001,294769.49067834,5044949.00504418
13,Foucher,Jarry E,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.544913000000001,-73.627923999999993,294810.65926591,5045007.83903958
14,De Chateaubriand,Jarry E,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.546010000000003,-73.626909999999995,294890.03333754,5045129.62440449
15,St Hubert,Jarry E,Sud-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.546326999999998,-73.626215000000002,294944.35889749,5045164.76746531
16,St Andre,Jarry E,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.547044000000000,-73.626172999999994,294947.76376839,5045244.44348143
17,Boyer,Jarry E,Sud-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.547294999999998,-73.625365000000002,295010.90012588,5045272.23859000
18,Rousselot,Villeray,Sud-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.548855000000003,-73.616630000000001,295693.22267398,5045444.57532658
19,De Normanville,Villeray,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.547285000000002,-73.618470000000002,295549.29310851,5045270.30949203
20,Tillemont,De Normanville,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.548077999999997,-73.619759000000002,295448.77328700,5045358.58602959
21,St Dominique,De Castelnau E,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.536045999999999,-73.619114999999994,295497.07504734,5044021.37997395
22,Casgrain,De Castelnau E,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.536721999999997,-73.618925000000004,295512.02540383,5044096.48262595
23,Gaspé,De Castelnau E,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.537255999999999,-73.618267000000003,295563.50225195,5044155.75074513
24,De Castelnau E,De Gaspé,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.537205000000000,-73.618533999999997,295542.64153381,5044150.11381037
25,Henri Julien,De Castelnau E,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.537900999999998,-73.618314999999996,295559.85915658,5044227.43587017
26,De Castelnau E,Drolet,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.538570000000000,-73.617733999999999,295605.34301116,5044301.71591830
27,Berri,De Castelnau E,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.539793000000003,-73.617149999999995,295651.14992541,5044437.56264801
28,Lajeunesse,De Castelnau E,Sud-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.540351999999999,-73.616797000000005,295678.80790781,5044499.64482634
29,Chateaubriand,De Castelnau E,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.541108999999999,-73.615846000000005,295753.19708907,5044583.66354785
30,De Castelnau E,St-Hubert,Sud-Ouest,Villeray–Saint-Michel–Parc-Extension,,45.541524000000003,-73.615195999999997,295804.02395266,5044629.70996261
31,St Hubert,Everett,Sud-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.542295000000003,-73.616761999999994,295681.85529030,5044715.56884561
32,Faillon,St-Hubert,Sud-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.542800000000000,-73.618015000000000,295584.08888409,5044771.83322521
33,St Hubert,Villeray,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.544369000000003,-73.621088000000000,295344.37823134,5044946.55560876
34,St Hubert,Du Rosaire,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,,45.544713999999999,-73.621683000000004,295297.97349275,5044984.96616987
35,St Dominique,Villeray,Sud-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.537736000000002,-73.624606999999997,295068.43936936,5044209.84270257
36,Casgrain,Villeray,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.538330999999999,-73.624684000000002,295062.52852073,5044275.97508767
37,Gaspe,Villeray,Sud-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.538930000000001,-73.623941000000002,295120.65751444,5044342.45281199
38,Henri Julien,Villeray,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.539527999999997,-73.623895000000005,295124.35251338,5044408.90372218
39,Villeray,Drolet,Sud-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.539994999999998,-73.623424999999997,295161.13721267,5044460.74545434
40,Berri,Villeray,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.541469999999997,-73.622939000000002,295199.34237103,5044624.60577245
41,Lajeunesse,Villeray,Sud-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.542006000000001,-73.622546999999997,295230.04570549,5044684.12531187
42,St Gerard,Villeray,Nord-Ouest,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.542684000000001,-73.622449000000003,295237.81366856,5044759.46062581
43,De Chateaubriand,Villeray,Nord-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.543751999999998,-73.621638000000004,295301.32546348,5044878.05253852
44,St Dominique,Gounod,Sud-Est,Villeray–Saint-Michel–Parc-Extension,Dégagement de 5m,45.538646000000000,-73.627744000000007,294823.60679560,5044311.35713478
45,Guy,Lincoln,Nord-Ouest,Ville-Marie,,45.496099999999998,-73.580546999999996,298504.79745307,5039578.40545354
46,Mackay,Ste-Catherine,Nord-Ouest,Ville-Marie,,45.495916999999999,-73.577285000000003,298759.72159234,5039557.81816070
47,Bishop,René-Lévesque,Nord-Est,Ville-Marie,Dégagement de 5m,45.495392000000002,-73.573834000000005,299029.38396529,5039499.22104859
48,Crescent,De Maisonneuve,Nord-Ouest,Ville-Marie,,45.498137999999997,-73.577736000000002,298724.71212037,5039804.67273187
49,Drummond,Ste-Catherine,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.498694999999998,-73.574477999999999,298979.39140507,5039866.33113874
50,Stanley,De Maisonneuve,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.500134000000003,-73.575322999999997,298913.50286760,5040026.30938865
51,Peel,Ste-Catherine,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.499898999999999,-73.572766999999999,299113.23076801,5040000.00961440
52,Metcalfe,Ste-Catherine,Sud-Est,Ville-Marie,Dégagement de 5m,45.500698999999997,-73.572066000000007,299168.09394723,5040088.86457943
53,Mansfield,Ste-Catherine,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.501230999999997,-73.571453000000005,299216.05204447,5040147.94318525
54,Pres. Kennedy,Union,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.504922999999998,-73.571951999999996,299177.42344054,5040558.27177497
55,City Councillors,De Maisonneuve,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.505772999999998,-73.570516999999995,299289.64220018,5040652.63328517
56,St-Urbain,Evans,Sud-Est,Ville-Marie,Dégagement de 5m,45.510435999999999,-73.568479999999994,299449.25980142,5041170.69750836
57,Ste-Catherine,St-Dominique,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.510314000000001,-73.563517000000004,299837.03709657,5041156.82091204
58,Boisbriand,Hôtel-De-Ville,Sud-Est,Ville-Marie,,45.512287000000001,-73.562758000000002,299896.51363351,5041376.03507253
59,Sanguinet,Savignac,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.512025000000001,-73.559680999999998,300136.90799937,5041346.73557814
60,St-Denis,Emery,Nord-Est,Ville-Marie,,45.515154000000003,-73.563478000000003,299840.50952504,5041694.69100515
61,Cypress,Peel,Sud-Ouest,Ville-Marie,,45.499257000000000,-73.571735000000004,299193.81825585,5039928.59134224
62,De La Cathédrale,St-Antoine,Sud-Est,Ville-Marie,,45.497490999999997,-73.565807000000007,299656.93824401,5039731.93844290
63,Sherbrooke,Victoria,Sud-Ouest,Ville-Marie,,45.504133000000003,-73.574211000000005,299000.81630709,5040470.63927291
64,St-Antoine,De Bleury,Nord-Est,Ville-Marie,,45.503286000000003,-73.560231000000002,300093.20624462,5040375.59749235
65,St-Laurent,De La Gauchetière,Nord-Est,Ville-Marie,,45.508197000000003,-73.560047999999995,300107.91491179,5040921.34889590
66,St-Jacques,Côte De La Place D’Armes,Sud-Est,Ville-Marie,,45.505267000000003,-73.557323999999994,300320.53290873,5040595.58081860
67,William,Mcgill,Nord-Ouest,Ville-Marie,,45.499701999999999,-73.556472999999997,300386.59778037,5039977.09257849
68,De La Gauchetière,Mansfield,Nord-Ouest,Ville-Marie,,45.498911999999997,-73.566852999999995,299575.32087276,5039889.92223701
69,Gascon,De Rouen,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.535254999999999,-73.554989000000006,300505.27878804,5043928.04457138
70,Du Havre,Ontario,Nord-Est,Ville-Marie,Dégagement de 5m,45.533490000000000,-73.551989000000006,300739.45614987,5043731.74206167
71,Wurtele,Sherbrooke,Sud-Est,Ville-Marie,Dégagement de 5m,45.539659000000000,-73.559145000000001,300181.04969838,5044417.69695288
72,Lespérance,Ontario,Nord-Est,Ville-Marie,Dégagement de 5m,45.537733000000003,-73.549623999999994,300924.46334550,5044203.15455110
73,Montgomery,Hochelaga,Sud-Est,Ville-Marie,Dégagement de 5m,45.538139000000001,-73.556667000000004,300374.45077002,5044248.63794502
74,Hochelaga,Chapleau,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.534306999999998,-73.559797000000003,300129.68849846,5043822.96072681
75,Parthenais,Larivière,Sud-Ouest,Ville-Marie,,45.530244000000003,-73.557875999999993,300279.39843176,5043371.32525748
76,Logan,De Lorimier,Sud-Est,Ville-Marie,Dégagement de 5m,45.526229000000001,-73.552970000000002,300662.30386299,5042924.86982971
77,Ste-Catherine,Parthenais,Sud-Est,Ville-Marie,,45.526054000000002,-73.548970999999995,300974.66970209,5042905.22361849
78,Viger,Ste-Élisabeth,Nord-Ouest,Ville-Marie,,45.509990999999999,-73.557158999999999,300333.80009516,5041120.55250307
79,St-Laurent,Ontario,Sud-Ouest,Ville-Marie,,45.511139000000000,-73.566633999999993,299593.56332013,5041248.70102642
80,St-Denis,Ste-Catherine,Sud-Est,Ville-Marie,,45.513714999999998,-73.560293999999999,300089.15309361,5041534.58220995
81,Berri,De La Gauchetière,Nord-Ouest,Ville-Marie,,45.513131999999999,-73.556504000000004,300385.22502956,5041469.57769079
82,Wolfe,Ste-Catherine,Sud-Est,Ville-Marie,,45.517851999999998,-73.556467999999995,300388.40660358,5041994.11278834
83,St-Hubert,De Maisonneuve,Nord-Est,Ville-Marie,,45.516260000000003,-73.560554999999994,300068.97408870,5041817.42525133
84,St-Timothée,Robin,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.518608000000000,-73.561152000000007,300022.53051968,5042078.39565234
85,Amherst,Ontario,Nord-Est,Ville-Marie,,45.520389999999999,-73.563338000000002,299851.90655831,5042276.56313691
86,Montcalm,Sherbrooke,Sud-Est,Ville-Marie,Dégagement de 5m,45.522537999999997,-73.565347000000003,299695.15364726,5042515.39796300
87,Robin,Amherst,Nord-Est,Ville-Marie,Dégagement de 5m,45.519264000000000,-73.560728999999995,300055.63231426,5042151.27238154
88,Montcalm,Robin,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.519933999999999,-73.559747999999999,300132.32695716,5042225.67253914
89,Wolfe,Du Glacis,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.514927000000000,-73.550195000000002,300878.28498744,5041668.72986726
90,St-André,Entre St-Antoine Et Viger,Ouest,Ville-Marie,Dégagement de 5m,45.514234999999999,-73.552933999999993,300664.23734042,5041591.96481066
91,De La Gauchetière,St-André,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.514875000000004,-73.554372999999998,300551.85562931,5041663.16358159
92,Berri,Ste-Catherine,Sud-Est,Ville-Marie,,45.514639000000003,-73.559455999999997,300154.70311888,5041637.21817349
93,Berri,De Maisonneuve,Nord-Ouest,Ville-Marie,,45.515490999999997,-73.561605000000000,299986.87439525,5041732.02810217
94,Ontario,Hôtel-De-Ville,Sud-Ouest,Ville-Marie,,45.513106000000001,-73.566102999999998,299635.23283371,5041467.26076983
95,Hôtel-De-Ville,Sherbrooke,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.514505999999997,-73.568657000000002,299435.81642018,5041623.01117076
96,St-Norbert,St-Laurent,Sud-Est,Ville-Marie,,45.511986999999998,-73.568023999999994,299485.03571595,5041343.03087217
97,Sherbrooke,Sanguinet,Sud-Est,Ville-Marie,,45.515870000000000,-73.567832999999993,299500.32371885,5041774.53877938
98,St-Denis,Ontario,Nord-Ouest,Ville-Marie,,45.515982999999999,-73.565511999999998,299681.66972218,5041786.94600795
99,De Bonsecours,Champ-De-Mars,Sud-Ouest,Ville-Marie,,45.510433999999997,-73.553274000000002,300637.39275893,5041169.57468088
100,Panet,René-Lévesque,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.518861000000001,-73.552542000000003,300695.20086513,5042106.03558123
101,Logan,Panet,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.521203000000000,-73.557794000000001,300285.08014212,5042366.58584900
102,Lalonde,Panet,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.522336000000003,-73.560236000000003,300094.40333175,5042492.63731372
103,La Fontaine,De La Visitation,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.521394000000001,-73.559820999999999,300126.74487148,5042387.92780745
104,Alexandre-Desève,Ontario,Nord-Ouest,Ville-Marie,,45.524385000000002,-73.560676999999998,300060.12476799,5042720.37044472
105,Cartier,Ontario,Nord-Ouest,Ville-Marie,,45.526617999999999,-73.558999999999997,300191.30848904,5042968.42819138
106,St-Antoine,St-Urbain,Nord-Est,Ville-Marie,Dégagement de 5m,45.505906000000003,-73.558216999999999,300250.80271396,5040666.64342420
107,Chenneville,Côté,Nord,Ville-Marie,,45.506065999999997,-73.560891999999996,300041.78613934,5040684.57929629
108,Viger,J-P Riopelle,Sud-Est,Ville-Marie,,45.503363000000000,-73.562029999999993,299952.62873624,5040384.26152952
109,Le Moyne,Ste-Hélène,Sud-Ouest,Ville-Marie,,45.500900000000001,-73.557492999999994,300306.97939309,5040110.28339027
110,Place D’Youville,St-Nicolas,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.501855999999997,-73.555216000000001,300484.99769853,5040216.39927425
111,Marguerite D’Youville,St-Pierre,Nord-Ouest,Ville-Marie,,45.500093999999997,-73.553729000000004,300601.07232738,5040020.50861423
112,Des Soeurs-Grises,D’Youville,Sud-Est,Ville-Marie,,45.498778999999999,-73.554452999999995,300544.39258301,5039874.41020728
113,Duke,Brennan,Nord-Est,Ville-Marie,,45.495663000000000,-73.553921000000003,300585.73698597,5039528.09989966
114,Prince,Wellington,Sud-Est,Ville-Marie,,45.496893999999998,-73.555269999999993,300480.39832665,5039664.97302469
115,Fullum,Larivière,Nord-Est,Ville-Marie,Dégagement de 5m,45.531458000000001,-73.557158000000001,300335.57630652,5043506.19816009
116,Viger,Anderson,Nord-Est,Ville-Marie,,45.504437000000003,-73.561406000000005,300001.48282974,5040503.57823030
117,De Rouen,Parthenais,Sud-Ouest,Ville-Marie,Dégagement de 5m,45.530993000000002,-73.559594000000004,300145.26998976,5043454.66056667
118,St-Marc,Ste-Catherine,Nord-Ouest,Ville-Marie,,45.492927999999999,-73.580686999999998,298493.50162660,5039225.91104064
119,De Maisonneuve,Atwater,Nord-Est,Ville-Marie,,45.490274999999997,-73.585635999999994,298106.37338477,5038931.48283586
120,Lambert-Closse,Du Souvenir,Nord-Est,Ville-Marie,Dégagement de 5m,45.488028999999997,-73.580967000000001,298471.06816685,5038681.50597895
121,Hope,René-Lévesque,Nord-Ouest,Ville-Marie,,45.489448000000003,-73.580434999999994,298512.81077603,5038839.15798299
122,Tupper,Du Fort,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.491256999999997,-73.580681999999996,298493.70594072,5039040.21195304
123,Sherbrooke,Du Fort,Nord-Est,Ville-Marie,,45.494041000000003,-73.584101000000004,298226.79276492,5039349.87273025
124,Atwater,De Maisonneuve,Nord-Ouest,Ville-Marie,,45.490295000000003,-73.586331999999999,298051.97383845,5038933.76366167
125,Chomedey,Ste-Catherine,Nord-Ouest,Ville-Marie,,45.491008999999998,-73.582830999999999,298325.70665615,5039012.82257575
126,Lincoln,St-Mathieu,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.495116000000003,-73.581562000000005,298425.35845627,5039469.13322972
127,St-Mathieu,Ste-Catherine,Sud-Ouest,Ville-Marie,,45.493783999999998,-73.579065000000000,298620.37081295,5039320.91253705
128,Joseph-Manseau,René-Lévesque,Sud-Est,Ville-Marie,,45.491613000000001,-73.576620000000005,298811.23909944,5039079.46351669
129,St-Jacques,Guy,Nord-Est,Ville-Marie,Dégagement de 5m,45.491571999999998,-73.569922000000005,299334.76319705,5039074.42972416
130,De La Montagne,Ave. Des Canadiens,Nord-Est,Ville-Marie,,45.495998000000000,-73.570984999999993,299252.11168560,5039566.36534397
131,Côte-Des-Neiges,Summerhill,Sud-Est,Ville-Marie,,45.496440999999997,-73.584438000000006,298200.73368158,5039616.61317367
132,Simpson,Sherbrooke,Nord-Est,Ville-Marie,,45.497324999999996,-73.581273999999993,298448.11602740,5039714.59738064
133,Dr. Penfield,Redpath,Nord-Est,Ville-Marie,,45.499730000000000,-73.583783999999994,298252.22837189,5039982.06752806
134,Stanley,Dr.Penfield,Sud-Est,Ville-Marie,Dégagement de 5m,45.502639000000002,-73.580330000000004,298522.48389708,5040305.07029193
135,Sherbrooke,De La Montagne,Nord-Est,Ville-Marie,,45.500019000000002,-73.578496000000001,298665.52023459,5040013.76679927
136,Lucien L’Allier,St-Antoine,Sud-Est,Ville-Marie,,45.494211999999997,-73.569890000000001,299337.51960003,5039367.81152508
137,Notre-Dame,Aqueduc,Nord-Est,Ville-Marie,,45.492247999999996,-73.565445999999994,299684.67708240,5039149.25905778
138,De La Commune,Callière,Nord-Ouest,Ville-Marie,Dégagement de 5m,45.502237000000001,-73.553909000000004,300587.16513129,5040258.67060716
139,St-Sulpice,De Brésoles,Sud-Ouest,Ville-Marie,,45.504638999999997,-73.555640999999994,300451.99916706,5040525.69836568
140,St-Laurent,Notre-Dame,Sud-Ouest,Ville-Marie,,45.506087999999998,-73.555507000000006,300462.58171814,5040686.71927125
141,Hôtel-De-Ville,St-Antoine,Nord-Est,Ville-Marie,Dégagement de 5m,45.508831000000001,-73.556020000000004,300422.70756913,5040991.57828093
142,St-Claude,St-Paul,Nord-Est,Ville-Marie,,45.508705999999997,-73.552081000000001,300730.48425962,5040977.47982983
143,Cartier,De Maisonneuve,Sud-Ouest,Ville-Marie,,45.523803000000001,-73.553027000000000,300657.67332313,5042655.26915037
144,Ste-Catherine,De Lorimier,Nord-Ouest,Ville-Marie,,45.524312000000002,-73.550883999999996,300825.11456625,5042711.72646319
145,Poupart,De Maisonneuve,Nord-Est,Ville-Marie,Dégagement de 5m,45.529536999999998,-73.547949000000003,301054.73356059,5043292.24463032
146,Westbury,Queen Mary,Nord-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.485295000000001,-73.627938000000000,294799.01138572,5038382.44920836
147,Lacombe,Louis-Collin,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.502597999999999,-73.618200000000002,295563.06563627,5040304.17107759
148,Kent,Hudson,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dans le parc près de la station Bixi,45.505755000000001,-73.629489000000007,294681.43367281,5040656.37023789
149,Appleton,Côte-Des-Neiges,Sud-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.502223000000001,-73.634686000000002,294274.67007776,5040264.52511139
150,Côte-Saint-Antoine,Girouard,Sud-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.473824999999998,-73.615448000000001,295773.53074572,5037106.30903772
151,Marcil,Sherbrooke,Nord-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.471665999999999,-73.613866999999999,295896.80358347,5036866.20323010
152,Coronation,Fielding,Sud-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.463231000000000,-73.646353000000005,293355.03481626,5035932.93552777
153,Beaconsfield,Monkland,Nord-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.469925000000003,-73.628181999999995,294777.21327108,5036674.41161654
154,Hingston,Monkland,Sud-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.470300000000002,-73.627409999999998,294837.64343556,5036715.98932649
155,Hampton,Monkland,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.471170000000001,-73.626999999999995,294869.85465376,5036812.62156414
156,Royal,Monkland,Sud-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.471899999999998,-73.625950000000003,294952.08141213,5036893.61717582
157,De Melrose,Monkland,Sud-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.473280000000003,-73.624709999999993,295049.27388074,5037046.82523731
158,Wilson,Monkland,Nord-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.474029999999999,-73.624369999999999,295075.98651198,5037130.13147924
159,Harvard,Monkland,Sud-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.474330000000002,-73.623810000000006,295119.82212529,5037163.40285170
160,Oxford,Monkland,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.475130000000000,-73.623490000000004,295144.97817581,5037252.26830659
161,Marcil,Monkland,Sud-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.475580000000001,-73.622709999999998,295206.03855656,5037302.18337039
162,Old Orchard,Monkland,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.476239999999997,-73.622479999999996,295224.13266571,5037375.50171207
163,Côte-Des-Neiges,Queen Mary,Sud-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.494841000000001,-73.618977000000001,295501.06895502,5039442.22216238
164,Gatineau,Swail,Nord-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.496200999999999,-73.619560000000007,295455.72812966,5039593.42707582
165,Côtes-Des-Neiges,Jean Brillant,Sud-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.496217000000001,-73.621578000000000,295298.01302036,5039595.44186691
166,Édouard Montpetit,Louis-Collin,Sud-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Hors-rue en arrière trottoir,45.503965999999998,-73.618104000000002,295570.79124097,5040456.18655994
167,Mountain Sights,Queen Mary,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.484879999999997,-73.628420000000006,294761.25945435,5038336.39030672
168,Trans Island,Queen Mary,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.484409999999997,-73.628860000000003,294726.78038097,5038284.21421141
169,Cool Brook,Queen Mary,Nord-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.482765000000001,-73.630121000000003,294627.90969444,5038101.56403857
170,West Broadway,Coffey,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.456088000000001,-73.639146999999994,293917.17785181,5035138.13573897
171,Westmore,Sherbrooke,Nord-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.455939999999998,-73.640753000000004,293791.54223744,5035121.90722746
172,Maisonneuve,Cavendish,Nord-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.462446000000000,-73.625352000000007,294997.19997564,5035842.92304735
173,Benny,Sherbrooke,Sud-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.464910000000003,-73.626630000000006,294897.68896527,5036116.90332927
174,Madison,Sherbrooke,Sud-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.465978999999997,-73.624634000000000,295053.95792645,5036235.45707751
175,Grand Boulevard,Sherbrooke,Sud-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.466548000000003,-73.623253000000005,295162.04535654,5036298.52339398
176,Beaconsfield,Sherbrooke,Nord-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.467320000000001,-73.622309999999999,295235.91521728,5036384.20294518
177,Hingston,Sherbrooke,Sud-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.467652000000001,-73.621374000000003,295309.16186645,5036420.98708641
178,Hampton,Sherbrooke,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.468179999999997,-73.620699999999999,295361.95340090,5036479.58425667
179,Belgrave,Sherbrooke,Sud-Est,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.468629999999997,-73.619450000000001,295459.77053916,5036529.44665012
180,Draper,Sherbrooke,Nord-Ouest,Côte-des-Neiges-Notre-Dame-de-Grâce,Dégagement de 5m,45.469380000000001,-73.618369999999999,295544.34241132,5036612.66907969
