an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010103,POSTE_9600,RF01010104,POSTE_224b,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_1508,POSTE_8978,POSTE_8958,POSTE_8938,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,PRC3101,PRC3103,PRC4300,PRC4302,PRC4301,PRC3200,PRC3202,PRC3201,PRC3203,PRC4400,PRC4402,PRC4401,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC4500,PRC4502,PRC4501,PRC0200,PRC3900,PRC4000,PRC4001,PRC4200,PRC4202,PRC4201,IND0201,IND0401 
2018,2017,56060,Sainte-Anne-de-Sabrevois,P,2061,2 000 @ 9 999,AR560,Le Haut-Richelieu,16,Montérégie,,,296130621.000000,,3551097.000000,,2813574.000000,,3103397.000000,,1761895.000000,,1051679.000000,,,,18449.000000,,47204.000000,,2570741.000000,,3183028.000000,,,,,1267340.000000,14098299.000000,2968000.000000,2009789.000000,,,,,,,,0.008700,,2235.000000,,,,2535.000000,,,2505.000000,,,,2775.000000,,,0.906600,0.567700,0.338900,0.005900,0.015200,0.072200,0.647600,0.674700,0.042000,0.010700,,,2768.000000,,,,3139.000000,,,0.396100,0.210500,0.942800,,1858.000000,,,91.000000,63.000000
2018,2017,56065,Saint-Blaise-sur-Richelieu,M,1909,1 @ 1 999,AR560,Le Haut-Richelieu,16,Montérégie,,,322046150.750000,,4108872.000000,,1953418.000000,,2417832.000000,,1448648.000000,,504770.000000,,8491.000000,,11574.000000,,141492.000000,,2655343.000000,,1167602.000000,,,,,1182177.000000,10062582.000000,2805888.000000,464797.000000,,,,,,,,0.008200,,2136.000000,,,,2825.000000,,,1635.000000,,,,2085.000000,,,0.807900,0.599200,0.208800,0.004800,0.058500,0.128800,0.192200,0.558700,0.031500,0.003600,,,942.000000,,,,1246.000000,,,0.369300,0.278800,0.602600,,1289.000000,,,56.000000,52.000000
2018,2017,56083,Saint-Jean-sur-Richelieu,V,95915,25 000 @ 99 999,AR560,Le Haut-Richelieu,16,Montérégie,,,10788776426.580000,,172793243.000000,,125218698.000000,,164035923.000000,,99643169.000000,,22799032.000000,,305219.000000,,7258809.000000,,6447779.000000,,168019271.000000,,181668295.000000,,,,,21350818.000000,613198751.000000,183104055.000000,22188606.000000,,,,,,,,0.015500,,4685.000000,,,,3609.000000,,,3773.000000,,,,2695.000000,,,0.746400,0.607400,0.139000,0.044300,0.039300,0.170000,0.135300,0.631500,0.059300,0.016800,,,5075.000000,,,,3909.000000,,,0.135100,0.298600,1.047300,,2032.000000,,,98.000000,95.000000
2018,2017,56097,Mont-Saint-Grégoire,M,3199,2 000 @ 9 999,AR560,Le Haut-Richelieu,16,Montérégie,,,459411883.650000,,4445148.000000,,2873016.000000,,3367564.000000,,2274793.000000,,598223.000000,,94563.000000,,8547.000000,,110176.000000,,2891809.000000,,858305.000000,,,,,160068.000000,10996394.000000,1158493.000000,1408836.000000,,0.000000,,,,,,0.006100,,1966.000000,,,,2127.000000,,,2046.000000,,,,2185.000000,,,0.853100,0.675500,0.177600,0.002500,0.032700,0.111600,0.418400,0.697800,0.137600,0.001900,,,603.000000,,,,653.000000,,,0.061500,0.105400,0.611400,,1611.000000,,,59.000000,44.000000
2018,2017,56105,Sainte-Brigide-d'Iberville,M,1402,1 @ 1 999,AR560,Le Haut-Richelieu,16,Montérégie,,,306503795.000000,,2193667.000000,,1675798.000000,,2139692.000000,,1343936.000000,,331862.000000,,47252.000000,,10441.000000,,134306.000000,,1856563.000000,,1468254.000000,,,,,263075.000000,10543476.000000,1498348.000000,1399734.000000,,,,,,,,0.005900,,2538.000000,,,,2909.000000,,,2422.000000,,,,2694.000000,,,0.783200,0.628100,0.155100,0.004900,0.062800,0.149200,0.654200,0.679000,0.010800,0.004800,,,2059.000000,,,,2361.000000,,,0.156300,0.142100,0.537000,,1122.000000,,,50.000000,38.000000
2018,2017,57005,Chambly,V,29079,25 000 @ 99 999,AR570,La Vallée-du-Richelieu,16,Montérégie,CM663,Communauté métropolitaine de Montréal,3436124485.000000,,51504102.000000,,35080350.000000,,49721307.000000,,29020428.000000,,6059922.000000,,3855451.000000,,730459.000000,,2477767.000000,,44422804.000000,,50010200.000000,,,,,9013091.000000,190215030.000000,45903109.000000,23753835.000000,,,,,,,,0.011800,,3297.000000,,,,3210.000000,,,3096.000000,,,,2776.000000,,,0.705500,0.583700,0.121900,0.014700,0.049800,0.229900,0.477700,0.590400,0.041100,0.014600,,,4064.000000,,,,3957.000000,,,0.219800,0.241300,0.911400,,2336.000000,,,86.000000,72.000000
2018,2017,57010,Carignan,V,9294,2 000 @ 9 999,AR570,La Vallée-du-Richelieu,16,Montérégie,CM663,Communauté métropolitaine de Montréal,1585780606.800000,,17706038.000000,,13484298.000000,,17704388.000000,,9624412.000000,,3859886.000000,,138130.000000,,107784.000000,,1137881.000000,,14920761.000000,,23326073.000000,,,,,3621794.000000,82317005.000000,27795868.000000,3702996.000000,,,,,,,,0.009300,,2427.000000,,,,3788.000000,,,2478.000000,,,,3455.000000,,,0.761600,0.543600,0.218000,0.006100,0.064300,0.168000,0.209200,0.728400,0.039100,0.014700,,,3829.000000,,,,5976.000000,,,0.238300,0.337700,0.807400,,3193.000000,,,78.000000,67.000000
2018,2017,57020,Saint-Basile-le-Grand,V,16944,10 000 @ 24 999,AR570,La Vallée-du-Richelieu,16,Montérégie,CM663,Communauté métropolitaine de Montréal,1964527690.000000,,24767651.000000,,19792495.000000,,24764795.000000,,15026474.000000,,4766021.000000,,1299692.000000,,177324.000000,,882687.000000,,27139438.000000,,38156353.000000,,,,,7249678.000000,94927695.000000,38236206.000000,3091231.000000,,,,,,,,0.013200,,2698.000000,,,,3762.000000,,,2853.000000,,,,2882.000000,,,0.799200,0.606800,0.192500,0.007200,0.035600,0.158000,0.124800,0.563100,0.047300,0.019400,,,3984.000000,,,,5556.000000,,,0.263600,0.402800,0.948700,,2560.000000,,,87.000000,88.000000
2018,2017,57025,McMasterville,M,5743,2 000 @ 9 999,AR570,La Vallée-du-Richelieu,16,Montérégie,CM663,Communauté métropolitaine de Montréal,601799715.000000,,9781124.000000,,6109491.000000,,8657325.000000,,4354375.000000,,1755116.000000,,917996.000000,,232988.000000,,481352.000000,,9018106.000000,,8666792.000000,,,,,1441707.000000,37908924.000000,12203886.000000,3148729.000000,,,,,,,,0.013500,,4171.000000,,,,3138.000000,,,3272.000000,,,,2367.000000,,,0.705700,0.503000,0.202700,0.026900,0.055600,0.211800,0.363700,0.560300,0.025600,0.014400,,,4463.000000,,,,3358.000000,,,0.189800,0.321900,0.964200,,2092.000000,,,93.000000,97.000000
2018,2017,57030,Otterburn Park,V,8406,2 000 @ 9 999,AR570,La Vallée-du-Richelieu,16,Montérégie,CM663,Communauté métropolitaine de Montréal,928479207.150000,,14738807.000000,,10332275.000000,,12934345.000000,,7959285.000000,,2372990.000000,,1086075.000000,,77406.000000,,539437.000000,,13063861.000000,,3739446.000000,,,,,2564942.000000,50452165.000000,10007968.000000,3360175.000000,,,,,,,,0.012900,,3583.000000,,,,3473.000000,,,3244.000000,,,,2996.000000,,,0.798800,0.615400,0.183500,0.006000,0.041700,0.153500,0.259800,0.583600,0.023000,0.004000,,,1119.000000,,,,1084.000000,,,0.205600,0.198400,1.104500,,2944.000000,,,107.000000,93.000000
2018,2017,57033,Saint-Jean-Baptiste,M,3144,2 000 @ 9 999,AR570,La Vallée-du-Richelieu,16,Montérégie,CM663,Communauté métropolitaine de Montréal,392504334.750000,,5644967.000000,,4359297.000000,,5248777.000000,,2919801.000000,,1439496.000000,,66513.000000,,31354.000000,,324117.000000,,5306084.000000,,5295359.000000,,,,,679284.000000,19246464.000000,7024462.000000,1092477.000000,,,,,,,,0.013300,,2607.000000,,,,2611.000000,,,2211.000000,,,,2172.000000,,,0.830500,0.556300,0.274300,0.006000,0.061800,0.101700,0.208100,0.522300,0.031500,0.013500,,,2635.000000,,,,2638.000000,,,0.141700,0.365000,1.060800,,1899.000000,,,102.000000,96.000000
2018,2017,57035,Mont-Saint-Hilaire,V,18810,10 000 @ 24 999,AR570,La Vallée-du-Richelieu,16,Montérégie,CM663,Communauté métropolitaine de Montréal,2934280605.000000,,45193423.000000,,28464202.000000,,37760780.000000,,22724001.000000,,5718279.000000,,1874718.000000,,423917.000000,,1978983.000000,,37085382.000000,,58384766.000000,,,,,6605524.000000,185136375.000000,63987687.000000,11157192.000000,,,,,,,,0.012000,,4267.000000,,,,4058.000000,,,3716.000000,,,,3280.000000,,,0.753200,0.601800,0.151400,0.011200,0.052400,0.183100,0.295500,0.676700,0.059200,0.019900,,,7075.000000,,,,6729.000000,,,0.196000,0.345600,0.900900,,2904.000000,,,83.000000,80.000000
2018,2017,57040,Beloeil,V,22178,10 000 @ 24 999,AR570,La Vallée-du-Richelieu,16,Montérégie,CM663,Communauté métropolitaine de Montréal,2801965840.000000,,48416876.000000,,34267438.000000,,43879653.000000,,25421930.000000,,8845508.000000,,1538979.000000,,645339.000000,,1253526.000000,,41153937.000000,,53480070.000000,,,,,8336067.000000,180721678.000000,51847727.000000,11557117.000000,,,,,,,,0.014100,,4499.000000,,,,3917.000000,,,4139.000000,,,,3388.000000,,,0.780900,0.579400,0.201600,0.014700,0.028600,0.175800,0.263400,0.655000,0.034600,0.019100,,,6074.000000,,,,5288.000000,,,0.211400,0.286900,1.090900,,2671.000000,,,100.000000,94.000000
2018,2017,57045,Saint-Mathieu-de-Beloeil,M,2880,2 000 @ 9 999,AR570,La Vallée-du-Richelieu,16,Montérégie,CM663,Communauté métropolitaine de Montréal,586587472.000000,,9040195.000000,,4805458.000000,,6521834.000000,,3622581.000000,,1182877.000000,,631229.000000,,0.000000,,255306.000000,,5889722.000000,,19328403.000000,,,,,2467248.000000,58893746.000000,22107449.000000,2796313.000000,,,,,,,,0.009000,,3501.000000,,,,3802.000000,,,3273.000000,,,,3475.000000,,,0.736800,0.555500,0.181400,0.000000,0.039100,0.224000,0.428800,0.782000,0.032100,0.033000,,,12868.000000,,,,13976.000000,,,0.416000,0.375400,0.657200,,2341.000000,,,63.000000,65.000000
2018,2017,57050,Saint-Marc-sur-Richelieu,M,2156,2 000 @ 9 999,AR570,La Vallée-du-Richelieu,16,Montérégie,,,382464290.000000,,3881931.000000,,2824796.000000,,3818200.000000,,2334091.000000,,490705.000000,,582675.000000,,4623.000000,,170306.000000,,3704255.000000,,5847531.000000,,,,,1357975.000000,28570242.000000,9049289.000000,1087469.000000,,,,,,,,0.008200,,2673.000000,,,,3195.000000,,,2573.000000,,,,2891.000000,,,0.739800,0.611300,0.128500,0.001200,0.044600,0.214400,0.284800,0.709100,0.010400,0.015300,,,5006.000000,,,,5985.000000,,,0.405200,0.316700,0.727000,,2057.000000,,,70.000000,59.000000
2018,2017,57057,Saint-Charles-sur-Richelieu,M,1662,1 @ 1 999,AR570,La Vallée-du-Richelieu,16,Montérégie,,,307801697.600000,,3056681.000000,,2097610.000000,,2944442.000000,,1677355.000000,,420255.000000,,478658.000000,,7276.000000,,154489.000000,,3019888.000000,,2840359.000000,,,,,1245292.000000,27901494.000000,6727879.000000,1804198.000000,,,,,,,,0.008300,,2317.000000,,,,2983.000000,,,1962.000000,,,,2462.000000,,,0.712400,0.569700,0.142700,0.002500,0.052500,0.232700,0.612700,0.699800,0.019700,0.009200,,,2589.000000,,,,3334.000000,,,0.448400,0.241100,0.654800,,1870.000000,,,61.000000,53.000000
2018,2017,57068,Saint-Denis-sur-Richelieu,M,2295,2 000 @ 9 999,AR570,La Vallée-du-Richelieu,16,Montérégie,,,356368469.750000,,4366690.000000,,2685877.000000,,4260551.000000,,2036648.000000,,649229.000000,,969133.000000,,25736.000000,,210489.000000,,4827900.000000,,7144573.000000,,,,,1874813.000000,48805966.000000,12172475.000000,1658709.000000,,,,,,,,0.010800,,2890.000000,,,,3361.000000,,,2057.000000,,,,2340.000000,,,0.630400,0.478000,0.152400,0.006000,0.049400,0.314100,0.389300,0.664400,0.003100,0.020000,,,5352.000000,,,,6223.000000,,,0.485600,0.249400,0.747200,,1588.000000,,,72.000000,78.000000
2018,2017,57075,Saint-Antoine-sur-Richelieu,M,1651,1 @ 1 999,AR570,La Vallée-du-Richelieu,16,Montérégie,,,248378340.000000,,2973583.000000,,1995984.000000,,2916599.000000,,1659077.000000,,336907.000000,,444008.000000,,17162.000000,,251161.000000,,2796442.000000,,2350227.000000,,,,,683542.000000,16447929.000000,3767045.000000,785514.000000,,,,,,,,0.009500,,2348.000000,,,,2831.000000,,,2033.000000,,,,2402.000000,,,0.684400,0.568800,0.115500,0.005900,0.086100,0.223600,0.269300,0.623900,0.016500,0.009500,,,2346.000000,,,,2828.000000,,,0.291500,0.229000,0.803100,,1782.000000,,,75.000000,61.000000
2018,2017,58007,Brossard,V,87215,25 000 @ 99 999,AR581,Hors MRC - Longueuil,16,Montérégie,CM663,Communauté métropolitaine de Montréal,12507799579.800000,,182454464.000000,,143018664.000000,,171271330.000000,,115679472.000000,,27339192.000000,,581788.000000,,946156.000000,,2836038.000000,,168481407.000000,,232055867.000000,,,,,17576076.000000,635448032.000000,146061720.000000,28124556.000000,,,,,,,,0.013400,,5464.000000,,,,4540.000000,,,4711.000000,,,,3867.000000,,,0.835000,0.675400,0.159600,0.005500,0.016600,0.142900,0.164200,0.686400,0.039500,0.018600,,,7552.000000,,,,6274.000000,,,0.108900,0.229900,0.821500,0.821500,2412.000000,0.000000,2412.000000,77.000000,82.000000
2018,2017,58012,Saint-Lambert,V,22490,10 000 @ 24 999,AR581,Hors MRC - Longueuil,16,Montérégie,CM663,Communauté métropolitaine de Montréal,3953888155.950000,,60399375.000000,,43973704.000000,,53157191.000000,,43578349.000000,,395355.000000,,580615.000000,,1340079.000000,,1439815.000000,,50853196.000000,,84984472.000000,,,,,8652769.000000,183589319.000000,87742652.000000,2962749.000000,,,,,,,,0.012700,,6517.000000,,,,4301.000000,,,5802.000000,,,,3762.000000,,,0.827200,0.819800,0.007400,0.025200,0.027100,0.120500,0.055700,0.730000,0.096700,0.021500,,,11017.000000,,,,7271.000000,,,0.169700,0.477900,1.054400,1.054400,3567.000000,0.000000,3567.000000,97.000000,85.000000
2018,2017,58033,Boucherville,V,42264,25 000 @ 99 999,AR581,Hors MRC - Longueuil,16,Montérégie,CM663,Communauté métropolitaine de Montréal,7936723500.800000,,117541057.000000,,101196521.000000,,113348249.000000,,86903754.000000,,14292767.000000,,,,1652127.000000,,1478312.000000,,113326839.000000,,154875714.000000,,,,,11599700.000000,397044990.000000,105112162.000000,12159850.000000,,,,,,,,0.014300,,6803.000000,,,,6054.000000,,,6205.000000,,,,5406.000000,,,0.892800,0.766700,0.126100,0.014600,0.013000,0.079600,0.107300,0.658500,0.067200,0.019500,,,9297.000000,,,,8274.000000,,,0.109800,0.264700,0.802800,0.802800,2806.000000,0.000000,2806.000000,75.000000,88.000000
2018,2017,58037,Saint-Bruno-de-Montarville,V,27155,25 000 @ 99 999,AR581,Hors MRC - Longueuil,16,Montérégie,CM663,Communauté métropolitaine de Montréal,4762816150.550000,,68432228.000000,,56760289.000000,,66738151.000000,,46688671.000000,,10037573.000000,,587425.000000,,735592.000000,,1872020.000000,,63860230.000000,,91336023.000000,,,,,9394630.000000,172338650.000000,67812319.000000,9492322.000000,,,,,,,,0.013300,,6276.000000,,,,5653.000000,,,5771.000000,,,,5071.000000,,,0.850000,0.699600,0.150400,0.011000,0.028100,0.110900,0.142200,0.624000,0.038400,0.019200,,,9060.000000,,,,8160.000000,,,0.148200,0.393500,0.820800,0.820800,2977.000000,0.000000,2977.000000,77.000000,82.000000
2018,2017,58227,Longueuil,V,246152,100 000 et plus,AR581,Hors MRC - Longueuil,16,Montérégie,CM663,Communauté métropolitaine de Montréal,26391566689.800000,,717768522.000000,,319544825.000000,317942866.000000,692146133.000000,,309425244.000000,309999073.000000,10119581.000000,7943793.000000,3905838.000000,,14274608.000000,14744431.000000,32605301.000000,,693878016.000000,,,566834710.000000,772521413.000000,365098405.000000,407423008.000000,99797127.000000,1827611407.000000,688557102.000000,110468254.000000,,,,,,,,0.019700,,6881.000000,,,,4407.000000,,,4350.000000,,,,2709.000000,,,0.461700,0.447100,0.014600,0.020600,0.047100,0.470600,0.159600,0.596100,0.078300,0.021500,,,7502.000000,,,,4805.000000,,,0.145100,0.376800,0.968100,0.968100,1908.000000,0.000000,1908.000000,84.000000,99.000000
2018,2017,59010,Sainte-Julie,V,30088,25 000 @ 99 999,AR590,Marguerite-D'Youville,16,Montérégie,CM663,Communauté métropolitaine de Montréal,3741466380.000000,,53117654.000000,,35812878.000000,,45213229.000000,,29609915.000000,,6202963.000000,,435026.000000,,599266.000000,,1314929.000000,,45918480.000000,,47913243.000000,,,,,6020737.000000,159838089.000000,43932127.000000,9735700.000000,,,,,,,,0.012200,,4218.000000,,,,3671.000000,,,3430.000000,,,,2890.000000,,,0.792100,0.654900,0.137200,0.013300,0.029100,0.165600,0.215300,0.545100,0.059800,0.012800,,,4443.000000,,,,3867.000000,,,0.142700,0.274900,0.853000,,2374.000000,,,80.000000,75.000000
2018,2017,59015,Saint-Amable,M,12387,10 000 @ 24 999,AR590,Marguerite-D'Youville,16,Montérégie,CM663,Communauté métropolitaine de Montréal,1157309110.000000,,18183216.000000,,13334675.000000,,16758624.000000,,9646868.000000,,3687807.000000,,,,217349.000000,,752421.000000,,15371793.000000,,39223072.000000,,,,,5343801.000000,91376219.000000,35600310.000000,4378936.000000,,,,,,,,0.013300,,3120.000000,,,,3069.000000,,,2745.000000,,,,2662.000000,,,0.795700,0.575600,0.220100,0.013000,0.044900,0.146400,0.261300,0.667900,0.019000,0.033900,,,7961.000000,,,,7831.000000,,,0.320900,0.389600,1.109500,,2440.000000,,,102.000000,89.000000
2018,2017,59020,Varennes,V,21620,10 000 @ 24 999,AR590,Marguerite-D'Youville,16,Montérégie,CM663,Communauté métropolitaine de Montréal,3130826140.000000,,50810264.000000,,31213616.000000,,44332644.000000,,25482353.000000,,5632858.000000,,62172.000000,,732132.000000,,1057748.000000,,45448108.000000,,48395133.000000,,,,,10581408.000000,167444539.000000,48613657.000000,7838663.000000,,,,,,,,0.014500,,4211.000000,,,,4886.000000,,,3821.000000,,,,3360.000000,,,0.701900,0.574800,0.127100,0.016500,0.023900,0.257800,0.176800,0.593200,0.070700,0.015500,,,4490.000000,,,,5210.000000,,,0.222900,0.290300,0.755100,,2030.000000,,,69.000000,97.000000
2018,2017,59025,Verchères,M,5782,2 000 @ 9 999,AR590,Marguerite-D'Youville,16,Montérégie,CM663,Communauté métropolitaine de Montréal,737564821.700000,,9946036.000000,,7108771.000000,,8824519.000000,,5306451.000000,,1802320.000000,,106026.000000,,41750.000000,,297672.000000,,9327960.000000,,12604656.000000,,,,,2892917.000000,36390889.000000,9631801.000000,3359696.000000,,,,,,,,0.012500,,3453.000000,,,,3521.000000,,,2734.000000,,,,2714.000000,,,0.805600,0.601300,0.204200,0.004700,0.033700,0.156000,0.380700,0.530200,0.029700,0.017100,,,4719.000000,,,,4813.000000,,,0.278900,0.264700,0.918500,,2162.000000,,,89.000000,90.000000
2018,2017,59030,Calixa-Lavallée,M,500,1 @ 1 999,AR590,Marguerite-D'Youville,16,Montérégie,CM663,Communauté métropolitaine de Montréal,118591600.000000,,1175347.000000,,716100.000000,,1175347.000000,,626386.000000,,89714.000000,,1052.000000,,,,277509.000000,,1021082.000000,,139305.000000,,,,,5364.000000,1826952.000000,1905.000000,322549.000000,,,,,,,,0.008600,,2698.000000,,,,4378.000000,,,1946.000000,,,,3073.000000,,,0.609300,0.532900,0.076300,,0.236100,0.154600,0.274400,0.494500,0.002500,0.001200,,,369.000000,,,,598.000000,,,0.005800,0.001000,0.595400,,1639.000000,,,55.000000,55.000000
2018,2017,59035,Contrecoeur,V,7740,2 000 @ 9 999,AR590,Marguerite-D'Youville,16,Montérégie,CM663,Communauté métropolitaine de Montréal,1083909915.000000,,13979222.000000,,11964913.000000,,13953788.000000,,9052373.000000,,2888152.000000,,229826.000000,,227623.000000,,201571.000000,,13922656.000000,,22127628.000000,,,,,6787382.000000,58125690.000000,21921921.000000,5051357.000000,,,,,,,,0.012600,,2967.000000,,,,3464.000000,,,2707.000000,,,,3027.000000,,,0.855700,0.648700,0.207000,0.016300,0.014400,0.113500,0.362000,0.716500,0.077200,0.020400,,,4795.000000,,,,5598.000000,,,0.380300,0.377100,0.881100,,1715.000000,,,85.000000,91.000000
2018,2017,60005,Charlemagne,V,6063,2 000 @ 9 999,AR600,L'Assomption,14,Lanaudière,CM663,Communauté métropolitaine de Montréal,569841785.000000,,9706798.000000,,7353631.000000,,8645226.000000,,5588279.000000,,1765352.000000,,5347.000000,,44920.000000,,103769.000000,,9102460.000000,,12319105.000000,,,,,1680171.000000,35009371.000000,11631884.000000,748981.000000,,,,,,,,0.016000,,4133.000000,,,,2882.000000,,,3612.000000,,,,2329.000000,,,0.850600,0.646400,0.204200,0.005200,0.012000,0.132200,0.086600,0.591600,0.035800,0.021600,,,5597.000000,,,,3902.000000,,,0.190900,0.332300,1.047800,,1720.000000,,,101.000000,115.000000
2018,2017,60013,Repentigny,V,84156,25 000 @ 99 999,AR600,L'Assomption,14,Lanaudière,CM663,Communauté métropolitaine de Montréal,9404440515.000000,,147578835.000000,,116199295.000000,,138137155.000000,,89611510.000000,,26585292.000000,,2155205.000000,,2587718.000000,,1602839.000000,,137878172.000000,,249768039.000000,,,,,32485690.000000,580442662.000000,269109282.000000,17434705.000000,,,,,,,,0.014400,,4477.000000,,,,3724.000000,,,3949.000000,,,,3188.000000,,,0.841200,0.648700,0.192500,0.018700,0.011600,0.128500,0.126200,0.575400,0.030100,0.026600,,,8239.000000,,,,6853.000000,,,0.242400,0.463600,1.127600,,2710.000000,,,106.000000,88.000000
2018,2017,60020,Saint-Sulpice,P,3457,2 000 @ 9 999,AR600,L'Assomption,14,Lanaudière,CM663,Communauté métropolitaine de Montréal,369713640.600000,,3456113.000000,,3014311.000000,,3430808.000000,,2370477.000000,,643834.000000,,16187.000000,,18191.000000,,119957.000000,,3601094.000000,,1333162.000000,,,,,91315.000000,7999493.000000,1240884.000000,435562.000000,,,,,,,,0.009700,,2059.000000,,,,2153.000000,,,1846.000000,,,,1810.000000,,,0.878600,0.690900,0.187700,0.005300,0.035000,0.081100,0.127000,0.463400,0.010300,0.003600,,,766.000000,,,,801.000000,,,0.027900,0.155100,0.812200,,1699.000000,,,78.000000,70.000000
2018,2017,60028,L'Assomption,V,22419,10 000 @ 24 999,AR600,L'Assomption,14,Lanaudière,CM663,Communauté métropolitaine de Montréal,2266198510.000000,,40102062.000000,,32103264.000000,,38469080.000000,,23686453.000000,,8374413.000000,,1045100.000000,,1131803.000000,,146624.000000,,37921377.000000,,53777011.000000,,,,,6071130.000000,126897053.000000,47878421.000000,4982785.000000,,,,,,,,0.016300,,4102.000000,,,,3749.000000,,,3894.000000,,,,3264.000000,,,0.833400,0.615700,0.217700,0.029400,0.003800,0.133300,0.129500,0.635200,0.048000,0.023700,,,5983.000000,,,,5467.000000,,,0.165200,0.377300,1.357900,,2792.000000,,,125.000000,109.000000
2018,2017,60035,L'Épiphanie,V,5592,2 000 @ 9 999,AR600,L'Assomption,14,Lanaudière,,,423815681.400000,,5593488.000000,,4555403.000000,,5518437.000000,,3179719.000000,,1375684.000000,,92844.000000,,71050.000000,,79025.000000,,6312484.000000,,4713618.000000,,,,,852530.000000,22525687.000000,4605450.000000,1207794.000000,,,,,,,,0.014700,,3255.000000,,,,2609.000000,,,2605.000000,,,,1911.000000,,,0.825500,0.576200,0.249300,0.012900,0.014300,0.147300,0.218900,0.437200,0.010400,0.011100,,,2467.000000,,,,1977.000000,,,0.151800,0.204500,1.068600,,1805.000000,,,103.000000,106.000000
2018,2017,60040,L'Épiphanie,P,3303,2 000 @ 9 999,AR600,L'Assomption,14,Lanaudière,,,344377742.000000,,3633623.000000,,2958241.000000,,3633623.000000,,2445520.000000,,512721.000000,,,,,,84510.000000,,3567689.000000,,3719454.000000,,,,,151805.000000,13114364.000000,2159938.000000,1815252.000000,,,,,,,,0.010400,,1841.000000,,,,2476.000000,,,1629.000000,,,,2053.000000,,,0.814100,0.673000,0.141100,,0.023300,0.162600,0.499600,0.595000,0.088700,0.010800,,,1919.000000,,,,2581.000000,,,0.049900,0.164700,0.817300,,1535.000000,,,79.000000,75.000000
2018,2017,61005,Saint-Paul,M,5899,2 000 @ 9 999,AR610,Joliette,14,Lanaudière,,,549590264.700000,,8601479.000000,,5580655.000000,,7470418.000000,,3409223.000000,,2136323.000000,,,,68445.000000,,246210.000000,,6971437.000000,,22455265.000000,,,,,1710295.000000,43481670.000000,22291949.000000,2623106.000000,,,,,,,,0.012700,,2368.000000,,,,2594.000000,,,1962.000000,,,,2076.000000,,,0.742300,0.456400,0.286000,0.009200,0.033000,0.215500,0.351100,0.727600,0.050500,0.040900,,,7627.000000,,,,8354.000000,,,0.254200,0.512700,0.993000,,1754.000000,,,96.000000,91.000000
2018,2017,61013,Crabtree,M,3935,2 000 @ 9 999,AR610,Joliette,14,Lanaudière,,,345794412.600000,,7067590.000000,,4441638.000000,,5719536.000000,,3687826.000000,,753812.000000,,,,27932.000000,,78591.000000,,6101657.000000,,11602033.000000,,,,,1445063.000000,36465465.000000,13798327.000000,664532.000000,,,,,,,,0.017600,,3785.000000,,,,3270.000000,,,2838.000000,,,,2380.000000,,,0.776600,0.644800,0.131800,0.004900,0.013700,0.204800,0.116200,0.653800,0.041400,0.033600,,,7197.000000,,,,6218.000000,,,0.244600,0.378400,1.125300,,1709.000000,,,109.000000,127.000000
2018,2017,61020,Saint-Pierre,VL,320,1 @ 1 999,AR610,Joliette,14,Lanaudière,,,43575400.000000,,735609.000000,,327024.000000,,430531.000000,,317931.000000,,9093.000000,,,,1335.000000,,33905.000000,,432681.000000,,,,,,,1137.000000,1693746.000000,,324917.000000,,,,,,,,0.009900,,2431.000000,,,,2591.000000,,,1858.000000,,,,1958.000000,,,0.759600,0.738500,0.021100,0.003100,0.078800,0.158600,0.754700,0.812300,0.220800,,,,,,,,,,,0.002900,,0.616600,,866.000000,,,57.000000,63.000000
2018,2017,61025,Joliette,V,20008,10 000 @ 24 999,AR610,Joliette,14,Lanaudière,,,2094956725.000000,,65858526.000000,,29772750.000000,,64336867.000000,,22859641.000000,,6913109.000000,,968887.000000,,2448598.000000,,449668.000000,,62565695.000000,,71901400.000000,,,,,9665971.000000,215684030.000000,78745634.000000,9981396.000000,25095732.000000,,21214166.000000,562424.000000,706691.000000,5149580.000000,3788193.000000,0.029400,,9176.000000,,,,5094.000000,,,4585.000000,,,,2462.000000,,,0.462800,0.355300,0.107500,0.038100,0.007000,0.492200,0.155100,0.600000,0.033700,0.034300,,,10711.000000,,,,5947.000000,,,0.158200,0.365100,1.198000,,1480.000000,,,110.000000,196.000000
