cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
55057,2016,2016,603257780.77,0,595150479,0,480426902,0,64716659,0,43124475,0,6882443,0,0.8072,0,0.1087,0,0.0725,0,0.0116,0,286548,201581,293842,0,155,0.9279,0,2692,0,0,1893,0,0,90,88,Richelieu,2 000 @ 9 999,V,AR550,Rouville,16,Monteregie,5505
55065,2016,2016,538067538.52,0,535194758,0,433570275,0,19882658,0,75640718,0,6101107,0,0.8101,0,0.0372,0,0.1413,0,0.0114,0,270124,226892,271614,0,143,0.9011,0,2434,0,0,2045,0,0,87,79,Saint-Mathias-sur-Richelieu,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,4599
56005,2016,2016,265194185,0,265039150,0,235104265,0,15107176,0,5359161,0,9468548,0,0.8871,0,0.057,0,0.0202,0,0.0357,0,242177,213854,177983,0,146,1.0639,0,2576,0,0,2275,0,0,99,67,Venise-en-Quebec,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1665
56010,2016,2016,213133286.48,0,211777745.9,0,143524779.9,0,5526518,0,53002885,0,9723563,0,0.6777,0,0.0261,0,0.2503,0,0.0459,0,212719,197877,188948,0,155,0.8311,0,1768,0,0,1644,0,0,77,66,Saint-Georges-de-Clarenceville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1073
56015,2016,2016,224171600,0,223721900,0,119473100,0,6987500,0,91345000,0,5916300,0,0.534,0,0.0312,0,0.4083,0,0.0264,0,181440,168621,190947,0,157,0.7621,0,1383,0,0,1285,0,0,71,66,Noyan,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1323
56023,2016,2016,298507814.31,0,293233910,0,192352261,0,33970079,0,57465904,0,9445666,0,0.656,0,0.1158,0,0.196,0,0.0322,0,195999,165978,201694,0,106,0.9844,0,1932,0,0,1636,0,0,95,78,Lacolle,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,2717
56030,2016,2016,111232440,0,111223035,0,29186091,0,2494305,0,79189506,0,353133,0,0.2624,0,0.0224,0,0.712,0,0.0032,0,192362,186810,450334,0,370,0.9029,0,1750,0,0,1700,0,0,84,71,Saint-Valentin,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,483
56035,2016,2016,288666135.4,0,283257978,0,203272638,0,25952268,0,47005476,0,7027596,0,0.7176,0,0.0916,0,0.1659,0,0.0248,0,206472,189939,209178,0,172,0.8739,0,1804,0,0,1660,0,0,81,75,Saint-Paul-de-l'Ile-aux-Noix,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1919
56042,2016,2016,276262953.91,0,274806100,0,104691800,0,15022800,0,152978700,0,2112800,0,0.381,0,0.0547,0,0.5567,0,0.0077,0,187403,166936,310408,0,255,0.7135,0,1337,0,0,1191,0,0,66,51,Henryville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1419
56050,2016,2016,217828892.96,0,217006000,0,39650400,0,11678800,0,165256500,0,420300,0,0.1827,0,0.0538,0,0.7615,0,0.0019,0,191487,179325,554272,0,455,0.4018,0,769,0,0,721,0,0,37,33,Saint-Sebastien,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,768
56055,2016,2016,301990074.07,0,300065329,0,165737110,0,8933603,0,121571846,0,3822770,0,0.5523,0,0.0298,0,0.4052,0,0.0127,0,203625,192704,274038,0,145,0.6602,0,1352,0,0,1279,0,0,64,55,Saint-Alexandre,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,2555
56060,2016,2016,304444818.64,0,303096800,0,176059100,0,15886300,0,108789200,0,2362200,0,0.5809,0,0.0524,0,0.3589,0,0.0078,0,213195,206004,269182,0,142,0.8937,0,1905,0,0,1841,0,0,86,78,Sainte-Anne-de-Sabrevois,2 000 @ 9 999,P,AR560,Le Haut-Richelieu,16,Monteregie,2090
56065,2016,2016,327402794.12,0,325316436,0,182532480,0,6680477,0,132966511,0,3136968,0,0.5611,0,0.0205,0,0.4087,0,0.0096,0,223708,218732,272155,0,223,0.5297,0,1185,0,0,1159,0,0,49,50,Saint-Blaise-sur-Richelieu,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1873
56083,2016,2016,10550263168,0,10000711028,0,8137501800,0,1337352428,0,291248000,0,234608800,0,0.8137,0,0.1337,0,0.0291,0,0.0235,0,259670,190217,317913,0,107,1.0547,0,2777,0,0,2034,0,0,100,94,Saint-Jean-sur-Richelieu,25 000 @ 99 999,V,AR560,Le Haut-Richelieu,16,Monteregie,95139
56097,2016,2016,434549422.98,0,433121931,0,276875478,0,19123731,0,130052439,0,7070283,0,0.6393,0,0.0442,0,0.3003,0,0.0163,0,268258,246681,309729,0,163,0.6157,0,1674,0,0,1539,0,0,59,50,Mont-Saint-Gregoire,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,3130
56105,2016,2016,306622088.81,0,304599500,0,101112200,0,18675100,0,179411200,0,5401000,0,0.332,0,0.0613,0,0.589,0,0.0177,0,224338,204720,441183,0,362,0.5841,0,1310,0,0,1196,0,0,54,48,Sainte-Brigide-d'Iberville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1381
57005,2016,2016,3366270673,0,3281276746,0,2875329394,0,341186970,0,12810948,0,51949434,0,0.8763,0,0.104,0,0.0039,0,0.0158,0,295142,250615,299971,0,101,0.9088,0,2682,0,0,2278,0,0,86,72,Chambly,25 000 @ 99 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,28521
57010,2016,2016,1435494158.1,0,1421876000,0,1240277400,0,28378000,0,73315700,0,79904900,0,0.8723,0,0.02,0,0.0516,0,0.0562,0,394764,364690,272235,0,144,0.8346,0,3295,0,0,3044,0,0,81,74,Carignan,2 000 @ 9 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,8896
57020,2016,2016,1958691474.8,0,1939915100,0,1747171100,0,129986000,0,45532600,0,17225400,0,0.9006,0,0.067,0,0.0235,0,0.0089,0,292939,269016,282029,0,111,0.9483,0,2778,0,0,2551,0,0,87,80,Saint-Basile-le-Grand,10 000 @ 24 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,17008
57025,2016,2016,598789942.52,0,584004900,0,523951600,0,53479500,0,552100,0,6021700,0,0.8972,0,0.0916,0,0.0009,0,0.0103,0,260608,214490,321239,0,170,0.9412,0,2453,0,0,2019,0,0,91,100,McMasterville,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,5690
57030,2016,2016,932416822.51,0,925367200,0,892021100,0,13548900,0,3682900,0,16114300,0,0.964,0,0.0146,0,0.004,0,0.0174,0,290011,267992,294789,0,156,1.0718,0,3108,0,0,2872,0,0,103,93,Otterburn Park,2 000 @ 9 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,8387
57033,2016,2016,397204389.03,0,394290567,0,232694203,0,41856925,0,116094248,0,3645191,0,0.5902,0,0.1062,0,0.2944,0,0.0092,0,243773,177682,197614,0,104,1.0537,0,2575,0,0,1877,0,0,102,96,Saint-Jean-Baptiste,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,3184
57035,2016,2016,2860524529.9,0,2819767458,0,2505166206,0,204785706,0,34966824,0,74848722,0,0.8884,0,0.0726,0,0.0124,0,0.0265,0,358214,316217,372464,0,147,0.8877,0,3209,0,0,2833,0,0,82,82,Mont-Saint-Hilaire,10 000 @ 24 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,18845
57040,2016,2016,2730131601.1,0,2673104385,0,2228835210,0,355243350,0,20688465,0,68337360,0,0.8338,0,0.1329,0,0.0077,0,0.0256,0,278773,238173,330245,0,130,1.0925,0,3084,0,0,2634,0,0,101,97,Beloeil,10 000 @ 24 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,21998
57045,2016,2016,560366600,0,560364900,0,334571100,0,141098000,0,64233500,0,20462300,0,0.5971,0,0.2518,0,0.1146,0,0.0365,0,369264,334249,385397,0,203,0.7277,0,2687,0,0,2432,0,0,70,68,Saint-Mathieu-de-Beloeil,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,2782
57050,2016,2016,350982741.1,0,349218896,0,247450944,0,14347840,0,81341104,0,6079008,0,0.7086,0,0.0411,0,0.2329,0,0.0174,0,313804,280525,313938,0,166,0.8267,0,2594,0,0,2319,0,0,80,59,Saint-Marc-sur-Richelieu,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,2161
57057,2016,2016,301595650.94,0,300781845,0,205791600,0,15905715,0,74408355,0,4676175,0,0.6842,0,0.0529,0,0.2474,0,0.0155,0,328036,277439,280815,0,231,0.6924,0,2271,0,0,1921,0,0,64,49,Saint-Charles-sur-Richelieu,1 @ 1 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,1651
57068,2016,2016,375983801.69,0,374201369,0,225643130,0,24338385,0,120833214,0,3386640,0,0.603,0,0.065,0,0.3229,0,0.0091,0,261089,223930,288110,0,152,0,0,0,0,0,0,0,0,0,0,Saint-Denis-sur-Richelieu,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,2279
57075,2016,2016,260468118.67,0,258488055,0,168186900,0,7860615,0,80606610,0,1833930,0,0.6507,0,0.0304,0,0.3118,0,0.0071,0,256735,232224,264435,0,217,0.8135,0,2086,0,0,1887,0,0,75,57,Saint-Antoine-sur-Richelieu,1 @ 1 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,1669
58007,2016,2016,12300349345,0,12203947700,0,9794982900,0,2186212000,0,6641600,0,216111200,0,0.8026,0,0.1791,0,0.0005,0,0.0177,0,322890,286762,410820,0,138,0.8221,0.8221,2679,0,2679,2379,0,2379,78,82,Brossard,25 000 @ 99 999,V,AR581,Hors MRC - Longueuil,16,Monteregie,86054
58012,2016,2016,3822596150.1,0,3712318800,0,3465925300,0,226071000,0,0,0,20322500,0,0.9336,0,0.0609,0,0,0,0.0055,0,430992,326537,505768,0,200,1.0612,1.0612,4595,0,4595,3482,0,3482,98,88,Saint-Lambert,10 000 @ 24 999,V,AR581,Hors MRC - Longueuil,16,Monteregie,22159
58033,2016,2016,7822626234.6,0,7728231000,0,5805983400,0,1773683000,0,42786500,0,105778100,0,0.7513,0,0.2295,0,0.0055,0,0.0137,0,373616,339854,480594,0,162,0.8066,0.8066,3024,0,3024,2751,0,2751,76,91,Boucherville,25 000 @ 99 999,V,AR581,Hors MRC - Longueuil,16,Monteregie,41877
58037,2016,2016,4700659223.8,0,4633244200,0,3634330400,0,876339500,0,17120100,0,105454200,0,0.7844,0,0.1891,0,0.0037,0,0.0228,0,385293,351791,480787,0,162,0.8261,0.8261,3190,0,3190,2912,0,2912,78,78,Saint-Bruno-de-Montarville,25 000 @ 99 999,V,AR581,Hors MRC - Longueuil,16,Monteregie,26886
58227,2016,2016,25655183158,0,24542524300,0,20941724100,0,3253750400,0,26030800,0,321019000,0,0.8533,0,0.1326,0,0.0011,0,0.0131,0,274401,189254,350787,0,105,0.9806,0.9806,2729,0,2729,1882,0,1882,85,88,Longueuil,100 000 et plus,V,AR581,Hors MRC - Longueuil,16,Monteregie,242701
59010,2016,2016,3727047412.4,0,3666815700,0,3176410500,0,392819900,0,52236200,0,45349100,0,0.8663,0,0.1071,0,0.0142,0,0.0124,0,310140,276161,356110,0,120,0.8427,0,2621,0,0,2334,0,0,80,80,Sainte-Julie,25 000 @ 99 999,V,AR590,Marguerite-D'Youville,16,Monteregie,30130
59015,2016,2016,1145989912,0,1126519000,0,997762900,0,54784200,0,46325900,0,27646000,0,0.8857,0,0.0486,0,0.0411,0,0.0245,0,245567,212636,237216,0,94,1.0848,0,2664,0,0,2307,0,0,100,84,Saint-Amable,10 000 @ 24 999,M,AR590,Marguerite-D'Youville,16,Monteregie,12124
59020,2016,2016,2986590919.4,0,2907499800,0,2224762300,0,500964500,0,124365200,0,57407800,0,0.7652,0,0.1723,0,0.0428,0,0.0197,0,305343,266672,366363,0,145,0.746,0,2386,0,0,2084,0,0,69,89,Varennes,10 000 @ 24 999,V,AR590,Marguerite-D'Youville,16,Monteregie,21524
59025,2016,2016,746538440.03,0,741910752,0,577162377,0,40527234,0,111649131,0,12572010,0,0.7779,0,0.0546,0,0.1505,0,0.0169,0,290510,237452,286249,0,151,0.8785,0,2555,0,0,2089,0,0,85,84,Vercheres,2 000 @ 9 999,M,AR590,Marguerite-D'Youville,16,Monteregie,5821
59030,2016,2016,101568882,0,101538778,0,50819898,0,1959516,0,45955346,0,2804018,0,0.5005,0,0.0193,0,0.4526,0,0.0276,0,293002,272599,276002,0,227,0.6063,0,1776,0,0,1653,0,0,56,61,Calixa-Lavallee,1 @ 1 999,M,AR590,Marguerite-D'Youville,16,Monteregie,502
59035,2016,2016,1058465521.6,0,1032065300,0,677769200,0,259007800,0,50921800,0,44366500,0,0.6567,0,0.251,0,0.0493,0,0.043,0,231875,188656,239689,0,126,0.8604,0,2007,0,0,1633,0,0,83,89,Contrecoeur,2 000 @ 9 999,V,AR590,Marguerite-D'Youville,16,Monteregie,7515
60005,2016,2016,541723391.46,0,537520600,0,459275200,0,72263800,0,0,0,5981600,0,0.8544,0,0.1344,0,0,0,0.0111,0,210959,154422,270456,0,143,1.0851,0,2296,0,0,1680,0,0,105,119,Charlemagne,2 000 @ 9 999,V,AR600,L'Assomption,14,Lanaudiere,6046
60013,2016,2016,9356514951.2,0,9140506700,0,8068688800,0,979178400,0,33261600,0,59377900,0,0.8827,0,0.1071,0,0.0036,0,0.0065,0,267934,238824,317439,0,107,1.1111,0,2984,0,0,2660,0,0,105,97,Repentigny,25 000 @ 99 999,V,AR600,L'Assomption,14,Lanaudiere,83862
60020,2016,2016,369021308.88,0,366687216,0,313476372,0,20769372,0,28235196,0,4206276,0,0.8549,0,0.0566,0,0.077,0,0.0115,0,233715,208382,223649,0,118,0.8216,0,1923,0,0,1714,0,0,79,67,Saint-Sulpice,2 000 @ 9 999,P,AR600,L'Assomption,14,Lanaudiere,3412
60028,2016,2016,2229862592.7,0,2144910200,0,1790136400,0,203936000,0,119833000,0,31004800,0,0.8346,0,0.0951,0,0.0559,0,0.0145,0,245209,201624,272499,0,108,1.3122,0,3238,0,0,2662,0,0,121,114,L'Assomption,10 000 @ 24 999,V,AR600,L'Assomption,14,Lanaudiere,21925
60035,2016,2016,423043085.44,0,416360634,0,384477168,0,24485202,0,217260,0,7181004,0,0.9234,0,0.0588,0,0.0005,0,0.0172,0,217296,166473,240639,0,127,1.0675,0,2320,0,0,1777,0,0,103,109,L'Epiphanie,2 000 @ 9 999,V,AR600,L'Assomption,14,Lanaudiere,5539
60040,2016,2016,350593900,0,350590400,0,249416800,0,19137500,0,74479300,0,7556800,0,0.7114,0,0.0546,0,0.2124,0,0.0216,0,209751,191434,195535,0,103,0.8013,0,1681,0,0,1534,0,0,77,79,L'Epiphanie,2 000 @ 9 999,P,AR600,L'Assomption,14,Lanaudiere,3296
61005,2016,2016,535940548.05,0,529087187,0,413984153,0,48627157,0,55140849,0,11335028,0,0.7824,0,0.0919,0,0.1042,0,0.0214,0,187133,169778,189111,0,100,0.9947,0,1867,0,0,1694,0,0,96,81,Saint-Paul,2 000 @ 9 999,M,AR610,Joliette,14,Lanaudiere,5907
61013,2016,2016,350018395.24,0,347743759,0,262638052,0,52385491,0,30300849,0,2419367,0,0.7553,0,0.1506,0,0.0871,0,0.007,0,194130,152669,223084,0,118,1.0857,0,2094,0,0,1647,0,0,105,117,Crabtree,2 000 @ 9 999,M,AR610,Joliette,14,Lanaudiere,3981
61020,2016,2016,42682563,0,42634746,0,17357868,0,11289663,0,13022955,0,964260,0,0.4071,0,0.2648,0,0.3055,0,0.0226,0,169365,135061,243900,0,200,0.6061,0,1027,0,0,819,0,0,56,59,Saint-Pierre,1 @ 1 999,VL,AR610,Joliette,14,Lanaudiere,336
61025,2016,2016,2021839005.8,0,1871137514,0,1279224186,0,550445859,0,4667210,0,36800259,0,0.6837,0,0.2942,0,0.0025,0,0.0197,0,199163,118628,311148,0,123,1.2058,0,2419,0,0,1441,0,0,111,220,Joliette,10 000 @ 24 999,V,AR610,Joliette,14,Lanaudiere,20255
61027,2016,2016,426295422.23,0,423979827,0,243212664,0,57663726,0,116142594,0,6960843,0,0.5736,0,0.136,0,0.2739,0,0.0164,0,205282,174953,246985,0,130,0.6572,0,1354,0,0,1154,0,0,63,65,Saint-Thomas,2 000 @ 9 999,M,AR610,Joliette,14,Lanaudiere,3325
61030,2016,2016,878772284.53,0,875388800,0,735755384,0,111103304,0,4698200,0,23831912,0,0.8405,0,0.1269,0,0.0054,0,0.0272,0,204864,169123,223720,0,118,1.0114,0,2090,0,0,1726,0,0,98,109,Notre-Dame-des-Prairies,2 000 @ 9 999,V,AR610,Joliette,14,Lanaudiere,9694
61035,2016,2016,1277408062.2,0,1177943020,0,1046702480,0,94058776,0,13849689,0,23332075,0,0.8886,0,0.0799,0,0.0118,0,0.0198,0,228405,163628,282675,0,112,1.0152,0,2348,0,0,1682,0,0,94,86,Saint-Charles-Borromee,10 000 @ 24 999,M,AR610,Joliette,14,Lanaudiere,13728
61040,2016,2016,441740075.71,0,439658800,0,294790600,0,23332600,0,109657500,0,11878100,0,0.6705,0,0.0531,0,0.2494,0,0.027,0,210634,181816,224234,0,118,0.8047,0,1695,0,0,1463,0,0,78,61,Saint-Ambroise-de-Kildare,2 000 @ 9 999,M,AR610,Joliette,14,Lanaudiere,3969
61045,2016,2016,246478644.47,0,245371600,0,188801300,0,12792000,0,36296100,0,7482200,0,0.7695,0,0.0521,0,0.1479,0,0.0305,0,176166,149841,156893,0,83,0.7863,0,1385,0,0,1178,0,0,76,58,Notre-Dame-de-Lourdes,2 000 @ 9 999,M,AR610,Joliette,14,Lanaudiere,2861
61050,2016,2016,342159084.78,0,341025100,0,256723900,0,16535000,0,48954300,0,18811900,0,0.7528,0,0.0485,0,0.1436,0,0.0552,0,196401,176880,178487,0,94,0.7611,0,1495,0,0,1346,0,0,73,62,Sainte-Melanie,2 000 @ 9 999,M,AR610,Joliette,14,Lanaudiere,3057
62007,2016,2016,638849634.87,0,622843824,0,439058082,0,76112808,0,83928966,0,23743968,0,0.7049,0,0.1222,0,0.1348,0,0.0381,0,187902,153969,185174,0,98,0.9144,0,1727,0,0,1415,0,0,88,71,Saint-Felix-de-Valois,2 000 @ 9 999,M,AR620,Matawinie,14,Lanaudiere,6399
62015,2016,2016,545419927.05,0,532518662,0,429982250,0,49516664,0,27100118,0,25919630,0,0.8075,0,0.093,0,0.0509,0,0.0487,0,177853,161650,142222,0,75,0.7584,0,1349,0,0,1226,0,0,73,59,Saint-Jean-de-Matha,2 000 @ 9 999,M,AR620,Matawinie,14,Lanaudiere,4547
62020,2016,2016,248801337.21,0,248192280,0,202686015,0,11456970,0,7671510,0,26377785,0,0.8166,0,0.0462,0,0.0309,0,0.1063,0,178387,170535,123413,0,101,0.8994,0,1607,0,0,1537,0,0,83,67,Sainte-Beatrix,1 @ 1 999,M,AR620,Matawinie,14,Lanaudiere,1883
62025,2016,2016,463870541.24,0,463085490,0,412960170,0,16561335,0,337155,0,33226830,0,0.8918,0,0.0358,0,0.0007,0,0.0718,0,187221,177110,122880,0,65,0.9534,0,1814,0,0,1716,0,0,92,77,Saint-Alphonse-Rodriguez,2 000 @ 9 999,M,AR620,Matawinie,14,Lanaudiere,3204
62030,2016,2016,180893740.24,0,180453280,0,159256762,0,4851294,0,6848828,0,9496396,0,0.8825,0,0.0269,0,0.038,0,0.0526,0,181493,169442,111870,0,92,0.9218,0,1673,0,0,1562,0,0,86,83,Sainte-Marcelline-de-Kildare,1 @ 1 999,M,AR620,Matawinie,14,Lanaudiere,1607
62037,2016,2016,1142207018.8,0,1122896544,0,921578084,0,104622742,0,30623726,0,66071992,0,0.8207,0,0.0932,0,0.0273,0,0.0588,0,176413,152537,128468,0,51,1.0848,0,1914,0,0,1655,0,0,100,96,Rawdon,10 000 @ 24 999,M,AR620,Matawinie,14,Lanaudiere,11127
62047,2016,2016,750777588.46,0,747403700,0,619977300,0,38228000,0,1673100,0,87525300,0,0.8295,0,0.0511,0,0.0022,0,0.1171,0,157483,151193,77752,0,41,1.0826,0,1705,0,0,1637,0,0,104,85,Chertsey,2 000 @ 9 999,M,AR620,Matawinie,14,Lanaudiere,4972
62053,2016,2016,272384577.84,0,272022096,0,246190952,0,6917396,0,237062,0,18676686,0,0.905,0,0.0254,0,0.0009,0,0.0687,0,257564,247108,153977,0,126,0.8685,0,2254,0,0,2163,0,0,81,70,Entrelacs,1 @ 1 999,M,AR620,Matawinie,14,Lanaudiere,940
62055,2016,2016,288151080.14,0,287879040,0,257851042,0,10006718,0,595402,0,19425878,0,0.8957,0,0.0348,0,0.0021,0,0.0675,0,231720,224846,154505,0,127,0.8072,0,1870,0,0,1815,0,0,75,67,Notre-Dame-de-la-Merci,1 @ 1 999,M,AR620,Matawinie,14,Lanaudiere,982
62060,2016,2016,1419529906.3,0,1413414410,0,1215624128,0,101012409,0,431261,0,96346612,0,0.8601,0,0.0715,0,0.0003,0,0.0682,0,301510,265041,196693,0,104,0.8418,0,2538,0,0,2231,0,0,81,68,Saint-Donat,2 000 @ 9 999,M,AR620,Matawinie,14,Lanaudiere,4144
62065,2016,2016,431713996.84,0,430419100,0,355601400,0,30034900,0,665500,0,44117300,0,0.8262,0,0.0698,0,0.0015,0,0.1025,0,176627,165663,111353,0,59,0.7967,0,1600,0,0,1500,0,0,77,68,Saint-Come,2 000 @ 9 999,M,AR620,Matawinie,14,Lanaudiere,2290
62070,2016,2016,183300548.86,0,182810100,0,150026500,0,16616200,0,2399500,0,13767900,0,0.8207,0,0.0909,0,0.0131,0,0.0753,0,139408,129034,101834,0,84,1.0659,0,1502,0,0,1390,0,0,99,87,Sainte-Emelie-de-l'Energie,1 @ 1 999,M,AR620,Matawinie,14,Lanaudiere,1653
62075,2016,2016,308421028.56,0,307647515,0,260637166,0,6753062,0,16860435,0,23396852,0,0.8472,0,0.022,0,0.0548,0,0.0761,0,159873,145315,104763,0,55,0.8649,0,1391,0,0,1265,0,0,83,73,Saint-Damien,2 000 @ 9 999,P,AR620,Matawinie,14,Lanaudiere,2001
62080,2016,2016,206674082.29,0,205755900,0,177475400,0,10698100,0,956900,0,16625500,0,0.8626,0,0.052,0,0.0047,0,0.0808,0,138323,129373,79034,0,65,0.8313,0,1150,0,0,1075,0,0,77,75,Saint-Zenon,1 @ 1 999,M,AR620,Matawinie,14,Lanaudiere,1227
62085,2016,2016,489340102.15,0,482119000,0,367244100,0,64504900,0,636500,0,49733500,0,0.7617,0,0.1338,0,0.0013,0,0.1032,0,197980,175885,126904,0,67,0.7574,0,1499,0,0,1332,0,0,73,92,Saint-Michel-des-Saints,2 000 @ 9 999,M,AR620,Matawinie,14,Lanaudiere,2427
63005,2016,2016,110855340.78,0,110297250,0,84926205,0,1607340,0,20983410,0,2780295,0,0.77,0,0.0146,0,0.1902,0,0.0252,0,191401,165586,143595,0,118,0.8393,0,1606,0,0,1390,0,0,78,65,Sainte-Marie-Salome,1 @ 1 999,P,AR630,Montcalm,14,Lanaudiere,1154
63013,2016,2016,438202900.01,0,419761200,0,276680600,0,27931800,0,106751000,0,8397800,0,0.6591,0,0.0665,0,0.2543,0,0.02,0,200504,158866,226461,0,119,1.0019,0,2022,0,0,1602,0,0,97,89,Saint-Jacques,2 000 @ 9 999,M,AR630,Montcalm,14,Lanaudiere,4071
63023,2016,2016,191988181.95,0,191026500,0,101371800,0,4883600,0,83061800,0,1709300,0,0.5307,0,0.0256,0,0.4348,0,0.0089,0,207440,185196,246771,0,203,0.8214,0,1704,0,0,1521,0,0,76,67,Saint-Alexis,1 @ 1 999,M,AR630,Montcalm,14,Lanaudiere,1439
63030,2016,2016,285584391.27,0,282807648,0,148040964,0,34653990,0,98288730,0,1823964,0,0.5235,0,0.1225,0,0.3475,0,0.0064,0,216587,177465,258447,0,212,0.8553,0,1857,0,0,1522,0,0,79,77,Saint-Esprit,1 @ 1 999,M,AR630,Montcalm,14,Lanaudiere,1969
63035,2016,2016,614838110.64,0,599802000,0,388245375,0,70305585,0,125799975,0,15451065,0,0.6473,0,0.1172,0,0.2097,0,0.0258,0,234418,190757,261745,0,138,0.9938,0,2330,0,0,1896,0,0,96,94,Saint-Roch-de-l'Achigan,2 000 @ 9 999,M,AR630,Montcalm,14,Lanaudiere,5124
63040,2016,2016,64806300,0,64578900,0,19064500,0,0,0,44808100,0,706300,0,0.2952,0,0,0,0.6939,0,0.0109,0,242665,222097,418105,0,343,0.5709,0,1385,0,0,1268,0,0,53,46,Saint-Roch-Ouest,1 @ 1 999,M,AR630,Montcalm,14,Lanaudiere,279
63048,2016,2016,1736920581.1,0,1706462301,0,1404725100,0,98742400,0,132182700,0,70812101,0,0.8232,0,0.0579,0,0.0775,0,0.0415,0,196329,171361,183996,0,73,0.9501,0,1898,0,0,1657,0,0,88,85,Saint-Lin--Laurentides,10 000 @ 24 999,V,AR630,Montcalm,14,Lanaudiere,20474
63055,2016,2016,548905773.42,0,544658700,0,484708600,0,16066700,0,2436000,0,41447400,0,0.8899,0,0.0295,0,0.0045,0,0.0761,0,146420,139584,99027,0,52,1.2909,0,1927,0,0,1837,0,0,125,106,Saint-Calixte,2 000 @ 9 999,M,AR630,Montcalm,14,Lanaudiere,6203
63060,2016,2016,837812402.43,0,820747800,0,714156700,0,38147600,0,32607500,0,35836000,0,0.8701,0,0.0465,0,0.0397,0,0.0437,0,168754,156296,132043,0,52,1.2032,0,2038,0,0,1887,0,0,111,85,Sainte-Julienne,10 000 @ 24 999,M,AR630,Montcalm,14,Lanaudiere,10039
63065,2016,2016,224058161.38,0,221245853,0,148710582,0,8370981,0,57649285,0,6515005,0,0.6722,0,0.0378,0,0.2606,0,0.0294,0,196743,182726,181424,0,149,0.7966,0,1508,0,0,1401,0,0,74,56,Saint-Liguori,1 @ 1 999,P,AR630,Montcalm,14,Lanaudiere,1959
64008,2016,2016,12694302972,0,12301876335,0,10171422345,0,1659089145,0,70240905,0,401123940,0,0.8268,0,0.1349,0,0.0057,0,0.0326,0,276131,238859,320159,0,96,1.17,0,3290,0,0,2846,0,0,101,96,Terrebonne,100 000 et plus,V,AR640,Les Moulins,14,Lanaudiere,112191
64015,2016,2016,5209183749.2,0,5122275200,0,4359554100,0,527176900,0,78299500,0,157244700,0,0.8511,0,0.1029,0,0.0153,0,0.0307,0,263280,235927,278031,0,94,1.0901,0,2900,0,0,2598,0,0,103,96,Mascouche,25 000 @ 99 999,V,AR640,Les Moulins,14,Lanaudiere,46895
65005,2016,2016,53708191183,0,52604835905,0,43282745622,0,7846335534,0,170176500,0,1305578249,0,0.8228,0,0.1492,0,0.0032,0,0.0248,0,319708,252328,389201,0,116,1.0356,0,3129,0,0,2470,0,0,89,86,Laval,100 000 et plus,V,AR651,Hors MRC - Laval,13,Laval,424203
66007,2016,2016,1084047036,0,1028100067.2,0,263089501,0,721424466.09,0,0,0,43586100.06,0,0.2559,0,0.7017,0,0,0,0.0424,0,209806,136960,878482,0,464,1.0266,1.0266,2154,0,2154,1406,0,1406,99,257,Montreal-Est,2 000 @ 9 999,V,AR661,Hors MRC - Montreal,06,Montreal,3846
