cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
49113,2016,2016,185161332.88,0,184107800,0,74608400,0,12587100,0,95440800,0,1471500,0,0.4052,0,0.0684,0,0.5184,0,0.008,0,140599,124051,199527,0,164,0.8407,0,1182,0,0,1043,0,0,78,58,Saint-Guillaume,1 @ 1 999,M,AR490,Drummond,17,Centre-du-Quebec,1564
49125,2016,2016,119146009.05,0,118632048,0,53437158,0,5127492,0,56891928,0,3175470,0,0.4504,0,0.0432,0,0.4796,0,0.0268,0,143896,133477,169241,0,139,0.8871,0,1281,0,0,1188,0,0,82,74,Saint-Bonaventure,1 @ 1 999,M,AR490,Drummond,17,Centre-du-Quebec,1032
49130,2016,2016,69852442,0,69852442,0,24227004,0,1663348,0,42412812,0,1549278,0,0.3468,0,0.0238,0,0.6072,0,0.0222,0,135851,130909,164359,0,135,0.7755,0,1054,0,0,1015,0,0,72,70,Saint-Pie-de-Guire,1 @ 1 999,P,AR490,Drummond,17,Centre-du-Quebec,451
50005,2016,2016,114806357.9,0,113542011,0,43594749,0,28904931,0,32739399,0,8302932,0,0.384,0,0.2546,0,0.2883,0,0.0731,0,124861,112770,155354,0,128,1.0148,0,1289,0,0,1165,0,0,94,80,Sainte-Eulalie,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,889
50013,2016,2016,47151852.069,0,46706205,0,16405305,0,7930440,0,21268065,0,1102395,0,0.3512,0,0.1698,0,0.4554,0,0.0236,0,114735,104248,188607,0,155,0.7196,0,826,0,0,750,0,0,67,69,Aston-Jonction,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,437
50023,2016,2016,126550889.54,0,125057202,0,57074304,0,9984372,0,55027572,0,2970954,0,0.4564,0,0.0798,0,0.44,0,0.0238,0,129844,118906,167839,0,138,1.0502,0,1364,0,0,1249,0,0,97,61,Saint-Wenceslas,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,1096
50030,2016,2016,60134778.25,0,55069900,0,45026600,0,8801700,0,243400,0,998200,0,0.8176,0,0.1598,0,0.0044,0,0.0181,0,145291,119932,180585,0,148,1.3621,0,1979,0,0,1634,0,0,126,111,Saint-Celestin,1 @ 1 999,VL,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,776
50035,2016,2016,94841323,0,94258048,0,25508156,0,7558537,0,58441933,0,2749422,0,0.2706,0,0.0802,0,0.62,0,0.0292,0,116359,108517,195953,0,161,0.7432,0,865,0,0,806,0,0,69,70,Saint-Celestin,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,609
50042,2016,2016,232915488.52,0,224414021,0,119974668,0,37640074,0,61747461,0,5051818,0,0.5346,0,0.1677,0,0.2751,0,0.0225,0,138940,117207,175653,0,93,1.0122,0,1406,0,0,1186,0,0,98,106,Saint-Leonard-d'Aston,2 000 @ 9 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,2351
50050,2016,2016,128745688,0,127812545,0,46576005,0,10337411,0,69722219,0,1176910,0,0.3644,0,0.0809,0,0.5455,0,0.0092,0,136946,125479,224687,0,184,0.636,0,871,0,0,798,0,0,59,42,Sainte-Perpetue,1 @ 1 999,P,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,959
50057,2016,2016,88220535.134,0,87402984,0,25125020,0,2874132,0,58567704,0,836128,0,0.2875,0,0.0329,0,0.6701,0,0.0096,0,139046,127731,235255,0,193,1.2843,0,1786,0,0,1640,0,0,119,95,Sainte-Monique,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,550
50065,2016,2016,55414695,0,55404300,0,25957995,0,988785,0,27472305,0,985215,0,0.4685,0,0.0178,0,0.4959,0,0.0178,0,143397,130767,197910,0,162,0.7839,0,1139,0,0,1039,0,0,73,76,Grand-Saint-Esprit,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,488
50072,2016,2016,852264027.35,0,726166485,0,544507128,0,100814967,0,63457020,0,17387370,0,0.7498,0,0.1388,0,0.0874,0,0.0239,0,178600,132204,242949,0,128,1.283,0,2292,0,0,1697,0,0,124,112,Nicolet,2 000 @ 9 999,V,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,8058
50085,2016,2016,71014248,0,71014248,0,17799618,0,595536,0,51794076,0,825018,0,0.2506,0,0.0084,0,0.7293,0,0.0116,0,136382,130929,210101,0,172,0.9633,0,1313,0,0,1260,0,0,89,71,La Visitation-de-Yamaska,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,321
50090,2016,2016,103463949.24,0,102780370,0,28707690,0,1492590,0,69759470,0,2820620,0,0.2793,0,0.0145,0,0.6787,0,0.0274,0,120644,106915,194481,0,160,1.0924,0,1320,0,0,1170,0,0,101,72,Saint-Zephirin-de-Courval,1 @ 1 999,P,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,703
50095,2016,2016,55066152,0,55066152,0,10320054,0,828602,0,42773756,0,1143740,0,0.1874,0,0.015,0,0.7768,0,0.0208,0,113264,109390,245831,0,202,0.9056,0,1030,0,0,995,0,0,84,85,Saint-Elphege,1 @ 1 999,P,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,286
50100,2016,2016,159921826.86,0,157860475,0,63976127,0,8739126,0,83908679,0,1236543,0,0.4053,0,0.0554,0,0.5315,0,0.0078,0,117233,103574,241574,0,198,1.1175,0,1301,0,0,1149,0,0,104,68,Baie-du-Febvre,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,986
50113,2016,2016,216131212.72,0,210912493,0,123483920,0,14584745,0,69467444,0,3376384,0,0.5855,0,0.0692,0,0.3294,0,0.016,0,126670,108430,140436,0,74,1.2191,0,1554,0,0,1331,0,0,118,110,Pierreville,2 000 @ 9 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,2143
50128,2016,2016,192578988.04,0,190655900,0,139090500,0,19147400,0,27801900,0,4616100,0,0.7295,0,0.1004,0,0.1458,0,0.0242,0,142465,120203,117713,0,97,0.8695,0,1239,0,0,1045,0,0,81,59,Saint-Francois-du-Lac,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,1901
51008,2016,2016,200035341.47,0,199059390,0,127675440,0,23926776,0,45509028,0,1948146,0,0.6414,0,0.1202,0,0.2286,0,0.0098,0,142623,115489,131776,0,70,0.8699,0,1251,0,0,1013,0,0,84,93,Maskinonge,2 000 @ 9 999,M,AR510,Maskinonge,04,Mauricie,2330
51015,2016,2016,573231091.99,0,533304900,0,355785800,0,121452600,0,51446600,0,4619900,0,0.6671,0,0.2277,0,0.0965,0,0.0087,0,143943,95334,187269,0,99,1.4877,0,2137,0,0,1415,0,0,144,163,Louiseville,2 000 @ 9 999,V,AR510,Maskinonge,04,Mauricie,7277
51020,2016,2016,272558641.69,0,270901072,0,150095920,0,45427720,0,71496568,0,3880864,0,0.5541,0,0.1677,0,0.2639,0,0.0143,0,151484,124839,149511,0,79,1.0894,0,1650,0,0,1360,0,0,105,112,Yamachiche,2 000 @ 9 999,M,AR510,Maskinonge,04,Mauricie,2825
51025,2016,2016,95077923.732,0,94843343,0,54719275,0,5791037,0,33493620,0,839411,0,0.5769,0,0.0611,0,0.3531,0,0.0089,0,118402,107078,115106,0,94,1.1673,0,1382,0,0,1250,0,0,108,125,Saint-Barnabe,1 @ 1 999,P,AR510,Maskinonge,04,Mauricie,1191
51030,2016,2016,36105062,0,36102710,0,13404244,0,531846,0,22065484,0,101136,0,0.3713,0,0.0147,0,0.6112,0,0.0028,0,113381,107784,153639,0,126,1.174,0,1333,0,0,1268,0,0,109,98,Saint-Severe,1 @ 1 999,P,AR510,Maskinonge,04,Mauricie,316
51035,2016,2016,115642067.33,0,115027300,0,40189500,0,2433500,0,71558400,0,845900,0,0.3494,0,0.0212,0,0.6221,0,0.0074,0,123915,116459,164732,0,135,0.8509,0,1054,0,0,991,0,0,79,83,Saint-Leon-le-Grand,1 @ 1 999,P,AR510,Maskinonge,04,Mauricie,994
51040,2016,2016,117876631.29,0,116894000,0,69022000,0,3363100,0,40915700,0,3593200,0,0.5905,0,0.0288,0,0.35,0,0.0307,0,123410,102337,127159,0,104,0.9911,0,1218,0,0,1010,0,0,92,83,Sainte-Ursule,1 @ 1 999,P,AR510,Maskinonge,04,Mauricie,1370
51045,2016,2016,114417260.5,0,113680983,0,63006708,0,3360081,0,45089976,0,2224218,0,0.5542,0,0.0296,0,0.3966,0,0.0196,0,139927,130240,112394,0,92,0.9378,0,1312,0,0,1221,0,0,87,91,Saint-Justin,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,1011
51050,2016,2016,55389366,0,55389366,0,41423424,0,3729732,0,6464352,0,3771858,0,0.7479,0,0.0673,0,0.1167,0,0.0681,0,115716,107873,71562,0,59,1.165,0,1348,0,0,1257,0,0,108,96,Saint-Edouard-de-Maskinonge,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,765
51055,2016,2016,44474400,0,44294700,0,31251500,0,3840900,0,6450800,0,2751500,0,0.7055,0,0.0867,0,0.1456,0,0.0621,0,104564,92953,68953,0,57,1.0193,0,1066,0,0,947,0,0,95,223,Sainte-Angele-de-Premont,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,611
51060,2016,2016,128186128.34,0,127079904,0,72686768,0,22589840,0,29605296,0,2198000,0,0.572,0,0.1778,0,0.233,0,0.0173,0,121837,102384,122082,0,100,1.2598,0,1535,0,0,1290,0,0,117,145,Saint-Paulin,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,1507
51065,2016,2016,356050332.77,0,353957656,0,274812408,0,39715520,0,3708744,0,35720984,0,0.7764,0,0.1122,0,0.0105,0,0.1009,0,128605,118380,98248,0,52,0.9826,0,1267,0,0,1167,0,0,95,96,Saint-Alexis-des-Monts,2 000 @ 9 999,P,AR510,Maskinonge,04,Mauricie,2991
51070,2016,2016,231623354.83,0,227669251,0,198341780,0,9489051,0,1036563,0,18801857,0,0.8712,0,0.0417,0,0.0046,0,0.0826,0,169819,162346,91515,0,75,1.0273,0,1745,0,0,1668,0,0,95,77,Saint-Mathieu-du-Parc,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,1402
51075,2016,2016,195071157.49,0,194467600,0,171056600,0,8736800,0,1892400,0,12781800,0,0.8796,0,0.0449,0,0.0097,0,0.0657,0,139034,132194,84630,0,69,1.0629,0,1478,0,0,1405,0,0,99,88,Saint-Elie-de-Caxton,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,1963
51080,2016,2016,65405381.47,0,64450152,0,46115838,0,6250743,0,9573417,0,2510154,0,0.7155,0,0.097,0,0.1485,0,0.0389,0,115407,97469,80847,0,66,1.3752,0,1588,0,0,1341,0,0,128,127,Charette,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,996
51085,2016,2016,365306354.03,0,360880791,0,307537297,0,21548527,0,15653425,0,16141542,0,0.8522,0,0.0597,0,0.0434,0,0.0447,0,165960,148533,121364,0,64,1.2352,0,2081,0,0,1863,0,0,119,116,Saint-Boniface,2 000 @ 9 999,M,AR510,Maskinonge,04,Mauricie,4609
51090,2016,2016,341335721.45,0,339618494,0,277090971,0,20434993,0,33461147,0,8631383,0,0.8159,0,0.0602,0,0.0985,0,0.0254,0,162997,148868,123315,0,65,1.1615,0,1895,0,0,1730,0,0,112,107,Saint-Etienne-des-Gres,2 000 @ 9 999,P,AR510,Maskinonge,04,Mauricie,4434
52007,2016,2016,1273780518.5,0,1252598061,0,1074800893,0,97606703,0,49754721,0,30435744,0,0.8581,0,0.0779,0,0.0397,0,0.0243,0,217844,192224,220874,0,87,1.1239,0,2466,0,0,2176,0,0,104,94,Lavaltrie,10 000 @ 24 999,V,AR520,D'Autray,14,Lanaudiere,13714
52017,2016,2016,537389597.33,0,531223558,0,402447020,0,48259786,0,64785292,0,15731460,0,0.7576,0,0.0908,0,0.122,0,0.0296,0,219356,194967,204408,0,108,0.7354,0,1619,0,0,1439,0,0,71,62,Lanoraie,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,4565
52030,2016,2016,217553892.07,0,213794580,0,86984448,0,7440034,0,118501428,0,868670,0,0.4069,0,0.0348,0,0.5543,0,0.0041,0,176274,150985,270589,0,222,0.7976,0,1406,0,0,1204,0,0,74,57,Sainte-Elisabeth,1 @ 1 999,M,AR520,D'Autray,14,Lanaudiere,1507
52035,2016,2016,389012367.4,0,374127742,0,232703072,0,124924286,0,2643852,0,13856532,0,0.622,0,0.3339,0,0.0071,0,0.037,0,171705,104411,254256,0,134,1.4561,0,2504,0,0,1523,0,0,140,177,Berthierville,2 000 @ 9 999,V,AR520,D'Autray,14,Lanaudiere,4141
52040,2016,2016,256101208.55,0,247684536,0,168531660,0,17047404,0,58503258,0,3602214,0,0.6804,0,0.0688,0,0.2362,0,0.0145,0,194153,170878,184245,0,97,0.868,0,1685,0,0,1483,0,0,84,85,Sainte-Genevieve-de-Berthier,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,2401
52045,2016,2016,199750088.55,0,199362587,0,170400635,0,4411276,0,16894371,0,7656305,0,0.8547,0,0.0221,0,0.0847,0,0.0384,0,198335,176112,141969,0,75,0.8615,0,1709,0,0,1517,0,0,83,73,Saint-Ignace-de-Loyola,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,2063
52050,2016,2016,84472014,0,84462426,0,59040966,0,387804,0,22955916,0,2077740,0,0.699,0,0.0046,0,0.2718,0,0.0246,0,205035,186177,154428,0,127,0.7208,0,1481,0,0,1345,0,0,67,64,La Visitation-de-l'Ile-Dupas,1 @ 1 999,M,AR520,D'Autray,14,Lanaudiere,610
52055,2016,2016,229494969.04,0,228303660,0,125621060,0,10936900,0,84810400,0,6935300,0,0.5502,0,0.0479,0,0.3715,0,0.0304,0,138277,122833,112222,0,92,0.9985,0,1381,0,0,1226,0,0,93,86,Saint-Barthelemy,1 @ 1 999,P,AR520,D'Autray,14,Lanaudiere,1888
52062,2016,2016,237732320.39,0,236743440,0,127494514,0,11040146,0,91585278,0,6623502,0,0.5385,0,0.0466,0,0.3869,0,0.028,0,158923,143650,155890,0,128,0.9336,0,1484,0,0,1341,0,0,87,79,Saint-Cuthbert,1 @ 1 999,M,AR520,D'Autray,14,Lanaudiere,1777
52070,2016,2016,128458538.06,0,128055100,0,67916000,0,6098100,0,50305900,0,3735100,0,0.5304,0,0.0476,0,0.3928,0,0.0292,0,163981,145496,170823,0,140,0.7173,0,1176,0,0,1044,0,0,67,55,Saint-Norbert,1 @ 1 999,P,AR520,D'Autray,14,Lanaudiere,1021
52075,2016,2016,29271800,0,29271800,0,13297400,0,1254000,0,14231400,0,489000,0,0.4543,0,0.0428,0,0.4862,0,0.0167,0,149130,136232,185265,0,152,0.6622,0,988,0,0,902,0,0,61,63,Saint-Cleophas-de-Brandon,1 @ 1 999,M,AR520,D'Autray,14,Lanaudiere,252
52080,2016,2016,166518546.78,0,161173576,0,130378327,0,27196532,0,0,0,3598717,0,0.8089,0,0.1687,0,0,0,0.0223,0,108640,81121,105325,0,56,1.9811,0,2152,0,0,1607,0,0,191,230,Saint-Gabriel,2 000 @ 9 999,V,AR520,D'Autray,14,Lanaudiere,2754
52085,2016,2016,318392785.07,0,315127575,0,243608820,0,12815670,0,38614485,0,20088600,0,0.773,0,0.0407,0,0.1225,0,0.0637,0,161020,152237,119204,0,63,0.873,0,1406,0,0,1329,0,0,84,74,Saint-Gabriel-de-Brandon,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,2581
52090,2016,2016,121141183.6,0,120828456,0,85722732,0,1375056,0,19048500,0,14682168,0,0.7095,0,0.0114,0,0.1576,0,0.1215,0,172020,161938,113322,0,93,0.9965,0,1714,0,0,1614,0,0,92,86,Saint-Didace,1 @ 1 999,P,AR520,D'Autray,14,Lanaudiere,578
52095,2016,2016,317351373.54,0,316900376,0,270022272,0,11301264,0,9133488,0,26443352,0,0.8521,0,0.0357,0,0.0288,0,0.0834,0,148844,136992,97497,0,51,0.895,0,1335,0,0,1229,0,0,86,86,Mandeville,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,2104
53005,2016,2016,150175266.94,0,149422260,0,40442625,0,1174725,0,107417935,0,386975,0,0.2707,0,0.0079,0,0.7189,0,0.0026,0,135253,124385,219554,0,180,0.9209,0,1246,0,0,1146,0,0,85,77,Saint-David,1 @ 1 999,M,AR530,Pierre-De Saurel,16,Monteregie,823
53010,2016,2016,36497403.187,0,35609832,0,30016356,0,4616724,0,543660,0,433092,0,0.8429,0,0.1296,0,0.0153,0,0.0122,0,125457,112080,133202,0,109,1.6172,0,2029,0,0,1813,0,0,150,142,Massueville,1 @ 1 999,VL,AR530,Pierre-De Saurel,16,Monteregie,507
53015,2016,2016,124794238.8,0,124794238.8,0,24933862.8,0,2253372,0,97575192,0,31812,0,0.1998,0,0.0181,0,0.7819,0,0.0003,0,171391,164333,334569,0,275,0.6562,0,1125,0,0,1078,0,0,61,45,Saint-Aime,1 @ 1 999,M,AR530,Pierre-De Saurel,16,Monteregie,499
53020,2016,2016,192208677.62,0,191379900,0,109575400,0,10328700,0,69229800,0,2246000,0,0.5726,0,0.054,0,0.3617,0,0.0117,0,158567,148374,169796,0,139,0.8313,0,1318,0,0,1233,0,0,77,58,Saint-Robert,1 @ 1 999,M,AR530,Pierre-De Saurel,16,Monteregie,1804
53025,2016,2016,289477001.97,0,288906112,0,202256640,0,11991296,0,70788480,0,3869696,0,0.7001,0,0.0415,0,0.245,0,0.0134,0,216342,191164,193760,0,102,0.7625,0,1650,0,0,1458,0,0,74,68,Sainte-Victoire-de-Sorel,2 000 @ 9 999,M,AR530,Pierre-De Saurel,16,Monteregie,2496
53032,2016,2016,266895079.99,0,264698700,0,156909100,0,13836200,0,86678800,0,7274600,0,0.5928,0,0.0523,0,0.3275,0,0.0275,0,223847,185858,231278,0,190,0.7669,0,1717,0,0,1425,0,0,71,54,Saint-Ours,1 @ 1 999,V,AR530,Pierre-De Saurel,16,Monteregie,1686
53040,2016,2016,221577166.53,0,220687929,0,181530431,0,7919511,0,23615416,0,7622571,0,0.8226,0,0.0359,0,0.107,0,0.0345,0,203462,183422,178547,0,94,0.9979,0,2033,0,0,1833,0,0,96,84,Saint-Roch-de-Richelieu,2 000 @ 9 999,M,AR530,Pierre-De Saurel,16,Monteregie,2198
53050,2016,2016,202790137.76,0,200734128,0,64784272,0,135495248,0,0,0,454608,0,0.3227,0,0.675,0,0,0,0.0023,0,102055,68680,342551,0,281,1.1713,0,1197,0,0,805,0,0,109,159,Saint-Joseph-de-Sorel,1 @ 1 999,V,AR530,Pierre-De Saurel,16,Monteregie,1606
53052,2016,2016,2920731195.3,0,2770936111,0,2312113816,0,401743256,0,12994761,0,44084278,0,0.8344,0,0.145,0,0.0047,0,0.0159,0,178134,130335,208222,0,70,1.3761,0,2454,0,0,1795,0,0,130,116,Sorel-Tracy,25 000 @ 99 999,V,AR530,Pierre-De Saurel,16,Monteregie,34888
53065,2016,2016,265554648.98,0,263854500,0,244358400,0,3893300,0,12913500,0,2689300,0,0.9261,0,0.0148,0,0.0489,0,0.0102,0,202871,187215,119243,0,63,1.1426,0,2293,0,0,2116,0,0,110,80,Sainte-Anne-de-Sorel,2 000 @ 9 999,M,AR530,Pierre-De Saurel,16,Monteregie,2674
53072,2016,2016,176665315.66,0,175087434,0,108988729,0,5056167,0,58807850,0,2234688,0,0.6225,0,0.0289,0,0.3359,0,0.0128,0,153112,129236,109935,0,90,1.1499,0,1761,0,0,1486,0,0,107,84,Yamaska,1 @ 1 999,M,AR530,Pierre-De Saurel,16,Monteregie,1587
53085,2016,2016,44681716,0,44618605,0,8958601,0,1190171,0,34320285,0,149548,0,0.2008,0,0.0267,0,0.7692,0,0.0034,0,116457,113326,164271,0,135,0.732,0,852,0,0,830,0,0,68,81,Saint-Gerard-Majella,1 @ 1 999,P,AR530,Pierre-De Saurel,16,Monteregie,267
54008,2016,2016,684428983.42,0,680635100,0,406279200,0,60414400,0,209566900,0,4374600,0,0.5969,0,0.0888,0,0.3079,0,0.0064,0,209997,172482,250340,0,132,0.8038,0,1697,0,0,1394,0,0,78,64,Saint-Pie,2 000 @ 9 999,V,AR540,Les Maskoutains,16,Monteregie,5672
54017,2016,2016,381562496.85,0,379671390,0,186555042,0,30359456,0,161200974,0,1555918,0,0.4914,0,0.08,0,0.4246,0,0.0041,0,221705,187232,294416,0,155,1.0469,0,2321,0,0,1961,0,0,101,77,Saint-Damase,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2522
54025,2016,2016,212955230.87,0,209686600,0,180315200,0,17916400,0,10645900,0,809100,0,0.8599,0,0.0854,0,0.0508,0,0.0039,0,237856,181881,262908,0,139,1.039,0,2471,0,0,1890,0,0,100,99,Sainte-Madeleine,2 000 @ 9 999,VL,AR540,Les Maskoutains,16,Monteregie,2376
54030,2016,2016,394413900,0,394057500,0,258506400,0,25613500,0,105310900,0,4626700,0,0.656,0,0.065,0,0.2672,0,0.0117,0,275420,229531,302233,0,159,0.7136,0,1975,0,0,1646,0,0,69,62,Sainte-Marie-Madeleine,2 000 @ 9 999,P,AR540,Les Maskoutains,16,Monteregie,2955
54035,2016,2016,417227618.13,0,415150200,0,213737634,0,20593902,0,177424818,0,3393846,0,0.5148,0,0.0496,0,0.4274,0,0.0082,0,277911,230067,329564,0,174,0.6794,0,1888,0,0,1563,0,0,66,63,La Presentation,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2516
54048,2016,2016,6222186169.5,0,5701625800,0,4160668500,0,1094744600,0,375489000,0,70723700,0,0.7297,0,0.192,0,0.0659,0,0.0124,0,235643,154582,356225,0,120,1.0131,0,2387,0,0,1566,0,0,96,91,Saint-Hyacinthe,25 000 @ 99 999,V,AR540,Les Maskoutains,16,Monteregie,54777
54060,2016,2016,325318186.77,0,323294233,0,181553459,0,21340391,0,115824174,0,4576209,0,0.5616,0,0.066,0,0.3583,0,0.0142,0,214209,183999,265349,0,140,0.7645,0,1676,0,0,1440,0,0,74,79,Saint-Dominique,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2481
54065,2016,2016,260752079.88,0,259414104,0,115654230,0,19559643,0,122591952,0,1608279,0,0.4458,0,0.0754,0,0.4726,0,0.0062,0,202548,174354,249047,0,204,0.7707,0,1566,0,0,1348,0,0,72,67,Saint-Valerien-de-Milton,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1869
54072,2016,2016,330417477.25,0,328307304,0,197795936,0,25262016,0,101125752,0,4123600,0,0.6025,0,0.0769,0,0.308,0,0.0126,0,212269,187533,252613,0,133,0.7666,0,1627,0,0,1438,0,0,74,57,Saint-Liboire,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,3051
54090,2016,2016,220259555.63,0,219731900,0,96383500,0,17105700,0,105760100,0,482600,0,0.4386,0,0.0778,0,0.4813,0,0.0022,0,232315,197269,322961,0,265,0.8154,0,1894,0,0,1609,0,0,76,45,Saint-Simon,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1331
54095,2016,2016,248435798.59,0,247718020,0,122515030,0,33687170,0,90183500,0,1332320,0,0.4946,0,0.136,0,0.3641,0,0.0054,0,218716,185035,272408,0,224,0.8613,0,1893,0,0,1601,0,0,80,74,Sainte-Helene-de-Bagot,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1732
54100,2016,2016,226908960.02,0,225636500,0,77802100,0,9469300,0,137347200,0,1017900,0,0.3448,0,0.042,0,0.6087,0,0.0045,0,174796,157108,280481,0,230,0.9462,0,1654,0,0,1487,0,0,88,62,Saint-Hugues,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1231
54105,2016,2016,197044966.16,0,196574500,0,59825100,0,4545500,0,131979100,0,224800,0,0.3043,0,0.0231,0,0.6714,0,0.0011,0,207567,190446,390188,0,320,0.6479,0,1345,0,0,1234,0,0,60,45,Saint-Barnabe-Sud,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,894
54110,2016,2016,191956687.36,0,190731700,0,74329000,0,5904100,0,106648900,0,3849700,0,0.3897,0,0.031,0,0.5592,0,0.0202,0,184536,161350,221915,0,182,0.6547,0,1217,0,0,1064,0,0,61,61,Saint-Jude,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1241
54115,2016,2016,133710923.38,0,133417600,0,37960500,0,1843300,0,92255000,0,1358800,0,0.2845,0,0.0138,0,0.6915,0,0.0102,0,183272,164761,273437,0,224,0.6949,0,1274,0,0,1145,0,0,64,60,Saint-Bernard-de-Michaudville,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,524
54120,2016,2016,105239553.99,0,104901832,0,44120638,0,4177663,0,55908752,0,694779,0,0.4206,0,0.0398,0,0.533,0,0.0066,0,146232,143751,188940,0,155,1.1937,0,1746,0,0,1716,0,0,111,82,Saint-Louis,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,772
54125,2016,2016,109094485.32,0,108432376,0,27331200,0,897832,0,79728376,0,474968,0,0.2521,0,0.0083,0,0.7353,0,0.0044,0,144671,138774,259749,0,213,0.7753,0,1122,0,0,1076,0,0,72,73,Saint-Marcel-de-Richelieu,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,519
55008,2016,2016,440562787.77,0,437198100,0,162155600,0,68749200,0,201668600,0,4624700,0,0.3709,0,0.1572,0,0.4613,0,0.0106,0,202198,171286,344190,0,182,0.8306,0,1679,0,0,1423,0,0,80,63,Ange-Gardien,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2562
55015,2016,2016,386213135.65,0,384632900,0,228268394,0,21688710,0,130400060,0,4275736,0,0.5935,0,0.0564,0,0.339,0,0.0111,0,239889,199950,243207,0,128,0.827,0,1983,0,0,1653,0,0,80,63,Saint-Paul-d'Abbotsford,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2857
55023,2016,2016,675439868.87,0,663530300,0,420050700,0,75949100,0,156983800,0,10546700,0,0.6331,0,0.1145,0,0.2366,0,0.0159,0,223771,165666,283322,0,149,1.0573,0,2366,0,0,1752,0,0,102,107,Saint-Cesaire,2 000 @ 9 999,V,AR550,Rouville,16,Monteregie,5906
55030,2016,2016,227563866.25,0,226305200,0,132969800,0,4808100,0,87122200,0,1405100,0,0.5876,0,0.0212,0,0.385,0,0.0062,0,218689,194647,269625,0,221,0.7168,0,1568,0,0,1395,0,0,66,65,Sainte-Angele-de-Monnoir,1 @ 1 999,M,AR550,Rouville,16,Monteregie,1902
55037,2016,2016,345910857.2,0,344549400,0,200904392,0,60683168,0,77641200,0,5320640,0,0.5831,0,0.1761,0,0.2253,0,0.0154,0,227824,169964,232467,0,123,0.7222,0,1645,0,0,1227,0,0,70,88,Rougemont,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2805
55048,2016,2016,1107826252,0,1072729200,0,840843100,0,115504200,0,102359000,0,14022900,0,0.7838,0,0.1077,0,0.0954,0,0.0131,0,235930,183462,274079,0,108,1.065,0,2527,0,0,1965,0,0,98,98,Marieville,10 000 @ 24 999,V,AR550,Rouville,16,Monteregie,10759
