an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RF31010101,RF01010104,RF31010102,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RFU3001,RF35021001,POSTE_1443,POSTE_8978,POSTE_8958,POSTE_4669,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,POSTE_3171,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,RF35010601,PRC3101,PRC3103,PRC4300,PRC4302,PRC4301,PRC3200,PRC3202,PRC3201,PRC3203,PRC4400,POSTE_3163,PRC4402,PRC4401,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,POSTE_9615,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC4500,PRC4502,RF01010601,PRC4501,PRC0200,PRC3900,PRC4000,PRC4001,PRC4200,PRC4202,PRC4201,IND0201,IND0401,RF31010601,RF01010103
2022,2021,04025,Marsoui,VL,272,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,13904806.410000,,125028.000000,,4538.000000,,71389.000000,,243212.000000,,833986.000000,,,333854.000000,,,333854.000000,85590.000000,4250267.000000,333854.000000,167881.000000,,738438.000000,,,,,,,0.059700,,2552.000000,,,,,4007.000000,,,1086.000000,,,,1521.000000,314934.000000,,,0.448200,0.270300,0.177900,0.101600,0.346100,0.104100,0.238900,0.488100,,0.006000,0.024000,,,1027.000000,,,,1613.000000,,702687.000000,,0.121400,0.078500,2.360900,,1345.000000,,,220.000000,362.000000,,189906.000000
2022,2021,04030,La Martre,M,210,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,15361605.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2022,2021,04037,Sainte-Anne-des-Monts,V,6309,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,450896957.770000,,2270662.000000,,173607.000000,,908793.000000,,1759568.000000,,11549739.000000,,,6695526.000000,,,6695526.000000,401067.000000,51706687.000000,6570158.000000,3278571.000000,,12932998.000000,,,,,,,0.025200,,2785.000000,,,,,2974.000000,,,2012.000000,,,,2039.000000,7799129.000000,,,0.664600,0.471100,0.193500,0.077400,0.149900,0.108100,0.279400,0.540500,,0.098500,0.014800,,,1639.000000,,,,1750.000000,,11735947.000000,,0.040500,0.127100,1.742100,,1696.000000,,,169.000000,179.000000,,5528467.000000
2022,2021,04047,Cap-Chat,V,2341,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,163352539.680000,,687612.000000,,9795.000000,,233341.000000,,898478.000000,,4858130.000000,,,1485002.000000,,,1485002.000000,135883.000000,12347942.000000,946025.000000,763711.000000,,4477274.000000,,,,,,,0.029700,,2214.000000,,,,,2947.000000,,,1371.000000,,,,1697.000000,2791182.000000,,,0.628400,0.473600,0.154800,0.052500,0.202300,0.116700,0.172000,0.478400,,0.069900,0.009100,,,678.000000,,,,903.000000,,4441432.000000,,0.031400,0.076600,1.793100,,1512.000000,,,174.000000,211.000000,,2103570.000000
2022,2021,05010,Shigawake,M,271,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,18803639.700000,,57066.000000,,,,3845.000000,,226265.000000,,628618.000000,,,,,,,1082.000000,885406.000000,,70230.000000,,484174.000000,,,,,,,0.033400,,1323.000000,,,,,3344.000000,,,497.000000,,,,1189.000000,223526.000000,,,0.461700,0.343800,0.117900,0.007900,0.467300,0.063100,0.145100,0.630600,,0.004900,,,,,,,,,,484174.000000,,0.001800,,1.173100,,949.000000,,,110.000000,202.000000,,166460.000000
2022,2021,05015,Saint-Godefroi,CT,334,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,24159800.000000,,50583.000000,,,,2909.000000,,191343.000000,,594670.000000,,,45326.000000,,,45326.000000,1924.000000,912871.000000,,283744.000000,,548771.000000,,,,,,,0.024600,,1386.000000,,,,,2478.000000,,,691.000000,,,,1137.000000,272852.000000,,,0.497200,0.405000,0.092200,0.005300,0.348700,0.148800,0.517100,0.409100,,0.033900,0.001900,,,106.000000,,,,189.000000,,548771.000000,,0.003500,,1.122100,,1068.000000,,,105.000000,149.000000,,222269.000000
2022,2021,05020,Hope Town,M,389,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,27462598.310000,,45308.000000,,,,96.000000,,133106.000000,,516220.000000,,,,,,,606.000000,1597405.000000,,170025.000000,,573855.000000,,,,,,,0.018800,,958.000000,,,,,2379.000000,,,586.000000,,,,1387.000000,301056.000000,,,0.627600,0.533100,0.094400,0.000200,0.277500,0.094800,0.354400,0.551500,,0.014400,,,,,,,,,,479725.000000,,0.001400,,1.083200,,1176.000000,,,101.000000,114.000000,,255748.000000
2022,2021,05025,Hope,CT,589,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,41124216.000000,,99930.000000,,,,1407.000000,,399416.000000,,1161653.000000,,,698411.000000,,,698411.000000,82316.000000,2532143.000000,549881.000000,312915.000000,,1210500.000000,,,,,,,0.028200,,1691.000000,,,,,3478.000000,,,768.000000,,,,1469.000000,490769.000000,,,0.405400,0.322900,0.082600,0.001200,0.330000,0.263500,0.258500,0.527000,,0.035700,0.017000,,,1017.000000,,,,2091.000000,,1210500.000000,,0.074700,0.217200,1.182000,,1321.000000,,,110.000000,171.000000,,390839.000000
2022,2021,05032,Paspébiac,V,3120,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,243419936.885000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2022,2021,05040,New Carlisle,M,1404,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,110303229.680000,,339439.000000,,10211.000000,,349511.000000,,375552.000000,,2262684.000000,,,3418217.000000,,,3418217.000000,93373.000000,13624816.000000,1532900.000000,716628.000000,,3807771.000000,,,,,,,0.020400,,1596.000000,,,,,2802.000000,,,998.000000,,,,1641.000000,1319457.000000,,,0.580400,0.431100,0.149300,0.153700,0.165200,0.100600,0.315200,0.621900,,0.086700,0.031000,,,2423.000000,,,,4252.000000,,2273285.000000,,0.046600,0.112500,1.490000,,1631.000000,,,139.000000,124.000000,,980018.000000
2022,2021,05045,Bonaventure,V,2710,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,271145262.960000,,658105.000000,,32018.000000,,272684.000000,,689153.000000,,6899216.000000,,,14105889.000000,,,14105889.000000,2554508.000000,42303251.000000,16018050.000000,734261.000000,,6194133.000000,,,,,,,0.025300,,2763.000000,,,,,3902.000000,,,1570.000000,,,,2090.000000,3677836.000000,,,0.618900,0.508200,0.110700,0.045900,0.116000,0.219200,0.123600,0.601400,,0.032200,0.052000,,,5676.000000,,,,8015.000000,,5942566.000000,,0.346900,0.378600,1.342100,,1755.000000,,,130.000000,179.000000,,3019731.000000
2022,2021,05050,Saint-Elzéar,M,449,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,31934326.680000,,90372.000000,,30194.000000,,35093.000000,,307670.000000,,1264856.000000,,,693433.000000,,,693433.000000,196632.000000,8448725.000000,3257060.000000,26909.000000,,1230486.000000,,,,,,,0.038700,,1701.000000,,,,,3642.000000,,,949.000000,,,,1831.000000,620671.000000,,,0.501700,0.428600,0.073000,0.028400,0.248700,0.221300,0.021800,0.666400,,0.006900,0.021700,,,955.000000,,,,2046.000000,,1237161.000000,,0.166500,0.385500,1.923200,,1478.000000,,,180.000000,235.000000,,530299.000000
2022,2021,05055,Saint-Siméon,P,1196,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,92590797.600000,,313977.000000,,,,12702.000000,,345626.000000,,1770891.000000,,,1679632.000000,,,1679632.000000,138839.000000,7771583.000000,1492258.000000,487116.000000,,1867300.000000,,,,,,,0.019100,,1650.000000,,,,,2423.000000,,,1268.000000,,,,1755.000000,1282852.000000,,,0.687000,0.518900,0.168100,0.006800,0.185100,0.121100,0.260900,0.488600,,0.043900,0.018100,,,1565.000000,,,,2298.000000,,1867300.000000,,0.088900,0.192000,1.347800,,1674.000000,,,126.000000,116.000000,,968875.000000
2022,2021,05060,Caplan,M,2015,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,169484653.800000,,550845.000000,,,,48730.000000,,589803.000000,,3526908.000000,,,2123498.000000,,,2123498.000000,1779525.000000,30428957.000000,8443529.000000,2255912.000000,,6217750.000000,,,,,,,0.020800,,2333.000000,,,,,2956.000000,,,1512.000000,,,,1823.000000,2174585.000000,,,0.582100,0.434700,0.147500,0.013000,0.157900,0.246900,0.603900,0.660000,,0.079200,0.012500,,,1404.000000,,,,1780.000000,,3735563.000000,,0.393600,0.277500,1.253400,,1663.000000,,,122.000000,148.000000,,1623740.000000
2022,2021,05065,Saint-Alphonse,M,702,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,45180603.690000,,163894.000000,,2093837.000000,,14188.000000,,331006.000000,,3663169.000000,,,856280.000000,,,856280.000000,1081195.000000,18764477.000000,5724466.000000,2786826.000000,,4193886.000000,,,,,,,0.034700,,2098.000000,,,,,3591.000000,,,905.000000,,,,1460.000000,638006.000000,,,0.153400,0.114000,0.039400,0.003400,0.079600,0.763600,0.669900,0.629100,,0.014000,0.019000,,,1145.000000,,,,1959.000000,,4159886.000000,,0.565600,0.305100,1.426500,,1312.000000,,,133.000000,210.000000,,474112.000000
2022,2021,05070,New Richmond,V,3767,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,325398268.000000,,668881.000000,,59829.000000,,135794.000000,,1405157.000000,,11021461.000000,,,24195086.000000,,,24195086.000000,3395904.000000,64271667.000000,22332502.000000,328812.000000,,10556068.000000,,,,,,,0.033700,,3925.000000,,,,,4927.000000,,,2210.000000,,,,2556.000000,5686394.000000,,,0.551800,0.486900,0.064900,0.013200,0.136400,0.298700,0.031900,0.570900,,0.052400,0.074400,,,8663.000000,,,,10874.000000,,10305364.000000,,0.308200,0.347500,1.563000,,1959.000000,,,152.000000,239.000000,,5017513.000000
2022,2021,05077,Cascapédia--Saint-Jules,M,746,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,63248743.500000,,82799.000000,,,,7080.000000,,432964.000000,,1084495.000000,,,138491.000000,,,138491.000000,10644.000000,1586942.000000,97600.000000,223441.000000,,1051946.000000,,,,,,,0.017100,,1110.000000,,,,,2241.000000,,,471.000000,,,,908.000000,439691.000000,,,0.418000,0.339300,0.078700,0.006700,0.411600,0.163700,0.212400,0.458000,,0.024600,0.002200,,,142.000000,,,,286.000000,,1051946.000000,,0.010400,0.061500,0.674100,,818.000000,,,63.000000,104.000000,,356892.000000
2022,2021,06005,Maria,M,2653,2 000 @ 9 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,273773713.200000,,876769.000000,,,,495588.000000,,638461.000000,,5017747.000000,,,6193183.000000,,,6193183.000000,1088054.000000,30047826.000000,7287956.000000,913552.000000,,5586201.000000,,,,,,,0.018300,,2828.000000,,,,,3492.000000,,,1917.000000,,,,2232.000000,3206881.000000,,,0.686100,0.498500,0.187600,0.106000,0.136600,0.071300,0.195400,0.487700,,0.033000,0.022600,,,3491.000000,,,,4310.000000,,4674175.000000,,0.245200,0.242500,1.275600,,2034.000000,,,124.000000,130.000000,,2330112.000000
2022,2021,06013,Carleton-sur-Mer,V,4043,2 000 @ 9 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,413254537.740000,,1829107.000000,,55681.000000,,312699.000000,,666807.000000,,10036971.000000,,,13217938.000000,,,13217938.000000,2170200.000000,35655959.000000,14362492.000000,756885.000000,,10569132.000000,,,,,,,0.024200,,3033.000000,,,,,3829.000000,,,1973.000000,,,,2244.000000,5851051.000000,,,0.573900,0.394500,0.179400,0.030700,0.065400,0.330000,0.074200,0.499300,,0.015500,0.032000,,,4016.000000,,,,5070.000000,,10194797.000000,,0.220900,0.402800,1.373200,,1968.000000,,,133.000000,172.000000,,4021944.000000
