cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010103,POSTE_9600,RF01010104,POSTE_224b,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_1508,POSTE_8978,POSTE_8958,POSTE_8938,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,PRC3101,PRC3103,PRC3200,PRC3202,PRC3201,PRC3203,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC0200,PRC3900,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
54035,2016,2015,401342122.5,0,3053215,0,2482777,0,3053215,0,1542520,0,940257,0,2783,0,13227,0,176364,0,3235595,0,3150578,0,0,0,0,942556,13199694,3345100,472794,0,0,0,0,0,0,0,0.0081,0,2530,0,0,0,1970,0,0,0,0.8132,0.5052,0.308,0.0043,0.0578,0.1247,0.1549,0.6526,0.0379,0.0079,0,0,2465,0,0,0,0.2698,0.2534,La Presentation,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2541
54048,2016,2015,5968739825.2,0,100621064,0,68432579,0,93369266,0,48994194,0,19408590,0,2537604,0,6635945,0,3318923,0,86872907,0,56067038,0,0,0,0,8525091,414018298,59846236,6580424,0,0,0,0,0,0,0,0.0141,0,4763,0,0,0,3956,0,0,0,0.7326,0.5247,0.2079,0.0711,0.0355,0.1608,0.0705,0.5977,0.0597,0.0094,0,0,3167,0,0,0,0.1165,0.1445,Saint-Hyacinthe,25 000 @ 99 999,V,AR540,Les Maskoutains,16,Monteregie,54627
54060,2016,2015,320650801.2,0,3423953,0,2521834,0,3103843,0,1754926,0,766908,0,22926,0,14177,0,290394,0,3092455,0,1345519,0,0,0,0,388908,13198550,1834290,868839,0,0,0,0,0,0,0,0.0096,0,2372,0,0,0,2057,0,0,0,0.8125,0.5654,0.2471,0.0046,0.0936,0.0894,0.2799,0.5612,0.0431,0.0042,0,0,1040,0,0,0,0.1383,0.139,Saint-Dominique,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2458
54065,2016,2015,242863251.7,0,3489732,0,2149949,0,2577907,0,1885702,0,264247,0,16141,0,13006,0,153564,0,2409733,0,3509514,0,0,0,0,704604,15784671,3157900,1292989,0,0,0,0,0,0,0,0.0099,0,2254,0,0,0,2067,0,0,0,0.834,0.7315,0.1025,0.005,0.0596,0.1014,0.5016,0.7259,0.0537,0.0145,0,0,3305,0,0,0,0.2797,0.2001,Saint-Valerien-de-Milton,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1880
54072,2016,2015,319183664.63,0,3113781,0,2413519,0,3113781,0,1450452,0,963067,0,461,0,15296,0,171628,0,2886048,0,746609,0,0,0,0,171221,10313216,1203823,1231894,0,0,0,0,0,0,0,0.009,0,2221,0,0,0,1889,0,0,0,0.7751,0.4658,0.3093,0.0049,0.0551,0.1649,0.3956,0.5101,0.0745,0.0023,0,0,575,0,0,0,0.0665,0.1167,Saint-Liboire,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,3057
54090,2016,2015,192572357.48,0,2779027,0,1659288,0,2046464,0,1304127,0,355161,0,19957,0,6284,0,87667,0,2003878,0,2344486,0,0,0,0,321012,11246509,2382734,1224984,0,0,0,0,0,0,0,0.0103,0,2871,0,0,0,2444,0,0,0,0.8108,0.6373,0.1735,0.0031,0.0428,0.1433,0.5986,0.5959,0.1353,0.0122,0,0,3393,0,0,0,0.1853,0.2119,Saint-Simon,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1318
54095,2016,2015,229841266.91,0,2680904,0,2067108,0,2574285,0,1565390,0,501718,0,7987,0,10073,0,326540,0,2609692,0,3334485,0,0,0,0,330565,16332580,3798400,991244,0,0,0,0,0,0,0,0.0113,0,2795,0,0,0,2282,0,0,0,0.803,0.6081,0.1949,0.0039,0.1268,0.0663,0.3851,0.7496,0.0131,0.0145,0,0,3582,0,0,0,0.1358,0.2326,Sainte-Helene-de-Bagot,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1736
54100,2016,2015,185105653.54,0,2451396,0,1937120,0,2393658,0,1519236,0,417884,0,20744,0,13826,0,241457,0,2397059,0,1615531,0,0,0,0,292256,9854055,1653477,477368,0,0,0,0,0,0,0,0.0128,0,2873,0,0,0,2418,0,0,0,0.8093,0.6347,0.1746,0.0058,0.1009,0.0841,0.1994,0.633,0.0383,0.0087,0,0,1953,0,0,0,0.1361,0.1678,Saint-Hugues,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1233
54105,2016,2015,154744397.86,0,4575489,0,1142865,0,1408171,0,962303,0,180562,0,94945,0,4123,0,32516,0,1533215,0,2133530,0,0,0,0,113173,13234511,2776688,614219,0,0,0,0,0,0,0,0.0093,0,2777,0,0,0,2263,0,0,0,0.8116,0.6834,0.1282,0.0029,0.0231,0.1624,0.4362,0.7708,0.4392,0.0138,0,0,4119,0,0,0,0.09,0.2098,Saint-Barnabe-Sud,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,896
54110,2016,2015,158653126.45,0,3297521,0,1164400,0,3297521,0,832163,0,332237,0,111895,0,17410,0,1627011,0,3536050,0,1137218,0,0,0,0,660398,9584032,1304004,1029568,0,0,0,0,0,0,0,0.0216,0,3826,0,0,0,1343,0,0,0,0.3531,0.2524,0.1008,0.0053,0.4934,0.1482,0.3122,0.5378,0.0299,0.0072,0,0,1271,0,0,0,0.1834,0.1361,Saint-Jude,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1279
54115,2016,2015,119243566.36,0,1574038,0,753139,0,1008628,0,567885,0,185254,0,91152,0,2319,0,113320,0,1166313,0,1619027,0,0,0,0,181965,9375324,1895764,408286,0,0,0,0,0,0,0,0.009,0,2190,0,0,0,1553,0,0,0,0.7467,0.563,0.1837,0.0023,0.1124,0.1387,0.4048,0.6905,0.0745,0.0136,0,0,3297,0,0,0,0.1736,0.2022,Saint-Bernard-de-Michaudville,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,534
54120,2016,2015,103363366.3,0,1524713,0,1098481,0,1511286,0,698341,0,400140,0,91498,0,9101,0,220650,0,1546623,0,1939693,0,0,0,0,451613,9809870,2470853,475801,0,0,0,0,0,0,0,0.0141,0,2575,0,0,0,1986,0,0,0,0.7269,0.4621,0.2648,0.006,0.146,0.1211,0.3148,0.6829,0.0053,0.0188,0,0,3433,0,0,0,0.3208,0.2519,Saint-Louis,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,782
54125,2016,2015,104556886.8,0,1250568,0,779653,0,1069367,0,662879,0,116774,0,26817,0,5095,0,195444,0,1143072,0,1556066,0,0,0,0,85879,6598926,2416831,419712,0,0,0,0,0,0,0,0.0107,0,2578,0,0,0,1852,0,0,0,0.7291,0.6199,0.1092,0.0048,0.1828,0.0834,0.3925,0.7262,0.0357,0.0149,0,0,3594,0,0,0,0.0977,0.3662,Saint-Marcel-de-Richelieu,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,538
55008,2016,2015,402371966.67,0,4599450,0,3815805,0,4214181,0,2473839,0,1151981,0,22307,0,39060,0,77263,0,4341766,0,7374746,0,0,0,0,703850,22082924,6706941,1239517,0,0,0,0,0,0,0,0.0107,0,3295,0,0,0,2988,0,0,0,0.8604,0.587,0.2734,0.0093,0.0183,0.112,0.2941,0.685,0.1034,0.0183,0,0,5625,0,0,0,0.1706,0.3037,Ange-Gardien,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2548
55015,2016,2015,373471023.7,0,3584264,0,3068855,0,3477091,0,2721036,0,347819,0,11719,0,13553,0,49053,0,3513340,0,677156,0,0,0,0,90840,7225563,831414,330163,0,0,0,0,0,0,0,0.0094,0,2117,0,0,0,1913,0,0,0,0.8826,0.7826,0.1,0.0039,0.0141,0.0994,0.095,0.4576,0.03,0.0018,0,0,409,0,0,0,0.0301,0.1151,Saint-Paul-d'Abbotsford,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2776
55023,2016,2015,635211227.7,0,11139282,0,7108869,0,10756470,0,5294635,0,1814234,0,25985,0,139206,0,49320,0,11759617,0,6495646,0,0,0,0,1306011,39637207,5327131,4395762,0,0,0,0,0,0,0,0.0185,0,4823,0,0,0,3005,0,0,0,0.6609,0.4922,0.1687,0.0129,0.0046,0.3216,0.4087,0.6508,0.0389,0.0102,0,0,2670,0,0,0,0.1138,0.1344,Saint-Cesaire,2 000 @ 9 999,V,AR550,Rouville,16,Monteregie,5861
55030,2016,2015,213076422.91,0,1918109,0,1659040,0,1890185,0,1280694,0,378346,0,12197,0,15691,0,32416,0,1900876,0,208512,0,0,0,0,61760,5634859,206500,874452,0,0,0,0,0,0,0,0.0089,0,2139,0,0,0,1975,0,0,0,0.8777,0.6775,0.2002,0.0083,0.0171,0.0968,0.4626,0.5013,0.0419,0.001,0,0,236,0,0,0,0.0374,0.0366,Sainte-Angele-de-Monnoir,1 @ 1 999,M,AR550,Rouville,16,Monteregie,1902
55037,2016,2015,332388897.6,0,3619176,0,2821862,0,3499108,0,1770826,0,1051036,0,4855,0,9993,0,11776,0,4309376,0,412655,0,0,0,0,58012,23051728,642920,1567498,0,0,0,0,0,0,0,0.013,0,2806,0,0,0,1903,0,0,0,0.8065,0.5061,0.3004,0.0029,0.0034,0.1873,0.448,0.5575,0.0056,0.0012,0,0,269,0,0,0,0.0173,0.0279,Rougemont,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2817
55048,2016,2015,1060851615.4,0,15248393,0,12436411,0,14788711,0,9042229,0,3394182,0,93191,0,459247,0,204547,0,16117634,0,21289950,0,0,0,0,4786510,64494861,24899062,3582811,0,0,0,0,0,0,0,0.0151,0,3808,0,0,0,3093,0,0,0,0.8409,0.6114,0.2295,0.0311,0.0138,0.1142,0.2423,0.6265,0.0232,0.0201,0,0,5059,0,0,0,0.274,0.3861,Marieville,10 000 @ 24 999,V,AR550,Rouville,16,Monteregie,10799
55057,2016,2015,609885780.82,0,9621798,0,6219695,0,7700016,0,4206579,0,1623476,0,460683,0,80877,0,426683,0,7458696,0,6566417,0,0,0,0,1061012,32282381,9402506,4274088,0,0,0,0,0,0,0,0.0115,0,3141,0,0,0,3041,0,0,0,0.7571,0.5463,0.2108,0.0105,0.0554,0.1769,0.5551,0.6587,0.0404,0.0108,0,0,2947,0,0,0,0.1549,0.2913,Richelieu,2 000 @ 9 999,V,AR550,Rouville,16,Monteregie,5469
55065,2016,2015,538276530.78,0,6244131,0,4938205,0,5834609,0,3652901,0,1285304,0,40106,0,23005,0,52664,0,5849876,0,1982877,0,0,0,0,574793,17719576,2820560,925278,0,0,0,0,0,0,0,0.0108,0,2757,0,0,0,2503,0,0,0,0.8464,0.6261,0.2203,0.0039,0.009,0.1407,0.1586,0.4925,0.0824,0.0037,0,0,941,0,0,0,0.1062,0.1592,Saint-Mathias-sur-Richelieu,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,4676
56005,2016,2015,247303683,0,5097290,0,2782008,0,3232518,0,2021574,0,760434,0,50588,0,1239,0,115847,0,3127046,0,6681771,0,0,0,0,858661,27054645,7771697,1063168,0,0,0,0,0,0,0,0.0124,0,2016,0,0,0,1891,0,0,0,0.8606,0.6254,0.2352,0.0004,0.0358,0.1031,0.3289,0.71,0.1218,0.027,0,0,4379,0,0,0,0.2828,0.2873,Venise-en-Quebec,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1636
56010,2016,2015,197328501.64,0,2104482,0,1791746,0,2087763,0,1212710,0,579036,0,29935,0,12627,0,153845,0,2046149,0,879125,0,0,0,0,344123,8723907,1177619,597688,0,0,0,0,0,0,0,0.0102,0,1789,0,0,0,1639,0,0,0,0.8582,0.5809,0.2773,0.006,0.0737,0.062,0.2863,0.5875,0.0046,0.0045,0,0,780,0,0,0,0.1767,0.135,Saint-Georges-de-Clarenceville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1061
56015,2016,2015,184915694,0,2556003,0,1855195,0,2529783,0,1414600,0,440595,0,0,0,3623,0,552071,0,1925551,0,2298598,0,0,0,0,560686,8987557,4366500,822580,0,0,0,0,0,0,0,0.0104,0,1630,0,0,0,1602,0,0,0,0.7333,0.5592,0.1742,0.0014,0.2182,0.047,0.3252,0.7949,0.1135,0.0124,0,0,1946,0,0,0,0.2713,0.4858,Noyan,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1310
56023,2016,2015,307138863.85,0,3814202,0,3082790,0,3814202,0,2197539,0,885251,0,1103,0,34371,0,219279,0,3503018,0,2909122,0,0,0,0,396784,13234706,3369319,454947,0,0,0,0,0,0,0,0.0114,0,2298,0,0,0,2091,0,0,0,0.8082,0.5761,0.2321,0.009,0.0575,0.1253,0.1193,0.626,0.0081,0.0095,0,0,1909,0,0,0,0.1216,0.2546,Lacolle,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,2718
56030,2016,2015,112152600,0,1387191,0,1038880,0,1370298,0,933879,0,105001,0,3334,0,0,0,200441,0,1164165,0,1097352,0,0,0,0,209187,4519955,1557688,553198,0,0,0,0,0,0,0,0.0104,0,4700,0,0,0,4258,0,0,0,0.7581,0.6815,0.0766,0,0.1463,0.0956,0.4037,0.6472,0.0297,0.0098,0,0,4443,0,0,0,0.1878,0.3446,Saint-Valentin,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,461
56035,2016,2015,278117246,0,3672486,0,2642225,0,3626014,0,1766855,0,875370,0,311541,0,51104,0,554848,0,3257495,0,4747387,0,0,0,0,1499717,18232060,6529141,1146387,0,0,0,0,0,0,0,0.0106,0,2130,0,0,0,1933,0,0,0,0.7287,0.4873,0.2414,0.0141,0.153,0.1042,0.3162,0.7452,0.0117,0.0171,0,0,3433,0,0,0,0.4154,0.3581,Saint-Paul-de-l'Ile-aux-Noix,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1901
56042,2016,2015,205928730.14,0,2083472,0,1759939,0,2068784,0,1275747,0,484192,0,47067,0,11218,0,-98119,0,2223163,0,861539,0,0,0,0,460168,9902676,1883247,856195,0,0,0,0,0,0,0,0.0106,0,2399,0,0,0,2000,0,0,0,0.8507,0.6167,0.234,0.0054,-0.0474,0.1913,0.4139,0.5446,0.015,0.0042,0,0,950,0,0,0,0.2038,0.1902,Henryville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1445
56050,2016,2015,145985637.2,0,1113997,0,853148,0,1113997,0,706538,0,146610,0,1782,0,3104,0,16920,0,1217630,0,252134,0,0,0,0,43336,2629578,246185,512766,0,0,0,0,0,0,0,0.0083,0,3032,0,0,0,2210,0,0,0,0.7658,0.6342,0.1316,0.0028,0.0152,0.2162,0.4603,0.4624,0.0086,0.0017,0,0,629,0,0,0,0.0387,0.0936,Saint-Sebastien,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,759
56055,2016,2015,302037140.92,0,2485266,0,2073062,0,2485266,0,1567100,0,505962,0,7565,0,12852,0,63445,0,2715566,0,1948567,0,0,0,0,195298,8898850,1968400,970146,0,0,0,0,0,0,0,0.009,0,2475,0,0,0,1927,0,0,0,0.8341,0.6306,0.2036,0.0052,0.0255,0.1352,0.3904,0.5269,0.0094,0.0065,0,0,1781,0,0,0,0.0827,0.2212,Saint-Alexandre,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,2560
56060,2016,2015,254294265.2,0,2669704,0,2397773,0,2627967,0,1559356,0,799131,0,0,0,20489,0,99453,0,2509352,0,3809960,0,0,0,0,1004383,14765710,4974000,1152503,0,0,0,0,0,0,0,0.0099,0,2184,0,0,0,2131,0,0,0,0.8975,0.5934,0.3041,0.0078,0.0378,0.0569,0.4386,0.7185,0.0101,0.015,0,0,3316,0,0,0,0.3591,0.3369,Sainte-Anne-de-Sabrevois,2 000 @ 9 999,P,AR560,Le Haut-Richelieu,16,Monteregie,2110
56065,2016,2015,316757785.8,0,2400074,0,1755559,0,2260751,0,1346264,0,409295,0,13184,0,15252,0,140205,0,2427377,0,2480604,0,0,0,0,170355,8479173,1298529,540050,0,0,0,0,0,0,0,0.0076,0,1958,0,0,0,1473,0,0,0,0.7765,0.5955,0.181,0.0067,0.062,0.1547,0.2389,0.6009,0.124,0.0078,0,0,2012,0,0,0,0.0839,0.1531,Saint-Blaise-sur-Richelieu,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1878
56083,2016,2015,10336572865,0,165351041,0,117289051,0,160977441,0,93573792,0,23026435,0,334200,0,7080344,0,8048824,0,159859500,0,159144305,0,0,0,0,24976173,551488183,164047057,21388098,0,0,0,0,0,0,0,0.0154,0,4489,0,0,0,3559,0,0,0,0.7243,0.5813,0.143,0.044,0.05,0.1817,0.1329,0.6261,0.0399,0.0154,0,0,4478,0,0,0,0.1624,0.2975,Saint-Jean-sur-Richelieu,25 000 @ 99 999,V,AR560,Le Haut-Richelieu,16,Monteregie,94860
56097,2016,2015,438820221.4,0,3035364,0,2525494,0,2984630,0,2008259,0,475219,0,81660,0,8838,0,58953,0,2859573,0,1098243,0,0,0,0,695057,8766506,1093744,596534,0,0,0,0,0,0,0,0.0063,0,1955,0,0,0,1801,0,0,0,0.8321,0.6729,0.1592,0.003,0.0198,0.1452,0.1999,0.7017,0.0311,0.0025,0,0,773,0,0,0,0.2223,0.1248,Mont-Saint-Gregoire,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,3140
56105,2016,2015,225105289.64,0,2019730,0,1547842,0,1975148,0,1125936,0,421906,0,36452,0,13629,0,121042,0,1895101,0,1894250,0,0,0,0,327843,9244729,1941485,907307,0,0,0,0,0,0,0,0.0083,0,2603,0,0,0,2237,0,0,0,0.7837,0.5701,0.2136,0.0069,0.0613,0.1482,0.4594,0.6976,0.0065,0.0084,0,0,2653,0,0,0,0.1811,0.21,Sainte-Brigide-d'Iberville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1394
57005,2016,2015,3293470993.4,0,50659247,0,32828843,0,49583895,0,26713808,0,6115035,0,5484202,0,802345,0,3763525,0,43774623,0,60047792,0,0,0,0,7825751,184655985,56009222,18206300,0,0,0,0,0,0,0,0.0116,0,3143,0,0,0,2971,0,0,0,0.6621,0.5388,0.1233,0.0162,0.0759,0.2458,0.3672,0.6179,0.0256,0.0182,0,0,4928,0,0,0,0.2067,0.3033,Chambly,25 000 @ 99 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,27985
57010,2016,2015,1424761606.2,0,16767280,0,12009326,0,15317235,0,8246987,0,3762339,0,159979,0,186838,0,624069,0,14833836,0,25539944,0,0,0,0,3985491,80492147,29637814,3559541,0,0,0,0,0,0,0,0.0103,0,2568,0,0,0,2363,0,0,0,0.784,0.5384,0.2456,0.0122,0.0407,0.163,0.2324,0.7587,0.0265,0.0179,0,0,4469,0,0,0,0.258,0.3682,Carignan,2 000 @ 9 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,8649
57020,2016,2015,1895562370.3,0,27366606,0,19049798,0,25983031,0,14413042,0,4636756,0,2106560,0,169373,0,1561913,0,26295166,0,36039602,0,0,0,0,5531785,97582578,37374827,4587731,0,0,0,0,0,0,0,0.0128,0,2532,0,0,0,2666,0,0,0,0.7332,0.5547,0.1785,0.0065,0.0601,0.2002,0.1766,0.5871,0.0484,0.019,0,0,3773,0,0,0,0.2278,0.383,Saint-Basile-le-Grand,10 000 @ 24 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,17032
57025,2016,2015,581614427.37,0,9511679,0,5744011,0,9156601,0,4054108,0,1689903,0,1009752,0,176764,0,547677,0,8691592,0,9146144,0,0,0,0,1364114,39463766,13882243,2787933,0,0,0,0,0,0,0,0.0132,0,3995,0,0,0,3103,0,0,0,0.6273,0.4428,0.1846,0.0193,0.0598,0.2936,0.3045,0.5954,0.0262,0.0157,0,0,4756,0,0,0,0.1935,0.3518,McMasterville,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,5657
57030,2016,2015,880053972.77,0,14602263,0,10000884,0,13668456,0,7714199,0,2109405,0,1449962,0,91474,0,804467,0,12684238,0,12235942,0,0,0,0,1431114,45597398,12077253,4841018,0,0,0,0,0,0,0,0.0128,0,3395,0,0,0,3070,0,0,0,0.7187,0.5644,0.1543,0.0067,0.0589,0.2157,0.3542,0.6004,0.0906,0.0139,0,0,3698,0,0,0,0.1339,0.2649,Otterburn Park,2 000 @ 9 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,8485
57033,2016,2015,392977812.1,0,5281647,0,4120465,0,4812138,0,2650055,0,1470410,0,43177,0,33789,0,190692,0,5358255,0,5516847,0,0,0,0,501003,16690615,5853588,565754,0,0,0,0,0,0,0,0.0135,0,2594,0,0,0,2045,0,0,0,0.8563,0.5507,0.3056,0.007,0.0396,0.0971,0.1176,0.5568,0.0508,0.014,0,0,2692,0,0,0,0.1031,0.3507,Saint-Jean-Baptiste,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,3232
57035,2016,2015,2814808979.6,0,39452735,0,26213218,0,36919957,0,20617310,0,5570122,0,2714644,0,357132,0,2903498,0,35767257,0,54300150,0,0,0,0,6897726,164114039,56383335,10511287,0,0,0,0,0,0,0,0.0117,0,4014,0,0,0,3427,0,0,0,0.7093,0.5584,0.1509,0.0097,0.0786,0.2024,0.2847,0.6796,0.0506,0.0193,0,0,6595,0,0,0,0.2135,0.3436,Mont-Saint-Hilaire,10 000 @ 24 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,18877
57040,2016,2015,2597745680.6,0,51494853,0,32941690,0,43584618,0,24171241,0,8770449,0,2600022,0,635380,0,1878308,0,40631310,0,55979927,0,0,0,0,8038417,172254952,56820200,8895129,0,0,0,0,0,0,0,0.0146,0,4425,0,0,0,4063,0,0,0,0.7558,0.5546,0.2012,0.0146,0.0431,0.1865,0.2041,0.6705,0.0623,0.0215,0,0,6514,0,0,0,0.2137,0.3299,Beloeil,10 000 @ 24 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,21921
57045,2016,2015,503532598,0,6036929,0,4781496,0,5818688,0,3348990,0,1432506,0,269724,0,195,0,194055,0,5209374,0,17002603,0,0,0,0,2114723,48943960,18286454,1760081,0,0,0,0,0,0,0,0.0098,0,3349,0,0,0,3311,0,0,0,0.8217,0.5756,0.2462,0,0.0334,0.1449,0.3025,0.7898,0.0183,0.0338,0,0,11527,0,0,0,0.3775,0.3736,Saint-Mathieu-de-Beloeil,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,2681
57050,2016,2015,338147740.03,0,3830852,0,2881196,0,3588205,0,2276377,0,604819,0,225935,0,15649,0,172107,0,3543995,0,6706242,0,0,0,0,1360711,30660378,11018462,714643,0,0,0,0,0,0,0,0.0098,0,2890,0,0,0,2593,0,0,0,0.803,0.6344,0.1686,0.0044,0.048,0.1447,0.1992,0.7557,0.0263,0.0198,0,0,5842,0,0,0,0.389,0.3594,Saint-Marc-sur-Richelieu,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,2164
57057,2016,2015,308028040.7,0,3328395,0,2225068,0,3192745,0,1604224,0,620844,0,185822,0,6873,0,211392,0,3193325,0,3282625,0,0,0,0,1190072,28059898,8012087,1288156,0,0,0,0,0,0,0,0.0098,0,2749,0,0,0,2081,0,0,0,0.6969,0.5025,0.1945,0.0022,0.0662,0.2347,0.4035,0.7475,0.0467,0.0107,0,0,3001,0,0,0,0.3752,0.2855,Saint-Charles-sur-Richelieu,1 @ 1 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,1643
57068,2016,2015,375227979.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint-Denis-sur-Richelieu,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,2311
57075,2016,2015,265814809.06,0,3014791,0,2146580,0,2870483,0,1680672,0,465908,0,214280,0,6918,0,280421,0,2904946,0,3030099,0,0,0,0,733328,16985917,4706751,704327,0,0,0,0,0,0,0,0.0101,0,2691,0,0,0,2190,0,0,0,0.7478,0.5855,0.1623,0.0024,0.0977,0.1521,0.2454,0.6659,0.0271,0.0114,0,0,3030,0,0,0,0.2744,0.2771,Saint-Antoine-sur-Richelieu,1 @ 1 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,1690
58007,2016,2015,11785286309,0,184325656,0,137433282,0,161889621,0,111832152,0,25601130,0,765064,0,812080,0,3435870,0,154187965,0,232543207,0,0,0,0,19449024,586550115,164641100,33852840,0,0,0,0,0,0,0,0.013,0,5099,0,0,0,4626,0,0,0,0.8489,0.6908,0.1581,0.005,0.0212,0.1248,0.2091,0.7008,0.0642,0.0197,0,0,7729,0,0,0,0.13,0.2807,Brossard,25 000 @ 99 999,V,AR581,Hors MRC - Longueuil,16,Monteregie,84813
58012,2016,2015,3598597034.7,0,54329784,0,42015617,0,50591056,0,41612134,0,403483,0,554018,0,1220732,0,1398291,0,47965783,0,74670327,0,0,0,0,9532310,155792908,73903915,2434028,0,0,0,0,0,0,0,0.0132,0,6291,0,0,0,5675,0,0,0,0.8305,0.8225,0.008,0.0241,0.0276,0.1177,0.0481,0.7494,0.0618,0.0207,0,0,9907,0,0,0,0.1916,0.4744,Saint-Lambert,10 000 @ 24 999,V,AR581,Hors MRC - Longueuil,16,Monteregie,21894
58033,2016,2015,7730735588.8,0,111475828,0,98225116,0,108641315,0,83901327,0,14323789,0,709,0,1385724,0,1743475,0,106254084,0,127910008,0,0,0,0,19535668,365911671,97041798,13646520,0,0,0,0,0,0,0,0.0137,0,6480,0,0,0,6124,0,0,0,0.9041,0.7723,0.1318,0.0128,0.016,0.0671,0.1256,0.6636,0.0381,0.0165,0,0,7801,0,0,0,0.1818,0.2652,Boucherville,25 000 @ 99 999,V,AR581,Hors MRC - Longueuil,16,Monteregie,41466
58037,2016,2015,4628849169.5,0,65615713,0,54505158,0,64160604,0,44376674,0,10086821,0,634445,0,603827,0,1819798,0,62092062,0,80949870,0,0,0,0,10364439,168329029,70741889,7115516,0,0,0,0,0,0,0,0.0133,0,6148,0,0,0,5589,0,0,0,0.8489,0.6916,0.1572,0.0094,0.0284,0.1134,0.1109,0.6476,0.0368,0.0175,0,0,8098,0,0,0,0.1659,0.4203,Saint-Bruno-de-Montarville,25 000 @ 99 999,V,AR581,Hors MRC - Longueuil,16,Monteregie,26851
58227,2016,2015,25281396752,0,674680312,0,303930353,302187466,648201838,0,294773429,294773429,9156924,7414037,3773668,0,14668650,15205743,31630446,0,661016379,0,0,525534590,672504304,268008194,404496110,109957104,1683479387,682459590,28942364,0,0,0,0,0,0,0,0.0195,0,6626,0,0,0,4208,0,0,0,0.4689,0.4548,0.0141,0.0226,0.0488,0.4597,0.0447,0.5989,0.0523,0.0208,0,0,7074,0,0,0,0.168,0.4054,Longueuil,100 000 et plus,V,AR581,Hors MRC - Longueuil,16,Monteregie,240954
