cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010103,POSTE_9600,RF01010104,POSTE_224b,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_1508,POSTE_8978,POSTE_8958,POSTE_8938,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,PRC3101,PRC3103,PRC3200,PRC3202,PRC3201,PRC3203,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC0200,PRC3900,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population
05077,2016,2015,52969552,0,761683,0,334170,0,761683,0,259376,0,74794,0,0,0,3555,0,245712,0,815725,0,127885,0,0,0,0,35544,1533644,205197,190295,0,0,0,0,0,0,0,0.0154,0,883,0,0,0,375,0,0,0,0.4387,0.3405,0.0982,0.0047,0.3226,0.234,0.2498,0.6109,0,0.0024,0,0,138,0,0,0,0.0451,0.1338,Cascapedia--Saint-Jules,1 @ 1 999,M,AR050,Bonaventure,11,Gaspesie--Iles-de-la-Madeleine,743
06005,2016,2015,229210873.75,0,4411582,0,2573067,0,3640978,0,1817894,0,755173,0,3020,0,445699,0,248452,0,4309774,0,4608773,0,0,0,0,1202806,27537897,7227195,-127135,0,0,0,0,0,0,0,0.0188,0,2599,0,0,0,1632,0,0,0,0.7067,0.4993,0.2074,0.1224,0.0682,0.1027,-0.0349,0.5596,0.0469,0.0201,0,0,2781,0,0,0,0.2954,0.2624,Maria,2 000 @ 9 999,M,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,2517
06013,2016,2015,354308315.23,0,7656478,0,5001135,0,7113609,0,3391214,0,1609921,0,72483,0,319797,0,400697,0,7155765,0,11496994,0,0,0,0,2088812,32307922,13953365,562474,0,0,0,0,0,0,0,0.02,0,2201,0,0,0,1715,0,0,0,0.703,0.4767,0.2263,0.045,0.0563,0.1957,0.0791,0.5516,0.0316,0.0324,0,0,3573,0,0,0,0.2837,0.4319,Carleton-sur-Mer,2 000 @ 9 999,V,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,3950
06020,2016,2015,126898263.53,0,2955600,0,1807968,0,2668228,0,1319032,0,488936,0,103390,0,123302,0,351184,0,2989264,0,2315331,0,0,0,0,548092,10982749,4091612,452163,0,0,0,0,0,0,0,0.0227,0,1610,0,0,0,1076,0,0,0,0.6776,0.4943,0.1832,0.0462,0.1316,0.1446,0.1695,0.5273,0.0657,0.0182,0,0,1291,0,0,0,0.2022,0.3725,Nouvelle,1 @ 1 999,M,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,1727
06025,2016,2015,37795871.053,0,1214366,0,342478,0,1214366,0,257617,0,84861,0,0,0,20525,0,619901,0,1215792,0,82720,0,0,0,0,7785,1914650,82720,392524,0,0,0,0,0,0,0,0.0322,0,1565,0,0,0,467,0,0,0,0.282,0.2121,0.0699,0.0169,0.5105,0.1906,0.3232,0.5274,0.0011,0.0022,0,0,106,0,0,0,0.0068,0.0432,Escuminac,1 @ 1 999,M,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,569
06030,2016,2015,80315549.84,0,1958495,0,1082561,0,1679718,0,793743,0,288818,0,15552,0,102365,0,290281,0,1688634,0,132300,0,0,0,0,131987,7849188,411200,925735,0,0,0,0,0,0,0,0.0208,0,1449,0,0,0,1050,0,0,0,0.6445,0.4725,0.1719,0.0609,0.1728,0.1218,0.5511,0.4782,0.0626,0.0016,0,0,115,0,0,0,0.0927,0.0524,Pointe-a-la-Croix,1 @ 1 999,M,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,1525
06035,2016,2015,11541308.8,0,348820,0,161243,0,340720,0,129274,0,31969,0,10636,0,2137,0,62925,0,343382,0,3494,0,0,0,0,0,526604,0,63550,0,0,0,0,0,0,0,0.0288,0,1386,0,0,0,736,0,0,0,0.4732,0.3794,0.0938,0.0063,0.1847,0.3358,0.1865,0.4915,0.0183,0.0003,0,0,15,0,0,0,0,0,Ristigouche-Partie-Sud-Est,1 @ 1 999,CT,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,165
06040,2016,2015,9673893.9,0,380033,0,168085,0,380033,0,137119,0,30966,0,0,0,8317,0,145706,0,401473,0,291700,0,0,0,0,25969,1479189,291700,248247,0,0,0,0,0,0,0,0.0415,0,1308,0,0,0,586,0,0,0,0.4423,0.3608,0.0815,0.0219,0.3834,0.1524,0.6532,0.5991,0.0032,0.0302,0,0,950,0,0,0,0.0744,0.1972,Saint-Andre-de-Restigouche,1 @ 1 999,M,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,151
06045,2016,2015,52543132.962,0,1890178,0,618006,0,1478222,0,355701,0,262305,0,11948,0,218656,0,382695,0,1679547,0,1311201,0,0,0,0,702803,9841174,3129352,149901,0,0,0,0,0,0,0,0.0317,0,3100,0,0,0,1248,0,0,0,0.4181,0.2406,0.1774,0.1479,0.2589,0.1751,0.1014,0.6518,0.0496,0.025,0,0,2437,0,0,0,0.3631,0.318,Matapedia,1 @ 1 999,M,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,654
06050,2016,2015,25438710.898,0,1101353,0,462881,0,1101353,0,308873,0,154008,0,23245,0,11433,0,300670,0,1130405,0,1357984,0,0,0,0,265957,6768235,2502598,280416,0,0,0,0,0,0,0,0.0435,0,1984,0,0,0,870,0,0,0,0.4203,0.2804,0.1398,0.0104,0.273,0.2963,0.2546,0.6377,0.0031,0.0534,0,0,2434,0,0,0,0.246,0.3698,Saint-Alexis-de-Matapedia,1 @ 1 999,M,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,508
06055,2016,2015,28779159.344,0,1037461,0,474768,0,1008458,0,281523,0,193245,0,26268,0,21712,0,346828,0,1107494,0,1651785,0,0,0,0,322402,7025007,1953787,398920,0,0,0,0,0,0,0,0.0376,0,1553,0,0,0,737,0,0,0,0.4708,0.2792,0.1916,0.0215,0.3439,0.1638,0.3956,0.638,0.1035,0.0574,0,0,2373,0,0,0,0.3132,0.2781,Saint-Francois-d'Assise,1 @ 1 999,M,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,653
06060,2016,2015,9458356.1,0,576939,0,142859,0,576939,0,112243,0,30616,0,0,0,5634,0,313988,0,503346,0,131984,0,0,0,0,76737,2026437,334157,575373,0,0,0,0,0,0,0,0.0532,0,1811,0,0,0,583,0,0,0,0.2476,0.1945,0.0531,0.0098,0.5442,0.1984,0.9973,0.6205,0.0034,0.014,0,0,475,0,0,0,0.1476,0.1649,L'Ascension-de-Patapedia,1 @ 1 999,M,AR060,Avignon,11,Gaspesie--Iles-de-la-Madeleine,178
07005,2016,2015,11002801.17,0,513075,0,139604,0,424188,0,104291,0,35313,0,34756,0,17508,0,92260,0,408780,0,684570,0,0,0,0,16308,1846279,58300,384363,0,0,0,0,0,0,0,0.034,0,1255,0,0,0,521,0,0,0,0.3291,0.2459,0.0832,0.0413,0.2175,0.4121,0.9061,0.5675,0.0352,0.0622,0,0,2297,0,0,0,0.0531,0.0316,Sainte-Marguerite-Marie,1 @ 1 999,M,AR070,La Matapedia,01,Bas-Saint-Laurent,185
07010,2016,2015,16257312,0,690682,0,239972,0,556409,0,192062,0,47910,0,975,0,10949,0,249128,0,576155,0,1389048,0,0,0,0,0,1920765,0,274183,0,0,0,0,0,0,0,0.0354,0,1526,0,0,0,665,0,0,0,0.4313,0.3452,0.0861,0.0197,0.4477,0.1013,0.4928,0.7076,0.2109,0.0854,0,0,3684,0,0,0,0,0,Sainte-Florence,1 @ 1 999,M,AR070,La Matapedia,01,Bas-Saint-Laurent,397
07018,2016,2015,116516115.3,0,4846196,0,2202893,0,3719098,0,1343871,0,859022,0,167292,0,149010,0,789382,0,4004863,0,14912083,0,0,0,0,621773,21653021,6968052,476458,0,0,0,0,0,0,0,0.0329,0,2647,0,0,0,1620,0,0,0,0.5923,0.3613,0.231,0.0401,0.2123,0.1554,0.1281,0.582,0.1063,0.128,0,0,10284,0,0,0,0.1833,0.3218,Causapscal,2 000 @ 9 999,V,AR070,La Matapedia,01,Bas-Saint-Laurent,2375
07025,2016,2015,18208328.58,0,635542,0,246285,0,565237,0,202824,0,43461,0,33288,0,6642,0,235726,0,539205,0,1137680,0,0,0,0,46916,2880709,325913,455437,0,0,0,0,0,0,0,0.0278,0,1317,0,0,0,684,0,0,0,0.4357,0.3588,0.0769,0.0118,0.417,0.1355,0.8057,0.5524,0.0931,0.0625,0,0,2963,0,0,0,0.1111,0.1131,Albertville,1 @ 1 999,M,AR070,La Matapedia,01,Bas-Saint-Laurent,246
07030,2016,2015,52874812.832,0,1578272,0,768439,0,1394592,0,618252,0,150187,0,104937,0,11677,0,423045,0,1276889,0,3946938,0,0,0,0,198412,5423253,914166,518416,0,0,0,0,0,0,0,0.0222,0,1612,0,0,0,1090,0,0,0,0.551,0.4433,0.1077,0.0084,0.3033,0.1373,0.3717,0.6239,0.0697,0.0746,0,0,5429,0,0,0,0.1818,0.1686,Saint-Leon-le-Grand,1 @ 1 999,P,AR070,La Matapedia,01,Bas-Saint-Laurent,951
07035,2016,2015,29949624,0,1117335,0,298683,0,672549,0,266062,0,32621,0,27054,0,-1232,0,217798,0,690338,0,1963739,0,0,0,0,65664,3277415,404234,207423,0,0,0,0,0,0,0,0.0221,0,1150,0,0,0,536,0,0,0,0.4441,0.3956,0.0485,-0.0018,0.3238,0.2339,0.3084,0.6128,0.1742,0.0656,0,0,3403,0,0,0,0.1129,0.1233,Saint-Zenon-du-Lac-Humqui,1 @ 1 999,P,AR070,La Matapedia,01,Bas-Saint-Laurent,373
07040,2016,2015,36456263.326,0,1314829,0,552956,0,899232,0,415820,0,137136,0,81114,0,13983,0,116082,0,872438,0,2475477,0,0,0,0,83465,4570693,720654,521514,0,0,0,0,0,0,0,0.0217,0,1287,0,0,0,1037,0,0,0,0.6149,0.4624,0.1525,0.0155,0.1291,0.2404,0.58,0.6516,0.105,0.0679,0,0,4025,0,0,0,0.1165,0.1577,Sainte-Irene,1 @ 1 999,P,AR070,La Matapedia,01,Bas-Saint-Laurent,346
07047,2016,2015,463328658.6,0,10505288,0,6919325,0,9144259,0,5091210,0,1828115,0,208035,0,483692,0,580192,0,9431576,0,32837852,0,0,0,0,922522,32414256,8304500,1012803,0,0,0,0,0,0,0,0.0199,0,3115,0,0,0,2433,0,0,0,0.7567,0.5568,0.1999,0.0529,0.0634,0.127,0.1108,0.4617,0.0298,0.0709,0,0,11090,0,0,0,0.1121,0.2562,Amqui,2 000 @ 9 999,V,AR070,La Matapedia,01,Bas-Saint-Laurent,6192
07057,2016,2015,72686574.666,0,1832321,0,1159964,0,1765696,0,785797,0,374167,0,59525,0,169670,0,332366,0,1868122,0,4684272,0,0,0,0,93705,6357035,592171,541700,0,0,0,0,0,0,0,0.0249,0,2200,0,0,0,1480,0,0,0,0.6569,0.445,0.2119,0.0961,0.1882,0.0587,0.3068,0.4703,0.0189,0.0644,0,0,5699,0,0,0,0.0594,0.0932,Lac-au-Saumon,1 @ 1 999,M,AR070,La Matapedia,01,Bas-Saint-Laurent,1414
07065,2016,2015,15527792,0,611984,0,198915,0,450566,0,145230,0,53685,0,25980,0,13902,0,153614,0,504388,0,2093542,0,0,0,0,0,2624908,0,183901,0,0,0,0,0,0,0,0.0308,0,1424,0,0,0,620,0,0,0,0.4415,0.3223,0.1192,0.0309,0.3409,0.1867,0.4082,0.7659,0.1334,0.1348,0,0,6231,0,0,0,0,0,Saint-Alexandre-des-Lacs,1 @ 1 999,P,AR070,La Matapedia,01,Bas-Saint-Laurent,268
07070,2016,2015,21558729.18,0,749398,0,342353,0,703760,0,234679,0,107674,0,0,0,8472,0,261853,0,677422,0,1935061,0,0,0,0,349243,4248470,1008672,443619,0,0,0,0,0,0,0,0.0314,0,2164,0,0,0,1161,0,0,0,0.4865,0.3335,0.153,0.012,0.3721,0.1294,0.6304,0.6347,0.0148,0.0898,0,0,6182,0,0,0,0.4321,0.2374,Saint-Tharcisius,1 @ 1 999,P,AR070,La Matapedia,01,Bas-Saint-Laurent,436
07075,2016,2015,25714402.896,0,962207,0,423338,0,750642,0,276477,0,146861,0,36658,0,30154,0,176262,0,782081,0,2271652,0,0,0,0,138171,4201677,946230,226947,0,0,0,0,0,0,0,0.029,0,1518,0,0,0,928,0,0,0,0.564,0.3683,0.1956,0.0402,0.2348,0.161,0.3023,0.5641,0.0457,0.0883,0,0,4627,0,0,0,0.2015,0.2252,Saint-Vianney,1 @ 1 999,M,AR070,La Matapedia,01,Bas-Saint-Laurent,481
07080,2016,2015,71210209.416,0,1542862,0,934364,0,1380440,0,521656,0,412708,0,16505,0,16516,0,203773,0,1355974,0,5081151,0,0,0,0,202693,5575794,1198200,435619,0,0,0,0,0,0,0,0.0188,0,1749,0,0,0,1278,0,0,0,0.6769,0.3779,0.299,0.012,0.1476,0.1636,0.3156,0.51,0.0486,0.0714,0,0,6633,0,0,0,0.1607,0.2149,Val-Brillant,1 @ 1 999,M,AR070,La Matapedia,01,Bas-Saint-Laurent,962
07085,2016,2015,136414923.75,0,3297194,0,2031391,0,2950826,0,1440265,0,591126,0,10176,0,87600,0,383900,0,3399992,0,10453717,0,0,0,0,507225,15909188,3710956,252146,0,0,0,0,0,0,0,0.0248,0,3177,0,0,0,1999,0,0,0,0.6884,0.4881,0.2003,0.0297,0.1301,0.1518,0.0854,0.6334,0.0133,0.0766,0,0,9797,0,0,0,0.1598,0.2333,Sayabec,1 @ 1 999,M,AR070,La Matapedia,01,Bas-Saint-Laurent,1816
07090,2016,2015,17900592,0,674690,0,247406,0,562780,0,196800,0,50606,0,30889,0,8153,0,177485,0,569863,0,1030047,0,0,0,0,750,1738230,0,370948,0,0,0,0,0,0,0,0.0301,0,1510,0,0,0,771,0,0,0,0.4396,0.3497,0.0899,0.0145,0.3154,0.2305,0.6591,0.5385,0.0551,0.0575,0,0,2885,0,0,0,0.0016,0,Saint-Cleophas,1 @ 1 999,P,AR070,La Matapedia,01,Bas-Saint-Laurent,328
07095,2016,2015,34649028.786,0,932547,0,423676,0,776653,0,280361,0,143315,0,0,0,9656,0,271585,0,785305,0,2287445,0,0,0,0,57900,2826108,357816,651139,0,0,0,0,0,0,0,0.0227,0,1345,0,0,0,754,0,0,0,0.5455,0.361,0.1845,0.0124,0.3497,0.0924,0.8384,0.4532,0.0424,0.066,0,0,3917,0,0,0,0.0855,0.1266,Saint-Moise,1 @ 1 999,P,AR070,La Matapedia,01,Bas-Saint-Laurent,544
07100,2016,2015,17270103.9,0,726080,0,340285,0,670909,0,198457,0,141828,0,55479,0,9756,0,218943,0,725281,0,1306432,0,0,0,0,245616,5256423,683303,418500,0,0,0,0,0,0,0,0.0388,0,1999,0,0,0,1108,0,0,0,0.5072,0.2958,0.2114,0.0145,0.3263,0.1519,0.6238,0.5821,0.0123,0.0756,0,0,3900,0,0,0,0.3572,0.13,Saint-Noel,1 @ 1 999,VL,AR070,La Matapedia,01,Bas-Saint-Laurent,425
07105,2016,2015,24684634.32,0,1137837,0,415327,0,866510,0,309714,0,105613,0,0,0,9797,0,230002,0,797725,0,1772660,0,0,0,0,99124,5148174,1191100,555836,0,0,0,0,0,0,0,0.0323,0,1927,0,0,0,1068,0,0,0,0.4793,0.3574,0.1219,0.0113,0.2654,0.2439,0.6415,0.632,0.0306,0.0718,0,0,4282,0,0,0,0.1426,0.2314,Saint-Damase,1 @ 1 999,P,AR070,La Matapedia,01,Bas-Saint-Laurent,402
08005,2016,2015,74077669.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Les Mechins,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,1076
08010,2016,2015,9351086.212,0,604383,0,162926,0,327525,0,125450,0,37476,0,0,0,32446,0,87194,0,321656,0,85666,0,0,0,0,0,1595015,0,165192,0,0,0,0,0,0,0,0.0344,0,1423,0,0,0,795,0,0,0,0.4974,0.383,0.1144,0.0991,0.2662,0.1373,0.5044,0.8466,0.2511,0.0092,0,0,379,0,0,0,0,0,Saint-Jean-de-Cherbourg,1 @ 1 999,P,AR080,La Matanie,01,Bas-Saint-Laurent,188
08015,2016,2015,24750930.6,0,711200,0,428646,0,705715,0,253466,0,175180,0,5550,0,10228,0,237013,0,816255,0,1048227,0,0,0,0,268324,8656934,3264973,114259,0,0,0,0,0,0,0,0.0328,0,1725,0,0,0,983,0,0,0,0.6074,0.3592,0.2482,0.0145,0.3358,0.0423,0.1619,0.7674,0.0041,0.0424,0,0,2230,0,0,0,0.3016,0.3772,Grosses-Roches,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,377
08023,2016,2015,70617775.494,0,1252912,0,818379,0,1129406,0,563114,0,255265,0,8035,0,14249,0,236176,0,1407243,0,788546,0,0,0,0,50467,4011047,265323,292873,0,0,0,0,0,0,0,0.0198,0,1654,0,0,0,1005,0,0,0,0.7246,0.4986,0.226,0.0126,0.2091,0.0537,0.2593,0.5614,0.031,0.0112,0,0,932,0,0,0,0.0423,0.0661,Sainte-Felicite,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,1139
08030,2016,2015,29995930.4,0,862517,0,574723,0,857847,0,394475,0,180248,0,7956,0,10407,0,235320,0,893630,0,855335,0,0,0,0,367232,6417293,2416584,100287,0,0,0,0,0,0,0,0.0295,0,1876,0,0,0,1249,0,0,0,0.67,0.4598,0.2101,0.0121,0.2743,0.0436,0.1169,0.804,0.006,0.0285,0,0,1812,0,0,0,0.3303,0.3766,Saint-Adelme,1 @ 1 999,P,AR080,La Matanie,01,Bas-Saint-Laurent,484
08035,2016,2015,53426366.548,0,1598908,0,753595,0,1299768,0,496085,0,257510,0,0,0,88699,0,392018,0,1378132,0,2270200,0,0,0,0,255530,9612911,4092986,173901,0,0,0,0,0,0,0,0.0258,0,1584,0,0,0,901,0,0,0,0.5798,0.3817,0.1981,0.0682,0.3016,0.0504,0.1338,0.7707,0.0016,0.0425,0,0,2609,0,0,0,0.1843,0.4258,Saint-Rene-de-Matane,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,1100
08040,2016,2015,28124402.6,0,693983,0,364048,0,661344,0,302317,0,61731,0,3749,0,27424,0,39900,0,657214,0,225739,0,0,0,0,195,1267665,27046,162207,0,0,0,0,0,0,0,0.0232,0,1900,0,0,0,1090,0,0,0,0.5505,0.4571,0.0933,0.0415,0.0603,0.3477,0.2453,0.4503,0.0512,0.008,0,0,656,0,0,0,0.0003,0.0213,Sainte-Paule,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,221
08053,2016,2015,1201906075.5,0,31574718,0,21596296,0,30501900,0,16800551,0,4795745,0,977217,0,1604873,0,2724110,0,31066190,0,35242105,0,0,0,0,6653833,128044701,41750586,2311749,0,0,0,0,0,0,0,0.025,0,4466,0,0,0,3361,0,0,0,0.708,0.5508,0.1572,0.0526,0.0893,0.15,0.0758,0.5219,0.0199,0.0293,0,0,5231,0,0,0,0.2325,0.3261,Matane,10 000 @ 24 999,V,AR080,La Matanie,01,Bas-Saint-Laurent,14371
08065,2016,2015,26988272,0,738730,0,407612,0,738730,0,306830,0,100782,0,3791,0,16077,0,185947,0,842627,0,461895,0,0,0,0,87807,2275872,239186,-190067,0,0,0,0,0,0,0,0.0311,0,1804,0,0,0,1070,0,0,0,0.5518,0.4153,0.1364,0.0218,0.2517,0.1748,-0.2573,0.6544,0.012,0.0171,0,0,993,0,0,0,0.1142,0.1051,Saint-Leandre,1 @ 1 999,P,AR080,La Matanie,01,Bas-Saint-Laurent,419
08073,2016,2015,127642108.92,0,2153921,0,1532034,0,2032467,0,1079599,0,452435,0,10515,0,16999,0,324625,0,2027032,0,856182,0,0,0,0,204257,6751371,387506,311852,0,0,0,0,0,0,0,0.0158,0,1626,0,0,0,1336,0,0,0,0.7538,0.5312,0.2226,0.0084,0.1597,0.0781,0.1534,0.5776,0.0268,0.0067,0,0,690,0,0,0,0.111,0.0574,Saint-Ulric,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,1643
08080,2016,2015,47033676.404,0,1163591,0,703039,0,1045101,0,473086,0,229953,0,8800,0,10393,0,179730,0,1165042,0,1469290,0,0,0,0,749723,7838086,1581314,141754,0,0,0,0,0,0,0,0.0246,0,1768,0,0,0,1267,0,0,0,0.6727,0.4527,0.22,0.0099,0.172,0.1454,0.1356,0.7029,0.0158,0.0312,0,0,2247,0,0,0,0.4851,0.2017,Baie-des-Sables,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,622
09005,2016,2015,23625113.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Redemption,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,511
09010,2016,2015,12871356.076,0,558523,0,220683,0,542005,0,139971,0,80712,0,64639,0,10533,0,205753,0,604498,0,366994,0,0,0,0,73880,3345846,438895,264130,0,0,0,0,0,0,0,0.0419,0,1843,0,0,0,823,0,0,0,0.4072,0.2582,0.1489,0.0194,0.3796,0.1938,0.4873,0.6867,0.004,0.0285,0,0,1253,0,0,0,0.155,0.1312,Saint-Charles-Garnier,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,251
09015,2016,2015,28430636.652,0,955772,0,441682,0,928722,0,373768,0,67914,0,0,0,13372,0,364746,0,895219,0,239786,0,0,0,0,29710,2963964,309719,480073,0,0,0,0,0,0,0,0.0315,0,2183,0,0,0,1121,0,0,0,0.4756,0.4025,0.0731,0.0144,0.3927,0.1173,0.5169,0.6314,0.0209,0.0084,0,0,585,0,0,0,0.0373,0.1045,Les Hauteurs,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,512
09020,2016,2015,22412141.6,0,667018,0,256088,0,567740,0,218724,0,37364,0,10583,0,7451,0,214001,0,599580,0,142447,0,0,0,0,31965,1982107,118205,357614,0,0,0,0,0,0,0,0.0263,0,1503,0,0,0,670,0,0,0,0.4511,0.3853,0.0658,0.0131,0.3769,0.1589,0.6299,0.6151,0.0446,0.0064,0,0,363,0,0,0,0.0607,0.0596,Sainte-Jeanne-d'Arc,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,328
09025,2016,2015,80830563.8,0,1903611,0,1088066,0,1718019,0,863604,0,224462,0,105045,0,22386,0,342224,0,1709265,0,1352048,0,0,0,0,125691,5321898,1164705,285296,0,0,0,0,0,0,0,0.0198,0,1779,0,0,0,1259,0,0,0,0.6333,0.5027,0.1307,0.013,0.1992,0.1544,0.1661,0.5425,0.1001,0.0167,0,0,1499,0,0,0,0.0848,0.2189,Saint-Gabriel-de-Rimouski,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,1153
09030,2016,2015,67620773.608,0,1590720,0,947871,0,1460088,0,748351,0,199520,0,15285,0,11227,0,200180,0,1431406,0,830766,0,0,0,0,171643,5501977,708219,251658,0,0,0,0,0,0,0,0.0209,0,1589,0,0,0,1088,0,0,0,0.6492,0.5125,0.1366,0.0077,0.1371,0.206,0.1724,0.6092,0.0615,0.0123,0,0,932,0,0,0,0.1274,0.1287,Saint-Donat,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,891
09035,2016,2015,53758308.379,0,1305613,0,840334,0,1292096,0,651190,0,189144,0,926,0,6162,0,338087,0,1427198,0,392590,0,0,0,0,52198,4516046,304925,563684,0,0,0,0,0,0,0,0.0265,0,2079,0,0,0,1271,0,0,0,0.6504,0.504,0.1464,0.0048,0.2617,0.0832,0.4363,0.5541,0.0198,0.0073,0,0,572,0,0,0,0.0409,0.0675,Sainte-Angele-de-Merici,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,1015
09040,2016,2015,13762354.568,0,513347,0,278584,0,489975,0,235202,0,43382,0,0,0,8642,0,139279,0,511670,0,225993,0,0,0,0,134949,2250445,228576,78871,0,0,0,0,0,0,0,0.0372,0,2039,0,0,0,1156,0,0,0,0.5686,0.48,0.0885,0.0176,0.2843,0.1295,0.161,0.672,0.0081,0.0164,0,0,900,0,0,0,0.2407,0.1016,Padoue,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,270
09048,2016,2015,96415743.496,0,1675897,0,1069883,0,1559302,0,782648,0,287235,0,14027,0,26025,0,227731,0,1634048,0,1590558,0,0,0,0,342388,12127912,5296106,470563,0,0,0,0,0,0,0,0.0168,0,2195,0,0,0,1528,0,0,0,0.6861,0.5019,0.1842,0.0167,0.146,0.1511,0.3018,0.801,0.0329,0.0165,0,0,2155,0,0,0,0.222,0.4367,Metis-sur-Mer,1 @ 1 999,V,AR090,La Mitis,01,Bas-Saint-Laurent,569
09055,2016,2015,32208862.818,0,753764,0,446362,0,716264,0,329383,0,116979,0,0,0,2412,0,164451,0,827628,0,373289,0,0,0,0,141606,4005454,396880,282526,0,0,0,0,0,0,0,0.0257,0,1916,0,0,0,1078,0,0,0,0.6232,0.4599,0.1633,0.0034,0.2296,0.1439,0.3944,0.5095,0.0141,0.0116,0,0,864,0,0,0,0.1823,0.0991,Saint-Octave-de-Metis,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,533
09060,2016,2015,25192192,0,452296,0,318345,0,407296,0,268550,0,49795,0,0,0,0,0,46924,0,400797,0,80766,0,0,0,0,26544,1220816,50000,232371,0,0,0,0,0,0,0,0.0159,0,1218,0,0,0,995,0,0,0,0.7816,0.6593,0.1223,0,0.1152,0.1032,0.5705,0.7878,0.0068,0.0032,0,0,245,0,0,0,0.0664,0.041,Grand-Metis,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,240
09065,2016,2015,71348260.8,0,2043349,0,1270492,0,1990984,0,794073,0,476419,0,122859,0,21951,0,394975,0,2021282,0,1783425,0,0,0,0,599436,13101927,2695496,959941,0,0,0,0,0,0,0,0.0266,0,2491,0,0,0,1719,0,0,0,0.6381,0.3988,0.2393,0.011,0.1984,0.1525,0.4821,0.652,0.0106,0.025,0,0,2340,0,0,0,0.3038,0.2057,Price,1 @ 1 999,VL,AR090,La Mitis,01,Bas-Saint-Laurent,1703
09070,2016,2015,48411500.368,0,866741,0,530738,0,866741,0,407209,0,123529,0,0,0,60202,0,192319,0,816282,0,583334,0,0,0,0,153622,4736838,1734448,481513,0,0,0,0,0,0,0,0.0169,0,2082,0,0,0,1400,0,0,0,0.6123,0.4698,0.1425,0.0695,0.2219,0.0963,0.5555,0.7636,0.0026,0.012,0,0,1488,0,0,0,0.1906,0.3662,Saint-Joseph-de-Lepage,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,497
