NODENUM,TYPE_NOEUD,X,Y,GEOMETRY
18947,Change id_voie même ville,299056.465,5055278.863,POINT(-73.57367288037531 45.637382536345136)
18948,,298968.126,5055402.289,POINT(-73.57480748845872 45.638492408911105)
18949,,298938.798,5055441.851,POINT(-73.57518416474363 45.638848149054866)
18950,,298831.764,5055585.302,POINT(-73.57655889267987 45.64013803894425)
18951,,297964.903,5054061.524,POINT(-73.58765735626511 45.62641876773876)
18952,,298375.770,5054694.345,POINT(-73.58239650240284 45.632116950800295)
18953,Même id_voie,299642.542,5041743.347,POINT(-73.56601235572104 45.51559039019515)
18954,,286326.953,5033491.105,POINT(-73.73613257508624 45.441107847265386)
18955,,298960.551,5055174.266,POINT(-73.5749019218601 45.636440546432326)
18956,,299011.232,5055227.163,POINT(-73.57425246793821 45.63691694738089)
18957,,296537.008,5051144.829,POINT(-73.60592008795615 45.60015812460702)
18958,Limite ville,291723.070,5043485.331,POINT(-73.66742301117807 45.531161839524835)
18959,,291676.054,5043372.615,POINT(-73.66802193109632 45.530146697947835)
18960,Change id_voie même ville,298871.006,5054967.448,POINT(-73.57604798674153 45.63457879524561)
18961,,286652.195,5033428.086,POINT(-73.73197286499425 45.440549292336705)
18962,,286631.513,5033526.785,POINT(-73.73224087252103 45.441436893602194)
18963,,286550.746,5033412.875,POINT(-73.7332690546016 45.44040977486914)
18964,,286533.287,5033512.639,POINT(-73.73349592266321 45.441307041777634)
18965,Boucle,289473.469,5045050.016,POINT(-73.6962733141017 45.545195535929615)
18966,,298435.525,5055716.459,POINT(-73.58164344179421 45.64131469657785)
18967,,298502.555,5055781.760,POINT(-73.58078443650227 45.641902903019435)
18968,,298344.510,5054507.928,POINT(-73.58279496961552 45.63043924012705)
18969,Limite ville,290489.737,5043412.580,POINT(-73.68321108214207 45.53048297012634)
18970,,292652.687,5035837.336,POINT(-73.65533190924346 45.46235889114639)
18971,,286646.651,5033917.069,POINT(-73.73206176978384 45.44494923697111)
18972,,286609.813,5034147.451,POINT(-73.73254119905671 45.4470213564255)
18973,,286987.349,5033454.608,POINT(-73.72768978009861 45.44079656927438)
18974,,286979.457,5033573.113,POINT(-73.72779494977362 45.44186273025262)
18975,,297835.328,5056224.641,POINT(-73.58935002998453 45.64588165703955)
18976,,297709.443,5056384.573,POINT(-73.59096734047465 45.64731948136093)
18977,,297748.788,5055969.143,POINT(-73.59045655327697 45.64358176255387)
18978,Change id_voie même ville,297672.023,5056094.461,POINT(-73.59144316725077 45.64470861444606)
18979,,297415.548,5055539.159,POINT(-73.59472500038522 45.63970921627058)
18980,Change id_voie même ville,297331.265,5055657.194,POINT(-73.59580796588723 45.640770420922635)
18981,,296035.936,5050779.371,POINT(-73.61233656391687 45.596863500396154)
18982,,296655.177,5050809.960,POINT(-73.60439973980381 45.5971462793349)
18983,Change id_voie même ville,296706.374,5050863.388,POINT(-73.6037443921927 45.59762763855298)
18984,Change id_voie même ville,296659.499,5051069.760,POINT(-73.60434866797199 45.5994840763916)
18985,,296703.349,5051121.073,POINT(-73.60378743846451 45.599946316268934)
18986,,300484.568,5058065.401,POINT(-73.55537917784075 45.66246668532085)
18987,,297773.702,5056179.602,POINT(-73.590139981211 45.64547576634354)
18988,,297952.022,5056310.985,POINT(-73.58785417265017 45.64665975784126)
18989,,298004.613,5056368.089,POINT(-73.58718026932618 45.647174111511475)
18990,,298042.356,5056414.336,POINT(-73.5866966990595 45.6475906114816)
18991,,298094.293,5056464.964,POINT(-73.5860310726587 45.64804667965693)
18992,Même id_voie,299483.281,5040222.293,POINT(-73.56803431335922 45.50190211886016)
18993,,292437.527,5048386.393,POINT(-73.65839974107519 45.575276187678476)
18994,Limite ville,288473.376,5042601.423,POINT(-73.70899890636592 45.523139587146055)
18995,Passage,288447.701,5042624.491,POINT(-73.70932834245095 45.523346559010946)
18996,,287801.263,5042796.114,POINT(-73.71760939152145 45.5248754160552)
18997,Limite ville,287769.787,5042824.739,POINT(-73.71801332364446 45.5251322249645)
18998,,296044.252,5054824.311,POINT(-73.61230259400011 45.63326093035945)
18999,Même id_voie,288970.744,5044158.373,POINT(-73.70268240393158 45.53716100623736)
19000,Limite ville,287204.359,5042673.556,POINT(-73.72524620063156 45.52375778724186)
19001,,296354.105,5055107.789,POINT(-73.60833329292706 45.63581556141829)
19002,,286698.172,5042613.815,POINT(-73.73172376744377 45.52320725757779)
19003,Limite ville,286670.058,5042638.927,POINT(-73.73208457987148 45.523432492218674)
19004,,286575.989,5042492.028,POINT(-73.73328330513554 45.522108195159504)
19005,Limite ville,286548.282,5042516.985,POINT(-73.73363890556398 45.52233204150077)
19006,,296886.396,5050922.538,POINT(-73.60143781780226 45.59816195665356)
19007,,296901.883,5050992.573,POINT(-73.60124043423478 45.59879232153107)
19008,,297343.515,5056083.531,POINT(-73.59565734717498 45.644606813215745)
19009,,286566.909,5042482.846,POINT(-73.7333991944864 45.52202533511124)
19010,Limite ville,286539.028,5042507.821,POINT(-73.73375702285972 45.52224933850711)
19011,Même id_voie,291497.483,5043988.035,POINT(-73.67032482908097 45.535681074326845)
19012,Boucle,291548.292,5043951.393,POINT(-73.66967328368084 45.535352325764535)
19013,,292572.646,5047747.263,POINT(-73.65665249769575 45.56952749418478)
19014,,292441.982,5047828.557,POINT(-73.6583285665243 45.57025670188945)
19015,,287404.637,5033550.784,POINT(-73.72235925181359 45.44167251384688)
19016,,298045.743,5056777.534,POINT(-73.58665828465892 45.65085877375282)
19017,,298192.078,5056895.129,POINT(-73.58478237681422 45.65191832074318)
19018,,294081.343,5048341.078,POINT(-73.63733669081442 45.574895695593284)
19019,,299800.215,5045543.129,POINT(-73.56403302715152 45.54978341232015)
19020,,287402.422,5033630.892,POINT(-73.72239038753234 45.44239330324135)
19021,Cul de sac,287282.436,5033571.385,POINT(-73.72392202993085 45.44185483782662)
19022,,298960.249,5057571.600,POINT(-73.57493455182859 45.658012222256154)
19024,,300186.456,5056419.699,POINT(-73.55918919232842 45.64765643590619)
19025,,299698.143,5057967.073,POINT(-73.56547019379309 45.66157657525684)
19026,,298073.415,5044124.583,POINT(-73.58612891256226 45.53700429487538)
19027,,301608.031,5059183.511,POINT(-73.54096931851858 45.67253370552465)
19028,,296226.655,5054685.296,POINT(-73.60996062272321 45.63201232022195)
19029,,296333.069,5054793.292,POINT(-73.60859764586742 45.63298540064387)
19030,,289105.669,5044992.490,POINT(-73.70098152969025 45.544669709468685)
19031,Cul de sac,289072.167,5045010.436,POINT(-73.70141113013361 45.54483043749224)
19032,,298095.405,5056345.065,POINT(-73.586015158366 45.64696781172995)
19033,,305233.945,5056249.388,POINT(-73.49443287838014 45.64613914009589)
19034,Change id_voie même ville,305247.019,5056348.707,POINT(-73.49426506190872 45.64703282320947)
19035,,296333.571,5054995.344,POINT(-73.60859472242082 45.6348035082165)
19036,,305209.463,5056820.049,POINT(-73.49474648027362 45.65127407664414)
19038,,299032.243,5055450.450,POINT(-73.57398560829414 45.63892630719741)
19039,Change id_voie même ville,298816.795,5056633.315,POINT(-73.57676378931662 45.64956813838555)
19040,,298869.903,5056703.113,POINT(-73.57608327110222 45.65019664984692)
19041,,286317.054,5042333.862,POINT(-73.73659190643103 45.52067814912797)
19042,,298585.073,5037832.317,POINT(-73.57949777176214 45.48038863873548)
19043,Change id_voie même ville,298632.408,5037779.208,POINT(-73.57889162330227 45.479911159413255)
19044,,296294.832,5045711.784,POINT(-73.60892988118886 45.55126704085821)
19045,,300686.606,5058163.290,POINT(-73.55278728873273 45.66334873489054)
19046,,303322.697,5058477.479,POINT(-73.51895922441417 45.66618648430255)
19049,,297944.958,5056445.079,POINT(-73.5879466923159 45.64786629249595)
19050,Change id_voie même ville,297908.327,5056546.402,POINT(-73.58841807826451 45.648777650403794)
19052,,297988.587,5056607.169,POINT(-73.58738921922456 45.64932523787966)
19053,,297387.584,5055701.347,POINT(-73.59508618023523 45.641168318420185)
19054,,292722.642,5046633.300,POINT(-73.65470328795224 45.55950634432564)
19055,,297656.950,5056336.267,POINT(-73.59164008619592 45.646884272932006)
19056,,300586.476,5057854.649,POINT(-73.55406958560886 45.66057092827063)
19057,,299021.803,5055790.713,POINT(-73.57412356338328 45.6419879798747)
19058,Change id_voie même ville,299076.012,5055837.950,POINT(-73.57342871866788 45.64241347389772)
19059,,299356.495,5057656.938,POINT(-73.5698509574758 45.658783328350346)
19060,,299549.871,5057781.955,POINT(-73.56737091881185 45.65990974338428)
19061,,299850.176,5057890.486,POINT(-73.56351843398791 45.66088853344772)
19062,,299397.725,5056721.333,POINT(-73.56931150898156 45.650364906980215)
19063,,299518.841,5056811.717,POINT(-73.56775856395915 45.651179128669185)
19064,Limite ville,292568.583,5040438.415,POINT(-73.65652197847344 45.50375990296045)
19065,,292554.404,5040407.232,POINT(-73.65670264397278 45.50347905722612)
19066,,300183.824,5056010.679,POINT(-73.55921908132068 45.64397597482309)
19067,,300296.225,5056093.521,POINT(-73.55777790073034 45.64472214222357)
19068,,300424.920,5056192.325,POINT(-73.55612779062392 45.64561202352893)
19069,,292260.367,5040512.242,POINT(-73.66046800327638 45.504418754890864)
19070,Limite ville,292297.238,5040501.090,POINT(-73.65999588762445 45.50431906665166)
19072,Limite ville,292282.915,5040366.700,POINT(-73.66017574673191 45.503109515617965)
19073,,292159.793,5040232.298,POINT(-73.66174781647598 45.50189789321025)
19074,Limite ville,292150.625,5040274.574,POINT(-73.66186622254251 45.502278143214355)
19075,,297006.500,5051087.610,POINT(-73.59990095073915 45.59964867799747)
19078,,296286.973,5050676.391,POINT(-73.60911701359896 45.59593997935934)
19079,,298150.612,5056506.697,POINT(-73.58530909718145 45.648422742966574)
19080,,297987.426,5056725.442,POINT(-73.58740576993938 45.65038946911412)
19081,,303308.791,5058566.412,POINT(-73.51913796215652 45.66698668888943)
19082,Cul de sac,303196.650,5058583.366,POINT(-73.52057721945124 45.66713899371452)
19083,Change id_voie même ville,298958.773,5055983.539,POINT(-73.57493443519205 45.64372253328045)
19084,,298817.951,5056175.155,POINT(-73.57674332770756 45.64544553483969)
19085,Limite ville,292348.232,5039612.324,POINT(-73.65932077080224 45.496322507066985)
19086,,292287.822,5039545.235,POINT(-73.66009200089383 45.49571773435716)
19087,Limite ville,292528.086,5039449.652,POINT(-73.65701547385363 45.49486190443142)
19089,,299991.745,5056274.786,POINT(-73.56168579052299 45.64635116132449)
19090,,299765.626,5056475.899,POINT(-73.56458878024249 45.648159213326664)
19091,,299569.404,5056849.670,POINT(-73.56711023989989 45.651521021898006)
19092,Limite ville,295084.408,5041742.979,POINT(-73.62435361601706 45.51553847062056)
19093,,295061.501,5041705.843,POINT(-73.62464607234276 45.515203980132924)
19094,Change id_voie même ville,299662.224,5057866.120,POINT(-73.56593006218655 45.66066791750301)
19096,,292436.221,5047815.115,POINT(-73.6584020350593 45.57013564028666)
19097,Cul de sac,300114.761,5058140.213,POINT(-73.5601255639037 45.663137457645576)
19098,,300016.557,5058186.975,POINT(-73.56138627270462 45.66355755994389)
19099,,300540.561,5057170.612,POINT(-73.5546527964558 45.65441555861519)
19100,,298262.206,5044972.200,POINT(-73.58372290293187 45.5446332535098)
19101,,298144.232,5045049.224,POINT(-73.58523472212929 45.54532522548331)
19102,,297092.870,5051113.126,POINT(-73.598794219094 45.599879236906744)
19103,,296585.279,5050304.974,POINT(-73.6052871891543 45.5926014552219)
19104,,301657.615,5058867.115,POINT(-73.5403308570444 45.66968694946903)
19105,,302008.667,5058195.319,POINT(-73.53582143458318 45.6636435167954)
19106,,305528.654,5059914.240,POINT(-73.49064653892428 45.679115882678516)
19107,Cul de sac,305534.610,5059954.063,POINT(-73.49057002101064 45.67947420594786)
19108,Limite ville,295220.007,5041653.185,POINT(-73.62261627737655 45.51473234105423)
19109,,295196.857,5041617.005,POINT(-73.62291186952852 45.51440646082457)
19110,,295736.068,5054456.202,POINT(-73.61624855424111 45.629944654840806)
19111,Limite ville,295364.481,5041561.780,POINT(-73.62076537227394 45.513911809526654)
19112,,295342.767,5041521.816,POINT(-73.62104252218316 45.51355190425961)
19113,,301989.310,5042316.635,POINT(-73.53597843484012 45.520762476283245)
19114,Limite ville,295584.956,5041420.409,POINT(-73.61794086043454 45.51264264605543)
19115,,295556.891,5041384.912,POINT(-73.61829938496716 45.512322863066274)
19116,,296703.802,5050332.891,POINT(-73.60376855710311 45.59285405155868)
19117,Change id_voie même ville,296739.300,5050368.707,POINT(-73.60331417312723 45.593176746082705)
19118,,298865.166,5057172.711,POINT(-73.57614977314505 45.6544221395718)
19119,,296178.052,5050423.924,POINT(-73.61050866346102 45.593666871511616)
19120,Change id_voie même ville,300838.081,5058709.398,POINT(-73.55084785256474 45.66826358645793)
19121,,296331.789,5045771.431,POINT(-73.60845758873977 45.55180421572548)
19122,,296305.671,5049909.593,POINT(-73.60886400882217 45.589040350694454)
19123,Limite ville,295584.298,5041367.763,POINT(-73.61794828783502 45.51216891094033)
19124,Cul de sac,292867.076,5045852.035,POINT(-73.65283412858724 45.55247876672841)
19125,Boucle,286853.101,5042709.753,POINT(-73.72974402910039 45.524074547928755)
19126,Même id_voie,286795.183,5042728.107,POINT(-73.7304861320655 45.52423820959771)
19127,,292702.493,5045915.127,POINT(-73.65494362187408 45.553043649013794)
19128,,298913.528,5055932.531,POINT(-73.57551424717082 45.64326317562126)
19129,Change id_voie même ville,299270.349,5056630.345,POINT(-73.57094472015211 45.64954517596166)
19130,,299367.526,5056698.746,POINT(-73.56969871132534 45.65016142889972)
19131,,299002.417,5055486.518,POINT(-73.57436862880496 45.639250606131306)
19132,,298981.360,5056301.215,POINT(-73.57464847444524 45.64658124029443)
19133,,299419.779,5056627.997,POINT(-73.56902753026641 45.64952522603299)
19135,Change id_voie même ville,299815.816,5055975.927,POINT(-73.56393975448067 45.643660721668276)
19136,,299669.961,5056182.696,POINT(-73.56581303842799 45.6455202098233)
19137,,299652.869,5055851.182,POINT(-73.56602879787974 45.642537059021834)
19139,,294281.765,5040784.050,POINT(-73.63460634887646 45.50689800154905)
19140,,299351.271,5056392.221,POINT(-73.56990383435976 45.64740312969838)
19141,,300544.447,5056282.651,POINT(-73.55459517199722 45.64642553800516)
19142,,300617.708,5056345.530,POINT(-73.55365583546663 45.646991781043226)
19143,Limite ville,295663.815,5041158.264,POINT(-73.61692667837436 45.51028480172924)
19144,,295632.083,5041108.752,POINT(-73.61733186414843 45.509838856520744)
19146,,299765.360,5056580.298,POINT(-73.56459328251582 45.649098610043325)
19147,,299827.376,5056607.011,POINT(-73.56379789874954 45.64933942609766)
19148,Limite ville,295586.017,5041036.842,POINT(-73.61792006871828 45.50919117443149)
19149,,295549.787,5040981.217,POINT(-73.61838268809102 45.50869015875561)
19150,,292778.929,5045695.585,POINT(-73.65395925124054 45.55106946098004)
19152,,296131.953,5046060.828,POINT(-73.61102213291637 45.5544058473102)
19154,,293277.242,5047313.127,POINT(-73.64761525763384 45.56563303554674)
19155,,293049.887,5047448.355,POINT(-73.65053108732796 45.56684605680373)
19156,,293217.374,5046704.560,POINT(-73.64836779521461 45.56015597046031)
19157,,303268.988,5058830.883,POINT(-73.51964962075368 45.669366356789865)
19158,,293637.261,5041881.554,POINT(-73.64287930642847 45.51676375160704)
19160,Limite ville,295511.714,5040594.168,POINT(-73.61886260871587 45.505206829224456)
19161,,295363.235,5040689.011,POINT(-73.62076451878566 45.50605827393016)
19162,Limite ville,295525.461,5040565.814,POINT(-73.61868615198286 45.504951871290494)
19163,,295497.954,5040512.251,POINT(-73.61903713668642 45.50446952148304)
19164,,293272.671,5047058.734,POINT(-73.6476678179886 45.56334385454196)
19165,Change id_voie même ville,303486.072,5057574.953,POINT(-73.51686008531992 45.65806572325026)
19167,,293055.321,5047462.917,POINT(-73.650461822948 45.566977183531264)
19168,,295577.462,5040649.713,POINT(-73.61802227486959 45.50570751815238)
19169,Limite ville,295614.508,5040626.144,POINT(-73.61754775058208 45.50549592262551)
19170,Limite ville privée,295622.335,5038911.912,POINT(-73.6174155247966 45.490070647641964)
19172,,297891.971,5053189.334,POINT(-73.58858031514077 45.61856987576412)
19173,,298245.876,5044150.531,POINT(-73.58392101834201 45.537239428322714)
19174,,301860.466,5042985.634,POINT(-73.53763172449897 45.526781862526555)
19175,Même id_voie,301946.125,5043026.147,POINT(-73.53653535973423 45.52714677031296)
19178,,298445.691,5044018.337,POINT(-73.58136081581452 45.53605174403456)
19179,Limite ville,296953.301,5039274.808,POINT(-73.60039348647084 45.49335237704681)
19180,Cul de sac,296984.231,5039196.604,POINT(-73.59999651127939 45.492649012322424)
19181,Limite ville,297204.409,5039124.997,POINT(-73.59717840677617 45.49200709111837)
19182,,297159.484,5039051.377,POINT(-73.59775203283778 45.49134413590513)
19183,,303943.110,5056533.970,POINT(-73.51099362402829 45.64869947306227)
19184,,303958.350,5056575.176,POINT(-73.51079817096154 45.64907027151279)
19187,,304223.504,5057362.112,POINT(-73.507397244997 45.65615154843849)
19188,,304273.672,5057505.484,POINT(-73.50675367022508 45.65744167276418)
19189,,292847.702,5045666.877,POINT(-73.65307773927317 45.55081232040332)
19190,Limite ville,297444.632,5039136.448,POINT(-73.59410515474983 45.49211270279723)
19193,,294010.497,5045183.189,POINT(-73.63817475485494 45.54647892354081)
19194,Limite ville,297783.293,5038979.765,POINT(-73.5897700666006 45.490706290617055)
19195,,295961.895,5046437.382,POINT(-73.6132070699914 45.557792066352455)
19196,,300863.443,5058498.431,POINT(-73.55052065232077 45.66636541954269)
19197,Change id_voie même ville,300990.961,5058591.909,POINT(-73.54888484668187 45.66720726337578)
19198,Limite ville,297852.825,5038949.689,POINT(-73.58888006628223 45.49043634918896)
19199,,297794.977,5038873.552,POINT(-73.58961906875776 45.48975065673772)
19200,,304186.010,5057051.489,POINT(-73.50787794774901 45.65335646785753)
19201,Boucle,298941.668,5051672.429,POINT(-73.57510205003707 45.604930028243444)
19202,Même id_voie,298900.563,5051729.312,POINT(-73.57562969178312 45.60544153069988)
19203,Limite ville MTQ,282891.931,5034404.104,POINT(-73.78008106758146 45.449224182902114)
19204,Même id_voie,302082.114,5042156.250,POINT(-73.5347896015128 45.51931963560177)
19205,,297914.354,5038693.235,POINT(-73.58808928648435 45.48812927268359)
19206,,298256.816,5038763.949,POINT(-73.58370905692804 45.48876888319536)
19208,,298305.241,5038696.038,POINT(-73.58308864253053 45.48815824218453)
19210,,287473.632,5040571.124,POINT(-73.72172489157933 45.50484612380901)
19211,,293511.496,5043283.809,POINT(-73.64452135442652 45.52937973601442)
19212,Change id_voie même ville,293439.498,5043311.641,POINT(-73.64544375310457 45.529629008481805)
19213,,293284.542,5042939.314,POINT(-73.64741883146385 45.52627613264407)
19214,Cul de sac,298991.501,5052968.474,POINT(-73.57447864436271 45.61659258622983)
19215,,298874.128,5053019.661,POINT(-73.57598426015099 45.61705219020339)
19216,Même id_voie,283126.313,5034355.247,POINT(-73.77708252205342 45.448791855402504)
19217,,294679.158,5045658.144,POINT(-73.62962145633601 45.5507627645218)
19218,,294756.585,5045700.576,POINT(-73.62863068773024 45.55114570623416)
19219,Change id_voie même ville,292979.040,5045895.737,POINT(-73.65140118053947 45.55287392086132)
19220,,294895.678,5042515.681,POINT(-73.62678484879632 45.52248887963182)
19221,,294885.011,5042519.068,POINT(-73.62692146484972 45.5225192055024)
19222,,295177.274,5042626.120,POINT(-73.62318232635701 45.52348659539985)
19223,,295111.922,5042651.618,POINT(-73.62401941176797 45.52371513081907)
19224,,295169.916,5042616.250,POINT(-73.62327632330741 45.5233976798084)
19225,,296174.149,5045233.857,POINT(-73.61046710053 45.54696500660685)
19226,,294813.609,5042761.068,POINT(-73.62784040931946 45.52469579312407)
19227,,294818.338,5042772.528,POINT(-73.62778010481432 45.52479898221778)
19229,,291015.338,5045267.181,POINT(-73.6765341789539 45.547181875037246)
19230,,290760.333,5045383.709,POINT(-73.67980324415956 45.54822533729546)
19231,,301044.846,5036390.698,POINT(-73.54802276488473 45.46743383378607)
19232,,294278.196,5042994.677,POINT(-73.63469947571194 45.52679001773865)
19233,Limite arrondissement,295312.008,5043473.382,POINT(-73.62147398367922 45.531112420597076)
19234,,305391.289,5055543.992,POINT(-73.49241515383487 45.63979172339964)
19235,,305376.869,5055478.050,POINT(-73.49260020659929 45.63919837528342)
19236,Change id_voie même ville,305449.312,5055826.454,POINT(-73.49167047870759 45.64233332446084)
19237,,293323.151,5043573.215,POINT(-73.64693941375732 45.53198084269845)
19238,Limite ville MTQ,301042.907,5053958.799,POINT(-73.54818242549462 45.62551789435734)
19239,Change id_voie même ville,289800.315,5044915.193,POINT(-73.69208357905104 45.54398947113609)
19240,,296044.406,5045315.923,POINT(-73.61213012138829 45.54770184578103)
19241,,295824.458,5045454.893,POINT(-73.61494946901948 45.54894954552627)
19242,,293327.714,5043584.257,POINT(-73.64688125708203 45.53208027360789)
19243,,293294.498,5043598.127,POINT(-73.64730685063434 45.53220453295764)
19244,,298774.108,5051807.781,POINT(-73.57725178733949 45.60614653332353)
19245,,298539.243,5051829.769,POINT(-73.58026303844744 45.60634231126165)
19246,,300888.360,5053735.711,POINT(-73.55016260751212 45.6235096397157)
19247,Limite ville MTQ,301030.716,5053966.320,POINT(-73.54833882561715 45.625585501774644)
19248,Même id_voie,295226.990,5043335.584,POINT(-73.62255976538141 45.52987129702726)
19250,,291882.477,5045313.333,POINT(-73.66543037279179 45.54761378717209)
19251,,304399.255,5056592.239,POINT(-73.50514147790028 45.64922420240059)
19252,,293563.506,5044301.295,POINT(-73.64387884216168 45.53853627460902)
19253,,305727.414,5055517.412,POINT(-73.48810351190704 45.63955218324912)
19254,,304575.290,5056320.033,POINT(-73.50288286213615 45.64677491361739)
19255,,298964.474,5051565.848,POINT(-73.5748084055191 45.60397117899765)
19256,Cul de sac,299023.592,5051661.346,POINT(-73.57405168264015 45.60483098926208)
19257,Passage,295643.933,5043228.306,POINT(-73.61721980574312 45.52891157539845)
19258,,286128.525,5034195.152,POINT(-73.73869568379772 45.44743790398485)
19261,,300032.750,5050449.167,POINT(-73.56110276865965 45.5939311243472)
19262,Limite ville,300051.193,5050488.035,POINT(-73.56086675936392 45.5942809957281)
19263,,304359.846,5056442.037,POINT(-73.50564695164624 45.6478726308898)
19264,,305314.965,5057049.000,POINT(-73.49339261577732 45.65333415167995)
19265,Change id_voie même ville,305310.179,5056980.926,POINT(-73.49345410184795 45.65272161493098)
19266,,298809.250,5051875.905,POINT(-73.57680211145995 45.60675982972287)
19267,,298735.367,5052009.730,POINT(-73.57775095253994 45.6079633866032)
19268,Limite ville,301159.823,5050421.709,POINT(-73.54665665607341 45.59369086274868)
19269,,302533.223,5040631.028,POINT(-73.52900824591323 45.5055966689217)
19270,,305609.835,5055348.077,POINT(-73.48961204884115 45.63802861755688)
19271,,305499.394,5055372.629,POINT(-73.49102866722359 45.63824966179628)
19272,,305587.415,5055794.157,POINT(-73.4898989144169 45.64204256636844)
19273,Même id_voie,302592.625,5040462.157,POINT(-73.52824731075826 45.504077286182024)
19274,Même id_voie,302531.109,5040466.350,POINT(-73.52903453728712 45.5041148192136)
19275,,305244.986,5056986.821,POINT(-73.49429056020477 45.652774698746626)
19277,Même id_voie,299315.813,5051985.500,POINT(-73.5703091475514 45.60775017703666)
19278,,292031.694,5044019.463,POINT(-73.6634856616577 45.53597386643334)
19280,Limite ville MTQ,301262.626,5050643.111,POINT(-73.54534061598011 45.59568362674626)
19281,,295322.848,5044024.005,POINT(-73.62134585380042 45.53606727594138)
19283,,302587.807,5040971.195,POINT(-73.52831126170545 45.508657810622715)
19284,,299276.296,5051972.705,POINT(-73.57081562370523 45.607634731405525)
19285,Change id_voie même ville,290639.402,5043829.639,POINT(-73.6813070235698 45.53423886265342)
19286,,290507.592,5043917.967,POINT(-73.68299723891415 45.53503097650242)
19287,,304116.118,5056733.999,POINT(-73.50877426790328 45.65049956569695)
19288,,304137.396,5056831.875,POINT(-73.508501402483 45.651380293785856)
19289,,303345.232,5056415.739,POINT(-73.51866385334698 45.64763461189338)
19290,,303415.832,5056741.172,POINT(-73.517759022736 45.65056306776171)
19293,,290564.166,5043676.105,POINT(-73.68226585244084 45.53285577911089)
19294,,298994.524,5042861.378,POINT(-73.57431983319594 45.525645780429834)
19295,Change id_voie même ville,304045.384,5057701.180,POINT(-73.50968329129647 45.659202370748034)
19296,,304033.559,5057634.282,POINT(-73.50983492522988 45.658600397303644)
19297,,295251.788,5044053.496,POINT(-73.62225628123937 45.53633167614815)
19298,,305905.074,5061043.485,POINT(-73.4858120068474 45.68927649332706)
19299,,306007.585,5061177.666,POINT(-73.48449553939759 45.69048370096551)
19300,,306107.256,5061318.833,POINT(-73.48321546069234 45.6917537594789)
19301,,306141.787,5061395.648,POINT(-73.48277188703781 45.692444884897)
19302,,306214.705,5061971.039,POINT(-73.48183396717495 45.697622180632244)
19303,,306256.412,5062124.845,POINT(-73.4812979519693 45.69900605919682)
19304,,304950.847,5058096.587,POINT(-73.49806419692396 45.66276070822798)
19305,,304747.782,5058074.145,POINT(-73.50067010548199 45.66255878555845)
19306,,305003.097,5059457.314,POINT(-73.49739311006253 45.67500474487368)
19307,Change id_voie même ville,305021.300,5059519.362,POINT(-73.49715943376813 45.6755630569951)
19308,Limite ville,301739.464,5051779.727,POINT(-73.53923583459786 45.60591347489688)
19309,,304836.514,5057598.923,POINT(-73.49953145717848 45.65828265286401)
19310,,301597.577,5051902.492,POINT(-73.54105562032395 45.607017507605846)
19311,Limite ville,301570.451,5051917.968,POINT(-73.54140348272314 45.60715663922163)
19312,Limite ville,301552.260,5052032.643,POINT(-73.541637458452 45.60818843019557)
19313,Limite ville,301436.151,5052234.406,POINT(-73.54312741792117 45.610003393871494)
19314,,299534.186,5043296.292,POINT(-73.5674159339597 45.52956358991432)
19315,,299372.773,5043404.823,POINT(-73.5694836355958 45.53053895493421)
19316,,301473.387,5052129.248,POINT(-73.54264930358289 45.60905733414825)
19317,Limite ville,301509.853,5052207.202,POINT(-73.54218230612466 45.60975895737992)
19318,,304478.702,5058379.384,POINT(-73.50412336349008 45.66530531019492)
19319,Change id_voie même ville,301242.770,5052498.595,POINT(-73.54560865352462 45.61237967132827)
19321,,299803.191,5050672.807,POINT(-73.56404735823605 45.59594188788608)
19323,,305698.581,5061411.557,POINT(-73.48846247976513 45.692588752542086)
19324,,287426.665,5034058.582,POINT(-73.72209559508143 45.446242456255796)
19326,,295674.731,5054022.934,POINT(-73.61702710538636 45.62604520929892)
19329,,295682.838,5054012.553,POINT(-73.6169229532405 45.62595190885281)
19334,Limite ville MTQ,287420.212,5034313.137,POINT(-73.72218708634794 45.44853289819846)
19335,,296194.534,5053299.965,POINT(-73.61034814160875 45.61954641072682)
19336,Limite ville,296225.811,5053323.157,POINT(-73.60994748434192 45.61975548435035)
19337,,298488.632,5048362.169,POINT(-73.5808670442434 45.57513940616002)
19338,,296201.940,5053290.343,POINT(-73.61025300474296 45.6194599214555)
19339,Limite ville,296233.164,5053313.322,POINT(-73.60985302361529 45.61966707747198)
19340,,306213.343,5062126.291,POINT(-73.48185100449467 45.69901915967145)
19341,,306221.688,5062356.095,POINT(-73.48174317186682 45.70108694613355)
19342,Change id_voie même ville,305166.579,5057904.776,POINT(-73.49529587627964 45.661034678082)
19343,Limite ville,303986.594,5052373.003,POINT(-73.51042879234103 45.611258190295445)
19344,,296936.832,5052097.011,POINT(-73.60081025226016 45.608730738849545)
19345,Limite ville,296745.027,5052355.643,POINT(-73.60327356750302 45.61105577693429)
19346,,305668.996,5056811.634,POINT(-73.48885056417198 45.651197933567275)
19347,,305570.900,5057080.973,POINT(-73.49010873372771 45.65362161398591)
19348,,305529.457,5057199.914,POINT(-73.49064030241816 45.654691912629325)
19349,Limite ville,2990280000,5049115.872,POINT(-73.57396507591798 45.581926137429264)
