NODENUM,TYPE_NOEUD,X,Y,GEOMETRY
671,Même id_voie,292612.594,5042764.921,POINT(-73.65601662030329 45.524695456375674)
672,,301719.209,5038668.420,POINT(-73.53941296689594 45.48793314208341)
673,,289512.078,5036371.480,POINT(-73.69550836935669 45.46710368211297)
675,,289180.827,5036515.241,POINT(-73.6997490896725 45.468389976593656)
678,Même id_voie,275843.633,5040726.393,POINT(-73.87056022111231 45.50585744411589)
679,,275814.548,5040559.859,POINT(-73.87092257826042 45.50435772351392)
680,,277039.980,5035258.457,POINT(-73.85494155948382 45.456704002916105)
681,,276973.168,5035229.060,POINT(-73.85579413901354 45.45643681686966)
682,Même id_voie,298070.990,5049101.303,POINT(-73.58622843072061 45.581786442792016)
683,,297980.240,5049287.398,POINT(-73.58739393699034 45.58346009659031)
684,Même id_voie,291540.451,5040737.653,POINT(-73.66968672605283 45.50643377718172)
687,Même id_voie,291532.133,5040727.874,POINT(-73.66979290577207 45.50634562267689)
688,,288569.347,5037085.393,POINT(-73.70758791307726 45.47350650241001)
689,,288564.230,5037060.774,POINT(-73.70765254483223 45.47328485140482)
690,,274321.455,5034024.999,POINT(-73.88962360862293 45.445491670777656)
691,,302743.929,5049766.320,POINT(-73.52635019189404 45.587799970100896)
693,Même id_voie MTQ,290572.557,5043267.389,POINT(-73.6821465457562 45.52917818476403)
698,,303060.394,5050298.341,POINT(-73.52229633590795 45.59258811374494)
699,,288521.074,5037102.868,POINT(-73.70820589331458 45.47366262607566)
700,,297704.973,5049275.840,POINT(-73.59092125936152 45.58335334128767)
701,,297957.334,5049378.726,POINT(-73.58768875210082 45.58428166764913)
703,,300209.080,5052563.335,POINT(-73.55886260521964 45.61295615823414)
706,,296536.061,5037002.081,POINT(-73.60569354812584 45.47289654845607)
711,,296445.222,5036797.869,POINT(-73.60685187450527 45.47105787417962)
712,,278849.188,5041317.493,POINT(-73.83212952145861 45.51129461648428)
713,Même id_voie,279065.892,5041243.076,POINT(-73.8293521923012 45.51063302248226)
720,,278945.730,5041456.673,POINT(-73.83090129571225 45.512550580902094)
721,Même id_voie,293479.755,5033301.887,POINT(-73.64469758494731 45.43955758286609)
722,Même id_voie,293454.660,5033289.264,POINT(-73.64501806661988 45.43944359023098)
724,Limite ville,282779.435,5034768.388,POINT(-73.78153554984331 45.452498622064)
725,,272198.066,5039961.986,POINT(-73.91716126281109 45.49881829802849)
726,,299918.525,5040252.268,POINT(-73.56246509903139 45.50217502826661)
733,,304752.122,5056355.266,POINT(-73.50061424182314 45.64709198583607)
734,,304809.736,5056517.473,POINT(-73.4998750905696 45.64855155864117)
735,Même id_voie,281579.062,5039762.541,POINT(-73.79711832704751 45.49739891832987)
736,Même id_voie,281611.834,5039721.772,POINT(-73.79669707883124 45.497033160289305)
737,,276761.986,5034739.679,POINT(-73.85846636376132 45.45202476383602)
738,,276725.656,50347570000,POINT(-73.8589318227618 45.45217916541801)
739,,278851.977,5040978.351,POINT(-73.83207587595862 45.508243025319516)
740,,278493.092,5040934.053,POINT(-73.83666633717554 45.50783098233617)
741,Limite ville,299181.475,5050854.251,POINT(-73.5720183799872 45.597569825212744)
746,,298915.968,5050990.092,POINT(-73.57542328938334 45.59878996330091)
747,,274402.219,5036506.500,POINT(-73.88874458152462 45.46782447208534)
748,Même id_voie,274425.516,5036406.721,POINT(-73.88844048598506 45.4669276462963)
749,,276861.219,5036910.297,POINT(-73.85732105406272 45.471560650377775)
750,,276902.206,5036851.563,POINT(-73.85679353155503 45.47103378288281)
751,,273632.260,5033251.860,POINT(-73.89838478372126 45.43850433802802)
752,,273433.264,5033239.543,POINT(-73.90092749125986 45.43838460734408)
753,,270092.987,5029997.506,POINT(-73.94339303240493 45.40905399620399)
756,Pont MTQ,269230.749,5029539.972,POINT(-73.95437504163966 45.404893678540226)
757,,285104.399,5038353.800,POINT(-73.7519546119923 45.484830979776206)
758,Même id_voie,284778.698,5038118.160,POINT(-73.7561114700248 45.4827013377366)
759,,297688.059,5052464.745,POINT(-73.59118447271292 45.61204779385687)
761,Même id_voie privée,272622.125,5038338.278,POINT(-73.91162887668528 45.48422750930504)
762,Cul de sac privée,272444.125,5038256.500,POINT(-73.9139004570289 45.483483424474706)
763,,297028.805,5052622.440,POINT(-73.59963947968592 45.61345971251336)
764,,297070.762,5052566.442,POINT(-73.5991006353994 45.612956296863175)
766,,281938.779,5037765.638,POINT(-73.79242270891594 45.479441999099976)
768,Limite ville,281915.384,5037813.703,POINT(-73.79272419512417 45.47987373471557)
769,,295221.502,5046033.051,POINT(-73.62268280751104 45.554143972336135)
775,,294214.532,5045447.492,POINT(-73.63556752414358 45.5488603409826)
776,,273288.045,5040579.230,POINT(-73.90325433707474 45.504422469717554)
777,Même id_voie,273095.537,5040602.578,POINT(-73.90571927999261 45.50462383378835)
778,,300396.596,5040913.480,POINT(-73.55635347092364 45.508128074710676)
782,Même id_voie MTQ,300268.051,5040898.527,POINT(-73.55799841305434 45.507992697962386)
783,Même id_voie MTQ,282738.402,5034375.188,POINT(-73.782042519937 45.44895915547035)
787,,282861.781,5034496.300,POINT(-73.78047062367757 45.450052854255)
788,,276062.908,5033231.058,POINT(-73.86731579162412 45.43842128981449)
789,,275834.200,5033386.137,POINT(-73.87024819329453 45.4398073057622)
790,,298049.910,5050651.902,POINT(-73.58651999218296 45.595738969310304)
791,,297868.063,5050649.632,POINT(-73.58885080030721 45.59571675417336)
792,,269493.277,5029922.451,POINT(-73.951048903443 45.408348634129986)
793,,269501.517,5030263.668,POINT(-73.9509680740442 45.4114194199178)
794,Même id_voie,290455.806,5043352.061,POINT(-73.68364371973755 45.52993769928085)
795,,290452.578,5043280.107,POINT(-73.68368293900642 45.529290166142395)
796,,276232.414,5040426.294,POINT(-73.86556753457158 45.50317310844245)
797,,276286.837,5040507.365,POINT(-73.86487583402102 45.50390483482654)
798,Change id_voie même ville,292013.242,5033885.973,POINT(-73.66345794804637 45.44478819430645)
799,Cul de sac,291582.060,5034153.697,POINT(-73.66897707882724 45.44718928313423)
800,,280903.270,5041634.208,POINT(-73.80585633328795 45.51421791823892)
801,Cul de sac,280632.721,5041819.371,POINT(-73.80932820133681 45.515874747629454)
802,,282497.051,5039385.044,POINT(-73.78535538982193 45.494032021558205)
803,,282536.093,5039326.868,POINT(-73.78485322979523 45.493509781488015)
807,,290032.337,5043390.619,POINT(-73.68906637898925 45.5302758128268)
808,Voie ferrée privée,303467.872,5047912.006,POINT(-73.51706723223027 45.5711160395107)
810,Même id_voie,295237.362,5034493.745,POINT(-73.62225473047218 45.450308772345316)
811,Même id_voie,295212.782,5034452.531,POINT(-73.62256817676872 45.44993757504639)
812,,289006.952,5036619.783,POINT(-73.70197607269557 45.469326780216655)
813,,288427.750,50369350000,POINT(-73.70939389635855 45.472149897856404)
814,,273021.447,5030312.067,POINT(-73.90600230030465 45.41202362403877)
815,,272587.073,5030111.254,POINT(-73.91153858927645 45.410196779553466)
820,Limite ville MTQ,288545.897,5037076.837,POINT(-73.70788755619594 45.473428967620286)
822,,288114.337,5036618.537,POINT(-73.7133915372124 45.4692948130286)
824,,284153.278,5038765.506,POINT(-73.76413894811904 45.48850817394541)
825,Même id_voie,274632.049,5033733.994,POINT(-73.88563537386285 45.442886595984575)
826,Même id_voie,274594.144,5033709.314,POINT(-73.88611837946097 45.442662876773994)
827,,297306.666,5051468.187,POINT(-73.59605912133819 45.60307650613202)
828,,297104.513,5051523.703,POINT(-73.59865145184804 45.60357384590892)
829,,301920.033,5059500.002,POINT(-73.53696660990624 45.67538290740979)
830,Viaduc MTQ,297375.543,5036164.144,POINT(-73.59494415889623 45.465365823878884)
835,Même id_voie,271121.170,5033333.684,POINT(-73.9304861473711 45.43912415859492)
836,,271333.424,5033426.697,POINT(-73.92777950017583 45.439971314952)
837,Change id_voie même ville,291609.158,5043303.558,POINT(-73.6688765171154 45.52952403604992)
838,,291401.264,5043592.532,POINT(-73.67154599027145 45.532120360345395)
839,Limite ville,295071.271,5042180.805,POINT(-73.62453045068187 45.51947801326389)
842,Limite ville,295081.706,5042201.396,POINT(-73.62439727980595 45.519663445633654)
843,,293508.008,5046797.313,POINT(-73.6446470665901 45.56099536642627)
844,Même id_voie,293469.715,5047018.500,POINT(-73.64514270738754 45.56298505169344)
845,,295706.381,5039905.961,POINT(-73.61635869428623 45.499016623310766)
847,,275569.114,5039795.678,POINT(-73.87401776226343 45.497471196659745)
848,,275344.224,5039853.999,POINT(-73.87689873440398 45.49798652533556)
849,,275207.095,5032890.191,POINT(-73.87823401454465 45.4353183483473)
850,,275410.121,5033026.818,POINT(-73.87564730243837 45.43655632972026)
851,,301331.535,5038939.134,POINT(-73.54437444301279 45.49036732947599)
852,,301444.134,5040527.313,POINT(-73.5429447493768 45.50465900784099)
856,Même id_voie,274799.941,5039761.423,POINT(-73.88385724610802 45.497130309707)
857,,274698.105,5039747.156,POINT(-73.88515935050208 45.49699755150275)
858,,293223.205,5043571.932,POINT(-73.64821900452017 45.53196764037906)
862,Même id_voie,293045.981,5043287.680,POINT(-73.65048119443138 45.52940687324728)
863,Change id_voie même ville,286794.860,5041906.976,POINT(-73.73046009667542 45.516849389339434)
864,,286667.486,5042020.774,POINT(-73.73209463167521 45.517870081153625)
865,,274843.090,5039480.690,POINT(-73.8832880166126 45.49460606502002)
866,,274734.560,5039608.849,POINT(-73.8846844396085 45.4957546026881)
867,Même id_voie,270775.260,5031448.303,POINT(-73.93477720304277 45.42214221791756)
868,Même id_voie,270879.860,5031407.902,POINT(-73.93343785557589 45.42178375658741)
876,,293119.692,5043408.256,POINT(-73.6495403854326 45.5304930983731)
877,,303464.620,5049743.557,POINT(-73.51711389945099 45.58759689893653)
882,,302621.040,5050130.253,POINT(-73.52792673633499 45.59107437155858)
883,,274845.761,5039918.728,POINT(-73.88328058202951 45.498547750226564)
887,,273449.375,5041039.198,POINT(-73.90121927144585 45.5085686248994)
888,Même id_voie,292688.453,5037196.930,POINT(-73.65490806660311 45.47459375352436)
889,Même id_voie,292695.755,50371550000,POINT(-73.65481364044768 45.47421657543787)
890,,275098.264,5033152.316,POINT(-73.8796407939821 45.43767242500422)
891,,275001.555,5032980.629,POINT(-73.8808664857168 45.436123412733885)
892,Même id_voie privée,270334.451,5029888.197,POINT(-73.94030070357293 45.408082332238855)
893,Même id_voie privée,270107.986,5029742.713,POINT(-73.94318349643575 45.406762036968544)
896,,293871.631,5042444.132,POINT(-73.6398920023455 45.52182975368932)
897,,293799.119,5042493.647,POINT(-73.6408213235883 45.52227416764542)
898,,301939.547,5041470.008,POINT(-73.53661048320956 45.51314397983546)
900,MTQ,293032.390,5033353.896,POINT(-73.65041711857815 45.44001820230991)
903,Même id_voie MTQ,292793.529,5033619.124,POINT(-73.65347677127556 45.44240079398616)
904,,280137.963,5033660.953,POINT(-73.8152510809642 45.442445273272725)
905,,280043.652,5033621.456,POINT(-73.81645464142503 45.44208652696487)
906,,300354.667,5052671.277,POINT(-73.55699694238461 45.61392839399591)
907,,300366.624,5052582.501,POINT(-73.55684282579679 45.61312964164961)
908,,305376.873,5056503.291,POINT(-73.49259894064194 45.64842370650525)
909,,305145.728,5056445.854,POINT(-73.49556448312693 45.647907030479956)
910,Même id_voie MTQ,303038.748,5049402.926,POINT(-73.52257054081383 45.584530851607724)
911,Même id_voie MTQ,303112.930,5049804.074,POINT(-73.52162128018809 45.588140684654704)
912,Même id_voie,278440.554,5040361.466,POINT(-73.83730791609453 45.502676701069284)
913,Même id_voie,278417.569,5040343.179,POINT(-73.8376010574624 45.50251128365036)
917,Même id_voie,291485.547,5040395.797,POINT(-73.67038006737937 45.50335657854987)
922,,291660.113,5040368.339,POINT(-73.6681454859047 45.50311281076109)
924,,291583.857,5040627.223,POINT(-73.66912827223473 45.5054409091661)
925,,295815.035,5040496.753,POINT(-73.61497921993123 45.50433422221152)
926,,295895.207,5040354.324,POINT(-73.61395068756623 45.503053615533595)
927,,295819.213,5040502.786,POINT(-73.6149258652741 45.50438856342209)
928,,295901.166,5040358.029,POINT(-73.61387450024966 45.5030870306936)
929,MTQ,286712.129,5038571.401,POINT(-73.73139603010719 45.48683254938344)
930,,286072.101,5038906.446,POINT(-73.73959654458191 45.489830530361225)
931,Passage MTQ,286716.272,5038975.775,POINT(-73.7313579256277 45.490471367467954)
932,,285862.168,5039388.505,POINT(-73.74230090907996 45.49416260542698)
933,,277715.027,5032492.551,POINT(-73.84615827918161 45.431841877450914)
934,,277814.542,5032606.270,POINT(-73.84489268801413 45.43286901197149)
935,,295586.541,5040360.257,POINT(-73.6179006486233 45.50310299195828)
941,,275228.265,5032379.851,POINT(-73.87793278662551 45.43072702593227)
942,Même id_voie,275164.367,5032511.913,POINT(-73.87875735368537 45.43191266726184)
943,Même id_voie,293063.312,5043286.433,POINT(-73.65025928465575 45.52939594436623)
945,,282616.394,5034182.658,POINT(-73.7835936083629 45.44722283022894)
946,,282258.955,5034267.918,POINT(-73.78816693132546 45.447978598044756)
947,,279368.393,5037270.887,POINT(-73.82527493906859 45.474901162556534)
948,,279193.493,5037385.084,POINT(-73.82751786002915 45.47592235616551)
949,Même id_voie MTQ,285907.828,5039301.389,POINT(-73.74171336406265 45.49337994538831)
952,,288869.127,5038983.646,POINT(-73.70381537133271 45.49059465790128)
953,,285801.834,5038265.322,POINT(-73.74302938199686 45.484054151650334)
954,,285337.615,5038638.914,POINT(-73.74898254298424 45.48740308305646)
955,,294973.556,5041659.598,POINT(-73.62577077608375 45.51478662030664)
956,,294705.851,5041446.692,POINT(-73.62919279364748 45.51286697995017)
957,,293215.351,5042349.952,POINT(-73.64829066089445 45.520971686652864)
958,,293210.729,5042601.767,POINT(-73.64835578706871 45.523237535912244)
959,Même id_voie,293356.255,5042486.918,POINT(-73.64649021712043 45.52220649015501)
960,,290286.924,5041186.586,POINT(-73.68574172016334 45.51044848851758)
961,,290223.193,5041262.502,POINT(-73.68655961680656 45.51113027963732)
968,,281877.921,5034364.903,POINT(-73.79304256275148 45.448838915118806)
969,,289972.165,5039404.331,POINT(-73.68971618527615 45.494404456372514)
972,,288301.237,5038786.253,POINT(-73.71107412239344 45.48880524426041)
973,,296527.929,5036820.989,POINT(-73.60579450518978 45.47126690235315)
984,,279487.213,5040730.527,POINT(-73.82393364190038 45.50603638355105)
985,,279377.857,5040684.869,POINT(-73.8253307069167 45.50562156297723)
987,,269608.626,5030906.676,POINT(-73.94964562287778 45.417210788742395)
988,,288096.060,5038812.042,POINT(-73.71369988106996 45.48903242757258)
992,,287864.431,5038851.265,POINT(-73.71666452892276 45.489379784902106)
993,,293279.252,5043389.866,POINT(-73.64749714857794 45.5303302745162)
1000,,301034.475,5054000.796,POINT(-73.54829088909202 45.62589574163963)
1017,Change id_voie même ville,269333.408,5030261.962,POINT(-73.95311562378633 45.411395565630485)
1018,,269209.847,5030059.635,POINT(-73.95467955708519 45.409568697085184)
1020,,285034.972,5034515.297,POINT(-73.75268836859229 45.45028863699302)
1021,Même id_voie,289312.668,5042794.687,POINT(-73.69826120952807 45.524897792483934)
1022,Même id_voie,289268.149,5042796.360,POINT(-73.69883117377753 45.52491186245158)
1025,Même id_voie,273081.364,5040581.502,POINT(-73.90589928691243 45.50443354628011)
1026,,269245.096,5029759.071,POINT(-73.95420757307576 45.40686592614372)
1027,,269391.196,5029948.364,POINT(-73.95235482569115 45.40857664775153)
1028,,277769.174,5041406.690,POINT(-73.84595667346447 45.51205620930058)
1029,Même id_voie,289506.936,5039016.658,POINT(-73.69565649151491 45.49090598207121)
1030,,289133.193,5039049.333,POINT(-73.70043909840348 45.491191713365126)
1031,MTQ,298905.995,5037087.302,POINT(-73.57538379165864 45.473687431520126)
1035,Passage,283908.295,5038861.062,POINT(-73.76727711262662 45.489360730544234)
1036,Même id_voie MTQ,293057.250,5043102.952,POINT(-73.6503324951523 45.527744814376504)
1043,,292290.478,5043266.920,POINT(-73.66015297807002 45.52920691643133)
1046,Viaduc MTQ,300170.965,5036842.698,POINT(-73.55920264024905 45.47149590398679)
1047,Limite ville,300058.536,5036812.390,POINT(-73.56064024873461 45.47122242210708)
1048,,291910.294,5040405.255,POINT(-73.66494501226155 45.50344966662152)
1054,,291693.156,5040309.717,POINT(-73.66772108433834 45.50258592865137)
1055,,290589.502,5039070.889,POINT(-73.68180799314196 45.491416856609625)
1056,,290045.389,5039388.830,POINT(-73.68877885274614 45.49426652438154)
1058,,305579.300,5061778.229,POINT(-73.48999342488258 45.6958882583945)
1059,,288735.600,5041531.753,POINT(-73.70560711182478 45.51352041636918)
1061,Tunnel MTQ,299911.576,5039698.986,POINT(-73.56254850813438 45.49719631015007)
1072,,289710.420,5039031.971,POINT(-73.69305364024197 45.491048202813865)
1073,,289795.275,5039334.234,POINT(-73.6919772658281 45.49376991471522)
1076,,297316.051,5048372.581,POINT(-73.59589136902412 45.575221473128444)
1077,Même id_voie,297271.825,5048591.387,POINT(-73.59646140409404 45.57718987847067)
1078,,288993.988,5036694.575,POINT(-73.70214427296179 45.46999949729119)
