CATEG,INCLUSIO,WKT 
Terrain structurant à transformer,Non,"POLYGON  (( 284584.76809999 5049625.26620000, 284584.61279999 5049625.95960000, 284571.91979999 5049683.61960000, 284570.66639999 5049687.65100000, 284568.75239999 5049691.41390000, 284566.23259999 5049694.80120000, 284563.17879999 5049697.71620000, 284559.67799999 5049700.07580000, 284555.83009999 5049701.81260000, 284551.74479999 5049702.87730000, 284547.53859999 5049703.23930000, 284543.33149999 5049702.88840000, 284512.95239999 5049697.75360000, 284500.02319999 5049695.56830000, 284488.55829999 5049693.63060000, 284489.97569999 5049687.19480000, 284500.02319999 5049641.57370000, 284508.05769999 5049605.09260000, 284514.58929999 5049575.42290000, 284592.90259999 5049588.30180000, 284584.76809999 5049625.26620000))"
Terrain structurant à transformer,Non,"POLYGON  (( 283021.25349999 5043636.15440000, 282989.75419999 5043682.72140000, 282965.48919999 5043664.90470000, 282963.09839999 5043663.16540000, 282943.37499999 5043648.69180000, 282913.14749999 5043626.53420000, 282923.36659999 5043612.12650000, 282978.35599999 5043625.61790000, 283000.02319999 5043630.93980000, 283021.25349999 5043636.15440000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286313.88209999 5048728.76790000, 286335.44649999 5048747.97780000, 286360.74969999 5048770.51320000, 286297.32159999 5048834.43400000, 286275.63759999 5048815.11760000, 286254.07309999 5048795.90780000, 286313.88209999 5048728.76790000))"
Terrain structurant à transformer,Non,"POLYGON  (( 293977.17959999 5055006.48160000, 293976.34109999 5055007.55020000, 293966.82979999 5055000.02320000, 293928.38969999 5054969.60250000, 293929.16959999 5054968.60870000, 293930.46829999 5054966.95380000, 293949.28369999 5054942.97820000, 293910.64299999 5054912.65960000, 293921.34979999 5054898.98020000, 293921.42239999 5054898.88980000, 293921.89489999 5054898.30940000, 293921.93189999 5054898.26520000, 293922.05199999 5054898.12810000, 293922.54049999 5054897.57260000, 293922.71119999 5054897.39190000, 293923.17479999 5054896.90350000, 293923.21209999 5054896.86640000, 293923.39959999 5054896.68300000, 293923.83409999 5054896.25880000, 293923.86959999 5054896.22590000, 293924.11599999 5054896.00250000, 293924.51699999 5054895.63940000, 293924.54669999 5054895.61390000, 293924.85919999 5054895.35130000, 293925.22289999 5054895.04630000, 293925.24279999 5054895.03040000, 293925.62819999 5054894.73070000, 293925.95069999 5054894.48020000, 293925.97379999 5054894.46310000, 293926.42159999 5054894.14170000, 293926.67579999 5054893.95880000, 293926.71429999 5054893.93220000, 293927.23799999 5054893.58510000, 293927.46809999 5054893.43310000, 293927.50419999 5054893.41070000, 293928.07629999 5054893.06200000, 293928.25539999 5054892.95330000, 293928.29989999 5054892.92790000, 293928.93499999 5054892.57300000, 293929.06029999 5054892.50350000, 293929.10479999 5054892.48030000, 293929.81269999 5054892.11880000, 293929.92109999 5054892.06560000, 293930.71809999 5054891.69670000, 293930.74889999 5054891.68330000, 293931.56859999 5054891.34080000, 293931.62129999 5054891.32030000, 293932.43199999 5054891.01720000, 293968.09909999 5054919.00270000, 294000.02319999 5054944.05130000, 294016.20759999 5054956.75010000, 294000.02319999 5054977.37310000, 293982.24799999 5055000.02320000, 293977.17959999 5055006.48160000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286332.85099999 5052604.67110000, 286331.56699999 5052606.41020000, 286320.70579999 5052621.12140000, 286311.43529999 5052633.67830000, 286309.84459999 5052635.83270000, 286298.98349999 5052650.54390000, 286290.26199999 5052662.35710000, 286288.12229999 5052665.25520000, 286279.40089999 5052677.06830000, 286277.26099999 5052679.96660000, 286268.53959999 5052691.77960000, 286267.96999999 5052692.55120000, 286266.39989999 5052694.67780000, 286257.67829999 5052706.49090000, 286255.53869999 5052709.38910000, 286251.13789999 5052715.34980000, 286246.99519999 5052720.96110000, 286245.85619999 5052722.50400000, 286244.67749999 5052724.10040000, 286241.65189999 5052728.19860000, 286238.78009999 5052732.08830000, 286235.95589999 5052735.91380000, 286232.84119999 5052740.13260000, 286223.37479999 5052752.95460000, 286220.80239999 5052756.43880000, 286191.19819999 5052729.33380000, 286203.73299999 5052712.25890000, 286213.41919999 5052699.06410000, 286214.55419999 5052697.51810000, 286225.37529999 5052682.77740000, 286235.63019999 5052668.80820000, 286236.19649999 5052668.03670000, 286247.01769999 5052653.29610000, 286257.89839999 5052638.47420000, 286278.93399999 5052609.81910000, 286294.70279999 5052588.33880000, 286296.54759999 5052585.80190000, 286296.85589999 5052585.37160000, 286298.37029999 5052583.24910000, 286299.05429999 5052582.27520000, 286300.17149999 5052580.68100000, 286300.46369999 5052580.25630000, 286332.85099999 5052604.67110000))"
Terrain structurant à transformer,Non,"POLYGON  (( 278218.05279999 5046546.18870000, 278309.25249999 5046593.95560000, 278186.87609999 5046761.96620000, 278164.01469999 5046666.91480000, 278161.52469999 5046656.56230000, 278122.78419999 5046633.87870000, 278179.04139999 5046559.68850000, 278197.45609999 5046535.40350000, 278218.05279999 5046546.18870000))"
Terrain structurant à transformer,Non,"POLYGON  (( 279977.02059999 5048192.13360000, 279959.99359999 5048216.44810000, 279956.88729999 5048214.27950000, 279948.14009999 5048208.17290000, 279939.84919999 5048202.38470000, 279939.39319999 5048202.06630000, 279928.14709999 5048194.21500000, 279919.71319999 5048188.32700000, 279914.40169999 5048184.61900000, 279901.15619999 5048175.37170000, 279899.57699999 5048174.26940000, 279887.26099999 5048165.67100000, 279879.44079999 5048160.21160000, 279873.26569999 5048155.90060000, 279859.77019999 5048146.47900000, 279859.30469999 5048146.15390000, 279845.35999999 5048136.41860000, 279846.11939999 5048135.30810000, 279838.55219999 5048132.95890000, 279826.20239999 5048129.12500000, 279826.43249999 5048128.78810000, 279816.16099999 5048122.10410000, 279811.10189999 5048118.81210000, 279795.99569999 5048108.50720000, 279816.04499999 5048078.95820000, 279833.18459999 5048091.41830000, 279836.18049999 5048093.51610000, 279856.30509999 5048107.60760000, 279876.42969999 5048121.69900000, 279896.54629999 5048135.78480000, 279916.66289999 5048149.87050000, 279936.77929999 5048163.95620000, 279956.89589999 5048178.04200000, 279977.02059999 5048192.13360000))"
Terrain structurant à transformer,Non,"POLYGON  (( 284460.80339999 5044229.67350000, 284459.95539999 5044232.60080000, 284448.24579999 5044229.20880000, 284436.53649999 5044225.81690000, 284434.37019999 5044225.18940000, 284424.82699999 5044222.42510000, 284417.97699999 5044220.44070000, 284413.11749999 5044219.03310000, 284401.58369999 5044215.69200000, 284401.40799999 5044215.64130000, 284389.69859999 5044212.24930000, 284385.19049999 5044210.94350000, 284377.98909999 5044208.85720000, 284368.79719999 5044206.19470000, 284366.27969999 5044205.46550000, 284354.38869999 5044202.02090000, 284352.40399999 5044201.44600000, 284342.50069999 5044198.57740000, 284336.01069999 5044196.69730000, 284330.60969999 5044195.13280000, 284319.61749999 5044191.94860000, 284318.71879999 5044191.68830000, 284306.83069999 5044188.24470000, 284294.93969999 5044184.80020000, 284283.04869999 5044181.35570000, 284271.16069999 5044177.91210000, 284269.32769999 5044177.38110000, 284274.52399999 5044163.57510000, 284277.48229999 5044156.08900000, 284281.43179999 5044146.09470000, 284292.34869999 5044149.25090000, 284304.24139999 5044152.68930000, 284316.13399999 5044156.12760000, 284328.02399999 5044159.56520000, 284339.91669999 5044163.00350000, 284351.80939999 5044166.44190000, 284363.69919999 5044169.87930000, 284375.59199999 5044173.31780000, 284387.30309999 5044176.70370000, 284399.01439999 5044180.08960000, 284410.72549999 5044183.47550000, 284422.43689999 5044186.86140000, 284434.14799999 5044190.24730000, 284445.85919999 5044193.63310000, 284457.57039999 5044197.01900000, 284469.28169999 5044200.40490000, 284469.70039999 5044200.52600000, 284460.80339999 5044229.67350000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286572.85429999 5044276.48940000, 286531.62069999 5044338.72660000, 286519.34209999 5044356.71270000, 286516.39969999 5044357.58540000, 286464.61769999 5044336.71640000, 286414.96029999 5044318.41740000, 286428.39049999 5044323.20030000, 286429.42449999 5044320.33340000, 286443.76279999 5044319.10210000, 286458.02489999 5044317.18010000, 286472.17769999 5044314.57180000, 286486.18799999 5044311.28340000, 286500.02319999 5044307.32250000, 286512.28659999 5044303.19690000, 286524.35939999 5044298.54300000, 286536.21889999 5044293.36950000, 286547.84259999 5044287.68610000, 286559.20869999 5044281.50350000, 286570.29569999 5044274.83350000, 286572.85429999 5044276.48940000))"
Terrain structurant à transformer,Non,"POLYGON  (( 287168.08619999 5048887.62150000, 287122.86129999 5048943.12930000, 287084.48539999 5048990.71370000, 287031.39649999 5048947.89840000, 287040.46009999 5048936.45140000, 287114.90339999 5048844.67200000, 287168.08619999 5048887.62150000))"
Terrain structurant à transformer,Non,"POLYGON  (( 288266.96999999 5048691.05370000, 288241.95209999 5048722.54190000, 288217.11569999 5048699.76480000, 288226.31539999 5048687.75160000, 288235.64689999 5048675.56630000, 288202.52779999 5048650.16700000, 288208.63329999 5048635.64360000, 288234.63319999 5048602.69570000, 288235.31209999 5048601.95140000, 288236.10429999 5048601.32920000, 288236.98819999 5048600.84580000, 288237.93959999 5048600.51470000, 288238.93249999 5048600.34470000, 288239.93989999 5048600.34060000, 288240.93419999 5048600.50240000, 288241.88829999 5048600.82580000, 288242.77599999 5048601.30190000, 288243.57329999 5048601.91770000, 288261.88699999 5048620.05470000, 288279.79029999 5048638.59690000, 288297.27429999 5048657.53490000, 288266.96999999 5048691.05370000))"
Terrain structurant à transformer,Non,"POLYGON  (( 282819.88219999 5043600.09250000, 282794.26349999 5043593.74820000, 282748.94699999 5043646.27070000, 282606.88609999 5043585.08210000, 282633.00809999 5043547.97190000, 282766.02329999 5043580.70700000, 282821.31329999 5043594.31380000, 282819.88219999 5043600.09250000))"
Terrain structurant à transformer,Non,"POLYGON  (( 288227.54799999 5050259.17360000, 288210.11959999 5050249.36660000, 288149.18929999 5050357.64780000, 288072.55139999 5050314.56420000, 288102.54419999 5050263.36820000, 288114.04689999 5050269.24900000, 288139.37219999 5050221.70070000, 288193.40889999 5050222.52470000, 288213.62259999 5050215.47440000, 288219.57359999 5050213.63750000, 288225.64179999 5050212.23590000, 288231.79559999 5050211.27690000, 288234.72149999 5050217.10290000, 288235.88339999 5050217.00570000, 288243.50399999 5050216.78930000, 288251.11049999 5050217.29980000, 288227.54799999 5050259.17360000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286220.80239999 5052756.43880000, 286210.19529999 5052770.80590000, 286199.78549999 5052784.90590000, 286190.55849999 5052797.03350000, 286181.25119999 5052809.10160000, 286173.31119999 5052820.05030000, 286165.39329999 5052830.96850000, 286155.29909999 5052844.88780000, 286123.37949999 5052821.71740000, 286149.71699999 5052785.84000000, 286167.75229999 5052761.27210000, 286191.19819999 5052729.33380000, 286220.80239999 5052756.43880000))"
Terrain structurant à transformer,Non,"POLYGON  (( 289722.58459999 5047805.74530000, 289716.92709999 5047813.17280000, 289706.95949999 5047826.25900000, 289681.81279999 5047807.10530000, 289686.24439999 5047801.48310000, 289656.54489999 5047778.47400000, 289666.81189999 5047765.22180000, 289696.62229999 5047788.31700000, 289697.88779999 5047786.71150000, 289722.58459999 5047805.74530000))"
Terrain structurant à transformer,Non,"POLYGON  (( 281859.88719999 5048768.96530000, 281880.34009999 5048765.03140000, 281899.84689999 5048761.23060000, 281929.64359999 5048767.64820000, 281927.17709999 5048795.91350000, 281915.02819999 5048795.27070000, 281902.86579999 5048794.98330000, 281890.69609999 5048795.05160000, 281878.53369999 5048795.47580000, 281867.63059999 5048796.15940000, 281856.74929999 5048797.12890000, 281859.88719999 5048768.96530000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285514.33749999 5050378.97880000, 285500.02319999 5050397.50320000, 285420.80339999 5050500.02320000, 285414.81839999 5050507.76860000, 285404.79469999 5050500.02320000, 285331.55819999 5050443.43340000, 285430.08809999 5050313.87960000, 285500.02319999 5050367.91820000, 285514.33749999 5050378.97880000))"
Terrain structurant à transformer,Non,"POLYGON  (( 289986.82419999 5047964.18310000, 289997.09339999 5047972.20340000, 289983.88909999 5047989.11030000, 289973.55369999 5047981.17450000, 289946.65749999 5047960.52270000, 289956.81659999 5047947.51500000, 289975.31349999 5047961.96110000, 289978.59659999 5047957.75740000, 289986.82419999 5047964.18310000))"
Terrain structurant à transformer,Oui,"POLYGON  (( 283966.65829999 5053015.37080000, 283947.75839999 5053110.13400000, 283947.26999999 5053112.86010000, 283939.31929999 5053152.61050000, 283966.56029999 5053015.13760000, 283966.65829999 5053015.37080000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285972.57479999 5051618.62980000, 285879.89679999 5051740.47500000, 285856.18169999 5051683.36580000, 285850.65889999 5051670.35380000, 285844.72719999 5051657.52300000, 285838.39249999 5051644.88630000, 285877.46209999 5051588.32920000, 285902.84169999 5051596.41450000, 285927.13879999 5051604.15510000, 285929.25379999 5051604.82880000, 285970.18939999 5051617.86980000, 285972.57479999 5051618.62980000))"
Terrain structurant à transformer,Non,"POLYGON  (( 290807.14419999 5046732.00840000, 290771.51889999 5046776.51220000, 290703.01989999 5046862.08230000, 290652.42339999 5046824.35220000, 290649.99219999 5046822.02730000, 290647.92849999 5046819.37080000, 290646.27699999 5046816.44010000, 290644.77659999 5046812.21660000, 290644.34389999 5046810.01500000, 290644.10419999 5046806.65960000, 290644.35959999 5046803.30530000, 290644.80249999 5046801.10570000, 290646.32259999 5046796.88920000, 290647.98779999 5046793.96630000, 290651.68779999 5046788.99000000, 290684.48709999 5046744.95760000, 290702.24109999 5046720.54170000, 290729.97199999 5046679.48040000, 290807.14419999 5046732.00840000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286291.06189999 5048708.44740000, 286231.25679999 5048775.58290000, 286174.35369999 5048724.90010000, 286234.16229999 5048657.76260000, 286237.02999999 5048660.31710000, 286291.06189999 5048708.44740000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286488.30539999 5044050.21220000, 286489.92789999 5044056.65190000, 286478.56139999 5044072.50320000, 286461.64519999 5044060.37320000, 286457.29899999 5044066.21150000, 286445.05609999 5044057.06620000, 286438.93799999 5044052.52490000, 286455.45989999 5044030.26680000, 286457.57699999 5044029.66900000, 286463.23909999 5044032.57010000, 286474.87799999 5044040.03400000, 286476.08439999 5044040.84710000, 286488.30539999 5044050.21220000))"
Terrain structurant à transformer,Non,"POLYGON  (( 292059.79699999 5050382.70080000, 292064.82549999 5050386.17430000, 292065.74799999 5050384.96120000, 292079.81979999 5050395.66210000, 292092.19329999 5050405.07160000, 292093.89159999 5050406.36310000, 292106.50769999 5050415.95700000, 292107.96339999 5050417.06400000, 292123.00569999 5050428.50290000, 292103.04299999 5050454.75410000, 292095.22079999 5050447.93590000, 292087.13179999 5050441.43640000, 292085.75729999 5050440.38400000, 292072.82089999 5050430.54640000, 292046.37559999 5050410.43600000, 292044.04719999 5050413.49780000, 292038.45949999 5050410.75980000, 292059.79699999 5050382.70080000))"
Terrain structurant à transformer,Non,"POLYGON  (( 281297.25779999 5042627.73570000, 281279.03729999 5042643.01440000, 281271.16859999 5042649.61260000, 281241.12749999 5042615.15150000, 281290.18509999 5042573.24060000, 281320.36559999 5042607.85960000, 281322.36339999 5042610.18220000, 281297.25779999 5042627.73570000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286033.54029999 5050494.71450000, 286029.39929999 5050500.02320000, 286000.02319999 5050537.68300000, 285981.96309999 5050560.83590000, 285939.75259999 5050528.22590000, 285933.73029999 5050523.57340000, 285952.09949999 5050500.02320000, 285986.12399999 5050456.40260000, 286000.02319999 5050467.63300000, 286033.54029999 5050494.71450000))"
Terrain structurant à transformer,Non,"POLYGON  (( 284930.13669999 5045187.25280000, 284910.88219999 5045210.77490000, 284874.28149999 5045259.51720000, 284837.67409999 5045308.25450000, 284805.21329999 5045283.49830000, 284857.86739999 5045208.66980000, 284894.83299999 5045160.20390000, 284929.97089999 5045187.00410000, 284930.13669999 5045187.25280000))"
Terrain structurant à transformer,Oui,"POLYGON  (( 282241.58519999 5046267.24060000, 282204.38929999 5046252.23690000, 282224.16489999 5046221.62740000, 282237.45139999 5046230.86990000, 282244.59609999 5046218.48540000, 282263.66069999 5046227.14740000, 282263.00209999 5046228.34340000, 282241.58519999 5046267.24060000))"
Terrain structurant à transformer,Oui,"POLYGON  (( 285127.97739999 5055352.83960000, 285103.59709999 5055348.96540000, 285079.44499999 5055345.12640000, 285071.65569999 5055343.88830000, 285047.82519999 5055340.10180000, 285038.94329999 5055338.68980000, 285032.91899999 5055337.73210000, 285026.89569999 5055336.77540000, 285018.91659999 5055335.50680000, 285009.88549999 5055334.07170000, 285003.86509999 5055333.11500000, 284997.84469999 5055332.15830000, 284988.81349999 5055330.72320000, 284979.78339999 5055329.28810000, 284973.76299999 5055328.33140000, 284970.27579999 5055327.77700000, 284970.11799999 5055327.75300000, 284970.05349999 5055327.74430000, 284969.89469999 5055327.72410000, 284969.73589999 5055327.70770000, 284969.57709999 5055327.69330000, 284969.41729999 5055327.68170000, 284969.25749999 5055327.67310000, 284969.09769999 5055327.66630000, 284968.93799999 5055327.66340000, 284968.77719999 5055327.66340000, 284968.61749999 5055327.66540000, 284968.45769999 5055327.67110000, 284968.29789999 5055327.67880000, 284968.13809999 5055327.69040000, 284967.97929999 5055327.70390000, 284967.81949999 5055327.72020000, 284967.66069999 5055327.73950000, 284967.50289999 5055327.76160000, 284967.34499999 5055327.78570000, 284967.18719999 5055327.81360000, 284967.03029999 5055327.84340000, 284966.87339999 5055327.87710000, 284966.71749999 5055327.91270000, 284966.56249999 5055327.95120000, 284966.40759999 5055327.99260000, 284966.25359999 5055328.03590000, 284966.10049999 5055328.08310000, 284965.94849999 5055328.13220000, 284965.79729999 5055328.18410000, 284965.64719999 5055328.23800000, 284965.49699999 5055328.29580000, 284965.34879999 5055328.35550000, 284965.20159999 5055328.41800000, 284965.05529999 5055328.48250000, 284964.91089999 5055328.54990000, 284964.76649999 5055328.62020000, 284964.62409999 5055328.69230000, 284964.48259999 5055328.76740000, 284964.34299999 5055328.84540000, 284964.20439999 5055328.92530000, 284964.06679999 5055329.00710000, 284963.93109999 5055329.09180000, 284963.79729999 5055329.17940000, 284963.66439999 5055329.26890000, 284963.53349999 5055329.36030000, 284963.40359999 5055329.45460000, 284963.27659999 5055329.55090000, 284963.15049999 5055329.64910000, 284963.02529999 5055329.75010000, 284962.90309999 5055329.85220000, 284962.78279999 5055329.95710000, 284962.66339999 5055330.06490000, 284962.54699999 5055330.17360000, 284962.43149999 5055330.28530000, 284962.31889999 5055330.39790000, 284962.20719999 5055330.51340000, 284962.09849999 5055330.62990000, 284961.99159999 5055330.74920000, 284961.88669999 5055330.86950000, 284961.78369999 5055330.99270000, 284961.68269999 5055331.11690000, 284961.58449999 5055331.24300000, 284961.48819999 5055331.37100000, 284961.39389999 5055331.50000000, 284961.30249999 5055331.63090000, 284961.21299999 5055331.76370000, 284961.12629999 5055331.89840000, 284961.04159999 5055332.03410000, 284960.95979999 5055332.17080000, 284960.87989999 5055332.30940000, 284960.80199999 5055332.44990000, 284960.72689999 5055332.59140000, 284960.65469999 5055332.73390000, 284960.58449999 5055332.87730000, 284960.51709999 5055333.02260000, 284960.45259999 5055333.16890000, 284960.38999999 5055333.31620000, 284960.33039999 5055333.46440000, 284960.27359999 5055333.61360000, 284960.21869999 5055333.76470000, 284960.16669999 5055333.91580000, 284960.11759999 5055334.06790000, 284960.07139999 5055334.22090000, 284960.02719999 5055334.37490000, 284959.98579999 5055334.52890000, 284959.94729999 5055334.68490000, 284959.91109999 5055334.84070000, 284970.98569999 5055279.83640000, 284970.95919999 5055279.99480000, 284970.93509999 5055280.15260000, 284970.91299999 5055280.31050000, 284970.89379999 5055280.46930000, 284970.87739999 5055280.62910000, 284970.86389999 5055280.78790000, 284970.85239999 5055280.94770000, 284970.84469999 5055281.10740000, 284970.83989999 5055281.26720000, 284970.83699999 5055281.42790000, 284970.83789999 5055281.58770000, 284970.84079999 5055281.74750000, 284970.84659999 5055281.90730000, 284970.85529999 5055282.06700000, 284970.86679999 5055282.22680000, 284970.88129999 5055282.38660000, 284970.89859999 5055282.54540000, 284970.91879999 5055282.70420000, 284970.94089999 5055282.86210000, 284970.96689999 5055283.01990000, 284970.99479999 5055283.17780000, 284971.02559999 5055283.33470000, 284971.05929999 5055283.49150000, 284971.09589999 5055283.64750000, 284971.13529999 5055283.80240000, 284971.17669999 5055283.95640000, 284971.22099999 5055284.11040000, 284971.26909999 5055284.26350000, 284971.31819999 5055284.41550000, 284971.37119999 5055284.56670000, 284971.42599999 5055284.71680000, 284971.48379999 5055284.86600000, 284971.54439999 5055285.01420000, 284971.60789999 5055285.16050000, 284971.67339999 5055285.30680000, 284971.74169999 5055285.45120000, 284971.81199999 5055285.59560000, 284971.88509999 5055285.73700000, 284971.96119999 5055285.87850000, 284972.03909999 5055286.01810000, 284972.11899999 5055286.15670000, 284972.20279999 5055286.29340000, 284972.28749999 5055286.42810000, 284972.37499999 5055286.56290000, 284972.46549999 5055286.69470000, 284972.55789999 5055286.82560000, 284972.65219999 5055286.95460000, 284972.74849999 5055287.08170000, 284972.84759999 5055287.20770000, 284972.94869999 5055287.33190000, 284973.05259999 5055287.45320000, 284973.15759999 5055287.57350000, 284973.26539999 5055287.69280000, 284973.37509999 5055287.80930000, 284973.48669999 5055287.92380000, 284973.60029999 5055288.03650000, 284973.71579999 5055288.14710000, 284973.83319999 5055288.25590000, 284973.95259999 5055288.36180000, 284974.07389999 5055288.46670000, 284974.19709999 5055288.56870000, 284974.32219999 5055288.66880000, 284974.44829999 5055288.76700000, 284974.57629999 5055288.86230000, 284974.70619999 5055288.95560000, 284974.83809999 5055289.04710000, 284974.97089999 5055289.13560000, 284975.10569999 5055289.22230000, 284975.24229999 5055289.30600000, 284975.37999999 5055289.38780000, 284975.51859999 5055289.46770000, 284975.65909999 5055289.54370000, 284975.80059999 5055289.61880000, 284975.94299999 5055289.69000000, 284976.08739999 5055289.76030000, 284976.23269999 5055289.82670000, 284976.37899999 5055289.89120000, 284976.52729999 5055289.95280000, 284976.67549999 5055290.01150000, 284976.82559999 5055290.06830000, 284976.97579999 5055290.12220000, 284977.12789999 5055290.17320000, 284977.27989999 5055290.22230000, 284977.43299999 5055290.26750000, 284977.58699999 5055290.31080000, 284977.74189999 5055290.35130000, 284977.89789999 5055290.38980000, 284978.05379999 5055290.42440000, 284978.21069999 5055290.45710000, 284978.36759999 5055290.48700000, 284978.38679999 5055290.48990000, 284978.54469999 5055290.51680000, 285000.02319999 5055293.93030000, 285055.52789999 5055302.75150000, 285079.90429999 5055306.62520000, 285111.85969999 5055311.67410000, 285135.63869999 5055315.45510000, 285127.97739999 5055352.83960000))"
Terrain structurant à transformer,Non,"POLYGON  (( 288061.52759999 5048445.60350000, 288062.86839999 5048445.65720000, 288064.18689999 5048445.90650000, 288065.45469999 5048446.34610000, 288066.64459999 5048446.96650000, 288067.73079999 5048447.75440000, 288067.89679999 5048447.90270000, 288067.91789999 5048447.92160000, 288085.36179999 5048462.75090000, 288106.17659999 5048480.65620000, 288106.54789999 5048480.99250000, 288107.51429999 5048482.11060000, 288108.28799999 5048483.36970000, 288108.84909999 5048484.73690000, 288109.18269999 5048486.17650000, 288109.28029999 5048487.65120000, 288109.13929999 5048489.12220000, 288108.76329999 5048490.55150000, 288108.16219999 5048491.90150000, 288107.35159999 5048493.13720000, 288101.98279999 5048500.02320000, 288086.60299999 5048519.75000000, 288063.63839999 5048500.02320000, 288060.20839999 5048497.07680000, 288059.30929999 5048496.29410000, 288034.92619999 5048475.06780000, 288043.65899999 5048463.24050000, 288054.89359999 5048448.77560000, 288055.85999999 5048447.80920000, 288056.95959999 5048446.99750000, 288058.16789999 5048446.35890000, 288059.45779999 5048445.90740000, 288060.80069999 5048445.65330000, 288060.90959999 5048445.64170000, 288061.52759999 5048445.60350000))"
Terrain structurant à transformer,Oui,"POLYGON  (( 276869.56249999 5042680.62240000, 276862.24849999 5042691.12830000, 276854.76059999 5042701.88290000, 276842.67659999 5042719.23970000, 276835.73539999 5042729.21720000, 276835.65029999 5042729.33280000, 276835.47679999 5042729.55400000, 276835.33389999 5042729.73090000, 276835.13309999 5042729.94870000, 276834.94259999 5042730.13930000, 276834.73839999 5042730.32980000, 276834.55129999 5042730.48970000, 276834.33899999 5042730.65050000, 276834.13949999 5042730.79260000, 276833.94559999 5042730.92190000, 276833.71759999 5042731.05460000, 276833.52029999 5042731.16340000, 276833.32289999 5042731.26210000, 276833.04389999 5042731.38460000, 276832.72069999 5042731.50370000, 276832.41099999 5042731.60580000, 276832.09799999 5042731.68740000, 276831.81899999 5042731.74190000, 276831.45489999 5042731.80310000, 276831.18949999 5042731.82010000, 276830.82199999 5042731.84400000, 276830.41269999 5042731.83610000, 276830.01239999 5042731.80530000, 276829.58689999 5042731.73850000, 276829.44399999 5042731.70450000, 276829.32489999 5042731.68060000, 276829.19899999 5042731.65000000, 276829.05269999 5042731.61260000, 276828.93359999 5042731.57860000, 276828.79409999 5042731.53430000, 276828.68179999 5042731.49350000, 276828.53549999 5042731.44250000, 276828.37549999 5042731.37780000, 276828.15439999 5042731.27910000, 276827.89919999 5042731.15660000, 276827.58609999 5042730.98310000, 276827.28669999 5042730.78580000, 276809.94129999 5042718.64160000, 276804.20149999 5042714.62240000, 276804.00029999 5042714.48330000, 276803.88069999 5042714.40210000, 276803.67699999 5042714.26670000, 276803.47179999 5042714.13350000, 276803.26509999 5042714.00280000, 276803.05679999 5042713.87440000, 276802.84719999 5042713.74840000, 276802.63609999 5042713.62480000, 276802.42359999 5042713.50360000, 276802.20969999 5042713.38490000, 276801.99449999 5042713.26860000, 276801.77799999 5042713.15480000, 276801.56019999 5042713.04350000, 276801.34109999 5042712.93470000, 276801.12079999 5042712.82840000, 276800.89929999 5042712.72470000, 276800.67659999 5042712.62340000, 276800.45269999 5042712.52480000, 276800.22779999 5042712.42870000, 276800.00179999 5042712.33510000, 276799.77469999 5042712.24420000, 276799.54659999 5042712.15590000, 276799.31749999 5042712.07020000, 276799.08739999 5042711.98710000, 276798.85639999 5042711.90670000, 276798.62449999 5042711.82890000, 276798.39169999 5042711.75370000, 276798.15799999 5042711.68130000, 276797.92359999 5042711.61150000, 276797.68839999 5042711.54440000, 276797.45239999 5042711.48000000, 276797.21569999 5042711.41830000, 276796.97829999 5042711.35940000, 276796.74019999 5042711.30310000, 276796.50149999 5042711.24960000, 276796.26219999 5042711.19880000, 276796.02239999 5042711.15070000, 276808.67209999 5042692.18310000, 276832.39039999 5042656.44080000, 276848.85339999 5042667.69560000, 276850.12889999 5042668.58290000, 276850.82769999 5042667.57910000, 276869.56249999 5042680.62240000))"
Terrain structurant à transformer,Non,"POLYGON  (( 287381.30859999 5050954.68110000, 287381.40959999 5050954.54580000, 287399.74909999 5050929.97560000, 287418.90889999 5050904.30620000, 287436.22749999 5050881.10380000, 287445.34249999 5050868.89190000, 287454.45759999 5050856.68010000, 287472.68769999 5050832.25640000, 287481.80269999 5050820.04460000, 287490.97699999 5050807.75340000, 287500.02319999 5050795.63390000, 287500.15119999 5050795.46230000, 287526.76519999 5050815.55210000, 287517.65649999 5050827.76870000, 287508.54809999 5050839.98550000, 287500.02319999 5050851.41920000, 287499.43949999 5050852.20210000, 287481.22239999 5050876.63540000, 287472.11379999 5050888.85210000, 287463.00509999 5050901.06880000, 287445.69889999 5050924.28040000, 287426.55279999 5050949.96000000, 287408.22619999 5050974.53980000, 287407.74729999 5050975.18210000, 287381.30859999 5050954.68110000))"
