ï»¿OBJECTID,MUNICIPALITE,TYPE,Shape.STArea(),Shape.STLength()
64,,Milieu humide inscrit au plan de gestion,4637.7095189,383.889089522114
65,,Milieu humide inscrit au plan de gestion,5715.623682385,325.222750928351
66,,Milieu humide inscrit au plan de gestion,4301.806118,501.156866104
67,,Milieu humide inscrit au plan de gestion,6244.21815488,526.712283931783
68,,Milieu humide inscrit au plan de gestion,911.97737989,256.816825315116
69,,Milieu humide inscrit au plan de gestion,4289.387896425,293.375281827449
70,,Milieu humide inscrit au plan de gestion,7241.937086195,539.895585327518
71,,Milieu humide inscrit au plan de gestion,6275.254386165,389.474533692754
72,,Milieu humide inscrit au plan de gestion,5779.819237635,426.567467420931
73,,Milieu humide inscrit au plan de gestion,1337.385447285,188.262344645046
74,,Milieu humide inscrit au plan de gestion,7622.48649153,380.531607937567
75,,Milieu humide inscrit au plan de gestion,4860.148442775,275.075173444772
76,,Milieu humide inscrit au plan de gestion,1009.90344666,205.291296870784
77,,Milieu humide inscrit au plan de gestion,12317.718871055,943.349337037435
78,,Milieu humide inscrit au plan de gestion,38662.26831067,2241.75795325276
79,,Milieu humide inscrit au plan de gestion,29192.09305735,807.082747969452
80,,Milieu humide inscrit au plan de gestion,40338.08218685,1573.82477526962
81,,Milieu humide inscrit au plan de gestion,36307.747034985,833.358011033991
82,,Milieu humide inscrit au plan de gestion,12041.5423504,571.492614620329
83,,Milieu humide inscrit au plan de gestion,18666.218742035,887.903821471412
84,,Milieu humide inscrit au plan de gestion,12619.377339975,822.210275481599
85,,Milieu humide inscrit au plan de gestion,13631.224034415,524.687150806568
86,,Milieu humide inscrit au plan de gestion,20799.29406332,1382.1498378593
87,,Milieu humide inscrit au plan de gestion,17904.99898151,913.410637779425
88,,Milieu humide inscrit au plan de gestion,11687.35155803,743.070597433442
89,,Milieu humide inscrit au plan de gestion,19558.144845145,896.547207819835
90,,Milieu humide inscrit au plan de gestion,11440.79906182,746.923619358
91,,Milieu humide inscrit au plan de gestion,40772.19087953,1230.43466472384
92,,Milieu humide inscrit au plan de gestion,35212.74565868,1712.34766399917
93,,Milieu humide inscrit au plan de gestion,12106.133647675,877.245761388122
94,,Milieu humide inscrit au plan de gestion,114887.468124135,3649.13874669896
95,,Milieu humide inscrit au plan de gestion,17365.881015125,1082.19720559129
96,,Milieu humide inscrit au plan de gestion,22124.911587275,1102.78649370475
97,,Milieu humide inscrit au plan de gestion,18221.385031335,1162.09524363683
98,,Milieu humide inscrit au plan de gestion,35461.26607002,1769.03551098445
99,,Milieu humide inscrit au plan de gestion,68223.823172695,2193.11578217711
100,,Milieu humide inscrit au plan de gestion,13195.253876375,795.284262524556
101,,Milieu humide inscrit au plan de gestion,48771.66444096,1752.39431050767
102,,Milieu humide inscrit au plan de gestion,16853.94526172,932.606134649003
103,,Milieu humide inscrit au plan de gestion,10914.941853695,449.951935722098
104,,Milieu humide inscrit au plan de gestion,11040.124353505,718.030526580833
105,,Milieu humide inscrit au plan de gestion,25503.47157176,1555.332664368
106,,Milieu humide inscrit au plan de gestion,15219.1381244,1229.85721330001
107,,Milieu humide inscrit au plan de gestion,60522.447474685,2258.47779975828
108,,Milieu humide inscrit au plan de gestion,10103.94133832,598.429633996767
109,,Milieu humide inscrit au plan de gestion,53178.566624145,1606.38807712533
110,,Milieu humide inscrit au plan de gestion,49179.75268449,1666.04381420204
111,,Milieu humide inscrit au plan de gestion,39287.836402195,1704.60713261736
112,,Milieu humide inscrit au plan de gestion,15857.181451745,809.388321997369
113,,Milieu humide inscrit au plan de gestion,24325.610646595,1570.98546661229
114,,Milieu humide inscrit au plan de gestion,14603.496896835,957.623678770701
115,,Milieu humide inscrit au plan de gestion,48013.29252897,1923.43716439744
116,,Milieu humide inscrit au plan de gestion,23505.336875795,1201.63916389368
117,,Milieu humide inscrit au plan de gestion,13988.726287735,655.678733781074
118,,Milieu humide inscrit au plan de gestion,25333.594586245,1064.00869281117
119,,Milieu humide inscrit au plan de gestion,21556.451781425,1081.91223688799
120,,Milieu humide inscrit au plan de gestion,11132.433279705,907.565991544156
121,,Milieu humide inscrit au plan de gestion,26801.72175701,1645.28231733157
122,,Milieu humide inscrit au plan de gestion,15799.045312315,987.756987757424
123,,Milieu humide inscrit au plan de gestion,88334.283093105,2571.30116250969
124,,Milieu humide inscrit au plan de gestion,26272.015227735,1934.86571965852
125,,Milieu humide inscrit au plan de gestion,15093.104335985,1264.5226479052
126,,Milieu humide inscrit au plan de gestion,12953.957700425,744.602426126985
127,,Milieu humide inscrit au plan de gestion,12838.786197045,776.901785938813
128,,Milieu humide inscrit au plan de gestion,36673.37082389,1690.64597179308
129,,Milieu humide inscrit au plan de gestion,17370.450140705,663.17301002316
130,,Milieu humide inscrit au plan de gestion,23085.08518087,1028.21169739483
131,,Milieu humide inscrit au plan de gestion,24028.555006285,1002.68989297478
132,,Milieu humide inscrit au plan de gestion,23418.16091648,1061.74994202562
133,,Milieu humide inscrit au plan de gestion,26106.17493768,1058.02106589904
134,,Milieu humide inscrit au plan de gestion,23249.275215445,1103.72424092279
135,,Milieu humide inscrit au plan de gestion,40310.708526345,2190.6021733504
136,,Milieu humide inscrit au plan de gestion,37849.992665525,1144.132953299
137,,Milieu humide inscrit au plan de gestion,10788.925544345,569.186542410577
138,,Milieu humide inscrit au plan de gestion,13434.22949535,930.148158852892
139,,Milieu humide inscrit au plan de gestion,20330.558203395,1533.62244533381
140,,Milieu humide inscrit au plan de gestion,12723.933576575,494.28571391809
141,,Milieu humide inscrit au plan de gestion,15658.59706057,728.36274847955
142,,Milieu humide inscrit au plan de gestion,24247.68397098,1216.22792246085
143,,Milieu humide inscrit au plan de gestion,18770.237892725,1161.67129659554
144,,Milieu humide inscrit au plan de gestion,23035.96838838,1378.20686985613
145,,Milieu humide inscrit au plan de gestion,10049.174528605,929.261957411785
146,,Milieu humide inscrit au plan de gestion,19921.94218748,1050.74021758966
147,,Milieu humide inscrit au plan de gestion,13123.06541432,801.643361104457
148,,Milieu humide inscrit au plan de gestion,11707.78672703,564.520625993866
149,,Milieu humide inscrit au plan de gestion,39649.85662733,1131.99708340068
150,,Milieu humide inscrit au plan de gestion,24505.58078193,2154.46078430903
151,,Milieu humide inscrit au plan de gestion,19369.098003485,778.633344677803
152,,Milieu humide inscrit au plan de gestion,15159.995874015,655.055336752538
153,,Milieu humide inscrit au plan de gestion,24539.879712415,880.254811183972
154,,Milieu humide inscrit au plan de gestion,24342.51124237,899.059940655135
155,,Milieu humide inscrit au plan de gestion,23610.17371255,1181.16502694955
156,,Milieu humide inscrit au plan de gestion,15268.358889265,1467.8726459454
157,,Milieu humide inscrit au plan de gestion,8429.95951101,912.767347631757
158,,Milieu humide inscrit au plan de gestion,21585.990735985,674.157016512941
159,,Milieu humide inscrit au plan de gestion,10843.16906578,687.325197018569
160,,Milieu humide inscrit au plan de gestion,16382.000317425,812.866807038042
161,,Milieu humide inscrit au plan de gestion,4110.799203185,355.558651790437
162,,Milieu humide inscrit au plan de gestion,47362.64581347,2155.47107543066
163,,Milieu humide inscrit au plan de gestion,6981.022443235,623.192543671309
164,,Milieu humide inscrit au plan de gestion,8606.615668445,660.46318894189
165,,Milieu humide inscrit au plan de gestion,26003.00456016,1508.4471999373
166,,Milieu humide inscrit au plan de gestion,11002.78353208,975.631938238981
167,,Milieu humide inscrit au plan de gestion,6282.09407573,487.530557598738
168,,Milieu humide inscrit au plan de gestion,8.45749267,15.3455747167606
169,,Milieu humide inscrit au plan de gestion,47027.63554503,1680.4836979485
170,,Milieu humide inscrit au plan de gestion,11584.780855695,1113.46666319921
171,,Milieu humide inscrit au plan de gestion,126319.193455895,4768.49813952602
172,,Milieu humide inscrit au plan de gestion,31065.412015135,1504.03883327205
173,,Milieu humide inscrit au plan de gestion,13149.868467145,607.241780448685
174,,Milieu humide inscrit au plan de gestion,7452.36976749,780.780209569442
175,,Milieu humide inscrit au plan de gestion,16423.865856995,1060.33707181403
176,,Milieu humide inscrit au plan de gestion,11890.50427021,500.367358940919
177,,Milieu humide inscrit au plan de gestion,28932.398923385,1295.68334520128
178,,Milieu humide inscrit au plan de gestion,2740.347726545,254.990495423861
179,,Milieu humide inscrit au plan de gestion,2341.33959919,210.337587687021
180,,Milieu humide inscrit au plan de gestion,21853.250434315,900.694404747305
181,,Milieu humide inscrit au plan de gestion,7802.558481775,514.619988729826
182,,Milieu humide inscrit au plan de gestion,3213.893694955,255.677609091418
183,,Milieu humide inscrit au plan de gestion,4175.29518408,433.100852927309
184,,Milieu humide inscrit au plan de gestion,1896.07086914,269.740343947121
185,,Milieu humide inscrit au plan de gestion,1079.969728185,155.204519249851
186,,Milieu humide inscrit au plan de gestion,18396.04406516,1102.21584070634
187,,Milieu humide inscrit au plan de gestion,13297.88118781,932.43972419876
188,,Milieu humide inscrit au plan de gestion,25800.138253885,1027.83495406183
189,,Milieu humide inscrit au plan de gestion,7915.74936535,468.978488419278
190,,Milieu humide inscrit au plan de gestion,28584.14901265,1696.52200382627
191,,Milieu humide inscrit au plan de gestion,25216.48832487,1424.05410370338
192,,Milieu humide inscrit au plan de gestion,15670.31189539,600.633785665254
193,,Milieu humide inscrit au plan de gestion,10934.900391905,885.277186980632
194,,Milieu humide inscrit au plan de gestion,10934.900391905,885.277186980632
195,,Milieu humide inscrit au plan de gestion,6437.574241985,606.995744565257
196,,Milieu humide inscrit au plan de gestion,68272.13077763,2409.99700567235
197,,Milieu humide non validÃ© terrain,34431469.947867,231856.694215082
198,,Milieu humide non validÃ© terrain,33693423.6314925,264872.842862314
199,,Milieu humide non validÃ© terrain,18431610.6623317,190266.993868497
200,,Milieu humide non validÃ© terrain,22058451.5343868,131981.945014295
201,,Milieu humide non validÃ© terrain,19367992.918884,138519.231986139
202,,Milieu humide non validÃ© terrain,13201386.612803,184443.265564467
203,,Milieu humide non validÃ© terrain,11957040.1759248,135963.058614656
204,,Milieu humide non validÃ© terrain,11279015.1008015,128670.738271774
205,,Milieu humide non validÃ© terrain,10787201.5464023,121277.86691252
206,,Milieu humide non validÃ© terrain,10113754.4698735,79031.8468387789
207,,Milieu humide non validÃ© terrain,9596679.75773262,83820.3141614442
208,,Milieu humide non validÃ© terrain,10027909.3867786,41216.6405371581
209,,Milieu humide non validÃ© terrain,8466365.15419258,123237.924983998
210,,Milieu humide non validÃ© terrain,8098768.80204082,114090.995995443
211,,Milieu humide non validÃ© terrain,7565079.19167994,109641.078870727
212,,Milieu humide non validÃ© terrain,7723116.95114213,45372.5650262013
213,,Milieu humide non validÃ© terrain,6514609.49216344,41124.6768115206
214,,Milieu humide non validÃ© terrain,4291077.86517352,59936.8153966488
215,,Milieu humide non validÃ© terrain,6671810.27249412,54012.9292275847
216,,Milieu humide en partie validÃ© terrain,5819653.67947872,67196.6930096328
217,,Milieu humide non validÃ© terrain,5581900.75850586,50479.0348719089
218,,Milieu humide non validÃ© terrain,5431316.26017645,54953.9658533617
219,,Milieu humide non validÃ© terrain,5694917.91934351,41539.9133256811
220,,Milieu humide non validÃ© terrain,5119756.95360131,70786.9505231361
221,,Milieu humide non validÃ© terrain,5837084.82074079,77041.788417918
222,,Milieu humide non validÃ© terrain,5439195.73843752,92191.9126073122
223,,Milieu humide non validÃ© terrain,5703998.21250938,61544.3928623888
224,,Milieu humide non validÃ© terrain,5120389.6711914,72363.9347706942
225,,Milieu humide non validÃ© terrain,4831746.35912531,46867.7725677391
226,,Milieu humide non validÃ© terrain,4625337.70500179,42309.3392402348
227,,Milieu humide non validÃ© terrain,3582547.98568516,42412.7582688671
228,,Milieu humide non validÃ© terrain,4463637.20988318,46095.6500751412
229,,Milieu humide non validÃ© terrain,3163932.79766765,39921.8310422689
230,,Milieu humide non validÃ© terrain,4185006.2656209,72509.9274292634
231,,Milieu humide non validÃ© terrain,4052015.44579371,46571.7378409
232,,Milieu humide non validÃ© terrain,3983433.97171995,31794.4982111816
233,,Milieu humide non validÃ© terrain,3996999.9265866,43486.183461908
234,,Milieu humide non validÃ© terrain,3885320.20803542,27373.2845301427
235,,Milieu humide non validÃ© terrain,3308049.62384348,40651.6522883222
236,,Milieu humide non validÃ© terrain,3662054.10136314,43486.2404680915
237,,Milieu humide non validÃ© terrain,3352547.33894132,34186.6118627215
238,,Milieu humide non validÃ© terrain,3239260.78828172,18878.1077392311
239,,Milieu humide non validÃ© terrain,3306551.33485519,41204.9208042436
240,,Milieu humide non validÃ© terrain,3277433.98127818,31885.388986253
241,,Milieu humide non validÃ© terrain,2154390.32932071,29448.0565630149
242,,Milieu humide non validÃ© terrain,3209687.83194697,21532.9399026222
243,,Milieu humide non validÃ© terrain,3184139.33068625,21837.9339911606
244,,Milieu humide non validÃ© terrain,3050190.36842683,35463.311532983
245,,Milieu humide non validÃ© terrain,3046098.21602127,37310.236434797
246,,Milieu humide non validÃ© terrain,2900357.05385467,22230.2570038381
247,,Milieu humide non validÃ© terrain,2645461.2879364,25441.6444600572
248,,Milieu humide non validÃ© terrain,2808781.12554272,43097.1718276723
249,,Milieu humide non validÃ© terrain,2829509.54691498,25280.6897985597
250,,Milieu humide non validÃ© terrain,2400199.04992914,28201.5903048424
251,,Milieu humide non validÃ© terrain,1168820.5697322,18845.5405136829
252,,Milieu humide non validÃ© terrain,2782358.50358284,30786.4102164438
253,,Milieu humide non validÃ© terrain,2761624.14902254,56145.4144203134
254,,Milieu humide non validÃ© terrain,2527668.43171638,27542.8604844975
255,,Milieu humide non validÃ© terrain,2563100.40164117,15883.2495809931
256,,Milieu humide non validÃ© terrain,2658005.13934681,34967.6550527168
257,,Milieu humide non validÃ© terrain,2478140.93728421,26642.2558720551
258,,Milieu humide non validÃ© terrain,2629681.22697138,29511.0734268208
259,,Milieu humide non validÃ© terrain,2628238.9087021,34826.3812706379
260,,Milieu humide non validÃ© terrain,2620589.29838962,38506.713932086
261,,Milieu humide non validÃ© terrain,2614392.83492784,37728.5519442539
262,,Milieu humide non validÃ© terrain,2341076.45196132,30772.1659303449
263,,Milieu humide non validÃ© terrain,2367363.88368856,23087.6762313959
264,,Milieu humide non validÃ© terrain,2439128.7294316,34757.7505412317
265,,Milieu humide non validÃ© terrain,2437026.7152109,14600.9422026484
266,,Milieu humide non validÃ© terrain,2381054.14071688,24158.1858692812
267,,Milieu humide non validÃ© terrain,2328583.18920066,30419.6153524582
268,,Milieu humide non validÃ© terrain,1989275.08350081,26063.2268008177
269,,Milieu humide non validÃ© terrain,2373126.92299931,32323.8367918926
270,,Milieu humide non validÃ© terrain,2364102.9881458,22598.6686386055
271,,Milieu humide non validÃ© terrain,2289012.76870492,17220.7546325462
272,,Milieu humide non validÃ© terrain,2167032.26130801,35757.0911569381
273,,Milieu humide non validÃ© terrain,2181883.14957182,22551.8908162744
274,,Milieu humide non validÃ© terrain,2077264.41787432,24667.6440829233
275,,Milieu humide non validÃ© terrain,2218566.93012666,37165.5151148231
276,,Milieu humide non validÃ© terrain,2141106.07034398,23643.2182071966
277,,Milieu humide non validÃ© terrain,2180360.25328851,21449.5593244959
278,,Milieu humide non validÃ© terrain,2152246.74326256,38407.3822599327
279,,Milieu humide non validÃ© terrain,2149698.33199091,44050.699927605
280,,Milieu humide non validÃ© terrain,1701870.59311296,29638.0048448105
281,,Milieu humide non validÃ© terrain,1992682.05142926,17359.983719057
282,,Milieu humide non validÃ© terrain,2024568.70726525,15020.5428580519
283,,Milieu humide non validÃ© terrain,2084377.75508828,25462.2898003661
284,,Milieu humide non validÃ© terrain,2080532.81433666,42034.0968048161
285,,Milieu humide non validÃ© terrain,2051734.92594964,28720.9228507643
286,,Milieu humide non validÃ© terrain,1964265.44555339,26060.8835634187
287,,Milieu humide non validÃ© terrain,2062886.2057946,15256.8407300935
288,,Milieu humide non validÃ© terrain,1998297.2610827,24061.6802100446
289,,Milieu humide non validÃ© terrain,1911865.08429042,14794.8423270141
290,,Milieu humide non validÃ© terrain,1937029.12273082,29505.5221020075
291,,Milieu humide non validÃ© terrain,1983104.71614355,23933.8768100996
292,,Milieu humide non validÃ© terrain,2031499.3098894,43680.9054066787
293,,Milieu humide non validÃ© terrain,1929794.5391737,26517.8275373771
294,,Milieu humide non validÃ© terrain,1773010.50459618,22985.6666936135
295,,Milieu humide non validÃ© terrain,2015389.62650517,17140.8741675389
296,,Milieu humide non validÃ© terrain,1655352.3834075,17115.0770520293
297,,Milieu humide non validÃ© terrain,1962803.67730039,31520.6491875842
298,,Milieu humide non validÃ© terrain,1833675.6813429,26951.3781622175
299,,Milieu humide non validÃ© terrain,1944642.75738108,13490.2576567984
300,,Milieu humide non validÃ© terrain,1894341.49055348,22995.241466153
301,,Milieu humide non validÃ© terrain,1907562.35899673,11855.3611549079
302,,Milieu humide non validÃ© terrain,1872366.35596135,18360.1722228685
303,,Milieu humide non validÃ© terrain,1867477.06996108,25220.5804100352
304,,Milieu humide non validÃ© terrain,1833128.47284226,20209.2288287113
305,,Milieu humide non validÃ© terrain,1788049.915374,18695.5186860336
306,,Milieu humide non validÃ© terrain,1822816.01027871,18486.4595015263
307,,Milieu humide non validÃ© terrain,1817859.26637353,29533.93746722
308,,Milieu humide non validÃ© terrain,1802496.85650778,27633.365594731
309,,Milieu humide non validÃ© terrain,1795122.86786577,36196.48505577
310,,Milieu humide non validÃ© terrain,1785441.12628757,39058.4829510578
311,,Milieu humide non validÃ© terrain,1755909.9394057,19204.739953081
312,,Milieu humide non validÃ© terrain,1734740.25539875,28403.3943479578
313,,Milieu humide non validÃ© terrain,1650669.78604924,21851.2716766385
314,,Milieu humide non validÃ© terrain,1534953.26034095,16869.1509410746
315,,Milieu humide non validÃ© terrain,1656433.53575314,23181.0165795035
316,,Milieu humide non validÃ© terrain,1442062.91028332,16733.5503882455
317,,Milieu humide non validÃ© terrain,1691239.57869005,28426.9192490351
318,,Milieu humide non validÃ© terrain,1295125.80386669,24450.2160023952
319,,Milieu humide non validÃ© terrain,1666313.84901886,17691.7484433997
320,,Milieu humide non validÃ© terrain,1402821.04870718,25396.2953945858
321,,Milieu humide non validÃ© terrain,1625135.06250075,17640.5268416727
322,,Milieu humide non validÃ© terrain,1466542.605432,24372.7840869983
323,,Milieu humide non validÃ© terrain,1576494.39862223,14963.6843404799
324,,Milieu humide non validÃ© terrain,1322104.38321389,15565.083316464
325,,Milieu humide non validÃ© terrain,1595450.73357364,28823.3824682046
326,,Milieu humide non validÃ© terrain,1546910.1781184,14604.1983973601
327,,Milieu humide non validÃ© terrain,1395049.50740285,26141.1349609413
328,,Milieu humide non validÃ© terrain,1543351.42635912,34571.9380152179
329,,Milieu humide non validÃ© terrain,1507089.85297517,14223.4034673382
330,,Milieu humide non validÃ© terrain,1500622.07927693,16424.7936627287
331,,Milieu humide non validÃ© terrain,1437319.63089427,11490.2520386423
332,,Milieu humide non validÃ© terrain,1488350.66188036,25162.024098446
333,,Milieu humide non validÃ© terrain,1478740.08377037,9754.28828038225
334,,Milieu humide non validÃ© terrain,1441558.31201391,29498.6257505705
335,,Milieu humide non validÃ© terrain,1444293.8838661,25774.5519729379
336,,Milieu humide non validÃ© terrain,1414013.46420801,19815.5958647161
337,,Milieu humide non validÃ© terrain,1413561.62688491,11702.455626502
338,,Milieu humide non validÃ© terrain,1383177.58512025,11041.4247628488
339,,Milieu humide non validÃ© terrain,1377619.45218906,13746.3558176139
340,,Milieu humide non validÃ© terrain,1337123.04720765,17531.2520196392
341,,Milieu humide non validÃ© terrain,1364898.94522697,20399.069474429
342,,Milieu humide non validÃ© terrain,1037769.0028274,14474.7735258843
343,,Milieu humide non validÃ© terrain,1348398.58630187,23085.5660040827
344,,Milieu humide non validÃ© terrain,1342450.70471337,10992.7485335251
345,,Milieu humide non validÃ© terrain,1330033.61548547,25781.0336424141
346,,Milieu humide non validÃ© terrain,1313295.2628278,18507.1982491826
347,,Milieu humide non validÃ© terrain,1312000.08784497,13856.435002748
348,,Milieu humide non validÃ© terrain,1275311.96202235,14613.2991342558
349,,Milieu humide non validÃ© terrain,1299594.16826031,19824.8135558061
350,,Milieu humide non validÃ© terrain,1237411.61878801,8475.8308340287
351,,Milieu humide non validÃ© terrain,1288722.75893255,14482.4593208713
352,,Milieu humide non validÃ© terrain,1286732.19604581,16558.589310243
353,,Milieu humide non validÃ© terrain,1281292.94206902,15223.4492872525
354,,Milieu humide non validÃ© terrain,1280440.82357115,28473.8882778474
355,,Milieu humide non validÃ© terrain,1276363.78314183,17347.2046748284
356,,Milieu humide non validÃ© terrain,1264399.89400926,10961.1733560749
357,,Milieu humide non validÃ© terrain,1213187.2357323,9513.501204056
358,,Milieu humide non validÃ© terrain,1250072.11190421,23912.6025967682
359,,Milieu humide non validÃ© terrain,1232612.79466769,12496.0673603516
360,,Milieu humide non validÃ© terrain,1224045.98032055,13827.0161804397
361,,Milieu humide non validÃ© terrain,1215109.05085111,22095.5915495205
362,,Milieu humide non validÃ© terrain,1209779.09307497,14606.8554317209
363,,Milieu humide non validÃ© terrain,1209568.22121521,19277.7177339724
364,,Milieu humide non validÃ© terrain,1201052.93718561,22505.606733315
365,,Milieu humide non validÃ© terrain,1110629.03294558,11000.4480420089
366,,Milieu humide non validÃ© terrain,1153328.69861152,10036.7704799215
367,,Milieu humide non validÃ© terrain,1036377.55092378,21073.4664314317
368,,Milieu humide non validÃ© terrain,1141423.91294794,14846.3056780893
369,,Milieu humide non validÃ© terrain,992862.75788946,16544.4160547299
370,,Milieu humide non validÃ© terrain,1133381.67921221,9434.84302623648
371,,Milieu humide non validÃ© terrain,1126764.85091764,18174.8273800841
372,,Milieu humide non validÃ© terrain,1127222.91170328,14490.9339396082
373,,Milieu humide non validÃ© terrain,1127214.02822751,11960.5903986785
374,,Milieu humide non validÃ© terrain,1124176.23082819,13906.5431373257
375,,Milieu humide non validÃ© terrain,1090076.10800917,20479.8584615575
376,,Milieu humide non validÃ© terrain,1108186.23710604,9985.15778867287
377,,Milieu humide non validÃ© terrain,1099671.43716789,11137.2767454383
378,,Milieu humide non validÃ© terrain,1052275.69569284,11695.9532472917
379,,Milieu humide non validÃ© terrain,1095235.4065845,10212.939492921
380,,Milieu humide non validÃ© terrain,1013606.90705606,16387.3757820501
381,,Milieu humide non validÃ© terrain,1005197.83796261,18707.5062405171
382,,Milieu humide partiellement validÃ© terrain,808622.09433054,7027.09133138145
383,,Milieu humide non validÃ© terrain,1024009.23162707,14260.3731875521
384,,Milieu humide non validÃ© terrain,1029458.68949895,15583.1721646311
385,,Milieu humide non validÃ© terrain,1026867.78363719,8901.45191484402
386,,Milieu humide non validÃ© terrain,1023633.18405245,9076.81453709288
387,,Milieu humide non validÃ© terrain,997867.88175088,9670.0052382673
388,,Milieu humide non validÃ© terrain,1015068.99638015,8846.4417689073
389,,Milieu humide non validÃ© terrain,995158.20774939,9504.05286150028
390,,Milieu humide non validÃ© terrain,943218.273855095,9679.07389771899
391,,Milieu humide non validÃ© terrain,997455.016399575,12843.8545829711
392,,Milieu humide non validÃ© terrain,987726.954621515,13499.4057646838
393,,Milieu humide non validÃ© terrain,985709.95046453,8577.29387791625
394,,Milieu humide non validÃ© terrain,984719.439306805,9321.99879423359
395,,Milieu humide non validÃ© terrain,978778.785514835,13236.1388886855
396,,Milieu humide non validÃ© terrain,977038.209580655,14002.1254644337
397,,Milieu humide non validÃ© terrain,898720.935871485,13685.1022057766
