"Code de la
municipalité";Nom de la municipalité;"Type de
municipalité";"Code
de la
MRC";Nom de la MRC;"Code de la
région
administrative";"Nom de la région
administrative";"Code de
l'arrondissement";Nom de l'arrondissement;Nom du district électoral;"Identifiant
du poste";"Code
du
type
de
poste";Type de poste;Nom;Prénom;Sexe;Sortant;"Nom du parti ou de
l'équipe";"Nombre
d'électeurs";"Nombre
de votes
reçus
par le
candidat";"Nombre
de
votes
rejetés";"Statut du
candidat" 
63035;Saint-Roch-de-l'Achigan;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Morrone-Giroux;David;M;"Nouveau
candidat"; ;783;124;13;Non élu
63035;Saint-Roch-de-l'Achigan;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Desforges;Nadine;F;"Nouveau
candidat"; ;618;0;.;"Élu sans
opposition"
63035;Saint-Roch-de-l'Achigan;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Gagnon;Antoine;M;"Nouveau
candidat"; ;722;179;11;Élu
63035;Saint-Roch-de-l'Achigan;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Beauchamp;Luc;M;"Nouveau
candidat"; ;722;128;11;Non élu
63040;Saint-Roch-Ouest;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Mercier;Pierre;M;"Sortant
(même
poste)";;0;0;.;"Élu sans
opposition"
63040;Saint-Roch-Ouest;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;1;CV;Conseiller;Duval;Luc;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
63040;Saint-Roch-Ouest;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;2;CV;Conseiller;Smith;Charles;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
63040;Saint-Roch-Ouest;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;3;CV;Conseiller;Chayer;Josianne;F;"Nouveau
candidat"; ;0;0;.;"Élu sans
opposition"
63040;Saint-Roch-Ouest;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Mercier;Francis;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
63040;Saint-Roch-Ouest;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Lafortune;Sylvain;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
63040;Saint-Roch-Ouest;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Bélanger;Jean;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Maisonneuve;Mathieu;M;"Sortant
(autre
poste)";"Coalition
Saint-Lin-Laurentides -
Équipe Mathieu
Maisonneuve";17535;2041;105;Élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Lacasse;François;M;"Nouveau
candidat"; ;17535;957;105;Non élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Jobin;Robert;M;"Nouveau
candidat"; ;17535;371;105;Non élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;1;CV;Conseiller;Cyr;Luc;M;"Sortant
(autre
poste)";"Coalition
Saint-Lin-Laurentides -
Équipe Mathieu
Maisonneuve";2219;0;.;"Élu sans
opposition"
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;2;CV;Conseiller;Harrisson-Tessier;Cynthia;F;"Nouveau
candidat";"Coalition
Saint-Lin-Laurentides -
Équipe Mathieu
Maisonneuve";2060;193;11;Élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;2;CV;Conseiller;Paradis;Clarence;M;"Nouveau
candidat"; ;2060;132;11;Non élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;3;CV;Conseiller;Paul;Lynda;F;"Nouveau
candidat";"Coalition
Saint-Lin-Laurentides -
Équipe Mathieu
Maisonneuve";2565;180;10;Élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;3;CV;Conseiller;Fuoco;Steve;M;"Nouveau
candidat"; ;2565;163;10;Non élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Chrétien;Mario;M;"Sortant
(autre
poste)";"Coalition
Saint-Lin-Laurentides -
Équipe Mathieu
Maisonneuve";2095;0;.;"Élu sans
opposition"
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Portugais;Robert;M;"Nouveau
candidat"; ;2091;257;12;Élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Arène;Jean-Luc;M;"Sortant
(autre
poste)";"Coalition
Saint-Lin-Laurentides -
Équipe Mathieu
Maisonneuve";2091;219;12;Non élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Auger;Isabelle;F;"Nouveau
candidat"; ;2394;406;14;Élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Venne;Benoit;M;"Sortant
(autre
poste)";"Coalition
Saint-Lin-Laurentides -
Équipe Mathieu
Maisonneuve";2394;330;14;Non élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;7;CV;Conseiller;Lortie;Pierre;M;"Sortant
(autre
poste)";"Coalition
Saint-Lin-Laurentides -
Équipe Mathieu
Maisonneuve";1891;209;7;Élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;7;CV;Conseiller;Lapalme;Nathalie;F;"Nouveau
candidat"; ;1891;121;7;Non élu
63048;Saint-Lin—Laurentides;Ville;630;Montcalm;14;Lanaudière;.; ; ;8;CV;Conseiller;Lortie;Chantal;F;"Nouveau
candidat";"Coalition
Saint-Lin-Laurentides -
Équipe Mathieu
Maisonneuve";2220;0;.;"Élu sans
opposition"
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Jasmin;Michel;M;"Sortant
(même
poste)";"Tous ensemble pour
Saint-Calixte";5718;717;39;Élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Michaud;Marc;M;"Nouveau
candidat";"Équipe la relance -
Saint-Calixte";5718;651;39;Non élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Bouchard;Keven;M;"Sortant
(autre
poste)";Union pour le changement;5718;478;39;Non élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;1;CV;Conseiller;Lamoureux;Julie;F;"Nouveau
candidat";"Tous ensemble pour
Saint-Calixte";966;213;0;Élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;1;CV;Conseiller;Hosson;Jocelyn;M;"Nouveau
candidat";"Équipe la relance -
Saint-Calixte";966;87;0;Non élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;2;CV;Conseiller;Bourassa;Louise;F;"Nouveau
candidat";"Tous ensemble pour
Saint-Calixte";910;155;0;Élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;2;CV;Conseiller;Héroux;Jean-Marc;M;"Nouveau
candidat";"Équipe la relance -
Saint-Calixte";910;142;0;Non élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;3;CV;Conseiller;Houle;Any-Pier;F;"Nouveau
candidat";"Tous ensemble pour
Saint-Calixte";1029;156;0;Élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;3;CV;Conseiller;Larose;Nicolas;M;"Nouveau
candidat";"Équipe la relance -
Saint-Calixte";1029;145;0;Non élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Mantha;Alexandre;M;"Nouveau
candidat";"Équipe la relance -
Saint-Calixte";1029;182;0;Élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Pin;Josiane;F;"Sortant
(même
poste)";"Tous ensemble pour
Saint-Calixte";1029;142;0;Non élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Lavallée;Gaétan;M;"Nouveau
candidat";"Tous ensemble pour
Saint-Calixte";867;149;0;Élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Defoy;Maryline;F;"Nouveau
candidat";"Équipe la relance -
Saint-Calixte";867;131;0;Non élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Chagnon;Lucie;F;"Nouveau
candidat";"Équipe la relance -
Saint-Calixte";917;177;0;Élu
63055;Saint-Calixte;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Gouin;Pierre;M;"Sortant
(même
poste)";"Tous ensemble pour
Saint-Calixte";917;119;0;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Desormiers;Richard;M;"Sortant
(autre
poste)";Équipe Richard Desormiers;9098;1477;85;Élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Charron;Jean-Pierre;M;"Sortant
(même
poste)";"Équipe Jean-Pierre
Charron - L'avenir de
Sainte-Julienne";9098;1460;85;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Drolet;François;M;"Nouveau
candidat";Équipe des citoyens;9098;608;85;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;1;CV;Conseiller;Rollin;Claude;M;"Sortant
(même
poste)";"Équipe Jean-Pierre
Charron - L'avenir de
Sainte-Julienne";1394;221;19;Élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;1;CV;Conseiller;Labrie;Hélène;M;"Nouveau
candidat";Équipe Richard Desormiers;1394;193;19;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;1;CV;Conseiller;Isabelle;Sylvie;F;"Nouveau
candidat";Équipe des citoyens;1394;91;19;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;2;CV;Conseiller;Breault;Stéphane;M;"Sortant
(même
poste)";Équipe Richard Desormiers;1395;268;8;Élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;2;CV;Conseiller;Lemire;Nicole;F;"Nouveau
candidat";"Équipe Jean-Pierre
Charron - L'avenir de
Sainte-Julienne";1395;215;8;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;2;CV;Conseiller;Carrière;Danny;M;"Nouveau
candidat";Équipe des citoyens;1395;143;8;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;3;CV;Conseiller;Ricard;Benoit;M;"Nouveau
candidat";"Équipe Jean-Pierre
Charron - L'avenir de
Sainte-Julienne";1365;249;16;Élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;3;CV;Conseiller;Desnoyers;Manon;M;"Sortant
(même
poste)";Équipe Richard Desormiers;1365;241;16;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;3;CV;Conseiller;Dufour;Danielle;F;"Nouveau
candidat";Équipe des citoyens;1365;67;16;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Boyer;Aryane;F;"Nouveau
candidat";Équipe Richard Desormiers;1602;233;10;Élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Martineau;Normand;M;"Nouveau
candidat";"Équipe Jean-Pierre
Charron - L'avenir de
Sainte-Julienne";1602;227;10;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Viens;Michel;M;"Nouveau
candidat";Équipe des citoyens;1602;131;10;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Turcotte;Enock-Robin;M;"Nouveau
candidat";Équipe Richard Desormiers;1723;398;16;Élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Richer;Dollard;M;"Nouveau
candidat";"Équipe Jean-Pierre
Charron - L'avenir de
Sainte-Julienne";1723;206;16;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Vilbon;Karine;F;"Nouveau
candidat";Équipe des citoyens;1723;75;16;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Ricard;Joël;M;"Sortant
(même
poste)";"Équipe Jean-Pierre
Charron - L'avenir de
Sainte-Julienne";1619;310;8;Élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Raquepas;Marylise;F;"Nouveau
candidat";Équipe Richard Desormiers;1619;187;8;Non élu
63060;Sainte-Julienne;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Haché;Marie-Claude;F;"Nouveau
candidat";Équipe des citoyens;1619;102;8;Non élu
63065;Saint-Liguori;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Pomerleau;Ghislaine;F;"Sortant
(même
poste)"; ;1646;376;10;Élu
63065;Saint-Liguori;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;0;MA;Maire;Gaudet;Jean;M;"Sortant
(autre
poste)"; ;1646;317;10;Non élu
63065;Saint-Liguori;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;1;CV;Conseiller;Bourgeois;Jean;M;"Sortant
(même
poste)"; ;1646;0;.;"Élu sans
opposition"
63065;Saint-Liguori;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;2;CV;Conseiller;Rivest;Serge;M;"Sortant
(même
poste)"; ;1646;0;.;"Élu sans
opposition"
63065;Saint-Liguori;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;3;CV;Conseiller;Loyer;Sylvain;M;"Nouveau
candidat"; ;1646;0;.;"Élu sans
opposition"
63065;Saint-Liguori;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Bélisle;Claude;M;"Sortant
(même
poste)"; ;1646;433;18;Élu
63065;Saint-Liguori;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;4;CV;Conseiller;Dufresne;Lynda;F;"Nouveau
candidat"; ;1646;252;18;Non élu
63065;Saint-Liguori;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;5;CV;Conseiller;Desrosiers;Sophie;F;"Nouveau
candidat"; ;1646;0;.;"Élu sans
opposition"
63065;Saint-Liguori;Municipalité;630;Montcalm;14;Lanaudière;.; ; ;6;CV;Conseiller;Payette;Pierre-Luc;M;"Sortant
(même
poste)"; ;1646;0;.;"Élu sans
opposition"
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ; ;0;MA;Maire;Traversy;Mathieu;M;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";87859;25293;456;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ; ;0;MA;Maire;Plante;Marc-André;M;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";87859;6898;456;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ; ;0;MA;Maire;Berleur;Simon;M;"Nouveau
candidat"; ;87859;574;456;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Saint-Joachim;1;CV;Conseiller;Mokas;Vicky;F;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";5802;910;12;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Saint-Joachim;1;CV;Conseiller;Villeneuve;Brigitte;F;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";5802;476;12;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Saint-Joachim;1;CV;Conseiller;Duhamel;Ève;F;"Nouveau
candidat"; ;5802;156;12;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Centre-Ville;10;CV;Conseiller;Morin;Robert;M;"Sortant
(même
poste)";"Mouvement Terrebonne -
Équipe Mathieu Traversy";5099;1620;24;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Centre-Ville;10;CV;Conseiller;Armstrong;Dave;M;"Nouveau
candidat";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";5099;284;24;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Centre-Ville;10;CV;Conseiller;Quevillon;Valérie;F;"Nouveau
candidat";"Nouvel Élan Terrebonne -
Équipe Valérie Quevillon";5099;154;24;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Seigneurie-Île-Saint-Jean;11;CV;Conseiller;Aucoin;Daniel;M;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";4825;1561;38;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Seigneurie-Île-Saint-Jean;11;CV;Conseiller;Ricard;Nathalie;F;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";4825;342;38;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Vieux-Terrebonne;12;CV;Conseiller;Fontaine;André;M;"Sortant
(même
poste)";"Mouvement Terrebonne -
Équipe Mathieu Traversy";5390;1771;40;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Vieux-Terrebonne;12;CV;Conseiller;Gince;Martin;M;"Nouveau
candidat";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";5390;242;40;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Coteau-des Vignobles;13;CV;Conseiller;Auger;Robert;M;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";4654;1397;23;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Coteau-des Vignobles;13;CV;Conseiller;Demers;Jacques;M;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";4654;705;23;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Charles-Aubert;14;CV;Conseiller;Corbeil;Michel;M;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";5429;1900;30;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Charles-Aubert;14;CV;Conseiller;Lachance;Roch;M;"Nouveau
candidat";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";5429;309;30;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Saint-Charles—Des Fleurs;15;CV;Conseiller;Leblanc;Sonia;F;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";5251;1427;25;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Saint-Charles—Des Fleurs;15;CV;Conseiller;Mathieu;Guylène;F;"Nouveau
candidat";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";5251;625;25;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Des Pionniers;16;CV;Conseiller;Michaud;Marc-André;M;"Sortant
(même
poste)";"Mouvement Terrebonne -
Équipe Mathieu Traversy";5828;1705;43;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Des Pionniers;16;CV;Conseiller;Ménard;Francis;M;"Nouveau
candidat";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";5828;482;43;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Boisé-Laurier;2;CV;Conseiller;Berthiaume;Raymond;M;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";5748;1153;26;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Boisé-Laurier;2;CV;Conseiller;Bellavance;Nathalie;F;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";5748;667;26;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Boisé-Laurier;2;CV;Conseiller;Duchesne;Katy;F;"Nouveau
candidat"; ;5748;45;26;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Ruisseau Noir;3;CV;Conseiller;Lepage;Nathalie;F;"Sortant
(même
poste)";"Mouvement Terrebonne -
Équipe Mathieu Traversy";5820;1093;22;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Ruisseau Noir;3;CV;Conseiller;St-Pierre;Dany;M;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";5820;486;22;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Ruisseau Noir;3;CV;Conseiller;Michaud;Hélène;F;"Nouveau
candidat"; ;5820;56;22;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Terrebonne-Ouest;4;CV;Conseiller;Guarnieri;Anna;F;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";6291;973;31;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Terrebonne-Ouest;4;CV;Conseiller;Leclerc;Réal;M;"Sortant
(même
poste)"; ;6291;576;31;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Terrebonne-Ouest;4;CV;Conseiller;Arbour;Louise;F;"Nouveau
candidat";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";6291;412;31;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Grand Ruisseau;5;CV;Conseiller;Abaunza;Claudia;F;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";6114;1235;22;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Grand Ruisseau;5;CV;Conseiller;Gagnon;Serge;M;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";6114;623;22;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Comtois-La Pinière;6;CV;Conseiller;Doyon;Valérie;F;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";6099;1419;28;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Comtois-La Pinière;6;CV;Conseiller;Fortin;Éric;M;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";6099;614;28;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Côte de Terrebonne;7;CV;Conseiller;Couturier;Marie-Eve;F;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";4794;2025;19;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Côte de Terrebonne;7;CV;Conseiller;Maisonneuve;Yan;M;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";4794;311;19;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Saint-Jean-Baptiste;8;CV;Conseiller;Maldonado;Carl Miguel;M;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";5966;2199;35;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Saint-Jean-Baptiste;8;CV;Conseiller;De Paoli;Annie Claude;F;"Nouveau
candidat";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";5966;265;35;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;Saint-Jean-Baptiste;8;CV;Conseiller;Desbiens;Caroline;F;"Sortant
(même
poste)"; ;5966;251;35;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;La Sablière-Hauteville;9;CV;Conseiller;Ladouceur;Benoit;M;"Nouveau
candidat";"Mouvement Terrebonne -
Équipe Mathieu Traversy";4749;1843;20;Élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;La Sablière-Hauteville;9;CV;Conseiller;Paquin;Simon;M;"Sortant
(même
poste)";"Alliance démocratique
Terrebonne - Équipe du
maire Marc-André Plante";4749;441;20;Non élu
64008;Terrebonne;Ville;640;Les Moulins;14;Lanaudière;.; ;La Sablière-Hauteville;9;CV;Conseiller;Houle;Maxime;M;"Nouveau
candidat"; ;4749;27;20;Non élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ; ;0;MA;Maire;Tremblay;Guillaume;M;"Sortant
(même
poste)";"Vision démocratique de
Mascouche - Équipe
Guillaume Tremblay";38129;8999;137;Élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ; ;0;MA;Maire;Collin;François;M;"Nouveau
candidat"; ;38129;1298;137;Non élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ; ;0;MA;Maire;Lavallée;Line;F;"Nouveau
candidat"; ;38129;287;137;Non élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ; ;0;MA;Maire;Almeida Marlow;Flora;F;"Nouveau
candidat"; ;38129;221;137;Non élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Louis-Hébert;1;CV;Conseiller;Demers;Michèle;F;"Nouveau
candidat";"Vision démocratique de
Mascouche - Équipe
Guillaume Tremblay";4858;0;.;"Élu sans
opposition"
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Laurier;2;CV;Conseiller;Jolicoeur;Eugène;M;"Sortant
(même
poste)";"Vision démocratique de
Mascouche - Équipe
Guillaume Tremblay";5084;0;.;"Élu sans
opposition"
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Le Gardeur;3;CV;Conseiller;Mailloux;Anny;F;"Sortant
(autre
poste)";"Vision démocratique de
Mascouche - Équipe
Guillaume Tremblay";4995;0;.;"Élu sans
opposition"
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;La Vérendrye;4;CV;Conseiller;Pierre-Louis;Darllie;F;"Nouveau
candidat";"Vision démocratique de
Mascouche - Équipe
Guillaume Tremblay";4537;0;.;"Élu sans
opposition"
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Côteau;5;CV;Conseiller;Lefebvre;Bertrand;M;"Sortant
(même
poste)";"Vision démocratique de
Mascouche - Équipe
Guillaume Tremblay";4880;1014;21;Élu
