"Code de la
municipalité";Nom de la municipalité;"Type de
municipalité";"Code
de la
MRC";Nom de la MRC;"Code de la
région
administrative";"Nom de la région
administrative";"Code de
l'arrondissement";Nom de l'arrondissement;Nom du district électoral;"Identifiant
du poste";"Code
du
type
de
poste";Type de poste;Nom;Prénom;Sexe;Sortant;"Nom du parti ou de
l'équipe";"Nombre
d'électeurs";"Nombre
de votes
reçus
par le
candidat";"Nombre
de
votes
rejetés";"Statut du
candidat" 
68040;Saint-Jacques-le-Mineur;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Paiement;Karine;F;"Nouveau
candidat"; ;1509;557;5;Élu
68040;Saint-Jacques-le-Mineur;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Sauriol;Lise;F;"Sortant
(même
poste)"; ;1509;86;5;Non élu
68040;Saint-Jacques-le-Mineur;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller; ; ; ; ; ;.;.;.;"Poste
vacant"
68040;Saint-Jacques-le-Mineur;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller; ; ; ; ; ;.;.;.;"Poste
vacant"
68040;Saint-Jacques-le-Mineur;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Boutin;Marie-Eve;F;"Sortant
(même
poste)"; ;1509;0;.;"Élu sans
opposition"
68040;Saint-Jacques-le-Mineur;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller; ; ; ; ; ;.;.;.;"Poste
vacant"
68040;Saint-Jacques-le-Mineur;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Therrien;Mylène;F;"Nouveau
candidat"; ;1509;0;.;"Élu sans
opposition"
68040;Saint-Jacques-le-Mineur;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Brunet;Etienne;M;"Nouveau
candidat"; ;1509;0;.;"Élu sans
opposition"
68045;Saint-Édouard;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Racette;Daniel;M;"Sortant
(autre
poste)"; ;0;.;.;"Élu sans
opposition"
68045;Saint-Édouard;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Tremblay;Sébastien;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
68045;Saint-Édouard;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Bastien;Alexandre;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
68045;Saint-Édouard;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Alain;Dumouchel;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68045;Saint-Édouard;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Gaudreau;Marc;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68045;Saint-Édouard;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Dupuis;Jean Michel;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
68045;Saint-Édouard;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Raymond;Pierrette;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
68050;Saint-Michel;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Hamelin;Jean-Guy;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68050;Saint-Michel;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Roy;Marcel;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68050;Saint-Michel;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Lirette;Patrice;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68050;Saint-Michel;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Isabelle;Mario;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
68050;Saint-Michel;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Poupart;Claude;M;"Sortant
(autre
poste)"; ;0;.;.;"Élu sans
opposition"
68050;Saint-Michel;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Phaneuf;Patrick;M;"Sortant
(autre
poste)"; ;0;.;.;"Élu sans
opposition"
68050;Saint-Michel;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Guérin;Mario;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68055;Saint-Rémi;Ville;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Gagnon-Breton;Sylvie;F;"Sortant
(même
poste)"; ;6617;0;.;"Élu sans
opposition"
68055;Saint-Rémi;Ville;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Daoust;Jean-François;M;"Sortant
(même
poste)"; ;1126;0;.;"Élu sans
opposition"
68055;Saint-Rémi;Ville;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Soucy;Diane;F;"Nouveau
candidat"; ;1050;155;3;Élu
68055;Saint-Rémi;Ville;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Richer;Claude;M;"Nouveau
candidat"; ;1050;55;3;Non élu
68055;Saint-Rémi;Ville;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Brosseau;Dany;M;"Sortant
(même
poste)"; ;1006;0;.;"Élu sans
opposition"
68055;Saint-Rémi;Ville;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Brais;Louise;F;"Nouveau
candidat"; ;1167;265;2;Élu
68055;Saint-Rémi;Ville;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Boyer;Claude;M;"Sortant
(même
poste)"; ;1167;179;2;Non élu
68055;Saint-Rémi;Ville;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Fortin;Marie-Dominique;F;"Sortant
(même
poste)"; ;1086;0;.;"Élu sans
opposition"
68055;Saint-Rémi;Ville;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Payant;Annie;F;"Sortant
(même
poste)"; ;1182;0;.;"Élu sans
opposition"
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Gingras;Stéphane;M;"Nouveau
candidat"; ;665;227;0;Élu
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Henderson;Denis;M;"Sortant
(même
poste)"; ;665;223;0;Non élu
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Lavallée;Hélène;F;"Sortant
(même
poste)"; ;665;0;.;"Élu sans
opposition"
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Bourdeau;Philippe;M;"Nouveau
candidat"; ;665;233;0;Élu
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Sutton Carroll;Lori;F;"Sortant
(même
poste)"; ;665;218;0;Non élu
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Edwards;Gregg;M;"Sortant
(même
poste)"; ;665;242;0;Élu
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Ferraro;Audrey;F;"Nouveau
candidat"; ;665;207;0;Non élu
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Bleau;Vivianne;F;"Nouveau
candidat"; ;665;299;0;Élu
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Boileau;Daniel;M;"Sortant
(même
poste)"; ;665;154;0;Non élu
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;Allen;Michael;M;"Sortant
(même
poste)"; ;665;0;.;"Élu sans
opposition"
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Sherrington;Christopher;M;"Nouveau
candidat"; ;665;264;0;Élu
69005;Havelock;Canton;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Lemieux-Bibeau;David;M;"Nouveau
candidat"; ;665;185;0;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Métras;Yves;M;"Sortant
(autre
poste)";Équipe Métras;1493;436;5;Élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Roy;Jacques;M;"Nouveau
candidat"; ;1493;191;5;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Brooks;Douglas;M;"Sortant
(même
poste)"; ;1493;141;5;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Laberge;Marc-André;M;"Sortant
(même
poste)";Équipe Métras;1493;402;24;Élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Leahy;Lea;F;"Nouveau
candidat"; ;1493;345;24;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Mckenzie;Lyne;F;"Nouveau
candidat";Équipe Métras;1493;422;6;Élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Grégoire;Luc;M;"Nouveau
candidat"; ;1493;221;6;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Rémillard;Sébastien;M;"Sortant
(même
poste)"; ;1493;124;6;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Brennan;Simon;M;"Nouveau
candidat"; ;1493;325;34;Élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Vaillancourt;Michel;M;"Sortant
(même
poste)"; ;1493;298;34;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Nadeau;Stéphane;M;"Nouveau
candidat"; ;1493;115;34;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Blair;Mark;M;"Nouveau
candidat";Équipe Métras;1493;478;20;Élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Brault-Lussier;Josianne;F;"Nouveau
candidat"; ;1493;274;20;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;St-Pierre;Nathaniel;M;"Nouveau
candidat";Équipe Métras;1493;418;23;Élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;Viscusi Rémillard;Carol;F;"Nouveau
candidat"; ;1493;330;23;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Payette;Éric;M;"Sortant
(même
poste)";Équipe Métras;1493;430;13;Élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Meloche;Vincent;M;"Sortant
(autre
poste)"; ;1493;165;13;Non élu
69010;Franklin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Cabot;Daniel;M;"Nouveau
candidat"; ;1493;164;13;Non élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Laberge;Steve;M;"Sortant
(autre
poste)"; ;2131;763;1;Élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Dagenais;Gilles;M;"Sortant
(même
poste)"; ;2131;324;1;Non élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Labonté;Michel;M;"Nouveau
candidat"; ;2131;59;1;Non élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Henderson;Mario;M;"Sortant
(autre
poste)"; ;355;154;1;Élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Jaquet;Colette;F;"Sortant
(même
poste)"; ;355;40;1;Non élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Taillefer;Michel;M;"Nouveau
candidat"; ;355;24;1;Non élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Roy;Marc;M;"Sortant
(même
poste)"; ;340;0;.;"Élu sans
opposition"
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Payant;Jean-Luc;M;"Nouveau
candidat"; ;289;169;1;Élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Major;Jonathan;M;"Nouveau
candidat"; ;289;18;1;Non élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Beaudin;Richard;M;"Sortant
(même
poste)"; ;392;0;.;"Élu sans
opposition"
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;Lafond;Martin;M;"Nouveau
candidat"; ;390;0;.;"Élu sans
opposition"
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Demers;Suzan;M;"Nouveau
candidat"; ;365;146;3;Élu
69017;Saint-Chrysostome;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Major;Henri;M;"Nouveau
candidat"; ;365;24;3;Non élu
69025;Howick;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Raithby;Richard;M;"Sortant
(même
poste)"; ;675;0;.;"Élu sans
opposition"
69025;Howick;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Lavoie;Ronald;M;"Sortant
(même
poste)"; ;675;0;.;"Élu sans
opposition"
69025;Howick;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Rose;Patrice;M;"Nouveau
candidat"; ;675;93;0;Élu
69025;Howick;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;McArthur;Jordan;M;"Nouveau
candidat"; ;675;44;0;Non élu
69025;Howick;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Billette;Jean-Denis;M;"Sortant
(même
poste)"; ;675;0;.;"Élu sans
opposition"
69025;Howick;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;McArthur;Danny;M;"Sortant
(même
poste)";;675;0;.;"Élu sans
opposition"
69025;Howick;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;Cholette;Louise;F;"Sortant
(même
poste)"; ;675;0;.;"Élu sans
opposition"
69025;Howick;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Bulmer;Ryan;M;"Sortant
(même
poste)"; ;675;0;.;"Élu sans
opposition"
69030;Très-Saint-Sacrement;Paroisse;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;McKell;Agnes;F;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
69030;Très-Saint-Sacrement;Paroisse;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Anderson;Danny;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
69030;Très-Saint-Sacrement;Paroisse;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Poirier;Karine;F;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
69030;Très-Saint-Sacrement;Paroisse;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Bergevin;Guy;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
69030;Très-Saint-Sacrement;Paroisse;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Jonathan;Craig;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
69030;Très-Saint-Sacrement;Paroisse;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;Templeton;Jim;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
69030;Très-Saint-Sacrement;Paroisse;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Laramée;Pascal;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;McAleer;Christine;F;"Nouveau
candidat"; ;3147;567;32;Élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Besombes;Philippe;M;"Nouveau
candidat"; ;3147;501;32;Non élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Vandor;Thomas;M;"Nouveau
candidat"; ;3147;597;32;Élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Dolphin;Kenneth;M;"Sortant
(même
poste)"; ;3147;471;32;Non élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Guilbault;Jacques;M;"Sortant
(même
poste)"; ;3147;578;29;Élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Bohemen;Pierre;M;"Nouveau
candidat"; ;3147;493;29;Non élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Ovans;Stephen;M;"Sortant
(même
poste)"; ;3147;462;22;Élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Brissette;Francis;M;"Nouveau
candidat"; ;3147;391;22;Non élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Morin;Lucille;F;"Nouveau
candidat"; ;3147;225;22;Non élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Bourdeau;Éric;M;"Nouveau
candidat"; ;3147;521;29;Élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Allen;Jonathan;M;"Nouveau
candidat"; ;3147;331;29;Non élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Hutchinson;Suzanne;F;"Nouveau
candidat"; ;3147;220;29;Non élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;Barrington;Kimberley;F;"Nouveau
candidat"; ;3147;390;37;Élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;Soucy;Mark-Olivier;M;"Nouveau
candidat"; ;3147;341;37;Non élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;Loney;Alice;M;"Nouveau
candidat"; ;3147;332;37;Non élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Beauchamp;Shane;M;"Nouveau
candidat"; ;3147;621;27;Élu
69037;Ormstown;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Laroche;Chantale;F;"Sortant
(même
poste)"; ;3147;452;27;Non élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Wallace;Mark;M;"Sortant
(autre
poste)"; ;1794;377;4;Élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;ALFRED;MACKAY;M;"Nouveau
candidat"; ;1794;78;4;Non élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;MALBOEUF;EDGAR;M;"Nouveau
candidat"; ;1794;56;4;Non élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Macfarlane;Elgin;M;"Sortant
(même
poste)"; ;1794;0;.;"Élu sans
opposition"
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Feeny;Kirk;M;"Sortant
(même
poste)"; ;1794;0;.;"Élu sans
opposition"
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Clarke;Tanya;F;"Nouveau
candidat"; ;1794;0;.;"Élu sans
opposition"
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;BAKOS;MARK;M;"Sortant
(même
poste)"; ;1794;271;31;Élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;DUNCAN;RALPH;M;"Nouveau
candidat"; ;1794;213;31;Non élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;PREVOST;LAURIE ANN;F;"Nouveau
candidat"; ;1794;332;25;Élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;IVERSEN;STUART;M;"Nouveau
candidat"; ;1794;158;25;Non élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;MCCAFFREY;MARGO;F;"Nouveau
candidat"; ;1794;340;17;Élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;RICARD;NADIA;F;"Sortant
(même
poste)"; ;1794;86;17;Non élu
69045;Hinchinbrooke;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Bocchicchio;Gerry;M;"Nouveau
candidat"; ;1794;72;17;Non élu
69050;Elgin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Stewart;Deborah;F;"Sortant
(même
poste)"; ;337;0;.;"Élu sans
opposition"
69050;Elgin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Moss;Justin;M;"Nouveau
candidat"; ;337;76;1;Élu
69050;Elgin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;1;CV;Conseiller;Jowle;David;M;"Nouveau
candidat"; ;337;36;1;Non élu
69050;Elgin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;2;CV;Conseiller;Gaw;James;M;"Sortant
(même
poste)"; ;337;0;.;"Élu sans
opposition"
69050;Elgin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;3;CV;Conseiller;Bergevin;Donald;M;"Sortant
(même
poste)"; ;337;0;.;"Élu sans
opposition"
69050;Elgin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;4;CV;Conseiller;Drummond;David;M;"Sortant
(même
poste)"; ;337;0;.;"Élu sans
opposition"
69050;Elgin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;5;CV;Conseiller;Liebl;Markus;M;"Sortant
(même
poste)"; ;337;0;.;"Élu sans
opposition"
69050;Elgin;Municipalité;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;6;CV;Conseiller;Wallace;Matthew;M;"Sortant
(même
poste)"; ;337;0;.;"Élu sans
opposition"
69055;Huntingdon;Ville;690;Le Haut-Saint-Laurent;16;Montérégie;.; ; ;0;MA;Maire;Brunette;André;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
69055;Huntingdon;Ville;690;Le Haut-Saint-Laurent;16;Montérégie;.; ;Sud;1;CV;Conseiller;St-Cyr;Denis;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
69055;Huntingdon;Ville;690;Le Haut-Saint-Laurent;16;Montérégie;.; ;Sud;2;CV;Conseiller;Geary;Andrea;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
69055;Huntingdon;Ville;690;Le Haut-Saint-Laurent;16;Montérégie;.; ;Ouest;3;CV;Conseiller;Tremblay;Dominic;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
69055;Huntingdon;Ville;690;Le Haut-Saint-Laurent;16;Montérégie;.; ;Ouest;4;CV;Conseiller;Ricard;Florent;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
