ï»¿ID,INTERDICTIONSTATIONNERHIVER,NOMGENERIQUE,TYPESEGMENTRUE,TYPECAMIONNAGE,VITESSE,STATUTSEGMENT,MISEAJOUR,AUTOBUS
56567,Non,Rue du Buisson,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56568,Non,Rue du Buisson,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56569,Non,Rue du Chenal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56570,Non,Rue du Chenal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56571,Non,Rue du Chenal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56572,Oui,Rue du Vieux-Moulin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56573,Non,Rue Edmond,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56574,Non,Rue Edmond,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56575,Non,Rue Edmond,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56576,Non,Rue Edmond,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56577,Oui,Rue EnchantÃ©e,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56578,Non,Rue Eulalie-Durocher,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56579,Non,Rue Eulalie-Durocher,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56580,Non,Rue Fabre,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56581,Non,Rue Fauteux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56582,Non,Rue FÃ©lix,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56583,Non,Rue FÃ©lix,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56584,Non,Rue Ferron,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56585,Non,Rue Ferron,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56587,Non,Place Fiset,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56588,Non,Rue Fiset,Locale,Route interdite,30.5,Ouvert,2019-08-28,Oui
56589,Non,Rue Fiset,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56590,Non,Rue Fiset,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56591,Non,Rue Fiset,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56592,Non,Place Fiset,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56593,Non,Place Fiset,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56594,Non,Rue Fleur-de-Lys,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56595,Non,Rue Fleur-de-Lys,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56596,Non,Rue Fleur-de-Lys,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56597,Oui,Rue Florin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56598,Non,Rue Fonteneau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56599,Non,Rue Fonteneau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56600,Non,Rue Fonteneau,Locale,Route interdite,50,Ouvert,2019-08-28,Non
56601,Non,Rue Forget,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56602,Non,Rue Fortin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56603,Non,Rue Fortin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56606,Non,Rue Fortin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56607,Non,Rue Fournier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56608,Non,Rue Francine,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56609,Non,Rue FranÃ§ois-Grenier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56610,Non,Rue FranÃ§ois-Grenier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56611,Non,Rue FranÃ§ois-Grenier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56612,Non,Rue FranÃ§ois-Grenier,Locale,Route interdite,30,Ouvert,2019-08-28,Non
56613,Non,Rue FranÃ§ois-Grenier,Locale,Route interdite,30,Ouvert,2019-08-28,Non
56614,Non,Rue FranÃ§ois-Grenier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56616,Non,Rue de Vimy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56617,Non,Rue Frontenac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56618,Non,Rue Frontenac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56619,Non,Rue Frontenac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56620,Non,Rue Frontenac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56621,Non,Rue Frontenac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56622,Non,Rue Frontenac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56623,Non,Rue Frontenac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56624,Oui,Rue GagnÃ©,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56625,Non,Rue Gagnon,Locale,Route interdite,30,Ouvert,2019-08-28,Non
56626,Non,Rue Gagnon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56627,Non,Rue Gagnon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56628,Non,Rue Gamelin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56629,Non,Rue Gamelin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56630,Non,Rue Gamelin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56631,Non,Rue Gamelin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56632,Non,Rue Gamelin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56633,Non,Rue Gamelin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56634,Non,Rue Garnier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56635,Non,Rue Garnier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56636,Non,Rue Garnier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56637,Non,Rue Garnier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56638,Non,Rue Garnier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56639,Non,Rue Gaston,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56640,Non,Rue Gaston,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56641,Non,Rue Gaston,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56642,Non,Rue Gaudreault,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56643,Non,Rue Gaudreault,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56644,Non,Rue Gaudreault,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56645,Non,Rue Gaudreault,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56646,Non,Rue Gauthier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56647,Non,Rue Gauthier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56648,Non,Rue Gauthier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56650,Non,Rue Gauthier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56651,Non,Rue Gauthier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56652,Non,Rue Gauvin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56653,Non,Rue Gauvin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56654,Non,Rue Gauvin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56655,Non,Rue GÃ©linas,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56656,Non,Rue GÃ©linas,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56657,Non,Rue GÃ©linas,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56658,Non,Rue GÃ©linas,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56659,Non,Voie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56660,Non,Rue Gervais,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56661,Non,Rue Gervais,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56663,Non,Rue Gervais,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56664,Non,Rue Gervais,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
56665,Non,Voie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56666,Non,Voie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56667,Non,Voie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56668,Non,Rue Gilbert,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56669,Non,Rue Ginette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56670,Non,Rue Ginette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56671,Non,Rue Ginette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56672,Non,Rue Gingras,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56673,Oui,Rue Girard,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56674,Oui,Rue Girard,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56675,Oui,Rue Girard,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56676,Non,Rue Giroux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56677,Non,Rue Godbout,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56678,Non,Rue Godbout,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56679,Non,Rue Godbout,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56680,Non,Rue Godin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56681,Non,Rue Godin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56682,Non,Rue Gouin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56683,Oui,Rue Goulet,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56685,Non,Rue Gravel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56686,Non,Rue Gravel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56687,Non,Rue Gravel,Locale,Route interdite,30,Ouvert,2019-08-28,Non
56688,Non,Rue Gravel,Locale,Route interdite,30,Ouvert,2019-08-28,Non
56689,Non,Rue Gravel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56690,Non,Rue Gravel,Locale,Route interdite,50,Ouvert,2019-08-28,Non
56691,Non,Rue Guy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56692,Non,Rue Guy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56693,Non,Rue Guy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56694,Oui,Rue Hector,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56695,Oui,Rue HÃ©lÃ¨ne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56696,Oui,Rue HÃ©lÃ¨ne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56697,Non,Rue de l'HÃ´tel-de-Ville,Locale,Route interdite,50,Ouvert,2019-08-28,Non
56698,Non,Rue de l'HÃ´tel-de-Ville,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56699,Non,Rue de l'HÃ´tel-de-Ville,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56700,Non,Rue de l'HÃ´tel-de-Ville,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56701,Non,Rue de l'HÃ´tel-de-Ville,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56702,Non,Rue de l'HÃ´tel-de-Ville,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56703,Non,Rue de l'HÃ´tel-de-Ville,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56704,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56705,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56707,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56713,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56714,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56715,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56716,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56717,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56718,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56719,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56720,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56721,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56722,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56723,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56724,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56725,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
56726,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
56727,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Non
56728,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56729,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56730,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56731,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56732,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
56733,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
56734,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56735,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
56736,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56737,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56738,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56739,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56740,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56741,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56742,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56743,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56744,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56745,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56746,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56747,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56748,Non,Boulevard Iberville,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
56749,Non,Boulevard Iberville,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
56750,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56751,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56752,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56753,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56754,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56755,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56756,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56757,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56758,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56759,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56760,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56761,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56762,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56763,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56764,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56765,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56766,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56767,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56768,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56769,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56770,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56771,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56772,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56773,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56774,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56775,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56776,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56777,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56778,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56779,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56780,Non,Boulevard Iberville,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
56781,Non,Boulevard Iberville,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
56782,Non,Boulevard Iberville,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
56783,Non,Boulevard Iberville,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
56784,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56785,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56786,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56789,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56790,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56791,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56793,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56794,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56796,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56798,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56799,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56800,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56801,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56802,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
56803,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56804,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56806,Non,Boulevard Iberville,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
56807,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56808,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56809,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56810,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56811,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56812,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56813,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56814,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56815,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56816,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56817,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56818,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56819,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56820,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56821,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56822,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56823,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56824,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56825,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56826,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30,Ouvert,2022-11-24,Oui
56827,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56828,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56830,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56831,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30.5,Ouvert,2019-08-28,Oui
56832,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56833,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56834,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56835,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56836,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56837,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56838,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56839,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,30.5,Ouvert,2019-08-28,Oui
56840,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56841,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56842,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56843,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56844,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56845,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56846,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56847,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56848,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56849,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56850,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56851,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56852,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56853,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56854,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56855,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56856,Non,Boulevard Iberville,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56858,Non,Boulevard Industriel,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56859,Non,Boulevard Industriel,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56862,Non,Boulevard Industriel,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Non
56865,Non,Boulevard Industriel,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56866,Non,Boulevard Industriel,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Non
56868,Non,Boulevard Industriel,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Non
56869,Non,Rue Jacques-Cartier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
