ï»¿ID,INTERDICTIONSTATIONNERHIVER,NOMGENERIQUE,TYPESEGMENTRUE,TYPECAMIONNAGE,VITESSE,STATUTSEGMENT,MISEAJOUR,AUTOBUS 
58078,Non,Rue du Carillon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58079,Non,Rue du Carillon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58080,Non,Rue Christophe-Colomb,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58081,Non,Rue Christophe-Colomb,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58082,Non,Rue Christophe-Colomb,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58083,Non,Rue Christophe-Colomb,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58084,Non,Rue Christophe-Colomb,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58085,Non,Rue Christophe-Colomb,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58086,Non,Rue Christophe-Colomb,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58087,Non,Rue de Calais,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58088,Non,Rue Chandonnet,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58089,Non,Rue du Carmel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58090,Non,Rue du Carmel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58091,Non,Rue du Carmel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58092,Non,Rue Coursol,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58093,Non,Rue Coursol,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58094,Non,Rue Coursol,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58096,Non,Rue Coursol,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58097,Non,Rue de Chambly,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58098,Non,Rue de Chambly,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58099,Non,Rue de Chambly,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58100,Non,Rue Closse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58101,Non,Rue Curie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58102,Non,Rue Curie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58103,Non,Rue de Carignan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58104,Non,Rue de Carignan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58105,Non,Rue De La ChevrotiÃ¨re,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58106,Non,Rue De La ChevrotiÃ¨re,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58107,Non,Rue De La ChevrotiÃ¨re,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58108,Non,Rue De La ChevrotiÃ¨re,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58109,Non,Rue ChÃ©nier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58110,Non,Rue ChÃ©nier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58111,Non,Rue des Cenelliers,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58112,Non,Rue de Niagara,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58113,Non,Rue de Niagara,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58114,Non,Rue de Niagara,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58115,Non,Rue de Niagara,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58116,Non,Rue de Niagara,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58117,Non,Rue de Niagara,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58118,Non,Rue Cousineau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58119,Non,Rue Chevrier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58120,Non,Rue de Navarone,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58121,Non,Rue de Navarone,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58122,Non,Rue de Navarone,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58123,Non,Rue de Neuve-France,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58124,Non,Rue Charest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58125,Non,Rue de Boisbriand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58126,Non,Rue de Boisbriand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58127,Non,Rue de Boisbriand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58128,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58129,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58130,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58131,Non,Boulevard Basile-Routhier,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58132,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58133,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58134,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58135,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58136,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58137,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58138,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58139,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58140,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58141,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58142,Non,Boulevard Basile-Routhier,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58143,Non,Boulevard Basile-Routhier,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58144,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58145,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58146,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58147,Non,Boulevard Basile-Routhier,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58148,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58149,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58150,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58151,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30.5,Ouvert,2019-08-28,Oui
58152,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58153,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58154,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58155,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58156,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58157,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58158,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58159,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58160,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58161,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58162,Non,Boulevard Basile-Routhier,Locale,Route interdite,30,Ouvert,2019-08-29,Non
58163,Non,Boulevard Basile-Routhier,Locale,Route interdite,30,Ouvert,2019-08-29,Non
58164,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58165,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58166,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30.5,Ouvert,2019-08-28,Oui
58168,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58169,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58170,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58171,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58172,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58173,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58174,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58175,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58176,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58177,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58178,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58179,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58180,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58181,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
58182,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-29,Oui
58183,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58184,Non,Boulevard Basile-Routhier,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58185,Non,Rue Bonaparte,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58186,Non,Rue Bagot,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58187,Non,Rue BruchÃ©si,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58188,Non,Rue BruchÃ©si,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58189,Non,Rue BruchÃ©si,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58190,Non,Rue Brodeur,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58191,Non,Rue de Berthier,Locale,Route interdite,30.5,Ouvert,2019-08-28,Non
58192,Non,Rue de Bayonne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58193,Non,Rue de Bayonne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58194,Non,Rue de Bayonne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58195,Non,Rue des Bois-Francs,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58196,Non,Rue des Bois-Francs,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58197,Non,Rue Bachand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58198,Non,Rue Bachand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58199,Non,Rue de Beauharnois,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58200,Non,Rue Bach,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58201,Non,Rue Bach,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58202,Non,Rue Beaugrand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58203,Non,Rue Beaugrand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58204,Non,Rue Beaugrand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58205,Non,Rue Beaugrand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58206,Non,Rue Beaugrand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58207,Non,Rue Brassens,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58208,Non,Rue Beaubien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58209,Non,Rue Beaubien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58210,Non,Rue Beaubien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58211,Non,Rue de Bordeaux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58212,Non,Rue de Bordeaux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58213,Non,Rue de Bordeaux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58214,Non,Rue de Bruxelles,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58215,Non,Rue de Bruxelles,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58216,Non,Rue Bougainville,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58217,Non,Rue de BÃ©cancour,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58218,Non,Rue de BerniÃ¨res,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58219,Non,Rue de Bellechasse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58220,Non,Rue Bourdages,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58221,Non,Rue Beauchemin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58222,Non,Rue Beauchemin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58223,Non,Rue Beauchemin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58224,Non,Rue Beauchemin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58225,Non,Rue Balzac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58226,Non,Rue Balzac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58227,Non,Rue de Bergerac,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58228,Non,Rue Beauvillier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58229,Non,Rue de Bonsecours,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58230,Non,Rue de Bonsecours,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58231,Non,Rue de Bonsecours,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58232,Non,Rue BeauprÃ©,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58233,Non,Rue de Boulogne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58234,Non,Rue de Boulogne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58236,Non,Rue de Port-Royal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58237,Non,Rue de Port-Royal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58240,Non,Rue L'Ãcuyer,Locale,Route de transit,40,Ouvert,2019-08-28,Non
58241,Non,Rue Renoir,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58242,Non,Rue Renoir,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58243,Non,Rue Renoir,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58244,Non,Rue Ravel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58245,Non,Rue Ravel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58246,Non,Rue de Vienne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58247,Non,Rue de Vienne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58248,Non,Rue de Vienne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58249,Non,Rue du Portage,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58251,Non,Rue du Portage,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58253,Non,Rue Desjardins,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58254,Non,Rue Desjardins,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58255,Non,Rue Desjardins,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58256,Non,Place du Chenal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58257,Non,Place du Chenal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58258,Non,Place du Chenal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58259,Non,Place du Chenal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58260,Non,Rue Duquette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58261,Non,Rue Duquette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58262,Non,Rue Duquette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58263,Non,Rue Martel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58264,Non,Rue Claudel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58265,Non,Rue Claudel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58267,Non,Rue Delacroix,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58268,Non,Rue Delacroix,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58269,Non,Rue Delacroix,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58270,Non,Rue Delacroix,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58271,Non,Rue Delacroix,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58272,Non,Rue Delacroix,Locale,Route interdite,30,Ouvert,2019-08-28,Non
58273,Non,Rue Delacroix,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58274,Non,Rue Delacroix,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58275,Non,Rue Delacroix,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58276,Non,Rue Carrel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58277,Non,Rue Carrel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58278,Non,Rue Chopin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58279,Non,Rue Chopin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58280,Non,Rue Baudelaire,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58281,Non,Rue Baudelaire,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58282,Non,Rue Baudelaire,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58283,Non,Rue Baudelaire,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58284,Non,Rue Baudelaire,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58285,Non,Rue Baudelaire,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58286,Non,Rue des Ãmeraudes,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58287,Non,Rue des Ãmeraudes,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58288,Non,Rue des Ãmeraudes,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58289,Non,Rue de Lisbonne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58290,Non,Rue de Lisbonne,Locale,Route interdite,30,Ouvert,2019-08-29,Non
58291,Non,Rue de Lisbonne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58292,Non,Rue de Lisbonne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58293,Non,Rue de Lisbonne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58294,Non,Rue Jacquard,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58295,Non,Rue Jacquard,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58296,Non,Rue De Beauvoir,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58297,Non,Rue De Beauvoir,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58298,Non,Rue De Beauvoir,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58299,Non,Rue De Beauvoir,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58300,Non,Rue Descartes,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58301,Non,Rue Descartes,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58302,Non,Rue Descartes,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58305,Non,Rue Debussy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58306,Non,Rue Debussy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58307,Non,Rue De Coubertin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58308,Non,Rue De Coubertin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58309,Non,Rue De Coubertin,Locale,Route interdite,30,Ouvert,2019-08-29,Non
58310,Non,Rue De Coubertin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58311,Non,Rue De Coubertin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58312,Non,Rue MoliÃ¨re,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58313,Non,Rue MoliÃ¨re,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58314,Non,Rue PrÃ©vert,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58315,Non,Rue Dunant,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58316,Non,Rue D'Antin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58317,Non,Rue D'Antin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58318,Non,Rue D'Antin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58319,Non,Rue D'Antin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58320,Non,Rue Einstein,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58321,Non,Rue Einstein,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58322,Non,Rue Einstein,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58323,Non,Rue Einstein,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58325,Non,Rue GalilÃ©e,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58326,Non,Rue des Monts-Valin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58327,Non,Rue des Monts-Valin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58328,Non,Rue des Monts-Valin,Locale,Route interdite,30,Ouvert,2019-08-29,Non
58329,Non,Rue des MontÃ©rÃ©giennes,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58330,Non,Rue des MontÃ©rÃ©giennes,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58332,Non,Rue Monet,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58333,Non,Rue Monet,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58334,Non,Rue de Nailloux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58335,Non,Rue AndrÃ©,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58336,Non,Rue AndrÃ©,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58337,Oui,Rue Aline-Turgeon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58338,Oui,Rue Aline-Turgeon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58339,Oui,Rue Aline-Turgeon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58340,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58341,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
58342,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
58343,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58344,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58345,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
58346,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58347,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58348,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58349,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58350,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58351,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58352,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58353,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58354,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58355,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58356,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58357,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58358,Non,Rue Beauchamp,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58359,Non,Rue Calcourt,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58360,Non,Rue Calcourt,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58361,Non,Rue Calcourt,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58362,Non,Rue Cartier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58363,Oui,Rue Charbonneau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58364,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
58365,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58366,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
58367,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
58368,Non,Rue de la Paix,Locale,Route interdite,50,Ouvert,2019-08-28,Oui
58369,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
58370,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58371,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58372,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
58373,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
58374,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
58375,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58376,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
58377,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
58378,Non,Rue de la Paix,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
58379,Non,Rue de la Paix,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
58380,Non,Rue de la Paix,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
58381,Non,Rue de la Place,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58382,Non,Rue de la Place,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58383,Non,Rue de la Place,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58384,Oui,Chemin de la Savane,Locale,Route interdite,50,Ouvert,2019-08-28,Non
58386,Non,Rue de la Seigneurie,Locale,Route interdite,30,Ouvert,2019-08-28,Oui
58387,Non,Rue de la Seigneurie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58388,Non,Rue de la Seigneurie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
58389,Non,Rue de la Seigneurie,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
58390,Non,Rue de la Seigneurie,Locale,Route interdite,30,Ouvert,2019-08-28,Oui
