variableID,NomVariable,UniteMesure,AnneeDonne,Valeur,Ville,noVariablePourFormule
6820,Rémunération totale,$,2014,1659215000,Montréal,VRHU100022
7022,Longueur de kilomètre des conduites de distribution / transmission d’eau potable,km,2014,4403,Montréal,VEAU900063
110078,Nombre de kilomètres de voie (MAMH),km,2014,11560,Montréal,VTRA900050
6064,Population de la Ville de Montréal,habitants,2015,1753034,Montréal,VPOP900002
6229,Coût de l’activité de distribution de l’eau potable (MAMH),$,2015,89063000,Montréal,VEAU100001
6230,Amortissement du réseau de distribution de l’eau potable (MAMH),$,2015,50298000,Montréal,VEAU100002
6232,Coût de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2015,51684000,Montréal,VEAU100004
6233,Amortissement de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2015,18795000,Montréal,VEAU100005
6234,Nombre total de mètres cubes d’eau potable traités (MAMH),m3,2015,599839000,Montréal,VEAU900006
6237,Coût de l’activité des réseaux d’égout (MAMH),$,2015,37037000,Montréal,VEAU100009
6238,Amortissement des réseaux d’égout (MAMH),$,2015,52614000,Montréal,VEAU100010
6243,Coût de l’activité de traitement des eaux usées (MAMH),$,2015,60499000,Montréal,VEAU100012
6244,Amortissement pour le traitement des eaux usées (MAMH),$,2015,70034000,Montréal,VEAU100013
6259,Nombre de kilomètres de conduite d'égout,km,2015,5024,Montréal,VEAU900023
6263,Coût des activités collecte transport et élimination des déchets domestiques et assimilés (MAMH),$,2015,96440000,Montréal,VGMR100008
6264,Amortissement pour la collecte des déchets (MAMH),$,2015,2747000,Montréal,VGMR100009
6267,Tonnes de matières résiduelles résidentielles valorisées,tonne,2015,242879,Montréal,VGMR900012
6268,Tonnes de matières résiduelles résidentielles éliminées,tonne,2015,503920,Montréal,VGMR900013
6311,Services rendus pour l’activité de sécurité incendie (MAMH),$,2015,306000,Montréal,VINC100008
6322,Coût de l'activité voirie municipale (MAMH),$,2015,132320000,Montréal,VTRA100017
6323,Amortissement relatif à la voirie (MAMH),$,2015,205194000,Montréal,VTRA100018
6324,Coût de l'activité enlèvement de la neige (MAMH),$,2015,145697000,Montréal,VTRA100019
6516,Coûts d’exploitation pour l’activité de sécurité incendie (MAMH),$,2015,349975000,Montréal,VINC100015
6517,Amortissement relatif à l’activité de sécurité incendie (MAMH),$,2015,14243000,Montréal,VINC100016
6524,Amortissement relatif à l'enlèvement de la neige (MAMH),$,2015,7956000,Montréal,VTRA100021
6526,Nombre de mètres cubes d’eaux usées traités par station d'épuration (MAMH),m3,2015,801253000,Montréal,VEAU900031
6581,Services rendus relatifs aux réseaux d’égout (MAMH),$,2015,544000,Montréal,VEAU100033
6812,Services rendus relatifs au réseau de distribution de l’eau potable (MAMH),$,2015,988000,Montréal,VEAU100035
6815,Richesse foncière uniformisée,$,2015,281874732939,Montréal,VADM100025
6816,Services rendus pour la voirie municipale  (MAMH),$,2015,4525000,Montréal,VTRA100023
6817,Services rendus pour l’enlèvement de la neige (MAMH),$,2015,618000,Montréal,VTRA900024
6818,Services rendus pour la collecte des déchets (MAMH),$,2015,151000,Montréal,VGMR100020
6819,Coût de la formation,$,2015,35161698,Montréal,VRHU100021
6820,Rémunération totale,$,2015,1693959000,Montréal,VRHU100022
7022,Longueur de kilomètre des conduites de distribution / transmission d’eau potable,km,2015,4403,Montréal,VEAU900063
110078,Nombre de kilomètres de voie (MAMH),km,2015,11520,Montréal,VTRA900050
6064,Population de la Ville de Montréal,habitants,2016,1765616,Montréal,VPOP900002
6229,Coût de l’activité de distribution de l’eau potable (MAMH),$,2016,84101000,Montréal,VEAU100001
6230,Amortissement du réseau de distribution de l’eau potable (MAMH),$,2016,55562000,Montréal,VEAU100002
6232,Coût de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2016,52121000,Montréal,VEAU100004
6233,Amortissement de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2016,27510000,Montréal,VEAU100005
6234,Nombre total de mètres cubes d’eau potable traités (MAMH),m3,2016,588537000,Montréal,VEAU900006
6237,Coût de l’activité des réseaux d’égout (MAMH),$,2016,40996000,Montréal,VEAU100009
6238,Amortissement des réseaux d’égout (MAMH),$,2016,55642000,Montréal,VEAU100010
6243,Coût de l’activité de traitement des eaux usées (MAMH),$,2016,62264000,Montréal,VEAU100012
6244,Amortissement pour le traitement des eaux usées (MAMH),$,2016,71114000,Montréal,VEAU100013
6259,Nombre de kilomètres de conduite d'égout,km,2016,5068,Montréal,VEAU900023
6263,Coût des activités collecte transport et élimination des déchets domestiques et assimilés (MAMH),$,2016,91226000,Montréal,VGMR100008
6264,Amortissement pour la collecte des déchets (MAMH),$,2016,2588000,Montréal,VGMR100009
6267,Tonnes de matières résiduelles résidentielles valorisées,tonne,2016,260243,Montréal,VGMR900012
6268,Tonnes de matières résiduelles résidentielles éliminées,tonne,2016,464978,Montréal,VGMR900013
6311,Services rendus pour l’activité de sécurité incendie (MAMH),$,2016,269000,Montréal,VINC100008
6322,Coût de l'activité voirie municipale (MAMH),$,2016,141294000,Montréal,VTRA100017
6323,Amortissement relatif à la voirie (MAMH),$,2016,216603000,Montréal,VTRA100018
6324,Coût de l'activité enlèvement de la neige (MAMH),$,2016,142890000,Montréal,VTRA100019
6516,Coûts d’exploitation pour l’activité de sécurité incendie (MAMH),$,2016,356705000,Montréal,VINC100015
6517,Amortissement relatif à l’activité de sécurité incendie (MAMH),$,2016,14250000,Montréal,VINC100016
6524,Amortissement relatif à l'enlèvement de la neige (MAMH),$,2016,8005000,Montréal,VTRA100021
6526,Nombre de mètres cubes d’eaux usées traités par station d'épuration (MAMH),m3,2016,832035000,Montréal,VEAU900031
6581,Services rendus relatifs aux réseaux d’égout (MAMH),$,2016,695000,Montréal,VEAU100033
6812,Services rendus relatifs au réseau de distribution de l’eau potable (MAMH),$,2016,1063000,Montréal,VEAU100035
6815,Richesse foncière uniformisée,$,2016,288813520510,Montréal,VADM100025
6816,Services rendus pour la voirie municipale  (MAMH),$,2016,4252000,Montréal,VTRA100023
6817,Services rendus pour l’enlèvement de la neige (MAMH),$,2016,730000,Montréal,VTRA900024
6818,Services rendus pour la collecte des déchets (MAMH),$,2016,183000,Montréal,VGMR100020
6819,Coût de la formation,$,2016,44767839,Montréal,VRHU100021
6820,Rémunération totale,$,2016,1734887000,Montréal,VRHU100022
7022,Longueur de kilomètre des conduites de distribution / transmission d’eau potable,km,2016,4408,Montréal,VEAU900063
110078,Nombre de kilomètres de voie (MAMH),km,2016,11329,Montréal,VTRA900050
6064,Population de la Ville de Montréal,habitants,2017,1777058,Montréal,VPOP900002
6229,Coût de l’activité de distribution de l’eau potable (MAMH),$,2017,87693000,Montréal,VEAU100001
6230,Amortissement du réseau de distribution de l’eau potable (MAMH),$,2017,59659000,Montréal,VEAU100002
6232,Coût de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2017,52088000,Montréal,VEAU100004
6233,Amortissement de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2017,27971000,Montréal,VEAU100005
6234,Nombre total de mètres cubes d’eau potable traités (MAMH),m3,2017,568236000,Montréal,VEAU900006
6237,Coût de l’activité des réseaux d’égout (MAMH),$,2017,44765000,Montréal,VEAU100009
6238,Amortissement des réseaux d’égout (MAMH),$,2017,58950000,Montréal,VEAU100010
6243,Coût de l’activité de traitement des eaux usées (MAMH),$,2017,61997000,Montréal,VEAU100012
6244,Amortissement pour le traitement des eaux usées (MAMH),$,2017,69442000,Montréal,VEAU100013
6259,Nombre de kilomètres de conduite d'égout,km,2017,5065,Montréal,VEAU900023
6263,Coût des activités collecte transport et élimination des déchets domestiques et assimilés (MAMH),$,2017,90471000,Montréal,VGMR100008
6264,Amortissement pour la collecte des déchets (MAMH),$,2017,3238000,Montréal,VGMR100009
6267,Tonnes de matières résiduelles résidentielles valorisées,tonne,2017,272900,Montréal,VGMR900012
6268,Tonnes de matières résiduelles résidentielles éliminées,tonne,2017,455373,Montréal,VGMR900013
6311,Services rendus pour l’activité de sécurité incendie (MAMH),$,2017,579000,Montréal,VINC100008
6322,Coût de l'activité voirie municipale (MAMH),$,2017,140398000,Montréal,VTRA100017
6323,Amortissement relatif à la voirie (MAMH),$,2017,227815000,Montréal,VTRA100018
6324,Coût de l'activité enlèvement de la neige (MAMH),$,2017,181956000,Montréal,VTRA100019
6516,Coûts d’exploitation pour l’activité de sécurité incendie (MAMH),$,2017,378709000,Montréal,VINC100015
6517,Amortissement relatif à l’activité de sécurité incendie (MAMH),$,2017,14882000,Montréal,VINC100016
6524,Amortissement relatif à l'enlèvement de la neige (MAMH),$,2017,8367000,Montréal,VTRA100021
6526,Nombre de mètres cubes d’eaux usées traités par station d'épuration (MAMH),m3,2017,873547000,Montréal,VEAU900031
6581,Services rendus relatifs aux réseaux d’égout (MAMH),$,2017,389000,Montréal,VEAU100033
6812,Services rendus relatifs au réseau de distribution de l’eau potable (MAMH),$,2017,1456000,Montréal,VEAU100035
6815,Richesse foncière uniformisée,$,2017,309069573561,Montréal,VADM100025
6816,Services rendus pour la voirie municipale  (MAMH),$,2017,4287000,Montréal,VTRA100023
6817,Services rendus pour l’enlèvement de la neige (MAMH),$,2017,1900000,Montréal,VTRA900024
6818,Services rendus pour la collecte des déchets (MAMH),$,2017,156000,Montréal,VGMR100020
6819,Coût de la formation,$,2017,43320675,Montréal,VRHU100021
6820,Rémunération totale,$,2017,1829887000,Montréal,VRHU100022
7022,Longueur de kilomètre des conduites de distribution / transmission d’eau potable,km,2017,4410,Montréal,VEAU900063
110078,Nombre de kilomètres de voie (MAMH),km,2017,11436,Montréal,VTRA900050
6064,Population de la Ville de Montréal,habitants,2018,1757366,Montréal,VPOP900002
6229,Coût de l’activité de distribution de l’eau potable (MAMH),$,2018,91850000,Montréal,VEAU100001
6230,Amortissement du réseau de distribution de l’eau potable (MAMH),$,2018,62375000,Montréal,VEAU100002
6232,Coût de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2018,52978000,Montréal,VEAU100004
6233,Amortissement de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2018,23918000,Montréal,VEAU100005
6234,Nombre total de mètres cubes d’eau potable traités (MAMH),m3,2018,580051000,Montréal,VEAU900006
6237,Coût de l’activité des réseaux d’égout (MAMH),$,2018,40852000,Montréal,VEAU100009
6238,Amortissement des réseaux d’égout (MAMH),$,2018,61952000,Montréal,VEAU100010
6243,Coût de l’activité de traitement des eaux usées (MAMH),$,2018,59651000,Montréal,VEAU100012
6244,Amortissement pour le traitement des eaux usées (MAMH),$,2018,68140000,Montréal,VEAU100013
6259,Nombre de kilomètres de conduite d'égout,km,2018,5050,Montréal,VEAU900023
6263,Coût des activités collecte transport et élimination des déchets domestiques et assimilés (MAMH),$,2018,90055000,Montréal,VGMR100008
6264,Amortissement pour la collecte des déchets (MAMH),$,2018,3332000,Montréal,VGMR100009
6267,Tonnes de matières résiduelles résidentielles valorisées,tonne,2018,290226,Montréal,VGMR900012
6268,Tonnes de matières résiduelles résidentielles éliminées,tonne,2018,438449,Montréal,VGMR900013
6270,Nombre de locaux (logements et ICI) desservis en collecte de déchets domestiques et assimilés (MAMH),Quantité,2018,899908,Montréal,VGMR900015
6311,Services rendus pour l’activité de sécurité incendie (MAMH),$,2018,615000,Montréal,VINC100008
6322,Coût de l'activité voirie municipale (MAMH),$,2018,138483000,Montréal,VTRA100017
6323,Amortissement relatif à la voirie (MAMH),$,2018,230848000,Montréal,VTRA100018
6324,Coût de l'activité enlèvement de la neige (MAMH),$,2018,192429000,Montréal,VTRA100019
6516,Coûts d’exploitation pour l’activité de sécurité incendie (MAMH),$,2018,365000000,Montréal,VINC100015
6517,Amortissement relatif à l’activité de sécurité incendie (MAMH),$,2018,15999000,Montréal,VINC100016
6524,Amortissement relatif à l'enlèvement de la neige (MAMH),$,2018,12621000,Montréal,VTRA100021
6526,Nombre de mètres cubes d’eaux usées traités par station d'épuration (MAMH),m3,2018,830289000,Montréal,VEAU900031
6581,Services rendus relatifs aux réseaux d’égout (MAMH),$,2018,799000,Montréal,VEAU100033
6812,Services rendus relatifs au réseau de distribution de l’eau potable (MAMH),$,2018,849000,Montréal,VEAU100035
6815,Richesse foncière uniformisée,$,2018,322817561115,Montréal,VADM100025
6816,Services rendus pour la voirie municipale  (MAMH),$,2018,4913000,Montréal,VTRA100023
6817,Services rendus pour l’enlèvement de la neige (MAMH),$,2018,1926000,Montréal,VTRA900024
6818,Services rendus pour la collecte des déchets (MAMH),$,2018,571000,Montréal,VGMR100020
6819,Coût de la formation,$,2018,53046832,Montréal,VRHU100021
6820,Rémunération totale,$,2018,1840985000,Montréal,VRHU100022
7022,Longueur de kilomètre des conduites de distribution / transmission d’eau potable,km,2018,4459,Montréal,VEAU900063
110078,Nombre de kilomètres de voie (MAMH),km,2018,11436,Montréal,VTRA900050
6064,Population de la Ville de Montréal,habitants,2019,1801546,Montréal,VPOP900002
6229,Coût de l’activité de distribution de l’eau potable (MAMH),$,2019,94555000,Montréal,VEAU100001
6230,Amortissement du réseau de distribution de l’eau potable (MAMH),$,2019,68227000,Montréal,VEAU100002
6232,Coût de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2019,54485000,Montréal,VEAU100004
6233,Amortissement de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2019,26718000,Montréal,VEAU100005
6234,Nombre total de mètres cubes d’eau potable traités (MAMH),m3,2019,564147000,Montréal,VEAU900006
6237,Coût de l’activité des réseaux d’égout (MAMH),$,2019,40556000,Montréal,VEAU100009
6238,Amortissement des réseaux d’égout (MAMH),$,2019,65282000,Montréal,VEAU100010
6243,Coût de l’activité de traitement des eaux usées (MAMH),$,2019,62853000,Montréal,VEAU100012
6244,Amortissement pour le traitement des eaux usées (MAMH),$,2019,57773000,Montréal,VEAU100013
6259,Nombre de kilomètres de conduite d'égout,km,2019,5050,Montréal,VEAU900023
6263,Coût des activités collecte transport et élimination des déchets domestiques et assimilés (MAMH),$,2019,85863000,Montréal,VGMR100008
6264,Amortissement pour la collecte des déchets (MAMH),$,2019,2918000,Montréal,VGMR100009
6267,Tonnes de matières résiduelles résidentielles valorisées,tonne,2019,290039,Montréal,VGMR900012
6268,Tonnes de matières résiduelles résidentielles éliminées,tonne,2019,428444,Montréal,VGMR900013
6270,Nombre de locaux (logements et ICI) desservis en collecte de déchets domestiques et assimilés (MAMH),Quantité,2019,902103,Montréal,VGMR900015
6311,Services rendus pour l’activité de sécurité incendie (MAMH),$,2019,517000,Montréal,VINC100008
6322,Coût de l'activité voirie municipale (MAMH),$,2019,134465000,Montréal,VTRA100017
6323,Amortissement relatif à la voirie (MAMH),$,2019,236241000,Montréal,VTRA100018
6324,Coût de l'activité enlèvement de la neige (MAMH),$,2019,207436000,Montréal,VTRA100019
6516,Coûts d’exploitation pour l’activité de sécurité incendie (MAMH),$,2019,357878000,Montréal,VINC100015
6517,Amortissement relatif à l’activité de sécurité incendie (MAMH),$,2019,15753000,Montréal,VINC100016
6524,Amortissement relatif à l'enlèvement de la neige (MAMH),$,2019,13818000,Montréal,VTRA100021
6526,Nombre de mètres cubes d’eaux usées traités par station d'épuration (MAMH),m3,2019,858967000,Montréal,VEAU900031
6581,Services rendus relatifs aux réseaux d’égout (MAMH),$,2019,217000,Montréal,VEAU100033
6812,Services rendus relatifs au réseau de distribution de l’eau potable (MAMH),$,2019,1379000,Montréal,VEAU100035
6815,Richesse foncière uniformisée,$,2019,357696068975,Montréal,VADM100025
6816,Services rendus pour la voirie municipale  (MAMH),$,2019,4711000,Montréal,VTRA100023
6817,Services rendus pour l’enlèvement de la neige (MAMH),$,2019,1786000,Montréal,VTRA900024
6818,Services rendus pour la collecte des déchets (MAMH),$,2019,146000,Montréal,VGMR100020
6819,Coût de la formation,$,2019,43359769,Montréal,VRHU100021
6820,Rémunération totale,$,2019,1895797000,Montréal,VRHU100022
7022,Longueur de kilomètre des conduites de distribution / transmission d’eau potable,km,2019,4459,Montréal,VEAU900063
110078,Nombre de kilomètres de voie (MAMH),km,2019,11392,Montréal,VTRA900050
6064,Population de la Ville de Montréal,habitants,2020,1825208,Montréal,VPOP900002
6229,Coût de l’activité de distribution de l’eau potable (MAMH),$,2020,101637000,Montréal,VEAU100001
6230,Amortissement du réseau de distribution de l’eau potable (MAMH),$,2020,33330000,Montréal,VEAU100002
6232,Coût de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2020,52867000,Montréal,VEAU100004
6233,Amortissement de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2020,12556000,Montréal,VEAU100005
6234,Nombre total de mètres cubes d’eau potable traités (MAMH),m3,2020,552944000,Montréal,VEAU900006
6237,Coût de l’activité des réseaux d’égout (MAMH),$,2020,36937000,Montréal,VEAU100009
6238,Amortissement des réseaux d’égout (MAMH),$,2020,29350000,Montréal,VEAU100010
6243,Coût de l’activité de traitement des eaux usées (MAMH),$,2020,63565000,Montréal,VEAU100012
6244,Amortissement pour le traitement des eaux usées (MAMH),$,2020,21901000,Montréal,VEAU100013
6259,Nombre de kilomètres de conduite d'égout,km,2020,5067,Montréal,VEAU900023
6263,Coût des activités collecte transport et élimination des déchets domestiques et assimilés (MAMH),$,2020,89436000,Montréal,VGMR100008
6264,Amortissement pour la collecte des déchets (MAMH),$,2020,1748000,Montréal,VGMR100009
6267,Tonnes de matières résiduelles résidentielles valorisées,tonne,2020,308403,Montréal,VGMR900012
6268,Tonnes de matières résiduelles résidentielles éliminées,tonne,2020,440621,Montréal,VGMR900013
6270,Nombre de locaux (logements et ICI) desservis en collecte de déchets domestiques et assimilés (MAMH),Quantité,2020,910174,Montréal,VGMR900015
6311,Services rendus pour l’activité de sécurité incendie (MAMH),$,2020,357000,Montréal,VINC100008
6322,Coût de l'activité voirie municipale (MAMH),$,2020,137477000,Montréal,VTRA100017
6323,Amortissement relatif à la voirie (MAMH),$,2020,250422000,Montréal,VTRA100018
6324,Coût de l'activité enlèvement de la neige (MAMH),$,2020,182315000,Montréal,VTRA100019
6516,Coûts d’exploitation pour l’activité de sécurité incendie (MAMH),$,2020,361432000,Montréal,VINC100015
6517,Amortissement relatif à l’activité de sécurité incendie (MAMH),$,2020,9023000,Montréal,VINC100016
6524,Amortissement relatif à l'enlèvement de la neige (MAMH),$,2020,10325000,Montréal,VTRA100021
6526,Nombre de mètres cubes d’eaux usées traités par station d'épuration (MAMH),m3,2020,798600000,Montréal,VEAU900031
6581,Services rendus relatifs aux réseaux d’égout (MAMH),$,2020,313000,Montréal,VEAU100033
6812,Services rendus relatifs au réseau de distribution de l’eau potable (MAMH),$,2020,1312000,Montréal,VEAU100035
6815,Richesse foncière uniformisée,$,2020,383070042648,Montréal,VADM100025
6816,Services rendus pour la voirie municipale  (MAMH),$,2020,4006000,Montréal,VTRA100023
6817,Services rendus pour l’enlèvement de la neige (MAMH),$,2020,1618000,Montréal,VTRA900024
6818,Services rendus pour la collecte des déchets (MAMH),$,2020,15000,Montréal,VGMR100020
6819,Coût de la formation,$,2020,31906431,Montréal,VRHU100021
6820,Rémunération totale,$,2020,1975033000,Montréal,VRHU100022
7022,Longueur de kilomètre des conduites de distribution / transmission d’eau potable,km,2020,4433,Montréal,VEAU900063
110078,Nombre de kilomètres de voie (MAMH),km,2020,11392,Montréal,VTRA900050
6064,Population de la Ville de Montréal,habitants,2021,1784681,Montréal,VPOP900002
6229,Coût de l’activité de distribution de l’eau potable (MAMH),$,2021,109673000,Montréal,VEAU100001
6230,Amortissement du réseau de distribution de l’eau potable (MAMH),$,2021,36231000,Montréal,VEAU100002
6232,Coût de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2021,56029000,Montréal,VEAU100004
6233,Amortissement de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2021,14155000,Montréal,VEAU100005
6234,Nombre total de mètres cubes d’eau potable traités (MAMH),m3,2021,533278014,Montréal,VEAU900006
6237,Coût de l’activité des réseaux d’égout (MAMH),$,2021,40345000,Montréal,VEAU100009
6238,Amortissement des réseaux d’égout (MAMH),$,2021,27447000,Montréal,VEAU100010
6243,Coût de l’activité de traitement des eaux usées (MAMH),$,2021,66301000,Montréal,VEAU100012
6244,Amortissement pour le traitement des eaux usées (MAMH),$,2021,22428000,Montréal,VEAU100013
6259,Nombre de kilomètres de conduite d'égout,km,2021,5069,Montréal,VEAU900023
6263,Coût des activités collecte transport et élimination des déchets domestiques et assimilés (MAMH),$,2021,86907000,Montréal,VGMR100008
6264,Amortissement pour la collecte des déchets (MAMH),$,2021,2291000,Montréal,VGMR100009
6267,Tonnes de matières résiduelles résidentielles valorisées,tonne,2021,305614,Montréal,VGMR900012
6268,Tonnes de matières résiduelles résidentielles éliminées,tonne,2021,430052,Montréal,VGMR900013
6270,Nombre de locaux (logements et ICI) desservis en collecte de déchets domestiques et assimilés (MAMH),Quantité,2021,921689,Montréal,VGMR900015
6311,Services rendus pour l’activité de sécurité incendie (MAMH),$,2021,233000,Montréal,VINC100008
6322,Coût de l'activité voirie municipale (MAMH),$,2021,169368000,Montréal,VTRA100017
6323,Amortissement relatif à la voirie (MAMH),$,2021,264580000,Montréal,VTRA100018
6324,Coût de l'activité enlèvement de la neige (MAMH),$,2021,172970000,Montréal,VTRA100019
6516,Coûts d’exploitation pour l’activité de sécurité incendie (MAMH),$,2021,372880000,Montréal,VINC100015
6517,Amortissement relatif à l’activité de sécurité incendie (MAMH),$,2021,9372000,Montréal,VINC100016
6524,Amortissement relatif à l'enlèvement de la neige (MAMH),$,2021,4230000,Montréal,VTRA100021
6526,Nombre de mètres cubes d’eaux usées traités par station d'épuration (MAMH),m3,2021,700700000,Montréal,VEAU900031
