Cote (reportage),Titre / Photographe / Dates,Description,Fichiers TIFF - 300 dpi (CLIQUEZ SUR LE LIEN),Mention de crédits 
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-082.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-083.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-084.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-085.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-086.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-087.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-088.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-089.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-090.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-091.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-092.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-093.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-094.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-095.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-096.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-097.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-098.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-099.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-100.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-101.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-102.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-103.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-104.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-105.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-106.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-107.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-108.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-109.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-110.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-111.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-112.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-113.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-114.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-115.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-116.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-117.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-118.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-119.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-120.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-121.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-122.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-123.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-124.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-125.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-126.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-127.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-128.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-129.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-130.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-131.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-132.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-133.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-134.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-135.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-136.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-137.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-138.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-139.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-139A.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-139B.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-139C.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-139D.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-140.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-141.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-142.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-143.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-143A.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-143B.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-143C.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-143D.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-144.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-145.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-146.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-147.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-148.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-149.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-150.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-151.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-152.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-153.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-154.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-155.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-156.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-157.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-158.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-159.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-160.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-161.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-162.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-163.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-164.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-165.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-166.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-167.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-168.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-169.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-170.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-171.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-172.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-173.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-174.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-175.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-176.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-177.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-178.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-179.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-180.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-181.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-182.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-183.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-184.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-185.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-186.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-187.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-188.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-189.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-190.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-191.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-192.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-193.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-194.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-195.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-196.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-197.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-198.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-199.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-200.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-201.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-202.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-203.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-204.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-205.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-206.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-207.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-208.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-208A.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-208B.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-208C.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-208D.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-209.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-210.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-211.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-212.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-212A.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-212B.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-212C.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-212D.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-212E.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-212F.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-213.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-214.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-215.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-216.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B176-217.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
VM94-B177,"Ligne express du métro du nord vers le sud
 / Rhéal Benny
. - 19 juin 1975","Le reportage photographique comprend les lieux et bâtiments suivants
Ligne express du métro du nord vers le sud (Tracé du train de Saint-Jérome) (images 1-18).
",http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-001.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-002.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-003.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-004.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-005.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-006.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-007.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-008.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-009.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-010.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-011.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-012.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-013.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-014.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-015.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-016.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-017.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B177-018.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
VM94-B178,"Ligne express du métro du sud au nord
 / Rhéal Benny
. - 19 juin 1975",Ligne express du métro du sud au nord (Tracé du train de Saint-Jérome) (images 1-15).,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B178-001.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B178-002.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B178-003.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
