ï»¿id,municipalite,numero,proprio,longitude,latitude,geom
36981,94068,J-PH-53772,Public,-71.16389728440481,48.39941717495893,POINT (-71.16389728440481 48.39941717495893)
36982,94068,J-PH-53351,Public,-71.20168150860498,48.41561324894239,POINT (-71.20168150860498 48.41561324894239)
36983,94068,J-JE-57209,Public,-71.26020033548168,48.398775938743356,POINT (-71.26020033548168 48.398775938743356)
36984,94068,J-JE-52736,Public,-71.25544316459325,48.39811716655279,POINT (-71.25544316459325 48.39811716655279)
36985,94068,J-JO-52554,Public,-71.26495605539537,48.42825701646659,POINT (-71.26495605539537 48.42825701646659)
36986,94068,C-PE-46584,Public,-71.07564596746364,48.399284116231925,POINT (-71.07564596746364 48.399284116231925)
36987,94068,C-GS-45619,Public,-71.01984848657665,48.42759266886612,POINT (-71.01984848657665 48.42759266886612)
36988,94068,J-JO-52446,Public,-71.27088313813552,48.43274121709128,POINT (-71.27088313813552 48.43274121709128)
36989,94068,B-BA-31763,Public,-70.88446770160334,48.369030662305505,POINT (-70.88446770160334 48.369030662305505)
36990,94068,C-PE-59508,Public,-71.10911861886302,48.34160670821007,POINT (-71.10911861886302 48.34160670821007)
36991,94068,J-JO-58058,Public,-71.27681399671951,48.41176968871259,POINT (-71.27681399671951 48.41176968871259)
36992,94068,C-PN-51019,Public,-71.06393099455288,48.44452286663592,POINT (-71.06393099455288 48.44452286663592)
36993,94068,C-GN-51128,Public,-71.03885984410445,48.44021802369323,POINT (-71.03885984410445 48.44021802369323)
36994,94068,C-GS-45628,Public,-71.01853296345385,48.426879095571195,POINT (-71.01853296345385 48.426879095571195)
36995,94068,B-BA-31795,Public,-70.89055197955514,48.41222548899185,POINT (-70.89055197955514 48.41222548899185)
36996,94068,J-JE-53255,Public,-71.22188420914154,48.41173043448451,POINT (-71.22188420914154 48.41173043448451)
36997,94068,J-JE-53023,Public,-71.2388421751241,48.40531885393964,POINT (-71.2388421751241 48.40531885393964)
36998,94068,J-JE-52844,Public,-71.24908801970768,48.420749503401794,POINT (-71.24908801970768 48.420749503401794)
36999,94068,B-GB-44452,Public,-70.86138294672314,48.31259150722047,POINT (-70.86138294672314 48.31259150722047)
37000,94068,J-PH-53539,Public,-71.18446384221566,48.40889759130188,POINT (-71.18446384221566 48.40889759130188)
37001,94068,C-PO-58172,Public,-71.1136547850911,48.4348890351009,POINT (-71.1136547850911 48.4348890351009)
37002,94068,J-JE-52628,Public,-71.26125656480751,48.40660852964704,POINT (-71.26125656480751 48.40660852964704)
37003,94068,B-PA-44954,Public,-70.88352976179206,48.32985573632956,POINT (-70.88352976179206 48.32985573632956)
37004,94068,C-PE-46962,Public,-71.03857508822756,48.414874651910544,POINT (-71.03857508822756 48.414874651910544)
37005,94068,C-PN-58338,Public,-71.10754538659492,48.46131559477656,POINT (-71.10754538659492 48.46131559477656)
37006,94068,C-GS-51508,Public,-70.95598943638676,48.43014787493161,POINT (-70.95598943638676 48.43014787493161)
37007,94068,C-PE-50330,Public,-71.0953579566728,48.38205036856566,POINT (-71.0953579566728 48.38205036856566)
37008,94068,J-JO-58111,Public,-71.28226280458762,48.45078891238487,POINT (-71.28226280458762 48.45078891238487)
37009,94068,C-PE-46621,Public,-71.07274832027862,48.4057790472431,POINT (-71.07274832027862 48.4057790472431)
37010,94068,C-PE-50588,Public,-71.12931528409453,48.39262189103628,POINT (-71.12931528409453 48.39262189103628)
37011,94068,J-PH-53589,Public,-71.18132644937293,48.410669486465316,POINT (-71.18132644937293 48.410669486465316)
37012,94068,J-PB-62880,Public,-71.21036404214802,48.43489542130665,POINT (-71.21036404214802 48.43489542130665)
37013,94068,C-PE-46589,Public,-71.07478412661985,48.39730526672763,POINT (-71.07478412661985 48.39730526672763)
37014,94068,C-PE-50276,Public,-71.05884444628646,48.39210436255966,POINT (-71.05884444628646 48.39210436255966)
37015,94068,C-PE-46399,Public,-71.1134387089485,48.38954177230928,POINT (-71.1134387089485 48.38954177230928)
37016,94068,C-PE-46721,Public,-71.06130644316902,48.416731174012575,POINT (-71.06130644316902 48.416731174012575)
37017,94068,J-PH-57965,Public,-71.19074894584672,48.41323557252594,POINT (-71.19074894584672 48.41323557252594)
37018,94068,B-GB-31000,Public,-70.85435578607655,48.31371064158981,POINT (-70.85435578607655 48.31371064158981)
37019,94068,C-PE-49715,Public,-71.0823182647998,48.38357412614576,POINT (-71.0823182647998 48.38357412614576)
37020,94068,J-PH-57347,Public,-71.17228554449002,48.40372467671574,POINT (-71.17228554449002 48.40372467671574)
37021,94068,B-GB-30966,Public,-70.85391579188037,48.3090081249983,POINT (-70.85391579188037 48.3090081249983)
37022,94068,PRC-GS-4555,PrivÃ©,-71.04949055955782,48.42677590312971,POINT (-71.04949055955782 48.42677590312971)
37023,94068,J-JE-52760,Public,-71.25400746604954,48.40773904368568,POINT (-71.25400746604954 48.40773904368568)
37024,94068,J-JE-57167,Public,-71.21825563527828,48.38150613925824,POINT (-71.21825563527828 48.38150613925824)
37025,94068,J-JO-52541,Public,-71.26539710816058,48.41666263171787,POINT (-71.26539710816058 48.41666263171787)
37026,94068,J-JO-57582,Public,-71.33037086041702,48.44974860426543,POINT (-71.33037086041702 48.44974860426543)
37027,94068,C-PE-46711,Public,-71.06182163559232,48.408652146596296,POINT (-71.06182163559232 48.408652146596296)
37028,94068,C-PO-49389,Public,-71.08071151892592,48.4309980973285,POINT (-71.08071151892592 48.4309980973285)
37029,94068,J-JO-52637,Public,-71.26104702326728,48.42986028803092,POINT (-71.26104702326728 48.42986028803092)
37030,94068,C-PN-51222,Public,-71.11912195785781,48.4563053153067,POINT (-71.11912195785781 48.4563053153067)
37031,94068,L-38689,Public,-71.11450724459581,48.31069280334492,POINT (-71.11450724459581 48.31069280334492)
37032,94068,J-JE-53285,Public,-71.21509063967483,48.4113253185597,POINT (-71.21509063967483 48.4113253185597)
37033,94068,J-JO-52564,Public,-71.26430467951754,48.4307350290856,POINT (-71.26430467951754 48.4307350290856)
37034,94068,C-PE-47025,Public,-71.02161533960324,48.42057395553538,POINT (-71.02161533960324 48.42057395553538)
37035,94068,B-BA-31325,Public,-70.89556169994219,48.34141273229059,POINT (-70.89556169994219 48.34141273229059)
37036,94068,J-JO-52451,Public,-71.27058426010133,48.4238975280367,POINT (-71.27058426010133 48.4238975280367)
37037,94068,J-PB-53579,Public,-71.18194551711535,48.42762526392093,POINT (-71.18194551711535 48.42762526392093)
37038,94068,C-PE-46849,Public,-71.0505140205537,48.39250428058428,POINT (-71.0505140205537 48.39250428058428)
37039,94068,C-PN-48518,Public,-71.06422719822169,48.45627635269634,POINT (-71.06422719822169 48.45627635269634)
37040,94068,J-PH-57848,Public,-71.20779599553241,48.427914178500714,POINT (-71.20779599553241 48.427914178500714)
37041,94068,L-38614,Public,-71.11599561140157,48.311375675111,POINT (-71.11599561140157 48.311375675111)
37042,94068,PRJ-PH-5372,PrivÃ©,-71.16982179446795,48.40408531215995,POINT (-71.16982179446795 48.40408531215995)
37043,94068,C-PE-46587,Public,-71.07562966284107,48.39683335592848,POINT (-71.07562966284107 48.39683335592848)
37044,94068,C-GS-58197,Public,-71.00564269593436,48.44066556722231,POINT (-71.00564269593436 48.44066556722231)
37045,94068,C-GN-50810,Public,-71.06386793878472,48.43771483419107,POINT (-71.06386793878472 48.43771483419107)
37046,94068,B-PA-30875,Public,-70.88466003214674,48.32936997404369,POINT (-70.88466003214674 48.32936997404369)
37047,94068,J-JE-57414,Public,-71.2501531647207,48.39836691435199,POINT (-71.2501531647207 48.39836691435199)
37048,94068,J-JO-52372,Public,-71.28772917551292,48.418754098655974,POINT (-71.28772917551292 48.418754098655974)
37049,94068,C-PE-47013,Public,-71.0233312493682,48.419774703685974,POINT (-71.0233312493682 48.419774703685974)
37050,94068,C-PN-50004,Public,-71.08433606735075,48.4464536741195,POINT (-71.08433606735075 48.4464536741195)
37051,94068,C-PE-46478,Public,-71.08942988148331,48.399610060160136,POINT (-71.08942988148331 48.399610060160136)
37052,94068,B-PA-30769,Public,-70.88561472738614,48.3308951265337,POINT (-70.88561472738614 48.3308951265337)
37053,94068,L-36422,Public,-71.04469459305551,48.33072193416939,POINT (-71.04469459305551 48.33072193416939)
37054,94068,J-JO-52633,Public,-71.26112012111483,48.41663712906982,POINT (-71.26112012111483 48.41663712906982)
37055,94068,C-PO-51015,Public,-71.11091236727471,48.43580634097625,POINT (-71.11091236727471 48.43580634097625)
37056,94068,C-PE-49703,Public,-71.1037796045042,48.384673543580035,POINT (-71.1037796045042 48.384673543580035)
37057,94068,B-PA-30833,Public,-70.89215570098683,48.32954603882969,POINT (-70.89215570098683 48.32954603882969)
37058,94068,C-PE-49779,Public,-70.9823390834457,48.388933910205104,POINT (-70.9823390834457 48.388933910205104)
37059,94068,L-36467,Public,-71.12635598519833,48.32659970773304,POINT (-71.12635598519833 48.32659970773304)
37060,94068,B-PA-30547,Public,-70.88186525933254,48.32906530587943,POINT (-70.88186525933254 48.32906530587943)
37061,94068,C-GS-50485,Public,-71.01844723295373,48.432812188750425,POINT (-71.01844723295373 48.432812188750425)
37062,94068,J-PH-57836,Public,-71.2122899547841,48.42742515123982,POINT (-71.2122899547841 48.42742515123982)
37063,94068,LK-35788,Public,-71.4086603403192,48.33233724244796,POINT (-71.4086603403192 48.33233724244796)
37064,94068,PRJ-JE-59904,PrivÃ©,-71.22330324141372,48.41291051958152,POINT (-71.22330324141372 48.41291051958152)
37065,94068,J-JE-57628,Public,-71.28137199931163,48.377717533900906,POINT (-71.28137199931163 48.377717533900906)
37066,94068,C-PE-46468,Public,-71.09130109058455,48.41124307101097,POINT (-71.09130109058455 48.41124307101097)
37067,94068,J-K-53206,Public,-71.22823015139997,48.42346645076262,POINT (-71.22823015139997 48.42346645076262)
37068,94068,C-PN-48490,Public,-71.06844279961773,48.449074035422946,POINT (-71.06844279961773 48.449074035422946)
37069,94068,C-PN-48487,Public,-71.06864852709556,48.446685155502294,POINT (-71.06864852709556 48.446685155502294)
37070,94068,C-PO-49392,Public,-71.07841969605067,48.429246842414784,POINT (-71.07841969605067 48.429246842414784)
37071,94068,C-PE-46969,Public,-71.0369881880352,48.41460775519766,POINT (-71.0369881880352 48.41460775519766)
37072,94068,J-PH-57915,Public,-71.21330180030265,48.42229298870512,POINT (-71.21330180030265 48.42229298870512)
37073,94068,J-JO-52531,Public,-71.26591368787666,48.41510144584342,POINT (-71.26591368787666 48.41510144584342)
37074,94068,J-JE-60959,Public,-71.21091267097466,48.40431615782058,POINT (-71.21091267097466 48.40431615782058)
37075,94068,J-JE-53177,Public,-71.23018628326739,48.403551670439384,POINT (-71.23018628326739 48.403551670439384)
37076,94068,J-K-53033,Public,-71.23850311281814,48.43124033386184,POINT (-71.23850311281814 48.43124033386184)
37077,94068,B-PA-31148,Public,-70.8617368863517,48.31789479341891,POINT (-70.8617368863517 48.31789479341891)
37078,94068,B-PA-44471,Public,-70.90278926270928,48.31715404997455,POINT (-70.90278926270928 48.31715404997455)
37079,94068,J-JO-52557,Public,-71.26455366930418,48.42230598967137,POINT (-71.26455366930418 48.42230598967137)
37080,94068,J-PH-53685,Public,-71.17324125715447,48.40128317309826,POINT (-71.17324125715447 48.40128317309826)
37081,94068,C-GS-50542,Public,-71.07076949937111,48.423301330596026,POINT (-71.07076949937111 48.423301330596026)
37082,94068,C-GS-51011,Public,-71.05203837850576,48.42535167135804,POINT (-71.05203837850576 48.42535167135804)
37083,94068,B-BA-31179,Public,-70.88771397046858,48.35298320575973,POINT (-70.88771397046858 48.35298320575973)
37084,94068,C-GN-48649,Public,-71.03837723417475,48.43704095821337,POINT (-71.03837723417475 48.43704095821337)
37085,94068,C-PE-58095,Public,-71.10486889990419,48.39503566851446,POINT (-71.10486889990419 48.39503566851446)
37086,94068,J-JE-52932,Public,-71.24427496276964,48.42264994150261,POINT (-71.24427496276964 48.42264994150261)
37087,94068,C-PE-49745,Public,-71.0199592989345,48.408898401290124,POINT (-71.0199592989345 48.408898401290124)
37088,94068,B-BA-31994,Public,-70.90747291867164,48.344218198827136,POINT (-70.90747291867164 48.344218198827136)
37089,94068,B-PA-30653,Public,-70.88676032894955,48.31994989989358,POINT (-70.88676032894955 48.31994989989358)
37090,94068,S-SS-39413,Public,-71.26861726083924,48.46425239875062,POINT (-71.26861726083924 48.46425239875062)
37091,94068,C-PE-46836,Public,-71.05138345954238,48.416999501730835,POINT (-71.05138345954238 48.416999501730835)
37092,94068,C-GS-45379,Public,-71.07369469863835,48.422484080311634,POINT (-71.07369469863835 48.422484080311634)
37093,94068,L-36465,Public,-71.12439895591883,48.32866098794683,POINT (-71.12439895591883 48.32866098794683)
37094,94068,J-JE-52762,Public,-71.25385955181541,48.40061015397241,POINT (-71.25385955181541 48.40061015397241)
37095,94068,C-PE-46564,Public,-71.07694078825604,48.40663914430219,POINT (-71.07694078825604 48.40663914430219)
37096,94068,C-PE-46935,Public,-71.04448500892039,48.424168990808184,POINT (-71.04448500892039 48.424168990808184)
37097,94068,C-PN-48521,Public,-71.06315276129612,48.446847088016135,POINT (-71.06315276129612 48.446847088016135)
37098,94068,L-38725,Public,-71.0611577750347,48.35055902286168,POINT (-71.0611577750347 48.35055902286168)
37099,94068,J-PH-58151,Public,-71.20076796994951,48.4069651359899,POINT (-71.20076796994951 48.4069651359899)
37100,94068,J-JE-53061,Public,-71.23703916138727,48.405366933231775,POINT (-71.23703916138727 48.405366933231775)
37101,94068,C-GN-50816,Public,-71.03736934213387,48.44047682099308,POINT (-71.03736934213387 48.44047682099308)
37102,94068,C-PE-50794,Public,-71.09527603518261,48.40891114302481,POINT (-71.09527603518261 48.40891114302481)
37103,94068,J-PH-58193,Public,-71.20221859528402,48.40600122659245,POINT (-71.20221859528402 48.40600122659245)
37104,94068,C-PE-51544,Public,-71.10842388463705,48.40294371557559,POINT (-71.10842388463705 48.40294371557559)
37105,94068,J-K-53161,Public,-71.23111965585888,48.42230410224335,POINT (-71.23111965585888 48.42230410224335)
37106,94068,J-PH-53302,Public,-71.20943256581101,48.41930484953376,POINT (-71.20943256581101 48.41930484953376)
37107,94068,C-PN-48506,Public,-71.06646300279937,48.45143118773007,POINT (-71.06646300279937 48.45143118773007)
37108,94068,C-PN-48442,Public,-71.07912460628006,48.446336116509244,POINT (-71.07912460628006 48.446336116509244)
37109,94068,J-PH-59924,Public,-71.17809284966587,48.4031593267057,POINT (-71.17809284966587 48.4031593267057)
37110,94068,J-JO-52537,Public,-71.26544262925461,48.403844799241064,POINT (-71.26544262925461 48.403844799241064)
37111,94068,B-GB-30999,Public,-70.8558325806097,48.31339129178727,POINT (-70.8558325806097 48.31339129178727)
37112,94068,C-PE-46522,Public,-71.08314300554095,48.39602204403426,POINT (-71.08314300554095 48.39602204403426)
37113,94068,C-GN-48619,Public,-71.04549918175975,48.43997988464082,POINT (-71.04549918175975 48.43997988464082)
37114,94068,C-PN-48427,Public,-71.08142568180287,48.438843881473964,POINT (-71.08142568180287 48.438843881473964)
37115,94068,J-JE-52938,Public,-71.24366677820167,48.412868758337275,POINT (-71.24366677820167 48.412868758337275)
37116,94068,PRC-PE-58106,PrivÃ©,-71.06048448076324,48.40510607787585,POINT (-71.06048448076324 48.40510607787585)
37117,94068,C-GS-50656,Public,-71.07777985418967,48.41904650570353,POINT (-71.07777985418967 48.41904650570353)
37118,94068,C-PN-48418,Public,-71.08350566488578,48.45120213696921,POINT (-71.08350566488578 48.45120213696921)
37119,94068,C-PE-49782,Public,-70.97865961005999,48.38931775745062,POINT (-70.97865961005999 48.38931775745062)
37120,94068,J-JE-52563,Public,-71.26388340036367,48.40007950180934,POINT (-71.26388340036367 48.40007950180934)
37121,94068,J-PB-53897,Public,-71.13473801324054,48.43776180661569,POINT (-71.13473801324054 48.43776180661569)
37122,94068,C-PE-46978,Public,-71.03633063634027,48.42659066086306,POINT (-71.03633063634027 48.42659066086306)
37123,94068,B-BA-44881,Public,-70.87901583271461,48.33903520903846,POINT (-70.87901583271461 48.33903520903846)
37124,94068,C-PO-49307,Public,-71.10322922388575,48.435188612152906,POINT (-71.10322922388575 48.435188612152906)
37125,94068,B-BA-31458,Public,-70.90334752673373,48.34431422339146,POINT (-70.90334752673373 48.34431422339146)
37126,94068,J-JO-52355,Public,-71.32387270142213,48.443895313972355,POINT (-71.32387270142213 48.443895313972355)
37127,94068,C-PE-46559,Public,-71.07811794293643,48.41384184394283,POINT (-71.07811794293643 48.41384184394283)
37128,94068,L-36396,Public,-71.12825103035,48.319965261026255,POINT (-71.12825103035 48.319965261026255)
37129,94068,J-JO-57845,Public,-71.26669103199453,48.43064108686377,POINT (-71.26669103199453 48.43064108686377)
37130,94068,C-PN-48394,Public,-71.08825858484937,48.4445736733615,POINT (-71.08825858484937 48.4445736733615)
37131,94068,C-PE-46958,Public,-71.0400646002079,48.42380299598289,POINT (-71.0400646002079 48.42380299598289)
37132,94068,B-BA-58098,Public,-70.88760262080368,48.35552410335206,POINT (-70.88760262080368 48.35552410335206)
37133,94068,B-BA-31727,Public,-70.93414294329622,48.36718645118069,POINT (-70.93414294329622 48.36718645118069)
37134,94068,PRL-36466,PrivÃ©,-71.1166612408948,48.32491174671643,POINT (-71.1166612408948 48.32491174671643)
37135,94068,C-PN-51037,Public,-71.05348469642732,48.47374502526509,POINT (-71.05348469642732 48.47374502526509)
37136,94068,C-PE-46397,Public,-71.11438456495445,48.39786960076913,POINT (-71.11438456495445 48.39786960076913)
37137,94068,J-JE-57338,Public,-71.24976207855492,48.39548429309413,POINT (-71.24976207855492 48.39548429309413)
37138,94068,S-SS-59299,Public,-71.29292835708777,48.51977853786838,POINT (-71.29292835708777 48.51977853786838)
37139,94068,J-JO-59703,Public,-71.353338086831,48.46374263412904,POINT (-71.353338086831 48.46374263412904)
37140,94068,C-GS-59426,Public,-70.99890608960665,48.446099183230515,POINT (-70.99890608960665 48.446099183230515)
37141,94068,PRJ-JE-5756,PrivÃ©,-71.21592529955382,48.407450221448244,POINT (-71.21592529955382 48.407450221448244)
37142,94068,J-JE-57441,Public,-71.2229496534462,48.40136687177441,POINT (-71.2229496534462 48.40136687177441)
37143,94068,C-GS-45443,Public,-71.06460268770634,48.424625162969,POINT (-71.06460268770634 48.424625162969)
37144,94068,B-BA-59678,Public,-71.01241629625947,48.342550945248554,POINT (-71.01241629625947 48.342550945248554)
37145,94068,PRC-PE-46828,PrivÃ©,-71.05269496416592,48.40559345361892,POINT (-71.05269496416592 48.40559345361892)
37146,94068,J-PB-58066,Public,-71.20512347082604,48.43502334780925,POINT (-71.20512347082604 48.43502334780925)
37147,94068,J-JO-52679,Public,-71.25897360743538,48.417106580335854,POINT (-71.25897360743538 48.417106580335854)
37148,94068,J-K-53109,Public,-71.23468971858246,48.43506016777618,POINT (-71.23468971858246 48.43506016777618)
37149,94068,J-JO-52540,Public,-71.26534350141728,48.40308070330567,POINT (-71.26534350141728 48.40308070330567)
37150,94068,C-PN-48568,Public,-71.05293553791232,48.45272913180473,POINT (-71.05293553791232 48.45272913180473)
37151,94068,J-JE-52908,Public,-71.24537679635067,48.41858538386351,POINT (-71.24537679635067 48.41858538386351)
37152,94068,C-GS-45533,Public,-71.05356583983746,48.429352359636,POINT (-71.05356583983746 48.429352359636)
37153,94068,C-PO-49306,Public,-71.10352032010807,48.42287168655862,POINT (-71.10352032010807 48.42287168655862)
37154,94068,J-PH-57353,Public,-71.17450984816453,48.4044626513737,POINT (-71.17450984816453 48.4044626513737)
37155,94068,C-PE-46395,Public,-71.11432982867636,48.39014860515046,POINT (-71.11432982867636 48.39014860515046)
37156,94068,S-SS-61262,Public,-71.2740010333805,48.506593863422445,POINT (-71.2740010333805 48.506593863422445)
37157,94068,L-36402,Public,-71.13543082162528,48.32258850677198,POINT (-71.13543082162528 48.32258850677198)
37158,94068,J-K-53171,Public,-71.23098957965425,48.433878190899556,POINT (-71.23098957965425 48.433878190899556)
37159,94068,J-PB-50099,Public,-71.12423551627529,48.43734725945554,POINT (-71.12423551627529 48.43734725945554)
37160,94068,C-PO-51130,Public,-71.11425608060213,48.41224651491436,POINT (-71.11425608060213 48.41224651491436)
37161,94068,J-PH-53332,Public,-71.20382318304769,48.41760805964494,POINT (-71.20382318304769 48.41760805964494)
37162,94068,C-PE-46458,Public,-71.09191323306555,48.396822687642654,POINT (-71.09191323306555 48.396822687642654)
37163,94068,B-PA-30568,Public,-70.87687891789915,48.32544628870304,POINT (-70.87687891789915 48.32544628870304)
37164,94068,J-JE-57534,Public,-71.2139525393083,48.40510606957972,POINT (-71.2139525393083 48.40510606957972)
37165,94068,C-GN-45463,Public,-71.06198869203214,48.44093231265959,POINT (-71.06198869203214 48.44093231265959)
37166,94068,L-36423,Public,-71.04243271201726,48.33289100609213,POINT (-71.04243271201726 48.33289100609213)
37167,94068,J-PH-53744,Public,-71.16743703112456,48.403062710644946,POINT (-71.16743703112456 48.403062710644946)
37168,94068,J-PB-53886,Public,-71.13771361953957,48.43496148327213,POINT (-71.13771361953957 48.43496148327213)
37169,94068,J-PH-53521,Public,-71.1853231366377,48.414456742541184,POINT (-71.1853231366377 48.414456742541184)
37170,94068,B-BA-44844,Public,-70.90089748380903,48.35028929593973,POINT (-70.90089748380903 48.35028929593973)
37171,94068,L-36483,Public,-71.15185601134488,48.35675886426549,POINT (-71.15185601134488 48.35675886426549)
37172,94068,C-PE-46790,Public,-71.05509222600226,48.39745142232283,POINT (-71.05509222600226 48.39745142232283)
37173,94068,J-JO-52567,Public,-71.2641287368333,48.42597698074534,POINT (-71.2641287368333 48.42597698074534)
37174,94068,C-GS-51004,Public,-71.0670730256079,48.42671758120931,POINT (-71.0670730256079 48.42671758120931)
37175,94068,PRC-PE-50968,PrivÃ©,-71.04198433606783,48.42115777639637,POINT (-71.04198433606783 48.42115777639637)
37176,94068,J-JO-52459,Public,-71.27042104421024,48.43154263623079,POINT (-71.27042104421024 48.43154263623079)
37177,94068,C-GN-45484,Public,-71.05918288759212,48.44003112668524,POINT (-71.05918288759212 48.44003112668524)
