ï»¿OBJECTID,NOM,NO_TUILE,URL_TIFF,TAILLE_TIFF_Go,SHAPE.STArea(),SHAPE.STLength()
408,2021-3466,3466,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3466.tif,"1,74",1000000,4000
409,2021-2867,2867,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2867.tif,"1,74",1000000,4000
410,2021-2967,2967,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2967.tif,"1,74",1000000,4000
411,2021-3067,3067,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3067.tif,"1,74",1000000,4000
412,2021-3167,3167,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3167.tif,"1,74",1000000,4000
413,2021-3267,3267,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3267.tif,"1,74",1000000,4000
414,2021-3367,3367,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3367.tif,"1,74",1000000,4000
415,2021-2868,2868,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2868.tif,"1,74",1000000,4000
416,2021-2968,2968,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2968.tif,"1,74",1000000,4000
417,2021-3068,3068,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3068.tif,"1,74",1000000,4000
418,2021-3168,3168,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3168.tif,"1,74",1000000,4000
419,2021-3268,3268,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3268.tif,"1,74",1000000,4000
420,2021-3368,3368,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3368.tif,"1,74",1000000,4000
421,2021-2869,2869,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2869.tif,"1,74",1000000,4000
422,2021-2969,2969,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2969.tif,"1,74",1000000,4000
423,2021-3069,3069,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3069.tif,"1,74",1000000,4000
424,2021-3169,3169,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3169.tif,"1,74",1000000,4000
425,2021-3269,3269,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3269.tif,"1,74",1000000,4000
426,2021-3369,3369,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3369.tif,"1,74",1000000,4000
427,2021-2970,2970,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2970.tif,"1,74",1000000,4000
428,2021-3070,3070,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3070.tif,"1,74",1000000,4000
429,2021-3170,3170,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3170.tif,"1,74",1000000,4000
430,2021-3270,3270,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3270.tif,"1,74",1000000,4000
431,2021-3370,3370,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3370.tif,"1,74",1000000,4000
432,2021-2971,2971,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2971.tif,"1,74",1000000,4000
433,2021-3071,3071,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3071.tif,"1,74",1000000,4000
434,2021-3171,3171,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3171.tif,"1,74",1000000,4000
435,2021-3271,3271,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3271.tif,"1,74",1000000,4000
436,2021-3371,3371,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3371.tif,"1,74",1000000,4000
437,2021-2972,2972,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2972.tif,"1,74",1000000,4000
438,2021-3072,3072,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3072.tif,"1,74",1000000,4000
439,2021-3172,3172,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3172.tif,"1,74",1000000,4000
440,2021-3272,3272,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3272.tif,"1,74",1000000,4000
441,2021-3372,3372,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3372.tif,"1,74",1000000,4000
442,2021-3472,3472,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3472.tif,"1,74",1000000,4000
443,2021-3572,3572,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3572.tif,"1,74",1000000,4000
444,2021-3573,3573,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3573.tif,"1,74",1000000,4000
445,2021-3473,3473,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3473.tif,"1,74",1000000,4000
446,2021-3373,3373,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3373.tif,"1,74",1000000,4000
447,2021-3273,3273,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3273.tif,"1,74",1000000,4000
448,2021-3173,3173,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3173.tif,"1,74",1000000,4000
449,2021-3274,3274,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3274.tif,"1,74",1000000,4000
450,2021-3374,3374,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3374.tif,"1,74",1000000,4000
451,2021-3474,3474,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3474.tif,"1,74",1000000,4000
452,2021-3574,3574,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3574.tif,"1,74",1000000,4000
453,2021-3674,3674,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3674.tif,"1,74",1000000,4000
454,2021-3275,3275,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3275.tif,"1,74",1000000,4000
455,2021-3375,3375,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3375.tif,"1,74",1000000,4000
456,2021-3475,3475,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3475.tif,"1,74",1000000,4000
457,2021-3575,3575,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3575.tif,"1,74",1000000,4000
458,2021-3675,3675,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3675.tif,"1,74",1000000,4000
459,2021-3775,3775,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3775.tif,"1,74",1000000,4000
460,2021-3875,3875,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3875.tif,"1,74",1000000,4000
461,2021-3276,3276,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3276.tif,"1,74",1000000,4000
462,2021-3376,3376,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3376.tif,"1,74",1000000,4000
463,2021-3476,3476,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3476.tif,"1,74",1000000,4000
464,2021-3576,3576,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3576.tif,"1,74",1000000,4000
465,2021-3676,3676,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3676.tif,"1,74",1000000,4000
466,2021-3776,3776,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3776.tif,"1,74",1000000,4000
467,2021-3577,3577,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3577.tif,"1,74",1000000,4000
468,2021-3677,3677,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3677.tif,"1,74",1000000,4000
469,2021-0960,0960,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0960.tif,"1,74",1000000,4000
470,2021-0860,0860,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0860.tif,"1,74",1000000,4000
471,2021-2669,2669,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2669.tif,"1,74",1000000,4000
472,2021-2769,2769,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2769.tif,"1,74",1000000,4000
473,2021-2770,2770,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2770.tif,"1,74",1000000,4000
474,2021-2870,2870,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2870.tif,"1,74",1000000,4000
475,2021-2871,2871,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2871.tif,"1,74",1000000,4000
476,2021-2872,2872,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2872.tif,"1,74",1000000,4000
477,2021-3471,3471,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3471.tif,"1,74",1000000,4000
478,2021-3468,3468,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3468.tif,"1,74",1000000,4000
479,2021-3673,3673,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3673.tif,"1,74",1000000,4000
480,2021-3774,3774,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3774.tif,"1,74",1000000,4000
481,2021-2269,2269,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2269.tif,"1,74",1000000,4000
482,2021-2268,2268,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2268.tif,"1,74",1000000,4000
483,2021-0760,0760,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0760.tif,"1,74",1000000,4000
484,2021-2359,2359,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2359.tif,"1,74",1000000,4000
485,2021-2258,2258,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2258.tif,"1,74",1000000,4000
486,2021-1855,1855,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1855.tif,"1,74",1000000,4000
487,2021-1553,1553,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1553.tif,"1,74",1000000,4000
488,2021-2556,2556,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2556.tif,"1,74",1000000,4000
489,2021-3752,3752,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3752.tif,"1,74",1000000,4000
490,2021-3853,3853,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3853.tif,"1,74",1000000,4000
491,2021-3954,3954,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3954.tif,"1,74",1000000,4000
492,2021-4055,4055,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-4055.tif,"1,74",1000000,4000
493,2021-0665,0665,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0665.tif,"1,74",1000000,4000
494,2021-0664,0664,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0664.tif,"1,74",1000000,4000
495,2021-0163,0163,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0163.tif,"1,74",1000000,4000
496,2021-0461,0461,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0461.tif,"1,74",1000000,4000
497,2021-3174,3174,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3174.tif,"1,74",1000000,4000
498,2021-0465,0465,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0465.tif,"1,74",1000000,4000
499,2021-0764,0764,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0764.tif,"1,74",1000000,4000
500,2021-0864,0864,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0864.tif,"1,74",1000000,4000
501,2021-0765,0765,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0765.tif,"1,74",1000000,4000
