NO_REF_BIO,SUPERFICIE,NO_REG_ADM,NM_REG_ADM,MODE_GEST,STATUT,DTMAJ,DATE_PUBLI
02551R109,731.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08651R041,116.9,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20210225000000,2023-04-01
02551R096,1270.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R001,163.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R051,127.9,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R004,66.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R059,253.9,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
09452R026,159.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R084,53.2,15,Laurentides,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02352R042,394.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02651R024,121.7,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R210,107.5,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R060,113.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R026,90.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R001,1185.8,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09451R075,157.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R550,79.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R061,106.2,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R036,221.8,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08664R013,176.5,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
09751R125,147.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08763R001,442.8,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
09351R021,438.2,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
02352R027,279,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02352R043,217.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R009,230.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
11257R197,237.2,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
03151R950,127.8,03,Capitale-Nationale,55,Projet de refuge biologique exclu de la production forestière,20230228000000,2023-04-01
06451R197,129.2,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R052,239.7,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09751R001,52.3,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R007,134.3,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R095,305.4,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
02352R056,167.5,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
03351R038,149.7,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
07151R009,105.4,07,Outaouais,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02551R040,321.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R706,64.2,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R771,546.3,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
09452R002,198.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R076,186.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R063,196.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R071,108,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R093,185.2,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R078,81.4,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
11257R190,116.9,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R101,253.4,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06452R027,19.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
088-024,29.8,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08764R009,156.5,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
09351R002,594.6,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
02751R040,797.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R066,390.4,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
06451R171,143.8,15,Laurentides,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06251R002,73.6,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R068,132.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R708,72.3,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R020,109.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R039,57.1,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R056,428.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R011,457.9,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R073,172.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R042,276.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R064,127.6,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07151R043,112.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R095,52.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R121,74.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02664R010,349.3,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
06252R030,131.4,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R076,260.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R024,121.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R162,53.4,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R018,105.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R036,303.1,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
04151R914,128.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R023,67.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R046,973.4,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08762R023,293.2,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
07352R077,72.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R111,106.8,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R013,207.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R553,57.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R032,69.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R107,421.9,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02551R142,962.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R066,322,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08664R001,173,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
005-002,62.5,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
01253R022,165.1,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04251R502,245.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R111,341.8,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08151R004,97.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02665R020,163.6,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08762R003,404.4,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
04352R006,77,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08666R015,337,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
07451R087,69.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R098,107.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R090,135,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R001,296.2,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08551R073,175.7,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
11152R035,328.3,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
03551R013,49.8,12,Chaudière-Appalaches,59,Refuge biologique désigné,20230228000000,2023-04-01
09451R059,286,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R013,128.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02663R002,150.9,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
06451R059,67.8,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R124,255,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08251R021,450.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R094,603.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11256R143,492.6,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R028,18.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08764R010,116.2,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08666R017,115.9,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
01253R021,82.2,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R049,81.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R128,128.9,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02352R004,221,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
02664R034,597.8,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
01152R007,132.3,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07352R019,112.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R177,165.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R045,172.8,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
06451R115,80,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R067,101.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
03551R023,66.2,12,Chaudière-Appalaches,59,Refuge biologique désigné,20230228000000,2023-04-01
09551R025,159.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R011,191,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R316,150.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
01254R001,189.4,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07451R162,111.7,07,Outaouais,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07351R005,125.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R018,200.2,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R148,181.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R037,216.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R069,156.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R097,120.1,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
03351R032,96.8,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
09352R050,237.5,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08451R041,245,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06452R004,74.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02351R016,536.5,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R037,127.7,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
11152R029,189.2,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09751R032,229.4,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08666R014,247.8,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02651R017,103.5,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R002,55.3,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R057,428.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09551R010,114.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R020,111.6,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R065,326.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R090,35.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R013,149.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R012,135.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R052,230.6,15,Laurentides,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07352R020,64.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R007,130.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11152R036,219.6,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02751R044,802.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R031,79.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20230304000000,2023-04-01
