id_request,streetid,streetimpactwidth,streetimpacttype,nbfreeparkingplace,sidewalk_blockedtype,backsidewalk_blockedtype,bikepath_blockedtype,name,shortname,fromname,fromshortname,toname,toshortname,length,isarterial,stmimpact_blockedtype,otherproviderimpact_blockedtype,reservedlane_blockedtype
"6697b10d1d773e001956e703","rue René-Lévesque ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue René-Lévesque ","René-Lévesque","16e avenue   (P.-A.-T.)","16e","rue du Poitou ","Poitou",216.7,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697f14fd5438700194b0511","rue Drummond ","0-3 mètres","Voie de stationnement obstruée",4,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Drummond ","Drummond","avenue des Canadiens-de-Montréal ","Canadiens-de-Montréal","boulevard René-Lévesque Ouest ","René-Lévesque",141.48,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66998122b6d1d20019bb4864","rue Saint-Jacques ","6-9 mètres","Voie de circulation obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Aucun impact / non applicable","rue Saint-Jacques ","Saint-Jacques","place Saint-Henri ","Saint-Henri","rue Saint-Ferdinand ","Saint-Ferdinand",73.41,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"668462a055c524001992fb08","rue De La Roche ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue De La Roche ","De La Roche","rue Everett ","Everett","rue Villeray ","Villeray",379.71,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6696e1ff790c40001959e2db","rue William ","0-3 mètres","Aucun impact / non applicable",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue William ","William","rue Young ","Young","rue Murray ","Murray",69.8,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669820282d502d001922f0d5","rue Renaude-Lapointe ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Renaude-Lapointe ","Renaude-Lapointe","rue Minicut ","Minicut","rue Pascal-Gagnon ","Pascal-Gagnon",591.69,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697b939d5438700194af5ea","rue Forsyth ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Forsyth ","Forsyth","16e avenue   (P.-A.-T.)","16e","18e avenue   (P.-A.-T.)","18e",143.7,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697ba072d502d001922d521","6e avenue  ","6-9 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","6e avenue  ","6e","avenue Laurier Est ","Laurier","rue Masson ","Masson",280.13,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697bbb52d502d001922d578","32e avenue   (P.-A.-T.)","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","32e avenue   (P.-A.-T.)","32e","rue Sherbrooke Est ","Sherbrooke","rue Beaudry  (P.-A.-T.)","Beaudry",74.61,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697d9f42d502d001922dd7f","56e avenue   (R.-D.-P.)","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","56e avenue   (R.-D.-P.)","56e","5e rue   (R.-D.-P.)","5e","4e rue   (R.-D.-P.)","4e",326.19,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6699794de099a40019a09225","rue Saint-Jacques ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Jacques ","Saint-Jacques","place Saint-Henri ","Saint-Henri","rue Saint-Ferdinand ","Saint-Ferdinand",73.41,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6699794de099a40019a09225","place Saint-Henri ","3-6 mètres","Voie de circulation obstruée",0,"Barré","Barré","Aucun impact / non applicable","place Saint-Henri ","Saint-Henri","rue Notre-Dame Ouest ","Notre-Dame","rue Saint-Jacques ","Saint-Jacques",80.41,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"668ee65a4fe36c001df03135","rue De La Roche ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Obstruée","rue De La Roche ","De La Roche","rue Everett ","Everett","rue Villeray ","Villeray",379.71,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669abb36d9a4a2001910daff","rue Chabot ","0-3 mètres","Voie de stationnement obstruée",5,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Chabot ","Chabot","rue Gilford ","Gilford","boulevard Saint-Joseph Est ","Saint-Joseph",133.69,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697d6272d502d001922dc18","56e avenue   (R.-D.-P.)","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","56e avenue   (R.-D.-P.)","56e","boulevard Perras ","Perras","3e rue   (R.-D.-P.)","3e",165.71,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697d6272d502d001922dc18","3e rue   (R.-D.-P.)","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","3e rue   (R.-D.-P.)","3e","55e avenue   (R.-D.-P.)","55e","56e avenue   (R.-D.-P.)","56e",64.26,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697e76ad5438700194b0382","55e avenue   (P.-A.-T.)","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","55e avenue   (P.-A.-T.)","55e","rue De Montigny  (P.-A.-T.)","De Montigny","rue Forsyth ","Forsyth",261.99,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697ff8bd5438700194b0838","rue Victoria  (P.-A.-T.)","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Victoria  (P.-A.-T.)","Victoria","53e avenue   (P.-A.-T.)","53e","58e avenue   (P.-A.-T.)","58e",365.92,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66998323e099a40019a092f7","rue Saint-Sulpice ","0-3 mètres","Aucun impact / non applicable",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Sulpice ","Saint-Sulpice","rue De Brésoles ","De Brésoles","place d'Armes ","Armes",77.91,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669a8260b6d1d20019bb5303","rue Montgomery ","0-3 mètres","Aucun impact / non applicable",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Montgomery ","Montgomery","rue Ontario Est ","Ontario","ruelle Ontario ","Ontario",37.47,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669825fbd5438700194b120c","rue Notre-Dame Est ","0-3 mètres","Aucun impact / non applicable",0,"Barré","Barré","Aucun impact / non applicable","rue Notre-Dame Est ","Notre-Dame","rue Taillon ","Taillon","avenue Meese ","Meese",244.64,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669825fbd5438700194b120c","avenue Meese ","0-3 mètres","Aucun impact / non applicable",0,"Barré","Barré","Aucun impact / non applicable","avenue Meese ","Meese","rue Notre-Dame Est ","Notre-Dame","avenue Dubuisson ","Dubuisson",171.02,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669916d0d5438700194b2004","rue Forsyth ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Obstruée","rue Forsyth ","Forsyth","52e avenue   (P.-A.-T.)","52e","55e avenue   (P.-A.-T.)","55e",234.43,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669919a6e099a40019a07bbe","rue Forsyth ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Obstruée","rue Forsyth ","Forsyth","55e avenue   (P.-A.-T.)","55e","58e avenue   (P.-A.-T.)","58e",208.81,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669a7785e099a40019a09e7a","rue Saint-Hubert ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",1,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Aucun impact / non applicable","rue Saint-Hubert ","Saint-Hubert","rue Ontario Est ","Ontario","rue Sherbrooke Est ","Sherbrooke",210.79,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669965dee099a40019a08e82","rue Parthenais ","0-3 mètres","Aucun impact / non applicable",4,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Parthenais ","Parthenais","place Neville ","Neville","boulevard De Maisonneuve Est ","De Maisonneuve",88.77,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669a85e7b6d1d20019bb53b5","rue Bernard Ouest ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Bernard Ouest ","Bernard","rue Jeanne-Mance ","Jeanne-Mance","avenue du Parc ","Parc",92.21,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669a8997b6d1d20019bb5451","rue Stanley ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Stanley ","Stanley","boulevard René-Lévesque Ouest ","René-Lévesque","rue Cypress ","Cypress",121.41,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"668474c2973b6600194f330d","rue Laurendeau ","3-6 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Barrée","rue Laurendeau ","Laurendeau","rue Cardinal ","Cardinal","rue De Biencourt ","De Biencourt",138.17,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"669aa4f5d9a4a2001910d649","avenue De Lorimier ","0-3 mètres","Voie de stationnement obstruée",10,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue De Lorimier ","De Lorimier","avenue du Mont-Royal Est ","Mont-Royal","rue Gilford ","Gilford",320.91,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669ab1d1e099a40019a0a909","rue Cartier ","0-3 mètres","Voie de stationnement obstruée",7,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Cartier ","Cartier","rue Généreux ","Généreux","boulevard Saint-Joseph Est ","Saint-Joseph",419.4,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"668474c2973b6600194f330d","rue Jacques-Hertel ","3-6 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Barrée","rue Jacques-Hertel ","Jacques-Hertel","rue Angers ","Angers","rue Eadie ","Eadie",423.53,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669931f8b6d1d20019bb378e","rue Sainte-Catherine Est ","3-6 mètres","Voie de stationnement obstruée",12,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Sainte-Catherine Est ","Sainte-Catherine","rue Saint-Denis ","Saint-Denis","rue Berri ","Berri",118.95,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669569d9790c40001959ba53","avenue Valois ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Valois ","Valois","avenue Valois ","Valois","avenue Valois ","Valois",53.92,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66757eff4214e80012cdcaff","rue Saint-Paul Ouest ","9-12 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Paul Ouest ","Saint-Paul","boulevard Saint-Laurent ","Saint-Laurent","place Royale ","Royale",239.33,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669a86dbb6d1d20019bb53f4","rue Riverside ","3-6 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Riverside ","Riverside","rue Mill ","Mill","chemin des Moulins ","Moulins",190.7,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669a9698d9a4a2001910d44c","rue City Councillors ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue City Councillors ","City Councillors","rue Mayor ","Mayor","boulevard De Maisonneuve Ouest ","De Maisonneuve",71.88,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669e79531f07c70019903348","rue Forbes ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Forbes ","Forbes","rue Daigle ","Daigle","rue Filion ","Filion",77.16,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669e79531f07c70019903348","rue Marsan ","9-12 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Marsan ","Marsan","rue De Salaberry ","De Salaberry","rue Forbes ","Forbes",299.9,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66757eff4214e80012cdcaff","rue Saint-Dizier ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Dizier ","Saint-Dizier","rue de la Commune Ouest ","Commune","rue Marie-Morin ","Marie-Morin",60.33,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66757eff4214e80012cdcaff","rue Saint-Sulpice ","9-12 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Sulpice ","Saint-Sulpice","rue de la Commune Ouest ","Commune","rue Le Royer Ouest ","Le Royer",125.82,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669566641d773e001956a57b","boulevard Cavendish ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Cavendish ","Cavendish","boulevard Cavendish ","Cavendish","rue Sherbrooke Ouest ","Sherbrooke",215.29,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"667473c682362400193c3bc0","1re avenue  ","9-12 mètres","Rue barrée",67,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Aucun impact / non applicable","1re avenue  ","1re","rue de Verdun ","Verdun","rue Bannantyne ","Bannantyne",338.67,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669670c8790c40001959c97a","rue Sherbrooke Ouest ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Sherbrooke Ouest ","Sherbrooke","avenue King-Edward ","King-Edward","avenue de Mayfair ","Mayfair",297.16,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669003594af2620019206363","boulevard Lacordaire ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Lacordaire ","Lacordaire","rue des Galets ","Galets","boulevard Robert ","Robert",208.1,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66746de47cb53b001a57c07a","1re avenue  ","9-12 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","1re avenue  ","1re","rue Wellington ","Wellington","rue Bannantyne ","Bannantyne",676.9,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66746de47cb53b001a57c07a","rue de Verdun ","9-12 mètres","Voie de stationnement et voie de circulation obstruées",80,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue de Verdun ","Verdun","rue Willibrord ","Willibrord","2e avenue  ","2e",154.53,"t","Aucun impact / non applicable","Déplacer","Aucun impact / non applicable"
"6674713182362400193c3b49","1re avenue  ","9-12 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Aucun impact / non applicable","1re avenue  ","1re","rue de Verdun ","Verdun","rue Bannantyne ","Bannantyne",338.67,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"667580cc1aba520012d0fb0e","avenue de l'Hôtel-de-Ville ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","avenue de l'Hôtel-de-Ville ","Hôtel-de-Ville","boulevard René-Lévesque Est ","René-Lévesque","rue Charlotte ","Charlotte",84.17,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a0021139ccdb00195758d8","avenue Laval ","0-3 mètres","Aucun impact / non applicable",0,"Barré","Barré","Aucun impact / non applicable","avenue Laval ","Laval","rue Rachel Est ","Rachel","rue Marie-Anne Est ","Marie-Anne",223.98,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6687e2dfd0ecba0019c3d62b","rue Mullins ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Mullins ","Mullins","rue Mullins ","Mullins","rue Mullins ","Mullins",18.48,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a25b1398d4d4001908731c","boulevard des Galeries-d'Anjou ","9-12 mètres","Voie de stationnement et voie de circulation obstruées",50,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","boulevard des Galeries-d'Anjou ","Galeries-d'Anjou","avenue de Belfroy ","Belfroy","avenue M.-B.-Jodoin ","M.-B.-Jodoin",1923.8,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"6697c2f9d5438700194af8a4","rue de Toulon ","9-12 mètres","Rue barrée",0,"Barré","Barré","Aucun impact / non applicable","rue de Toulon ","Toulon","boulevard des Grandes-Prairies ","Grandes-Prairies","rue de Toulon ","Toulon",261.28,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697c4852d502d001922d803","voie Non-nommée ","9-12 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Barré","Aucun impact / non applicable","voie Non-nommée ","Non-nommée","boulevard Langelier ","Langelier","boulevard Langelier ","Langelier",9.56,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697d5a22d502d001922dc0d","rue Hutchison ","0-3 mètres","Aucun impact / non applicable",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Hutchison ","Hutchison","rue Édouard-Charles ","Édouard-Charles","avenue Laurier Ouest ","Laurier",70.31,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"6697d5a22d502d001922dc0d","avenue Laurier Ouest ","0-3 mètres","Aucun impact / non applicable",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Laurier Ouest ","Laurier","avenue du Parc ","Parc","rue Hutchison ","Hutchison",118.06,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66980e9d2d502d001922ecb3","rue Sainte-Catherine Ouest ","0-3 mètres","Aucun impact / non applicable",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Sainte-Catherine Ouest ","Sainte-Catherine","rue Saint-Urbain ","Saint-Urbain","rue Jeanne-Mance ","Jeanne-Mance",205.7,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66980e9d2d502d001922ecb3","rue Jeanne-Mance ","3-6 mètres","Voie de circulation obstruée",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Jeanne-Mance ","Jeanne-Mance","rue Sainte-Catherine Ouest ","Sainte-Catherine","boulevard De Maisonneuve Ouest ","De Maisonneuve",202.24,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a10e0439ccdb0019576081","rue de Coutances ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue de Coutances ","Coutances","rue Albanel ","Albanel","rue Chaminade ","Chaminade",73.08,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a1178f152aad001c85fde4","avenue Atwater ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","avenue Atwater ","Atwater","avenue Lionel-Groulx ","Lionel-Groulx","rue Saint-Jacques ","Saint-Jacques",92.89,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"6696d6d1790c40001959e1f1","boulevard Lacordaire ","0-3 mètres","Voie de circulation obstruée",0,"Barré","Barré","Aucun impact / non applicable","boulevard Lacordaire ","Lacordaire","boulevard Lacordaire ","Lacordaire","boulevard Lacordaire ","Lacordaire",136.72,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669fb8891f07c700199046a0","rue Clark ","0-3 mètres","Voie de stationnement obstruée",7,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Clark ","Clark","rue de Liège Ouest ","Liège","rue Bellarmin ","Bellarmin",169.56,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a165ba98d4d40019086bed","rue Lacroix ","3-6 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Obstruée","rue Lacroix ","Lacroix","rue Allard ","Allard","boulevard des Trinitaires ","Trinitaires",329.82,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a38a7d3d6718001964c491","boulevard de Pierrefonds ","9-12 mètres","Voie de stationnement et voie de circulation obstruées",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","boulevard de Pierrefonds ","Pierrefonds","boulevard de Pierrefonds ","Pierrefonds","boulevard Jacques-Bizard ","Jacques-Bizard",78.42,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66a3b51e716659001ad38f60","chemin de la Côte-Sainte-Catherine ","0-3 mètres","Aucun impact / non applicable",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","chemin de la Côte-Sainte-Catherine ","Côte-Sainte-Catherine","avenue du Mont-Royal Ouest ","Mont-Royal","avenue Nelson ","Nelson",105.34,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a3a31d716659001ad38ae5","boulevard Robert-Bourassa ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Robert-Bourassa ","Robert-Bourassa","rue De La Gauchetière Ouest ","De La Gauchetière","rue Belmont ","Belmont",84.82,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a3cf7e7b029b0019e2cd00","rue Aylwin ","9-12 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Barrée","rue Aylwin ","Aylwin","rue Sherbrooke Est ","Sherbrooke","rue Rachel Est ","Rachel",292.09,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"669a68f1b6d1d20019bb4e31","rue Saint-Jacques ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Jacques ","Saint-Jacques","rue Rose-de-Lima ","Rose-de-Lima","rue Bourget ","Bourget",72.79,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a3c25b716659001ad39164","avenue Louis-Hébert ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Barrée","avenue Louis-Hébert ","Louis-Hébert","rue de Bellechasse ","Bellechasse","rue Beaubien Est ","Beaubien",316.79,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a3c4127b029b0019e2cb7f","20e avenue  ","9-12 mètres","Rue barrée",0,"Barré","Obstrué","Barrée","20e avenue  ","20e","rue Beaubien Est ","Beaubien","rue Saint-Zotique Est ","Saint-Zotique",323.73,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a15dc898d4d40019086b23","autoroute 40 ","3-6 mètres","Voie de circulation obstruée",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","autoroute 40 ","40","autoroute 40 ","40","autoroute 40 ","40",2191.85,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a15dc898d4d40019086b23","chemin de la Côte-de-Liesse ","3-6 mètres","Rue barrée",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","chemin de la Côte-de-Liesse ","Côte-de-Liesse","chemin de la Côte-de-Liesse ","Côte-de-Liesse","chemin de la Côte-de-Liesse ","Côte-de-Liesse",460.56,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a3cf7e7b029b0019e2cd00","rue Sherbrooke Est ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Barrée","rue Sherbrooke Est ","Sherbrooke","rue Cuvillier ","Cuvillier","rue Aylwin ","Aylwin",83.78,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a798f2ac6b110019ffc8b3","rue Wellington ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Wellington ","Wellington","rue Mullins ","Mullins","rue de la Congrégation ","Congrégation",143.73,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66a3d13a716659001ad39312","avenue Jeanne-d'Arc ","9-12 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Barrée","avenue Jeanne-d'Arc ","Jeanne-d'Arc","rue Dandurand ","Dandurand","boulevard Rosemont ","Rosemont",233.13,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
