id_request,streetid,streetimpactwidth,streetimpacttype,nbfreeparkingplace,sidewalk_blockedtype,backsidewalk_blockedtype,bikepath_blockedtype,name,shortname,fromname,fromshortname,toname,toshortname,length,isarterial,stmimpact_blockedtype,otherproviderimpact_blockedtype,reservedlane_blockedtype
"66cccc688f1d480019e082ff","rue Sherbrooke Est ","3-6 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Sherbrooke Est ","Sherbrooke","rue De Bullion ","De Bullion","avenue de l'Hôtel-de-Ville ","Hôtel-de-Ville",73.2,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66ce3130bd1fc50019760ea4","rue Saint-Dominique ","0-3 mètres","Aucun impact / non applicable",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Dominique ","Saint-Dominique","rue Prince-Arthur Est ","Prince-Arthur","rue Guilbault Est ","Guilbault",154.35,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf0d47bd1fc50019761859","14e avenue  ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","14e avenue  ","14e","rue François-Perrault ","François-Perrault","boulevard Crémazie Est ","Crémazie",257.23,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf16e36b0df400191b1d88","rue Saint-Urbain ","0-3 mètres","Voie de stationnement obstruée",1,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Urbain ","Saint-Urbain","rue De La Gauchetière Ouest ","De La Gauchetière","boulevard René-Lévesque Ouest ","René-Lévesque",151.71,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf297a6b0df400191b23a2","boulevard de l'Acadie ","0-3 mètres","Voie de circulation obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","boulevard de l'Acadie ","Acadie","boulevard de l'Acadie ","Acadie","rue Sauvé Ouest ","Sauvé",192.96,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf37a66b0df400191b276b","avenue Papineau ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Papineau ","Papineau","rue Tillemont ","Tillemont","boulevard Crémazie Est ","Crémazie",625.73,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf37d06b0df400191b2777","avenue Papineau ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Papineau ","Papineau","rue L.-O.-David ","L.-O.-David","rue Tillemont ","Tillemont",259.83,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf37f3d5a4a30019f9753e","avenue Papineau ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Papineau ","Papineau","rue Everett ","Everett","rue L.-O.-David ","L.-O.-David",259.37,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf38216b0df400191b27a4","avenue Papineau ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Papineau ","Papineau","rue Jean-Talon Est ","Jean-Talon","rue Everett ","Everett",320.62,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bf9e2863a91f0012443a95","boulevard de l'Assomption ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","boulevard de l'Assomption ","Assomption","rue Chauveau ","Chauveau","rue Sherbrooke Est ","Sherbrooke",40.8,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c4ae2b1c10f70019f770ec","rue Fullum ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",9,"Barré","Aucun impact / non applicable","Obstruée","rue Fullum ","Fullum","avenue du Mont-Royal Est ","Mont-Royal","rue Gilford ","Gilford",321.04,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66ccd0718f1d480019e084bd","rue Jean-Talon Est ","9-12 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Jean-Talon Est ","Jean-Talon","rue Sagard ","Sagard","1re avenue  ","1re",461.92,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66ccd8f5d6e74c001932f3cb","rue Laverdure ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Laverdure ","Laverdure","rue Fleury Est ","Fleury","rue Prieur Est ","Prieur",259.39,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cde7b26b0df400191b00d8","rue Honoré-Beaugrand ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Honoré-Beaugrand ","Honoré-Beaugrand","rue La Fontaine ","La Fontaine","rue Ontario Est ","Ontario",328.52,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66ce10d06b0df400191b0e28","55e rue  ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","55e rue  ","55e","boulevard Pie-IX ","Pie-IX","55e rue  ","55e",94.74,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66ce10d06b0df400191b0e28","56e rue  ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","56e rue  ","56e","boulevard Pie-IX ","Pie-IX","56e rue  ","56e",95.01,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66ce23af6b0df400191b13ee","avenue du Parc ","3-6 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue du Parc ","Parc","rue Jean-Roby ","Jean-Roby","rue Jean-Talon Ouest ","Jean-Talon",264.33,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66ce292cbd1fc50019760c50","avenue Marie-Curie ","3-6 mètres","Voie de circulation obstruée",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","avenue Marie-Curie ","Marie-Curie","rue Frederick-Banting ","Frederick-Banting","boulevard Alfred-Nobel ","Alfred-Nobel",611.45,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf54516b0df400191b30fd","rue Briand ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Barré","Aucun impact / non applicable","rue Briand ","Briand","rue Denonville ","Denonville","rue Cardinal ","Cardinal",74.54,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf62766b0df400191b35c8","avenue De Chateaubriand ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue De Chateaubriand ","De Chateaubriand","rue Dufour ","Dufour","rue Faillon Est ","Faillon",134.87,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf65e86b0df400191b36b0","boulevard de l'Assomption ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard de l'Assomption ","Assomption","avenue Pierre-De Coubertin ","Pierre-De Coubertin","rue de Marseille ","Marseille",142.92,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf76f8d5a4a30019f988e9","rue Sainte-Catherine Est ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Sainte-Catherine Est ","Sainte-Catherine","avenue De Lorimier ","De Lorimier","rue Parthenais ","Parthenais",180.07,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf77be6b0df400191b3ceb","rue Prieur Est ","0-3 mètres","Voie de circulation obstruée",5,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Prieur Est ","Prieur","avenue Larose ","Larose","rue J.-J.-Gagnier ","J.-J.-Gagnier",85.12,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0b9fad5a4a30019f9ab03","boulevard Saint-Michel ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Saint-Michel ","Saint-Michel","avenue Émile-Journault ","Émile-Journault","rue Legendre Est ","Legendre",273.62,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0b94790094c0019bc4bdc","avenue Beaconsfield ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","avenue Beaconsfield ","Beaconsfield","avenue Notre-Dame-de-Grâce ","Notre-Dame-de-Grâce","avenue de Monkland ","Monkland",399.57,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0bd5a6ea6a900198e5949","rue Evans ","0-3 mètres","Voie de stationnement obstruée",4,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Evans ","Evans","rue Clark ","Clark","ruelle Evans ","Evans",49.27,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0be386ea6a900198e59d8","rue Evans ","0-3 mètres","Voie de stationnement obstruée",4,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Evans ","Evans","rue Clark ","Clark","ruelle Evans ","Evans",49.27,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0c09890094c0019bc4e74","avenue Bloomfield ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Bloomfield ","Bloomfield","rue Saint-Roch ","Saint-Roch","avenue Ball ","Ball",262.27,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0c19c6ea6a900198e5b40","rue Fabre ","0-3 mètres","Aucun impact / non applicable",0,"Barré","Barré","Aucun impact / non applicable","rue Fabre ","Fabre","rue Jean-Talon Est ","Jean-Talon","rue Everett ","Everett",319.91,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0c3956ea6a900198e5bed","rue Berri ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Berri ","Berri","rue Faillon Est ","Faillon","rue Villeray ","Villeray",232.16,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0c4fc6ea6a900198e5c71","avenue Beaconsfield ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Beaconsfield ","Beaconsfield","avenue Notre-Dame-de-Grâce ","Notre-Dame-de-Grâce","avenue de Monkland ","Monkland",399.57,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0cb3390094c0019bc52ac","avenue Champagneur ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Champagneur ","Champagneur","avenue Ogilvy ","Ogilvy","rue Saint-Roch ","Saint-Roch",320.79,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0cdef6ea6a900198e5fa0","avenue Bloomfield ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Bloomfield ","Bloomfield","avenue Ball ","Ball","rue Jarry Ouest ","Jarry",265.38,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0ce2190094c0019bc53b6","rue Notre-Dame Est ","0-3 mètres","Aucun impact / non applicable",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Notre-Dame Est ","Notre-Dame","rue Joffre ","Joffre","boulevard Pierre-Bernard ","Pierre-Bernard",186.86,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0cf556ea6a900198e6099","avenue des Pins Ouest ","3-6 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue des Pins Ouest ","Pins","avenue Cedar ","Cedar","avenue McGregor ","McGregor",137.16,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0cff590094c0019bc54d2","rue Des Ormeaux ","0-3 mètres","Voie de circulation obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Des Ormeaux ","Des Ormeaux","rue Notre-Dame Est ","Notre-Dame","rue Tellier ","Tellier",209.83,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0cff590094c0019bc54d2","rue Notre-Dame Est ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Notre-Dame Est ","Notre-Dame","rue Des Ormeaux ","Des Ormeaux","rue Mousseau ","Mousseau",89.85,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0d00290094c0019bc54e5","rue Wolfe ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Wolfe ","Wolfe","avenue Viger Est ","Viger","rue De La Gauchetière Est ","De La Gauchetière",104.32,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0d11790094c0019bc556b","rue Notre-Dame Est ","0-3 mètres","Aucun impact / non applicable",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Notre-Dame Est ","Notre-Dame","rue Pierre-Tétreault ","Pierre-Tétreault","rue Des Ormeaux ","Des Ormeaux",85.53,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d10e316ea6a900198e6533","rue Tolhurst ","0-3 mètres","Voie de stationnement obstruée",2,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Tolhurst ","Tolhurst","rue Dazé ","Dazé","boulevard Gouin Ouest ","Gouin",280.18,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1193590094c0019bc5fa4","rue Jeanne-Mance ","0-3 mètres","Voie de stationnement obstruée",2,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Jeanne-Mance ","Jeanne-Mance","rue Bernard Ouest ","Bernard","avenue Van Horne ","Van Horne",430.81,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d127b16ea6a900198e656d","ruelle des Fortifications ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","ruelle des Fortifications ","Fortifications","rue Jeanne-Mance ","Jeanne-Mance","rue Saint-Pierre ","Saint-Pierre",123.13,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1b0db6ea6a900198e6659","avenue Atwater ","9-12 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Atwater ","Atwater","avenue Atwater ","Atwater","boulevard René-Lévesque Ouest ","René-Lévesque",166.03,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1b19e90094c0019bc60ad","rue Sainte-Élisabeth ","3-6 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Sainte-Élisabeth ","Sainte-Élisabeth","rue Sainte-Catherine Est ","Sainte-Catherine","rue De Boisbriand ","De Boisbriand",73.38,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf32956b0df400191b265f","rue Fleury Est ","0-3 mètres","Voie de stationnement obstruée",8,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Fleury Est ","Fleury","avenue de London ","London","avenue des Récollets ","Récollets",71.37,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf32956b0df400191b265f","avenue des Récollets ","0-3 mètres","Voie de stationnement obstruée",42,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","avenue des Récollets ","Récollets","boulevard Industriel ","Industriel","rue Prieur Est ","Prieur",692.44,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1c6dc6ea6a900198e6a34","rue Mackay ","0-3 mètres","Voie de stationnement obstruée",10,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Mackay ","Mackay","boulevard René-Lévesque Ouest ","René-Lévesque","rue Sainte-Catherine Ouest ","Sainte-Catherine",249.76,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1c75f90094c0019bc6463","rue Villeneuve Est ","0-3 mètres","Voie de stationnement obstruée",1,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Villeneuve Est ","Villeneuve","avenue Coloniale ","Coloniale","rue De Bullion ","De Bullion",68.49,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1c79f90094c0019bc6482","rue de Coleraine ","0-3 mètres","Voie de stationnement obstruée",15,"Barré","Obstrué","Aucun impact / non applicable","rue de Coleraine ","Coleraine","rue d'Hibernia ","Hibernia","rue Charlevoix ","Charlevoix",272.01,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1cb47b2fe5c00190f2be7","rue Charon ","0-3 mètres","Voie de stationnement obstruée",3,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Charon ","Charon","rue de Paris ","Paris","rue de Coleraine ","Coleraine",73.38,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1cbdcc9600e0019f517b6","rue de la Montagne ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue de la Montagne ","Montagne","boulevard René-Lévesque Ouest ","René-Lévesque","rue Sainte-Catherine Ouest ","Sainte-Catherine",247.78,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1cc7eb2fe5c00190f2c54","rue Chatelain ","0-3 mètres","Voie de stationnement obstruée",10,"Barré","Obstrué","Aucun impact / non applicable","rue Chatelain ","Chatelain","rue de Bellechasse ","Bellechasse","rue Marie-Rose-Durocher ","Marie-Rose-Durocher",170.78,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d1cd54c9600e0019f517e7","rue University ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Barré","Aucun impact / non applicable","rue University ","University","avenue des Pins Ouest ","Pins","rue University ","University",238.06,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf384dd5a4a30019f97584","avenue Papineau ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Papineau ","Papineau","rue Jean-Talon Est ","Jean-Talon","rue Everett ","Everett",320.62,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf38766b0df400191b27bb","avenue Papineau ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Papineau ","Papineau","boulevard Crémazie Est ","Crémazie","rue Jacques-Casault ","Jacques-Casault",329.1,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf3cb8d5a4a30019f97713","place De Léry ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Aucun impact / non applicable","place De Léry ","De Léry","place De Léry ","De Léry","place De Léry ","De Léry",130.91,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf40b06b0df400191b2b61","rue Saint-Hubert ","0-3 mètres","Voie de circulation obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Hubert ","Saint-Hubert","rue du Rosaire ","Rosaire","rue Saint-Hubert ","Saint-Hubert",64.72,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf42dd6b0df400191b2bc2","rue William ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue William ","William","rue Young ","Young","rue Murray ","Murray",69.8,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf44d26b0df400191b2c67","avenue Papineau ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Papineau ","Papineau","avenue Papineau ","Papineau","avenue Charland ","Charland",609.21,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf7b43d5a4a30019f98a55","rue De Bullion ","3-6 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue De Bullion ","De Bullion","rue Sherbrooke Est ","Sherbrooke","rue Prince-Arthur Est ","Prince-Arthur",250.14,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf7b48d5a4a30019f98a59","rue de Louvain Est ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Barrée","rue de Louvain Est ","Louvain","10e avenue  ","10e","boulevard Saint-Michel ","Saint-Michel",74.33,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf7d016b0df400191b3e6d","rue Saint-Ambroise ","3-6 mètres","Voie de circulation obstruée",0,"Barré","Barré","Barrée","rue Saint-Ambroise ","Saint-Ambroise","rue du Square-Sir-George-Étienne-Cartier ","Square-Sir-George-Étienne-Cartier","rue De Courcelle ","De Courcelle",129.17,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cf7f46d5a4a30019f98bc2","rue du Square-Sir-George-Étienne-Cartier ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue du Square-Sir-George-Étienne-Cartier ","Square-Sir-George-Étienne-Cartier","rue du Square-Sir-George-Étienne-Cartier ","Square-Sir-George-Étienne-Cartier","rue Saint-Ambroise ","Saint-Ambroise",128.93,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66cfbf426b0df400191b4899","rue Saint-Gérard ","0-3 mètres","Voie de stationnement obstruée",3,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Gérard ","Saint-Gérard","rue De Pontbriand ","De Pontbriand","rue D'Ailleboust ","D'Ailleboust",69.73,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d066a3d5a4a30019f99161","avenue Lincoln ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Lincoln ","Lincoln","rue Chomedey ","Chomedey","rue Lambert-Closse ","Lambert-Closse",115.09,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0675ed5a4a30019f991a8","avenue Notre-Dame-de-Grâce ","3-6 mètres","Voie de stationnement obstruée",0,"Barré","Aucun impact / non applicable","Barrée","avenue Notre-Dame-de-Grâce ","Notre-Dame-de-Grâce","avenue Hingston ","Hingston","avenue Beaconsfield ","Beaconsfield",81.21,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0730a90094c0019bc37e1","rue Cartier ","0-3 mètres","Voie de stationnement obstruée",1,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Cartier ","Cartier","rue Saint-Germain ","Saint-Germain","rue Ouimet ","Ouimet",46.26,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d076a990094c0019bc38d6","13e avenue  ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","13e avenue  ","13e","boulevard Crémazie Est ","Crémazie","rue Jarry Est ","Jarry",236.09,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d084bf90094c0019bc3d0c","rue des Récollets ","0-3 mètres","Voie de circulation obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue des Récollets ","Récollets","rue Saint-Pierre ","Saint-Pierre","rue McGill ","McGill",158.98,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d0860ad5a4a30019f99960","rue Notre-Dame Ouest ","6-9 mètres","Rue barrée",20,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Notre-Dame Ouest ","Notre-Dame","rue De Courcelle ","De Courcelle","rue Saint-Rémi ","Saint-Rémi",292.08,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66d08667d5a4a30019f99972","rue des Récollets ","0-3 mètres","Voie de circulation obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue des Récollets ","Récollets","rue Saint-Pierre ","Saint-Pierre","rue McGill ","McGill",158.98,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d086cb90094c0019bc3da5","boulevard Décarie ","3-6 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Barrée","boulevard Décarie ","Décarie","avenue de Courtrai ","Courtrai","boulevard Décarie ","Décarie",27.13,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66d087f190094c0019bc3df0","avenue De Chateaubriand ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue De Chateaubriand ","De Chateaubriand","rue Leman ","Leman","rue de Liège Est ","Liège",181.34,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66d088fe90094c0019bc3e2a","rue Faillon Est ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Barré","Aucun impact / non applicable","rue Faillon Est ","Faillon","boulevard Saint-Laurent ","Saint-Laurent","rue Saint-Dominique ","Saint-Dominique",69.29,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
