TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0055",2122,"Aucune influence","Mod̩r̩e",29.9,22.8,21.7,26.2,29.8,31.2,21.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0056",767,"Aucune influence","Mod̩r̩e",26.8,24.3,25.9,29.5,35.3,34.6,33.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0057",376,"Aucune influence","Mod̩r̩e",25.9,25.1,26.2,29.9,35.5,35.8,36.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0058",366,"Aucune influence","Mod̩r̩e",25.9,25.3,26.5,30.2,35.8,35.8,37.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0064",291,"Aucune influence","Limit̩e",27.1,22.6,21.6,27,31.8,30.5,28.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0077",1100,"Aucune influence","Mod̩r̩e",30.9,24.4,21.4,29.1,29.3,32.1,19.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0081",894,"Aucune influence","Mod̩r̩e",31.4,23.8,20.1,28.9,28.3,30.8,20,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0082",681,"Aucune influence","Mod̩r̩e",29.1,28.4,25.6,35.5,36.8,39.9,33.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0084",472,"Aucune influence","Mod̩r̩e",27.9,32.4,30.8,38.4,42.4,45.1,38.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0092",2380,"Aucune influence","Mod̩r̩e",37.6,18.5,15.1,18.5,17.4,18.7,-1.3,"Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0093",773,"Aucune influence","Mod̩r̩e",35.3,21.2,17.1,22.3,23,23.1,3.2,"Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Absence de consensus"
"ABI0094",339,"Aucune influence","Mod̩r̩e",34.9,24.5,20.6,24.7,25.4,27.5,4.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Absence de consensus"
"ABI0102",1606,"Aucune influence","Mod̩r̩e",38.9,17.4,13.8,16.4,13.6,16.1,-3.9,"Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",39.9,17.1,13.3,15.3,12.1,15.5,-5.8,"Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",39.6,17.7,13.6,15.1,12.6,16.3,-5.1,"Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0108",959,"Aucune influence","Mod̩r̩e",40.8,16.5,12,13.5,11.4,15,-5.6,"Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0110",668,"Aucune influence","Mod̩r̩e",39.4,16,11.9,14,12.3,15.2,-4.7,"Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0112",551,"Aucune influence","Limit̩e",36.8,18.8,14.1,18.3,17.5,18.6,2.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",34.7,15.9,11.8,14,14.9,15.6,-3.1,"Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",33.7,17.6,15.1,19.3,19.8,20.5,5.5,"Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",32.6,20.5,18.5,23.1,23.1,25.2,8.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Absence de consensus"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",34.8,21.2,18.3,23.6,23,22.7,4.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Absence de consensus"
"ABI0121",546,"Aucune influence","Limit̩e",27.1,25.3,25.9,31.3,33.6,33.3,25.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0126",500,"Aucune influence","Limit̩e",43.5,19,14.1,16.3,13.6,15.5,-7.9,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0129",425,"Aucune influence","Mod̩r̩e",30.2,22.9,20.7,26.8,28.7,30.3,18.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0131",267,"Aucune influence","Mod̩r̩e",34.5,18.6,15.3,18.6,20.6,21.4,6.5,"Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0135",361,"Aucune influence","Limit̩e",38.6,9.3,7.6,7.1,7.1,8.4,-14,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Diminution probable"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",25.6,24.6,25.8,30.8,35.7,34.9,28.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",25.1,26.4,26.6,31.3,36.6,37.4,28.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0142",873,"Aucune influence","Mod̩r̩e",30.2,20,18.9,22.8,24.9,26.7,11.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0144",817,"Aucune influence","Limit̩e",29.4,21.2,21.9,25.4,27.8,28.5,15.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0146",628,"Aucune influence","Limit̩e",28.6,23.1,23.4,29.3,29.2,32,20.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0149",8246,"Aucune influence","Mod̩r̩e",24.3,26.9,28.5,33.4,38.8,39.1,29.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0151",7950,"Aucune influence","Mod̩r̩e",24.2,26.6,28.2,33.5,38.3,37.9,29.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0153",7800,"Aucune influence","Mod̩r̩e",24.1,26.6,28,33.5,37.9,37.6,29.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0155",7653,"Aucune influence","Mod̩r̩e",24.1,26.4,27.7,33.3,37.9,37.2,29.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0156",7211,"Aucune influence","Mod̩r̩e",23.9,26.1,27.4,32.7,38,36.5,30.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0160",7038,"Aucune influence","Mod̩r̩e",23.8,25.9,27.1,32.3,37.6,36.1,30.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0162",6971,"Aucune influence","Mod̩r̩e",23.8,25.8,27,32.1,37.4,35.9,30.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0163",6899,"Aucune influence","Mod̩r̩e",23.7,25.7,26.9,32,37.3,35.8,30.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0164",431,"Aucune influence","Limit̩e",28.5,30.8,30.9,35.3,38.3,41.2,25.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0167",6446,"Aucune influence","Mod̩r̩e",23.3,25.4,26.3,31.5,36.6,35.2,30.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0168",1015,"Aucune influence","Mod̩r̩e",20.1,36.4,40.7,50.6,57.5,51.7,57.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0170",912,"Aucune influence","Mod̩r̩e",19.4,37.2,41.4,52.7,59.8,55.2,59.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0172",830,"Aucune influence","Mod̩r̩e",19.1,37.8,41.7,53.6,61.4,58.4,63,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0174",676,"Aucune influence","Mod̩r̩e",18.2,40.3,43.8,57.2,64.8,67,72.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0175",485,"Aucune influence","Mod̩r̩e",16.1,41.8,48.1,60.8,72.9,71,83.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0180",5400,"Aucune influence","Mod̩r̩e",23.2,23.1,24.1,28.9,33.3,31.6,27.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0182",5169,"Aucune influence","Mod̩r̩e",22.8,23.1,23.8,28.6,33,31.4,28.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0184",4916,"Aucune influence","Mod̩r̩e",22.4,22.6,23.3,28.8,32.9,30.9,29.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0185",4750,"Aucune influence","Mod̩r̩e",22.1,22.7,23.6,29.2,33.5,30.9,30.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0186",4135,"Aucune influence","Mod̩r̩e",19.6,26,27.1,34.8,41.3,39,44.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0187",4084,"Aucune influence","Mod̩r̩e",19.3,26.6,28,35.6,43,39.9,46.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0188",3843,"Aucune influence","Mod̩r̩e",21.2,23.4,24,30.1,35.9,33.1,37.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0189",332,"Aucune influence","Limit̩e",40.5,14.5,11.3,16.3,12.5,16.2,-6.5,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0192",3183,"Aucune influence","Mod̩r̩e",23.5,29.4,31.7,37.9,47.8,44,60.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0193",3182,"Aucune influence","Mod̩r̩e",23.5,29.4,31.7,37.9,47.8,44,61,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0194",3149,"Aucune influence","Mod̩r̩e",24.2,29.1,31.5,38.2,47.3,43.5,59.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0195",3054,"Aucune influence","Mod̩r̩e",23.2,32.5,35.6,43.3,53.5,49.2,69.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0197",2936,"Aucune influence","Mod̩r̩e",26.8,30.3,32.7,39.3,49.8,44.4,59.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",26.7,24.6,24.4,31,35.6,31.3,25.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",25.4,24,25.6,32.2,36.7,32.2,28.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",33.5,24.7,21.7,28.6,30.6,25,12.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",32.8,24.4,21.9,29.1,31.1,25.4,15.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",32.8,24.5,22,29.5,31.3,25.5,15.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",39.3,14.3,11.7,20.1,12.7,16.2,-6.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0208",429,"Aucune influence","Mod̩r̩e",37.2,17,14.4,19.9,15.6,17.9,-1.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0209",357,"Aucune influence","Mod̩r̩e",35.7,17.7,16.5,20.4,18.8,19.4,1.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Absence de consensus"
"ABI0220",304,"Aucune influence","Limit̩e",37.2,19.6,15.3,23,21.2,20.3,3.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Absence de consensus"
"ABI0223",918,"Aucune influence","Mod̩r̩e",14.9,29.7,33.8,39.4,52.3,49,72.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0225",779,"Aucune influence","Mod̩r̩e",21,26,30.4,38.1,44,40.4,46.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0226",251,"Aucune influence","Mod̩r̩e",23.1,24.4,24.1,34.8,36.1,31.7,33.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0229",508,"Aucune influence","Limit̩e",18.8,30.8,36,45.4,53.5,47,61.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0241",458,"Aucune influence","Mod̩r̩e",47,9.8,7.6,7.7,4.2,4.9,-20,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0242",311,"Aucune influence","Mod̩r̩e",44.5,11.7,8.4,9.9,7.3,8,-15.2,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Diminution probable"
"ABI0252",441,"Aucune influence","Limit̩e",24.1,32.9,35.3,40.9,45.4,47.4,44,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0258",22064,"Aucune influence","Mod̩r̩e",19.5,30.9,37.6,41.7,53.3,50.2,62.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0260",21762,"Aucune influence","Mod̩r̩e",19.4,30.9,37.9,42.2,53.7,50.5,62.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
