ï»¿OBJECTID,MUNICIPALITE,NORTE,CLSFNCTION,CARACTRTE,ODONYME,ANCIEN_ODONYME,DIRECTION,INTVIRGA,INTVIRDR,VITESSE,LONGUEUR,CAMIONNAGE,GESTIONNAIRE,SHAPE.STLength() 
1080,86042,,Locale municipale,<Null>,Chemin TrÃ©moy,Chemin TrÃ©moy ,0,0,0,40,152.74456572,Ville_interdite,Ville,152.731552647889
1081,86042,,Non MTQ,<Null>,Chemin des Ãglantiers,Chemin des Ãglantiers ,0,0,0,30,173.15405403,,Prive,173.14095173223
1082,86042,,Locale municipale,<Null>,Rue Boucher,Rue Boucher ,0,0,0,40,88.58066026,Ville_interdite,Ville,88.5806602554982
1083,86042,,Locale municipale,<Null>,Chemin de la Baie-Verte,Rue de la Baie-Verte ,0,0,0,70,461.79800258,Ville_interdite,Ville,461.784626492725
1084,86042,391,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,0,0,0,50,108.33442333,Ville_permise,Ville,108.333150515685
1085,86042,,Collectrice municipale,<Null>,Rang Valmont,Rang Valmont ,0,0,0,70,3495.51994391,Ville_interdite,Ville,3495.50411835938
1086,86042,,Collectrice (MTQ),<Null>,Route d'Aiguebelle,Chemin Chabot ,0,0,0,50,87.20101143,MTQ_restreinte,Transports_Qc,87.200081529399
1087,86042,101,Nationale,<Null>,Rue Saguenay,Rue Saguenay ,0,0,0,70,75.64087572,MTQ_transit,Transports_Qc,75.6408757237117
1088,86042,101,Nationale,<Null>,Boulevard Rideau,Boulevard Ãvain Ouest,0,0,0,50,125.4785801,MTQ_transit,Transports_Qc,125.477719239887
1089,86042,,Locale municipale,<Null>,Rue HÃ©lÃ¨ne,Rue HÃ©lÃ¨ne ,0,0,0,40,83.57355251,Ville_interdite,Ville,83.5735525085538
1090,86042,,Acces ressources,,Chemin de la ForÃªt-d'Enseignement,Sans nom,0,0,0,30,3418.65499204,,Prive,3418.43807007
1091,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,90,1946.36413732,MTQ_interdite,Transports_Qc,1946.34207326731
1092,86042,,Locale municipale,<Null>,Avenue Fortin,Avenue Fortin ,0,2,0,40,76.64317444,Ville_interdite,Ville,76.6431744399982
1093,86042,,Locale municipale,<Null>,Rue Cotnoir,Rue Cotnoir ,0,0,0,40,317.25655868,Ville_interdite,Ville,317.25655867832
1094,86042,,Locale municipale,<Null>,Rang du Versant,Chemin du Versant ,0,0,0,70,14.28444437,Ville_interdite,Ville,14.284444367913
1095,86042,,Locale municipale,<Null>,Rue Monseigneur-RhÃ©aume Ouest,Rue Monseigneur-RhÃ©aume Ouest,1,0,0,40,96.38733508,Ville_interdite,Ville,96.3829892064863
1096,86042,,Locale municipale,<Null>,Avenue Dufault,Avenue Dufault ,0,0,0,40,87.26428488,Ville_interdite,Ville,87.2642848799553
1097,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,90,1201.07036996,MTQ_interdite,Transports_Qc,1201.06727870485
1098,86042,,Locale municipale,<Null>,Rue MontrÃ©al Ouest,Rue MontrÃ©al Ouest,0,0,0,40,190.03054111,Ville_interdite,Ville,190.030541113642
1099,86042,,Locale municipale,<Null>,Avenue Bouffard,Avenue Bouffard ,0,0,0,40,81.9590876,Ville_interdite,Ville,81.9590875959244
1100,86042,,Locale municipale,<Null>,Rang de Saint-Roch,Rangs 1 et 2 Ouest,0,0,0,40,138.31373874,Ville_interdite,Ville,138.313738742361
1101,86042,,Collectrice municipale,<Null>,Avenue Murdoch,Avenue Murdoch ,0,0,0,40,116.255703,Ville_interdite,Ville,116.249988245399
1102,86042,,Collectrice municipale,<Null>,Rang du Parc,Chemin du Parc ,0,0,0,70,567.17570532,Ville_interdite,Ville,567.175359795194
1103,86042,,Non MTQ,<Null>,Rang Inmet,Chemin des Mines ,0,0,0,70,897.31502571,MTQ_restreinte,Transports_Qc,897.297369089184
1104,86042,,Locale municipale,<Null>,Place Louise,Place Louise ,0,0,0,40,52.85967916,Ville_interdite,Ville,52.8596791626143
1105,86042,,Collectrice (MTQ),<Null>,Route d'Aiguebelle,Route Principale ,0,0,0,50,98.81080969,MTQ_restreinte,Transports_Qc,98.8071432375659
1106,86042,,Locale municipale,,Avenue Nault,,0,0,0,40,298.03510268,Ville_interdite,Ville,298.025419688829
1107,86042,,Collectrice municipale,<Null>,Avenue du Lac,Avenue du Lac ,2,1,0,50,91.69373998,Ville_interdite,Ville,91.6816824728609
1108,86042,,Locale municipale,<Null>,Rang du Vieux-Pont,Chemin du Vieux-Pont ,0,0,0,70,1319.58898336,Ville_interdite,Ville,1319.58644561219
1109,86042,,Locale municipale,<Null>,Place Suzanne,Place Suzanne ,1,0,0,40,74.35454263,Ville_interdite,Ville,74.3541835623928
1110,86042,,Collectrice (MTQ),<Null>,Route d'Aiguebelle,Rue Principale ,0,0,0,50,403.54905899,MTQ_interdite,Transports_Qc,403.542356601736
1111,86042,,Locale municipale,<Null>,Rue Saint-Sauveur,Rue St-Sauveur ,0,0,0,40,85.17528916,Ville_interdite,Ville,85.1634335336653
1112,86042,,Locale municipale,<Null>,Avenue Desrochers,Avenue Desrochers ,0,0,0,40,286.72877814,Ville_interdite,Ville,286.699889834387
1113,86042,,Artere municipale,<Null>,Rue Perreault Est,Rue Perreault Est,0,0,0,50,179.0438906,Ville_interdite,Ville,179.043890600545
1114,86042,,Locale municipale,<Null>,Rang Kekeko,Rang Kekeko ,0,0,0,70,807.7386827,Ville_interdite,Ville,807.734472017335
1115,86042,,Locale municipale,<Null>,Rue Pinder Ouest,Rue Pinder Ouest,1,0,0,40,191.95683137,Ville_interdite,Ville,191.949388590951
1116,86042,,Locale municipale,<Null>,Avenue des Coquelicots,1e Avenue ,0,0,0,40,73.94140264,Ville_interdite,Ville,73.9414026370206
1117,86042,,Locale municipale,<Null>,Rue Bourbeau,Rue Bourbeau ,0,0,0,40,141.93274596,Ville_interdite,Ville,141.926973987798
1118,86042,,Locale municipale,<Null>,Rang des Cormiers,Rang 5,0,0,0,70,2811.16057981,Ville_interdite,Ville,2811.15991273201
1119,86042,,Locale municipale,<Null>,16e Rue,16e Rue ,0,0,0,40,89.85317129,Ville_interdite,Ville,89.8531712923924
1120,86042,,Collectrice municipale,<Null>,Rue de Cadillac,Rue Principale ,0,0,0,40,16.73031809,Ville_interdite,Ville,16.7303180871898
1121,86042,,Non MTQ,<Null>,Chemin du Lac-Roger,Chemin du Lac-Roger ,0,0,0,70,24878.36747977,,Prive,24877.9263620325
1122,86042,,Locale municipale,<Null>,Chemin Houle,Rue Gagnon ,0,0,0,50,501.71676449,Ville_interdite,Ville,501.691174543166
1123,86042,,Collectrice municipale,<Null>,9e Rue,9e Rue ,0,0,0,50,31.11367642,Ville_interdite,Ville,31.1136764233994
1124,86042,,Locale municipale,<Null>,Rue GÃ©linas,Rue CÃ´tÃ© Est,0,0,0,30,221.36778144,Ville_interdite,Ville,221.367781437006
1125,86042,,Collectrice municipale,<Null>,Avenue Murdoch,Avenue Murdoch ,0,0,0,50,256.21355595,Ville_interdite,Ville,256.211525669439
1126,86042,,Locale municipale,<Null>,Avenue Saint-FranÃ§ois,Avenue St-FranÃ§ois ,0,0,0,40,173.35877682,Ville_interdite,Ville,173.358776818279
1127,86042,,Locale municipale,<Null>,Avenue Angers,Avenue Angers ,0,0,0,40,87.96620768,Ville_interdite,Ville,87.9580251793924
1128,86042,,Collectrice municipale,<Null>,Avenue LalibertÃ©,Avenue LalibertÃ© ,0,0,0,50,92.12343784,Ville_interdite,Ville,92.1234378388584
1129,86042,,Locale municipale,<Null>,Rang Proulx,Rangs 5 et 6 ,0,0,0,50,3078.65693252,Ville_interdite,Ville,3078.6423164312
1130,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,50,403.14481615,MTQ_interdite,Transports_Qc,403.144775108918
1131,86042,,Locale municipale,<Null>,Chemin de la Baie-Verte,Rue de la Baie-Verte ,0,0,0,70,54.01195629,Ville_interdite,Ville,54.0088947440458
1132,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,b,0,0,0,50,248.07195257,MTQ_interdite,Transports_Qc,248.071057423355
1133,86042,,Locale municipale,<Null>,Avenue Mercier,Avenue Mercier ,0,0,0,40,203.62641876,Ville_interdite,Ville,203.62641876068
1134,86042,,Collectrice (MTQ),<Null>,Avenue Granada,Avenue Granada ,0,0,0,50,94.25110364,MTQ_restreinte,Transports_Qc,94.2509629913104
1135,86042,,Locale municipale,<Null>,Rue Arseneault,Rue Arseneault ,0,0,0,40,111.22258624,Ville_interdite,Ville,111.215583294633
1136,86042,,Locale municipale,<Null>,Rue des Saules,Rue des Saules ,0,0,0,40,226.57515798,Ville_interdite,Ville,226.563351001427
1137,86042,,Locale municipale,<Null>,Chemin Rodrigue,Rue Rodrigue ,0,0,0,40,37.045313,Ville_interdite,Ville,37.0369887563891
1138,86042,,Locale municipale,<Null>,Place du Cinquantenaire,Place du Cinquantenaire ,0,0,0,40,70.31215805,Ville_interdite,Ville,70.3121580503685
1139,86042,,Locale municipale,<Null>,Avenue de la Fabrique,Avenue de la Fabrique ,0,0,0,40,383.40889859,Ville_interdite,Ville,383.408898592977
1140,86042,,Locale municipale,<Null>,Chemin JoannÃ¨s-Vaudray,Chemin JoannÃ¨s-Vaudray ,0,0,0,70,4926.64475168,Ville_interdite,Ville,4926.51161637372
1141,86042,101,Nationale,<Null>,Boulevard Rideau,Route 101 ,0,0,0,90,230.70570935,MTQ_transit,Transports_Qc,230.705216538607
1142,86042,101,Nationale,<Null>,Chemin Bradley,Chemin Bradley ,0,0,0,80,140.60573122,MTQ_transit,Transports_Qc,140.60495179399
1143,86042,,Locale municipale,<Null>,Rue Rioux,Rue Rioux ,0,0,0,40,120.10656945,Ville_interdite,Ville,120.106569447054
1144,86042,,Non MTQ,<Null>,Chemin de la Baie-Destor,Chemin de la Baie ,0,0,0,30,790.27804185,,Prive,790.183617467811
1145,86042,,Locale municipale,<Null>,10e Rue,10e Rue ,0,0,0,40,44.62695673,Ville_interdite,Ville,44.6269567262882
1146,86042,,Locale municipale,<Null>,Avenue Brousseau,Avenue Brousseau ,0,0,0,40,76.90983076,Ville_interdite,Ville,76.9098307642231
1147,86042,,Locale municipale,<Null>,Avenue Pierre-LariviÃ¨re,Avenue Pierre-LariviÃ¨re ,0,0,0,40,176.0474717,Ville_interdite,Ville,176.04747170431
1148,86042,,Collectrice municipale,<Null>,Avenue Dallaire,Avenue Dallaire ,1,2,0,50,24.03078441,Ville_interdite,Ville,24.0307844095177
1149,86042,,Locale municipale,,Avenue de l'AÃ©roport,Avenue de l'AÃ©roport,0,,,25,256.09623938,,Ville,256.078434354892
1150,86042,101,Locale municipale,,Rue Saguenay,Rue Saguenay ,0,0,0,40,92.94869389,Ville_interdite,Ville,92.9486938917379
1151,86042,,Locale municipale,<Null>,Avenue Lord,Avenue Lord ,0,0,0,40,977.45574853,Ville_permise,Ville,977.455748526202
1152,86042,,Collectrice municipale,<Null>,Rang Lavigne,Chemin Lavigne Ouest,0,0,0,70,1381.51286895,Ville_interdite,Ville,1381.49639560012
1153,86042,,Locale municipale,<Null>,Rue Veillette,Rue Veillette ,0,0,0,40,22.85138801,Ville_interdite,Ville,22.8513880106499
1154,86042,,Locale municipale,,Rue Alcide-Deault,Rue Alcide-Deault ,0,0,0,50,730.19594555,Ville_interdite,Prive,730.168007377258
1155,86042,,Collectrice (MTQ),<Null>,Route des Pionniers,Route des Pionniers ,0,0,0,50,469.80346549,MTQ_restreinte,Transports_Qc,469.794439790363
1156,86042,,Locale municipale,<Null>,Rue Notre-Dame,Rue Notre-Dame ,0,0,0,30,96.6498317,Ville_interdite,Ville,96.6498317000604
1157,86042,,Collectrice municipale,<Null>,Rang Rochon,Rangs 3 et 4 Est,0,0,0,70,715.7925685,Ville_interdite,Ville,715.792482515325
1158,86042,,Locale municipale,<Null>,Chemin LÃ©onard,Chemin de la Baie ,0,0,0,20,959.2611741,Ville_interdite,Ville,959.24108238161
1159,86042,,Locale municipale,<Null>,Rue Saint-Sauveur,Rue St-Sauveur ,0,0,0,40,79.4343616,Ville_interdite,Ville,79.4343615987439
1160,86042,,Locale municipale,<Null>,Rue Duvernay,Rue Duvernay ,0,0,0,40,27.15840615,Ville_interdite,Ville,27.1584061480051
1161,86042,,Acces ressources,<Null>,Rang du Rapide-Sept,Chemin Rapide-Sept ,0,0,0,70,9992.63294505,MTQ_restreinte,Transports_Qc,9992.47464471983
1162,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route 117 ,0,0,0,90,6314.51505887,MTQ_transit,Transports_Qc,6314.49705390918
1163,86042,,Collectrice municipale,<Null>,Rue de Cadillac,Rue Principale ,0,0,0,40,57.29510647,Ville_permise,Ville,57.2933654870325
1164,86042,,Locale municipale,<Null>,Rue Perreault Est,Rue Perreault Est,0,0,0,70,189.43332691,Ville_permise,Ville,189.433326905379
1165,86042,,Non MTQ,<Null>,Chemin AdÃ©odat,Chemin AdÃ©odat ,0,0,0,30,513.49045672,,Prive,513.436198970499
1166,86042,,Locale municipale,<Null>,Rue Beaumont,Chemin de la Montagne ,0,0,0,50,243.71887448,Ville_interdite,Ville,243.714074945136
1167,86042,,Locale municipale,<Null>,Avenue Carter,Avenue Carter ,0,0,0,40,101.15564709,Ville_interdite,Ville,101.155647094169
1168,86042,,Locale municipale,<Null>,Avenue Chadbourne,Avenue Chadbourne ,0,0,0,40,227.14108037,Ville_interdite,Ville,227.133955765892
1169,86042,117,Nationale,Bretelle,Route Osisko,,1,1,0,50,273.00501944,MTQ_transit,Transports_Qc,273.005019441321
1170,86042,101,Nationale,<Null>,Boulevard Rideau,Route 101 ,0,0,0,90,1966.06187594,MTQ_transit,Transports_Qc,1966.05534042329
1171,86042,,Locale municipale,<Null>,Rue Pharand,Rue Pharand ,0,0,0,40,150.05329086,Ville_interdite,Ville,150.043284180531
1172,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,0,0,0,50,330.63315658,Ville_interdite,Ville,330.619498762763
1173,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,81.17168236,Ville_interdite,Ville,81.1716823551785
1174,86042,,Collectrice (MTQ),<Null>,Avenue Granada,Avenue Granada ,0,0,0,30,54.71459106,MTQ_restreinte,Transports_Qc,54.7142806142833
1175,86042,,Locale municipale,<Null>,Chemin des Amis,Rue des Amis ,0,0,0,20,347.97534604,Ville_interdite,Ville,347.957470698614
1176,86042,,Collectrice municipale,<Null>,Rang des Cavaliers,Chemin Cadieux ,0,0,0,70,264.58904608,Ville_interdite,Ville,264.577715761034
1177,86042,,Locale municipale,<Null>,Place Dickey,Place Dickey ,2,0,0,40,60.37077786,Ville_interdite,Ville,60.3707778643334
1178,86042,,Locale municipale,<Null>,Avenue ChÃ©nier,Avenue ChÃ©nier ,1,0,0,40,77.34027792,Ville_interdite,Ville,77.323244371119
1179,86042,,Locale municipale,<Null>,Chemin des Sapins,Chemin des Sapins,0,0,0,50,386.25385074,Ville_interdite,Ville,386.229088237172
1180,86042,,Artere municipale,<Null>,Rue Perreault Est,Rue Perreault Est,0,0,0,50,238.79006628,Ville_interdite,Ville,238.79006628187
1181,86042,,Locale municipale,<Null>,Avenue Carter,Avenue Carter ,0,0,0,40,100.1739569,Ville_interdite,Ville,100.173956897639
1182,86042,,Locale municipale,<Null>,11e Rue,11e Rue ,0,0,0,40,64.57724903,Ville_interdite,Ville,64.5772490322817
1183,86042,,Locale municipale,<Null>,Rue Lambert,Rue Lambert ,0,0,0,40,96.39757562,Ville_interdite,Ville,96.396604253288
1184,86042,,Locale municipale,<Null>,Rue Gildor-Roy,Sans nom,0,0,0,40,87.09435934,Ville_interdite,Ville,87.0881101675353
1185,86042,,Locale municipale,<Null>,Rang de la Marina,Rangs 9 et 10 Est,0,0,0,70,3394.68978074,Ville_interdite,Ville,3394.64785916372
1186,86042,,Collectrice municipale,<Null>,MontÃ©e du Sourire,MontÃ©e du Sourire ,0,0,0,50,81.87579792,Ville_interdite,Ville,81.8757979216081
1187,86042,,Locale municipale,<Null>,Avenue du Portage,Avenue du Portage ,0,0,0,40,81.86786725,Ville_interdite,Ville,81.8678672506497
1188,86042,,Locale municipale,<Null>,Place Dickey,Place Dickey ,0,0,0,40,50.54424917,Ville_interdite,Ville,50.5442491748567
1189,86042,,Locale municipale,<Null>,7e Rue,7e Rue ,0,0,0,40,208.37201149,Ville_interdite,Ville,208.372011489451
1190,86042,,Collectrice municipale,<Null>,9e Rue,9e Rue ,0,0,0,50,42.6272581,Ville_interdite,Ville,42.6272580954957
1191,86042,,Locale municipale,<Null>,Rang du Berger,Rang du Berger ,0,0,0,70,3575.97103989,Ville_interdite,Ville,3575.95664129113
1192,86042,,Non MTQ,<Null>,Chemin du Lac-Ãvain,Rue du Lac-Ãvain ,0,0,0,30,248.50236907,,Prive,248.486940474204
1193,86042,,Locale municipale,<Null>,Rue CÃ´tÃ©,Rue CÃ´tÃ© ,0,0,0,40,84.31686042,Ville_interdite,Ville,84.3144419242559
1194,86042,,Locale municipale,<Null>,Avenue Thompson,Avenue Thompson ,0,0,0,40,37.1546483,Ville_interdite,Ville,37.1546482982951
1195,86042,,Non MTQ,<Null>,Rang Inmet,Chemin des Mines ,0,0,0,70,4933.40070269,,Prive,4933.2767634529
1196,86042,,Locale municipale,<Null>,Rue Duvernay,Rue Duvernay ,0,0,0,40,95.72284816,Ville_interdite,Ville,95.7157689068256
1197,86042,101,Nationale,<Null>,Rue Saguenay,Rue Saguenay ,0,0,0,70,99.35277176,MTQ_transit,Transports_Qc,99.3527717645592
1198,86042,,Collectrice municipale,<Null>,Avenue Lafontaine,Avenue Lafontaine ,0,0,0,40,239.29216559,Ville_interdite,Ville,239.291254417862
1199,86042,,Locale municipale,<Null>,Chemin TrÃ©moy,Chemin TrÃ©moy ,0,0,0,40,123.13308272,Ville_interdite,Ville,123.111604462327
1200,86042,,Collectrice municipale,<Null>,Rue Dumont Est,Rue Dumont Est,0,0,0,40,62.52802681,Ville_permise,Ville,62.5280268132619
1201,86042,,Locale municipale,<Null>,Chemin TrÃ©moy,Chemin TrÃ©moy ,0,0,0,30,201.81271049,Ville_interdite,Ville,201.797145614748
1202,86042,,Locale municipale,<Null>,Avenue LalibertÃ©,Avenue LalibertÃ© ,0,0,0,40,89.23084489,Ville_interdite,Ville,89.2308448863396
1203,86042,,Locale municipale,<Null>,Chemin TrÃ©moy,Chemin TrÃ©moy ,0,0,0,40,181.80753636,Ville_interdite,Ville,181.807536356555
1204,86042,,Non MTQ,<Null>,Chemin Duquette,Chemin Duquette ,0,0,0,30,120.06527421,,Prive,120.065274209505
1205,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Route 391 ,0,0,0,50,86.08131598,MTQ_interdite,Transports_Qc,86.0813159773943
1206,86042,,Locale municipale,<Null>,12e Rue,12e Rue ,0,0,0,40,134.18763292,Ville_interdite,Ville,134.187632919617
1207,86042,,Collectrice municipale,<Null>,Rue Perreault Est,Rue Perreault Est,0,0,0,40,204.23171693,Ville_interdite,Ville,204.231716934466
1208,86042,,Locale municipale,<Null>,Chemin Bouchard,Rue Bouchard ,0,0,0,20,720.24051575,Ville_interdite,Ville,720.160701668214
1209,86042,,Collectrice municipale,<Null>,Rang des Cavaliers,Chemin Cadieux ,0,0,0,70,778.68185387,Ville_interdite,Ville,778.681853866856
1210,86042,,Collectrice municipale,<Null>,Avenue Lafontaine,Avenue Lafontaine ,0,0,0,40,386.46734571,Ville_interdite,Ville,386.467345707138
1211,86042,,Locale municipale,<Null>,Rang des Quinze,Rang des Quinze ,0,0,0,70,665.83076102,Ville_interdite,Ville,665.824480173148
1212,86042,,Collectrice municipale,<Null>,Rang Saint-Onge,Rangs 9 et 10 ,0,0,0,70,1488.2610258,Ville_interdite,Ville,1488.24812759838
1213,86042,,Non MTQ,<Null>,Chemin Duchesneault,Chemin DesgagnÃ©s ,0,0,0,15,157.53601393,,Prive,157.494520772729
1214,86042,,Locale municipale,<Null>,Rue Papineau,Rue Papineau ,0,0,0,40,84.69940556,Ville_interdite,Ville,84.6907177883306
1215,86042,,Locale municipale,<Null>,Avenue Richard,Avenue Richard ,0,0,0,40,91.98565678,Ville_interdite,Ville,91.985656777402
1216,86042,,Locale municipale,<Null>,Rue Joliet,Rue Joliet ,0,0,0,40,212.72929309,Ville_interdite,Ville,212.729293090443
1217,86042,,Locale municipale,<Null>,Rue Taschereau Est,Rue Taschereau Est,0,0,0,40,356.1271601,Ville_interdite,Ville,356.127160102526
1218,86042,,Locale municipale,<Null>,Avenue Fortin,Avenue Fortin ,0,0,0,30,43.5969438,Ville_interdite,Ville,43.5969437980462
1219,86042,,Locale municipale,<Null>,Rang du Quai,Rangs 1 et 2 Est,0,0,0,70,56.59823409,Ville_interdite,Ville,56.5982340877346
1220,86042,,Locale municipale,<Null>,Rang LafreniÃ¨re,Chemin LafreniÃ¨re ,0,0,0,70,2397.49943985,Ville_interdite,Ville,2397.44107882022
1221,86042,,Locale municipale,<Null>,Chemin Bousquet,Chemin Bousquet ,0,0,0,70,2086.62511026,Ville_interdite,Ville,2086.46699241367
1222,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,0,0,0,50,74.6388725,Ville_permise,Ville,74.6381328309781
1223,86042,,Locale municipale,<Null>,Avenue de l'Hydro,Avenue de l'Hydro ,0,0,0,40,124.64032519,Ville_interdite,Ville,124.640325187678
1224,86042,,Locale municipale,<Null>,Rue Monseigneur-RhÃ©aume Est,Rue Monseigneur-RhÃ©aume Est,0,0,0,30,177.46049468,Ville_interdite,Ville,177.460494683437
1225,86042,,Non MTQ,,Chemin des Malards,Chemin du Lac-Bellot ,0,0,0,30,3252.43842475,,Prive,3252.29867616729
1226,86042,,Locale municipale,<Null>,Avenue Murdoch,Avenue Murdoch ,0,0,0,40,78.23101841,Ville_interdite,Ville,78.2227917027697
1227,86042,,Locale municipale,<Null>,Chemin de l'Aventure,Chemin des CÃ¨dres ,0,0,0,30,413.87615594,Ville_interdite,Ville,413.850115913745
1228,86042,,Artere municipale,<Null>,Boulevard Rideau,Boulevard Rideau ,1,0,0,50,54.57674605,Ville_permise,Ville,54.5702429409595
1229,86042,,Non MTQ,<Null>,Chemin des ChÃªnes,Rue des ChÃªnes ,0,0,0,30,81.92203406,,Prive,81.9114186765182
1230,86042,,Non MTQ,<Null>,Rang de l'Exploration,Chemin de la Faune ,0,0,0,70,2551.72054774,MTQ_restreinte,Transports_Qc,2551.72054773518
1231,86042,,Artere municipale,<Null>,Rue Perreault Est,Rue Perreault Est,0,0,0,50,47.49321805,Ville_interdite,Ville,47.4932180510018
1232,86042,,Locale municipale,<Null>,Avenue Carter,Avenue Carter ,0,0,0,40,104.82757896,Ville_interdite,Ville,104.827578960642
1233,86042,,Locale municipale,<Null>,Chemin du Lac-Rouyn,Rue Perreault Est,0,0,0,70,2668.46357258,Ville_interdite,Ville,2668.31779256015
1234,86042,,Locale municipale,<Null>,Rang de la Traverse,Chemin Larose ,0,0,0,70,713.20326457,Ville_interdite,Ville,713.196683299228
1235,86042,,Locale municipale,<Null>,Rue LavallÃ©e,Rue LavallÃ©e ,0,0,0,40,122.7263577,Ville_interdite,Ville,122.726357697766
1236,86042,,Locale municipale,<Null>,Rue des Pinsons,Rue des Ãrables ,0,0,0,40,70.45988459,Ville_interdite,Ville,70.4598845875678
1237,86042,,Non MTQ,<Null>,Chemin des ChÃªnes,Rue des ChÃªnes ,0,0,0,30,85.6498143,,Prive,85.6493081473263
1238,86042,,Locale municipale,<Null>,Rang de la SabliÃ¨re,Rang de la SabliÃ¨re ,0,0,0,70,393.79550407,Ville_interdite,Ville,393.766226367639
1239,86042,,Artere municipale,<Null>,Rue Gamble Est,Rue Gamble Est,0,0,0,50,130.2867025,Ville_interdite,Ville,130.286702497607
1240,86042,,Non MTQ,<Null>,Chemin Don-Rouyn,Chemin Don-Rouyn ,0,0,0,50,2212.31302409,,Prive,2212.19895150066
1241,86042,,Locale municipale,,Rang des Framboisiers,Chemin Hull ,0,0,0,40,320.93328192,Ville_interdite,Ville,320.915583787094
1242,86042,,Locale municipale,<Null>,6e Rue,6e Rue ,0,0,0,40,161.26323814,Ville_interdite,Ville,161.263238137465
1243,86042,,Locale municipale,<Null>,Rue de la Mine,Rue de la Mine ,0,0,0,20,55.51518618,Ville_interdite,Ville,55.5096234601842
1244,86042,,Locale municipale,<Null>,13e Rue,13e Rue ,0,0,0,40,209.8977151,Ville_interdite,Ville,209.897715102309
1245,86042,,Locale municipale,<Null>,Rue Yvette-Leblanc,Rue CÃ´tÃ© Ouest,0,0,0,40,140.26896159,Ville_interdite,Ville,140.255003004386
1246,86042,,Acces ressources,<Null>,Rang Jason,Chemin Jason ,0,0,0,80,387.54487849,MTQ_restreinte,Transports_Qc,387.537415530234
1247,86042,,Locale municipale,<Null>,Chemin des Colibris,Chemin de la Baie ,0,0,0,30,210.82061787,Ville_interdite,Ville,210.795566188428
1248,86042,,Locale municipale,<Null>,Chemin des MÃ©lÃ¨zes,Chemin des Bouleaux ,0,0,0,40,1319.09027142,Ville_interdite,Ville,1319.01396723911
1249,86042,,Collectrice municipale,<Null>,Rue Marie-Victorin,Rue Marie-Victorin ,0,0,0,50,226.41509044,Ville_interdite,Ville,226.409931430604
1250,86042,,Locale municipale,<Null>,Rue Cardinal-BÃ©gin Est,Rue Cardinal-BÃ©gin Est,0,0,0,40,225.45517816,Ville_interdite,Ville,225.45517815622
1251,86042,,Locale municipale,<Null>,Rue Pinder Ouest,Rue Pinder Ouest,2,0,0,40,126.88292374,Ville_interdite,Ville,126.876107770638
1252,86042,,Locale municipale,<Null>,Avenue Guertin,Avenue Guertin ,0,0,0,40,177.54643985,Ville_interdite,Ville,177.537550212775
1253,86042,391,Artere municipale,<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,50,139.49938319,Ville_permise,Ville,139.497803326966
1254,86042,,Collectrice municipale,<Null>,Rang du Village,Chemin du Village ,0,0,0,70,998.675369,Ville_interdite,Ville,998.620444757476
1255,86042,,Collectrice municipale,<Null>,Rang des Ponts,Chemin Ãmile-Boutin ,0,0,0,70,1616.04756414,Ville_interdite,Ville,1616.05286314439
1256,86042,,Collectrice municipale,<Null>,Rang des Ponts,Chemin Ãmile-Boutin ,0,0,0,70,5926.82816156,Ville_interdite,Ville,5926.7577082269
1257,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,17.57702409,Ville_interdite,Ville,17.5770240944052
1258,86042,,Locale municipale,Bretelle,Avenue Lord,Avenue Lord,2,2,0,40,55.93309586,Ville_interdite,Ville,55.9191210880045
1259,86042,,Locale municipale,<Null>,Avenue Provencher,Avenue Provencher Nord,0,0,0,40,155.03024358,Ville_permise,Ville,155.027784084189
1260,86042,101,Nationale,<Null>,Boulevard Rideau,Route 101 ,0,0,0,90,1376.92374659,MTQ_transit,Transports_Qc,1376.91462783382
1261,86042,,Locale municipale,<Null>,Rue des Oblats Est,Rue des Oblats Est,0,0,0,40,167.32117345,Ville_interdite,Ville,167.321173445204
1262,86042,,Non MTQ,<Null>,Chemin King of the North,Chemin King of the north ,0,0,0,50,1071.94907949,,Prive,1071.8879872557
1263,86042,,Locale municipale,<Null>,Rue Pinder Est,Rue Pinder Est,0,0,0,40,8.33434827,Ville_interdite,Ville,8.33434826800647
