titre,url_fiche,description,date_debut,date_fin,type_evenement,public_cible,emplacement,inscription,cout,arrondissement,titre_adresse,adresse_principale,adresse_secondaire,code_postal,lat,long,X,Y
"Danses traditionnelles africaines et étirements - L'été en cavale","https://montreal.ca/evenements/danses-traditionnelles-africaines-et-etirements-lete-en-cavale-71510","Dansez au rythme des danses traditionnelles africaines.","2024-08-26","2024-08-26","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Club de codage","https://montreal.ca/evenements/club-de-codage-71711","Venez explorer l'univers du codage avec Scratch et d'autres outils de codage similaires à la Fabricathèque du Sud-Ouest.","2024-07-21","2024-07-21","Atelier et cours","Enfants","À l'extérieur","Sur inscription","Gratuit","Le Sud-Ouest","nan","nan","nan","nan",45.472462234683,-73.589229830649,297823.3,5036952.3
"Club de codage","https://montreal.ca/evenements/club-de-codage-71712","Venez explorer l'univers du codage avec Scratch et d'autres outils de codage similaires à la Fabricathèque du Sud-Ouest.","2024-08-04","2024-08-04","Atelier et cours","Enfants","À l'extérieur","Sur inscription","Gratuit","Le Sud-Ouest","nan","nan","nan","nan",45.472462234683,-73.589229830649,297823.3,5036952.3
"Club de codage","https://montreal.ca/evenements/club-de-codage-71713","Venez explorer l'univers du codage avec Scratch et d'autres outils de codage similaires à la Fabricathèque du Sud-Ouest.","2024-08-18","2024-08-18","Atelier et cours","Enfants","À l'extérieur","Sur inscription","Gratuit","Le Sud-Ouest","nan","nan","nan","nan",45.472462234683,-73.589229830649,297823.3,5036952.3
"Ateliers créatifs","https://montreal.ca/evenements/ateliers-creatifs-71786","ateliers créatifs","2024-07-24","2024-07-24","Atelier et cours","Famille","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.520562,-73.559723,300134.3,5042295.5
"Ateliers créatifs","https://montreal.ca/evenements/ateliers-creatifs-71787","ateliers créatifs","2024-07-31","2024-07-31","Atelier et cours","Famille","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.520562,-73.559723,300134.3,5042295.5
"Ateliers créatifs","https://montreal.ca/evenements/ateliers-creatifs-71788","ateliers créatifs","2024-08-07","2024-08-07","Atelier et cours","Famille","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.520562,-73.559723,300134.3,5042295.5
"Ateliers créatifs","https://montreal.ca/evenements/ateliers-creatifs-71789","ateliers créatifs","2024-08-14","2024-08-14","Atelier et cours","Famille","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.520562,-73.559723,300134.3,5042295.5
"Ateliers créatifs","https://montreal.ca/evenements/ateliers-creatifs-71790","ateliers créatifs","2024-08-21","2024-08-21","Atelier et cours","Famille","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.520562,-73.559723,300134.3,5042295.5
"Ateliers créatifs","https://montreal.ca/evenements/ateliers-creatifs-71791","ateliers créatifs","2024-08-28","2024-08-28","Atelier et cours","Famille","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.520562,-73.559723,300134.3,5042295.5
"Danse extatique","https://montreal.ca/evenements/danse-extatique-71795","Activité gratuite de danse extatique au parc Raymond-Blain.","2024-07-23","2024-07-23","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.521283,-73.558331,300243.1,5042375.5
"Danse extatique","https://montreal.ca/evenements/danse-extatique-71796","Activité gratuite de danse extatique au parc Raymond-Blain.","2024-07-30","2024-07-30","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.521283,-73.558331,300243.1,5042375.5
"Danse extatique","https://montreal.ca/evenements/danse-extatique-71797","Activité gratuite de danse extatique au parc Raymond-Blain.","2024-08-06","2024-08-06","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.521283,-73.558331,300243.1,5042375.5
"Danse extatique","https://montreal.ca/evenements/danse-extatique-71798","Activité gratuite de danse extatique au parc Raymond-Blain.","2024-08-13","2024-08-13","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.521283,-73.558331,300243.1,5042375.5
"Danse extatique","https://montreal.ca/evenements/danse-extatique-71799","Activité gratuite de danse extatique au parc Raymond-Blain.","2024-08-20","2024-08-20","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.521283,-73.558331,300243.1,5042375.5
"Danse extatique","https://montreal.ca/evenements/danse-extatique-71800","Activité gratuite de danse extatique au parc Raymond-Blain.","2024-08-27","2024-08-27","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.521283,-73.558331,300243.1,5042375.5
"Danse africaine","https://montreal.ca/evenements/danse-africaine-71820","Cours gratuit de danse africaine au parc Jos-Montferrand.","2024-07-24","2024-07-24","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Danse africaine","https://montreal.ca/evenements/danse-africaine-71821","Cours gratuit de danse africaine au parc Jos-Montferrand.","2024-07-31","2024-07-31","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Danse africaine","https://montreal.ca/evenements/danse-africaine-71822","Cours gratuit de danse africaine au parc Jos-Montferrand.","2024-08-07","2024-08-07","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Danse africaine","https://montreal.ca/evenements/danse-africaine-71823","Cours gratuit de danse africaine au parc Jos-Montferrand.","2024-08-14","2024-08-14","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Danse africaine","https://montreal.ca/evenements/danse-africaine-71824","Cours gratuit de danse africaine au parc Jos-Montferrand.","2024-08-21","2024-08-21","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Danse africaine","https://montreal.ca/evenements/danse-africaine-71825","Cours gratuit de danse africaine au parc Jos-Montferrand.","2024-08-28","2024-08-28","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Éveil musical","https://montreal.ca/evenements/eveil-musical-71830","Activité gratuite d'éveil musical au parc Jos-Montferrand.","2024-07-23","2024-07-23","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Éveil musical","https://montreal.ca/evenements/eveil-musical-71831","Activité gratuite d'éveil musical au parc Jos-Montferrand.","2024-07-30","2024-07-30","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Éveil musical","https://montreal.ca/evenements/eveil-musical-71832","Activité gratuite d'éveil musical au parc Jos-Montferrand.","2024-08-06","2024-08-06","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Éveil musical","https://montreal.ca/evenements/eveil-musical-71833","Activité gratuite d'éveil musical au parc Jos-Montferrand.","2024-08-13","2024-08-13","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Éveil musical","https://montreal.ca/evenements/eveil-musical-71834","Activité gratuite d'éveil musical au parc Jos-Montferrand.","2024-08-20","2024-08-20","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.530643363605,-73.54602098465,301205.4,5043415.1
"Cyclovia sportive - voie Camillien-Houde","https://montreal.ca/evenements/cyclovia-sportive-voie-camillien-houde-71964","Tous les dimanches, du 16 juin au 8 septembre, de 7 h 30 à 12 h, la voie Camillien-Houde sera réservée aux cyclistes  et aux piéton(ne)s.","2024-07-21","2024-07-21","Mise en forme","Adultes","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","Voie Camillien-Houde","H3H 1A1","None","H3H1A1",45.51475793503869,-73.59056544480433,297724.1,5041652.7
"Cyclovia sportive - voie Camillien-Houde","https://montreal.ca/evenements/cyclovia-sportive-voie-camillien-houde-71965","Tous les dimanches, du 16 juin au 8 septembre, de 7 h 30 à 12 h, la voie Camillien-Houde sera réservée aux cyclistes  et aux piéton(ne)s.","2024-07-28","2024-07-28","Mise en forme","Adultes","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","Voie Camillien-Houde","H3H 1A1","None","H3H1A1",45.51475793503869,-73.59056544480433,297724.1,5041652.7
"Cyclovia sportive - voie Camillien-Houde","https://montreal.ca/evenements/cyclovia-sportive-voie-camillien-houde-71966","Tous les dimanches, du 16 juin au 8 septembre, de 7 h 30 à 12 h, la voie Camillien-Houde sera réservée aux cyclistes  et aux piéton(ne)s.","2024-08-04","2024-08-04","Mise en forme","Adultes","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","Voie Camillien-Houde","H3H 1A1","None","H3H1A1",45.51475793503869,-73.59056544480433,297724.1,5041652.7
"Cyclovia sportive - voie Camillien-Houde","https://montreal.ca/evenements/cyclovia-sportive-voie-camillien-houde-71967","Tous les dimanches, du 16 juin au 8 septembre, de 7 h 30 à 12 h, la voie Camillien-Houde sera réservée aux cyclistes  et aux piéton(ne)s.","2024-08-11","2024-08-11","Mise en forme","Adultes","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","Voie Camillien-Houde","H3H 1A1","None","H3H1A1",45.51475793503869,-73.59056544480433,297724.1,5041652.7
"Cyclovia sportive - voie Camillien-Houde","https://montreal.ca/evenements/cyclovia-sportive-voie-camillien-houde-71968","Tous les dimanches, du 16 juin au 8 septembre, de 7 h 30 à 12 h, la voie Camillien-Houde sera réservée aux cyclistes  et aux piéton(ne)s.","2024-08-18","2024-08-18","Mise en forme","Adultes","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","Voie Camillien-Houde","H3H 1A1","None","H3H1A1",45.51475793503869,-73.59056544480433,297724.1,5041652.7
"Cyclovia sportive - voie Camillien-Houde","https://montreal.ca/evenements/cyclovia-sportive-voie-camillien-houde-71970","Tous les dimanches, du 16 juin au 8 septembre, de 7 h 30 à 12 h, la voie Camillien-Houde sera réservée aux cyclistes  et aux piéton(ne)s.","2024-08-25","2024-08-25","Mise en forme","Adultes","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","Voie Camillien-Houde","H3H 1A1","None","H3H1A1",45.51475793503869,-73.59056544480433,297724.1,5041652.7
"Cyclovia sportive - voie Camillien-Houde","https://montreal.ca/evenements/cyclovia-sportive-voie-camillien-houde-71972","Tous les dimanches, du 16 juin au 8 septembre, de 7 h 30 à 12 h, la voie Camillien-Houde sera réservée aux cyclistes  et aux piéton(ne)s.","2024-09-01","2024-09-01","Mise en forme","Adultes","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","Voie Camillien-Houde","H3H 1A1","None","H3H1A1",45.51475793503869,-73.59056544480433,297724.1,5041652.7
"Cyclovia sportive - voie Camillien-Houde","https://montreal.ca/evenements/cyclovia-sportive-voie-camillien-houde-71973","Tous les dimanches, du 16 juin au 8 septembre, de 7 h 30 à 12 h, la voie Camillien-Houde sera réservée aux cyclistes  et aux piéton(ne)s.","2024-09-08","2024-09-08","Mise en forme","Adultes","En salle","Entrée libre","Gratuit","Ville-Marie","Voie Camillien-Houde","H3H 1A1","None","H3H1A1",45.51475793503869,-73.59056544480433,297724.1,5041652.7
"Ateliers découvertes : teinture végétale, tissage et broderie","https://montreal.ca/evenements/ateliers-decouvertes-teinture-vegetale-tissage-et-broderie-72431","Activité pour les enfants de 7 à 12 ans.","2024-07-31","2024-07-31","Atelier et cours","Enfants","En salle","Entrée libre","Gratuit","Rosemont–La Petite-Patrie","nan","nan","nan","nan",45.552473471864,-73.568583872396,299445.1,5045842.4
"Ateliers découvertes : teinture végétale, tissage et broderie","https://montreal.ca/evenements/ateliers-decouvertes-teinture-vegetale-tissage-et-broderie-72432","Activité pour les enfants de 7 à 12 ans.","2024-08-07","2024-08-07","Atelier et cours","Enfants","En salle","Entrée libre","Gratuit","Rosemont–La Petite-Patrie","nan","nan","nan","nan",45.552473471864,-73.568583872396,299445.1,5045842.4
"Kayak libre","https://montreal.ca/evenements/kayak-libre-72574","Kayak libre au parc de Beauséjour","2024-07-31","2024-07-31","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.526926809719,-73.730221875614,286816.7,5043026.8
"Kayak libre","https://montreal.ca/evenements/kayak-libre-72576","Kayak libre au parc de Beauséjour","2024-08-07","2024-08-07","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.526926809719,-73.730221875614,286816.7,5043026.8
"Kayak libre","https://montreal.ca/evenements/kayak-libre-72577","Kayak libre au parc de Beauséjour","2024-08-14","2024-08-14","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.526926809719,-73.730221875614,286816.7,5043026.8
"Zumba tonus sur chaise","https://montreal.ca/evenements/zumba-tonus-sur-chaise-72915","Zumba tonus sur chaise Ahuntsic-Cartierville","2024-07-24","2024-07-24","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","Villa Raimbault","12430, avenue de la Miséricorde","None","H4J2G2",45.534642,-73.720492,287579.1,5043882.1
"Zumba tonus sur chaise","https://montreal.ca/evenements/zumba-tonus-sur-chaise-72916","Zumba tonus sur chaise Ahuntsic-Cartierville","2024-07-31","2024-07-31","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","Villa Raimbault","12430, avenue de la Miséricorde","None","H4J2G2",45.534642,-73.720492,287579.1,5043882.1
"Zumba tonus sur chaise","https://montreal.ca/evenements/zumba-tonus-sur-chaise-72917","Zumba tonus sur chaise Ahuntsic-Cartierville","2024-08-07","2024-08-07","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","Villa Raimbault","12430, avenue de la Miséricorde","None","H4J2G2",45.534642,-73.720492,287579.1,5043882.1
"Zumba tonus sur chaise","https://montreal.ca/evenements/zumba-tonus-sur-chaise-72918","Zumba tonus sur chaise Ahuntsic-Cartierville","2024-08-14","2024-08-14","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","Villa Raimbault","12430, avenue de la Miséricorde","None","H4J2G2",45.534642,-73.720492,287579.1,5043882.1
"Zumba tonus sur chaise","https://montreal.ca/evenements/zumba-tonus-sur-chaise-72919","Zumba tonus sur chaise Ahuntsic-Cartierville","2024-08-21","2024-08-21","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","Villa Raimbault","12430, avenue de la Miséricorde","None","H4J2G2",45.534642,-73.720492,287579.1,5043882.1
"Mise en forme","https://montreal.ca/evenements/mise-en-forme-72938","Mise en forme Ahuntsic-Cartierville","2024-07-18","2024-07-18","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.529561,-73.717326,287824.8,5043316.8
"Mise en forme","https://montreal.ca/evenements/mise-en-forme-72941","Mise en forme Ahuntsic-Cartierville","2024-07-25","2024-07-25","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.529561,-73.717326,287824.8,5043316.8
"Mise en forme","https://montreal.ca/evenements/mise-en-forme-72942","Mise en forme Ahuntsic-Cartierville","2024-08-01","2024-08-01","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.529561,-73.717326,287824.8,5043316.8
"Mise en forme","https://montreal.ca/evenements/mise-en-forme-72944","Mise en forme Ahuntsic-Cartierville","2024-08-08","2024-08-08","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.529561,-73.717326,287824.8,5043316.8
"Mise en forme","https://montreal.ca/evenements/mise-en-forme-72946","Mise en forme Ahuntsic-Cartierville","2024-08-15","2024-08-15","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.529561,-73.717326,287824.8,5043316.8
"Mise en forme","https://montreal.ca/evenements/mise-en-forme-72947","Mise en forme Ahuntsic-Cartierville","2024-08-22","2024-08-22","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.529561,-73.717326,287824.8,5043316.8
"Zumba","https://montreal.ca/evenements/zumba-72960","Zumba Ahuntsic-Cartierville","2024-08-16","2024-08-16","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.528431920912,-73.707616416437,288582.9,5043189.3
"Yoga sur chaise pour les personnes aînées","https://montreal.ca/evenements/yoga-sur-chaise-pour-les-personnes-ainees-73003","Yoga sur chaise pour les personnes ainées à l'espace culturel de la caserne 26, situé au 3e étage du 2151 avenue du Mont-Royal","2024-07-18","2024-07-18","Mise en forme","Personnes aînées","À l'extérieur","Sur inscription","Gratuit","Le Plateau-Mont-Royal","nan","nan","nan","nan",45.536062028121,-73.571931123734,299182.2,5044018.8
"Explor’insectes : relevez le défi!","https://montreal.ca/evenements/explorinsectes-relevez-le-defi-73200","Venez observer et en apprendre sur les insectes de chez nous à Ludothèque du parc Frédéric-Back, dans l'arrondissement Villeray–Saint-Michel–Parc-Extension.","2024-08-04","2024-08-04","Atelier et cours","Pour tous","À l'extérieur","Sur inscription","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.558774,-73.615142,295811,5046546.7
"Dessine avec tes oreilles - Audiotopie","https://montreal.ca/evenements/dessine-avec-tes-oreilles-audiotopie-73698","Aventures sonores avec Audiotopie, série d'activités pour les enfants de 7 à 12 ans.","2024-07-30","2024-07-30","Atelier et cours","Enfants","À l'extérieur","Entrée libre","Gratuit","Rosemont–La Petite-Patrie","nan","nan","nan","nan",45.553426794776,-73.591607809067,297647.6,5045950.1
"Dessine avec tes oreilles - Audiotopie","https://montreal.ca/evenements/dessine-avec-tes-oreilles-audiotopie-73699","Aventures sonores avec Audiotopie, série d'activités pour les enfants de 7 à 12 ans.","2024-08-06","2024-08-06","Atelier et cours","Enfants","À l'extérieur","Entrée libre","Gratuit","Rosemont–La Petite-Patrie","nan","nan","nan","nan",45.553426794776,-73.591607809067,297647.6,5045950.1
"Atelier d'initiation au tam-tam","https://montreal.ca/evenements/atelier-dinitiation-au-tam-tam-73782","Venez vous initier au tam-tam, le 21 juillet, 18 juillet et 22 août, à la Place de la Gare-Jean-Talon, à Montréal. C'est gratuit!","2024-07-18","2024-07-18","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.530187319894395,-73.62298710333012,295193.7,5043370.8
"Atelier d'initiation au tam-tam","https://montreal.ca/evenements/atelier-dinitiation-au-tam-tam-73783","Venez vous initier au tam-tam, le 21 juillet, 18 juillet et 22 août, à la Place de la Gare-Jean-Talon, à Montréal. C'est gratuit!","2024-08-22","2024-08-22","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.530187319894395,-73.62298710333012,295193.7,5043370.8
"Sieste musicale au parc - Sérénité Sonore","https://montreal.ca/evenements/sieste-musicale-au-parc-serenite-sonore-69008","Profitez d'un moment de relaxation au son de la harpe cet été dans les parcs de Ville-Marie.","2024-07-30","2024-07-30","Musique","Famille","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.489629,-73.582172,298377.1,5038859.4
"Kayak libre","https://montreal.ca/evenements/kayak-libre-72573","Kayak libre au parc de Beauséjour","2024-07-24","2024-07-24","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ahuntsic-Cartierville","nan","nan","nan","nan",45.526926809719,-73.730221875614,286816.7,5043026.8
"Atelier d'initiation au tam-tam","https://montreal.ca/evenements/atelier-dinitiation-au-tam-tam-73781","Venez vous initier au tam-tam, le 21 juillet, 18 juillet et 22 août, à la Place de la Gare-Jean-Talon, à Montréal. C'est gratuit!","2024-07-21","2024-07-21","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.530187319894395,-73.62298710333012,295193.7,5043370.8
"Ateliers créatifs","https://montreal.ca/evenements/ateliers-creatifs-74754","Atelier de photographie gratuit pour petits et grands, inspiré de l'exposition Gosse Village de Marisa Portolese.","2024-08-10","2024-08-10","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.457710041642,-73.595584157413,297324.5,5035313.4
"Nos couleurs autochtones - Wapikoni","https://montreal.ca/evenements/nos-couleurs-autochtones-wapikoni-74772","Venez assister à la projection de courts-métrages autochtones présentés par Wapikoni dans le cadre de la Journée internationale des Peuples Autochtones !","2024-08-09","2024-08-09","Film","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.540377423526,-73.611850252253,296065.1,5044501.9
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-69998","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-08-26","2024-08-26","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Côte-des-Neiges–Notre-Dame-de-Grâce","nan","nan","nan","nan",45.473034988064,-73.613880872726,295895.9,5037018.3
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-69999","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-08-26","2024-08-26","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Côte-des-Neiges–Notre-Dame-de-Grâce","nan","nan","nan","nan",45.473503800628,-73.641576435409,293730.6,5037073.9
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70002","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-09-18","2024-09-18","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Lachine","nan","nan","nan","nan",45.435743511846,-73.688263893127,290070.4,5032885.1
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70003","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-08-24","2024-08-24","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.436778673558,-73.613333702087,295933,5032989.1
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70004","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-08-24","2024-08-24","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.434058043595,-73.596218269311,297271.7,5032685
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70101","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-08-31","2024-08-31","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Le Sud-Ouest","nan","nan","nan","nan",45.475660748771,-73.582370418516,298360,5037307.1
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70102","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-08-31","2024-08-31","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Le Sud-Ouest","nan","nan","nan","nan",45.487104810683,-73.579109919241,298616.1,5038578.7
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70104","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-08-31","2024-08-31","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Le Sud-Ouest","nan","nan","nan","nan",45.490457159879,-73.559882170265,300119.4,5038949.9
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70105","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-08-24","2024-08-24","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Le Sud-Ouest","nan","nan","nan","nan",45.477620868506,-73.551626473276,300763.8,5037523
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70107","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-09-14","2024-09-14","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Mercier–Hochelaga-Maisonneuve","nan","nan","nan","nan",45.589297423844,-73.561285179101,300018.1,5049934.2
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70108","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-09-06","2024-09-06","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Mercier–Hochelaga-Maisonneuve","nan","nan","nan","nan",45.595904079397,-73.52806870266,302610.2,5050667
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70110","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-09-06","2024-09-06","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Mercier–Hochelaga-Maisonneuve","nan","nan","nan","nan",45.594113954325,-73.519774474196,303257.2,5050467.9
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70169","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-09-07","2024-09-07","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Rivière-des-Prairies–Pointe-aux-Trembles","nan","nan","nan","nan",45.647396537036514,-73.49165245539216,305450.7,5056389.1
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70188","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-09-09","2024-09-09","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.46642038093,-73.560914446229,300036.7,5036278.8
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70200","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-09-18","2024-09-18","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.493314612985,-73.568107512328,299476.8,5039268
