ï»¿Annee,No_MRC,Nombre_d_exploitants_declarants,Nom_MRC,Region_Administrative,Superficie_agricole_en_2015_,Charge_P2O5_produite_par_les_animaux,Charge_P2O5_importee_par_ententes_d_epandage_,Charge_P2O5_des_engrais,Charge_P2O5_des_MRF,Charge_P2O5_detruite,Charge_P2O5_traitee_en_produits_utiles,Charge_P2O5_exportee_par_ententes_d_epandage,Nombre_hectares_totaux_declares,Saturation_des_sols_en_P,Charge_P2O5_disponible_epandage,Nombre_de_lieux_d_elevage,Nombre_de_lieux_d_epandage,Superficie_classe_saturation_1,Superficie_classe_saturation_2,Superficie_classe_saturation_3,Superficie_classe_saturation_4,Longitude,Latitude,Charge_P2O5_de_dejections_animales_disponibles
2017,680,354,Les Jardins-de-Napierville,16,585,442804.7,221780.5,1379696.7,155511.1,0.0,3290.0,244352.1,43466.6,8.98,44.3,163,203,23474.3,8498.7,5074.6,4951.8,-73.52393213600,45.17546860600,416943.0
2018,680,339,Les Jardins-de-Napierville,16,585,463360.2,264938.4,1382498.0,47857.7,0.0,3290.0,265021.6,44157.0,8.78,42.8,163,198,25407.8,7714.1,2971.9,8063.5,-73.52393213600,45.17546860600,459987.0
2012,690,378,Le Haut-Saint-Laurent,16,668,947850.2,307431.9,1126762.1,64523.5,0.0,406.5,280159.4,43670.8,6.89,49.6,348,75,29782.1,7636.2,4739.6,1493.4,-74.08979515870,45.09288379060,974716.0
2013,690,387,Le Haut-Saint-Laurent,16,668,1008034.2,283731.6,1143752.1,127010.5,0.0,0.0,272373.0,44891.6,6.98,50.3,351,79,30110.0,8176.6,5167.8,1430.2,-74.08979515870,45.09288379060,1019393.0
2014,690,378,Le Haut-Saint-Laurent,16,668,959566.3,338725.4,1027553.0,120089.2,0.0,0.0,266019.4,43966.1,7.08,48.2,340,78,29271.9,7681.6,5747.6,1249.2,-74.08979515870,45.09288379060,1032272.0
2015,690,376,Le Haut-Saint-Laurent,16,668,964406.4,310605.6,1103164.7,191643.2,0.0,0.0,273493.0,44521.1,6.75,49.3,337,76,30690.8,7814.4,4925.3,1056.5,-74.08979515870,45.09288379060,1001519.0
2016,690,369,Le Haut-Saint-Laurent,16,668,923858.4,363624.3,1171322.6,141865.1,0.0,0.0,263088.2,45340.7,6.52,49.5,327,75,32521.9,7200.1,4395.7,1223.0,-74.08979515870,45.09288379060,1024394.0
2017,690,367,Le Haut-Saint-Laurent,16,668,940447.0,426943.8,1181089.9,127995.6,0.0,0.0,238960.0,46117.5,6.47,51.0,325,76,33353.4,7067.6,4552.0,1144.5,-74.08979515900,45.09288379100,1128431.0
2018,690,363,Le Haut-Saint-Laurent,16,668,1005265.7,423438.3,1200942.0,127556.7,0.0,0.0,318076.5,45328.5,6.10,53.8,326,73,34378.3,6978.8,1695.7,2275.6,-74.08979515900,45.09288379100,1110627.0
2012,700,259,Beauharnois-Salaberry,16,367,471788.1,165944.0,1037247.5,44767.5,0.0,175025.0,113906.6,30739.6,5.90,46.3,202,71,23883.9,4233.9,1637.1,984.6,-73.93257744150,45.23241033580,348800.0
2013,700,265,Beauharnois-Salaberry,16,367,509964.0,220590.2,993192.5,32036.7,0.0,178445.0,156744.5,32008.5,5.74,43.6,203,77,25238.7,4186.5,1958.6,581.7,-73.93257744150,45.23241033580,395365.0
2014,700,263,Beauharnois-Salaberry,16,367,469356.3,197500.6,1033813.1,33783.7,0.0,175025.0,150205.3,31827.1,5.78,43.5,200,77,25069.9,4047.4,2141.4,568.4,-73.93257744150,45.23241033580,341627.0
2015,700,259,Beauharnois-Salaberry,16,367,483251.7,191939.8,1001667.6,120762.6,0.0,175025.0,154658.9,31173.6,5.82,45.8,198,74,24470.4,3886.8,2192.3,581.2,-73.93257744150,45.23241033580,345508.0
2016,700,255,Beauharnois-Salaberry,16,367,503236.9,206588.6,952556.5,97627.3,0.0,175025.0,156923.0,30171.1,5.49,45.7,196,72,24503.3,3722.3,1450.8,494.7,-73.93257744150,45.23241033580,377878.0
2017,700,255,Beauharnois-Salaberry,16,367,507889.9,206842.3,946281.5,53285.2,0.0,175925.0,156006.0,30657.9,5.55,43.1,191,76,24980.0,3313.1,1821.7,543.0,-73.93257744200,45.23241033600,382801.0
2018,700,244,Beauharnois-Salaberry,16,367,538851.3,214075.6,966376.0,40228.8,0.0,175025.0,151160.7,30375.9,5.20,47.2,190,74,25629.0,3275.6,778.1,693.3,-73.93257744200,45.23241033600,426741.0
2012,710,282,Vaudreuil-Soulanges,16,540,456212.2,451553.5,1138395.0,100644.5,0.0,0.0,241011.6,40173.6,6.26,47.4,167,124,29678.5,6082.0,3693.6,719.5,-74.26660230930,45.35613649370,666754.0
2013,710,286,Vaudreuil-Soulanges,16,540,458093.7,507066.6,999652.4,92487.4,0.0,0.0,278803.8,39490.7,6.34,45.0,173,123,28736.7,6265.7,3919.1,563.5,-74.26660230930,45.35613649370,686356.0
2014,710,286,Vaudreuil-Soulanges,16,540,460023.4,557485.8,1030830.8,133628.6,0.0,0.0,251232.9,41028.4,6.28,46.7,172,124,30245.2,6116.6,4019.6,647.0,-74.26660230930,45.35613649370,766276.0
2015,710,282,Vaudreuil-Soulanges,16,540,474571.7,500569.9,1022149.9,223538.4,0.0,0.0,264509.5,40528.3,6.12,47.7,172,119,30506.7,5800.2,3639.0,582.4,-74.26660230930,45.35613649370,710632.0
2016,710,281,Vaudreuil-Soulanges,16,540,578202.1,577759.8,1031591.9,156510.5,0.0,0.0,456027.4,41415.1,5.97,44.0,176,115,31689.5,5865.3,3193.1,667.3,-74.26660230930,45.35613649370,699934.0
2017,710,282,Vaudreuil-Soulanges,16,540,514941.1,497497.9,1052095.7,157148.5,0.0,0.0,334302.0,42112.3,6.41,43.5,170,118,30968.1,5607.6,4860.0,676.7,-74.26660230900,45.35613649400,678137.0
2018,710,285,Vaudreuil-Soulanges,16,540,591280.2,696320.5,971273.9,138255.6,0.0,0.0,569830.0,43782.4,6.80,41.7,178,120,32112.3,5568.6,1331.9,4769.6,-74.26660230900,45.35613649400,717771.0
2012,320,344,L'Ãrable,17,540,1292666.1,504426.5,324113.5,154505.2,0.0,0.0,458868.0,29265.7,5.48,61.8,344,45,23769.4,3601.8,1532.6,361.9,-71.69582726060,46.23567768980,1338225.0
2013,320,347,L'Ãrable,17,540,1289626.8,544909.9,300557.0,143508.8,0.0,0.0,461894.5,29815.3,5.51,59.9,359,43,23860.3,4221.9,1272.4,426.6,-71.69582726060,46.23567768980,1372642.0
2014,320,342,L'Ãrable,17,540,1307867.9,557130.6,341778.0,117372.2,0.0,176.7,476633.8,29704.4,5.64,60.2,357,42,23471.9,4303.0,1402.7,526.8,-71.69582726060,46.23567768980,1388188.0
2015,320,330,L'Ãrable,17,540,1312644.6,576585.0,341580.0,121220.8,0.0,3247.6,483013.2,29254.4,5.51,60.0,341,42,23676.4,3797.7,1080.6,699.7,-71.69582726060,46.23567768980,1402969.0
2016,320,323,L'Ãrable,17,540,1339199.5,617641.7,358638.6,72006.6,0.0,0.0,533202.2,29551.5,5.27,59.3,331,44,24711.1,3342.9,829.9,667.6,-71.69582726060,46.23567768980,1423639.0
2017,320,322,L'Ãrable,17,540,1362145.8,603957.6,362399.8,71933.8,0.0,0.0,530712.1,29863.9,5.32,58.7,325,44,24846.0,3329.9,1118.0,570.1,-71.69582726100,46.23567769000,1435391.0
2018,320,319,L'Ãrable,17,540,1410574.6,605102.7,375751.6,104781.8,0.0,0.0,582799.9,29377.5,5.24,65.1,325,50,24961.9,2756.1,787.7,871.8,-71.69582726100,46.23567769000,1432877.0
2012,380,292,BÃ©cancour,17,515,1045209.2,632317.6,524366.6,90978.2,0.0,0.0,549587.4,31978.9,5.17,54.4,304,27,27351.7,2876.2,1016.0,735.0,-72.23221313290,46.36531772780,1127939.0
2013,380,297,BÃ©cancour,17,515,1030251.4,714413.5,597043.2,97576.3,0.0,0.0,617641.5,33330.3,5.21,54.0,310,29,27979.1,3457.8,1339.2,441.7,-72.23221313290,46.36531772780,1127023.0
2014,380,296,BÃ©cancour,17,515,992731.5,662186.0,591532.0,69959.2,0.0,985.8,583445.6,33060.2,5.12,51.6,311,29,27977.7,3230.4,994.6,578.7,-72.23221313290,46.36531772780,1070486.0
2015,380,294,BÃ©cancour,17,515,1003835.6,686678.5,652921.7,151212.0,0.0,0.0,586895.2,34462.9,5.49,54.0,297,32,28571.2,3284.6,1638.5,968.7,-72.23221313290,46.36531772780,1103619.0
2016,380,286,BÃ©cancour,17,515,991262.2,688409.7,715186.7,126542.2,0.0,0.0,589062.7,34332.7,5.14,54.8,283,33,29277.0,3382.7,987.8,685.2,-72.23221313290,46.36531772780,1090609.0
2017,380,279,BÃ©cancour,17,515,983711.0,713607.8,702343.0,146213.0,0.0,0.0,612995.1,34365.7,5.38,54.5,278,33,28730.9,3279.0,1614.9,740.9,-72.23221313300,46.36531772800,1084324.0
2018,380,273,BÃ©cancour,17,515,1043650.5,770680.6,671768.9,115007.4,0.0,231.0,681387.5,35278.8,5.55,54.4,285,36,29306.3,3358.4,771.4,1842.6,-72.23221313300,46.36531772800,1132713.0
2012,390,511,Arthabaska,17,882,2362668.0,965117.3,742356.6,93100.1,0.0,34563.4,893599.6,56033.3,5.85,57.3,561,50,43221.6,8589.3,2921.6,1295.4,-71.99259015580,46.00542946930,2399622.0
2013,390,529,Arthabaska,17,882,2358688.6,954691.3,797664.9,168517.3,1562.0,30868.9,898819.3,56870.8,5.82,57.6,588,51,44001.9,8428.7,3519.9,912.3,-71.99259015580,46.00542946930,2382130.0
2014,390,517,Arthabaska,17,882,2431381.3,954123.4,729020.4,197108.6,0.0,21727.0,931332.1,57413.7,5.87,55.5,575,50,44030.5,8812.3,3193.8,1226.2,-71.99259015580,46.00542946930,2432446.0
2015,390,515,Arthabaska,17,882,2445362.5,1028969.5,792808.4,161373.3,0.0,28112.9,950944.3,56752.4,5.67,56.3,569,52,44414.6,8848.8,2400.2,1059.3,-71.99259015580,46.00542946930,2495275.0
2016,390,523,Arthabaska,17,882,2484686.6,1113394.1,838446.5,105223.0,0.0,27172.2,1028125.9,57850.3,5.57,55.3,575,51,45637.5,9129.6,1995.5,1047.9,-71.99259015580,46.00542946930,2542783.0
2017,390,508,Arthabaska,17,882,2506656.0,1131108.5,789636.2,191951.7,0.0,36299.0,1035958.1,57545.3,5.70,56.3,557,49,45053.7,8697.0,2655.8,1136.9,-71.99259015600,46.00542946900,2565507.0
2018,390,486,Arthabaska,17,882,2572308.9,1315357.4,814668.6,192794.9,0.0,30233.0,1115748.9,59634.5,5.82,62.9,555,50,46409.7,9011.2,1985.7,2228.0,-71.99259015600,46.00542946900,2741684.0
2012,490,579,Drummond,17,852,2221656.5,1210584.1,878533.2,143505.4,0.0,57979.8,1421055.5,53810.3,7.41,55.0,592,83,34313.2,10512.8,5290.2,3503.6,-72.50121251280,45.86470131480,1953205.0
2013,490,582,Drummond,17,852,2243581.4,1310619.7,861530.6,121607.9,0.0,85713.9,1448395.1,53526.9,7.30,55.4,606,80,34267.7,10927.3,4841.5,3287.1,-72.50121251280,45.86470131480,2020092.0
2014,490,570,Drummond,17,852,2282978.4,1353353.8,923618.3,86562.8,8092.0,152478.5,1421001.0,54718.2,7.30,54.8,591,75,35034.2,11057.3,5838.2,2707.4,-72.50121251280,45.86470131480,2054761.0
2015,490,560,Drummond,17,852,2427109.9,1474005.5,844567.1,96984.7,7140.0,224378.4,1572175.1,53638.6,7.25,54.5,580,73,34752.7,10780.4,4915.0,3162.1,-72.50121251280,45.86470131480,2097422.0
2016,490,551,Drummond,17,852,2455739.8,1479313.1,887259.3,111355.3,0.0,305065.3,1517170.7,53997.6,7.04,55.3,586,66,35928.3,10481.0,4333.1,3099.6,-72.50121251280,45.86470131480,2112817.0
2017,490,550,Drummond,17,852,2500924.7,1438864.1,903808.9,143161.1,0.0,335192.5,1526353.5,53663.8,6.99,55.6,590,63,36376.8,9686.3,4741.7,2827.9,-72.50121251300,45.86470131500,2078243.0
2018,490,522,Drummond,17,852,2574075.0,1461435.5,877605.4,119069.5,0.0,390403.7,1550093.4,53905.7,6.87,57.4,594,61,37056.6,10077.1,3118.4,3653.1,-72.50121251300,45.86470131500,2095013.0
2012,500,451,Nicolet-Yamaska,17,697,1623427.9,887148.4,1340473.6,89353.9,0.0,37947.2,747381.8,58938.1,6.73,53.4,449,59,40225.7,11864.1,4130.9,2549.2,-72.54208225270,46.12476444420,1725247.0
2013,500,446,Nicolet-Yamaska,17,697,1621281.2,990038.5,1339635.2,104404.7,0.0,34431.7,791824.3,58740.2,6.53,54.2,443,64,41336.8,11254.0,3207.8,2790.3,-72.54208225270,46.12476444420,1785064.0
2014,500,442,Nicolet-Yamaska,17,697,1684701.4,1083270.7,1240889.8,78199.3,0.0,70087.4,906719.5,59371.3,6.64,51.2,442,63,41544.8,11212.3,3500.3,3100.3,-72.54208225270,46.12476444420,1791165.0
2015,500,434,Nicolet-Yamaska,17,697,1661408.2,1099203.5,1339595.8,19514.1,0.0,40947.1,914580.5,59197.5,6.54,51.7,443,56,42437.6,10079.8,3527.5,3152.6,-72.54208225270,46.12476444420,1805084.0
2016,500,423,Nicolet-Yamaska,17,697,1645205.5,973667.9,1392210.2,51359.3,0.0,75445.1,853156.9,57513.0,6.31,52.4,430,58,42174.8,9612.0,3298.8,2427.4,-72.54208225270,46.12476444420,1690271.0
2017,500,418,Nicolet-Yamaska,17,697,1730899.6,1178061.1,1367848.7,43285.1,0.0,80720.2,959784.6,58907.4,6.28,53.6,423,58,43176.4,9940.8,3764.9,1994.7,-72.54208225300,46.12476444400,1868456.0
2018,500,395,Nicolet-Yamaska,17,697,1760112.3,1178617.0,1406975.2,44492.4,0.0,86670.2,991433.3,58796.0,6.23,56.3,417,55,43607.5,9727.6,2696.8,2764.1,-72.54208225300,46.12476444400,1860626.0
