Identifiant_unique;Nom_ministere_organisme;Nombre_sites;Nom_site;Adresse;Description_localisation;Longitude;Latitude;Probabilite_contamination;Activite_site;Eaux_souterraines_contaminants;Eaux_surface_contaminants;Sols_contaminants;Sediments_contaminants;Cote_classification_risques_exp;Cote_planif_intervention_exp;Etat_caract;Etat_rehab;Etat_post_rehab;Etat_avancement_global;Niveau_avancement;Annee_rehabilitation;Couts_encourus_caract;Couts_encourus_rehab;Couts_encourus_post_rehab;Couts_encourus_total_cumul;URL 
0600-2007-222;Ministère des Ressources naturelles et des Forêts;1;Site minier West Malartic;-;Le site est situé à environ 9,0 km au nord-ouest de l'intersection entre la Route 117 et et le chemin du Lac Mourier dans la municipalité de Malartic.;-78,23063;48,18033;Certaine;Terrain/bâtiment vacant;"Métaux et métalloïdes; Autres composés inorganiques";"Métaux et métalloïdes; Dioxines et furanes";Respect des critères;"Métaux et métalloïdes; Paramètres intégrateurs (HP C10 - C50)";Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 628,00  $ ; -    $ ; -    $ ; 168 608,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-223;Ministère des Ressources naturelles et des Forêts;1;Site minier Reed-Bélanger;-;Le site est situé à environ 2,8 km au nord-est de l'intersection entre la Route 112 et du chemin de la Mine dans la municipalité de Saint-Joseph-de-Coleraine.;-71,34322;46,01045;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 114,00  $ ; -    $ ; -    $ ; 35 264,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-225;Ministère des Ressources naturelles et des Forêts;1;Site minier Delbridge;-;Le site est situé à environ 800 m au nord-est de l'intersection entre le chemin du Golf et la rue Perreault Est dans la ville de Rouyn-Noranda.;-78,96411;48,26585;Certaine;Terrain/bâtiment vacant;Non appréhendée;"Métaux et métalloïdes; Dioxines et furanes";"Métaux et métalloïdes; Paramètres intégrateurs (HP C10 - C50); Dioxines et furanes";"Métaux et métalloïdes; Hydrocarbures aromatiques polycycliques; Dioxines et furanes";Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 3 522,00  $ ; -    $ ; -    $ ; 65 406,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-227;Ministère des Ressources naturelles et des Forêts;1;Site minier Suffield;-;Le site est situé à environ 850 m au sud-est de l'intersection entre le chemin McFarland et le chemin de North Hatley dans la municipalité de Sherbrooke.;-71,95932;45,31815;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Terminé;Terminé;En cours;Suivi post-réhabilitation;En cours;En suivi post-réhabilitation; -    $ ; -    $ ; 10 780,00  $ ; 2 848 822,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-228;Ministère des Ressources naturelles et des Forêts;1;Site minier Arntfield;-;Le site est situé à environ 660 m au nord-ouest de l'intersection entre la route 101 (boulevard Rideau) et l'avenue Provencher dans la ville de Rouyn-Noranda.;-79,26143;48,20220;Certaine;Terrain/bâtiment vacant;"Métaux et métalloïdes; Autres composés inorganiques";Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 13 434,00  $ ; -    $ ; -    $ ; 205 661,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-230;Ministère des Ressources naturelles et des Forêts;1;Site minier New Calumet;-;Le site est situé à environ 1,0 km au nord/nord-ouest de l'intersection entre le chemin de la Mine et le chemin Murphy. Le site minier New Calumet est situé dans la municipalité de L'Île-du-Grand-Calumet.;-76,68171;45,70015;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Terminé;Terminé;En cours;Suivi post-réhabilitation;En cours;En suivi post-réhabilitation; -    $ ; -    $ ; 24 430,45  $ ; 15 564 954,45  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-231;Ministère des Ressources naturelles et des Forêts;1;Site minier St-Lawrence Columbium;-;Le site est situé à environ 600 m au nord de l'intersection entre le chemin d'Oka et le rang Sainte-Sophie.;-74,02904;45,50071;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Terminé;En cours;Na pas commencé;Réhabilitation;En cours;À venir; 57 852,00  $ ; 1 229 531,00  $ ; -    $ ; 3 215 251,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-232;Ministère des Ressources naturelles et des Forêts;1;Site minier Beattie, parc;-;Le site est situé à environ 1,1 km à l'ouest/nord-ouest de l'intersection entre le chemin du Camping et le chemin Montcalm dans la municipalité Duparquet.;-79,25548;48,50168;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Réhabilitation jugée prioritaire;Délai recommandé de moins de 5 ans pour commencer l'intervention en réhabilitation;Terminé;Na pas commencé;Na pas commencé;Réhabilitation;Na pas commencé;À venir; 4 489,00  $ ; -    $ ; -    $ ; 281 299,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-233;Ministère des Ressources naturelles et des Forêts;1;Site minier East-Sullivan;-;Le site est situé à environ 3,1 km au sud de l'intersection entre la Route 117 (3e Avenue Est) et le chemin East Sullivan dans la ville de Val-d'Or.;-77,69660;48,07243;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Terminé;Terminé;En cours;Suivi post-réhabilitation;En cours;En suivi post-réhabilitation; -    $ ; -    $ ; 82 461,00  $ ; 1 124 732,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-235;Ministère des Ressources naturelles et des Forêts;1;Site minier Lac Jeannine;-;Le site est situé à environ 5,0 km à l'est-sud-est de l'ancienne ville de Gagnon, canton de Conan. À proximité de la borne kilométrique KM 390 de la route 389.;-68,08057;51,86330;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 6 084,00  $ ; -    $ ; -    $ ; 104 682,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-236;Ministère des Ressources naturelles et des Forêts;11;Site minier Schefferville;-;Les sites (French, Burnt Creek, Rowe, Ferriman, Gagnon, Gagnon-A, Star Creek, Knox, Retty, Fleming no. 3 et Fleming no. 7) sont situés à environ 6,7 km de Schefferville, sur une distance d'environ 15 km dans l'axe nord-ouest/sud-est et en bordure des limites Québec-Labrador.;-66,92118;54,83176;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; -    $ ; -    $ ; -    $ ; 85 239,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-240;Ministère des Ressources naturelles et des Forêts;1;Site minier Darius O'Brien;-;Le site est situé à environ 1,0 km au nord-ouest du quartier Cadillac, ville de Rouyn-Noranda.;-78,39717;48,23482;Certaine;Terrain/bâtiment vacant;"Métaux et métalloïdes; Métaux et métalloïdes";Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 424 731,00  $ ; -    $ ; -    $ ; 713 474,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-241;Ministère des Ressources naturelles et des Forêts;1;Site minier Lapa Zulapa;-;Le site est situé à environ 5,0 km à louest de la municipalité de la Rivière-Héva, et au sud de la route 117.;-78,26879;48,22125;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Respect des critères;Métaux et métalloïdes;Métaux et métalloïdes;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 19 606,00  $ ; -    $ ; -    $ ; 196 083,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-242;Ministère des Ressources naturelles et des Forêts;1;Site minier Pandora;-;Le site est situé à environ 400 m au sud de l'intersection entre la Route 117 (avenue Larivière) et le chemin de la Colombienne dans la ville de Rouyn-Noranda.;-78,30663;48,22812;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 2 162,00  $ ; -    $ ; -    $ ; 191 897,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-243;Ministère des Ressources naturelles et des Forêts;1;Site minier Thompson Cadillac;-;Le site est situé à environ 1,5 km à l'est de l'intersection entre la Route 117 (avenue Larivière) et la route de Preissac dans la ville de Rouyn-Noranda.;-78,41352;48,23474;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Autre;Métaux et métalloïdes;Métaux et métalloïdes;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 3 470,00  $ ; -    $ ; -    $ ; 145 100,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-249;Ministère des Ressources naturelles et des Forêts;1;Site minier Abcourt, Halde;-;Le site est situé à environ 2,5 km au nord-ouest de l'intersection entre la Route 397 Nord et la route 6e et 7e Rang Ouest dans la municipalité de Barraute. ;-77,67133;48,52250;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 145,00  $ ; -    $ ; -    $ ; 19 333,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-250;Ministère des Ressources naturelles et des Forêts;1;Site minier Waite-Amulet;-;Le site est situé à environ 2,5 km au nord-ouest de l'intersection entre la rue Saguenay et le chemin Millenbach dans la ville de Rouyn-Noranda.;-79,07784;48,32201;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 17 357,00  $ ; -    $ ; -    $ ; 326 956,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-251;Ministère des Ressources naturelles et des Forêts;1;Site minier Mine Principale;211, Chemin Campbell, Chibougamau G8P 2Y8;;-74,32718;49,86918;Certaine;Terrain/bâtiment vacant;"Métaux et métalloïdes; Paramètres intégrateurs (HP C10 - C50); Hydrocarbures aromatiques polycycliques";Métaux et métalloïdes;Non appréhendée;Métaux et métalloïdes;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Terminé;En cours;Na pas commencé;Réhabilitation;En cours;À venir; -    $ ; 621 658,00  $ ; -    $ ; 14 424 608,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-252;Ministère des Ressources naturelles et des Forêts;1;Site minier Joe Mann, parc;-;Le site est situé à environ 1,0 km au nord-ouest de l'extrémité de la route de Chibougamau Explorers dans la municipalité de Eeyou Istchee - Baie-James.;-74,44712;49,49465;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 45,00  $ ; -    $ ; -    $ ; 688,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-253;Ministère des Ressources naturelles et des Forêts;1;Site minier Preissac Molybdenite;-;Le site est situé à environ 3,1 km au sud/sud-ouest de l'intersection entre la Route 395 (Avenue du Lac) et le chemin Fontbonne dans la municipalité de Preissac.;-78,39875;48,34625;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;"Dioxines et furanes; Métaux et métalloïdes";Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Terminé;En cours;Na pas commencé;Réhabilitation;En cours;À venir; -    $ ; 219 843,00  $ ; -    $ ; 15 708 320,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-256;Ministère des Ressources naturelles et des Forêts;1;Site minier Normétal;-;Le site est situé à environ 200 m au sud/sud-est de l'intersection entre la rue Principale et l'avenue du Docteur-Gibué dans la municipalité de Normétal.;-79,36344;48,99996;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Métaux et métalloïdes;Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Terminé;Terminé;En cours;Suivi post-réhabilitation;En cours;En suivi post-réhabilitation; -    $ ; -    $ ; 5 158,00  $ ; 10 975,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-257;Ministère des Ressources naturelles et des Forêts;1;Site minier Grandroy;-;Le site est situé à environ 3,0 km à l'est/sud/est de l'intersection entre la Route 167 Nord et le chemin du Lac-Chibougamau Nord.;-74,20022;49,93041;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 682,00  $ ; -    $ ; -    $ ; 26 193,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-266A;Ministère des Ressources naturelles et des Forêts;1;Site minier Copper Rand, parc;-;Le site est situé à environ 7,0 km à l'est-sud-est de la municipalité de Chibougamau. ;-74,27914;49,87851;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; -    $ ; -    $ ; -    $ ; -    $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-284A;Ministère des Ressources naturelles et des Forêts;1;Site minier Dorval Beacon, parc;500 Chemin Peter-Ferderber, Val-d'Or J9P7B9;;-77,55929;48,10814;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; -    $ ; -    $ ; -    $ ; 36 330,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-360;Ministère des Ressources naturelles et des Forêts;1;Site minier Normetmar;-;Le site est situé à environ 850 m au nord-ouest de l'intersection entre la rue Principale et l'avenue Docteur-Bigué dans la municipalité de Normétal.;-79,37460;49,00131;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;"Métaux et métalloïdes; Paramètres intégrateurs (HP C10 - C50)";Métaux et métalloïdes;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 3 169,00  $ ; -    $ ; -    $ ; 154 689,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-361;Ministère des Ressources naturelles et des Forêts;1;Site minier Montréal Coleraine;-;Le site est situé à environ à 3,5 km à l'est de l'intersection entre le Chemin du 10e Rang et le chemin du Lac-Caribou.  ;-71,25282;45,99856;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 956,00  $ ; -    $ ; -    $ ; 135 293,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2007-362;Ministère des Ressources naturelles et des Forêts;1;Site minier Terrains Aurifères;2257 Route de Saint-Philippe, Val-d'Or J9P4N7;;-77,99324;48,11397;Certaine;Terrain/bâtiment vacant;Non appréhendée;Métaux et métalloïdes;Métaux et métalloïdes;Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Non applicable;Terminé;En cours;Suivi post-réhabilitation;En cours;En suivi post-réhabilitation; -    $ ; -    $ ; 22 587,00  $ ; 60 362,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-185;Ministère des Ressources naturelles et des Forêts;1;Site minier Lemoine;-;Le site est situé à environ 20 km au nord-est du km 200 de la Route 167 Sud et à environ 500 m au nord-ouest du Lac France.;-74,10681;49,76174;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 199,00  $ ; -    $ ; -    $ ; 12 138,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-186;Ministère des Ressources naturelles et des Forêts;1;Site minier Donalda ;-;Le site est situé à environ 750 m à l'ouest/nord-ouest de l'intersection entre la Route Osisko et le chemin du Golf ainsi qu'à environ 300 mètres au nord-est du lac Osisko.;-78,98616;48,26264;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 552,00  $ ; -    $ ; -    $ ; 5 772,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-187;Ministère des Ressources naturelles et des Forêts;1;Site minier Cupra;-;Le site est à environ 1,4 km à l'est de l'intersection entre le Rang des Pins et le chemin Cupra.;-71,30977;45,77193;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 601,00  $ ; -    $ ; -    $ ; 9 224,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-188;Ministère des Ressources naturelles et des Forêts;1;Site minier Weedon;-;Le site est situé à environ 1,9 km au nord-est de l'intersection entre le Chemin de Fontainebleau, le chemin Bibeau et le Chemin de la Mine dans la municipalité de Weedon.;-71,37163;45,70286;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 497,00  $ ; -    $ ; -    $ ; 12 248,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-189;Ministère des Ressources naturelles et des Forêts;1;Site minier Silidor;-;Le site est situé à environ 2,0 km à l'ouest de l'intersection entre le chemin Bradley et le chemin Don-Rouyn ainsi qu'à environ 1,6 km au sud-ouest du lac Marlon.;-79,07873;48,25300;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 2 317,00  $ ; -    $ ; -    $ ; 6 731,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-190;Ministère des Ressources naturelles et des Forêts;1;Site minier Pierre Beauchemin;-;Le site est situé à environ 560 m au nord-est de la fin du Rang du Lac-Flavrian et à environ 700 mètres au nord-est de la rive nord-ouest du lac Flavriant.;-79,20181;48,31716;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 552,00  $ ; -    $ ; -    $ ; 5 589,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-191;Ministère des Ressources naturelles et des Forêts;1;Site minier Clinton;-;Le site est situé à environ 5,0 km au sud-ouest de l'extrémité sud du Lac Mégantic. ;-70,92644;45,42682;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 501,00  $ ; -    $ ; -    $ ; 9 089,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-192;Ministère des Ressources naturelles et des Forêts;1;Site minier Asbury Graphite;-;Le site est siuté à environ 1,4 km au nord de l'intersection entre le chemin du Ruisseau Serpent et le chemin de la Mine ainsi qu'à environ 3,2 km au sud du Lac Lacroix. ;-75,55461;46,14422;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 728,12  $ ; -    $ ; -    $ ; 15 110,12  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-193;Ministère des Ressources naturelles et des Forêts;1;Site minier Moulton Hill;-;Le site est situé à environ 225 m au nord-ouest de l'intersection de la rue Hilaire et du chemin Moulton Hill dans la municipalité de Sherbrooke. ;-71,81791;45,40941;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 227,00  $ ; -    $ ; -    $ ; 9 345,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-194;Ministère des Ressources naturelles et des Forêts;1;Site minier Albert ;-;Le site est situé à environ 320 m au sud de l'intersection entre le chemin d'Albert Mines et le chemin Rodgers dans la municipalité d'Hatley.;-71,91221;45,32164;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 5 725,66  $ ; -    $ ; -    $ ; 35 915,66  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-196;Ministère des Ressources naturelles et des Forêts;1;Site minier Perron;-;Le site est situé à environ 1,6 km au nord-ouest de l'intersection entre le chemin Perron et le chemin Pascalis à Val-d'Or.;-77,56224;48,15752;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 907,51  $ ; -    $ ; -    $ ; 6 685,51  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-197;Ministère des Ressources naturelles et des Forêts;1;Site minier Van Reet;-;Le site est situé à environ 500 m au sud de l'intersection de la Route 243 (Bolton Pass) et du chemin Baker Talc.;-72,39481;45,15465;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 498,00  $ ; -    $ ; -    $ ; 9 260,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-234;Ministère des Ressources naturelles et des Forêts;1;Site minier Opémiska;-;Le site est situé à environ 300 m à l'ouest de l'intersection entre la 1ère Rue, la 1ère Avenue et le chemin Perry.;-74,86273;49,78649;Certaine;Terrain/bâtiment vacant;Métaux et métalloïdes;Métaux et métalloïdes;Non appréhendée;Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Non applicable;Terminé;En cours;Suivi post-réhabilitation;En cours;En suivi post-réhabilitation; -    $ ; -    $ ; 14 276,00  $ ; 5 336 345,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2008-363;Ministère des Ressources naturelles et des Forêts;1;Site minier Lucien Béliveau ;-;Le site est situé à environ 2,3 km à l'est de l'intersection entre le chemin Pascalis et le chemin Perron à Val-d'Or.;-77,50727;48,13667;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 5 869,00  $ ; -    $ ; -    $ ; 17 092,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-101;Ministère des Ressources naturelles et des Forêts;1;Ancienne tour de télécommunication - Site Hibbard;-;Le site est à environ 2 km de la route 25. Il est accessible par un ancien chemin d'accès, situé à environ 3 km du hameau de Hibbard.;-73,98603;47,87497;Certaine;Commercial;Non appréhendée;Non appréhendée;"Hydrocarbures aromatiques monocycliques; Paramètres intégrateurs (HP C10 - C50); Hydrocarbures aromatiques polycycliques";Non appréhendée;Réhabilitation jugée non prioritaire;Délai recommandé de moins de 7 ans pour commencer l'intervention en réhabilitation;En cours;Na pas commencé;Non applicable;Caractérisation;En cours;À venir; -    $ ; -    $ ; -    $ ; -    $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
