"Station","Date","%OD","O2 (mg/L)","COND.","pH","TEMP  (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Cd (µg/L)","Co (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","Mn (µg/L)","Mo (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","TURBIDITE NTU","U (µg/L)","V (µg/L)","Zn (µg/L)"
"FSL-67R",2004/05/31,100,"10,23",199,"7,6","14,5","=",120,1,,,,,,,,,,,,,,,24,,"5,7",,,"3,5",,,
"FSL-67R",2004/06/15,105,"9,88",237,"8,0","18,7","=",360,0,,,,,,,,,,,,,,,18,,"5,8",,,"3,5",,,
"FSL-67R",2004/07/19,98,"8,58",219,"8,1","22,3","=",400,-1,,,,,,,,,,,,,,,18,,"3,8",,,"3,9",,,
"FSL-67R",2004/08/04,,"11,25",226,"8,3","22,7","=",230,-1,,,,,,,,,,,,,,,16,,"2,7",,,3,,,
"FSL-67R",2004/09/01,97,"8,64",205,"7,7","21,3","=",72,-1,,,,,,,,,,,,,,,14,,"1,8",,,"1,5",,,
"FSL-67R",2004/09/21,98,"9,29",199,"8,3","18,1","=",66,1,,,,,,,,,,,,,,,17,,"2,8",,,"3,2",,,
"FSL-67R",2004/10/05,102,"10,23",291,"8,6","15,6","=",100,1,,,,,,,,,,,,,,,14,,"1,8",,,2,,,
"FSL-67RS",2004/05/31,104,"10,57",278,"7,6","14,7","=",10,1,,,,,,,,,,,,,,,21,,"3,5",,,2,,,
"FSL-67RS",2004/06/15,106,"9,84",266,"8,1","19,3","=",320,0,,,,,,,,,,,,,,,16,,"3,9",,,"1,9",,,
"FSL-67RS",2004/07/19,103,"8,91",266,"8,1","22,6","=",210,0,,,,,,,,,,,,,,,18,,"1,8",,,2,,,
"FSL-67RS",2004/08/04,120,"10,33",256,"8,2","23,0","=",200,-1,,,,,,,,,,,,,,,27,,"2,4",,,"2,7",,,
"FSL-67RS",2004/09/01,102,"9,07",215,"8,2","21,5","=",100,-1,,,,,,,,,,,,,,,17,,"1,7",,,"1,7",,,
"FSL-67RS",2004/09/21,98,"9,33",209,"8,4","18,1","=",70,1,,,,,,,,,,,,,,,18,,"2,0",,,"2,1",,,
"FSL-67RS",2004/10/05,99,"10,05",295,"8,7","15,0","=",90,0,,,,,,,,,,,,,,,15,,"2,1",,,"1,8",,,
"FSL-69R",2004/05/31,102,"10,44",197,"7,5","14,4","=",280,1,,,,,,,,,,,,,,,23,,"3,6",,,3,,,
"FSL-69R",2004/06/15,103,"9,64",236,"8,1","18,7","=",1000,0,,,,,,,,,,,,,,,22,,"6,3",,,"3,6",,,
"FSL-69R",2004/07/19,98,"8,55",223,"8,1","22,4","=",1000,-1,,,,,,,,,,,,,,,23,,"3,3",,,"3,4",,,
"FSL-69R",2004/08/04,121,"10,51",230,"8,2","22,6","=",1200,-1,,,,,,,,,,,,,,,22,,"2,9",,,3,,,
"FSL-69R",2004/09/01,94,"8,36",207,"7,6","21,2","=",570,-1,,,,,,,,,,,,,,,17,,"1,7",,,"1,7",,,
"FSL-69R",2004/09/21,92,"8,78",202,"8,3","18,0","=",1500,1,,,,,,,,,,,,,,,21,,"1,7",,,"2,7",,,
"FSL-69R",2004/10/05,100,"10,09",289,"8,5","15,2","=",800,1,,,,,,,,,,,,,,,16,,"1,6",,,"1,6",,,
"FSL-71R",2004/05/31,99,"10,19",196,"7,5","14,3","=",270,1,,,,,,,,,,,,,,,26,,"5,2",,,"3,3",,,
"FSL-71R",2004/06/15,103,"9,70",234,"8,0","18,6","=",240,0,,,,,,,,,,,,,,,20,,"6,0",,,"3,6",,,
"FSL-71R",2004/07/19,100,"8,75",219,"8,1","22,4","=",76,-1,,,,,,,,,,,,,,,16,,"3,3",,,"2,8",,,
"FSL-71R",2004/08/04,128,"11,10",229,"8,2","22,6","=",1000,-1,,,,,,,,,,,,,,,17,,"2,7",,,"2,8",,,
"FSL-71R",2004/09/01,100,"8,88",208,"7,2","21,2","=",1600,-1,,,,,,,,,,,,,,,14,,"1,9",,,"1,8",,,
"FSL-71R",2004/09/21,96,"9,16",201,"8,4","18,1","=",330,1,,,,,,,,,,,,,,,18,,"2,3",,,"3,1",,,5
"FSL-71R",2004/10/05,99,"9,93",289,"8,5","15,4","=",2500,1,,,,,,,,,,,,,,,15,,"1,8",,,"1,9",,,10
"FSL-73L",2004/05/31,100,"10,28",200,"7,5","14,2","=",8,1,,,,,,,,,,,,,,,17,,"4,3",,,"2,8",,,57
"FSL-73L",2004/06/15,103,"9,69",233,"8,1","18,4","=",46,0,,,,,,,,,,,,,,,13,,"4,8",,,"2,9",,,5
"FSL-73L",2004/07/19,101,"8,85",216,"8,4","22,2","=",86,-1,,,,,,,,,,,,,,,14,,"2,7",,,"2,8",,,
"FSL-73L",2004/08/04,123,"10,65",223,"8,4","22,6","=",78,-1,,,,,,,,,,,,,,,15,,"2,4",,,"2,4",,,
"FSL-73L",2004/09/01,96,"8,56",204,"7,0","21,2","=",42,-1,,,,,,,,,,,,,,,13,,"2,1",,,"1,7",,,
"FSL-73L",2004/09/21,98,"9,34",198,"8,4","18,1","=",24,1,,,,,,,,,,,,,,,16,,"2,4",,,"3,2",,,
"FSL-73L",2004/10/05,100,"9,98",284,"8,7","15,6","=",18,1,,,,,,,,,,,,,,,13,,"2,5",,,"2,2",,,
"FSL-73R",2004/05/31,100,"10,33",193,"6,4","14,2","=",190,1,"0,1",258,1,"22,3","0,5","0,2","0,5","1,3","2,0",322,"14,1",5,37,"1,1",24,"0,5","5,4","0,2",1,"3,6",1,"0,6",5
"FSL-73R",2004/06/15,106,"9,95",234,"8,1","18,6","=",360,0,"0,1",226,"0,8","24,8","0,5","0,2","0,5","1,0","4,9",281,"13,2",5,20,"1,1",16,"0,5","6,0","0,2",1,"3,5",1,"0,7",5
"FSL-73R",2004/07/19,96,"8,37",186,"8,5","22,5","=",200,-1,"0,1",185,"0,9","21,4","0,5","0,2","0,5","1,0","1,8",238,"10,6",5,20,"1,2",23,"0,5","3,1","0,2",1,"3,9",1,"0,7",41
"FSL-73R",2004/08/04,129,"11,22",224,"8,7","22,6","=",320,-1,"0,1",120,"0,9","23,3","0,5","0,2","0,5","1,1","1,6",181,"10,3",5,20,"0,9",24,"0,5","3,1","0,2",1,"3,2",1,"0,6",10
"FSL-73R",2004/09/01,96,"8,51",204,"6,6","21,3","=",390,-1,"0,1",67,1,"23,1","0,5","0,2","0,5","0,8","1,4",76,"6,1",5,24,"0,8",12,"0,5","1,7","0,2",1,"1,5",1,"0,5",11
"FSL-73R",2004/09/21,97,"9,17",200,"8,6","18,1","=",210,1,"0,1",133,"0,7",23,"0,5","0,2","0,5","1,1","1,6",149,8,5,37,"0,9",17,"0,5","2,0","0,2",1,"2,9",1,"0,6",5
"FSL-73R",2004/10/05,99,"9,93",286,"8,8","15,5","=",400,1,"0,1",79,"0,7","22,8","0,5","0,2","0,5","0,8","1,7",114,"6,5",5,26,"1,0",17,"0,5","2,4","0,2",1,"2,2",1,"0,5",
"OER-CERS",2004/05/31,100,"10,48",264,"7,8","13,6","=",4,1,"0,1",103,"0,8","23,2","0,5","0,2","0,5","0,9","1,3",134,"6,6",5,20,"0,9",15,"0,5","4,0","0,2",1,2,1,"0,5",
"OER-CERS",2004/06/15,105,"9,92",260,"8,1","18,1","=",16,0,"0,1",109,1,"24,4","0,5","0,2","0,5","1,1","1,8",157,"6,6",5,20,"1,0",10,"0,5","4,0","0,2",1,2,1,"0,5",
"OER-CERS",2004/07/19,104,"9,20",261,"8,3","21,7","=",44,-1,"0,1",89,1,24,"0,5","0,2","0,5","0,6","1,0",115,"5,8",5,20,"0,9",10,"0,5","4,3","0,2",1,"2,7",1,"0,5",
"OER-CERS",2004/08/04,127,"11,07",246,"8,4","22,4","=",300,-1,"0,1",118,"0,9","24,6","0,5","0,2","0,5","1,0","1,3",166,"7,7",5,20,"0,9",20,"0,5","3,4","0,2",1,"3,1",1,"0,6",
"OER-CERS",2004/09/01,97,"8,69",213,"8,2","21,1","=",40,-1,"0,1",67,"1,1","22,6","0,5","0,2","0,5","0,6","1,1",86,"4,8",5,100,"0,9",13,"0,5","2,7","0,2",1,"2,2",1,"0,5",
"OER-CERS",2004/09/21,100,"9,52",207,"8,4","18,1","=",30,1,"0,1",88,"0,6","23,3","0,5","0,2","0,5","0,8","1,4",127,"5,6",5,93,"0,8",16,"0,5","2,8","0,2",1,"2,3",1,"0,5",
"OER-CERS",2004/10/05,101,"10,12",294,"8,6","15,5","=",100,1,"0,1",76,"0,7","23,6","0,5","0,2","0,5","0,8","1,5",98,"6,4",5,49,"0,9",14,"0,5","2,4","0,2",1,2,1,"0,5",
"BLAP-31R",2004/06/09,108,"9,82",111,"7,7","20,0","=",210,-1,"0,1",504,"0,6","20,6","0,5","0,2","0,5","1,5","1,9",587,"23,1",5,21,"1,1",36,"0,6","8,6","0,2",1,"6,8",1,"1,1",
"BLAP-31R",2004/07/13,117,"9,95",203,"7,9","23,6","=",490,1,"0,1",129,"0,9","22,8","0,5","0,2","0,5","0,9","1,7",161,"11,9",5,20,"0,9",14,"0,6","1,8","0,2",1,"1,7",1,"0,6",
"BLAP-31R",2004/07/27,112,"9,72",139,"7,6","22,8","=",140,1,"0,1",144,"1,1","18,3","0,5","0,2","0,5","1,1","1,2",184,"10,2",5,20,"0,8",21,"0,5","2,1","0,2",1,"3,1",1,"0,6",
"BLAP-31R",2004/08/02,,"11,34",125,"7,8","24,9","=",230,-2,"0,1",172,"0,8","18,3","0,5","0,2","0,5","1,0","1,5",226,"12,4",5,24,"0,8",18,"0,5","1,9","0,2",1,"3,2",1,"0,7",
"BLAP-31R",2004/08/26,105,"8,24",187,"9,3","21,4","=",250,1,"0,1",107,"0,7","21,1","0,5","0,2","0,5","0,7","1,8",163,"11,6",5,41,"0,8",18,"3,4","2,2","0,2",1,"2,4",1,"0,5",
"BLAP-31R",2004/09/13,98,"9,07",101,"7,8","19,3","=",190,1,"0,1",424,"0,5",19,"0,5","0,2","0,5","1,3","2,2",475,"21,2",5,48,"1,0",36,"0,5","6,0","0,2",1,"9,6",1,"1,1",
"BLAP-31R",2004/09/28,99,"9,27",215,"8,4","18,8","=",150,1,"0,1",202,"0,5","22,3","0,5","0,2","0,5","1,0","1,9",228,"11,7",5,40,"0,9",25,"0,5","2,6","0,2",1,"4,4",1,"0,7",
"LSL-11L",2004/06/09,103,"9,58",80,"7,8","18,8","=",16,-1,,,,,,,,,,,,,,,25,,"7,0",,,"6,3",,,
"LSL-11L",2004/07/13,118,"10,23",256,"8,1","22,8","=",20,1,,,,,,,,,,,,,,,18,,"2,6",,,"3,4",,,
"LSL-11L",2004/07/27,,"11,60",236,"8,2","22,4","<",2,1,,,,,,,,,,,,,,,10,,"0,7",,,1,,,
"LSL-11L",2004/08/02,,"12,50",226,"8,1","23,9","=",4,-2,,,,,,,,,,,,,,,11,,"0,7",,,"1,3",,,
"LSL-11L",2004/08/24,106,"9,81",212,"8,7","19,3","<",2,1,,,,,,,,,,,,,,,7,,"0,5",,,"0,8",,,
"LSL-11L",2004/09/13,105,"9,63",207,"8,0","19,7","=",110,1,,,,,,,,,,,,,,,42,,"4,5",,,11,,,
"LSL-11L",2004/09/28,106,"9,99",291,"8,4","18,6","<",2,1,,,,,,,,,,,,,,,8,,"0,5",,,"0,5",,,
"LSL-11R",2004/06/09,104,"9,76",80,"7,7","18,6","=",10,-1,,,,,,,,,,,,,,,25,,"5,7",,,"6,3",,,
"LSL-11R",2004/07/13,125,"10,61",68,"8,7","23,9","=",4,1,,,,,,,,,,,,,,,24,,"3,2",,,"4,2",,,
"LSL-11R",2004/07/27,112,"9,54",59,"8,4","23,3","=",6,1,,,,,,,,,,,,,,,18,,"2,7",,,5,,,
"LSL-11R",2004/08/02,122,"10,31",59,"8,4","24,0","=",18,-2,,,,,,,,,,,,,,,22,,"2,7",,,"5,3",,,
"LSL-11R",2004/08/24,100,"8,99",80,"8,7","21,0","=",62,1,,,,,,,,,,,,,,,24,,"2,9",,,"4,9",,,
"LSL-11R",2004/09/13,89,"8,19",69,"8,3","19,6","=",4,1,,,,,,,,,,,,,,,8,,"0,7",,,"0,9",,,
"LSL-11R",2004/09/28,111,"10,32",121,"8,6","19,1","=",10,1,,,,,,,,,,,,,,,31,,"2,6",,,"6,5",,,
"LSL-12R",2004/06/09,105,"9,70",84,"7,7","19,3","=",12,-1,,,,,,,,,,,,,,,25,,"5,0",,,"5,7",,,
"LSL-12R",2004/07/13,107,"9,18",68,"8,3","23,3","=",2,1,,,,,,,,,,,,,,,25,,"3,5",,,"4,6",,,
"LSL-12R",2004/07/27,114,"9,75",59,"7,8","23,3","<",2,1,,,,,,,,,,,,,,,18,,"2,0",,,"4,3",,,
"LSL-12R",2004/08/02,124,"10,49",58,"8,1","24,0","=",46,-2,,,,,,,,,,,,,,,24,,"1,9",,,"4,9",,,
"LSL-12R",2004/08/24,103,"9,45",103,"8,7","19,8","=",18,1,,,,,,,,,,,,,,,20,,"2,5",,,"4,6",,,
"LSL-12R",2004/09/13,97,"8,92",69,"7,6","19,7","=",68,1,,,,,,,,,,,,,,,41,,"5,2",,,12,,,
"LSL-12R",2004/09/28,102,"9,46",125,"8,3","19,0","=",14,1,,,,,,,,,,,,,,,27,,"2,0",,,"6,5",,,
"LSL-14R",2004/06/09,104,"9,65",88,"7,7","19,3","=",28,-1,,,,,,,,,,,,,,,24,,"4,9",,,6,,,
"LSL-14R",2004/07/13,111,"9,57",108,"8,4","23,1","=",52,1,,,,,,,,,,,,,,,19,,"2,8",,,"3,6",,,
"LSL-14R",2004/07/27,111,"9,57",61,"7,9","23,1","=",8,1,,,,,,,,,,,,,,,18,,"1,6",,,"4,2",,,
"LSL-14R",2004/08/02,125,"10,52",89,"8,0","24,2","=",18,-2,,,,,,,,,,,,,,,18,,"1,8",,,"3,6",,,
"LSL-14R",2004/08/24,105,"9,60",131,"8,7","20,0","=",4,1,,,,,,,,,,,,,,,14,,"1,5",,,"2,8",,,
"LSL-14R",2004/09/13,97,"8,96",72,"7,8","19,4","=",88,1,,,,,,,,,,,,,,,37,,"4,9",,,12,,,
"LSL-14R",2004/09/28,101,"9,48",187,"8,3","18,7","=",12,1,,,,,,,,,,,,,,,27,,"3,0",,,"5,7",,,
"LSL-15L",2004/06/09,105,"9,81",79,"7,7","18,7","=",6,-1,,,,,,,,,,,,,,,26,,"7,2",,,"6,6",,,
"LSL-15L",2004/07/13,111,"9,60",132,"8,3","23,0","=",14,1,,,,,,,,,,,,,,,25,,"3,2",,,"4,2",,,
"LSL-15L",2004/07/27,119,"10,20",108,"7,9","23,3","=",22,1,,,,,,,,,,,,,,,20,,"2,0",,,"4,4",,,
"LSL-15L",2004/08/02,127,"10,73",109,"8,0","23,8","=",56,-2,,,,,,,,,,,,,,,26,,"2,7",,,"4,6",,,
"LSL-15L",2004/08/24,103,"9,31",151,"8,5","20,5","=",22,1,,,,,,,,,,,,,,,13,,"1,7",,,"2,8",,,
"LSL-15L",2004/09/13,91,"8,38",68,"7,8","19,8","=",110,1,,,,,,,,,,,,,,,39,,"4,7",,,11,,,
"LSL-15L",2004/09/28,101,"9,47",221,"8,2","18,8","=",38,1,,,,,,,,,,,,,,,20,,"2,4",,,"4,2",,,
"LSL-15R",2004/06/09,102,"9,33",82,"7,7","19,9","=",22,-1,,,,,,,,,,,,,,,35,,"7,9",,,"7,5",,,
"LSL-15R",2004/07/13,113,"9,80",124,"8,3","22,8","=",2,1,,,,,,,,,,,,,,,18,,"2,5",,,"2,7",,,
"LSL-15R",2004/07/27,114,"9,81",70,"8,0","22,9","=",4,1,,,,,,,,,,,,,,,16,,"1,2",,,"3,8",,,
"LSL-15R",2004/08/02,123,"10,38",71,"8,2","24,3","=",18,-2,,,,,,,,,,,,,,,19,,"1,6",,,"3,7",,,
"LSL-15R",2004/08/24,105,"9,68",115,"8,7","19,7","=",8,1,,,,,,,,,,,,,,,14,,"1,6",,,3,,,
"LSL-15R",2004/09/13,87,"8,08",75,"7,9","19,4","=",72,1,,,,,,,,,,,,,,,27,,"3,4",,,"7,3",,,
"LSL-15R",2004/09/28,101,"9,38",161,"8,2","19,0","=",10,1,,,,,,,,,,,,,,,28,,"2,0",,,"6,3",,,
"LSL-17R",2004/06/09,102,"9,55",81,"7,9","18,9","=",18,-1,,,,,,,,,,,,,,,32,,"8,4",,,8,,,
"LSL-17R",2004/07/13,113,"9,73",161,"8,2","23,2","<",2,1,,,,,,,,,,,,,,,16,,"2,3",,,"2,5",,,
"LSL-17R",2004/07/27,111,"9,59",80,"8,2","22,9","<",2,1,,,,,,,,,,,,,,,15,,"1,0",,,"3,5",,,
"LSL-17R",2004/08/02,122,"10,29",83,"7,9","23,9","=",24,-2,,,,,,,,,,,,,,,19,,"1,7",,,"3,6",,,
"LSL-17R",2004/08/24,104,"9,71",136,"8,8","18,8","=",8,1,,,,,,,,,,,,,,,13,,"1,3",,,"2,6",,,
"LSL-17R",2004/09/13,91,"8,46",75,"8,0","19,4","=",26,1,,,,,,,,,,,,,,,23,,"2,6",,,"6,5",,,
"LSL-17R",2004/09/28,98,"9,12",165,"8,3","18,9","=",6,1,,,,,,,,,,,,,,,27,,"2,2",,,"6,3",,,
"LSL-20L",2004/06/09,105,"9,86",191,"7,6","18,4","=",4,-1,,,,,,,,,,,,,,,19,,"3,5",,,"3,1",,,
"LSL-20L",2004/07/13,111,"9,66",181,"8,0","22,6","=",6,1,,,,,,,,,,,,,,,18,,"2,6",,,"2,7",,,
"LSL-20L",2004/07/27,124,"10,75",193,"7,9","22,6","=",4,1,,,,,,,,,,,,,,,12,,"0,8",,,"2,1",,,
"LSL-20L",2004/08/02,123,"10,51",86,"7,9","23,3","=",32,-2,,,,,,,,,,,,,,,22,,"3,1",,,"4,6",,,
"LSL-20L",2004/08/24,108,"9,90",173,"8,7","20,0","=",2,1,,,,,,,,,,,,,,,16,,"1,4",,,"1,8",,,
"LSL-20L",2004/09/13,91,"8,39",69,"8,0","19,5","=",100,1,,,,,,,,,,,,,,,41,,"5,4",,,12,,,
"LSL-20L",2004/09/28,101,"9,46",248,"8,0","18,6","=",28,1,,,,,,,,,,,,,,,14,,"1,5",,,"2,7",,,
"LSL-20R",2004/06/09,100,"9,28",83,"7,7","19,4","=",8,-1,,,,,,,,,,,,,,,39,,"9,8",,,"8,4",,,
"LSL-20R",2004/07/13,112,"9,71",197,"8,1","22,7","<",2,1,,,,,,,,,,,,,,,15,,"1,5",,,2,,,
"LSL-20R",2004/07/27,112,"9,76",131,"7,8","22,5","=",2,1,,,,,,,,,,,,,,,14,,"1,2",,,"2,6",,,
"LSL-20R",2004/08/02,122,"10,28",76,"8,1","24,0","=",12,-2,,,,,,,,,,,,,,,18,,"1,4",,,"3,2",,,
"LSL-20R",2004/08/24,107,"9,83",135,"8,9","19,5","=",8,1,,,,,,,,,,,,,,,11,,"0,9",,,"1,8",,,
"LSL-20R",2004/09/13,94,"8,69",70,"8,1","19,3","=",50,1,,,,,,,,,,,,,,,24,,"2,2",,,"5,5",,,
"LSL-20R",2004/09/28,95,"8,87",156,"8,2","18,9","=",76,1,,,,,,,,,,,,,,,26,,"2,0",,,"6,2",,,
"LSL-21R",2004/06/09,101,"9,29",95,"7,8","19,4","=",6,-1,,,,,,,,,,,,,,,34,,"8,3",,,"7,6",,,
"LSL-21R",2004/07/13,119,"10,15",207,"8,1","23,4","=",2,1,,,,,,,,,,,,,,,16,,"0,5",,,"1,2",,,
"LSL-21R",2004/07/27,119,"10,20",88,"7,9","23,2","=",2,1,,,,,,,,,,,,,,,14,,"0,5",,,"2,7",,,
"LSL-21R",2004/08/02,128,"10,84",108,"8,1","24,0","=",28,-2,,,,,,,,,,,,,,,15,,"1,0",,,"3,3",,,
"LSL-21R",2004/08/24,108,"9,97",151,"8,9","19,6","<",2,1,,,,,,,,,,,,,,,13,,"1,0",,,"1,6",,,
"LSL-21R",2004/09/13,94,"8,73",94,"8,1","19,4","=",24,1,,,,,,,,,,,,,,,15,,"1,9",,,"3,7",,,
"LSL-21R",2004/09/28,91,"8,56",156,"8,0","18,7","=",8,1,,,,,,,,,,,,,,,36,,"2,8",,,"7,2",,,
"LSL-25R",2004/06/09,100,"9,33",86,"7,9","18,9","=",12,-1,,,,,,,,,,,,,,,41,,"12,1",,,10,,,
"LSL-25R",2004/07/13,118,"10,21",205,"7,9","22,6","=",10,1,,,,,,,,,,,,,,,11,,"0,8",,,"1,4",,,
"LSL-25R",2004/07/27,112,"9,72",135,"7,7","22,6","=",14,1,,,,,,,,,,,,,,,15,,"0,8",,,"3,1",,,
"LSL-25R",2004/08/02,,"11,03",108,"8,1","23,6","=",10,-2,,,,,,,,,,,,,,,14,,"1,6",,,"3,2",,,
"LSL-25R",2004/08/24,105,"9,63",153,"8,4","19,7","=",14,1,,,,,,,,,,,,,,,13,,"1,3",,,"1,9",,,
"LSL-25R",2004/09/13,97,"8,99",81,"8,1","19,3","=",72,1,,,,,,,,,,,,,,,28,,"3,1",,,"6,1",,,
"LSL-25R",2004/09/28,99,"9,26",184,"8,2","18,6","=",26,1,,,,,,,,,,,,,,,27,,"2,3",,,"5,6",,,
"LSL-27R",2004/06/09,99,"9,25",92,"8,0","19,0","=",900,-1,,,,,,,,,,,,,,,44,,"14,8",,,12,,,
"LSL-27R",2004/07/13,112,"9,75",220,"7,8","22,4","=",60,1,,,,,,,,,,,,,,,11,,"1,0",,,"1,3",,,
"LSL-27R",2004/07/27,104,"9,03",131,"7,6","22,4","=",16,1,,,,,,,,,,,,,,,15,,"1,1",,,"2,5",,,
"LSL-27R",2004/08/02,120,"10,27",131,"8,2","23,2","=",16,-2,,,,,,,,,,,,,,,14,,"1,8",,,"3,4",,,
"LSL-27R",2004/08/24,105,"9,77",159,"8,2","19,1","=",12,1,,,,,,,,,,,,,,,11,,"1,3",,,"1,8",,,
"LSL-27R",2004/09/13,92,"8,52",93,"8,2","19,1","=",58,1,,,,,,,,,,,,,,,23,,"2,7",,,"4,8",,,
"LSL-27R",2004/09/28,92,"8,71",185,"8,4","18,4","=",32,1,,,,,,,,,,,,,,,21,,"2,7",,,"5,6",,,
"LSL-28R",2004/06/09,101,"9,50",105,"8,2","18,8","=",80,-1,"0,1",454,"0,6","20,4","0,5","0,2","0,5","1,3","2,0",500,"21,7",5,20,"1,0",34,"0,5","7,0","0,2",1,"6,4",1,"1,0",
"LSL-28R",2004/07/13,117,"10,16",216,"7,7","22,5","=",44,1,"0,1",67,"0,9","21,7","0,5","0,2","0,5","0,7","1,4",86,"12,5",5,20,"0,8",14,"0,5","0,8","0,2",1,"1,2",1,"0,5",
"LSL-28R",2004/07/27,117,"10,00",132,"7,7","23,2","=",10,1,,,,,,,,,,,,,,,21,,"1,0",,,2,,,
"LSL-28R",2004/08/02,118,"10,05",136,"8,5","23,4","=",22,-2,"0,1",156,"0,9","18,3","0,5","0,2","0,5","0,8","1,4",206,"16,8",5,24,"0,8",19,"0,5","1,6","0,2",1,3,1,"0,7",
"LSL-28R",2004/08/24,103,"9,45",155,"7,4","19,8","=",14,1,"0,1",131,"0,8","20,7","0,5","0,2","0,5","0,7","1,3",162,"14,2",5,20,"0,7",17,"0,5","2,5","0,2",1,"2,9",1,"0,5",
"LSL-28R",2004/09/13,93,"8,62",94,"8,5","19,4","=",66,1,"0,1",291,"0,5","21,7","0,5","0,2","0,5","1,3","1,8",320,"19,4",5,61,"0,9",24,"0,5","2,8","0,2",1,"5,2",1,"0,9",
"LSL-28R",2004/09/28,96,"9,02",186,"8,6","18,7","=",32,1,"0,1",243,"0,5",22,"0,5","0,2","0,5","0,9","14,1",268,"14,6",5,54,"0,9",29,"1,1","2,0","0,2",1,"5,2",1,"0,9",
"LSL-7L",2004/06/09,104,"9,80",81,"7,6","18,4","=",6,-1,,,,,,,,,,,,,,,27,,"7,1",,,"6,2",,,
"LSL-7L",2004/07/13,99,"8,58",66,"8,1","22,7","=",14,1,,,,,,,,,,,,,,,17,,"3,8",,,"5,2",,,
"LSL-7L",2004/07/27,108,"9,31",58,"8,0","23,0","=",18,1,,,,,,,,,,,,,,,30,,"5,0",,,"7,2",,,
"LSL-7L",2004/08/02,121,"10,32",57,"8,0","23,7","=",8,-2,,,,,,,,,,,,,,,22,,"3,4",,,"5,9",,,
"LSL-7L",2004/08/24,101,"9,10",61,"8,5","20,5","=",4,1,,,,,,,,,,,,,,,20,,"2,4",,,"4,8",,,
"LSL-7L",2004/09/13,92,"8,53",65,"8,0","19,5","=",80,1,,,,,,,,,,,,,,,41,,"5,4",,,10,,,
"LSL-7L",2004/09/28,100,"9,33",112,"8,4","19,1","=",6,1,,,,,,,,,,,,,,,28,,"2,4",,,"6,4",,,
"LSL-7R",2004/06/09,103,"9,75",81,"7,6","18,4","=",8,-1,"0,1",478,"0,5","20,2","0,5","0,2","0,5","1,4","1,7",537,"23,1",5,33,"1,0",31,"0,5","7,2","0,2",1,"6,2",,"1,0",1
"LSL-7R",2004/07/13,100,"8,65",66,"8,1","22,8","=",26,1,"0,1",336,"0,6","17,4","0,5","0,2","0,5","1,1","1,1",380,"19,8",5,20,"0,9",21,"0,5","3,5","0,2",1,"5,1",,"0,1",1
"LSL-7R",2004/07/27,108,"9,28",58,"8,0","23,0","=",12,1,"0,1",363,"0,7","17,8","0,5","0,2","0,5","1,4","1,2",428,"23,8",5,49,"0,9",27,"0,5","3,8","0,2",1,"6,5",,"0,1",1
"LSL-7R",2004/08/02,118,"10,05",58,"8,0","23,7","=",16,-2,"0,1",371,"0,7","18,5","0,5","0,2","0,5","1,6","1,4",457,"28,6",5,25,"1,0",23,"0,5","2,8","0,2",1,"6,1",,"0,1",1
"LSL-7R",2004/08/24,99,"8,90",61,"8,5","21,0","=",10,1,"0,1",287,"0,5","16,6","0,5","0,2","0,5","0,9","1,3",319,"16,7",5,21,"0,8",24,"0,5","2,5","0,2",1,5,,"0,1",1
"LSL-7R",2004/09/13,92,"8,46",66,"8,0","19,5","=",90,1,"0,1",515,"0,5","18,4","0,5","0,2","0,5","1,4","1,8",547,"17,7",5,54,"1,0",40,"0,5","4,9","0,2",1,11,,"0,1",1
"LSL-7R",2004/09/28,99,"9,25",113,"8,2","19,0","=",12,1,"0,1",325,"0,5","19,7","0,5","0,2","0,5","1,3","1,7",387,17,5,52,"0,9",31,"0,5","3,1","0,2",1,"6,8",,"0,1",1
