"Station","Date","%OD","O2 (mg/L)","COND.","pH","TEMP  (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn (µg/L)","U (µg/L)","V (µg/L)","Zn (µg/L)"
"FSL-67RS",25/09/2017 09:12,"106,1","10,14",302,"8,24",22,"=",31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-67RS",02/10/2017 09:51,"97,1","9,17",304,"8,31","18,07","=",34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",21/06/2017 09:51,"101,3","9,44",273,,"18,1","=",450,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",14/08/2017 09:12,"100,4","8,68",296,"8,23","22,57","=",530,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",30/08/2017 09:41,"101,9","8,95",285,"8,33","21,76","=",230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",06/09/2017 09:08,"94,6","8,68",286,"8,12","19,51","=",460,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",13/09/2017 09:23,"100,1","9,22",273,"8,3","19,3","=",240,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",25/09/2017 08:57,"100,3","9,67",285,"8,22","21,82","=",360,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",02/10/2017 09:35,"96,2","9,05",288,"8,34","18,24","=",290,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OER-MTL",21/06/2017 10:17,"90,2","8,44",362,,"18,54","=",540000,-1,"0,1",260,"0,8",26,"0,1",35000,"0,1",1,"6,4","0,8","3,1",330,2490,8710,18,"1,3",23300,730,"1,2",71,"0,4",10,"0,5","0,5","1,0","0,4",,
"OER-MTL",14/08/2017 09:49,"82,6","7,14",377,"7,57","22,55",">",60000,-1,"0,1",144,"0,9",23,"0,1",33400,"0,1","0,1","3,5","0,5","1,7",154,2050,8810,"9,2","1,2",16400,360,"0,8",28,"0,2",4,"0,5","0,5","1,0","0,3",,
"OER-MTL",30/08/2017 10:21,"92,4","8,09",343,"7,79","21,86","=",240000,1,"0,1",161,"0,9",25,"0,1",35600,"0,1","0,2","5,6","0,6","2,3",185,2700,9430,13,"1,4",19500,1010,"1,1",59,"0,2","5,3","0,5","0,5","1,0","0,4",,
"OER-MTL",06/09/2017 09:55,"79,5","7,22",392,"7,54","20,04",">",600000,-1,"0,1",167,"0,9",26,"0,1",37700,"0,1","0,2","7,3","0,7","3,3",219,3620,10000,"14,4","1,6",25200,1420,"1,3",71,"0,2","5,5","0,5","0,5","1,0","0,4",,
"OER-MTL",13/09/2017 10:05,90,"8,22",358,"7,67","19,7","=",490000,1,"0,1",140,"0,8",25,"0,1",33600,"0,1","0,2","7,6","0,6","2,4",146,2910,8890,"10,6","1,2",18900,1040,"1,3",52,"0,2","4,5","0,5","1,8","1,0","0,3",,
"OER-MTL",25/09/2017 09:38,"77,9","6,79",405,"7,31","22,15",">",600000,1,"0,1",157,"0,7",25,"0,1",35900,"0,1","0,4","9,6","0,9","4,4",303,4350,9590,"17,7","1,6",25000,1980,"1,2",100,"0,2","5,2","0,5","1,1","1,0","0,3",,
"OER-MTL",02/10/2017 10:20,"84,4","7,82",378,"7,5",19,">",600000,1,"0,1",124,"0,8",25,"0,1",35100,"0,1","0,3",8,"0,7","3,5",247,3640,9280,"13,5","1,4",21400,1370,1,68,"0,2","4,6","0,5","2,8","1,0","0,3",,
"OER-Repentigny",21/06/2017 11:59,"95,3","8,53",111,,"20,77","=",360,-1,"0,1",725,"0,4",21,"0,1",10600,"0,1","0,4","6,1","1,5","2,1",885,999,2850,"36,9",1,6100,100,"1,5",48,"0,7","17,5","0,5","0,5","1,0","0,1",,
"OER-Repentigny",14/08/2017 11:18,"93,3","7,95",155,"7,67","23,29","=",3500,-1,"0,1",307,"0,5",21,"0,1",15800,"0,1","0,2","6,5","0,9","1,7",406,1180,4240,"19,6",1,8390,90,1,28,"0,3","5,6","0,5","0,5","1,0","0,2",,
"OER-Repentigny",30/08/2017 11:51,"94,7","8,39",140,"7,59","21,27","=",12000,1,"0,1",393,"0,5",21,"0,1",14500,"0,1","0,3","6,5","1,2","1,7",542,1200,3800,25,1,7290,210,"1,1",35,"0,4","8,6","0,5","0,5","1,0","0,1",,
"OER-Repentigny",06/09/2017 11:34,"93,9","8,78",139,"7,57","18,54","=",5900,-1,"0,1",328,"0,5",20,"0,1",14600,"0,1","0,2","6,4","1,2","1,9",483,1330,3750,22,1,7850,250,1,29,"0,4","6,8","0,5","0,5","1,0","0,1",,
"OER-Repentigny",13/09/2017 11:33,"97,3","9,02",123,"7,86",19,"=",1500,1,"0,1",297,"0,4",18,"0,1",11800,"0,1","0,2","6,3",1,"1,5",420,1080,3050,18,1,6390,130,"0,9",28,"0,3","5,1","0,5","0,5","1,0","0,1",,
"OER-Repentigny",25/09/2017 11:00,"96,1","8,34",122,"7,77","22,41","=",550,1,"0,1",317,"0,5",19,"0,1",13000,"0,1","0,2","6,1","1,3","1,7",438,1210,3310,"20,9",1,6740,80,1,28,"0,3","5,2","0,5","0,5","1,0","0,1",,
"OER-Repentigny",02/10/2017 12:03,"95,1","9,11",120,"7,73","17,38","=",6000,1,"0,1",296,"0,5",18,"0,1",11500,"0,1","0,2","6,2","3,6","1,8",427,1130,2900,"18,9",1,6260,100,"0,9",28,"0,3","5,8","0,5","0,5","1,0","0,1",,
