"Station","Date","%OD","O2 (mg/L)","COND.","pH","TEMP  (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn (µg/L)","U (µg/L)","V (µg/L)","Zn (µg/L)"
"RLA-62C","2012-09-12  14:13:13","116","10,5","215","8,2","20,4","=","110","1","0,1","477,2","0,3","17,2","0,1","17066,0","0,1","0,3","4,4","1,6","1,6","549,4","1989,2","4046,0","30,2","1,0","16152,0","48,7","1,2","34,0","0,2","11,9","0,5","0,5","1,0","0,1","1,7","3,0"
"RLA-62C","2012-09-17  15:42:31","111","10,2","277","8,0","19,2","=","280","1","0,1","378,2","0,3","22,7","0,1","20460,0","0,1","0,3","4,8","1,0","1,6","454,6","4256,0","4762,0","26,5","1,0","20280,0","94,2","1,2","37,0","0,2","8,8","0,5","0,5","1,0","0,2","1,5","3,0"
"RLA-62C","2012-10-02  14:48:54",,"10,9","196","7,5","13,8","=","1100","-1","0,1","1783,4","0,3","31,8","0,1","17412,0","0,1","0,9","5,6","3,9","2,8","1862,6","2580,0","4930,0","55,6","1,0","14250,0","73,4","2,7","180,0","0,8","32,4","0,5","0,5","1,0","0,2","3,5","8,9"
"RLA-62C","2012-10-16  15:15:37","97","11,2","189","7,6","9,3","=","2700","-1","0,1","2670,0","0,4","40,0","0,1","17610,0","0,1","1,2","5,8","5,5","3,9","2656,0","3044,0","5838,0","72,4","1,0","11644,0","61,4","3,7","132,0","1,1","46,0","0,5","0,5","1,0","0,2","4,9","11,1"
"RLA-62C","2012-10-23  15:11:32",,"7,3","128","7,6","10,3","=","380","1","0,1","1491,0","0,3","24,3","0,1","11578,0","0,1","0,6","7,0","2,5","2,1","1411,8","1554,6","3778,0","42,3","1,0","7288,0","47,8","1,9","64,0","0,6","25,4","0,5","0,5","1,0","0,1","2,8","5,6"
"RMI-58C","2012-07-30  14:59:18","101","8,1","269","8,1","26,7","=","45","1","0,1","262,6","0,6","27,4","0,1","21020,0","0,1","0,2","6,4","0,7","2,0","310,6","2146,0","6220,0","24,2","1,0","18666,0","20,0","1,2","40,0","0,3","5,3","0,5","0,5","1,0","0,2","1,6","3,2"
"RMI-58C","2012-08-20  14:58:20","97","8,4","277","7,8","22,9","=","360","1","0,1","474,6","0,7","31,2","0,1","22460,0","0,1","0,3","6,9","1,1","2,2","508,4","2364,0","6900,0","35,4","1,4","18684,0","20,0","1,7","46,0","0,4","10,1","0,5","0,5","1,0","0,3","1,9","3,3"
"RMI-58C","2012-09-12  13:48:13","95","8,6","225","7,8","20,1","=","230","1","0,1","372,0","0,5","26,6","0,1","17922,0","0,1","0,3","6,1","1,0","1,7","432,2","2072,0","5136,0","35,4","1,0","15534,0","25,4","1,3","35,0","0,4","10,6","0,5","0,5","1,0","0,1","1,5","3,0"
"RMI-58C","2012-09-17  15:12:54","90","8,4","229","7,8","18,6","=","820","1","0,1","311,0","0,6","26,5","0,1","17958,0","0,1","0,2","6,2","0,8","1,6","368,2","2082,0","5100,0","27,5","1,0","15694,0","22,2","1,3","32,0","0,3","6,2","0,5","0,5","1,0","0,1","1,3","3,0"
"RMI-58C","2012-10-02  14:21:21",,"10,9","236","7,6","14,7","=","540","-1","0,1","907,2","0,5","31,0","0,1","19678,0","0,1","0,4","5,9","2,1","2,1","826,8","2496,0","5988,0","32,6","1,0","16878,0","117,4","1,7","67,0","0,5","11,0","0,5","0,5","1,0","0,2","2,0","4,2"
"RMI-58C","2012-10-16  14:47:29","101","11,4","211","7,7","9,9","=","1100","-1","0,1","1438,6","0,5","33,6","0,1","18806,0","0,1","0,6","5,9","3,1","2,9","1307,4","2416,0","5890,0","46,7","1,0","14510,0","163,6","2,3","79,0","0,9","23,0","0,5","0,5","1,0","0,2","2,7","7,8"
"RMI-58C","2012-10-23  14:38:39",,"7,7","191","7,6","11,6","=","490","1","0,1","1116,2","0,5","29,8","0,1","16672,0","0,1","0,4","6,0","1,9","2,2","944,0","1829,4","5364,0","36,9","1,0","11170,0","139,4","1,7","65,0","0,7","14,2","0,5","0,5","1,0","0,3","2,0","4,9"
