"Station","Date","%OD","O2 (mg/L)","COND.","pH","TEMP  (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn (µg/L)","U (µg/L)","V (µg/L)","Zn (µg/L)"
"RDP-23C","2012-09-20  10:36:10","97","9,4","90","8,0","16,8","=","36","-2","0,1","549,8","0,5","19,9","0,1","8328,0","0,1","0,3","5,2","1,4","1,5","634,2","927,0","2194,0","27,5","1,0","4530,0","20,0","1,1","31,0","0,5","11,4","0,5","0,5","1,0","0,1","1,5","3,9"
"RDP-23C","2012-10-01  11:44:11","108","10,9","93","7,7","15,0","=","63","-1","0,1","489,4","0,5","19,2","0,1","9340,0","0,1","0,3","5,4","1,4","1,7","563,2","1051,2","2454,0","28,7","1,0","5614,0","44,1","1,0","37,0","0,4","8,4","0,5","0,5","1,0","0,1","1,3","3,6"
"RDP-23C","2012-10-15  11:30:12","103","11,1","97","7,9","11,0","<","10","0","0,1","463,6","0,4","18,3","0,1","9000,0","0,1","0,2","5,8","1,2","1,3","465,6","966,8","2376,0","22,0","1,0","5270,0","59,5","0,8","28,0","0,4","7,6","0,5","0,5","1,0","0,1","1,1","3,0"
"RDP-23C","2012-10-22  13:08:25",,"7,9","94","7,9","11,2","=","36","-2","0,1","539,4","0,5","19,1","0,1","9444,0","0,1","0,3","5,7","1,2","1,3","647,4","1041,8","2498,0","32,2","1,0","5188,0","64,0","1,0","32,0","0,5","12,1","0,5","0,5","1,0","0,1","1,2","3,7"
"RDP-23L","2012-08-01  12:46:24","104","8,4","88","8,2","26,1","=","81","-1",,,,,,,,,"5,7",,,,,,,,,,,"21,0",,"4,2",,,,,,
"RDP-23L","2012-08-22  11:50:13","99","8,6","89","7,8","22,8","=","27","1","0,1","349,0","0,5","17,9","0,1","8402,0","0,1","0,2","6,4","0,9","1,6","385,6","839,4","2100,0","16,9","1,0","4680,0","20,0","0,8","20,0","0,3","4,5","0,5","0,5","1,0","0,1","1,4","3,0"
"RDP-23L","2012-09-10  12:18:55","104","9,5","88","8,0","19,6","=","45","-2","0,1","514,0","0,5","20,4","0,1","8392,0","0,1","0,3","5,6","1,4","1,8","573,2","901,2","2166,0","22,6","1,0","4686,0","20,0","1,0","29,0","0,5","8,3","0,5","0,5","1,0","0,1","1,5","4,7"
"RDP-23L","2012-09-20  10:41:06","98","9,6","90","7,8","16,7","=","45","-2","0,1","535,2","0,5","18,6","0,1","8074,0","0,1","0,3","5,2","1,4","1,5","591,0","869,4","2088,0","24,1","1,0","4288,0","35,0","1,0","32,0","0,5","11,4","0,5","0,5","1,0","0,1","1,4","3,5"
"RDP-23L","2012-10-01  11:49:19","108","11,0","93","7,7","14,7","=","63","-1","0,1","471,4","0,5","18,7","0,1","9038,0","0,1","0,2","5,3","1,3","1,6","534,8","1007,4","2326,0","26,6","1,0","5330,0","42,0","0,9","44,0","0,4","7,4","0,5","0,5","1,0","0,1","1,2","3,7"
"RDP-23L","2012-10-15  11:36:25","100","11,1","98","7,9","10,8","=","45","0","0,1","469,0","0,5","18,8","0,1","9488,0","0,1","0,3","5,5","1,5","1,4","556,0","1050,0","2476,0","25,2","1,0","5434,0","60,4","0,9","29,0","0,4","9,2","0,5","0,5","1,0","0,1","1,2","3,8"
"RDP-23L","2012-10-22  13:12:43",,"7,9","94","7,8","11,2","=","36","-2","0,1","571,2","0,4","19,9","0,1","8988,0","0,1","0,3","5,6","1,0","1,4","591,8","941,2","2408,0","27,2","1,0","5056,0","59,2","1,0","32,0","0,5","11,4","0,5","0,5","1,0","0,1","1,2","3,4"
"RDP-23R","2012-08-01  12:57:41","106","8,5","91","8,3","26,5","=","90","-1",,,,,,,,,"5,6",,,,,,,,,,,"19,0",,"2,8",,,,,,
"RDP-23R","2012-08-22  11:55:16","96","8,3","90","7,9","23,0","<","10","1","0,1","258,0","0,5","16,9","0,1","8430,0","0,1","0,1","6,2","0,8","1,6","298,0","813,8","2052,0","13,2","1,0","4626,0","20,0","0,8","20,0","0,4","3,9","0,5","0,5","1,0","0,1","1,2","5,7"
"RDP-23R","2012-09-10  12:31:53","101","9,1","89","7,9","20,1","=","130","-2","0,1","506,6","0,9","20,4","0,1","9044,0","0,1","0,3","5,5","1,2","1,6","560,6","954,8","2378,0","24,0","1,0","4910,0","20,0","1,1","27,0","0,4","8,7","0,5","0,8","1,3","0,1","1,3","3,6"
"RDP-23R","2012-09-20  10:47:34","100","9,6","91","7,9","17,1","=","36","-2","0,1","514,4","0,5","19,1","0,1","8516,0","0,1","0,3","5,4","1,5","1,5","584,4","902,6","2190,0","26,6","1,0","4538,0","20,0","1,1","30,0","0,5","11,8","0,5","0,5","1,0","0,1","1,4","3,4"
"RDP-23R","2012-10-01  11:57:22","105","10,6","93","7,7","15,1","=","54","-1","0,1","446,8","0,5","18,4","0,1","9340,0","0,1","0,2","5,3","1,3","1,7","513,8","1032,0","2380,0","27,1","1,0","5488,0","34,8","0,9","67,0","0,5","7,6","0,5","0,5","1,0","0,1","1,2","3,0"
"RDP-23R","2012-10-15  11:42:58","98","10,8","98","7,8","11,2","=","45","0","0,1","396,8","0,4","17,7","0,1","9274,0","0,1","0,2","5,6","1,2","1,3","453,2","1021,8","2400,0","21,6","1,0","5326,0","54,8","0,8","25,0","0,3","5,9","0,5","0,5","1,0","0,1","1,0","3,0"
"RDP-23R","2012-10-22  13:17:25",,"8,0","95","7,8","11,3","=","45","-2","0,1","524,2","0,5","19,2","0,1","9630,0","0,1","0,3","5,6","1,2","1,4","636,0","1044,0","2544,0","33,3","1,0","5312,0","51,3","1,0","33,0","0,5","12,0","0,5","0,5","1,0","0,1","1,2","13,7"
"RDP-26C","2012-08-01  12:17:28","95","7,7","88","7,9","25,9","<","10","-1","0,1","262,2","0,5","16,0","0,1","8076,0","0,1","0,1","5,7","0,6","1,4","297,4","797,0","2074,0","15,5","1,0","4376,0","20,0","0,7","19,0","0,2","3,9","0,5","0,5","1,0","0,1","1,2","3,0"
"RDP-26C","2012-08-22  11:28:16","94","8,1","89","7,8","22,8","<","10","1",,,,,,,,,"6,5",,,,,,,,,,,"19,0",,"4,0",,,,,,
"RDP-26C","2012-09-10  11:58:06","94","8,6","88","8,0","19,8","=","36","-2",,,,,,,,,"5,5",,,,,,,,,,,"31,0",,"10,8",,,,,,
"RDP-26C","2012-09-20  10:20:01","97","9,4","89","7,9","16,9","=","27","-2",,,,,,,,,"5,4",,,,,,,,,,,"35,0",,"15,2",,,,,,
"RDP-26C","2012-10-01  11:29:06","106","10,8","93","7,8","14,7","=","27","-1",,,,,,,,,"5,4",,,,,,,,,,,"26,0",,"7,6",,,,,,
"RDP-26C","2012-10-15  11:17:25","100","11,0","98","7,9","10,9","<","10","0",,,,,,,,,"5,6",,,,,,,,,,,"26,0",,"7,7",,,,,,
"RDP-26C","2012-10-22  12:09:34",,"7,9","94","7,7","11,0","<","10","-2",,,,,,,,,"5,6",,,,,,,,,,,"36,0",,"13,0",,,,,,
"RDP-26L","2012-08-01  12:10:28","96","7,7","92","7,9","25,6","=","63","-1","0,1","300,8","0,5","17,4","0,1","9064,0","0,1","0,2","5,6","0,8","1,6","342,6","842,8","2312,0","18,3","1,0","4918,0","20,0","0,8","23,0","0,3","4,3","0,5","0,5","1,0","0,1","1,3","4,3"
"RDP-26L","2012-08-22  11:32:31","92","8,0","94","7,7","22,6","=","36","1",,,,,,,,,"6,4",,,,,,,,,,,"21,0",,"4,5",,,,,,
"RDP-26L","2012-09-10  12:06:03","99","9,1","90","8,0","19,6","=","36","-2",,,,,,,,,"5,6",,,,,,,,,,,"32,0",,"10,4",,,,,,
"RDP-26L","2012-09-20  10:24:44","96","9,3","101","7,8","16,7","=","140","-2",,,,,,,,,"5,4",,,,,,,,,,,"34,0",,"13,6",,,,,,
"RDP-26L","2012-10-01  11:34:39","107","10,9","105","7,7","14,6","=","430","-1",,,,,,,,,"5,3",,,,,,,,,,,"28,0",,"7,5",,,,,,
"RDP-26L","2012-10-15  11:21:29","104","11,2","105","7,9","10,8","=","130","0",,,,,,,,,"5,4",,,,,,,,,,,"27,0",,"7,6",,,,,,
"RDP-26L","2012-10-22  12:05:47",,"7,9","104","7,9","11,1","=","54","-2",,,,,,,,,"5,7",,,,,,,,,,,"35,0",,"11,4",,,,,,
"RDP-26R","2012-08-01  12:28:42","98","8,0","93","7,9","26,0","=","730","-1","0,1","205,2","0,5","16,1","0,1","8896,0","0,1","0,1","5,7","0,5","1,6","248,0","828,2","2254,0","13,8","1,0","4864,0","20,0","0,6","20,0","0,4","2,7","0,5","0,5","1,0","0,1","1,2","3,0"
"RDP-26R","2012-08-22  11:22:23","92","7,8","94","7,8","23,2","=","72","1",,,,,,,,,"6,4",,,,,,,,,,,"28,0",,"3,6",,,,,,
"RDP-26R","2012-09-10  11:49:41","95","8,7","93","8,0","20,1","=","550","-2",,,,,,,,,"5,6",,,,,,,,,,,"27,0",,"10,8",,,,,,
"RDP-26R","2012-09-20  10:14:54","98","9,4","97","8,0","17,0","=","1000","-2",,,,,,,,,"5,3",,,,,,,,,,,"35,0",,"15,0",,,,,,
"RDP-26R","2012-10-01  11:23:42","107","10,8","110","7,8","15,0","=","140","-1",,,,,,,,,"5,3",,,,,,,,,,,"25,0",,"6,4",,,,,,
"RDP-26R","2012-10-15  11:10:46","102","11,0","112","8,0","11,3","=","390","0",,,,,,,,,"5,5",,,,,,,,,,,"25,0",,"3,9",,,,,,
"RDP-26R","2012-10-22  12:14:00",,"8,0","106","7,7","11,3","=","430","-2",,,,,,,,,"5,8",,,,,,,,,,,"31,0",,"11,6",,,,,,
"RDP-29R","2012-08-01  11:58:28","96","7,8","89","7,9","26,6","=","130","-1",,,,,,,,,"5,4",,,,,,,,,,,"19,0",,"3,2",,,,,,
"RDP-29R","2012-08-22  11:11:50","92","7,9","90","7,8","23,0","<","10","1",,,,,,,,,"6,1",,,,,,,,,,,"17,0",,"3,1",,,,,,
"RDP-29R","2012-09-10  11:40:41","95","8,6","88","8,0","19,9","=","150","-2",,,,,,,,,"5,6",,,,,,,,,,,"31,0",,"11,2",,,,,,
"RDP-29R","2012-09-20  10:07:27","97","9,4","91","8,0","16,9","=","18","-2",,,,,,,,,"5,3",,,,,,,,,,,"37,0",,"15,4",,,,,,
"RDP-29R","2012-10-01  11:12:21","106","10,8","95","7,8","14,8","=","640","-1",,,,,,,,,"5,2",,,,,,,,,,,"24,0",,"4,9",,,,,,
"RDP-29R","2012-10-15  11:03:06","102","11,0","99","8,1","11,0","=","27","0",,,,,,,,,"5,6",,,,,,,,,,,"26,0",,"7,1",,,,,,
"RDP-29R","2012-10-22  11:49:35",,"7,9","96","7,9","11,1","=","81","-2",,,,,,,,,"5,7",,,,,,,,,,,"36,0",,"13,2",,,,,,
"RDP-30L","2012-08-01  11:45:08","96","7,8","96","7,9","26,0","=","290","-1",,,,,,,,,"5,5",,,,,,,,,,,"19,0",,"3,2",,,,,,
"RDP-30L","2012-08-22  11:00:38","96","8,2","97","7,8","22,9","=","36","1",,,,,,,,,"6,4",,,,,,,,,,,"18,0",,"3,4",,,,,,
"RDP-30L","2012-09-10  11:28:41","95","8,7","95","8,0","19,8","=","190","-2",,,,,,,,,"5,9",,,,,,,,,,,"32,0",,"12,6",,,,,,
"RDP-30L","2012-09-20  09:58:11","96","9,3","92","7,9","16,9","=","45","-2",,,,,,,,,"5,4",,,,,,,,,,,"38,0",,"15,0",,,,,,
"RDP-30L","2012-10-01  11:01:50","107","10,8","97","7,7","14,7","=","200","-1",,,,,,,,,"5,3",,,,,,,,,,,"27,0",,"7,1",,,,,,
"RDP-30L","2012-10-15  10:53:22","102","11,1","102","8,1","10,8","=","90","0",,,,,,,,,"5,5",,,,,,,,,,,"26,0",,"7,4",,,,,,
"RDP-30L","2012-10-22  11:31:15",,"8,0","97","7,8","11,1","=","36","-2",,,,,,,,,"5,7",,,,,,,,,,,"39,0",,"13,4",,,,,,
"RDP-32C","2012-08-01  11:29:39","98","8,0","89","7,8","26,0","=","54","-1",,,,,,,,,"5,4",,,,,,,,,,,"19,0",,"3,0",,,,,,
"RDP-32C","2012-08-22  10:44:13","96","8,2","90","7,8","23,0","=","27","1","0,1","300,4","0,6","17,8","0,1","8540,0","0,1","0,2","6,3","0,9","2,3","371,4","850,0","2138,0","15,5","1,0","4828,0","20,0","0,8","19,0","0,4","3,5","0,5","0,5","1,0","0,1","1,0","31,5"
"RDP-32C","2012-09-10  11:10:25","95","8,6","88","7,9","20,0","=","36","-2","0,1","646,8","0,7","21,8","0,1","8906,0","0,1","0,3","5,6","1,5","1,7","685,2","991,8","2394,0","27,7","1,0","4872,0","20,0","1,2","33,0","0,5","12,0","0,5","0,5","1,0","0,1","1,6","4,5"
"RDP-32C","2012-09-20  09:46:30","98","9,5","90","7,9","17,0","=","18","-2","0,1","750,0","0,5","22,4","0,1","8558,0","0,1","0,4","5,5","1,8","1,7","824,4","968,2","2246,0","33,4","1,0","4546,0","20,0","1,4","39,0","0,6","17,4","0,5","0,5","1,0","0,1","1,8","4,8"
"RDP-32C","2012-10-01  10:46:29","107","10,9","94","7,8","14,7","=","150","-1","0,1","435,4","0,5","18,3","0,1","9378,0","0,1","0,2","5,3","1,2","1,3","479,0","1044,0","2372,0","23,2","1,0","5610,0","38,3","0,8","48,0","0,4","5,6","0,5","0,5","1,0","0,1","1,1","3,1"
"RDP-32C","2012-10-15  10:37:17","101","11,1","100","8,0","10,8","=","45","0","0,1","479,2","0,4","18,4","0,1","9490,0","0,1","0,2","5,6","1,2","1,3","510,6","1059,2","2480,0","24,5","1,0","5572,0","597,5","0,9","27,0","0,4","7,1","0,5","0,5","1,0","0,1","1,1","3,1"
"RDP-32C","2012-10-22  11:13:38",,"8,2","96","7,8","11,1","<","10","-2","0,1","639,0","0,5","20,6","0,1","9558,0","0,1","0,3","5,7","1,3","1,8","760,8","1064,2","2560,0","38,1","1,0","5282,0","55,8","1,1","38,0","0,6","16,6","0,5","0,5","1,0","0,1","1,4","4,5"
"RDP-32L","2012-08-01  11:22:02","97","7,8","92","8,0","26,1","=","140","-1",,,,,,,,,"5,6",,,,,,,,,,,"19,0",,"3,0",,,,,,
"RDP-32L","2012-08-22  10:38:51","97","8,3","93","7,8","22,9","=","90","1","0,1","299,4","0,5","17,9","0,1","8942,0","0,1","0,2","6,3","0,8","1,6","345,2","853,0","2192,0","16,4","1,0","4978,0","20,0","0,8","19,0","0,3","3,6","0,5","0,5","1,0","0,1","1,1","3,6"
"RDP-32L","2012-09-10  11:16:12","98","8,9","90","7,9","19,9","=","90","-2","0,1","662,6","0,6","20,9","0,1","8842,0","0,1","0,3","5,6","1,6","1,7","699,0","979,6","2354,0","27,2","1,0","4770,0","20,0","1,2","33,0","0,5","13,4","0,5","0,5","1,0","0,1","1,6","4,1"
"RDP-32L","2012-09-20  09:50:53","98","9,4","93","8,0","17,0","=","18","-2","0,1","721,6","0,5","21,6","0,1","8502,0","0,1","0,4","5,5","1,8","1,6","791,8","953,4","2258,0","31,7","1,0","4616,0","20,0","1,3","39,0","0,6","16,6","0,5","0,5","1,0","0,1","1,7","4,7"
"RDP-32L","2012-10-01  10:51:47","108","11,0","98","7,7","14,7","=","310","-1","0,1","442,0","0,5","18,1","0,1","9430,0","0,1","0,2","5,3","1,4","1,4","501,2","1043,6","2374,0","24,8","1,0","5688,0","39,2","0,9","27,0","0,4","6,5","0,5","0,5","1,0","0,1","1,1","3,2"
"RDP-32L","2012-10-15  10:42:47","100","11,1","103","8,0","10,8","=","72","0","0,1","481,4","0,5","19,0","0,1","9864,0","0,1","0,2","5,5","1,4","1,4","543,6","1074,4","2548,0","24,6","1,0","5788,0","51,3","0,9","27,0","0,4","8,0","0,5","0,5","1,2","0,2","1,1","3,2"
"RDP-32L","2012-10-22  11:16:41",,"8,2","98","7,8","11,1","=","72","-2","0,1","628,4","0,5","21,7","0,1","9934,0","0,1","0,4","5,6","1,3","1,4","750,4","1024,0","2522,0","37,2","1,0","5288,0","45,5","1,1","37,0","0,7","15,8","0,5","0,5","1,0","0,1","1,4","4,4"
"RDP-32R","2012-08-01  11:31:28","97","7,9","91","7,9","25,9","=","90","-1",,,,,,,,,"5,6",,,,,,,,,,,"17,0",,"1,9",,,,,,
"RDP-32R","2012-08-22  10:50:12","98","8,4","92","7,8","23,1","=","36","1","0,1","253,6","0,5","20,3","0,1","8296,0","0,1","0,1","5,2","1,2","2,1","300,0","825,0","2120,0","13,7","1,0","4874,0","20,0","0,7","17,0","0,3","2,9","0,5","0,5","1,0","0,1","1,0","54,4"
"RDP-32R","2012-09-10  11:05:12","95","8,7","89","8,1","20,1","=","140","-2","0,1","577,2","0,6","20,1","0,1","8626,0","0,1","0,3","5,6","1,3","1,6","612,0","934,6","2280,0","25,5","1,0","4686,0","20,0","1,1","31,0","0,5","10,2","0,5","0,5","1,0","0,1","1,4","4,3"
"RDP-32R","2012-09-20  09:42:27","95","9,2","91","8,0","17,0","=","140","-2","0,1","817,2","0,6","22,5","0,1","9206,0","0,1","0,4","5,4","1,8","2,1","840,6","1072,6","2472,0","36,2","1,0","5102,0","20,0","1,4","38,0","0,6","16,0","0,5","0,5","1,0","0,1","1,8","5,1"
"RDP-32R","2012-10-01  10:40:04","110","11,1","97","7,8","14,8","=","170","-1","0,1","415,8","0,5","18,2","0,1","9656,0","0,1","0,2","5,3","1,3","1,4","514,6","1041,6","2400,0","23,0","1,0","5688,0","35,5","0,8","25,0","0,4","5,5","0,5","0,5","1,0","0,1","1,1","3,0"
"RDP-32R","2012-10-15  10:32:19","99","10,9","102","8,1","11,0","=","240","0","0,1","402,2","0,5","18,0","0,1","9776,0","0,1","0,2","5,5","1,2","1,5","438,0","1039,6","2490,0","20,8","1,0","5702,0","55,1","0,8","25,0","0,4","8,5","0,5","0,5","1,0","0,1","1,0","7,6"
"RDP-32R","2012-10-22  11:10:35",,"8,2","98","7,9","11,2","=","120","-2","0,1","647,0","0,4","20,7","0,1","9548,0","0,1","0,3","5,7","1,2","1,5","689,4","1002,2","2576,0","36,5","1,0","5492,0","65,8","1,1","37,0","0,6","14,4","0,5","0,5","1,0","0,1","1,4","3,9"
"RDP-35L","2012-08-01  11:11:43","97","7,9","93","7,9","26,1","=","130","-1",,,,,,,,,"5,8",,,,,,,,,,,"19,0",,"2,8",,,,,,
"RDP-35L","2012-08-22  10:30:24","97","8,3","94","7,8","23,0","<","10","1",,,,,,,,,"6,1",,,,,,,,,,,"18,0",,"3,2",,,,,,
"RDP-35L","2012-09-10  10:50:13","96","8,7","90","8,1","20,0","=","160","-2",,,,,,,,,"5,6",,,,,,,,,,,"34,0",,"13,1",,,,,,
"RDP-35L","2012-09-20  09:30:46","97","9,4","92","8,0","17,0","=","27","-2",,,,,,,,,"5,6",,,,,,,,,,,"40,0",,"16,4",,,,,,
"RDP-35L","2012-10-01  10:27:26","111","11,3","97","7,9","14,7","=","330","-1",,,,,,,,,"5,9",,,,,,,,,,,"26,0",,"6,2",,,,,,
"RDP-35L","2012-10-15  10:26:31","99","10,9","101","8,0","10,8","=","54","0",,,,,,,,,"5,5",,,,,,,,,,,"25,0",,"7,2",,,,,,
"RDP-35L","2012-10-22  10:50:51",,"8,1","99","8,1","11,1","=","110","-2",,,,,,,,,"5,8",,,,,,,,,,,"39,0",,"15,2",,,,,,
"RDP-35R","2012-08-01  11:05:32","98","8,0","90","8,0","26,0","=","81","-1",,,,,,,,,"5,7",,,,,,,,,,,"18,0",,"2,8",,,,,,
"RDP-35R","2012-08-22  10:23:22","96","8,3","91","7,8","23,1","=","18","1",,,,,,,,,"6,4",,,,,,,,,,,"18,0",,"3,0",,,,,,
"RDP-35R","2012-09-10  10:55:42","97","8,8","89","8,2","20,1","=","99","-2",,,,,,,,,"6,6",,,,,,,,,,,"33,0",,"10,4",,,,,,
"RDP-35R","2012-09-20  09:35:05","98","9,5","91","8,0","17,0","=","120","-2",,,,,,,,,"5,4",,,,,,,,,,,"39,0",,"16,8",,,,,,
"RDP-35R","2012-10-01  10:32:49","112","11,4","97","7,8","14,7","=","380","-1",,,,,,,,,"5,4",,,,,,,,,,,"25,0",,"6,2",,,,,,
"RDP-35R","2012-10-15  10:22:26","99","10,9","101","8,3","11,0","=","130","0",,,,,,,,,"5,5",,,,,,,,,,,"24,0",,"6,4",,,,,,
"RDP-35R","2012-10-22  10:54:20",,"8,2","98","8,0","11,1","=","72","-2",,,,,,,,,"5,7",,,,,,,,,,,"38,0",,"14,4",,,,,,
"RDP-36C","2012-08-01  10:48:54","98","8,0","89","8,0","26,0","=","36","-1",,,,,,,,,"5,6",,,,,,,,,,,"18,0",,"2,7",,,,,,
"RDP-36C","2012-08-22  10:09:03","96","8,3","91","7,8","23,1","=","27","1",,,,,,,,,"6,1",,,,,,,,,,,"18,0",,"3,0",,,,,,
"RDP-36C","2012-09-10  10:37:06","99","9,0","88","8,4","20,1","=","220","-2",,,,,,,,,"6,5",,,,,,,,,,,"34,0",,"14,0",,,,,,
"RDP-36C","2012-09-20  09:12:07","96","9,2","91","8,2","17,1","=","130","-2",,,,,,,,,"5,3",,,,,,,,,,,"41,0",,"18,6",,,,,,
"RDP-36C","2012-10-01  10:13:28","106","10,7","96","7,9","14,8","=","400","-1",,,,,,,,,"5,4",,,,,,,,,,,"26,0",,"6,0",,,,,,
"RDP-36C","2012-10-15  10:07:59","99","10,9","101","8,3","11,0","=","54","0",,,,,,,,,"5,6",,,,,,,,,,,"25,0",,"6,6",,,,,,
"RDP-36C","2012-10-22  09:58:31",,"8,7","97","8,0","11,2","=","81","-2",,,,,,,,,"5,7",,,,,,,,,,,"39,0",,"16,2",,,,,,
"RDP-36L","2012-08-01  10:55:32","99","8,1","91","7,9","26,1","=","72","-1",,,,,,,,,"5,6",,,,,,,,,,,"19,0",,"2,0",,,,,,
"RDP-36L","2012-08-22  10:15:21","98","8,4","92","7,8","23,0","=","63","1",,,,,,,,,"6,3",,,,,,,,,,,"19,0",,"3,3",,,,,,
"RDP-36L","2012-09-10  10:42:28","96","8,7","90","8,2","20,0","=","170","-2",,,,,,,,,"6,5",,,,,,,,,,,"36,0",,"15,6",,,,,,
"RDP-36L","2012-09-20  09:16:18","97","9,4","92","8,1","17,1","=","63","-2",,,,,,,,,"5,3",,,,,,,,,,,"39,0",,"17,4",,,,,,
"RDP-36L","2012-10-01  10:18:25","112","11,4","98","7,9","14,5","=","290","-1",,,,,,,,,"5,3",,,,,,,,,,,"36,0",,"6,8",,,,,,
"RDP-36L","2012-10-15  10:14:04","99","10,9","102","8,2","10,9","=","63","0",,,,,,,,,"5,4",,,,,,,,,,,"27,0",,"7,2",,,,,,
"RDP-36L","2012-10-22  10:02:38",,"8,7","98","7,9","11,1","=","27","-2",,,,,,,,,"5,8",,,,,,,,,,,"42,0",,"17,0",,,,,,
"RDP-36R","2012-08-01  10:41:05","98","7,9","89","8,0","26,0","=","27","-1",,,,,,,,,"5,4",,,,,,,,,,,"17,0",,"2,5",,,,,,
"RDP-36R","2012-08-22  09:59:28","98","8,4","91","7,8","23,0","=","36","1",,,,,,,,,"6,3",,,,,,,,,,,"18,0",,"2,8",,,,,,
"RDP-36R","2012-09-10  10:30:30","96","8,7","89","8,4","20,1","=","290","-2",,,,,,,,,"5,8",,,,,,,,,,,"34,0",,"12,8",,,,,,
"RDP-36R","2012-09-20  09:03:54","97","9,4","93","8,3","17,0","=","310","-2",,,,,,,,,"5,4",,,,,,,,,,,"39,0",,"16,8",,,,,,
"RDP-36R","2012-10-01  10:06:10","112","11,4","98","8,1","14,6","=","550","-1",,,,,,,,,"5,3",,,,,,,,,,,"25,0",,"5,4",,,,,,
