"Station","Date","%OD","O2 (mg/L)","COND.","pH","TEMP  (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn (µg/L)","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-(-1)RS","2011-09-13  09:20:21","98","8,7",294,"8,4","20,9","=","1100","-1","0,1","76,5","0,8","23,6","0,1","33800,0","0,1","0,1","2,5","0,6","0,9","97,9","1671,4","8764,0","4,8","1,1","13102,0","20,0","0,7","11,0","0,2","3,0","0,5","0,5","1,0","0,3","0,4","3,0"
"EMIS-(-1)RS","2011-09-26  09:07:34","107","9,9",277,"8,4","18,8","=","18","1","0,1","48,6","0,8","23,0","0,1","33560,0","0,1","0,1","2,3","0,3","0,7","68,7","1656,2","8786,0","3,5","1,1","13180,0","20,0","0,6","14,0","0,2","1,6","0,5","0,5","1,0","0,3","0,4","3,0"
"EMIS-(-1)RS","2011-10-11  09:26:59","102","10,1",279,"8,4","16,0","=","1200","0","0,1","44,2","0,7","22,4","0,1","31540,0","0,1","0,1","2,4","0,3","0,7","60,5","1528,4","7968,0","3,4","1,1","11744,0","20,0","0,6","8,0","0,2","2,0","0,5","0,5","1,0","0,3","0,3","3,0"
"EMIS-(-1)RS","2011-10-26  09:19:45","101","10,9",263,"8,0","11,7","=","1000","-2","0,1","104,9","0,7","23,7","0,1","32920,0","0,1","0,1","2,6","0,3","0,8","137,0","1685,0","8038,0","5,2","1,1","11902,0","29,2","0,7","13,0","0,2","3,3","0,5","0,5","1,0","0,3","0,5","3,0"
"EMIS-0P","2011-08-02  09:39:26","91","7,7",422,"7,9","23,8","=","260000","0","0,1","176,8","1,0","25,5","0,1","32820,0","0,1","1,6","4,8","1,1","2,7","241,8","2142,0","8328,0","13,1","1,8","18420,0","316,3","1,1","45,0","0,3","6,6","0,5","0,5","1,0","0,4","0,7","4,5"
"EMIS-0P","2011-08-08  09:37:23","75","6,3",411,"7,7","24,5","=","540000","-1","0,1","247,6","0,9","26,0","0,1","33280,0","0,1","6,6","9,4","1,1","6,7","272,6","3274,0","8528,0","24,2","1,7","23540,0","1442,0","1,2","119,0","0,3","7,8","0,5","0,6","1,0","0,3","0,7","5,2"
"EMIS-0P","2011-08-30  09:42:55","75","6,7",523,"7,3","21,1","=","1900000","-1","0,2","115,0","0,8","31,1","0,1","45780,0","0,1","7,4","11,8","0,8","9,3","634,6","4970,0","10954,0","34,4","2,1","42660,0","1153,0","1,9","128,0","0,5","10,6","0,5","1,0","1,0","0,5","0,6","8,9"
"EMIS-0P","2011-09-13  09:26:51","74","6,6",402,"7,5","21,5","=","490000","-1","0,1","155,3","0,8","25,5","0,1","35900,0","0,1","4,3","7,5","0,8","4,9","512,8","3176,0","8720,0","28,2","1,8","26000,0","1705,0","1,4","101,0","0,3","7,0","0,5","0,5","1,0","0,3","0,5","6,2"
"EMIS-0P","2011-09-26  09:14:04","79","7,2",445,"7,4","20,1","=","1100000","1","0,1","77,0","0,6","27,4","0,1","38460,0","0,1","9,7","10,3","0,5","9,7","985,2","5254,0","10078,0","41,0","1,9","32940,0","2996,0","1,9","132,0","0,4","8,4","0,5","0,5","1,0","0,3","0,3","8,4"
"EMIS-0P","2011-10-11  09:32:45","87","8,3",457,"7,5","17,4","=","1300000","0","0,1","201,8","0,6","25,7","0,1","36540,0","0,1","3,7","11,1","0,9","7,8","182,2","4732,0","9098,0","18,7","1,7","29260,0","2760,0","1,2","145,0","0,3","7,8","0,5","0,5","1,0","0,3","0,3","5,3"
"EMIS-0P","2011-10-26  09:28:19","94","9,6",471,"7,4","14,4","=","640000","-2","0,2","354,2","0,8","30,1","0,1","41400,0","0,1","7,8","12,9","0,8","11,0","243,8","6156,0","9782,0","29,9","3,4","37940,0","3850,0","2,1","252,0","0,4","11,8","0,5","1,2","1,3","0,5","0,6","12,0"
"EMIS-16P","2011-08-02  14:27:03","98","8,2",298,"8,3","24,1","=","2900","0","0,1","135,7","1,0","24,8","0,1","32920,0","0,1","0,1","2,8","0,4","1,1","171,5","1635,4","8366,0","6,8","1,3","13056,0","20,0","0,8","13,0","0,2","2,8","0,5","0,5","1,0","0,4","0,6","3,0"
"EMIS-16P","2011-08-08  13:35:28","101","8,4",290,"8,5","24,6","=","4000","-1","0,1","102,5","0,9","23,3","0,1","30200,0","0,1","0,1","3,0","1,2","0,9","124,3","1496,6","7986,0","5,6","1,1","12286,0","20,0","0,7","10,0","0,2","2,1","0,5","0,5","1,0","0,3","0,5","3,0"
"EMIS-16P","2011-08-30  13:49:27","99","8,9",293,"8,4","20,8","=","3600","-1","0,1","101,1","0,9","23,3","0,1","32320,0","0,1","0,1","2,5","0,3","0,9","114,5","1643,4","8320,0","5,2","1,1","12662,0","20,0","0,6","13,0","0,2","2,7","0,5","0,5","1,0","0,3","0,5","3,0"
"EMIS-16P","2011-09-13  12:56:03","105","9,3",291,"8,5","21,2","<","100","-1","0,1","69,6","0,9","22,3","0,1","31800,0","0,1","0,1","2,5","0,5","0,9","89,1","1602,8","8292,0","4,8","1,1","12600,0","20,0","0,6","10,0","0,2","2,3","0,5","0,5","1,0","0,3","0,4","3,0"
"EMIS-16P","2011-09-26  13:22:45","108","9,9",275,"8,3","19,3","=","14000","1","0,1","70,7","0,9","23,6","0,1","33960,0","0,1","0,2","2,6","0,3","1,0","108,7","1742,0","8744,0","5,1","1,1","13416,0","29,0","0,6","12,0","0,2","2,2","0,5","0,5","1,0","0,3","0,4","3,0"
"EMIS-16P","2011-10-11  13:49:44","103","10,1",277,"8,4","16,3","=","7300","0","0,1","52,5","0,7","21,7","0,1","30380,0","0,1","0,1","2,8","0,3","0,9","72,1","1558,2","7822,0","4,2","1,0","11738,0","23,5","0,6","10,0","0,2","2,1","0,5","0,5","1,0","0,3","0,3","3,0"
"EMIS-16P","2011-10-26  14:16:51","97","10,5",263,"7,9","11,9","=","21000","-2","0,1","129,0","0,7","24,3","0,1","32920,0","0,1","0,2","3,0","0,3","1,0","149,0","1752,4","7862,0","6,2","1,1","12174,0","75,1","0,7","16,0","0,2","3,6","0,5","0,5","1,0","0,3","0,5","3,0"
"EMIS-16RN","2011-08-02  14:17:50","95","7,8",148,"8,2","25,0","=","6000","0","0,1","391,4","0,9","18,3","0,1","13866,0","0,1","0,2","5,6","1,0","2,1","488,4","1099,8","3508,0","17,5","1,0","6774,0","48,3","1,1","31,0","0,4","4,8","0,5","0,5","1,0","0,2","1,3","3,1"
"EMIS-16RN","2011-08-08  13:25:56","96","7,8",154,"8,2","25,9","=","2400","-1","0,1","416,6","0,7","19,3","0,1","14672,0","0,1","0,2","5,9","1,0","1,7","498,8","1168,2","3932,0","18,4","1,0","7762,0","70,8","1,1","29,0","0,3","6,8","0,5","0,5","1,0","0,2","1,4","3,0"
"EMIS-16RN","2011-08-30  13:41:55","97","8,8",164,"7,6","19,6","=","2100","-1","0,1","966,6","0,5","25,6","0,1","15960,0","0,1","0,4","6,0","1,8","2,3","917,2","1898,4","4230,0","27,1","1,0","10600,0","90,7","1,6","54,0","0,6","14,7","0,5","0,5","1,0","0,2","2,1","4,2"
"EMIS-16RN","2011-09-13  12:48:02","98","8,7",144,"7,9","20,8","=","1700","-1","0,1","495,8","0,6","20,6","0,1","13780,0","0,1","0,3","6,1","1,1","1,9","568,2","1453,4","3754,0","20,4","1,0","9274,0","102,9","1,1","34,0","0,4","7,9","0,5","0,5","1,0","0,2","1,4","3,0"
"EMIS-16RN","2011-09-26  13:14:02","108","9,9",154,"8,2","19,9","=","360","1","0,1","410,2","0,5","21,6","0,1","17238,0","0,1","0,2","5,5","0,8","1,6","452,6","1520,8","4568,0","17,3","1,0","9748,0","98,0","0,9","28,0","0,3","5,0","0,5","0,5","1,0","0,2","1,2","3,0"
"EMIS-16RN","2011-10-11  13:42:46","101","10,0",146,"8,3","16,0","=","450","0","0,1","421,0","0,4","20,6","0,1","14738,0","0,1","0,2","5,8","0,8","1,4","492,2","1300,6","3914,0","18,7","1,0","7820,0","74,7","0,9","29,0","0,4","5,9","0,5","0,5","1,0","0,2","1,2","3,0"
"EMIS-16RN","2011-10-26  14:10:14","96","10,7",121,"7,8","10,5","=","480","-2","0,1","730,8","0,4","22,5","0,1","13436,0","0,1","0,3","6,1","1,8","1,6","743,0","1433,2","3628,0","25,6","1,0","7484,0","123,2","1,3","41,0","0,5","10,3","0,5","0,5","1,0","0,2","1,6","3,5"
"EMIS-26P","2011-08-02  14:56:42","93","7,8",283,"8,3","24,3",">","6000","0","0,1","198,2","0,9","23,1","0,1","28440,0","0,1","0,3","3,1","0,5","1,4","301,0","1494,6","7424,0","8,7","1,0","11934,0","20,0","0,9","21,0","0,3","3,4","0,5","0,5","1,0","0,3","0,7","3,0"
"EMIS-26P","2011-08-08  14:07:38","99","8,2",278,"8,4","24,9","=","12000","-1","0,1","154,5","0,8","21,7","0,1","27860,0","0,1","0,2","3,2","1,2","1,4","188,4","1554,4","7728,0","7,0","1,0","12384,0","50,0","0,8","16,0","0,2","2,8","0,5","0,5","1,0","0,3","0,7","3,0"
"EMIS-26P","2011-08-30  14:12:04","97","8,6",305,"8,2","20,8","=","190000","-1","0,1","104,6","0,8","24,0","0,1","33980,0","0,1","0,3","2,6","1,3","1,4","131,3","1828,6","8634,0","6,0","1,1","14316,0","62,1","0,8","16,0","0,2","2,9","0,5","0,5","1,0","0,3","0,5","3,0"
"EMIS-26P","2011-09-13  13:20:51","101","9,0",296,"8,3","21,3","=","39000","-1","0,1","79,8","0,8","21,9","0,1","31940,0","0,1","0,3","3,0","0,3","1,2","119,0","1735,2","8138,0","5,9","1,2","13416,0","91,5","0,7","15,0","0,2","2,1","0,5","0,5","1,0","0,3","0,4","3,0"
"EMIS-26P","2011-09-26  13:49:53","111","10,2",273,"8,4","19,5","=","21000","1","0,1","75,3","0,8","22,7","0,1","32620,0","0,1","0,4","2,6","0,3","1,2","116,7","1711,6","8404,0","5,7","1,1","13234,0","104,6","0,6","29,0","0,2","2,3","0,5","0,5","1,0","0,3","0,4","3,0"
"EMIS-26P","2011-10-11  14:13:54","103","10,1",282,"8,4","16,4","=","16000","0","0,1","69,9","1,5","23,1","0,1","33300,0","0,2","0,6","2,7","0,3","1,3","95,2","1779,0","8940,0","5,2","1,6","14142,0","93,5","0,9","12,0","0,2","2,2","0,5","0,8","1,0","0,4","0,5","3,0"
"EMIS-26P","2011-10-26  14:41:39","100","10,8",258,"7,9","11,8","=","17000","-2","0,1","146,8","0,7","23,8","0,1","32120,0","0,1","0,5","3,0","0,9","1,1","163,5","1781,8","7750,0","6,9","1,1","12714,0","116,5","0,7","18,0","0,2","3,3","0,5","0,5","1,0","0,3","0,6","3,0"
"EMIS-26RS","2011-08-08  15:42:51","102","8,5",296,"8,5","24,7","=","68","-1","0,1","227,6","0,9","25,6","0,1","31500,0","0,1","0,2","2,7","1,3","1,1","264,2","1585,8","8394,0","8,7","1,2","12886,0","20,0","0,9","15,0","0,2","5,8","0,5","0,5","1,0","0,4","0,8","3,0"
"EMIS-26RS","2011-08-30  15:45:55","99","8,9",299,"8,3","20,8","=","730","-1","0,1","203,4","0,9","24,9","0,1","33840,0","0,1","0,1","2,3","0,4","1,0","206,8","1775,4","8804,0","6,9","1,1","13474,0","20,0","0,8","18,0","0,2","4,3","0,5","0,5","1,0","0,3","0,7","3,0"
"EMIS-26RS","2011-09-13  14:57:20","103","9,1",297,"8,5","21,2","=","160","0","0,1","114,9","0,8","22,9","0,1","33600,0","0,1","0,1","2,6","0,3","0,9","131,4","1650,6","8526,0","5,6","1,1","12888,0","20,0","0,7","15,0","0,2","3,2","0,5","0,5","1,0","0,3","0,5","3,0"
"EMIS-26RS","2011-09-26  15:30:47","113","10,4",279,"8,5","19,3","=","36","1","0,1","78,1","0,8","23,9","0,1","34200,0","0,1","0,1","2,4","0,3","0,8","96,2","1696,6","8888,0","4,5","1,1","13514,0","20,0","0,6","15,0","0,2","2,9","0,5","0,5","1,0","0,4","0,4","3,0"
"EMIS-26RS","2011-10-11  15:52:29","106","10,4",281,"8,5","16,3","=","30","0","0,1","81,2","1,2","23,1","0,1","33780,0","0,1","0,2","2,6","0,3","0,9","104,4","1678,8","8924,0","5,1","1,3","13376,0","20,0","0,8","12,0","0,2","2,4","0,5","0,5","1,0","0,4","0,5","3,0"
"EMIS-26RS","2011-10-26  16:57:30","102","11,1",266,"8,0","11,6","=","110","-2","0,1","138,5","0,8","25,4","0,1","34000,0","0,1","0,1","2,6","0,5","0,8","163,8","1736,2","8266,0","5,5","1,1","12154,0","20,0","0,7","15,0","0,2","4,3","0,5","0,5","1,0","0,3","0,6","4,0"
"EMIS-30RN","2011-08-02  15:13:22","95","7,8",181,"8,2","25,2","=","4700","0","0,1","533,8","0,7","21,7","0,1","17734,0","0,1","0,4","5,1","2,1","2,3","645,0","1236,8","4742,0","22,9","1,0","7956,0","20,0","1,4","44,0","0,6","8,2","0,5","0,5","1,0","0,2","1,5","5,1"
"EMIS-30RN","2011-08-08  14:19:12","99","8,1",208,"8,4","25,5","=","18000","-1","0,1","256,4","0,8","20,1","0,1","20680,0","0,1","0,2","4,5","1,5","1,7","304,4","1286,4","5464,0","10,2","1,0","9146,0","37,8","0,9","21,0","0,3","4,2","0,5","0,5","1,0","0,2","0,9","3,2"
"EMIS-30RN","2011-08-30  14:22:02","96","8,7",193,"8,1","20,4","=","1800","-1","0,1","396,4","0,6","22,3","0,1","20860,0","0,1","0,2","4,2","1,5","1,6","446,8","1440,4","5324,0","15,5","1,0","9502,0","20,0","1,0","27,0","0,3","7,0","0,5","0,5","1,0","0,2","1,2","3,0"
"EMIS-30RN","2011-09-13  13:32:22","102","9,1",184,"8,2","21,1","=","1300","-1","0,1","308,2","0,6","20,4","0,1","20380,0","0,1","0,2","4,4","0,6","1,4","345,4","1316,2","5080,0","13,4","1,0","8968,0","20,0","0,9","19,0","0,3","4,1","0,5","0,5","1,0","0,2","1,0","3,0"
"EMIS-30RN","2011-09-26  14:02:29","112","10,2",198,"8,4","19,9","=","2800","1","0,1","223,4","0,6","20,6","0,1","21380,0","0,1","0,2","4,0","0,5","1,2","271,0","1308,2","5482,0","10,9","1,0","8930,0","22,6","0,8","19,0","0,2","4,0","0,5","0,5","1,0","0,2","0,8","3,0"
"EMIS-30RN","2011-10-11  14:25:09","104","10,2",200,"8,4","16,4","=","1600","0","0,1","257,2","0,7","21,2","0,1","23240,0","0,1","0,2","5,6","0,5","1,2","286,2","1445,6","6252,0","11,6","1,0","10318,0","32,3","0,8","19,0","0,2","3,9","0,5","0,5","1,0","0,3","0,7","3,0"
"EMIS-30RN","2011-10-26  15:09:12","100","11,0",144,"8,0","11,3","=","270","-2","0,1","605,4","0,5","23,4","0,1","17220,0","0,1","0,3","5,1","1,0","1,7","610,2","1432,6","4366,0","22,6","1,0","7906,0","70,1","1,1","34,0","0,5","9,3","0,5","0,5","1,0","0,2","1,4","3,2"
"EMIS-3P1","2011-08-02  10:02:27","83","7,0",342,"7,8","23,9","=","49000","0","0,1","199,4","0,9","24,1","0,1","31040,0","0,1","1,7","4,7","1,3","2,8","276,6","2044,0","7950,0","14,9","1,5","17390,0","344,4","1,2","49,0","0,3","7,4","0,5","0,5","1,0","0,3","0,7","3,7"
"EMIS-3P1","2011-08-08  09:57:35","88","7,4",320,"8,0","24,5","=","99000","-1","0,1","171,3","0,9","23,8","0,1","30700,0","0,1","1,9","4,6","1,0","2,6","198,1","2068,0","7996,0","12,2","1,2","15434,0","435,0","0,9","42,0","0,2","4,1","0,5","0,5","1,0","0,3","0,6","3,6"
"EMIS-3P1","2011-08-30  09:54:54","94","8,4",347,"7,8","20,7","=","450000","-1","0,1","155,7","1,2","25,8","0,1","35560,0","0,1","1,6","4,0","0,7","2,8","297,8","2380,0","8990,0","13,2","1,7","18504,0","199,7","1,2","33,0","0,3","5,6","0,5","0,7","1,0","0,4","0,8","3,3"
"EMIS-3P1","2011-09-13  09:40:35","96","8,5",312,"8,1","21,1","=","91000","-1","0,1","127,5","0,8","23,9","0,1","33560,0","0,1","1,0","3,5","0,7","1,9","222,4","2010,0","8634,0","11,6","1,2","16074,0","361,6","0,8","30,0","0,2","3,9","0,5","0,5","1,0","0,3","0,5","3,0"
"EMIS-3P1","2011-09-26  09:26:24","102","9,4",295,"8,0","19,2","=","140000","1","0,1","66,2","1,2","22,5","0,1","31040,0","0,2","1,3","3,7","1,1","2,1","221,8","1952,0","8016,0","9,8","1,6","14082,0","369,2","1,0","28,0","0,2","3,0","0,5","0,5","1,0","0,4","0,4","3,0"
"EMIS-3P1","2011-10-11  09:45:02","101","9,9",302,"8,0","16,3","=","82000","0","0,1","104,7","0,9","24,4","0,1","34880,0","0,1","0,7","4,2","0,9","2,3","115,4","2276,0","9148,0","7,9","1,3","16676,0","489,8","0,7","29,0","0,2","3,1","0,5","0,5","1,0","0,4","0,4","3,0"
"EMIS-3P1","2011-10-26  09:45:56","94","10,1",306,"7,6","12,2","=","91000","-2","0,1","221,2","0,8","25,9","0,1","34460,0","0,1","1,2","4,4","0,4","2,8","242,4","2536,0","8222,0","12,7","1,4","16842,0","710,2","1,0","58,0","0,2","6,0","0,5","0,5","1,0","0,3","0,7","3,3"
"EMIS-40P","2011-08-02  15:52:23","96","8,0",258,"8,2","24,7",">","6000","0","0,1","221,4","0,7","21,0","0,1","23080,0","0,1","0,3","4,2","1,4","1,5","273,0","1347,4","5962,0","9,3","1,0","9960,0","61,4","0,9","21,0","0,2","3,3","0,5","0,5","1,0","0,3","0,9","3,0"
"EMIS-40P","2011-08-08  14:58:30","102","8,4",263,"8,4","25,0","=","5800","-1","0,1","208,4","1,4","21,1","0,1","27160,0","0,2","0,4","3,5","1,5","1,3","244,8","1506,6","7118,0","8,1","1,5","11296,0","41,6","1,1","17,0","0,3","4,1","0,5","0,6","1,0","0,4","0,9","3,0"
"EMIS-40P","2011-08-30  14:57:43","94","8,4",280,"8,2","20,7","=","47000","-1","0,1","128,2","0,8","23,0","0,1","31020,0","0,1","0,2","2,8","1,0","1,3","160,9","1696,2","7880,0","6,5","1,0","12972,0","30,6","0,7","17,0","0,2","3,0","0,5","0,5","1,0","0,3","0,6","3,0"
"EMIS-40P","2011-09-13  14:10:14","103","9,1",260,"8,4","21,1","=","22000","0","0,1","133,0","0,9","23,1","0,1","31960,0","0,1","0,2","2,6","0,4","1,2","162,8","1669,4","8456,0","6,7","1,1","13186,0","93,4","0,7","17,0","0,2","3,2","0,5","0,5","1,0","0,3","0,5","3,0"
"EMIS-40P","2011-09-26  14:44:46","112","10,3",257,"8,4","19,5","=","3400","1","0,1","99,8","1,0","21,3","0,1","28060,0","0,1","0,3","2,8","0,7","1,1","139,6","1488,6","7268,0","6,0","1,2","11324,0","44,8","1,0","14,0","0,2","2,7","0,5","0,5","1,0","0,3","0,5","3,0"
"EMIS-40P","2011-10-11  15:05:50","105","10,3",276,"8,4","16,3","=","6400","0","0,1","87,8","0,9","22,2","0,1","32160,0","0,1","0,3","2,7","0,3","0,9","98,6","1658,0","8426,0","5,2","1,1","13110,0","62,0","0,6","15,0","0,2","2,5","0,5","0,5","1,0","0,3","0,4","3,0"
"EMIS-40P","2011-10-26  16:13:03","99","10,7",258,"7,9","11,8","=","13000","-2","0,1","128,8","0,7","24,2","0,1","32560,0","0,1","0,3","2,8","0,3","0,9","147,7","1739,0","7812,0","5,8","1,1","12394,0","77,3","0,7","16,0","0,2","3,6","0,5","0,5","1,0","0,3","0,6","3,0"
"EMIS-40RN","2011-08-02  15:46:49","94","7,8",189,"8,1","25,0",">","6000","0","0,1","421,8","0,7","21,3","0,1","18638,0","0,1","0,3","4,9","1,8","1,8","495,4","1254,0","4960,0","17,2","1,0","8190,0","40,1","1,2","28,0","0,3","6,8","0,5","0,5","1,0","0,2","1,3","3,0"
"EMIS-40RN","2011-08-08  14:52:31","99","8,1",225,"8,3","25,3","=","18000","-1","0,1","296,4","1,0","20,7","0,1","23860,0","0,1","0,4","4,1","1,4","1,4","335,0","1403,8","6246,0","11,6","1,0","10064,0","35,3","1,1","21,0","0,2","6,0","0,5","0,5","1,0","0,3","1,0","3,0"
"EMIS-40RN","2011-08-30  14:51:10","93","8,4",185,"7,9","20,5","=","6000","-1","0,1","496,6","0,7","22,6","0,1","18518,0","0,1","0,3","4,6","1,1","2,1","530,0","1431,8","4906,0","16,9","1,0","9606,0","58,4","1,2","37,0","0,4","9,3","0,5","0,5","1,0","0,2","1,4","3,0"
"EMIS-40RN","2011-09-13  14:05:22","100","8,9",170,"8,1","21,0","=","1800","0","0,1","398,8","1,2","20,7","0,1","16718,0","0,2","0,4","4,7","1,1","1,8","494,0","1302,6","4638,0","16,7","1,1","8564,0","45,8","1,3","26,0","0,5","6,9","0,5","0,6","1,0","0,3","1,3","3,0"
"EMIS-40RN","2011-09-26  14:37:04","107","9,7",195,"8,2","19,9","=","2100","1","0,1","245,6","0,6","21,1","0,1","20760,0","0,1","0,2","4,2","0,6","1,4","307,4","1332,4","5354,0","11,6","1,0","9014,0","40,6","0,9","21,0","0,3","4,4","0,5","0,5","1,0","0,2","0,8","3,0"
"EMIS-40RN","2011-10-11  14:59:55","102","10,0",195,"8,2","16,3","=","1900","0","0,1","361,4","0,7","23,2","0,1","22600,0","0,1","0,2","4,4","0,8","1,4","388,6","1524,2","5938,0","14,4","1,0","10338,0","55,0","0,9","23,0","0,3","5,8","0,5","0,5","1,0","0,3","0,9","3,0"
"EMIS-40RN","2011-10-26  16:06:53","98","10,8",138,"7,7","11,0","=","540","-2","0,1","573,2","0,6","22,5","0,1","13594,0","0,1","0,3","5,5","2,1","1,9","724,0","1192,4","3812,0","23,5","1,0","7356,0","70,7","1,3","37,0","0,5","12,0","0,5","0,5","1,0","0,2","1,5","4,4"
"EMIS-40RS","2011-08-02  15:57:16","100","8,4",305,"8,4","24,1","=","300","0","0,1","255,6","0,9","24,6","0,1","30580,0","0,1","0,2","2,5","1,4","1,1","298,0","1558,0","8092,0","8,1","1,1","12236,0","20,0","0,9","15,0","0,2","5,9","0,5","0,5","1,0","0,3","0,8","3,0"
"EMIS-40RS","2011-08-08  15:04:34","105","8,7",295,"8,5","24,7","=","120","-1","0,1","194,1","0,9","23,3","0,1","31720,0","0,1","0,1","2,9","1,4","1,0","217,8","1582,8","8280,0","6,4","1,1","12586,0","20,0","0,8","13,0","0,2","4,6","0,5","0,5","1,0","0,3","0,7","3,0"
"EMIS-40RS","2011-08-30  15:02:25","101","9,0",300,"8,4","20,9","=","910","-1","0,1","199,8","0,9","24,1","0,1","32320,0","0,1","0,1","2,3","1,4","1,2","203,2","1655,6","8592,0","6,1","1,2","13098,0","20,0","0,8","17,0","0,2","4,5","0,5","0,5","1,0","0,4","0,7","3,0"
"EMIS-40RS","2011-09-13  14:17:31","103","9,2",297,"8,5","21,3","=","240","0","0,1","129,0","1,1","23,2","0,1","31840,0","0,1","0,2","2,6","0,4","1,0","162,9","1609,8","8422,0","5,8","1,3","12694,0","20,0","0,8","14,0","0,2","4,0","0,5","0,5","1,0","0,4","0,6","3,0"
"EMIS-40RS","2011-09-26  14:49:11","115","10,6",278,"8,6","19,4","=","130","1","0,1","79,5","0,8","22,4","0,1","31220,0","0,1","0,1","2,3","0,3","0,8","101,4","1534,6","7894,0","4,1","1,1","11812,0","20,0","0,7","23,0","0,2","3,6","0,5","0,5","1,0","0,3","0,5","3,0"
