"Station","Date","%OD","O2 (mg/L)","COND.","pH","TEMP  (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn (µg/L)","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-26P",2014/09/24,98,"9,6",267,"8,3","16,5","=",43000,-1,"0,1","110,0","0,8","23,0","0,1","29800,0","0,1","0,6","0,3","1,3","147,0","1520,0","7440,0","6,9","1,0","12200,0","47,0","0,7","15,0","0,2","2,4","0,5","0,5","0,3","0,6","7,0","0,0","0,0"
"EMIS-26P",2014/10/21,103,"10,9",246,"8,0","12,9","=",260000,0,"0,1","135,0","0,7","22,0","0,1","26400,0","0,1","0,6","0,9","1,3","197,0","1430,0","7090,0","8,8","1,0","11800,0","73,0","0,8","17,0","0,2","3,0","0,5","0,5","0,3","0,4","3,0","0,0","0,0"
"EMIS-26RS",2014/07/08,,,280,"7,2",,"=",120,-1,"0,1","147,0","0,8","26,6","0,1","32500,0","0,1","0,1","0,3","1,0","192,0","1480,0","7740,0","7,8","1,0","12700,0","27,0","0,8","16,0","0,2","5,0","0,5","0,5","0,3","0,7","3,0","0,0","0,0"
"EMIS-26RS",2014/07/16,99,"8,8",278,"8,3","20,9","=",45,-1,"0,1","132,0","0,9","24,5","0,1","28900,0","0,1","0,1","0,3","1,0","156,0","1420,0","7440,0","6,4","1,0","12200,0","20,0","1,0","9,0","0,2","4,2","0,5","0,5","0,3","0,6","6,4","0,0","0,0"
"EMIS-26RS",2014/08/27,100,"8,7",285,"8,6","22,5","=",36,1,"0,1","135,0","0,9","25,0","0,1","31100,0","0,1","0,1","0,3","1,1","154,0","1530,0","7820,0","6,0","1,2","12300,0","30,0","0,8","12,0","0,2","3,7","0,5","0,5","0,4","0,6","3,0","0,0","0,0"
"EMIS-26RS",2014/09/10,102,"9,0",282,"8,5","21,4","=",36,1,"0,1","82,0","0,8","24,0","0,1","32800,0","0,1","0,1","0,3","0,8","88,0","1560,0","8360,0","4,8","1,1","13100,0","20,0","0,6","10,0","0,2","1,9","0,5","0,5","0,3","0,4","3,0","0,0","0,0"
"EMIS-26RS",2014/09/16,101,"9,5",283,"8,6","18,0","=",27,1,"0,1","78,0","0,9","23,0","0,1","31400,0","0,1","0,1","0,3","0,9","89,0","1440,0","7910,0","4,7","1,1","12300,0","20,0","0,7","11,0","0,2","2,2","0,5","0,5","0,4","0,5","3,0","0,0","0,0"
"EMIS-26RS",2014/09/24,101,"9,8",285,"8,5","16,7","=",72,-1,"0,1","77,0","0,8","24,0","0,1","32400,0","0,1","0,1","0,3","0,8","90,0","1530,0","8180,0","4,7","1,1","12600,0","20,0","0,7","11,0","0,2","2,3","0,5","0,5","0,3","0,5","3,0","0,0","0,0"
"EMIS-26RS",2014/10/21,100,"10,4",298,"8,3","13,2","=",63,0,"0,1","89,0","0,8","24,0","0,1","33800,0","0,1","0,1","0,3","0,9","109,0","1580,0","8980,0","5,7","1,1","14000,0","20,0","0,8","11,0","0,2","2,3","0,5","0,5","0,3","0,4","3,0","0,0","0,0"
"EMIS-30RN",2014/07/08,93,"8,2",206,"8,1","21,6","=",4100,-1,"0,1","582,0","0,6","27,3","0,1","22000,0","0,1","0,4","1,3","2,1","699,0","1320,0","5370,0","25,4","1,0","9630,0","57,0","1,4","39,0","0,5","12,6","0,5","0,5","0,3","1,6","8,3","0,0","0,0"
"EMIS-30RN",2014/07/16,94,"8,3",189,"8,0","21,9","=",4100,-1,"0,1","310,0","0,6","23,0","0,1","19400,0","0,1","0,2","0,8","1,7","401,0","1250,0","5020,0","16,3","1,0","9360,0","40,0","1,0","21,0","0,2","6,5","0,5","0,5","0,2","0,9","8,1","0,0","0,0"
"EMIS-30RN",2014/08/27,97,"8,3",185,"8,3","23,1","=",5100,1,"0,1","237,0","0,7","21,0","0,1","19500,0","0,1","0,2","0,5","1,5","288,0","1190,0","4810,0","10,7","1,0","8850,0","32,0","0,8","18,0","0,2","4,1","0,5","0,5","0,2","0,9","7,0","0,0","0,0"
"EMIS-30RN",2014/09/10,95,"8,4",164,"8,1","21,9","=",2000,1,"0,1","266,0","0,7","21,0","0,1","19100,0","0,1","0,2","0,5","1,5","287,0","1160,0","4850,0","11,9","1,0","8300,0","20,0","0,8","18,0","0,2","3,2","0,5","0,5","0,2","0,9","3,0","0,0","0,0"
"EMIS-30RN",2014/09/16,99,"9,5",157,"8,3","17,4","=",560,1,"0,1","256,0","0,5","20,0","0,1","16600,0","0,1","0,2","0,7","1,5","327,0","991,0","4170,0","13,7","1,0","7050,0","36,0","0,9","21,0","0,3","5,0","0,5","0,5","0,2","0,8","10,0","0,0","0,0"
"EMIS-30RN",2014/09/24,100,"9,9",134,"8,3","15,8","=",3100,-1,"0,1","466,0","0,6","21,0","0,1","14200,0","0,1","0,3","1,1","1,5","589,0","1020,0","3610,0","24,0","1,0","6210,0","20,0","1,1","30,0","0,4","8,4","0,5","0,5","0,1","1,3","11,0","0,0","0,0"
"EMIS-30RN",2014/10/21,101,"10,9",105,"8,2","11,8","=",250,0,"0,1","464,0","0,4","19,0","0,1","10900,0","0,1","0,2","1,0","1,8","567,0","962,0","2920,0","22,8","1,0","5740,0","37,0","1,1","28,0","0,4","8,0","0,5","0,5","0,1","1,1","3,0","0,0","0,0"
"EMIS-3P1",2014/07/08,92,"8,3",281,"7,9","20,3","=",220000,-1,"0,1","177,0","0,7","25,8","0,1","31500,0","0,1","0,5","0,3","2,2","333,0","1720,0","7490,0","12,0","1,0","14300,0","247,0","0,9","32,0","0,2","5,2","0,5","0,5","0,3","0,7","6,7","0,0","0,0"
"EMIS-3P1",2014/07/16,92,"8,2",301,"7,7","20,9","=",100000,-1,"0,1","130,0","0,8","25,8","0,1","30800,0","0,1","2,6","0,3","2,5","297,0","2100,0","7850,0","14,5","1,0","17300,0","586,0","1,0","31,0","0,2","5,0","0,5","0,5","0,3","0,5","6,3","0,0","0,0"
"EMIS-3P1",2014/08/27,89,"7,8",297,"7,9","22,3","=",53000,1,"0,1","107,0","0,9","25,0","0,1","31900,0","0,1","0,3","0,3","1,9","330,0","1830,0","7710,0","13,3","1,2","14700,0","304,0","0,9","27,0","0,2","3,3","0,5","0,5","0,3","0,5","7,0","0,0","0,0"
"EMIS-3P1",2014/09/10,96,"8,6",273,"8,2","21,1","=",29000,1,"0,1","145,0","0,8","24,0","0,1","31600,0","0,1","1,1","0,3","1,4","198,0","1660,0","7870,0","9,9","1,1","13500,0","177,0","0,8","18,0","0,2","3,2","0,5","0,5","0,3","0,6","3,0","0,0","0,0"
"EMIS-3P1",2014/09/16,95,"9,0",264,"8,3","17,9","=",21000,1,"0,1","124,0","0,8","22,0","0,1","28000,0","0,1","0,2","0,3","1,1","146,0","1340,0","7040,0","7,8","1,0","11200,0","48,0","0,7","14,0","0,2","3,4","0,5","0,5","0,3","0,5","3,0","0,0","0,0"
"EMIS-3P1",2014/09/24,100,"9,7",288,"7,9","16,7","=",210000,-1,"0,1","129,0","0,8","24,0","0,1","31100,0","0,1","3,1","0,4","2,0","296,0","1930,0","7830,0","15,0","1,1","16000,0","347,0","0,9","31,0","0,2","5,0","0,5","0,5","0,3","0,7","7,0","0,0","0,0"
"EMIS-3P1",2014/10/21,95,"9,9",272,"7,9","13,2",">",60000,0,"0,1","133,0","0,7","24,0","0,1","30200,0","0,1","1,1","0,8","1,5","226,0","1650,0","7960,0","10,6","1,0","13700,0","146,0","0,9","20,0","0,2","3,6","0,5","0,5","0,3","0,5","9,0","0,0","0,0"
"EMIS-40P",2014/07/08,,,250,"6,8",,"=",13000,-1,"0,1","321,0","0,7","25,9","0,1","27000,0","0,1","0,3","0,7","1,5","411,0","1420,0","6500,0","14,6","1,0","11400,0","51,0","1,0","27,0","0,2","7,4","0,5","0,5","0,3","1,0","6,5","0,0","0,0"
"EMIS-40P",2014/07/16,96,"8,5",227,"8,0","21,6","=",6000,-1,"0,1","223,0","0,7","24,5","0,1","26200,0","0,1","0,2","0,3","1,3","269,0","1410,0","6620,0","10,5","1,0","11400,0","32,0","1,0","10,0","0,2","5,7","0,5","0,5","0,3","0,8","3,0","0,0","0,0"
"EMIS-40P",2014/08/27,100,"8,7",249,"8,5","22,7","=",4300,1,"0,1","157,0","0,8","23,0","0,1","25800,0","0,1","0,3","0,3","1,3","194,0","1390,0","6360,0","7,8","1,1","10700,0","58,0","0,8","15,0","0,2","1,9","0,5","0,5","0,3","0,6","3,0","0,0","0,0"
"EMIS-40P",2014/09/10,99,"8,8",242,"8,4","21,8","=",4800,1,"0,1","154,0","0,7","22,0","0,1","26500,0","0,1","0,4","0,4","1,2","179,0","1390,0","6790,0","7,9","1,0","11100,0","61,0","0,7","16,0","0,2","2,4","0,5","0,5","0,3","0,6","3,0","0,0","0,0"
"EMIS-40P",2014/09/16,99,"9,4",270,"8,3","17,9","=",13000,1,"0,1","85,0","0,7","22,0","0,1","29100,0","0,1","0,3","0,3","1,2","117,0","1410,0","7320,0","6,1","1,0","12100,0","81,0","0,8","14,0","0,2","2,6","0,5","0,5","0,3","0,4","3,0","0,0","0,0"
"EMIS-40P",2014/09/24,98,"9,6",268,"8,2","16,6","=",24000,-1,"0,1","105,0","0,8","24,0","0,1","29400,0","0,1","0,5","0,3","1,0","135,0","1450,0","7380,0","6,5","1,0","12000,0","49,0","0,7","14,0","0,2","3,4","0,5","0,5","0,3","0,5","12,0","0,0","0,0"
"EMIS-40P",2014/10/21,101,"10,7",256,"7,9","12,9","=",18000,0,"0,1","232,0","0,7","24,0","0,1","28700,0","0,1","0,6","0,5","1,4","289,0","1550,0","7750,0","12,8","1,0","13800,0","78,0","0,9","20,0","0,2","6,2","0,5","0,5","0,3","0,8","33,0","0,0","0,0"
"EMIS-40RN",2014/07/08,,,210,"6,7",,0,3200,-1,"0,1","723,0","0,6","29,6","0,1","22500,0","0,1","0,5","1,5","2,2","831,0","1400,0","5490,0","31,2","1,0","10200,0","58,0","1,5","44,0","0,6","13,6","0,5","0,5","0,3","1,9","8,1","0,0","0,0"
"EMIS-40RN",2014/07/16,93,"8,2",189,"8,0","22,0",0,4300,-1,"0,1","534,0","0,6","25,6","0,1","19500,0","0,1","0,4","1,3","1,8","639,0","1300,0","5000,0","25,4","1,0","9360,0","39,0","1,3","33,0","0,5","12,1","0,5","0,5","0,2","1,5","10,5","0,0","0,0"
"EMIS-40RN",2014/08/27,97,"8,4",175,"8,3","23,2",0,1500,1,"0,1","308,0","0,6","21,0","0,1","18200,0","0,1","0,2","0,7","1,6","389,0","1160,0","4450,0","14,5","1,0","8070,0","40,0","0,9","24,0","0,3","6,7","0,5","0,5","0,2","1,0","8,0","0,0","0,0"
"EMIS-40RN",2014/09/10,97,"8,5",152,"8,1","22,0",0,1200,1,"0,1","358,0","0,6","21,0","0,1","17300,0","0,1","0,2","0,8","1,5","403,0","1150,0","4400,0","15,8","1,0","7870,0","40,0","1,1","24,0","0,3","6,0","0,5","0,5","0,2","1,1","3,0","0,0","0,0"
"EMIS-40RN",2014/09/16,96,"9,3",133,"8,0","17,0",0,400,1,"0,1","455,0","0,5","21,0","0,1","14400,0","0,1","0,3","1,0","1,8","565,0","1080,0","3640,0","20,3","1,0","6990,0","47,0","1,1","33,0","0,4","7,8","0,5","0,5","0,1","1,2","11,0","0,0","0,0"
"EMIS-40RN",2014/09/24,99,"9,8",123,"8,1","15,9",0,490,-1,"0,1","577,0","0,5","21,0","0,1","13200,0","0,1","0,3","1,3","1,8","703,0","1080,0","3380,0","28,3","1,0","6440,0","24,0","1,2","34,0","0,5","12,4","0,5","0,5","0,1","1,6","8,0","0,0","0,0"
"EMIS-40RN",2014/10/21,100,"10,8",118,"8,0","11,8",0,420,0,"0,1","584,0","0,5","20,0","0,1","11700,0","0,1","0,3","1,7","1,8","710,0","1060,0","3290,0","28,5","1,0","6700,0","44,0","1,2","34,0","0,4","9,8","0,5","0,5","0,1","1,3","8,0","0,0","0,0"
"EMIS-40RS",2014/07/08,,,280,"7,2",,"=",150,-1,"0,1","186,0","0,8","27,0","0,1","32600,0","0,1","0,1","0,3","3,2","224,0","1490,0","7690,0","8,7","1,0","12800,0","26,0","0,9","17,0","0,2","5,9","0,5","0,5","0,4","0,8","6,4","0,0","0,0"
"EMIS-40RS",2014/07/16,99,"8,9",276,"8,1","20,8","=",140,-1,"0,1","129,0","0,8","24,8","0,1","29400,0","0,1","0,1","0,3","1,2","154,0","1440,0","7460,0","6,0","1,0","12200,0","20,0","0,9","9,0","0,2","4,7","0,5","0,5","0,3","0,6","3,0","0,0","0,0"
"EMIS-40RS",2014/08/27,103,"8,9",283,"8,6","22,4","=",90,1,"0,1","143,0","0,9","25,0","0,1","31400,0","0,1","0,1","0,3","1,1","160,0","1540,0","7810,0","5,3","1,2","12300,0","20,0","0,8","12,0","0,2","3,1","0,5","0,5","0,4","0,6","3,0","0,0","0,0"
"EMIS-40RS",2014/09/10,101,"9,0",280,"8,6","21,5","=",27,1,"0,1","127,0","0,8","25,0","0,1","33700,0","0,1","0,1","0,4","1,0","138,0","1580,0","8510,0","6,3","1,1","13200,0","20,0","0,7","11,0","0,2","2,6","0,5","0,5","0,4","0,5","3,0","0,0","0,0"
"EMIS-40RS",2014/09/16,102,"9,6",281,"8,5","18,1","=",200,1,"0,1","102,0","0,8","24,0","0,1","31100,0","0,1","0,1","0,3","2,0","120,0","1420,0","7800,0","5,1","1,0","12100,0","22,0","0,7","13,0","0,2","2,8","0,5","0,5","0,3","0,4","3,0","0,0","0,0"
"EMIS-40RS",2014/09/24,103,"10,0",282,"8,4","16,8","=",140,-1,"0,1","103,0","0,9","24,0","0,1","32500,0","0,1","0,1","0,3","0,8","116,0","1530,0","8170,0","4,9","1,0","12600,0","20,0","0,7","12,0","0,2","3,1","0,5","0,5","0,4","0,5","3,0","0,0","0,0"
