Variable,Imposition,Prop_affaires_QC,Annee_imposition,Nombre,Unite_nombre,Montant,Unite_montant
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1989,,,572297,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1990,,,662105,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1991,,,720379,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1992,,,756861,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1993,,,785872,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1994,,,811618,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1995,,,898099,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1996,,,997402,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1997,,,999578,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1998,,,756288,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1999,,,718259,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2000,,,790303,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2001,,,861364,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2002,,,786783,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2003,,,762703,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2004,,,647605,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2005,,,656992,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2006,,,613275,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2007,,,580308,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2008,,,447867,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2009,,,327275,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2010,,,199432,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2011,,,45872,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2012,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2013,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2014,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2015,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2016,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2017,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2018,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,2019,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1986,,,734813,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1987,,,841665,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1988,,,919186,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1989,,,1018818,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1990,,,1147840,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1991,,,1246669,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1992,,,1161527,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1993,,,1197100,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1994,,,1220737,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1995,,,1341572,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1996,,,1506828,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1997,,,1548891,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1998,,,1679194,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1999,,,1655543,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2000,,,1737112,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2001,,,1806776,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2002,,,1677683,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2003,,,1644718,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2004,,,1573464,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2005,,,1598976,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2006,,,1501240,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2007,,,1392208,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2008,,,1017488,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2009,,,680625,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2010,,,426146,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2011,,,70589,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2012,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2013,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2014,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2015,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2016,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2017,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2018,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2019,,,0,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,1992,,,18019,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,1993,,,22878,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,1994,,,20126,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,1995,,,22569,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,1996,,,22687,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,1997,,,27711,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,1998,,,29346,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,1999,,,37608,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2000,,,43422,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2001,,,72282,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2002,,,40955,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2003,,,58874,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2004,,,62400,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2005,,,49019,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2006,,,67556,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2007,,,53129,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2008,,,8216,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2009,,,11257,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2010,,,31767,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2011,,,57458,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2012,,,63558,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2013,,,50795,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2014,,,60885,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2015,,,55225,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2016,,,59853,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2017,,,29188,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2018,,,26828,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,100 %,2019,,,54348,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1992,,,82286,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1993,,,110057,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1994,,,107749,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1995,,,98070,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1996,,,160916,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1997,,,182713,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1998,,,150662,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1999,,,159571,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2000,,,197987,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2001,,,199107,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2002,,,226275,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2003,,,293204,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2004,,,318938,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2005,,,312221,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2006,,,352701,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2007,,,315284,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2008,,,170977,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2009,,,298353,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2010,,,296195,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2011,,,413823,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2012,,,409785,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2013,,,385827,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2014,,,387940,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2015,,,583414,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2016,,,539380,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2017,,,615952,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2018,,,609140,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2019,,,722786,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,1992,,,40402,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,1993,,,58476,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,1994,,,46370,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,1995,,,41239,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,1996,,,44212,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,1997,,,48529,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,1998,,,58503,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,1999,,,64877,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2000,,,55437,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2001,,,80895,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2002,,,64266,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2003,,,69951,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2004,,,64827,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2005,,,51582,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2006,,,74385,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2007,,,61402,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2008,,,77256,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2009,,,38113,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2010,,,77654,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2011,,,87955,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2012,,,91956,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2013,,,95710,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2014,,,104405,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2015,,,117172,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2016,,,122282,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2017,,,103238,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2018,,,94561,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,100 %,2019,,,100490,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1992,,,222786,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1993,,,227887,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1994,,,211497,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1995,,,208704,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1996,,,209478,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1997,,,237196,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1998,,,229422,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1999,,,215317,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2000,,,239367,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2001,,,246028,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2002,,,292328,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2003,,,346471,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2004,,,335183,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2005,,,326688,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2006,,,375106,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2007,,,328129,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2008,,,325983,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2009,,,341182,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2010,,,377346,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2011,,,467905,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2012,,,476696,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2013,,,501178,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2014,,,471143,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2015,,,668665,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2016,,,700421,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2017,,,723718,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2018,,,765995,Milliers de dollars
Taxe sur le capital des soci̩t̩s d'assurance,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2019,,,812659,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1986,,,418834,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1987,,,488680,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1988,,,581374,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1989,,,577706,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1990,,,577252,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1991,,,564595,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1992,,,581479,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1993,,,621353,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1994,,,700352,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1995,,,891689,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1996,,,891689,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1997,,,1080419,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1998,,,1171741,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,1999,,,1263168,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2000,,,1098448,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2001,,,961013,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2002,,,1042799,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2003,,,1058876,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2004,,,1103792,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2005,,,1243254,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2006,,,1233107,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2007,,,1237489,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2008,,,1244886,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2009,,,1214281,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2010,,,1300066,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2011,,,1412969,Milliers de dollars
Cotisation au Fonds des services de sant̩,Soci̩t̩s impos̩es,100 %,2012,,,1480393,Milliers de dollars
